from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
01-Oct-2020 - 00:00,34.29,982.98,166.79,58.17,60.18,185.13,284.66,1.61,2.19,11.52,40.38,14.06,24.22,23.34,0.84,49.1,10.47,02-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
02-Oct-2020 - 00:00,33.94,983.68,191.08,83.25,62.23,208.17,276.38,1.36,2.32,11.6,29.89,33.37,38.35,20.96,1.02,59.83,9.0,03-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
03-Oct-2020 - 00:00,33.52,984.77,173.0,80.08,61.38,205.63,276.52,1.32,2.51,11.09,48.57,24.26,33.32,25.46,0.98,63.68,10.6,04-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
04-Oct-2020 - 00:00,32.9,985.62,171.12,81.54,60.69,205.51,278.16,1.35,1.96,11.84,38.57,19.64,27.97,22.47,0.9,60.72,11.79,05-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
05-Oct-2020 - 00:00,33.26,985.08,182.38,69.12,56.93,205.64,315.74,1.76,2.1,10.97,30.11,15.07,24.35,22.68,0.86,67.15,11.28,06-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
06-Oct-2020 - 00:00,32.72,985.58,216.71,94.54,60.47,205.55,282.34,1.54,2.92,13.46,41.13,46.12,52.56,28.11,1.15,59.28,12.72,07-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
07-Oct-2020 - 00:00,33.22,987.41,227.21,116.88,60.35,188.96,290.07,1.28,3.15,14.24,43.26,22.04,32.73,27.73,1.1,57.79,14.29,08-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
08-Oct-2020 - 00:00,33.1,987.82,252.85,132.74,59.91,171.19,289.75,1.3,2.86,14.55,36.57,24.6,34.46,27.12,1.22,61.31,16.74,09-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
09-Oct-2020 - 00:00,33.35,987.92,233.09,118.25,59.97,168.97,281.55,1.08,3.1,14.89,47.98,42.15,48.99,27.56,1.81,67.02,16.56,10-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
10-Oct-2020 - 00:00,33.51,986.59,230.49,112.76,60.52,170.55,285.02,1.13,3.13,15.0,47.17,40.82,47.19,26.12,2.02,72.79,17.89,11-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
11-Oct-2020 - 00:00,33.27,984.66,212.36,101.92,61.33,165.81,296.7,1.14,3.1,13.4,45.31,23.07,32.96,26.58,1.45,61.9,16.42,12-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
12-Oct-2020 - 00:00,33.16,983.35,257.98,147.89,61.29,160.76,296.2,0.96,3.73,15.83,49.03,38.11,46.26,28.68,0.95,52.54,15.44,13-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
13-Oct-2020 - 00:00,33.94,984.34,292.65,160.01,62.97,126.47,179.11,0.95,7.77,28.73,52.06,38.64,48.42,31.78,1.49,68.29,19.41,14-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
14-Oct-2020 - 00:00,33.81,985.73,263.41,164.23,65.43,116.26,231.95,0.88,7.58,24.29,58.68,13.11,24.39,25.64,1.4,47.48,13.11,15-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
15-Oct-2020 - 00:00,33.3,986.33,258.45,159.52,55.56,160.89,237.9,1.32,4.95,22.26,52.7,21.21,30.05,23.96,1.25,53.77,14.7,16-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
16-Oct-2020 - 00:00,32.09,986.1,213.83,145.08,52.84,161.31,250.39,1.02,3.69,19.29,48.66,45.29,60.28,45.74,1.17,64.77,19.83,17-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
17-Oct-2020 - 00:00,31.58,986.83,207.9,143.04,60.97,146.23,260.92,0.76,4.91,27.47,54.0,120.4,141.05,80.74,1.18,57.61,14.76,18-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
18-Oct-2020 - 00:00,32.03,986.68,164.62,102.69,52.6,159.87,306.53,1.27,3.92,21.14,47.59,69.03,95.96,74.66,1.06,58.04,13.71,19-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
19-Oct-2020 - 00:00,31.65,986.43,180.38,120.78,52.13,162.37,283.68,1.32,3.33,19.78,47.97,47.51,79.04,75.85,1.19,63.36,15.76,20-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
20-Oct-2020 - 00:00,30.81,986.1,182.57,101.07,54.13,164.76,262.92,1.15,3.92,19.31,50.09,108.12,131.76,82.06,1.19,47.46,18.68,21-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
21-Oct-2020 - 00:00,31.17,987.21,201.07,149.7,55.84,161.39,227.59,0.98,5.85,24.83,50.01,113.71,140.81,90.34,0.98,48.16,14.18,22-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
22-Oct-2020 - 00:00,31.14,986.07,288.35,183.4,56.83,123.85,229.59,0.85,6.89,24.01,46.92,96.08,123.01,84.13,1.69,47.96,19.47,23-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
23-Oct-2020 - 00:00,30.14,985.77,373.21,230.33,60.9,165.37,270.98,0.95,5.0,25.11,52.65,66.35,97.86,82.19,1.47,52.76,17.07,24-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
24-Oct-2020 - 00:00,29.9,986.79,404.0,219.25,62.17,155.17,265.87,0.97,5.71,26.17,50.83,150.8,169.28,87.09,1.49,56.94,17.44,25-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
25-Oct-2020 - 00:00,30.14,989.18,409.88,232.12,63.84,154.24,245.94,0.75,6.88,32.41,56.03,141.86,169.96,101.89,1.31,37.92,16.77,26-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
26-Oct-2020 - 00:00,30.28,990.56,422.21,237.01,59.17,133.66,260.17,1.07,6.62,24.88,52.27,102.95,127.49,81.96,1.37,67.15,17.96,27-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
27-Oct-2020 - 00:00,29.28,990.35,325.74,174.08,57.46,159.4,304.53,1.13,4.05,20.88,48.96,73.9,96.11,67.46,1.09,59.53,13.43,28-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
28-Oct-2020 - 00:00,28.27,991.0,417.21,212.54,63.98,138.48,260.21,0.78,6.16,28.13,54.84,186.69,209.63,108.09,1.49,31.08,16.04,29-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
29-Oct-2020 - 00:00,28.46,991.86,432.43,261.36,67.1,121.44,240.56,0.55,5.74,23.22,57.46,92.09,130.87,105.06,1.57,37.25,17.8,30-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
30-Oct-2020 - 00:00,29.27,991.44,434.92,241.88,60.69,147.56,277.28,1.02,5.75,26.67,56.58,54.6,93.68,92.33,1.29,63.74,16.79,31-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
31-Oct-2020 - 00:00,29.27,991.22,477.5,306.96,55.37,156.01,314.96,1.39,5.11,17.61,54.93,19.52,53.67,71.06,1.55,40.76,14.08,01-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
01-Nov-2020 - 00:00,28.22,991.92,494.79,303.46,56.19,147.18,287.32,1.11,5.0,17.61,35.2,54.91,73.65,54.27,1.49,47.02,19.92,02-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
02-Nov-2020 - 00:00,27.44,992.67,390.33,217.42,58.02,133.53,263.62,0.98,5.17,18.86,34.4,98.28,108.65,53.18,1.51,47.59,19.76,03-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
03-Nov-2020 - 00:00,27.45,992.08,343.98,160.91,60.33,147.03,251.58,0.85,7.41,28.65,36.47,152.18,159.64,66.97,1.05,39.94,17.75,04-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
04-Nov-2020 - 00:00,26.91,990.86,664.04,407.01,67.12,98.81,249.39,0.79,9.36,31.72,43.34,165.09,180.21,86.04,2.27,27.88,24.36,05-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
05-Nov-2020 - 00:00,27.97,992.16,489.99,307.45,64.38,140.89,261.01,0.82,8.12,28.66,45.19,117.61,134.85,73.27,1.46,44.95,19.88,06-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
06-Nov-2020 - 00:00,27.97,994.84,524.88,308.49,62.46,127.6,258.95,0.89,7.01,30.81,46.11,138.88,153.72,76.09,1.46,44.81,25.63,07-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
07-Nov-2020 - 00:00,27.62,995.74,574.7,366.05,62.78,132.78,264.31,1.0,6.45,23.23,46.56,118.17,133.17,69.18,1.23,50.68,22.97,08-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
08-Nov-2020 - 00:00,26.58,996.36,628.67,407.71,69.74,109.55,248.14,0.71,8.53,28.46,48.22,175.09,186.21,81.79,1.71,42.8,24.05,09-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
09-Nov-2020 - 00:00,26.58,994.88,720.11,554.29,72.08,106.07,237.37,0.7,7.7,32.37,48.73,132.65,157.35,91.34,1.92,40.51,23.21,10-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
10-Nov-2020 - 00:00,27.16,993.82,486.95,598.8,72.14,102.86,217.37,0.63,9.71,31.81,52.19,124.88,143.89,79.23,2.96,49.11,21.38,11-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
11-Nov-2020 - 00:00,27.67,995.67,420.11,244.49,69.57,124.45,196.05,0.63,10.24,29.94,44.17,78.29,93.26,55.34,2.59,42.41,17.41,12-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
12-Nov-2020 - 00:00,27.8,996.81,342.49,204.05,68.12,124.06,222.84,0.65,8.53,25.3,40.11,76.16,91.99,56.15,2.18,49.03,14.15,13-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
13-Nov-2020 - 00:00,27.61,995.37,425.18,249.99,68.77,122.78,250.1,0.68,6.48,30.09,37.62,90.79,117.21,78.35,2.52,54.67,18.32,14-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
14-Nov-2020 - 00:00,26.53,993.18,656.9,504.48,72.51,91.22,230.51,0.56,8.83,24.67,41.85,91.62,117.91,81.28,3.02,56.12,21.37,15-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
15-Nov-2020 - 00:00,28.51,992.74,401.83,290.11,63.47,97.69,167.05,1.45,8.83,21.61,35.19,24.23,51.86,60.39,2.07,76.33,20.89,16-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
16-Nov-2020 - 00:00,28.38,994.51,140.67,93.33,69.4,95.76,173.42,1.35,4.63,12.58,41.06,7.39,24.83,35.35,1.0,44.28,11.8,17-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
17-Nov-2020 - 00:00,27.7,992.63,142.08,81.04,66.07,136.79,285.07,1.39,3.74,15.81,36.62,6.71,26.71,40.42,0.84,39.21,11.56,18-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
18-Nov-2020 - 00:00,26.26,991.58,200.58,124.0,66.49,134.94,314.0,1.14,3.43,17.35,33.13,17.67,39.19,46.58,1.02,48.37,9.96,19-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
19-Nov-2020 - 00:00,25.44,991.95,240.27,159.99,66.38,133.27,273.43,1.07,4.1,21.38,30.29,22.51,47.08,54.1,1.15,48.91,12.02,20-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
20-Nov-2020 - 00:00,25.79,993.34,257.79,157.77,60.54,140.92,325.36,1.48,4.0,17.1,29.04,12.54,35.78,48.06,1.04,55.33,11.39,21-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
21-Nov-2020 - 00:00,25.27,993.82,217.58,119.68,55.71,141.73,312.21,1.77,3.64,13.98,27.43,28.05,47.48,46.34,1.09,51.88,13.09,22-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
22-Nov-2020 - 00:00,24.46,994.4,293.64,166.28,58.43,131.53,272.95,1.26,5.3,17.63,28.83,67.89,85.58,56.83,1.65,41.12,12.26,23-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
23-Nov-2020 - 00:00,24.21,994.74,421.42,242.42,65.28,115.07,229.15,0.63,8.49,27.24,35.5,165.88,179.45,83.04,2.91,35.42,14.65,24-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
24-Nov-2020 - 00:00,24.36,994.39,471.77,293.6,66.36,93.46,196.62,0.74,10.49,28.25,36.28,105.54,136.02,92.57,2.72,43.22,13.55,25-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
25-Nov-2020 - 00:00,25.63,994.88,582.41,395.77,68.4,52.51,135.67,1.05,11.45,26.48,39.78,31.29,65.23,74.65,2.42,41.53,20.55,26-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
26-Nov-2020 - 00:00,26.96,996.8,192.1,122.34,65.46,121.11,230.04,1.65,5.38,16.85,38.19,9.99,28.11,37.83,0.94,29.49,11.57,27-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
27-Nov-2020 - 00:00,26.75,998.09,163.98,85.45,61.11,135.15,308.68,1.5,4.06,18.0,32.3,13.66,36.95,48.59,0.89,29.91,11.48,28-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
28-Nov-2020 - 00:00,26.11,997.14,225.49,118.89,59.13,131.24,301.45,1.4,5.28,16.29,30.75,32.24,55.8,56.03,1.27,39.28,12.51,29-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
29-Nov-2020 - 00:00,24.87,995.93,300.8,162.1,63.42,123.52,255.8,0.93,7.32,20.38,31.16,89.65,109.1,67.75,1.88,38.64,13.13,30-Nov-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
30-Nov-2020 - 00:00,24.72,994.99,394.0,224.58,69.73,114.1,261.77,0.83,7.75,25.68,37.01,200.77,202.35,72.67,2.84,38.21,12.41,01-Dec-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
01-Dec-2020 - 00:00,21.4,994.75,633.0,388.0,87.6,4.25,148.45,0.45,8.25,40.6,47.25,369.85,348.35,87.8,,7.4,14.45,02-Dec-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
