from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,AT,RH,BP,WS,WD,to date,station
26-Apr-2020 - 00:00,49.7,167.17,15.59,1.15,9.31,42.83,9.23,1.08,58.33,0.0,0.0,27.64,60.57,740.27,3.48,254.41,27-Apr-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
27-Apr-2020 - 00:00,26.29,61.96,12.43,1.2,7.65,41.0,5.72,0.76,61.41,0.0,0.0,27.65,67.41,740.9,4.38,274.32,28-Apr-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
28-Apr-2020 - 00:00,38.93,94.18,16.22,1.16,9.65,36.65,9.09,0.97,63.27,0.0,0.0,30.2,56.97,741.06,2.41,235.72,29-Apr-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
29-Apr-2020 - 00:00,50.99,122.41,14.86,1.06,8.75,39.08,9.66,1.03,74.13,0.01,,32.64,52.14,741.02,2.12,191.42,30-Apr-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
30-Apr-2020 - 00:00,47.57,145.58,15.84,1.13,9.27,42.64,9.48,1.0,67.9,0.01,,33.16,51.79,740.89,1.99,217.6,01-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
01-May-2020 - 00:00,49.2,124.17,16.91,1.26,9.99,65.58,9.92,1.01,64.74,0.01,,32.41,60.33,740.76,2.59,249.64,02-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
02-May-2020 - 00:00,26.59,104.7,12.52,1.07,7.55,40.41,8.6,0.9,68.46,0.02,0.0,32.08,56.77,740.71,4.71,281.57,03-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
03-May-2020 - 00:00,31.29,95.22,13.95,1.04,8.23,39.35,8.69,0.89,58.37,0.03,0.0,30.14,64.5,740.45,3.65,250.29,04-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
04-May-2020 - 00:00,24.24,66.35,17.96,1.18,10.52,30.74,9.4,0.94,58.38,,0.0,30.49,57.69,740.91,2.3,192.2,05-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
05-May-2020 - 00:00,50.49,128.59,23.31,1.55,13.68,29.98,11.67,0.99,65.87,,,33.61,44.79,741.0,2.49,187.58,06-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
06-May-2020 - 00:00,47.11,156.92,20.52,1.18,11.92,29.16,10.87,1.02,67.43,,,32.01,48.11,740.68,2.73,216.9,07-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
07-May-2020 - 00:00,29.75,96.18,17.55,0.95,10.11,22.99,10.42,1.03,82.36,,,31.76,41.85,740.86,2.9,210.98,08-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
08-May-2020 - 00:00,44.29,115.83,17.1,0.96,9.89,32.24,11.32,0.95,85.43,,,34.02,45.91,740.89,2.43,165.41,09-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
09-May-2020 - 00:00,51.23,131.14,15.92,0.93,9.16,39.74,7.95,0.99,86.94,,,35.01,47.71,741.03,2.53,196.52,10-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
10-May-2020 - 00:00,39.85,123.3,16.56,1.09,9.77,39.15,7.36,0.85,65.47,,,29.53,60.43,740.41,3.88,254.1,11-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
11-May-2020 - 00:00,38.61,88.58,19.6,1.41,11.65,37.79,6.49,1.1,70.42,,,29.76,62.9,740.8,2.85,263.12,12-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
12-May-2020 - 00:00,36.38,84.3,18.02,1.08,10.49,34.91,7.01,1.02,78.35,,,32.17,53.77,740.93,2.67,242.77,13-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
13-May-2020 - 00:00,60.99,173.16,22.76,1.4,13.25,45.67,11.47,1.36,70.1,,,32.45,55.85,740.64,2.07,162.79,14-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
14-May-2020 - 00:00,46.93,124.38,23.78,2.57,14.76,35.8,9.88,0.93,68.42,,,33.44,47.48,740.78,2.6,160.09,15-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
15-May-2020 - 00:00,35.14,118.45,21.39,1.25,12.27,24.08,12.54,1.04,87.1,,,35.1,34.1,740.96,3.46,133.12,16-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
16-May-2020 - 00:00,50.67,143.59,24.43,1.12,13.86,24.05,15.52,1.04,106.64,,,36.19,29.6,740.91,3.38,131.34,17-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
17-May-2020 - 00:00,63.29,170.22,25.36,1.07,14.39,25.91,13.59,1.11,105.56,,,37.43,24.9,740.96,2.83,124.24,18-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
18-May-2020 - 00:00,77.54,198.34,37.64,2.35,21.83,27.68,19.31,0.98,91.64,,,37.09,23.67,740.75,2.76,126.42,19-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
19-May-2020 - 00:00,77.53,214.16,41.44,4.22,25.55,28.32,18.43,0.98,90.64,,,36.9,21.39,740.66,2.32,167.82,20-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
20-May-2020 - 00:00,42.84,157.12,28.23,1.14,15.98,22.39,13.18,1.12,90.17,,,36.85,18.66,740.5,3.26,132.01,21-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
21-May-2020 - 00:00,38.81,188.42,28.09,1.13,15.84,22.85,13.22,0.93,92.38,,,38.34,18.88,740.71,3.5,118.21,22-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
22-May-2020 - 00:00,81.02,239.16,53.97,3.85,31.6,32.34,20.33,1.24,83.47,,,39.16,21.28,740.91,2.27,150.31,23-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
23-May-2020 - 00:00,86.91,282.07,38.66,3.28,23.11,38.82,26.03,1.18,86.58,,,39.65,25.57,741.03,2.37,160.39,24-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
24-May-2020 - 00:00,62.79,266.68,26.0,1.4,14.89,34.61,20.81,1.03,77.05,,,41.0,24.95,741.29,3.32,133.3,25-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
25-May-2020 - 00:00,45.79,196.51,25.52,1.37,14.66,26.92,21.12,0.95,82.99,,,40.9,21.15,741.21,3.78,113.15,26-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
26-May-2020 - 00:00,43.57,250.59,40.41,7.36,27.4,28.18,13.08,1.27,57.03,,,41.36,20.99,741.02,3.7,116.33,27-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
27-May-2020 - 00:00,43.01,252.92,27.57,1.34,15.82,31.88,14.07,1.02,100.36,,,39.51,27.01,740.74,3.15,188.65,28-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
28-May-2020 - 00:00,30.73,313.48,15.53,1.4,9.49,39.66,9.81,0.88,72.58,,,34.88,47.93,740.39,6.31,275.72,29-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
29-May-2020 - 00:00,19.62,74.72,19.44,1.63,11.74,52.33,8.04,1.02,60.85,,,30.96,63.47,740.38,4.97,244.86,30-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
30-May-2020 - 00:00,17.74,51.26,20.94,1.62,12.49,46.0,7.68,1.03,60.99,,,30.31,66.36,740.43,3.42,243.35,31-May-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
31-May-2020 - 00:00,16.31,42.18,17.28,1.45,10.46,45.73,4.92,0.81,48.41,,,28.03,79.99,740.36,3.48,232.89,01-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
01-Jun-2020 - 00:00,39.31,111.72,31.76,3.0,19.42,39.4,13.46,1.07,55.39,,,30.19,70.9,740.75,1.62,221.84,02-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
02-Jun-2020 - 00:00,42.95,139.16,30.02,2.52,17.99,44.01,9.22,1.06,61.76,,,32.83,60.2,740.71,2.25,154.02,03-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
03-Jun-2020 - 00:00,64.62,218.45,36.38,3.58,22.33,40.42,11.93,1.13,70.62,,,33.51,55.74,740.54,1.84,210.74,04-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
04-Jun-2020 - 00:00,66.91,219.17,37.54,4.14,23.34,49.21,12.52,1.69,50.32,,,32.19,61.33,740.32,2.35,211.49,05-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
05-Jun-2020 - 00:00,36.06,109.11,22.97,1.67,13.61,40.19,9.03,1.54,60.69,,,31.31,64.05,740.31,2.45,230.8,06-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
06-Jun-2020 - 00:00,29.74,96.59,23.68,1.81,14.11,35.72,7.51,1.52,58.91,,,32.04,63.65,740.43,2.29,269.56,07-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
07-Jun-2020 - 00:00,42.96,157.32,30.25,2.08,17.86,37.75,8.01,1.04,57.35,,,32.28,62.5,740.38,2.47,226.74,08-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
08-Jun-2020 - 00:00,52.32,166.61,35.58,3.07,21.5,37.57,10.27,1.23,64.63,,,34.14,55.69,740.47,2.1,208.02,09-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
09-Jun-2020 - 00:00,58.71,224.03,42.81,3.48,25.69,41.08,12.19,1.52,65.99,,,36.85,48.33,740.8,1.83,170.56,10-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
10-Jun-2020 - 00:00,64.19,226.2,44.25,3.75,26.59,47.58,12.9,1.25,78.21,,,36.83,52.33,740.71,2.01,151.74,11-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
11-Jun-2020 - 00:00,55.25,211.18,41.3,3.85,25.16,58.23,10.45,1.14,66.12,,,36.89,52.88,740.54,1.92,193.12,12-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
12-Jun-2020 - 00:00,56.86,187.4,34.44,1.57,19.66,59.36,10.12,1.25,59.64,,,37.28,53.94,740.49,2.08,242.44,13-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
13-Jun-2020 - 00:00,51.86,222.5,33.99,1.89,19.65,51.65,8.69,1.17,48.74,,,35.07,61.2,740.26,2.62,248.94,14-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
14-Jun-2020 - 00:00,59.52,226.84,31.05,2.22,18.4,49.71,9.15,1.12,51.91,,,36.29,59.38,740.57,2.15,233.1,15-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
15-Jun-2020 - 00:00,41.81,169.91,30.22,1.75,17.5,35.91,9.32,1.19,80.15,,,37.89,48.68,740.55,2.17,198.53,16-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
16-Jun-2020 - 00:00,31.52,139.78,26.1,1.57,15.2,34.47,9.01,1.05,69.25,,,37.68,49.73,740.39,2.89,237.71,17-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
17-Jun-2020 - 00:00,25.64,118.03,19.85,1.49,11.79,36.11,7.81,1.16,54.62,,,36.2,59.11,740.3,3.77,286.47,18-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
18-Jun-2020 - 00:00,31.72,132.66,20.95,1.28,12.26,32.48,8.24,1.01,67.54,,,37.02,56.53,740.41,2.65,250.1,19-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
19-Jun-2020 - 00:00,40.91,213.27,20.82,1.4,12.25,36.94,9.25,1.04,51.72,,,36.65,61.36,740.43,3.32,277.96,20-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
20-Jun-2020 - 00:00,29.51,163.65,26.49,1.93,15.54,31.97,10.85,1.08,52.0,,,34.46,60.28,740.28,2.67,195.09,21-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
21-Jun-2020 - 00:00,33.18,121.0,28.32,1.86,16.66,39.35,3.36,0.81,44.92,,,33.38,68.51,740.29,2.51,251.98,22-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
22-Jun-2020 - 00:00,34.68,99.44,28.98,1.33,16.58,38.96,6.97,1.12,77.5,,,33.34,69.15,740.32,2.17,236.57,23-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
23-Jun-2020 - 00:00,20.41,79.4,22.03,2.31,13.66,38.51,3.27,0.92,32.83,,,33.76,71.6,740.53,3.33,281.71,24-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
24-Jun-2020 - 00:00,25.83,102.41,24.74,2.77,15.48,33.64,4.63,1.09,29.31,,,32.31,80.0,740.41,2.65,277.32,25-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
25-Jun-2020 - 00:00,43.48,150.35,38.89,3.77,23.82,40.39,5.64,2.06,40.71,,,33.63,77.01,740.32,1.81,189.34,26-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
26-Jun-2020 - 00:00,59.5,141.71,29.52,2.84,18.04,47.89,7.06,1.27,32.31,,,34.26,73.28,740.39,2.3,179.75,27-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
27-Jun-2020 - 00:00,,184.26,26.94,1.66,15.75,35.57,9.79,1.16,24.2,,,36.56,57.12,740.39,3.79,99.92,28-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
28-Jun-2020 - 00:00,,,30.79,4.56,20.08,34.32,10.11,1.11,21.34,,,37.97,54.89,740.48,3.58,120.81,29-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
29-Jun-2020 - 00:00,22.62,121.96,30.79,3.37,19.19,45.44,10.12,1.17,25.99,,,35.38,68.68,740.4,3.08,228.51,30-Jun-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
30-Jun-2020 - 00:00,31.69,120.0,25.73,1.98,15.37,41.44,9.06,1.1,32.6,,,33.8,75.55,740.42,2.86,277.66,01-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
01-Jul-2020 - 00:00,37.5,124.25,25.11,1.66,14.78,37.27,9.55,1.16,44.55,,,35.28,68.39,740.48,2.27,262.38,02-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
02-Jul-2020 - 00:00,56.88,177.67,31.17,1.64,17.94,37.54,8.83,1.28,53.23,,,36.75,63.22,740.41,2.09,261.02,03-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
03-Jul-2020 - 00:00,54.99,163.76,27.01,2.01,16.08,46.8,7.13,1.21,44.23,,,36.66,65.05,740.3,3.04,247.97,04-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
04-Jul-2020 - 00:00,33.0,93.35,19.34,1.68,11.72,40.46,8.35,1.01,43.75,,,34.47,71.98,740.29,3.89,281.17,05-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
05-Jul-2020 - 00:00,22.03,86.97,26.42,2.11,15.84,33.25,8.5,1.23,41.12,,,31.2,80.24,740.0,3.17,232.56,06-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
06-Jul-2020 - 00:00,38.67,161.56,27.42,3.16,17.22,38.15,7.36,1.06,28.86,,,32.94,79.08,740.05,3.02,265.57,07-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
07-Jul-2020 - 00:00,12.9,54.35,17.64,3.51,12.31,31.19,4.89,0.9,16.9,,,30.87,85.75,740.11,3.85,267.9,08-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
08-Jul-2020 - 00:00,16.52,53.19,19.62,2.71,12.71,28.98,5.48,1.13,20.88,,,32.12,83.85,740.29,3.03,252.05,09-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
09-Jul-2020 - 00:00,33.53,113.11,27.63,1.76,16.19,31.04,4.41,1.1,53.3,,,34.42,73.18,740.39,1.72,164.56,10-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
10-Jul-2020 - 00:00,21.49,103.07,26.91,2.14,16.12,31.74,5.92,1.18,37.41,,,35.72,67.0,740.23,3.32,123.99,11-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
11-Jul-2020 - 00:00,13.56,56.41,20.01,1.05,11.48,29.74,4.43,0.97,56.57,,,33.04,73.97,740.0,3.04,170.1,12-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
12-Jul-2020 - 00:00,16.18,59.76,19.7,1.29,11.56,30.55,5.64,0.96,50.41,,,32.49,70.8,740.1,3.03,190.17,13-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
13-Jul-2020 - 00:00,30.29,144.89,32.72,2.37,19.41,30.29,6.99,1.23,53.53,,,34.44,63.98,740.36,2.14,163.52,14-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
14-Jul-2020 - 00:00,39.48,202.84,32.85,3.83,20.59,40.36,5.66,1.07,49.56,,,36.04,64.26,740.48,1.78,193.17,15-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
15-Jul-2020 - 00:00,25.14,88.8,21.43,2.07,13.12,44.41,6.51,1.45,31.32,,,33.72,76.34,740.36,3.15,275.05,16-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
16-Jul-2020 - 00:00,24.43,76.8,25.41,4.2,17.0,46.39,5.37,1.07,19.69,,,33.34,79.81,740.27,2.68,263.67,17-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
17-Jul-2020 - 00:00,36.46,87.36,25.96,3.33,16.58,44.59,5.05,1.22,21.78,,,33.56,81.32,740.26,2.74,273.42,18-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
18-Jul-2020 - 00:00,24.18,73.41,23.25,2.57,14.52,41.04,5.93,1.14,17.18,,,32.96,82.95,740.32,2.5,262.52,19-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
19-Jul-2020 - 00:00,24.41,68.62,28.28,1.88,16.64,39.29,4.64,1.44,30.15,,,32.27,84.35,740.16,2.14,190.09,20-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
20-Jul-2020 - 00:00,15.93,50.56,25.36,1.4,14.57,31.07,5.95,1.08,54.46,,,31.65,76.2,739.89,2.58,106.61,21-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
21-Jul-2020 - 00:00,14.93,37.47,25.51,2.56,15.67,27.74,5.81,0.79,33.67,,,29.06,88.3,739.94,2.6,182.09,22-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
22-Jul-2020 - 00:00,13.32,36.72,28.85,2.89,17.7,26.32,5.26,1.18,25.05,,,29.19,88.46,740.02,2.19,154.58,23-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
23-Jul-2020 - 00:00,35.98,109.68,40.2,4.22,24.8,30.94,7.19,1.66,45.95,,,31.9,77.58,740.35,1.77,150.43,24-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
24-Jul-2020 - 00:00,28.22,94.58,30.56,4.2,19.75,44.96,7.4,1.01,28.65,,,32.12,80.03,740.46,2.81,268.31,25-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
25-Jul-2020 - 00:00,16.8,57.58,21.17,3.16,13.91,46.28,6.06,0.96,18.55,,,31.74,86.43,740.47,2.46,267.02,26-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
26-Jul-2020 - 00:00,35.1,135.95,29.86,3.91,18.99,47.34,7.73,1.13,30.13,,,33.75,78.02,740.84,1.53,232.97,27-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
27-Jul-2020 - 00:00,33.58,140.07,31.04,3.68,19.57,46.6,6.71,1.07,28.02,,,35.78,67.24,740.6,2.98,123.68,28-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
28-Jul-2020 - 00:00,20.44,109.54,28.35,2.86,17.42,35.78,6.73,1.29,29.62,,,36.03,64.2,740.45,3.22,136.88,29-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
29-Jul-2020 - 00:00,17.11,67.84,30.34,2.83,18.51,40.32,5.42,1.23,20.35,,,31.72,83.35,740.2,2.72,209.62,30-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
30-Jul-2020 - 00:00,13.04,51.84,24.54,2.17,14.85,38.08,6.2,1.23,25.34,,,31.42,84.1,740.32,2.3,212.09,31-Jul-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
31-Jul-2020 - 00:00,23.41,72.83,20.9,3.27,13.54,37.04,8.38,1.23,24.7,,,32.02,87.11,740.31,1.88,228.22,01-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
01-Aug-2020 - 00:00,21.52,47.87,23.59,1.4,13.65,43.96,10.72,,30.31,,,31.54,86.75,740.22,2.13,200.38,02-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
02-Aug-2020 - 00:00,18.04,71.88,22.24,1.34,12.85,38.27,10.63,,27.87,,,34.02,75.36,740.38,2.47,111.29,03-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
03-Aug-2020 - 00:00,18.84,89.61,29.05,2.05,17.04,40.68,11.08,,24.2,,,35.1,71.8,740.0,2.59,120.62,04-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
04-Aug-2020 - 00:00,16.88,81.5,33.75,2.96,20.26,37.51,10.09,,23.01,,,34.06,74.1,739.76,2.18,168.95,05-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
05-Aug-2020 - 00:00,34.56,133.18,37.41,6.85,25.46,37.37,13.67,,16.28,,,32.71,86.55,739.57,2.24,219.22,06-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
06-Aug-2020 - 00:00,12.3,99.72,23.54,4.22,15.95,41.26,10.09,,15.62,,,33.84,75.27,740.22,4.39,254.58,07-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
07-Aug-2020 - 00:00,16.61,77.59,26.83,3.44,17.07,31.04,14.79,,24.05,,,33.0,79.26,740.32,3.31,281.06,08-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
08-Aug-2020 - 00:00,36.12,130.02,29.89,7.21,21.01,34.96,15.74,,25.95,,,35.05,72.0,740.33,1.4,193.47,09-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
09-Aug-2020 - 00:00,30.89,132.7,25.96,1.91,15.22,33.11,14.83,,29.51,,,33.35,80.76,740.21,2.67,198.0,10-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
10-Aug-2020 - 00:00,24.99,80.75,22.48,2.85,14.28,40.44,17.42,1.39,16.5,,,33.08,83.42,740.31,2.48,269.04,11-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
11-Aug-2020 - 00:00,40.02,92.82,27.39,2.36,16.57,37.55,15.02,0.94,24.44,,,32.86,86.07,740.21,1.45,203.53,12-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
12-Aug-2020 - 00:00,20.45,73.74,24.42,1.93,14.63,34.74,8.02,0.82,21.9,,,33.34,82.64,740.21,2.87,165.1,13-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
13-Aug-2020 - 00:00,11.01,34.6,26.39,4.3,17.51,30.42,5.57,1.06,16.44,,,30.06,93.47,739.5,2.35,180.59,14-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
14-Aug-2020 - 00:00,15.1,79.72,24.78,5.42,17.66,22.92,11.43,1.49,19.68,,,31.05,90.85,739.71,2.79,260.2,15-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
15-Aug-2020 - 00:00,24.06,61.81,18.16,2.28,11.58,26.53,9.25,1.44,21.96,,,32.12,87.34,739.83,2.7,290.18,16-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
16-Aug-2020 - 00:00,16.05,56.47,21.76,3.67,14.62,29.28,9.08,3.71,19.93,,,32.09,87.94,740.06,2.26,278.09,17-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
17-Aug-2020 - 00:00,20.64,57.17,25.63,4.35,17.23,34.66,7.53,3.28,15.16,,,32.6,88.73,740.21,2.43,247.91,18-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
18-Aug-2020 - 00:00,17.24,63.17,27.26,4.03,17.84,34.44,8.58,1.68,15.32,,,32.87,84.91,740.18,2.04,170.83,19-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
19-Aug-2020 - 00:00,11.95,37.2,32.95,7.5,21.35,31.84,3.75,2.77,14.24,,,29.56,94.93,739.88,2.26,183.06,20-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
20-Aug-2020 - 00:00,9.79,29.16,31.44,8.25,21.0,20.28,4.39,6.83,22.83,,,28.4,95.34,740.01,2.53,247.72,21-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
21-Aug-2020 - 00:00,10.67,51.77,32.86,13.62,25.41,14.15,7.02,6.87,11.12,,,30.82,86.49,740.35,2.83,245.15,22-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
22-Aug-2020 - 00:00,3.94,48.27,20.41,7.91,14.22,14.26,5.73,6.87,15.13,,,31.73,80.56,740.4,4.01,251.3,23-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
23-Aug-2020 - 00:00,8.52,49.85,16.33,6.56,10.97,16.89,6.6,4.87,18.9,,,30.98,87.72,740.14,3.91,266.68,24-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
24-Aug-2020 - 00:00,8.21,47.56,22.46,7.86,15.31,19.88,8.19,1.0,15.15,,,31.06,87.22,740.15,3.45,276.26,25-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
25-Aug-2020 - 00:00,10.35,44.45,19.18,6.53,12.45,24.05,6.67,1.0,16.14,,,31.34,86.52,740.31,2.45,224.32,26-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
26-Aug-2020 - 00:00,9.48,55.23,29.07,6.77,18.0,25.1,6.3,1.0,20.58,,,32.59,78.03,740.6,2.34,98.74,27-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
27-Aug-2020 - 00:00,17.4,107.22,45.32,9.35,31.71,34.55,5.9,1.0,7.98,,,32.65,79.92,740.15,1.57,179.37,28-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
