from date,Temp,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,VWS,to date,station
25-Oct-2020 - 00:00,,1.67,27.21,,,,12.53,107.95,2.11,4.13,1.85,29.57,83.73,0.34,186.15,78.05,749.3,-0.27,26-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Oct-2020 - 00:00,,1.67,27.3,,,,12.42,119.64,2.17,4.52,1.94,29.82,84.47,0.3,167.09,72.34,750.44,-0.25,27-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Oct-2020 - 00:00,,2.09,27.25,,,,12.85,137.65,3.03,7.62,4.7,30.03,85.02,0.32,177.8,74.57,751.0,-0.26,28-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Oct-2020 - 00:00,,1.85,27.33,,,,12.59,121.33,2.18,5.07,2.34,29.83,84.47,0.31,179.88,74.42,749.31,-0.26,29-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Oct-2020 - 00:00,,1.98,37.21,,,,11.75,109.26,2.63,6.84,3.68,30.05,85.09,0.3,177.96,74.01,749.67,-0.26,30-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Oct-2020 - 00:00,,1.73,30.52,,,,11.89,103.72,3.19,7.14,3.72,29.84,84.52,0.3,178.32,71.86,749.25,-0.25,31-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
31-Oct-2020 - 00:00,,1.82,26.35,,,,11.11,91.03,3.39,8.36,5.14,29.47,83.43,0.32,190.31,68.32,749.29,-0.24,01-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Nov-2020 - 00:00,,2.05,25.02,,,,12.3,112.94,2.96,6.67,3.02,29.61,83.81,0.3,182.25,67.2,749.79,-0.23,02-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-Nov-2020 - 00:00,,2.02,87.14,,,,13.38,163.19,2.56,5.18,2.04,30.02,85.04,0.31,176.85,57.54,749.96,-0.2,03-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-Nov-2020 - 00:00,,1.85,98.71,,,,12.42,136.04,2.12,3.39,0.7,30.48,86.39,0.33,187.53,60.03,748.02,-0.21,04-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-Nov-2020 - 00:00,,1.9,74.45,,,,14.01,120.32,2.16,5.04,1.91,30.75,87.15,0.35,182.02,67.44,747.51,-0.23,05-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-Nov-2020 - 00:00,,2.33,60.74,,,,9.31,176.96,7.09,20.93,19.93,30.84,87.45,0.3,163.69,62.58,749.1,-0.22,06-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-Nov-2020 - 00:00,,2.37,56.79,,18.3,11.7,15.76,164.36,6.23,18.21,14.63,31.14,88.3,0.3,157.89,52.18,750.52,-0.18,07-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-Nov-2020 - 00:00,,2.66,58.37,,,,12.69,220.82,6.91,19.15,20.31,31.15,88.3,0.3,190.64,53.22,751.65,-0.18,08-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-Nov-2020 - 00:00,,3.51,58.46,22.91,23.61,42.25,16.06,233.35,7.07,20.36,12.56,30.88,87.51,0.3,178.44,55.03,751.33,-0.19,09-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-Nov-2020 - 00:00,,2.85,61.14,84.21,77.42,109.64,21.11,165.91,4.86,15.45,8.69,30.67,86.83,0.3,180.45,60.6,750.42,-0.21,10-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-Nov-2020 - 00:00,,2.95,59.37,135.32,99.96,163.19,29.47,139.53,5.33,15.94,13.17,30.66,86.91,0.32,190.67,59.52,750.71,-0.2,11-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-Nov-2020 - 00:00,,2.51,58.92,121.55,89.94,146.66,20.22,97.43,4.75,14.68,11.92,30.32,85.86,0.32,216.66,60.2,750.75,-0.21,12-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-Nov-2020 - 00:00,,3.28,61.18,137.45,107.34,168.85,20.62,111.32,6.48,20.11,19.3,29.96,84.79,0.34,204.83,57.24,749.41,-0.2,13-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-Nov-2020 - 00:00,,3.34,61.92,119.62,121.02,161.63,26.42,142.03,5.57,16.55,14.48,29.94,84.77,0.34,199.09,50.19,749.38,-0.17,14-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-Nov-2020 - 00:00,,2.68,57.08,74.99,105.92,117.31,20.58,205.7,4.19,9.73,6.85,30.28,85.79,0.3,187.11,47.25,750.15,-0.16,15-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-Nov-2020 - 00:00,,2.88,45.77,80.35,93.02,114.8,18.94,192.06,4.84,11.16,9.09,30.41,86.15,0.3,198.78,49.75,750.15,-0.17,16-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-Nov-2020 - 00:00,,2.69,56.92,85.19,100.31,122.61,20.42,147.65,4.1,10.21,6.89,31.19,88.44,0.38,214.45,36.09,751.12,-0.12,17-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-Nov-2020 - 00:00,,2.01,58.28,35.3,98.36,81.01,19.65,65.26,1.75,4.63,2.56,31.0,87.9,0.33,207.71,56.15,750.93,-0.19,18-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Nov-2020 - 00:00,,1.96,54.69,20.99,100.17,70.35,20.09,98.55,1.14,2.53,1.28,30.79,87.28,0.31,186.39,45.44,750.97,-0.15,19-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Nov-2020 - 00:00,,2.42,54.76,43.26,104.68,90.85,21.26,172.93,3.52,7.64,3.96,31.14,88.29,0.3,180.56,30.29,751.88,-0.1,20-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Nov-2020 - 00:00,,2.87,58.32,48.36,109.28,97.44,18.99,156.39,4.2,9.9,5.7,30.82,87.36,0.3,207.78,44.16,751.43,-0.15,21-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Nov-2020 - 00:00,,1.89,54.33,22.02,103.79,73.1,22.7,103.78,1.6,3.92,2.17,31.37,88.98,0.37,222.05,49.81,749.01,-0.17,22-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Nov-2020 - 00:00,,2.6,57.41,36.87,120.41,94.02,18.72,124.73,2.34,4.48,2.31,32.42,92.0,0.34,181.9,51.23,748.84,-0.17,23-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Nov-2020 - 00:00,,3.88,58.9,105.3,131.65,155.63,21.09,154.76,4.83,12.37,11.51,27.79,91.8,0.3,169.98,46.35,749.67,-0.16,24-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Nov-2020 - 00:00,,3.1,58.65,185.88,166.54,237.32,21.59,183.14,3.7,10.63,7.72,23.79,91.44,0.3,180.82,45.22,750.48,-0.15,25-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Nov-2020 - 00:00,,4.75,58.82,231.04,170.25,283.44,20.12,232.65,0.13,0.0,0.0,23.78,91.36,0.3,168.09,42.07,751.28,-0.14,26-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Nov-2020 - 00:00,,4.13,59.11,197.17,153.43,241.91,18.89,218.81,0.03,0.0,0.0,23.46,90.1,0.3,185.48,39.78,751.46,-0.13,27-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Nov-2020 - 00:00,,3.23,58.48,86.99,127.05,138.3,19.65,232.0,2.09,6.37,7.63,18.07,91.55,0.3,176.86,15.46,752.45,-0.07,28-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Nov-2020 - 00:00,,2.76,56.88,57.27,118.29,109.48,20.94,216.3,4.81,10.26,7.21,17.7,91.03,0.32,175.2,43.3,751.5,-0.24,29-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Nov-2020 - 00:00,,2.53,57.3,64.08,113.92,112.69,20.61,159.68,3.69,9.22,4.86,17.56,90.26,0.33,180.29,45.16,749.59,-0.25,30-Nov-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Nov-2020 - 00:00,,2.68,55.73,58.13,120.43,111.32,19.83,199.69,4.79,9.65,4.62,17.67,90.83,0.3,169.21,40.71,749.76,-0.23,01-Dec-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Dec-2020 - 00:00,,3.29,62.8,98.25,120.9,144.2,19.4,210.0,3.6,6.4,2.75,18.35,94.5,0.3,147.5,7.0,752.0,-0.11,02-Dec-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
