from date,SO2,NO2,NH3,NOx,NO,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Temp,WD,RH,BP,to date,station
04-Sep-2020 - 00:00,9.56,19.65,8.5,17.43,8.6,0.74,17.53,30.71,60.84,1.82,3.24,19.73,243.34,68.72,717.82,05-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
05-Sep-2020 - 00:00,7.44,18.05,9.7,12.75,3.87,0.66,27.4,44.91,64.03,0.84,1.5,19.77,199.34,72.42,717.22,06-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
06-Sep-2020 - 00:00,8.94,11.84,9.39,7.64,1.7,0.47,27.39,38.54,54.12,0.39,0.69,20.75,212.11,70.09,716.92,07-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
07-Sep-2020 - 00:00,8.68,10.45,7.58,8.0,3.02,0.46,17.16,16.01,31.54,0.66,1.19,19.92,88.35,74.01,718.3,08-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
08-Sep-2020 - 00:00,7.09,12.17,7.94,9.71,3.98,0.59,14.55,18.29,30.42,0.86,1.54,27.26,99.3,73.79,717.28,09-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
09-Sep-2020 - 00:00,8.72,12.01,7.83,9.95,4.38,0.48,16.05,16.39,30.91,0.94,1.69,29.44,108.89,78.89,711.92,10-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
10-Sep-2020 - 00:00,8.07,12.88,7.8,9.91,3.76,0.46,15.43,16.78,28.71,0.81,1.46,32.79,77.73,79.16,712.45,11-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
11-Sep-2020 - 00:00,6.49,11.51,7.49,9.56,4.23,0.56,14.08,18.79,32.5,0.91,1.63,30.06,75.49,78.99,714.32,12-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
12-Sep-2020 - 00:00,12.38,13.55,8.55,12.23,6.18,0.7,13.08,83.45,110.12,1.74,1.07,30.15,76.57,86.19,715.41,13-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
13-Sep-2020 - 00:00,14.84,11.37,9.24,10.28,5.2,0.66,11.12,109.8,186.61,3.25,0.2,30.57,82.81,84.05,715.65,14-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
14-Sep-2020 - 00:00,6.98,16.18,7.85,17.4,10.82,0.75,10.27,31.94,68.6,1.52,0.1,30.05,92.01,78.5,716.2,15-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
15-Sep-2020 - 00:00,10.85,14.36,7.97,13.95,7.74,0.5,8.27,30.76,63.41,0.75,0.28,30.71,82.77,76.69,715.99,16-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
16-Sep-2020 - 00:00,18.22,19.9,9.59,16.92,7.79,0.6,13.19,65.41,103.41,0.51,0.36,29.89,82.27,68.71,715.21,17-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
17-Sep-2020 - 00:00,6.67,14.86,8.17,12.02,5.06,0.87,12.77,29.48,58.07,0.23,0.32,30.06,80.99,73.71,715.23,18-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
18-Sep-2020 - 00:00,9.31,14.41,7.68,12.59,6.06,0.59,12.2,18.58,38.07,0.25,0.22,29.89,84.93,73.86,714.26,19-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
19-Sep-2020 - 00:00,9.76,14.41,7.7,12.56,6.02,0.56,12.01,19.94,37.02,0.19,0.14,30.1,78.38,80.29,711.84,20-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
20-Sep-2020 - 00:00,9.04,13.19,7.48,10.05,3.74,0.19,12.8,14.84,19.23,0.12,0.1,30.46,75.68,87.06,711.74,21-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
21-Sep-2020 - 00:00,8.61,13.17,7.65,11.79,5.88,0.43,12.23,16.61,34.48,0.13,1.52,30.24,77.48,78.35,713.04,22-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
22-Sep-2020 - 00:00,9.99,16.5,7.63,13.77,6.14,0.16,14.12,18.75,38.36,0.12,5.22,30.19,77.22,78.42,713.99,23-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
23-Sep-2020 - 00:00,13.04,21.19,8.62,18.5,8.88,0.54,12.75,55.84,103.6,0.16,4.23,30.5,79.38,72.71,715.96,24-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
24-Sep-2020 - 00:00,7.58,19.25,8.3,16.96,8.27,0.56,10.17,43.65,83.35,0.14,0.11,30.5,82.56,73.81,717.68,25-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
25-Sep-2020 - 00:00,9.57,17.79,7.9,13.33,4.76,0.34,13.94,25.4,51.27,0.14,4.53,30.41,81.47,68.53,717.0,26-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
26-Sep-2020 - 00:00,9.24,19.67,8.18,20.76,12.67,0.78,9.74,31.78,67.61,0.97,0.1,30.43,90.83,74.67,717.35,27-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
27-Sep-2020 - 00:00,9.07,15.76,7.91,15.28,8.47,0.63,11.62,24.17,51.52,0.36,2.09,30.41,104.22,71.73,717.72,28-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
28-Sep-2020 - 00:00,8.86,15.55,7.67,11.32,3.75,0.62,12.98,23.78,50.05,0.89,3.55,30.44,108.35,73.4,717.12,29-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
29-Sep-2020 - 00:00,8.74,22.0,7.99,21.39,11.9,1.06,12.53,28.42,54.53,0.8,2.09,31.07,113.92,81.31,716.21,30-Sep-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
30-Sep-2020 - 00:00,8.5,19.94,7.83,19.53,10.98,0.7,12.56,24.55,50.99,0.24,1.8,31.22,95.98,79.55,715.21,01-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
01-Oct-2020 - 00:00,9.76,21.46,7.7,23.5,14.86,0.9,12.56,28.15,67.42,0.83,1.52,30.58,99.6,68.67,715.78,02-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
02-Oct-2020 - 00:00,9.14,19.9,8.26,14.71,5.07,0.65,19.92,29.75,65.97,0.2,2.53,30.01,97.23,69.23,715.89,03-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
03-Oct-2020 - 00:00,14.81,17.75,8.43,13.58,5.09,0.7,18.11,59.29,97.02,1.46,1.95,30.46,84.19,75.86,716.24,04-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
04-Oct-2020 - 00:00,13.97,12.94,8.91,11.18,5.28,0.79,12.63,79.61,145.47,2.26,1.03,31.53,86.12,77.02,716.93,05-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
05-Oct-2020 - 00:00,9.3,22.38,8.66,22.33,12.82,0.91,15.55,36.83,83.4,1.55,0.55,30.42,104.43,69.48,716.39,06-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
06-Oct-2020 - 00:00,9.12,27.99,9.38,26.26,13.99,0.86,19.88,40.65,95.23,0.51,0.88,29.77,121.65,64.36,716.07,07-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
07-Oct-2020 - 00:00,10.01,22.84,9.0,19.64,9.2,0.81,22.44,39.56,87.55,0.31,1.13,26.81,121.65,67.3,717.04,08-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
08-Oct-2020 - 00:00,13.55,25.92,9.27,19.83,7.44,0.38,17.42,48.01,106.15,0.17,0.45,23.16,136.66,63.66,716.94,09-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
09-Oct-2020 - 00:00,15.15,20.45,9.66,14.88,4.92,0.51,8.03,63.83,122.33,0.14,0.1,24.35,100.48,76.2,716.79,10-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
10-Oct-2020 - 00:00,11.04,21.94,8.09,17.88,7.64,0.59,24.08,34.31,66.12,0.14,0.1,25.77,111.27,76.52,712.91,11-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
11-Oct-2020 - 00:00,9.22,16.3,8.18,11.74,3.77,0.52,21.66,27.1,38.46,0.12,0.1,26.57,82.81,83.96,713.03,12-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
12-Oct-2020 - 00:00,12.29,21.61,8.62,14.51,3.71,0.56,21.9,44.88,67.26,0.14,0.1,26.35,75.75,83.42,711.04,13-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
13-Oct-2020 - 00:00,11.99,20.89,8.64,13.88,3.4,0.58,25.25,37.46,62.92,0.13,1.47,26.53,78.02,82.79,709.47,14-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
14-Oct-2020 - 00:00,12.1,18.07,8.66,12.4,3.51,0.63,21.69,52.99,84.51,0.14,1.86,26.32,126.93,78.74,712.6,15-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
15-Oct-2020 - 00:00,11.42,16.13,8.47,13.03,5.46,0.46,16.29,31.51,65.58,0.11,1.63,24.68,106.89,75.54,730.69,16-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
16-Oct-2020 - 00:00,10.71,21.8,9.02,15.46,4.76,0.69,24.73,43.29,97.48,0.14,1.66,25.08,120.78,71.01,764.47,17-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
17-Oct-2020 - 00:00,12.24,25.75,9.19,21.91,10.1,0.97,22.6,52.11,110.34,0.19,0.12,24.62,60.71,66.68,717.78,18-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
18-Oct-2020 - 00:00,10.38,22.62,8.75,20.13,9.95,0.95,15.93,42.93,92.82,0.17,1.24,24.72,61.92,73.28,718.41,19-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
19-Oct-2020 - 00:00,12.4,26.51,8.24,34.66,25.29,1.65,10.7,47.23,107.97,0.24,0.68,25.91,62.68,80.11,718.77,20-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
20-Oct-2020 - 00:00,9.17,21.89,7.91,19.59,9.77,0.79,12.76,38.37,71.29,0.17,1.52,27.04,69.08,81.77,719.69,21-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
21-Oct-2020 - 00:00,7.98,23.36,7.76,23.02,13.05,0.89,15.86,26.58,61.49,0.18,0.22,26.06,65.39,77.08,720.5,22-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
22-Oct-2020 - 00:00,10.86,16.87,7.95,13.4,5.44,0.54,14.12,25.83,41.43,0.13,0.1,27.11,61.19,83.14,720.92,23-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
23-Oct-2020 - 00:00,6.2,18.45,7.73,13.5,4.53,0.32,16.91,26.44,39.25,0.11,0.35,27.58,58.3,94.24,720.63,24-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
24-Oct-2020 - 00:00,10.64,22.33,8.34,21.92,12.36,0.8,14.78,33.94,66.3,0.17,0.12,26.67,119.45,67.06,720.9,25-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
25-Oct-2020 - 00:00,8.3,22.61,8.8,14.81,3.43,0.77,27.64,50.42,86.57,0.17,0.36,25.73,205.56,,721.49,26-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
26-Oct-2020 - 00:00,11.03,36.21,10.07,35.41,19.86,1.33,21.24,73.09,131.58,0.42,0.2,25.67,161.22,,722.11,27-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
27-Oct-2020 - 00:00,6.55,40.22,10.2,31.84,12.84,1.04,24.02,71.99,141.38,0.22,0.1,26.19,147.14,27.38,720.99,28-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
28-Oct-2020 - 00:00,11.26,40.73,9.84,32.6,13.44,0.92,23.45,65.2,134.35,0.27,0.15,29.17,182.86,41.85,721.32,29-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
29-Oct-2020 - 00:00,7.79,44.18,9.82,35.04,14.2,0.94,29.87,65.58,139.53,0.23,0.1,28.65,184.18,55.47,721.62,30-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
30-Oct-2020 - 00:00,12.16,31.25,9.36,20.76,5.1,0.33,30.48,,106.14,0.1,0.1,27.19,141.95,60.64,721.23,31-Oct-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
31-Oct-2020 - 00:00,,,,,,,,,,,,,,,,01-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
01-Nov-2020 - 00:00,11.81,32.88,10.94,20.82,4.1,0.92,73.05,75.4,135.95,0.21,0.12,26.47,188.38,48.17,721.53,02-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
02-Nov-2020 - 00:00,12.87,31.96,11.41,21.71,5.8,0.86,51.76,90.14,149.05,0.18,0.45,27.64,160.45,61.99,722.36,03-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
03-Nov-2020 - 00:00,8.98,36.8,10.4,28.86,11.42,0.94,30.52,68.88,129.31,0.25,1.03,27.94,121.84,59.39,722.41,04-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
04-Nov-2020 - 00:00,11.77,31.17,10.0,25.31,10.74,0.83,24.01,59.89,115.24,0.7,0.78,27.55,131.44,65.74,722.1,05-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
05-Nov-2020 - 00:00,15.22,97.35,9.26,60.74,3.97,1.09,19.87,36.95,79.29,0.25,0.34,26.53,100.71,69.67,722.42,06-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
06-Nov-2020 - 00:00,10.0,,,,,0.74,14.51,28.47,56.54,0.18,1.5,26.22,36.89,70.67,723.98,07-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
07-Nov-2020 - 00:00,8.59,,,,,0.93,10.56,28.64,69.02,0.17,1.12,26.52,35.18,67.06,723.94,08-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
08-Nov-2020 - 00:00,8.91,,,,,0.83,22.39,43.27,87.24,0.12,0.17,26.41,36.52,66.56,724.06,09-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
09-Nov-2020 - 00:00,10.46,,,,,1.02,34.75,71.93,130.3,0.19,0.11,26.66,59.19,61.05,723.0,10-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
10-Nov-2020 - 00:00,15.5,57.92,11.08,47.85,20.97,1.17,35.74,63.59,136.64,0.48,0.14,27.47,42.24,49.44,721.22,11-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
11-Nov-2020 - 00:00,15.31,39.07,13.11,34.84,17.29,1.28,30.27,61.1,124.1,8.78,0.58,27.2,48.81,58.52,721.58,12-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
12-Nov-2020 - 00:00,12.54,27.76,8.78,31.74,20.87,1.3,19.72,35.21,80.71,0.85,0.16,26.47,104.05,68.16,718.68,13-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
13-Nov-2020 - 00:00,12.17,25.46,7.96,35.59,27.12,1.4,10.35,28.11,51.64,8.3,1.29,27.14,64.05,77.1,712.18,14-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
14-Nov-2020 - 00:00,13.51,23.74,8.0,24.51,14.61,1.1,14.57,34.08,78.29,2.21,3.27,26.78,35.17,68.9,711.15,15-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
15-Nov-2020 - 00:00,11.74,21.58,8.33,21.27,12.04,1.19,17.72,42.12,70.02,1.02,3.68,27.91,42.0,78.27,711.03,16-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
16-Nov-2020 - 00:00,11.95,18.88,7.37,21.9,14.59,0.92,11.84,24.4,40.51,0.78,3.36,27.9,34.0,81.79,712.07,17-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
17-Nov-2020 - 00:00,10.34,21.0,7.91,24.15,15.97,0.56,13.26,20.77,49.49,0.16,1.14,27.49,32.21,74.33,711.09,18-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
18-Nov-2020 - 00:00,9.22,19.86,8.47,22.39,14.54,0.56,14.43,23.52,57.54,0.15,1.44,26.82,37.18,71.8,711.34,19-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
19-Nov-2020 - 00:00,10.8,22.34,9.16,24.24,15.2,0.64,17.35,28.39,62.09,0.16,1.45,27.37,36.1,69.9,711.72,20-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
20-Nov-2020 - 00:00,8.7,22.36,8.6,22.73,13.33,0.66,18.96,29.69,61.53,0.19,1.66,27.16,39.39,62.76,712.19,21-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
21-Nov-2020 - 00:00,12.2,41.47,9.25,46.07,29.54,1.06,17.91,35.69,88.21,0.24,0.64,27.35,42.01,50.02,712.5,22-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
22-Nov-2020 - 00:00,13.25,38.02,10.26,36.71,20.28,0.84,23.02,56.48,103.39,0.22,1.9,27.24,47.47,51.22,713.12,23-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
23-Nov-2020 - 00:00,11.76,33.78,9.97,36.09,22.29,0.99,19.38,45.77,98.15,0.19,0.1,26.91,48.59,60.74,712.76,24-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
24-Nov-2020 - 00:00,11.95,29.49,9.74,29.33,16.78,0.83,24.6,51.3,98.04,0.17,0.1,27.15,49.82,70.02,711.65,25-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
25-Nov-2020 - 00:00,11.87,27.05,9.64,27.38,15.98,0.77,26.26,51.03,95.36,0.16,0.1,27.66,63.77,73.77,709.9,26-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
26-Nov-2020 - 00:00,10.41,23.46,8.88,27.52,18.5,0.66,16.56,28.06,40.84,0.19,0.1,28.97,91.18,85.94,709.66,27-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
27-Nov-2020 - 00:00,9.44,23.24,8.66,25.51,16.18,0.7,17.57,24.14,60.11,0.16,0.7,29.38,81.66,78.08,711.52,28-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
28-Nov-2020 - 00:00,11.23,24.27,9.06,21.34,10.36,0.54,20.87,27.52,62.61,0.16,0.95,28.5,52.09,73.62,712.72,29-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
29-Nov-2020 - 00:00,9.73,21.59,9.01,25.95,17.8,0.76,12.57,30.01,67.68,0.17,0.1,28.28,40.14,75.99,713.44,30-Nov-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
30-Nov-2020 - 00:00,10.86,30.3,9.03,36.6,25.19,0.77,15.43,36.69,87.68,0.21,0.85,27.91,40.05,68.43,713.35,01-Dec-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
01-Dec-2020 - 00:00,9.3,17.8,9.05,14.65,6.4,0.17,21.63,41.0,72.0,0.1,2.1,29.4,32.0,77.0,714.0,02-Dec-2020 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
