from date,NO,NO2,NOx,Ozone,CO,NH3,PM10,PM2.5,SO2,to date,station
28-Jan-2020 - 00:00,56.81,22.67,58.08,7.83,1.56,38.23,161.88,101.64,13.02,29-Jan-2020 - 00:00,"ITO, Delhi - CPCB"
29-Jan-2020 - 00:00,54.2,20.29,54.75,14.12,1.36,36.13,135.93,74.18,10.75,30-Jan-2020 - 00:00,"ITO, Delhi - CPCB"
30-Jan-2020 - 00:00,44.74,22.14,48.03,15.33,1.13,31.56,134.98,83.14,9.77,31-Jan-2020 - 00:00,"ITO, Delhi - CPCB"
31-Jan-2020 - 00:00,50.07,22.5,52.61,15.12,1.4,34.15,130.75,90.17,10.64,01-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
01-Feb-2020 - 00:00,65.07,20.99,63.92,16.15,1.67,40.94,145.36,98.79,11.11,02-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
02-Feb-2020 - 00:00,52.97,23.3,55.42,17.1,1.58,35.58,159.56,116.28,11.33,03-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
03-Feb-2020 - 00:00,86.94,24.34,83.61,18.27,2.56,51.42,192.86,130.61,13.98,04-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
04-Feb-2020 - 00:00,129.74,30.77,121.54,13.88,3.72,74.58,282.49,194.51,25.01,05-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
05-Feb-2020 - 00:00,59.16,23.65,60.65,15.8,1.65,38.23,191.47,138.31,18.24,06-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
06-Feb-2020 - 00:00,54.67,24.47,57.44,,1.75,36.23,154.9,117.72,13.55,07-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
07-Feb-2020 - 00:00,79.13,24.3,77.12,,2.15,48.21,206.72,152.96,21.15,08-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
08-Feb-2020 - 00:00,44.44,24.59,49.19,,1.52,31.96,185.8,144.03,17.54,09-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
09-Feb-2020 - 00:00,53.44,27.51,58.08,,1.8,36.42,172.57,130.96,21.57,10-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
10-Feb-2020 - 00:00,84.27,25.67,82.15,3.24,2.78,50.53,175.87,110.13,18.25,11-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
11-Feb-2020 - 00:00,104.94,24.65,98.34,17.34,3.24,60.45,229.69,153.85,19.85,12-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
12-Feb-2020 - 00:00,53.2,25.46,56.78,19.73,1.89,36.76,204.78,153.92,21.8,13-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
13-Feb-2020 - 00:00,42.4,20.86,45.56,25.22,1.3,29.97,122.09,79.56,26.78,14-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
14-Feb-2020 - 00:00,46.23,20.71,48.55,27.05,1.19,32.1,111.53,62.77,21.66,15-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
15-Feb-2020 - 00:00,50.27,26.45,54.92,22.4,1.39,35.43,119.79,71.05,29.61,16-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
16-Feb-2020 - 00:00,74.12,29.74,76.08,19.42,2.18,46.57,166.83,114.66,27.36,17-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
17-Feb-2020 - 00:00,79.87,30.05,80.91,16.75,2.34,51.09,202.99,142.55,28.14,18-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
18-Feb-2020 - 00:00,79.77,31.09,81.37,19.26,3.5,49.86,177.98,118.02,37.13,19-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
19-Feb-2020 - 00:00,137.95,33.88,129.98,15.25,5.13,80.45,212.71,136.39,29.13,20-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
20-Feb-2020 - 00:00,64.05,32.99,69.48,23.91,1.33,44.44,187.9,133.53,18.6,21-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
21-Feb-2020 - 00:00,52.12,22.26,54.16,24.86,0.74,35.12,99.37,79.42,13.27,22-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
22-Feb-2020 - 00:00,77.33,23.98,75.49,15.95,1.67,46.74,181.1,139.53,19.64,23-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
23-Feb-2020 - 00:00,63.86,24.19,64.72,21.27,0.96,42.17,246.04,206.67,18.22,24-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
24-Feb-2020 - 00:00,62.67,27.87,65.69,22.62,0.81,41.91,191.12,147.03,19.58,25-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
25-Feb-2020 - 00:00,67.0,27.68,69.19,24.73,1.1,43.25,255.58,190.02,22.27,26-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
26-Feb-2020 - 00:00,87.54,28.12,86.11,23.68,1.54,53.71,232.62,157.88,19.37,27-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
27-Feb-2020 - 00:00,77.27,29.73,78.46,18.22,1.03,49.56,229.78,146.87,12.3,28-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
28-Feb-2020 - 00:00,72.45,30.61,74.93,24.22,0.87,47.78,127.35,94.05,9.4,29-Feb-2020 - 00:00,"ITO, Delhi - CPCB"
29-Feb-2020 - 00:00,75.08,28.71,76.15,23.94,0.97,48.64,97.11,70.19,10.66,01-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
01-Mar-2020 - 00:00,89.81,28.74,88.22,32.29,1.46,54.2,96.3,56.75,12.0,02-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
02-Mar-2020 - 00:00,125.4,28.52,116.9,32.09,2.67,71.76,180.55,126.76,17.39,03-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
03-Mar-2020 - 00:00,94.3,29.23,92.17,35.66,1.28,57.94,147.45,107.57,14.76,04-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
04-Mar-2020 - 00:00,108.63,32.43,105.37,26.27,1.48,65.21,169.55,107.18,19.62,05-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
05-Mar-2020 - 00:00,75.21,28.6,76.17,26.5,0.68,48.73,67.36,38.52,10.42,06-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
06-Mar-2020 - 00:00,64.87,25.75,66.23,21.51,0.56,42.7,40.94,26.1,6.51,07-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
07-Mar-2020 - 00:00,68.54,25.06,68.71,22.88,0.85,43.25,89.47,59.15,6.57,08-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
08-Mar-2020 - 00:00,77.31,21.38,73.84,35.58,0.85,47.05,108.67,77.26,8.83,09-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
09-Mar-2020 - 00:00,59.53,22.34,60.23,40.2,0.45,38.81,89.83,52.13,10.46,10-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
10-Mar-2020 - 00:00,61.91,26.49,64.39,46.31,0.55,41.15,127.35,83.58,19.15,11-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
11-Mar-2020 - 00:00,73.4,28.79,74.8,27.08,0.59,47.87,112.92,76.73,13.16,12-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
12-Mar-2020 - 00:00,93.48,24.27,88.53,23.68,1.1,55.51,142.94,90.95,13.5,13-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
13-Mar-2020 - 00:00,71.66,35.19,76.94,21.14,0.55,42.53,117.34,57.43,13.7,14-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
14-Mar-2020 - 00:00,50.13,44.23,64.29,10.19,0.39,28.28,84.69,56.89,7.5,15-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
15-Mar-2020 - 00:00,53.88,46.55,68.56,26.42,0.43,29.53,95.97,62.97,14.2,16-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
16-Mar-2020 - 00:00,49.45,47.54,65.49,24.51,0.81,28.51,103.56,56.97,13.64,17-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
17-Mar-2020 - 00:00,50.98,48.92,67.47,31.15,0.85,29.27,108.84,66.43,15.44,18-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
18-Mar-2020 - 00:00,57.22,52.86,74.63,33.12,1.56,31.86,118.22,71.49,15.85,19-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
19-Mar-2020 - 00:00,58.34,51.1,74.61,41.17,2.36,32.14,165.61,110.2,19.14,20-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
20-Mar-2020 - 00:00,67.57,63.97,88.97,32.21,3.45,37.0,178.14,124.56,28.21,21-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
21-Mar-2020 - 00:00,60.44,51.67,76.62,41.32,2.28,32.72,144.22,104.13,21.05,22-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
22-Mar-2020 - 00:00,54.79,43.83,67.86,36.06,0.82,30.42,100.99,82.95,18.74,23-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
23-Mar-2020 - 00:00,47.83,39.51,59.9,35.46,0.68,26.47,109.74,94.06,17.56,24-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
24-Mar-2020 - 00:00,42.69,37.43,54.62,22.8,0.91,24.16,110.0,94.0,17.74,25-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
25-Mar-2020 - 00:00,40.86,30.63,49.51,25.74,1.49,22.38,103.28,88.89,10.31,26-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
26-Mar-2020 - 00:00,44.26,30.43,52.17,26.4,1.0,24.35,61.87,51.0,12.94,27-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
27-Mar-2020 - 00:00,46.8,33.58,55.91,20.17,0.84,25.56,72.54,57.9,7.21,28-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
28-Mar-2020 - 00:00,44.28,30.88,52.42,23.46,0.8,23.91,68.76,60.48,8.2,29-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
29-Mar-2020 - 00:00,37.26,21.96,45.11,41.03,0.55,17.16,66.25,59.38,5.33,30-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
30-Mar-2020 - 00:00,33.37,17.59,42.34,44.5,0.71,12.57,66.31,53.58,9.71,31-Mar-2020 - 00:00,"ITO, Delhi - CPCB"
31-Mar-2020 - 00:00,33.81,17.87,43.01,42.92,0.68,12.78,53.51,46.62,11.31,01-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
01-Apr-2020 - 00:00,28.71,15.91,36.37,34.97,0.78,10.86,68.08,51.23,11.9,02-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
02-Apr-2020 - 00:00,27.51,14.51,34.03,42.07,0.64,10.26,56.29,53.18,9.28,03-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
03-Apr-2020 - 00:00,31.83,16.67,40.07,47.51,0.82,12.02,31.55,47.08,10.34,04-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
04-Apr-2020 - 00:00,32.59,19.4,43.06,36.37,1.26,12.57,56.11,44.73,10.33,05-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
05-Apr-2020 - 00:00,29.22,17.92,38.5,40.87,1.64,11.27,79.59,49.93,18.51,06-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
06-Apr-2020 - 00:00,30.31,17.38,39.13,39.82,1.66,11.48,94.64,44.31,16.15,07-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
07-Apr-2020 - 00:00,33.31,17.48,42.19,44.84,1.03,12.5,63.08,35.95,14.9,08-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
08-Apr-2020 - 00:00,33.56,17.31,42.29,44.61,1.11,12.5,58.14,27.5,10.98,09-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
09-Apr-2020 - 00:00,32.99,18.53,42.73,41.61,1.54,12.3,59.91,38.93,16.46,10-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
10-Apr-2020 - 00:00,35.13,22.06,47.8,40.18,2.17,13.27,81.39,64.22,16.07,11-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
11-Apr-2020 - 00:00,36.25,20.85,47.85,52.4,2.39,13.58,99.61,70.76,20.35,12-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
12-Apr-2020 - 00:00,35.7,19.0,45.8,44.71,1.73,13.15,67.21,48.64,16.18,13-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
13-Apr-2020 - 00:00,31.6,19.39,42.1,35.22,2.34,12.08,101.9,79.7,26.18,14-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
14-Apr-2020 - 00:00,32.5,22.83,45.75,36.4,2.77,12.61,88.89,76.43,17.71,15-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
15-Apr-2020 - 00:00,36.49,22.48,49.33,40.24,2.97,13.76,120.47,127.17,16.46,16-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
16-Apr-2020 - 00:00,37.1,21.98,49.6,51.75,3.01,14.21,109.96,143.85,24.86,17-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
17-Apr-2020 - 00:00,32.74,17.67,41.78,50.16,2.15,12.03,63.1,55.53,14.85,18-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
18-Apr-2020 - 00:00,31.02,17.19,39.68,41.5,2.26,11.44,108.19,98.54,10.19,19-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
19-Apr-2020 - 00:00,31.41,18.36,41.02,40.73,2.49,11.75,142.36,144.88,10.19,20-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
20-Apr-2020 - 00:00,34.56,20.5,46.06,40.63,3.32,12.9,140.46,133.92,9.12,21-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
21-Apr-2020 - 00:00,31.44,18.34,41.04,49.78,2.7,11.69,143.29,124.56,12.55,22-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
22-Apr-2020 - 00:00,33.55,21.21,45.47,51.7,3.47,12.58,149.82,124.96,18.1,23-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
23-Apr-2020 - 00:00,32.75,21.95,45.27,44.52,3.48,12.53,153.01,126.46,17.31,24-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
24-Apr-2020 - 00:00,33.48,22.71,46.61,58.3,3.68,12.68,191.93,183.98,15.76,25-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
25-Apr-2020 - 00:00,34.06,20.41,45.34,47.3,2.99,12.6,164.89,151.82,9.7,26-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
26-Apr-2020 - 00:00,36.18,20.34,47.36,52.6,2.98,13.21,83.64,69.0,11.79,27-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
27-Apr-2020 - 00:00,32.91,18.23,42.41,61.06,2.76,12.0,222.58,211.1,6.97,28-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
28-Apr-2020 - 00:00,34.26,19.3,44.61,65.15,3.02,12.63,108.61,100.44,11.56,29-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
29-Apr-2020 - 00:00,38.98,23.61,52.78,60.28,3.35,14.57,104.79,66.28,12.9,30-Apr-2020 - 00:00,"ITO, Delhi - CPCB"
30-Apr-2020 - 00:00,35.71,20.6,47.11,69.58,2.99,13.14,125.12,60.64,14.71,01-May-2020 - 00:00,"ITO, Delhi - CPCB"
01-May-2020 - 00:00,35.3,20.59,46.69,79.98,2.9,13.08,139.93,70.65,14.48,02-May-2020 - 00:00,"ITO, Delhi - CPCB"
02-May-2020 - 00:00,36.18,19.98,47.06,83.92,2.46,13.17,156.62,42.47,9.9,03-May-2020 - 00:00,"ITO, Delhi - CPCB"
03-May-2020 - 00:00,35.66,19.26,45.97,64.82,2.42,13.03,200.9,40.44,8.73,04-May-2020 - 00:00,"ITO, Delhi - CPCB"
04-May-2020 - 00:00,35.41,19.37,45.81,69.53,2.5,12.95,220.38,51.18,11.93,05-May-2020 - 00:00,"ITO, Delhi - CPCB"
05-May-2020 - 00:00,32.28,19.79,43.05,70.13,2.99,12.09,273.08,90.44,17.71,06-May-2020 - 00:00,"ITO, Delhi - CPCB"
06-May-2020 - 00:00,34.3,21.93,46.79,63.56,3.23,12.92,295.72,91.69,23.11,07-May-2020 - 00:00,"ITO, Delhi - CPCB"
07-May-2020 - 00:00,30.15,17.74,39.27,89.86,2.73,11.22,196.18,66.76,15.84,08-May-2020 - 00:00,"ITO, Delhi - CPCB"
08-May-2020 - 00:00,32.76,19.42,43.23,91.75,3.11,12.28,422.69,82.45,14.65,09-May-2020 - 00:00,"ITO, Delhi - CPCB"
09-May-2020 - 00:00,34.79,20.31,45.96,102.09,3.3,12.86,,,13.51,10-May-2020 - 00:00,"ITO, Delhi - CPCB"
10-May-2020 - 00:00,37.59,21.15,49.42,78.98,2.97,13.81,,,13.72,11-May-2020 - 00:00,"ITO, Delhi - CPCB"
11-May-2020 - 00:00,27.18,21.19,39.14,48.58,2.47,10.75,412.83,64.56,5.76,12-May-2020 - 00:00,"ITO, Delhi - CPCB"
12-May-2020 - 00:00,21.28,27.51,38.44,45.95,1.5,11.05,,60.67,4.02,13-May-2020 - 00:00,"ITO, Delhi - CPCB"
13-May-2020 - 00:00,24.03,32.07,44.86,38.58,1.76,12.54,,89.77,5.38,14-May-2020 - 00:00,"ITO, Delhi - CPCB"
14-May-2020 - 00:00,26.88,35.59,50.55,40.34,1.73,13.83,,69.85,3.62,15-May-2020 - 00:00,"ITO, Delhi - CPCB"
15-May-2020 - 00:00,25.35,31.58,45.77,47.45,1.36,12.97,,66.94,5.25,16-May-2020 - 00:00,"ITO, Delhi - CPCB"
16-May-2020 - 00:00,22.04,28.75,40.19,53.22,1.8,11.47,,83.43,6.42,17-May-2020 - 00:00,"ITO, Delhi - CPCB"
17-May-2020 - 00:00,24.2,33.63,46.3,42.13,2.34,12.8,,95.73,6.71,18-May-2020 - 00:00,"ITO, Delhi - CPCB"
18-May-2020 - 00:00,28.21,38.75,54.43,43.11,2.81,14.69,,56.15,9.12,19-May-2020 - 00:00,"ITO, Delhi - CPCB"
19-May-2020 - 00:00,28.86,42.33,57.99,39.83,3.49,15.46,,99.48,8.04,20-May-2020 - 00:00,"ITO, Delhi - CPCB"
20-May-2020 - 00:00,29.26,38.43,55.21,42.68,2.3,15.35,,56.38,7.29,21-May-2020 - 00:00,"ITO, Delhi - CPCB"
21-May-2020 - 00:00,30.27,39.27,56.89,46.64,2.52,15.65,,63.82,6.8,22-May-2020 - 00:00,"ITO, Delhi - CPCB"
22-May-2020 - 00:00,31.32,45.64,63.11,40.08,3.94,16.73,,112.02,13.52,23-May-2020 - 00:00,"ITO, Delhi - CPCB"
23-May-2020 - 00:00,34.6,46.62,67.16,30.85,3.53,17.96,,83.16,6.35,24-May-2020 - 00:00,"ITO, Delhi - CPCB"
24-May-2020 - 00:00,29.82,38.16,55.56,34.43,2.84,15.43,,94.52,7.1,25-May-2020 - 00:00,"ITO, Delhi - CPCB"
25-May-2020 - 00:00,31.72,40.22,59.1,36.48,3.04,16.18,,92.57,9.24,26-May-2020 - 00:00,"ITO, Delhi - CPCB"
26-May-2020 - 00:00,33.71,43.2,63.49,31.22,3.41,17.39,191.06,73.87,5.06,27-May-2020 - 00:00,"ITO, Delhi - CPCB"
27-May-2020 - 00:00,22.16,29.78,41.15,34.89,2.8,12.15,144.3,65.32,5.97,28-May-2020 - 00:00,"ITO, Delhi - CPCB"
28-May-2020 - 00:00,25.06,30.23,44.39,30.86,2.38,13.42,193.28,68.61,3.54,29-May-2020 - 00:00,"ITO, Delhi - CPCB"
29-May-2020 - 00:00,31.05,36.04,55.04,33.07,2.16,17.79,112.14,45.07,2.69,30-May-2020 - 00:00,"ITO, Delhi - CPCB"
30-May-2020 - 00:00,21.88,26.65,38.33,31.75,2.09,14.09,89.56,45.05,1.64,31-May-2020 - 00:00,"ITO, Delhi - CPCB"
31-May-2020 - 00:00,20.45,24.67,35.31,26.04,1.88,12.5,82.3,43.25,1.3,01-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
01-Jun-2020 - 00:00,21.5,26.94,37.99,31.61,2.45,12.4,102.35,76.84,3.92,02-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
02-Jun-2020 - 00:00,25.28,32.52,46.46,36.37,2.22,17.04,122.52,75.9,2.71,03-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
03-Jun-2020 - 00:00,24.7,34.04,47.13,36.33,2.47,17.47,137.97,91.54,5.03,04-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
04-Jun-2020 - 00:00,30.91,41.86,59.64,20.87,2.79,20.09,169.92,101.11,5.37,05-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
05-Jun-2020 - 00:00,23.8,33.05,45.44,23.36,2.35,16.2,132.81,94.99,2.58,06-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
06-Jun-2020 - 00:00,22.82,31.31,43.05,24.73,2.14,15.88,133.37,84.76,1.84,07-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
07-Jun-2020 - 00:00,20.07,26.48,36.4,23.73,1.98,14.01,148.54,94.94,1.11,08-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
08-Jun-2020 - 00:00,25.46,34.4,48.18,32.97,2.38,16.76,152.1,102.37,4.05,09-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
09-Jun-2020 - 00:00,25.7,33.31,47.53,36.95,2.78,16.69,236.5,129.11,2.77,10-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
10-Jun-2020 - 00:00,29.0,36.31,53.22,31.07,2.74,17.11,239.29,117.65,3.03,11-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
11-Jun-2020 - 00:00,26.84,33.45,48.77,31.86,2.58,14.89,288.14,124.23,2.52,12-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
12-Jun-2020 - 00:00,25.62,32.38,46.69,22.04,2.62,13.19,241.84,105.34,2.34,13-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
13-Jun-2020 - 00:00,24.19,30.51,43.75,17.49,2.27,12.63,110.92,61.86,1.25,14-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
14-Jun-2020 - 00:00,21.92,27.0,38.66,22.05,2.39,11.4,127.16,84.29,1.54,15-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
15-Jun-2020 - 00:00,28.05,33.58,50.08,29.71,2.21,14.24,99.8,66.02,4.45,16-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
16-Jun-2020 - 00:00,24.22,30.37,43.68,30.99,2.16,12.81,78.18,52.21,4.93,17-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
17-Jun-2020 - 00:00,28.49,35.15,51.79,27.25,2.0,14.71,72.32,51.35,3.85,18-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
18-Jun-2020 - 00:00,19.94,25.88,35.76,28.84,2.08,10.86,75.22,52.93,3.2,19-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
19-Jun-2020 - 00:00,26.8,32.21,47.68,23.76,2.16,13.86,145.44,68.62,2.84,20-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
