from date,AT,BP,RH,SR,WD,WS,PM10,PM2.5,Benzene,Toluene,NH3,NO,NOx,NO2,SO2,Ozone,CO,to date,station
03-Aug-2020 - 00:00,30.85,968.86,64.28,164.53,260.44,1.48,56.2,21.06,0.66,8.57,20.21,4.84,14.76,20.31,3.68,50.6,0.71,04-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
04-Aug-2020 - 00:00,31.3,967.35,62.79,184.37,240.78,1.11,56.57,19.88,0.9,16.61,19.94,8.58,22.76,29.65,4.41,59.02,0.82,05-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
05-Aug-2020 - 00:00,28.11,968.66,71.13,110.78,139.17,0.73,68.81,27.44,0.69,33.88,14.02,7.18,23.72,33.6,3.63,34.05,0.97,06-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
06-Aug-2020 - 00:00,30.76,971.38,62.96,184.34,90.95,2.1,35.92,8.92,0.44,8.7,20.88,2.32,7.72,10.96,4.41,49.89,0.54,07-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
07-Aug-2020 - 00:00,28.93,974.04,66.75,184.84,111.75,1.62,37.38,19.3,0.44,5.78,20.04,2.97,9.45,13.21,3.7,50.94,0.64,08-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
08-Aug-2020 - 00:00,31.55,972.27,64.49,170.89,160.89,0.56,72.41,37.57,0.82,15.71,17.71,4.03,15.82,23.55,4.38,75.4,0.81,09-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
09-Aug-2020 - 00:00,27.38,971.76,72.73,111.28,243.93,1.19,44.53,25.02,0.51,13.87,15.37,6.28,18.77,25.67,3.79,51.84,0.93,10-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
10-Aug-2020 - 00:00,27.21,972.95,74.3,100.34,131.6,1.01,45.69,26.82,0.31,9.17,13.93,3.83,11.21,15.22,3.2,28.81,0.92,11-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
11-Aug-2020 - 00:00,27.91,972.56,73.98,122.47,172.45,0.71,55.61,37.15,0.25,8.68,14.43,3.49,12.02,17.25,2.45,46.61,1.21,12-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
12-Aug-2020 - 00:00,28.66,971.59,71.29,171.69,244.82,1.62,52.06,19.34,0.18,6.42,13.46,3.36,9.83,13.33,4.88,43.6,0.69,13-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
13-Aug-2020 - 00:00,21.74,971.29,82.46,45.76,179.78,0.92,24.36,13.08,0.42,16.13,13.94,9.68,19.83,22.43,2.49,31.82,0.76,14-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
14-Aug-2020 - 00:00,24.39,970.52,78.42,95.43,86.13,1.08,32.27,17.03,0.41,12.98,11.14,4.2,11.8,15.74,4.62,33.4,0.57,15-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
15-Aug-2020 - 00:00,27.3,970.57,73.75,159.92,116.21,1.26,40.95,23.94,0.29,3.93,12.32,2.13,5.39,6.87,2.86,40.52,0.41,16-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
16-Aug-2020 - 00:00,27.87,971.56,73.48,180.44,118.93,1.2,31.6,15.93,0.25,4.06,11.5,2.36,6.93,9.4,3.67,33.21,0.42,17-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
17-Aug-2020 - 00:00,27.68,971.88,75.14,128.45,148.53,0.95,52.65,24.93,0.37,17.99,12.13,5.87,15.66,20.44,5.66,22.7,0.61,18-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
18-Aug-2020 - 00:00,27.7,972.44,73.04,123.45,180.19,1.14,58.84,23.49,0.54,14.59,15.47,5.07,14.37,19.24,3.35,30.39,0.51,19-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
19-Aug-2020 - 00:00,21.11,972.43,83.8,21.56,150.35,0.89,31.39,15.46,0.96,32.37,13.63,8.86,21.17,26.23,4.5,21.44,0.61,20-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
20-Aug-2020 - 00:00,20.46,974.82,82.33,58.35,99.48,1.01,25.36,13.11,0.85,20.82,13.92,5.79,16.68,22.48,4.06,36.77,0.47,21-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
21-Aug-2020 - 00:00,25.38,976.26,71.69,196.58,85.22,1.02,40.09,15.02,1.06,25.8,12.17,10.62,20.1,21.49,5.44,26.38,0.46,22-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
22-Aug-2020 - 00:00,26.41,975.39,68.27,182.84,75.53,1.57,28.29,7.67,0.57,9.83,11.57,3.37,9.27,12.25,6.2,37.31,0.3,23-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
23-Aug-2020 - 00:00,25.02,974.03,72.97,138.95,87.88,1.7,26.15,12.84,0.48,5.37,12.1,2.76,7.21,9.32,7.25,41.28,0.32,24-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
24-Aug-2020 - 00:00,24.36,974.53,74.38,115.56,118.99,1.61,24.51,9.19,0.55,5.95,12.19,3.39,9.54,12.72,4.93,33.22,0.33,25-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
25-Aug-2020 - 00:00,24.82,976.54,74.48,113.13,150.53,1.08,40.41,15.67,0.71,13.14,12.61,3.96,11.02,14.62,5.9,28.53,0.47,26-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
26-Aug-2020 - 00:00,26.06,977.78,71.06,130.87,232.69,0.96,39.34,12.25,0.87,11.24,12.68,8.56,17.94,20.62,3.95,32.66,0.54,27-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
27-Aug-2020 - 00:00,27.68,977.06,68.03,174.04,256.71,1.13,47.69,15.23,1.05,15.16,12.92,6.18,17.82,24.03,6.26,45.87,0.49,28-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
28-Aug-2020 - 00:00,22.93,975.25,78.43,94.16,204.43,0.78,48.41,21.48,1.71,44.76,10.69,12.09,26.51,31.32,7.29,25.87,0.73,29-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
29-Aug-2020 - 00:00,26.46,974.74,71.88,158.58,101.26,0.74,61.92,28.61,1.73,38.55,11.57,14.84,25.83,25.8,8.4,37.97,0.65,30-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
30-Aug-2020 - 00:00,23.38,974.44,73.49,75.52,92.74,1.78,32.48,11.97,0.58,8.11,12.47,3.27,9.12,12.12,4.54,37.04,0.27,31-Aug-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
31-Aug-2020 - 00:00,24.17,976.8,71.96,130.04,137.85,1.47,26.94,9.09,0.5,7.41,13.3,4.08,10.53,13.53,6.37,34.89,0.3,01-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
01-Sep-2020 - 00:00,25.99,978.25,69.02,198.35,179.61,0.95,36.01,12.23,0.54,7.11,13.29,3.95,9.53,11.86,7.81,38.26,0.34,02-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
02-Sep-2020 - 00:00,27.84,980.11,67.6,192.58,212.39,1.0,46.03,16.71,0.88,10.44,11.6,7.12,18.28,23.44,5.37,54.54,0.56,03-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
03-Sep-2020 - 00:00,27.71,980.71,68.68,163.55,108.95,1.35,60.86,25.2,1.02,17.41,11.46,3.21,11.15,16.03,5.61,54.87,0.45,04-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
04-Sep-2020 - 00:00,26.96,979.51,71.14,129.15,142.96,1.02,50.93,25.48,0.75,7.76,10.55,4.18,11.82,15.81,5.69,47.21,0.46,05-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
05-Sep-2020 - 00:00,26.83,977.69,70.31,182.55,201.09,0.91,44.2,18.05,1.03,12.48,12.64,6.13,16.74,22.07,4.69,55.18,0.52,06-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
06-Sep-2020 - 00:00,26.41,976.84,70.5,161.1,245.27,0.72,42.32,17.78,1.23,15.92,12.31,8.4,24.96,34.08,5.42,67.8,0.69,07-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
07-Sep-2020 - 00:00,25.67,977.34,71.85,116.78,207.64,0.78,71.3,32.0,1.82,31.93,11.32,10.89,27.83,35.62,4.6,61.5,0.78,08-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
08-Sep-2020 - 00:00,27.82,977.97,66.22,168.78,299.12,1.24,47.16,9.92,1.18,21.82,11.38,18.88,36.81,40.26,6.33,62.28,0.88,09-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
09-Sep-2020 - 00:00,28.38,977.87,67.37,165.08,286.21,0.86,105.76,42.15,1.7,32.75,12.84,14.06,37.68,49.3,8.66,44.46,1.29,10-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
10-Sep-2020 - 00:00,28.76,975.47,64.96,173.63,268.41,1.11,109.06,46.08,2.16,26.74,16.34,10.17,34.31,48.96,4.9,58.33,1.25,11-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
11-Sep-2020 - 00:00,29.61,975.91,61.82,180.07,234.99,0.65,134.16,43.9,2.53,46.98,18.38,23.7,58.1,73.03,8.48,57.28,1.12,12-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
12-Sep-2020 - 00:00,29.66,978.37,60.85,180.8,231.4,0.66,142.79,49.45,2.98,48.69,18.87,26.48,63.42,78.61,8.77,84.47,1.12,13-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
13-Sep-2020 - 00:00,29.48,978.31,64.14,135.78,214.52,0.63,141.36,55.12,2.26,36.57,18.49,16.73,50.81,69.82,7.12,73.87,0.88,14-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
14-Sep-2020 - 00:00,28.28,977.27,68.66,105.38,184.59,0.59,157.27,58.25,2.21,32.49,19.63,18.11,49.75,65.8,4.84,60.43,1.0,15-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
15-Sep-2020 - 00:00,29.21,976.79,64.97,158.33,238.12,0.63,127.88,52.67,2.25,36.47,18.59,18.87,51.64,68.21,7.72,53.06,0.89,16-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
16-Sep-2020 - 00:00,30.44,976.5,62.93,155.98,255.05,0.92,154.96,51.45,2.78,49.21,18.88,22.82,56.6,71.41,5.19,61.35,1.09,17-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
17-Sep-2020 - 00:00,31.29,976.02,59.99,174.8,291.16,1.45,118.9,42.76,1.87,24.04,17.28,13.37,41.85,58.14,5.64,55.6,0.66,18-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
18-Sep-2020 - 00:00,31.88,975.19,59.41,174.41,285.29,1.41,106.11,34.56,1.37,22.37,18.47,11.52,35.82,49.71,3.96,51.94,0.63,19-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
19-Sep-2020 - 00:00,30.41,975.42,62.84,164.42,245.46,0.81,126.83,49.0,1.83,25.38,21.48,15.39,46.19,63.23,8.75,61.33,0.89,20-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
20-Sep-2020 - 00:00,29.42,974.81,62.55,148.31,259.86,0.92,142.17,50.9,1.94,35.84,21.42,15.55,48.01,66.49,7.32,68.91,0.79,21-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
21-Sep-2020 - 00:00,30.35,973.78,61.68,146.33,293.77,0.76,144.11,53.16,2.3,34.95,21.18,14.85,52.3,75.67,6.72,58.87,0.91,22-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
22-Sep-2020 - 00:00,29.48,974.24,64.25,144.37,132.29,0.97,86.5,29.27,1.4,22.72,17.57,11.63,35.11,48.23,4.71,47.15,0.62,23-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
23-Sep-2020 - 00:00,28.25,974.37,64.52,131.15,114.02,1.1,61.27,21.06,0.98,11.11,17.52,11.61,32.69,43.69,6.84,44.58,0.52,24-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
24-Sep-2020 - 00:00,26.89,976.53,66.01,132.9,171.16,0.84,86.14,25.34,1.62,24.07,17.93,13.38,42.09,58.59,8.64,45.87,0.79,25-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
25-Sep-2020 - 00:00,27.92,975.84,61.07,148.08,245.78,1.04,125.9,39.74,2.45,30.43,19.51,19.87,51.64,66.62,12.13,67.71,0.91,26-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
26-Sep-2020 - 00:00,25.13,975.96,60.23,124.01,240.73,1.22,165.71,32.21,2.64,45.69,19.17,14.61,45.29,62.76,8.99,40.26,0.69,27-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
27-Sep-2020 - 00:00,26.08,978.58,55.72,149.7,278.86,1.31,116.24,31.8,1.71,24.6,21.54,17.96,48.09,62.95,8.68,58.83,0.6,28-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
28-Sep-2020 - 00:00,26.39,979.63,55.97,148.19,283.86,1.19,178.28,46.41,2.59,40.97,22.46,22.12,60.07,79.03,9.56,51.97,0.82,29-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
29-Sep-2020 - 00:00,26.25,979.32,58.15,138.78,294.53,1.38,182.26,47.55,2.34,28.41,23.04,13.03,47.16,68.68,9.37,66.59,0.66,30-Sep-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
30-Sep-2020 - 00:00,25.39,978.25,56.49,150.75,288.62,1.56,167.36,49.42,2.71,36.15,22.96,17.2,50.18,67.96,11.43,67.71,0.69,01-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
01-Oct-2020 - 00:00,25.91,977.7,54.76,148.59,263.89,1.33,170.38,48.05,2.81,37.75,22.61,22.47,58.89,76.29,10.66,63.06,0.82,02-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
02-Oct-2020 - 00:00,25.24,978.3,55.56,155.38,289.19,1.11,174.95,47.59,2.74,28.01,23.54,17.0,55.24,77.84,9.48,70.88,0.83,03-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
03-Oct-2020 - 00:00,23.85,979.33,56.32,147.4,278.79,0.91,177.56,45.94,3.65,41.69,23.94,26.64,68.64,88.09,8.75,59.4,1.01,04-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
04-Oct-2020 - 00:00,23.08,980.18,53.92,146.92,285.09,0.92,183.74,48.09,3.48,48.74,23.33,25.7,73.45,98.71,13.19,53.21,0.91,05-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
05-Oct-2020 - 00:00,23.48,979.75,51.81,143.3,287.77,1.46,195.53,39.66,3.06,39.0,22.61,28.89,70.28,87.78,9.82,77.81,0.96,06-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
06-Oct-2020 - 00:00,23.24,980.2,52.14,143.72,264.5,1.27,198.23,41.93,3.72,49.97,22.99,29.05,71.29,89.4,12.75,56.66,1.15,07-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
07-Oct-2020 - 00:00,23.31,981.99,53.48,136.09,290.75,0.89,212.59,51.42,5.08,75.41,25.87,51.24,98.76,107.11,16.93,52.35,1.56,08-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
08-Oct-2020 - 00:00,23.93,982.33,53.14,131.95,295.47,0.99,227.09,53.0,4.99,66.63,25.1,37.01,82.12,97.63,13.45,54.79,1.35,09-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
09-Oct-2020 - 00:00,23.79,982.47,52.62,121.36,271.72,0.85,218.42,53.0,4.54,62.63,25.69,33.82,86.66,111.09,13.55,46.06,1.44,10-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
10-Oct-2020 - 00:00,24.56,981.23,52.73,124.02,297.23,1.14,214.04,49.5,3.8,45.16,27.2,15.55,62.86,94.35,17.48,54.34,1.03,11-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
11-Oct-2020 - 00:00,24.32,979.31,52.53,118.99,292.14,1.25,220.17,51.33,3.13,34.65,27.31,15.38,60.26,89.73,16.37,59.67,1.05,12-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
12-Oct-2020 - 00:00,23.86,977.84,52.34,113.87,261.42,0.64,254.62,,5.06,67.88,30.04,34.15,93.9,124.41,20.2,52.66,1.51,13-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
13-Oct-2020 - 00:00,24.62,978.62,57.44,97.2,111.37,0.79,256.25,,3.91,61.08,34.65,19.57,60.87,84.44,16.22,77.22,1.14,14-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
14-Oct-2020 - 00:00,24.37,980.15,58.89,80.91,171.48,0.49,226.54,,4.37,71.92,34.14,41.08,86.52,99.7,17.39,52.1,1.59,15-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
15-Oct-2020 - 00:00,23.61,980.78,48.9,105.35,265.94,0.69,247.21,43.57,5.18,78.42,31.72,59.92,108.71,112.59,20.56,67.62,1.44,16-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
16-Oct-2020 - 00:00,21.42,980.57,44.97,119.53,286.03,0.67,206.62,43.6,4.4,77.28,25.31,47.33,102.88,120.74,15.48,53.41,1.2,17-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
17-Oct-2020 - 00:00,21.15,981.32,47.88,104.53,263.9,0.64,255.96,,7.06,114.99,29.42,43.09,110.23,141.17,16.39,63.82,1.56,18-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
18-Oct-2020 - 00:00,21.26,981.29,45.62,109.59,284.28,1.14,228.23,40.7,3.67,50.62,27.64,20.85,69.25,98.26,16.05,67.35,0.92,19-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
19-Oct-2020 - 00:00,21.61,980.93,42.41,118.23,297.38,1.39,240.45,40.94,4.15,47.52,27.51,29.89,79.49,103.47,17.7,73.51,1.02,20-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
20-Oct-2020 - 00:00,19.58,980.61,42.79,121.43,275.15,0.86,206.05,42.19,4.43,64.35,25.11,36.96,89.44,111.56,16.68,69.8,1.06,21-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
21-Oct-2020 - 00:00,20.7,981.66,41.35,120.0,198.82,0.58,212.61,39.18,5.12,90.62,24.62,38.22,82.92,97.31,15.33,90.45,1.21,22-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
22-Oct-2020 - 00:00,20.53,980.36,44.4,90.17,230.13,0.62,290.23,52.0,7.44,102.33,31.71,49.04,109.68,130.98,25.63,53.45,1.65,23-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
23-Oct-2020 - 00:00,18.52,980.11,48.07,119.24,241.88,0.62,354.02,,8.11,134.57,39.58,54.88,121.42,144.22,34.51,38.16,1.74,24-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
24-Oct-2020 - 00:00,17.13,981.14,49.57,120.6,247.81,0.91,322.53,,8.81,129.15,38.59,50.22,101.97,114.68,21.64,44.3,1.76,25-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
25-Oct-2020 - 00:00,18.52,983.49,48.58,111.68,157.55,0.47,328.65,,7.42,104.5,40.7,26.73,84.23,117.32,30.38,45.31,1.91,26-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
26-Oct-2020 - 00:00,18.19,984.81,46.51,97.8,263.6,0.79,310.83,,6.71,89.65,34.35,53.44,114.17,132.74,38.47,50.57,1.9,27-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
27-Oct-2020 - 00:00,15.43,984.76,47.2,108.33,287.09,1.4,311.67,,4.95,55.03,34.39,33.92,82.35,102.8,15.88,66.38,1.37,28-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
28-Oct-2020 - 00:00,14.4,985.36,47.51,105.67,259.78,0.8,375.55,,7.68,96.77,36.65,26.77,86.84,122.26,23.6,46.18,1.86,29-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
29-Oct-2020 - 00:00,14.6,986.2,51.41,101.15,202.08,0.45,414.98,,11.08,169.07,47.08,50.24,120.48,149.83,30.19,50.47,2.37,30-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
30-Oct-2020 - 00:00,15.97,985.86,47.61,106.67,284.3,1.17,382.27,,6.89,97.73,42.8,32.5,85.64,111.1,25.27,33.66,2.12,31-Oct-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
31-Oct-2020 - 00:00,15.0,985.79,48.24,106.36,286.48,1.6,449.96,55.0,5.12,47.41,34.2,20.48,68.1,96.65,26.15,52.34,2.19,01-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
01-Nov-2020 - 00:00,13.42,986.42,43.88,107.16,277.24,1.46,425.2,55.0,4.53,35.58,28.53,16.14,60.87,89.74,24.03,62.75,1.57,02-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
02-Nov-2020 - 00:00,12.35,987.06,41.79,101.59,254.99,1.11,257.89,,4.07,53.58,24.34,22.55,72.02,100.88,20.78,55.77,1.23,03-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
03-Nov-2020 - 00:00,12.9,986.41,40.87,109.02,192.54,0.71,182.45,40.53,3.57,52.53,21.85,28.76,72.84,92.87,20.34,68.52,1.19,04-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
04-Nov-2020 - 00:00,16.65,985.16,46.92,80.1,254.39,1.1,464.57,,5.54,68.37,29.24,21.65,73.07,104.17,37.33,40.63,2.07,05-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
05-Nov-2020 - 00:00,23.41,986.4,46.95,98.49,263.97,0.97,437.23,,6.05,62.58,27.93,17.77,71.42,107.03,30.96,59.66,1.96,06-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
06-Nov-2020 - 00:00,23.43,989.12,46.44,82.27,271.13,0.97,426.31,,7.17,92.78,28.59,31.24,90.39,122.09,30.38,41.67,2.26,07-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
07-Nov-2020 - 00:00,23.01,989.99,49.07,90.29,271.28,1.03,510.98,,6.97,77.07,30.57,21.03,73.49,105.94,33.24,49.93,2.17,08-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
08-Nov-2020 - 00:00,22.38,990.46,52.85,72.46,267.17,0.61,559.5,295.06,7.76,93.84,32.89,22.75,89.57,133.56,42.29,32.22,2.53,09-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
09-Nov-2020 - 00:00,22.03,988.97,57.07,72.47,275.87,0.87,756.47,507.21,9.11,94.68,38.09,29.56,99.24,141.29,31.64,45.38,3.1,10-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
10-Nov-2020 - 00:00,22.32,987.86,58.3,75.66,158.95,0.63,502.53,501.07,7.93,81.05,39.24,35.06,85.75,107.49,28.47,49.83,2.45,11-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
11-Nov-2020 - 00:00,22.32,989.66,57.86,82.34,100.46,0.63,246.26,134.23,4.75,61.66,27.59,55.09,98.55,100.85,27.07,57.46,1.56,12-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
12-Nov-2020 - 00:00,22.56,990.87,57.45,76.48,151.18,0.47,285.77,142.03,7.1,106.38,28.53,62.45,113.27,117.24,33.29,65.71,2.17,13-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
13-Nov-2020 - 00:00,22.57,989.47,56.09,79.32,257.89,0.66,311.07,161.57,6.82,83.7,26.92,35.68,94.76,123.47,26.98,58.14,1.97,14-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
14-Nov-2020 - 00:00,22.09,987.26,56.42,63.28,164.78,0.73,529.85,361.96,6.96,62.56,31.23,19.16,72.32,106.62,42.3,63.47,2.34,15-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
15-Nov-2020 - 00:00,22.44,986.72,59.78,66.21,122.88,1.44,351.72,255.08,3.6,15.28,30.33,4.62,32.29,53.63,36.12,110.62,1.38,16-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
16-Nov-2020 - 00:00,22.03,988.33,71.04,64.89,144.23,0.98,106.16,79.75,1.56,7.59,30.92,8.57,32.98,48.88,20.02,59.61,0.92,17-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
17-Nov-2020 - 00:00,22.02,986.72,65.04,89.82,298.13,1.27,159.78,86.67,3.28,37.16,28.29,26.38,59.47,71.36,19.91,39.48,1.38,18-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
18-Nov-2020 - 00:00,21.02,985.61,60.76,87.66,294.43,0.94,176.79,111.83,3.48,36.71,22.55,36.75,79.19,92.57,18.81,51.8,1.59,19-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
19-Nov-2020 - 00:00,20.25,986.0,58.12,83.53,294.48,0.68,208.58,122.79,4.57,70.19,20.81,47.59,102.88,120.47,21.47,45.31,1.86,20-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
20-Nov-2020 - 00:00,20.45,987.5,54.16,87.18,302.99,1.43,260.29,153.25,4.38,52.82,20.78,32.21,83.03,106.75,24.5,49.54,1.58,21-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
