from date,NO2,NH3,NO,NOx,SO2,CO,Ozone,PM2.5,PM10,Benzene,Temp,WD,RH,BP,Toluene,to date,station
01-Jan-2020 - 00:00,,,,,,,,,,,,,,,,02-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
02-Jan-2020 - 00:00,,,,,,,,,,,,,,,,03-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
03-Jan-2020 - 00:00,,,,,,,,,,,,,,,,04-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
04-Jan-2020 - 00:00,,,,,,,,,,,,,,,,05-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
05-Jan-2020 - 00:00,,,,,,,,,,,,,,,,06-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
06-Jan-2020 - 00:00,10.26,6.73,6.8,10.69,14.53,0.84,33.55,10.92,43.03,0.12,24.05,270.11,63.61,717.11,52.36,07-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
07-Jan-2020 - 00:00,10.31,6.68,6.92,10.78,10.95,0.85,40.22,17.61,42.01,0.13,23.76,271.29,61.0,716.81,55.74,08-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
08-Jan-2020 - 00:00,11.86,6.6,7.03,11.69,11.97,0.86,52.32,33.53,67.91,0.15,23.84,243.14,55.72,716.03,51.7,09-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
09-Jan-2020 - 00:00,11.85,7.01,6.86,11.56,12.21,0.85,57.74,28.51,62.91,0.15,23.75,237.52,53.28,715.81,49.35,10-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
10-Jan-2020 - 00:00,12.53,6.27,6.99,12.03,12.18,0.86,52.96,26.12,79.51,0.15,23.51,218.0,53.47,715.99,52.73,11-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
11-Jan-2020 - 00:00,10.85,6.7,7.0,11.13,13.02,0.86,50.72,20.19,61.97,0.11,24.19,244.35,54.73,717.21,55.62,12-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
12-Jan-2020 - 00:00,13.91,5.44,7.13,12.87,9.04,0.87,40.11,34.48,72.05,0.23,25.03,233.54,58.19,716.36,56.71,13-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
13-Jan-2020 - 00:00,16.28,5.8,7.23,14.24,13.41,0.82,46.5,46.21,96.76,0.21,24.06,217.61,52.45,714.96,60.96,14-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
14-Jan-2020 - 00:00,11.41,11.62,6.9,11.36,14.04,0.73,57.5,51.07,107.39,0.2,23.3,213.72,51.21,714.68,41.66,15-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
15-Jan-2020 - 00:00,10.27,12.02,6.82,10.68,10.83,0.73,60.94,34.07,57.56,0.16,24.09,243.67,49.36,715.12,47.62,16-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
16-Jan-2020 - 00:00,12.52,11.1,7.05,12.06,12.85,0.75,56.26,30.65,75.01,0.18,25.09,141.72,51.09,715.29,49.64,17-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
17-Jan-2020 - 00:00,16.68,10.65,8.99,15.85,9.57,0.93,50.01,43.24,100.54,0.34,26.58,6.47,52.04,715.49,58.76,18-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
18-Jan-2020 - 00:00,9.09,12.16,7.11,10.3,7.48,0.76,37.93,17.66,46.98,0.12,25.69,7.39,64.52,715.68,67.38,19-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
19-Jan-2020 - 00:00,9.81,11.91,6.99,10.58,13.61,0.75,36.64,27.77,87.29,0.19,23.32,6.05,53.67,716.12,38.96,20-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
20-Jan-2020 - 00:00,11.52,11.36,6.99,11.49,15.98,0.74,45.87,27.68,78.83,0.17,23.6,8.42,51.24,716.93,40.17,21-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
21-Jan-2020 - 00:00,12.19,11.28,7.23,12.03,14.68,0.77,49.93,27.3,88.69,0.12,23.88,5.7,46.96,717.9,39.07,22-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
22-Jan-2020 - 00:00,10.14,11.92,6.91,10.69,15.01,0.74,44.73,18.38,50.4,0.11,25.11,8.84,58.31,718.35,48.67,23-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
23-Jan-2020 - 00:00,9.37,12.15,6.91,10.28,13.81,0.74,44.15,37.12,80.52,0.16,24.81,5.77,52.62,717.54,42.98,24-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
24-Jan-2020 - 00:00,14.6,9.97,7.5,13.55,16.22,0.79,35.77,51.82,120.51,0.33,24.99,8.21,46.62,716.92,46.06,25-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
25-Jan-2020 - 00:00,16.4,9.36,8.09,14.98,11.63,0.85,38.39,27.36,87.95,0.24,23.18,89.28,36.76,716.84,40.57,26-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
26-Jan-2020 - 00:00,15.48,10.22,7.61,14.1,14.56,0.81,51.01,39.01,102.46,0.26,23.47,185.56,38.67,715.9,35.15,27-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
27-Jan-2020 - 00:00,16.27,9.85,7.32,14.28,12.47,0.78,55.83,39.22,98.68,0.54,23.59,217.27,41.41,715.24,47.8,28-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
28-Jan-2020 - 00:00,17.94,9.69,6.97,14.89,17.7,0.74,74.57,59.77,138.3,0.29,22.78,177.49,45.64,715.59,38.96,29-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
29-Jan-2020 - 00:00,34.09,5.44,9.67,25.7,20.49,1.0,54.21,58.27,155.47,0.95,27.28,238.38,40.53,715.84,151.48,30-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
30-Jan-2020 - 00:00,22.97,8.87,8.51,18.84,22.31,0.89,72.42,57.12,159.67,24.11,23.68,204.55,30.26,715.02,67.51,31-Jan-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
31-Jan-2020 - 00:00,15.8,13.14,7.2,13.94,16.36,0.77,69.05,48.14,104.61,0.65,25.15,211.48,42.77,714.45,53.15,01-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
01-Feb-2020 - 00:00,11.55,14.72,7.03,11.54,16.54,0.75,55.01,38.29,85.0,0.15,26.62,271.48,51.98,715.24,44.04,02-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
02-Feb-2020 - 00:00,10.47,15.1,6.98,10.93,11.63,0.74,48.95,29.04,70.62,0.16,26.39,258.52,53.0,717.14,32.75,03-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
03-Feb-2020 - 00:00,12.31,14.38,7.16,12.05,17.0,0.76,46.34,31.91,85.7,0.18,25.13,223.11,48.14,717.26,36.74,04-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
04-Feb-2020 - 00:00,10.84,14.96,7.19,11.28,13.27,0.76,43.86,30.45,77.76,0.36,23.43,256.6,49.43,716.14,26.94,05-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
05-Feb-2020 - 00:00,10.32,15.22,7.0,10.86,12.42,0.75,49.66,24.11,68.45,0.17,25.27,255.39,49.4,715.96,34.02,06-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
06-Feb-2020 - 00:00,16.27,13.19,7.28,14.26,11.31,0.77,59.5,37.86,96.99,0.26,24.45,221.69,45.28,715.84,29.84,07-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
07-Feb-2020 - 00:00,15.41,13.6,7.03,13.58,17.13,0.75,64.41,53.81,119.79,0.22,25.2,229.6,49.32,716.31,31.12,08-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
08-Feb-2020 - 00:00,12.53,14.59,6.93,11.97,10.1,0.74,45.49,27.36,54.75,0.14,25.52,222.57,62.64,716.36,29.27,09-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
09-Feb-2020 - 00:00,,,,,,,,,,,,,,,,10-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
10-Feb-2020 - 00:00,,,,,,,,,,,,,,,,11-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
11-Feb-2020 - 00:00,,,,,,,,,,,,,,,,12-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
12-Feb-2020 - 00:00,,,,,,,,,,,,,,,,13-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
13-Feb-2020 - 00:00,,,,,,,,,,,,,,,,14-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
14-Feb-2020 - 00:00,,,,,,,,,,,,,,,,15-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
15-Feb-2020 - 00:00,,,,,,,,,,,,,,,,16-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
16-Feb-2020 - 00:00,,,,,,,,,,,,,,,,17-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
17-Feb-2020 - 00:00,18.18,12.14,7.49,15.47,8.48,0.79,60.16,36.06,120.84,0.21,27.77,201.0,21.1,717.14,30.51,18-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
18-Feb-2020 - 00:00,19.36,12.18,8.3,16.74,14.45,0.87,56.18,48.0,154.51,0.23,26.21,206.92,39.94,717.18,29.33,19-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
19-Feb-2020 - 00:00,15.99,12.99,7.91,14.63,35.69,0.83,53.61,83.73,137.86,0.32,25.82,268.5,40.12,716.29,29.02,20-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
20-Feb-2020 - 00:00,13.24,14.18,7.63,12.93,11.96,0.81,55.08,40.53,100.2,0.22,25.59,257.17,42.19,716.48,27.36,21-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
21-Feb-2020 - 00:00,10.74,15.35,6.81,10.92,12.19,0.73,55.45,30.72,76.05,0.14,20.55,250.17,44.98,717.72,14.53,22-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
22-Feb-2020 - 00:00,9.33,15.92,6.97,10.31,13.61,0.74,50.46,21.96,60.08,0.11,22.57,242.31,48.57,718.59,16.82,23-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
23-Feb-2020 - 00:00,8.14,16.58,6.73,9.48,16.45,0.72,64.18,32.46,55.86,0.1,20.34,265.01,48.53,717.88,12.98,24-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
24-Feb-2020 - 00:00,10.57,15.63,6.89,10.92,13.48,0.74,62.61,30.78,114.32,0.12,23.42,246.47,48.81,715.78,24.14,25-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
25-Feb-2020 - 00:00,12.96,14.61,6.94,12.22,15.27,0.74,56.72,40.66,99.81,0.24,24.55,236.67,45.3,714.46,25.2,26-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
26-Feb-2020 - 00:00,11.14,15.32,6.92,11.23,14.41,0.74,51.76,24.62,78.23,0.15,24.15,255.98,48.05,714.68,22.16,27-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
27-Feb-2020 - 00:00,11.39,15.27,6.87,11.33,12.78,0.73,59.08,41.33,94.55,0.15,24.06,247.64,46.52,715.29,22.31,28-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
28-Feb-2020 - 00:00,13.51,14.8,7.43,12.91,14.77,0.79,56.78,46.01,120.86,0.14,24.53,255.96,50.03,714.43,19.94,29-Feb-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
29-Feb-2020 - 00:00,10.99,15.49,6.91,11.14,10.69,0.74,59.27,52.59,104.3,0.16,23.26,248.16,46.54,714.27,18.71,01-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
01-Mar-2020 - 00:00,9.71,16.11,6.65,10.25,12.66,0.71,60.21,28.31,43.64,0.11,20.97,234.54,47.59,714.31,14.57,02-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
02-Mar-2020 - 00:00,16.44,13.94,7.48,14.5,16.98,0.79,52.57,62.34,183.82,0.21,22.22,231.55,55.07,715.06,16.29,03-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
03-Mar-2020 - 00:00,18.49,13.83,7.18,15.36,18.38,0.76,61.54,57.76,139.55,0.26,23.07,217.84,45.0,714.67,16.6,04-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
04-Mar-2020 - 00:00,20.85,12.14,7.27,16.67,14.71,0.77,50.24,46.9,129.97,0.3,23.54,196.94,37.01,714.38,17.93,05-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
05-Mar-2020 - 00:00,19.14,13.14,7.48,15.94,11.86,0.79,68.56,56.56,143.55,0.25,24.24,208.29,40.1,713.24,17.4,06-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
06-Mar-2020 - 00:00,14.76,14.43,6.93,13.18,14.88,0.74,63.36,40.72,112.1,0.2,24.18,175.88,44.4,713.68,19.16,07-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
07-Mar-2020 - 00:00,17.41,13.49,6.64,14.36,24.61,0.71,48.82,38.78,91.11,0.22,24.97,221.32,48.09,714.89,20.85,08-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
08-Mar-2020 - 00:00,14.05,14.66,6.43,12.39,12.0,0.7,48.99,29.64,47.56,0.14,26.56,261.88,48.94,714.65,21.54,09-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
09-Mar-2020 - 00:00,13.73,14.8,6.38,12.18,17.83,0.69,54.04,39.67,130.27,0.2,26.37,227.41,48.14,713.76,21.3,10-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
10-Mar-2020 - 00:00,11.47,15.63,6.41,10.97,24.15,0.69,57.33,23.73,46.16,0.14,25.89,261.61,43.94,714.0,18.42,11-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
11-Mar-2020 - 00:00,14.28,14.58,6.19,12.3,15.68,0.67,63.48,27.73,90.53,0.16,25.46,229.94,36.77,714.45,20.93,12-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
12-Mar-2020 - 00:00,14.55,14.54,6.24,12.5,16.92,0.68,61.2,27.79,66.34,0.18,23.37,213.52,34.95,715.63,18.89,13-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
13-Mar-2020 - 00:00,12.65,15.23,6.36,11.57,17.86,0.69,57.48,42.38,78.49,0.16,22.91,247.47,32.92,715.74,13.64,14-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
14-Mar-2020 - 00:00,12.82,15.16,6.5,11.78,14.93,0.7,50.99,26.62,38.14,0.14,22.39,229.97,37.74,714.67,14.03,15-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
15-Mar-2020 - 00:00,10.39,16.09,6.37,10.39,12.4,0.69,59.31,39.86,46.86,0.12,23.17,256.27,41.48,714.4,12.66,16-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
16-Mar-2020 - 00:00,10.86,15.75,6.32,10.59,17.14,0.68,42.69,19.02,58.48,0.13,23.91,266.46,42.41,715.68,15.37,17-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
17-Mar-2020 - 00:00,9.08,16.22,6.43,9.73,14.84,0.69,39.94,16.12,69.84,0.12,23.41,257.31,39.79,716.88,14.53,18-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
18-Mar-2020 - 00:00,11.71,15.2,6.46,11.14,18.14,0.69,40.77,16.85,68.66,0.16,24.45,239.4,31.65,716.34,15.13,19-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
19-Mar-2020 - 00:00,16.96,13.37,6.31,13.82,15.13,0.68,47.38,46.73,117.2,0.27,24.29,213.16,29.61,715.21,18.99,20-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
20-Mar-2020 - 00:00,12.97,15.34,6.38,11.76,16.57,0.69,64.31,40.27,98.14,0.17,23.79,189.85,43.94,715.01,14.13,21-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
21-Mar-2020 - 00:00,14.1,14.97,6.43,12.4,12.99,0.74,75.7,31.33,101.9,0.2,25.47,196.68,34.3,714.7,17.36,22-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
22-Mar-2020 - 00:00,10.88,15.93,6.39,10.66,16.44,0.81,58.33,31.42,85.2,0.15,24.73,222.45,38.19,714.65,15.89,23-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
23-Mar-2020 - 00:00,9.86,16.4,6.48,10.19,17.17,0.81,56.64,39.04,94.45,0.12,23.55,242.76,42.55,714.34,12.28,24-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
24-Mar-2020 - 00:00,11.18,15.76,6.34,10.79,18.45,0.8,34.71,37.42,93.96,0.14,26.94,220.43,36.19,713.23,19.09,25-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
25-Mar-2020 - 00:00,8.49,16.57,6.4,9.41,17.94,0.81,34.19,20.49,64.45,0.12,25.73,257.31,39.55,713.26,16.1,26-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
26-Mar-2020 - 00:00,8.26,16.58,6.39,9.26,20.05,0.81,53.18,21.91,71.45,0.12,25.64,234.09,36.49,713.8,15.74,27-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
27-Mar-2020 - 00:00,8.67,16.18,6.36,9.46,18.47,0.72,45.46,24.75,78.93,0.12,26.25,266.04,25.07,715.71,15.45,28-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
28-Mar-2020 - 00:00,9.08,16.13,6.45,9.75,20.92,0.7,36.36,20.94,65.91,0.12,24.17,151.47,45.15,715.68,10.7,29-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
29-Mar-2020 - 00:00,,,,,,,,,,,,,,,,30-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
30-Mar-2020 - 00:00,7.85,16.79,6.34,9.01,18.79,0.68,51.89,32.64,90.18,0.23,23.4,283.73,26.09,715.18,9.78,31-Mar-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
31-Mar-2020 - 00:00,7.09,17.4,6.41,8.66,14.44,0.69,57.05,27.38,78.3,0.13,21.4,226.14,29.31,715.11,8.56,01-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
01-Apr-2020 - 00:00,8.26,16.72,6.46,9.32,14.03,0.7,51.65,27.27,73.47,0.15,23.47,237.16,27.76,714.62,10.93,02-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
02-Apr-2020 - 00:00,6.99,17.6,6.37,8.57,16.49,0.69,62.68,35.12,87.04,0.11,22.21,252.05,27.43,713.55,8.63,03-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
03-Apr-2020 - 00:00,8.22,17.13,6.45,9.29,16.38,0.7,61.54,40.84,71.61,0.13,22.12,241.02,30.07,713.8,8.91,04-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
04-Apr-2020 - 00:00,8.01,17.02,6.38,9.13,15.36,0.69,58.01,37.45,70.7,0.14,21.93,221.22,32.42,714.42,8.13,05-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
05-Apr-2020 - 00:00,8.4,16.97,6.41,9.37,15.96,0.69,54.19,38.19,67.61,0.14,22.49,227.11,37.19,715.22,8.0,06-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
06-Apr-2020 - 00:00,7.62,17.47,6.44,8.98,9.21,0.7,63.83,24.66,54.87,0.11,24.22,169.85,40.3,715.41,8.82,07-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
07-Apr-2020 - 00:00,8.79,17.09,6.33,9.49,12.77,0.68,63.14,15.86,53.02,0.28,23.04,176.76,51.34,714.37,14.1,08-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
08-Apr-2020 - 00:00,16.12,14.85,6.43,13.47,20.79,0.69,54.3,17.94,30.56,0.13,22.94,195.47,50.28,714.98,11.51,09-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
09-Apr-2020 - 00:00,18.08,14.85,6.38,14.48,14.8,0.69,63.44,22.44,39.92,0.14,24.43,210.74,47.35,714.47,15.54,10-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
10-Apr-2020 - 00:00,15.85,15.28,6.37,13.29,22.89,0.69,77.18,12.42,27.5,0.11,24.83,253.82,24.97,714.26,11.52,11-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
11-Apr-2020 - 00:00,13.64,15.68,6.42,12.15,26.68,0.69,51.92,25.57,43.0,0.11,24.08,250.4,27.32,715.6,10.7,12-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
12-Apr-2020 - 00:00,14.98,15.38,6.41,12.85,16.01,0.69,49.55,26.57,49.4,0.12,22.86,237.62,33.16,715.55,9.73,13-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
13-Apr-2020 - 00:00,17.49,14.7,6.39,14.18,13.98,0.69,51.13,33.98,66.64,0.15,22.91,255.48,27.89,714.22,10.08,14-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
14-Apr-2020 - 00:00,16.39,14.83,6.4,13.59,13.16,0.72,50.46,26.82,69.07,0.15,24.25,251.81,25.51,714.4,11.12,15-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
15-Apr-2020 - 00:00,16.67,14.65,6.46,13.8,9.64,0.81,49.49,30.49,60.49,0.2,26.31,223.4,24.83,715.11,13.14,16-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
16-Apr-2020 - 00:00,14.11,15.27,6.31,12.31,13.43,0.79,57.52,47.05,86.73,0.18,24.37,229.59,20.14,714.23,12.1,17-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
17-Apr-2020 - 00:00,14.25,15.47,6.36,12.43,13.52,0.8,52.87,37.49,79.27,0.17,25.18,213.06,29.05,713.42,11.36,18-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
18-Apr-2020 - 00:00,14.54,15.39,6.44,12.65,9.55,0.81,45.9,30.68,62.33,0.16,25.5,246.02,34.66,713.77,12.05,19-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
19-Apr-2020 - 00:00,12.6,15.86,6.42,11.61,12.56,0.81,43.58,25.37,50.6,0.12,25.53,243.74,33.86,713.59,10.67,20-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
20-Apr-2020 - 00:00,13.19,15.69,6.42,11.92,15.33,0.81,33.61,14.31,35.49,0.13,24.63,260.47,39.79,713.95,9.49,21-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
21-Apr-2020 - 00:00,13.32,15.7,6.39,11.96,19.54,0.8,36.52,16.26,45.09,0.17,21.62,204.67,29.69,713.76,7.01,22-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
22-Apr-2020 - 00:00,13.01,15.9,6.41,11.8,18.35,0.8,42.96,23.81,52.51,0.11,21.84,225.6,33.25,713.23,7.39,23-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
23-Apr-2020 - 00:00,12.35,16.13,6.38,11.43,14.57,0.8,49.78,19.64,51.97,0.1,22.31,170.2,36.27,712.9,6.88,24-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
24-Apr-2020 - 00:00,16.93,14.89,6.44,13.91,14.66,0.81,50.26,19.98,40.8,0.1,23.39,144.35,48.24,712.55,7.47,25-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
25-Apr-2020 - 00:00,14.65,15.42,6.35,12.63,17.63,0.8,40.84,19.43,51.27,0.11,23.99,163.53,55.15,712.92,7.42,26-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
26-Apr-2020 - 00:00,16.79,14.91,6.33,13.74,21.26,0.8,46.56,17.81,38.2,0.11,24.15,216.91,49.98,713.6,9.65,27-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
27-Apr-2020 - 00:00,14.26,15.53,6.36,12.43,16.1,0.8,43.37,15.47,45.56,0.1,24.24,136.0,47.21,714.56,7.18,28-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
28-Apr-2020 - 00:00,,,,,,,,,,,,,,,,29-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
29-Apr-2020 - 00:00,15.64,15.15,6.45,13.24,21.92,0.81,32.52,16.18,39.1,0.23,26.44,183.23,46.57,713.77,9.36,30-Apr-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
30-Apr-2020 - 00:00,17.29,14.8,6.34,14.03,14.05,0.8,43.8,29.77,60.51,0.24,23.51,210.93,39.79,713.9,8.47,01-May-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
01-May-2020 - 00:00,16.98,14.94,6.36,13.88,15.36,0.8,47.58,32.58,81.48,0.31,23.68,187.84,40.3,713.83,7.26,02-May-2020 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
