from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,WS,WD,AT,RH,BP,to date,station
09-Sep-2020 - 00:00,51.15,115.14,,,,,,,22.03,,0.0,2.03,8.25,36.46,68.58,740.2,10-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
10-Sep-2020 - 00:00,50.59,128.17,67.41,,42.7,28.28,,,22.88,,0.0,1.55,11.52,36.72,64.85,740.0,11-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
11-Sep-2020 - 00:00,53.18,152.42,60.57,,45.8,31.8,,,37.13,0.0,0.0,0.77,18.96,37.61,56.73,740.0,12-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
12-Sep-2020 - 00:00,60.57,165.78,48.29,,40.91,31.7,,,73.72,,0.0,0.81,16.7,37.52,57.42,740.23,13-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
13-Sep-2020 - 00:00,69.52,161.01,35.2,,23.19,33.4,,,77.8,0.0,0.0,0.98,15.49,37.06,62.51,740.2,14-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
14-Sep-2020 - 00:00,80.16,169.58,43.01,4.59,29.35,29.54,2.43,0.68,35.79,0.0,0.0,0.68,14.91,37.1,63.57,740.01,15-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
15-Sep-2020 - 00:00,75.0,163.93,41.01,6.38,26.89,27.26,3.02,0.74,52.04,,0.0,0.82,67.44,37.27,61.17,740.07,16-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
16-Sep-2020 - 00:00,64.58,175.12,47.54,15.64,37.77,29.57,5.57,0.55,33.79,0.03,0.34,1.0,131.59,37.89,60.81,740.02,17-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
17-Sep-2020 - 00:00,44.14,129.64,41.72,7.79,28.53,31.85,5.38,0.87,24.5,0.0,0.0,1.55,179.86,37.94,59.03,740.0,18-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
18-Sep-2020 - 00:00,36.48,123.76,37.2,8.83,26.89,32.67,3.91,0.92,25.72,0.0,0.0,1.67,171.05,38.15,58.99,740.0,19-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
19-Sep-2020 - 00:00,55.97,148.48,37.09,6.55,25.05,30.74,3.46,0.86,47.0,0.0,0.0,0.94,268.83,37.76,60.04,740.0,20-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
20-Sep-2020 - 00:00,72.26,170.33,32.43,6.11,22.21,28.67,3.64,0.97,50.07,,,1.33,266.07,37.22,61.51,740.0,21-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
21-Sep-2020 - 00:00,62.35,162.84,34.36,4.9,22.23,30.5,8.72,1.03,58.46,,0.0,0.81,266.69,37.51,59.64,740.0,22-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
22-Sep-2020 - 00:00,30.14,85.65,30.96,5.7,21.11,29.96,18.6,0.85,20.86,,,1.66,263.25,36.78,63.42,740.0,23-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
23-Sep-2020 - 00:00,20.63,68.68,29.4,5.9,20.43,27.67,18.98,0.62,20.2,,,1.33,262.79,35.9,66.02,740.0,24-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
24-Sep-2020 - 00:00,35.51,87.56,28.31,5.43,19.47,22.78,7.82,0.76,41.8,,,1.26,264.72,35.07,67.43,740.0,25-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
25-Sep-2020 - 00:00,50.32,151.64,55.16,16.29,42.59,23.82,6.41,1.09,29.51,2.18,13.46,1.0,265.55,36.26,60.06,740.0,26-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
26-Sep-2020 - 00:00,55.25,195.12,91.46,79.71,113.25,28.49,25.6,2.58,6.85,1.96,13.11,1.06,258.66,35.12,57.65,740.0,27-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
27-Sep-2020 - 00:00,37.43,146.49,52.11,17.57,47.7,37.56,9.07,1.05,26.13,0.95,6.16,0.84,262.84,34.88,52.73,740.18,28-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
28-Sep-2020 - 00:00,50.43,214.21,44.78,4.73,27.67,,15.02,1.34,28.9,0.87,4.95,1.22,278.74,35.53,50.88,740.21,29-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
29-Sep-2020 - 00:00,60.17,219.49,55.93,9.91,37.81,,5.72,0.99,22.85,1.44,7.23,1.46,260.75,35.07,55.84,740.22,30-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
30-Sep-2020 - 00:00,50.56,192.47,60.83,10.37,40.79,,6.11,0.97,22.72,1.09,8.15,1.41,256.61,34.82,51.16,740.16,01-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
01-Oct-2020 - 00:00,56.3,209.46,71.61,30.54,62.91,,6.71,1.36,19.16,2.0,10.06,1.17,260.98,35.25,49.23,740.03,02-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
02-Oct-2020 - 00:00,72.58,212.49,58.41,18.97,46.49,0.28,5.52,1.17,33.27,1.69,9.59,0.93,260.69,34.92,50.05,740.1,03-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
03-Oct-2020 - 00:00,75.21,204.98,67.79,8.24,42.77,33.19,7.68,1.15,30.6,1.77,8.72,0.89,238.89,34.81,47.27,740.2,04-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
04-Oct-2020 - 00:00,84.74,221.08,74.24,15.78,52.32,34.01,7.38,1.18,33.97,1.84,11.6,0.79,213.3,34.04,45.23,740.26,05-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
05-Oct-2020 - 00:00,66.45,220.59,78.72,20.04,58.17,33.96,7.01,1.26,20.78,1.67,11.75,1.43,213.7,34.03,44.32,740.17,06-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
06-Oct-2020 - 00:00,74.04,235.9,88.3,32.25,72.59,39.39,8.44,1.65,15.27,2.36,13.5,1.25,214.44,34.19,44.23,740.24,07-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
07-Oct-2020 - 00:00,108.61,263.26,78.31,21.09,58.05,45.31,10.03,1.73,26.11,2.62,16.96,0.98,213.44,34.52,43.92,740.48,08-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
08-Oct-2020 - 00:00,91.27,240.38,76.0,18.29,54.65,48.74,10.98,1.63,3.11,2.04,14.83,1.03,213.11,34.38,46.28,740.42,09-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
09-Oct-2020 - 00:00,91.39,249.27,85.54,20.18,61.91,49.59,9.91,1.69,5.81,2.17,15.34,0.71,213.27,34.12,46.06,740.4,10-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
10-Oct-2020 - 00:00,98.29,245.66,77.76,14.45,53.1,45.41,10.11,1.72,7.71,1.98,12.3,0.74,213.12,33.97,48.61,740.31,11-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
11-Oct-2020 - 00:00,103.52,251.76,74.96,25.71,60.78,43.85,7.72,1.65,7.51,1.81,10.85,0.82,212.7,33.82,49.2,740.16,12-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
12-Oct-2020 - 00:00,147.74,316.09,94.76,50.49,91.45,42.99,9.5,2.2,14.87,2.92,14.47,0.61,213.82,34.28,45.08,740.03,13-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
13-Oct-2020 - 00:00,139.89,286.26,61.72,16.81,46.5,49.55,21.87,1.81,27.34,2.15,15.86,0.62,212.58,34.25,54.61,740.08,14-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
14-Oct-2020 - 00:00,148.22,296.65,82.51,22.22,61.96,47.73,27.2,1.93,53.33,2.75,17.05,0.44,184.4,34.7,51.86,740.21,15-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
15-Oct-2020 - 00:00,176.82,328.41,77.19,14.67,52.98,50.01,17.91,1.42,53.33,3.04,13.36,1.13,163.03,34.58,36.73,740.27,16-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
16-Oct-2020 - 00:00,114.68,260.55,95.05,42.23,84.11,43.73,10.88,2.76,46.04,2.93,13.2,1.31,161.44,33.31,32.46,740.27,17-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
17-Oct-2020 - 00:00,139.62,314.38,139.75,120.29,168.84,56.39,10.32,2.18,18.77,3.49,22.45,0.56,161.77,32.45,39.33,740.48,18-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
18-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,19-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
19-Oct-2020 - 00:00,83.38,249.79,118.71,31.79,88.99,41.5,7.06,2.05,24.76,2.61,16.34,0.3,175.56,29.46,21.71,706.0,20-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
20-Oct-2020 - 00:00,111.7,266.65,109.04,58.35,105.44,44.67,9.89,2.06,37.08,3.24,12.97,0.3,175.96,28.12,26.02,706.0,21-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
21-Oct-2020 - 00:00,119.33,295.22,148.92,162.89,189.95,50.15,7.73,3.09,7.13,3.69,25.05,0.3,176.36,28.66,28.09,706.16,22-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
22-Oct-2020 - 00:00,180.95,382.56,147.24,119.07,173.41,62.75,14.86,3.38,47.63,4.77,22.92,0.3,175.25,28.2,31.03,706.0,23-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
23-Oct-2020 - 00:00,251.26,437.51,131.45,76.99,132.51,65.29,16.32,3.17,,4.5,22.68,0.3,175.61,27.99,31.05,706.0,24-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
24-Oct-2020 - 00:00,191.97,377.42,139.63,120.22,172.03,59.23,7.85,3.28,,4.18,23.46,0.3,174.82,26.84,35.85,706.0,25-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
25-Oct-2020 - 00:00,203.53,396.75,168.74,189.76,244.08,67.36,13.06,3.91,,4.12,25.06,0.3,175.32,27.42,37.66,706.19,26-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
26-Oct-2020 - 00:00,186.47,398.54,156.79,85.8,153.21,89.58,14.2,4.78,5.44,4.38,21.97,0.3,174.97,27.02,36.81,706.29,27-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
27-Oct-2020 - 00:00,146.04,310.97,113.1,67.49,108.34,61.89,6.97,2.49,24.14,3.01,17.21,0.3,174.82,26.17,30.38,706.14,28-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
28-Oct-2020 - 00:00,189.48,371.89,155.79,111.6,173.6,66.57,7.62,1.63,,3.41,19.37,0.3,175.1,25.01,33.29,706.27,29-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
29-Oct-2020 - 00:00,243.82,462.16,193.25,144.23,206.63,80.89,15.13,1.97,16.66,4.84,27.56,0.3,175.83,25.38,37.43,706.34,30-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
30-Oct-2020 - 00:00,221.53,385.97,143.63,81.01,142.25,80.16,6.45,1.66,21.47,3.92,21.79,0.3,176.85,25.37,35.73,706.29,31-Oct-2020 - 00:00,"Sector-1, Noida - UPPCB"
31-Oct-2020 - 00:00,281.15,436.52,100.23,26.78,75.09,76.12,7.71,1.44,22.95,2.85,12.03,0.3,176.19,24.7,36.79,706.3,01-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
01-Nov-2020 - 00:00,271.92,421.47,102.81,42.14,88.94,62.85,8.12,1.46,24.78,2.29,11.78,0.3,175.86,24.62,30.06,706.35,02-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
02-Nov-2020 - 00:00,159.08,325.05,132.82,102.53,125.08,46.89,7.19,2.29,19.22,2.74,14.09,0.3,175.52,24.85,29.43,706.41,03-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
03-Nov-2020 - 00:00,149.47,314.83,151.32,146.27,193.85,54.39,12.35,2.98,38.95,3.54,22.46,0.3,176.19,26.43,31.67,706.36,04-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
04-Nov-2020 - 00:00,321.31,530.38,177.12,117.52,172.58,80.12,17.16,4.85,73.37,3.81,19.96,0.3,175.39,25.16,41.16,706.21,05-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
05-Nov-2020 - 00:00,284.2,449.34,145.01,87.44,142.85,68.84,18.16,3.27,21.34,3.02,16.79,0.3,176.49,26.27,36.26,716.27,06-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
06-Nov-2020 - 00:00,250.93,439.34,174.7,130.07,183.8,66.66,15.48,3.77,20.56,3.75,23.07,0.3,175.9,26.22,36.56,741.88,07-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
07-Nov-2020 - 00:00,331.75,518.62,149.6,108.74,150.23,74.13,15.16,3.73,32.08,3.57,18.95,0.3,175.67,25.93,38.29,742.0,08-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
08-Nov-2020 - 00:00,363.79,580.35,168.48,93.29,165.47,77.1,9.76,4.22,33.69,3.96,21.77,0.3,174.92,25.05,42.94,742.0,09-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
09-Nov-2020 - 00:00,427.48,732.83,159.58,82.94,152.31,85.35,5.56,5.32,36.12,4.28,21.91,0.3,174.76,24.32,49.52,742.0,10-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
10-Nov-2020 - 00:00,254.54,367.0,139.93,106.09,158.85,79.38,11.14,3.67,34.08,4.47,27.16,0.3,175.07,25.29,50.03,741.71,11-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
11-Nov-2020 - 00:00,165.21,306.23,132.41,104.67,155.51,60.53,10.5,4.04,20.71,3.97,29.78,0.3,175.23,25.66,48.4,742.0,12-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
12-Nov-2020 - 00:00,167.67,340.02,167.32,112.81,176.99,62.53,7.49,4.54,22.58,3.46,22.99,0.3,178.76,31.99,55.66,742.0,13-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
13-Nov-2020 - 00:00,195.33,345.96,137.87,55.88,136.38,51.26,4.74,3.36,23.66,2.11,12.31,0.3,179.55,30.32,51.3,742.0,14-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
14-Nov-2020 - 00:00,450.26,579.59,122.46,56.64,111.17,85.01,8.74,3.39,34.57,2.83,14.71,0.3,173.14,31.1,53.89,741.57,15-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
15-Nov-2020 - 00:00,295.07,365.79,75.12,9.21,47.44,94.65,8.36,2.0,21.29,1.81,8.6,0.3,174.46,30.25,58.66,741.45,16-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
16-Nov-2020 - 00:00,89.28,123.27,64.55,18.32,49.23,77.46,10.65,1.31,9.57,0.89,5.94,0.3,173.55,28.59,74.97,741.82,17-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
17-Nov-2020 - 00:00,77.24,141.72,75.89,34.77,68.65,72.8,7.56,1.61,10.31,1.57,9.32,0.3,173.97,32.05,66.61,741.48,18-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
18-Nov-2020 - 00:00,111.4,180.22,80.67,17.41,57.06,63.53,9.71,1.66,14.52,1.4,9.53,0.3,173.77,34.01,61.86,741.26,19-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
19-Nov-2020 - 00:00,154.47,243.16,94.23,24.92,70.38,57.09,8.81,1.95,20.84,2.0,12.04,0.3,173.72,30.7,52.76,741.32,20-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
20-Nov-2020 - 00:00,147.77,238.27,97.93,21.7,69.73,52.23,9.59,1.88,16.86,1.71,10.21,0.3,173.27,28.52,48.75,741.56,21-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
21-Nov-2020 - 00:00,112.05,199.86,83.58,17.76,58.9,47.36,10.34,1.67,16.04,1.45,10.13,0.3,172.9,26.92,45.12,741.61,22-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
22-Nov-2020 - 00:00,142.33,243.77,103.42,57.14,101.46,48.26,10.37,2.18,17.51,1.84,11.78,0.3,173.47,26.53,43.65,741.7,23-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
23-Nov-2020 - 00:00,181.18,302.7,145.63,117.41,158.07,49.66,8.61,3.13,21.43,2.33,16.04,0.3,173.64,25.92,42.78,741.75,24-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
24-Nov-2020 - 00:00,282.5,461.4,199.39,185.57,138.3,58.03,8.27,4.5,40.52,3.96,23.25,0.3,173.53,26.54,50.61,741.76,25-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
25-Nov-2020 - 00:00,260.17,389.75,104.21,16.84,69.12,60.46,10.7,2.52,34.52,2.52,15.7,0.3,173.42,26.91,56.6,741.86,26-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
26-Nov-2020 - 00:00,107.31,174.88,68.47,12.39,46.5,56.87,12.49,1.55,20.33,2.09,10.03,0.3,174.38,27.72,59.96,742.0,27-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
27-Nov-2020 - 00:00,73.76,144.25,,,,,11.39,1.59,11.08,1.52,11.23,0.3,174.18,27.15,55.16,742.0,28-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
28-Nov-2020 - 00:00,116.48,197.14,100.44,13.62,62.68,39.56,10.41,1.83,15.14,1.89,11.43,0.3,173.95,26.72,52.23,742.0,29-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
29-Nov-2020 - 00:00,134.03,234.02,,,,,10.8,2.36,19.4,1.82,11.32,0.3,173.83,26.69,47.62,742.0,30-Nov-2020 - 00:00,"Sector-1, Noida - UPPCB"
30-Nov-2020 - 00:00,175.95,299.68,242.24,102.65,212.3,26.12,12.17,3.2,20.94,2.69,15.76,0.3,174.12,25.74,50.21,741.93,01-Dec-2020 - 00:00,"Sector-1, Noida - UPPCB"
01-Dec-2020 - 00:00,271.0,458.0,314.2,278.85,393.85,25.5,13.8,5.4,23.53,5.4,31.75,0.3,173.5,23.75,60.0,742.0,02-Dec-2020 - 00:00,"Sector-1, Noida - UPPCB"
