from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,WS,WD,AT,RH,BP,to date,station
27-Jan-2020 - 00:00,258.1,350.17,109.2,175.49,200.77,93.09,15.05,4.45,18.99,1.78,19.18,2.23,192.31,20.19,67.14,740.19,28-Jan-2020 - 00:00,"Sector-1, Noida - UPPCB"
28-Jan-2020 - 00:00,133.71,158.36,54.3,7.42,34.78,60.31,14.5,2.62,33.9,0.6,6.42,3.63,178.44,20.54,75.2,740.18,29-Jan-2020 - 00:00,"Sector-1, Noida - UPPCB"
29-Jan-2020 - 00:00,94.05,136.59,60.85,18.82,47.67,50.91,8.62,1.95,34.92,0.66,9.13,2.15,131.82,20.22,68.04,740.98,30-Jan-2020 - 00:00,"Sector-1, Noida - UPPCB"
30-Jan-2020 - 00:00,98.96,162.44,68.89,25.04,57.01,51.87,8.81,2.23,31.47,0.65,9.31,2.31,110.2,19.87,67.25,741.0,31-Jan-2020 - 00:00,"Sector-1, Noida - UPPCB"
31-Jan-2020 - 00:00,102.51,163.64,68.39,18.96,51.79,47.6,8.4,1.87,32.55,0.71,7.24,2.27,179.21,18.43,63.58,740.86,01-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
01-Feb-2020 - 00:00,138.43,204.41,67.96,31.05,61.39,57.22,13.46,0.55,38.31,0.87,8.6,2.17,144.5,19.06,67.9,741.0,02-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
02-Feb-2020 - 00:00,141.92,207.15,74.43,38.12,70.58,57.33,7.45,2.26,35.29,0.81,7.6,2.02,180.11,18.64,67.22,741.14,03-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
03-Feb-2020 - 00:00,162.73,255.47,85.21,48.26,84.55,59.19,13.36,2.25,50.9,1.04,12.87,1.56,185.03,19.78,57.06,741.1,04-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
04-Feb-2020 - 00:00,220.48,334.89,96.38,58.38,97.71,68.27,18.11,3.18,54.4,1.34,22.45,1.63,188.19,20.47,54.6,741.0,05-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
05-Feb-2020 - 00:00,162.45,239.69,76.03,26.64,62.09,58.34,13.41,1.67,42.17,0.91,9.26,2.16,140.6,20.28,58.83,741.0,06-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
06-Feb-2020 - 00:00,136.42,209.7,79.5,28.67,65.61,51.92,12.19,2.15,57.73,0.8,11.37,2.05,194.15,19.33,59.7,740.93,07-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
07-Feb-2020 - 00:00,167.12,252.29,86.55,44.17,81.94,60.62,20.53,2.62,87.63,0.95,16.42,1.8,141.78,19.74,59.16,741.09,08-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
08-Feb-2020 - 00:00,167.32,239.98,72.89,24.27,58.5,59.2,12.73,2.31,45.96,0.76,9.03,2.22,153.19,19.93,61.52,741.23,09-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
09-Feb-2020 - 00:00,175.96,253.86,80.59,37.99,72.43,58.47,13.77,2.4,52.21,0.81,9.43,1.74,157.52,20.51,59.09,741.28,10-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
10-Feb-2020 - 00:00,202.48,294.54,96.24,71.89,109.64,65.81,13.07,2.67,45.34,1.03,12.41,1.6,157.71,20.68,58.19,741.14,11-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
11-Feb-2020 - 00:00,198.74,301.21,101.25,91.23,128.03,67.43,12.68,3.22,51.01,1.36,20.82,1.48,146.44,21.48,55.16,741.2,12-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
12-Feb-2020 - 00:00,200.15,293.73,84.63,34.87,73.36,67.12,14.75,2.43,43.09,0.9,10.62,2.59,207.09,22.27,59.94,741.08,13-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
13-Feb-2020 - 00:00,97.86,170.05,56.55,5.62,34.53,48.27,11.59,1.99,50.89,0.49,5.12,3.0,194.29,24.61,52.71,741.0,14-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
14-Feb-2020 - 00:00,71.41,166.29,47.12,3.24,27.22,37.96,10.67,1.2,66.07,0.44,3.71,3.98,111.99,23.98,49.71,740.79,15-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
15-Feb-2020 - 00:00,86.89,178.11,67.95,9.78,44.09,39.66,13.23,2.2,57.76,0.64,6.25,2.89,201.51,23.44,44.14,740.68,16-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
16-Feb-2020 - 00:00,154.06,237.01,87.38,52.64,88.36,52.91,15.26,2.54,54.72,0.76,8.7,2.0,184.76,24.01,49.01,741.0,17-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
17-Feb-2020 - 00:00,82.76,298.31,96.71,77.56,114.5,61.0,21.05,3.13,46.92,1.03,12.32,2.21,204.11,24.39,49.34,741.1,18-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
18-Feb-2020 - 00:00,138.18,245.62,94.75,49.53,90.62,49.24,21.02,2.7,55.99,0.77,9.13,2.29,198.05,24.37,42.36,741.0,19-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
19-Feb-2020 - 00:00,141.66,267.43,68.11,86.97,103.91,57.96,17.63,4.2,69.95,0.95,14.86,3.29,215.92,24.59,49.48,740.76,20-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
20-Feb-2020 - 00:00,118.08,241.58,38.73,2.62,22.59,53.83,13.34,1.74,98.46,0.49,4.8,5.13,201.77,25.73,52.78,740.88,21-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
21-Feb-2020 - 00:00,58.09,82.61,34.04,1.32,19.12,45.54,13.81,2.47,68.86,0.33,4.94,5.1,149.3,21.7,74.33,740.99,22-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
22-Feb-2020 - 00:00,74.81,133.78,60.84,35.98,58.93,40.44,18.13,1.79,43.59,0.83,12.53,2.38,152.86,23.5,68.11,741.22,23-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
23-Feb-2020 - 00:00,148.66,219.15,66.32,28.68,56.02,61.68,16.18,2.3,64.83,0.85,10.08,1.81,118.73,25.42,63.81,741.2,24-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
24-Feb-2020 - 00:00,79.04,143.02,58.14,5.56,35.42,51.16,15.71,1.78,62.24,0.63,8.9,2.4,92.96,27.54,51.06,741.0,25-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
25-Feb-2020 - 00:00,160.03,243.97,83.08,33.27,71.24,56.98,17.18,2.53,36.53,0.75,9.15,1.86,189.47,25.3,64.06,740.82,26-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
26-Feb-2020 - 00:00,158.26,255.86,79.44,43.76,77.82,57.52,14.65,2.61,47.44,0.96,12.82,1.97,211.61,25.97,62.99,740.99,27-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
27-Feb-2020 - 00:00,109.1,172.66,48.13,4.76,29.39,56.09,13.4,1.75,43.87,0.55,6.15,2.52,215.05,25.53,68.61,741.0,28-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
28-Feb-2020 - 00:00,96.32,155.69,33.66,2.06,19.27,47.79,9.83,1.86,56.62,0.42,4.09,4.17,208.46,25.69,68.07,741.0,29-Feb-2020 - 00:00,"Sector-1, Noida - UPPCB"
29-Feb-2020 - 00:00,66.45,105.59,37.66,2.08,21.67,41.54,12.24,1.39,47.96,0.36,4.95,4.39,189.91,24.71,71.53,740.68,01-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
01-Mar-2020 - 00:00,35.11,70.81,51.63,24.77,44.15,34.51,12.24,1.54,49.89,0.31,5.12,1.93,219.52,25.33,65.92,740.83,02-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
02-Mar-2020 - 00:00,126.4,221.28,91.47,62.04,99.1,59.11,15.27,2.76,38.55,0.94,11.11,1.36,143.46,27.13,63.93,740.88,03-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
03-Mar-2020 - 00:00,95.1,189.2,75.65,29.18,63.96,50.77,15.31,1.91,45.15,0.7,8.99,1.91,160.76,27.41,54.75,740.44,04-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
04-Mar-2020 - 00:00,82.16,188.52,58.17,35.42,59.12,49.41,25.6,2.3,50.62,0.52,8.44,2.77,202.66,26.58,56.53,740.36,05-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
05-Mar-2020 - 00:00,30.65,59.3,38.52,2.63,22.62,35.05,12.79,2.02,49.58,0.23,4.17,4.09,187.14,24.11,66.39,740.29,06-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
06-Mar-2020 - 00:00,17.89,32.19,36.29,2.71,21.2,30.87,8.47,0.87,45.63,0.17,3.2,4.76,199.04,21.27,79.48,740.0,07-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
07-Mar-2020 - 00:00,43.27,80.61,43.0,6.58,27.14,29.19,7.11,1.47,45.08,0.33,4.66,2.59,216.29,21.89,76.38,740.68,08-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
08-Mar-2020 - 00:00,107.5,164.5,63.07,26.92,55.43,35.15,6.77,1.48,4.43,0.53,5.65,0.9,298.83,21.08,90.0,741.0,09-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
09-Mar-2020 - 00:00,46.71,145.4,60.12,19.89,48.09,31.51,9.07,1.6,43.54,0.43,4.46,2.65,151.78,26.54,41.2,740.84,10-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
10-Mar-2020 - 00:00,92.38,164.26,45.13,11.74,32.06,42.44,11.49,2.47,59.91,0.47,3.5,1.95,194.81,24.73,53.16,740.5,11-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
11-Mar-2020 - 00:00,56.36,113.14,32.1,1.31,17.92,44.23,10.99,1.53,60.37,0.31,3.19,4.1,206.57,26.04,61.01,740.19,12-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
12-Mar-2020 - 00:00,60.2,160.82,48.13,8.69,32.36,36.08,11.4,1.61,39.23,0.4,6.81,2.69,190.27,26.96,58.83,740.69,13-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
13-Mar-2020 - 00:00,52.94,166.28,49.48,10.04,34.48,29.78,11.82,2.66,41.83,0.33,4.36,2.44,211.6,26.66,47.06,740.8,14-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
14-Mar-2020 - 00:00,41.31,79.76,42.43,5.63,26.84,34.61,9.39,1.8,33.03,0.42,5.79,2.89,163.88,23.04,76.07,740.97,15-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
15-Mar-2020 - 00:00,53.1,99.83,50.94,23.93,45.83,33.27,13.48,2.85,45.59,0.43,6.33,1.84,194.5,22.04,71.66,741.0,16-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
16-Mar-2020 - 00:00,48.96,150.94,69.96,35.22,65.82,38.09,10.53,2.31,61.92,0.59,8.15,1.94,137.14,27.82,54.28,741.0,17-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
17-Mar-2020 - 00:00,76.04,166.44,71.88,21.36,55.6,37.73,10.78,5.2,41.9,0.5,6.53,2.06,122.59,26.84,56.36,741.0,18-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
18-Mar-2020 - 00:00,59.72,153.77,66.65,13.73,46.61,40.14,8.83,1.91,45.24,0.51,7.71,2.3,105.82,28.28,52.86,741.0,19-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
19-Mar-2020 - 00:00,105.47,209.76,65.09,40.51,67.57,45.78,22.44,3.15,49.87,0.59,8.36,2.12,182.89,28.87,58.47,740.64,20-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
20-Mar-2020 - 00:00,98.09,206.64,73.77,14.37,50.92,43.46,28.83,4.38,69.09,0.57,10.72,2.15,191.8,29.98,53.95,740.41,21-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
21-Mar-2020 - 00:00,75.59,172.93,65.17,11.74,44.21,40.42,16.97,3.66,54.43,0.5,5.88,1.94,162.91,30.03,49.29,740.68,22-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
22-Mar-2020 - 00:00,75.3,126.45,26.22,0.93,14.53,39.12,18.63,2.94,68.69,0.35,3.94,2.12,135.33,30.03,49.08,740.84,23-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
23-Mar-2020 - 00:00,58.38,110.09,30.29,1.28,16.83,36.53,19.14,2.2,75.32,0.3,2.93,1.94,166.75,30.65,46.08,740.86,24-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
24-Mar-2020 - 00:00,60.84,117.48,21.18,0.66,11.61,42.02,16.95,3.4,51.44,0.35,2.06,2.2,201.2,29.96,51.53,740.48,25-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
25-Mar-2020 - 00:00,38.74,72.54,20.71,1.16,11.84,44.1,12.86,2.52,32.76,0.23,1.93,2.16,173.98,30.67,54.55,740.7,26-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
26-Mar-2020 - 00:00,40.61,76.91,16.4,0.83,9.27,40.05,11.95,1.09,23.56,0.17,1.25,2.85,168.66,29.74,57.64,740.82,27-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
27-Mar-2020 - 00:00,23.67,42.56,12.59,1.27,7.42,37.42,8.69,0.47,24.15,0.12,1.01,2.8,193.18,26.96,68.24,741.0,28-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
28-Mar-2020 - 00:00,19.61,35.8,15.17,0.6,8.41,35.95,9.67,0.95,25.42,0.13,1.44,2.7,122.42,27.7,63.9,741.0,29-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
29-Mar-2020 - 00:00,18.94,47.85,12.46,0.48,6.81,28.7,7.46,1.59,43.56,0.09,0.93,3.14,105.73,29.12,51.47,740.81,30-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
30-Mar-2020 - 00:00,33.07,,13.1,0.62,7.19,27.51,8.93,1.13,55.48,0.14,1.11,2.57,139.34,29.13,48.43,740.8,31-Mar-2020 - 00:00,"Sector-1, Noida - UPPCB"
31-Mar-2020 - 00:00,28.66,,12.88,0.52,6.97,28.51,9.45,1.33,56.88,0.14,1.21,2.83,130.23,30.04,46.86,740.64,01-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
01-Apr-2020 - 00:00,28.88,,14.22,1.0,8.07,33.76,11.44,2.62,50.43,0.19,1.36,2.64,138.44,30.83,48.42,740.55,02-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
02-Apr-2020 - 00:00,24.68,,10.51,0.42,5.75,29.36,9.47,1.53,55.77,0.12,0.98,2.99,108.74,30.33,45.19,740.69,03-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
03-Apr-2020 - 00:00,30.31,,14.36,0.46,7.76,25.66,9.76,2.16,73.13,0.16,1.15,2.62,134.23,29.56,36.73,740.78,04-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
04-Apr-2020 - 00:00,36.17,,19.03,0.68,10.35,28.09,10.52,1.85,66.73,0.2,1.85,2.24,113.6,30.98,36.88,740.8,05-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
05-Apr-2020 - 00:00,52.39,,16.19,0.48,8.8,36.44,15.85,2.6,80.66,0.26,3.18,2.39,139.36,31.88,39.84,740.94,06-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
06-Apr-2020 - 00:00,60.9,,16.29,0.78,8.91,35.01,26.6,1.65,82.33,0.4,2.84,2.31,145.25,34.15,35.19,740.96,07-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
07-Apr-2020 - 00:00,24.82,,10.69,0.73,5.91,36.09,10.11,,63.82,0.14,1.17,3.23,129.7,32.05,40.78,740.41,08-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
08-Apr-2020 - 00:00,21.11,,12.05,0.38,6.43,29.49,10.2,2.66,73.11,0.13,1.53,2.76,104.64,31.97,34.75,740.61,09-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
09-Apr-2020 - 00:00,32.85,,15.01,0.38,8.01,29.76,12.97,1.37,75.49,0.18,1.47,2.27,183.76,31.79,36.05,740.64,10-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
10-Apr-2020 - 00:00,59.17,,25.16,0.62,13.56,33.13,24.29,1.82,78.16,0.32,3.33,1.61,170.7,34.22,32.35,740.74,11-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
11-Apr-2020 - 00:00,69.68,,18.55,0.41,9.84,41.79,40.72,1.61,110.65,0.45,3.46,1.99,124.79,35.93,31.31,741.0,12-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
12-Apr-2020 - 00:00,34.68,,13.29,0.29,7.07,35.61,13.07,1.73,70.8,0.18,1.38,2.48,149.58,34.77,34.33,740.62,13-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
13-Apr-2020 - 00:00,65.02,,23.9,0.78,13.03,37.04,18.74,1.56,58.2,0.3,2.16,2.13,208.51,36.58,33.36,740.3,14-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
14-Apr-2020 - 00:00,48.22,,21.81,0.64,11.76,41.42,17.69,1.72,69.08,0.28,3.34,1.5,211.36,38.0,31.47,740.58,15-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
15-Apr-2020 - 00:00,55.3,,20.64,0.36,11.01,38.39,15.01,1.78,55.88,0.39,2.74,1.87,196.64,38.1,26.88,740.4,16-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
16-Apr-2020 - 00:00,79.58,211.09,29.8,1.35,16.48,44.22,18.33,0.94,61.4,0.42,3.73,2.26,172.49,37.38,27.64,740.25,17-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
17-Apr-2020 - 00:00,20.2,122.0,9.21,0.22,4.85,40.24,11.44,0.86,78.21,0.14,1.16,3.27,153.57,36.01,29.91,740.17,18-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
18-Apr-2020 - 00:00,20.39,112.96,14.0,2.43,8.13,38.58,10.26,1.57,63.4,0.15,1.29,3.98,161.6,33.3,42.61,740.32,19-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
19-Apr-2020 - 00:00,31.01,106.0,20.1,1.35,11.38,43.46,12.64,,50.86,0.23,2.64,2.05,166.56,33.11,44.31,740.27,20-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
20-Apr-2020 - 00:00,46.14,106.0,24.09,2.07,14.24,48.39,14.11,1.98,35.77,0.41,4.64,2.18,223.28,32.26,42.52,740.28,21-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
21-Apr-2020 - 00:00,36.81,106.0,18.42,0.52,9.91,38.94,13.33,4.25,61.6,0.25,1.77,1.93,159.58,32.73,41.88,740.29,22-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
22-Apr-2020 - 00:00,61.4,101.19,24.01,1.4,13.36,37.71,15.36,1.81,67.16,0.3,2.82,1.66,169.24,34.55,33.49,740.26,23-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
23-Apr-2020 - 00:00,58.78,153.09,17.3,0.25,9.22,36.51,14.0,3.8,67.82,0.34,2.35,2.07,214.28,34.69,32.92,740.22,24-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
24-Apr-2020 - 00:00,58.85,133.15,16.71,0.52,9.04,43.36,13.36,1.9,70.68,0.36,2.53,1.82,221.17,35.21,37.54,740.15,25-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
25-Apr-2020 - 00:00,25.78,90.92,11.41,0.38,5.95,36.94,9.64,2.25,81.56,0.14,1.6,2.12,232.0,35.87,33.31,740.15,26-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
26-Apr-2020 - 00:00,44.82,141.94,10.87,0.58,5.92,45.11,10.73,1.55,60.31,0.27,1.88,4.06,198.09,30.51,55.96,740.09,27-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
27-Apr-2020 - 00:00,27.24,53.35,8.28,0.41,4.49,42.74,9.34,3.69,63.83,0.18,0.83,4.68,190.23,30.22,62.96,740.72,28-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
28-Apr-2020 - 00:00,42.73,83.23,9.87,0.29,5.29,41.99,10.67,1.32,76.54,0.24,1.52,2.83,193.91,32.85,52.74,740.72,29-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
29-Apr-2020 - 00:00,61.59,124.98,11.91,0.41,6.49,41.81,12.66,3.75,81.7,0.28,1.29,2.08,220.01,35.45,48.02,740.38,30-Apr-2020 - 00:00,"Sector-1, Noida - UPPCB"
30-Apr-2020 - 00:00,50.47,123.86,10.19,0.27,5.53,44.0,12.04,1.55,79.62,0.23,1.56,2.33,202.25,36.06,45.47,740.32,01-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
01-May-2020 - 00:00,58.68,147.27,11.3,0.42,6.15,52.9,13.16,1.33,72.27,0.25,1.5,3.19,189.53,35.66,52.22,740.2,02-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
02-May-2020 - 00:00,32.82,120.78,8.54,0.34,4.64,46.63,10.4,1.96,66.13,0.15,0.84,5.24,194.62,34.58,53.31,740.05,03-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
03-May-2020 - 00:00,30.85,79.59,9.11,0.39,4.97,44.58,9.47,0.9,53.11,0.17,1.21,3.84,188.98,32.69,60.16,740.1,04-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
