from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,to date,station
09-Nov-2020 - 00:00,31.0,0.37,90.86,1.46,24.0,13.9,11.8,22.96,68.12,149.57,0.18,0.76,0.04,26.07,45.97,3.95,32.98,162.38,712.14,10-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
10-Nov-2020 - 00:00,30.71,0.41,79.36,2.58,26.52,16.2,12.25,20.16,73.79,152.84,0.18,0.39,0.01,24.44,52.17,4.09,34.9,118.99,711.01,11-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
11-Nov-2020 - 00:00,30.41,0.44,57.56,2.39,27.26,16.41,12.35,17.56,53.91,117.08,0.18,1.26,0.05,25.16,59.34,2.94,43.45,121.03,711.16,12-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
12-Nov-2020 - 00:00,30.11,0.4,24.69,3.13,22.93,14.74,16.92,7.62,28.96,77.65,0.17,5.15,0.11,25.27,77.74,2.56,64.95,64.2,712.07,13-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-Nov-2020 - 00:00,30.37,0.42,28.18,4.37,21.67,15.09,17.66,5.39,27.59,73.42,0.17,3.42,0.14,25.96,75.03,2.21,88.85,75.18,711.94,14-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-Nov-2020 - 00:00,30.48,0.39,38.95,2.03,25.06,14.95,17.25,9.89,42.55,99.92,0.2,4.72,0.12,26.82,67.18,2.0,109.64,115.92,711.1,15-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-Nov-2020 - 00:00,30.45,0.36,44.58,1.41,15.48,9.38,16.46,5.78,45.14,88.71,0.17,2.78,0.07,26.56,66.58,2.09,88.9,110.48,711.23,16-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-Nov-2020 - 00:00,30.37,0.34,39.46,1.59,16.19,9.91,15.68,3.85,37.41,79.64,0.14,2.03,0.07,26.54,68.08,2.75,82.25,106.26,711.46,17-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-Nov-2020 - 00:00,30.17,0.45,38.05,2.07,26.52,15.79,14.05,4.18,51.93,96.74,0.19,3.22,0.21,26.73,62.33,2.23,95.77,115.49,710.84,18-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-Nov-2020 - 00:00,30.19,0.43,34.29,1.78,23.16,13.77,14.98,3.39,33.6,73.15,0.15,1.3,0.21,26.52,70.84,2.02,128.27,100.21,710.98,19-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-Nov-2020 - 00:00,30.31,0.41,30.51,2.23,19.43,12.15,16.02,3.07,26.1,62.66,0.15,1.8,0.17,26.58,72.99,2.31,97.59,99.25,711.17,20-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-Nov-2020 - 00:00,30.64,0.45,32.77,3.53,29.05,18.33,15.86,6.51,30.15,77.51,0.22,2.36,0.28,26.9,64.74,1.78,133.11,106.74,711.39,21-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-Nov-2020 - 00:00,30.23,0.38,30.9,4.02,35.39,22.1,17.59,12.72,52.83,141.73,0.22,4.43,0.19,26.8,60.67,2.07,129.99,95.83,711.5,22-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-Nov-2020 - 00:00,30.39,0.34,39.46,1.95,22.82,13.73,16.91,9.27,57.94,103.67,0.15,3.05,0.06,26.26,67.25,2.28,39.58,87.9,712.05,23-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-Nov-2020 - 00:00,30.44,0.41,48.3,1.55,23.46,13.74,16.65,12.75,60.58,113.41,0.16,1.87,0.04,25.56,60.94,3.1,62.23,95.8,712.23,24-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-Nov-2020 - 00:00,30.64,0.32,40.36,1.88,30.35,17.67,13.38,23.77,59.19,113.46,0.15,0.8,0.02,24.76,55.05,3.71,44.05,96.83,711.62,25-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-Nov-2020 - 00:00,30.26,0.29,37.21,1.75,22.48,13.36,13.03,14.19,48.47,90.28,0.15,2.13,0.05,25.14,61.69,3.19,51.93,106.27,710.75,26-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-Nov-2020 - 00:00,30.71,0.39,30.13,250.61,12.23,207.22,10.27,5.07,33.45,64.69,0.13,0.9,0.02,24.33,75.88,4.08,50.03,52.8,710.76,27-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-Nov-2020 - 00:00,29.84,0.31,28.16,64.93,13.43,59.04,10.95,4.43,45.65,56.91,0.12,1.21,0.0,22.25,88.77,4.51,37.5,37.07,711.75,28-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-Nov-2020 - 00:00,29.6,0.47,25.11,2.29,18.46,11.68,12.89,5.51,33.16,60.58,0.12,1.31,0.05,23.26,84.83,3.51,84.14,78.67,712.54,29-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-Nov-2020 - 00:00,30.16,0.44,28.38,2.06,21.06,12.87,14.82,3.49,40.17,77.15,0.19,3.33,0.16,25.15,78.99,1.85,142.14,78.05,712.93,30-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
30-Nov-2020 - 00:00,29.79,0.54,35.03,3.47,36.55,22.25,15.3,5.92,62.29,122.32,0.29,5.31,0.33,25.67,67.96,1.33,123.69,85.94,712.64,01-Dec-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
01-Dec-2020 - 00:00,29.8,0.94,12.65,10.15,73.3,47.2,18.1,5.2,72.0,174.0,0.4,7.85,0.7,24.2,76.0,0.95,204.5,14.0,713.0,02-Dec-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
