from date,BP,PM2.5,PM10,RF,RH,SR,WD,WS,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Ozone,Toluene,CO,NH3,NO,NO2,NOx,SO2,to date,station
30-Oct-2020 - 00:00,748.92,218.62,429.69,0.0,42.79,98.79,269.77,0.9,5.75,28.59,20.21,13.93,20.88,18.29,1.78,58.25,67.57,106.35,173.92,96.5,31-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
31-Oct-2020 - 00:00,748.93,226.08,420.88,0.0,44.54,105.49,282.56,1.21,3.19,5.7,6.1,2.66,23.38,15.22,1.67,59.75,41.24,63.29,104.38,90.29,01-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-Nov-2020 - 00:00,749.46,160.3,329.36,0.0,41.76,29.74,207.36,0.46,2.04,4.98,7.25,5.28,7.13,3.48,1.46,56.87,17.61,43.28,60.29,63.7,02-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-Nov-2020 - 00:00,750.03,162.37,336.54,0.0,34.21,103.5,190.37,0.74,2.98,10.46,7.23,7.63,13.98,6.96,1.52,56.04,44.44,71.8,106.49,68.52,03-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-Nov-2020 - 00:00,749.27,156.05,341.05,0.0,32.51,111.66,185.45,0.71,4.75,13.34,11.8,11.0,25.61,23.49,1.67,52.63,64.93,72.69,136.05,53.75,04-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-Nov-2020 - 00:00,748.27,253.68,467.07,0.0,42.1,88.23,213.85,0.68,4.82,21.08,17.61,15.66,18.41,17.15,1.94,70.56,62.37,103.64,164.82,63.95,05-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-Nov-2020 - 00:00,749.36,260.47,504.05,0.0,41.2,97.39,159.64,0.58,4.49,26.27,21.82,11.97,28.66,9.54,1.89,76.02,52.48,90.33,132.77,55.02,06-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-Nov-2020 - 00:00,752.08,270.72,488.25,0.0,41.12,86.74,164.3,0.59,6.97,50.31,34.79,21.52,21.83,10.98,2.19,76.64,48.43,104.94,151.42,66.9,07-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-Nov-2020 - 00:00,753.03,333.57,609.81,0.0,36.05,84.75,205.23,0.71,6.8,36.84,27.87,32.62,24.04,18.94,2.25,88.08,60.99,122.63,182.43,83.41,08-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-Nov-2020 - 00:00,753.44,367.94,569.51,0.0,47.19,57.18,165.36,0.51,5.91,45.51,27.96,18.56,18.98,14.62,2.41,88.39,45.53,111.63,156.55,61.06,09-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-Nov-2020 - 00:00,751.98,479.84,700.47,0.0,46.9,69.5,164.54,0.62,4.02,10.84,10.41,10.15,13.92,8.01,2.66,99.83,60.51,125.77,186.09,62.46,10-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-Nov-2020 - 00:00,750.73,402.63,557.73,0.0,43.62,69.64,148.88,0.41,6.44,13.32,15.15,15.09,26.22,20.86,2.78,98.61,46.07,90.07,135.8,38.89,11-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-Nov-2020 - 00:00,752.37,201.76,418.48,0.0,41.08,77.32,127.99,0.41,3.97,7.0,6.87,5.63,29.04,14.26,2.25,47.32,29.21,41.19,70.21,31.75,12-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-Nov-2020 - 00:00,753.7,173.59,357.99,0.0,42.37,86.0,135.54,0.41,6.73,19.64,14.53,8.23,30.2,19.9,2.23,45.44,34.25,54.22,87.87,37.69,13-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Nov-2020 - 00:00,752.41,198.65,416.26,0.0,40.42,81.97,182.74,0.54,6.0,16.81,13.05,8.61,29.69,22.07,1.85,50.66,26.17,50.92,76.11,39.49,14-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-Nov-2020 - 00:00,750.17,212.57,389.83,0.0,42.1,77.66,140.15,0.4,6.06,8.06,9.55,4.99,55.44,17.06,1.64,44.11,19.6,40.89,59.34,26.02,15-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-Nov-2020 - 00:00,749.75,132.17,242.51,0.01,44.21,79.82,121.33,0.48,3.3,1.23,1.57,0.68,76.87,13.73,1.0,37.89,13.21,27.46,40.1,28.91,16-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-Nov-2020 - 00:00,751.12,77.99,122.93,0.0,80.19,41.82,126.71,0.48,1.59,0.99,1.04,0.39,21.52,13.5,0.93,39.9,20.79,28.17,48.48,16.52,17-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-Nov-2020 - 00:00,749.9,115.54,203.55,0.0,62.63,108.16,284.96,1.04,2.89,2.99,2.91,1.44,13.71,19.56,1.05,36.53,33.68,45.22,78.4,51.14,18-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-Nov-2020 - 00:00,748.76,141.12,262.47,0.0,50.11,90.86,196.17,0.68,2.86,4.43,4.38,1.73,19.68,23.78,0.99,35.57,31.2,57.19,88.01,55.58,19-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-Nov-2020 - 00:00,749.09,174.31,313.74,0.0,40.07,89.79,157.65,0.76,4.16,6.58,9.72,3.9,26.94,20.56,1.17,36.19,24.56,58.39,81.52,67.3,20-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-Nov-2020 - 00:00,750.86,169.7,323.46,0.0,40.31,99.68,276.67,1.18,3.3,6.26,7.89,2.82,25.35,25.33,1.08,33.08,40.12,69.3,108.64,68.25,21-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-Nov-2020 - 00:00,751.31,132.28,280.27,0.0,34.78,99.57,287.77,1.43,2.89,4.89,4.18,1.23,25.35,27.23,0.95,32.86,32.91,62.57,95.11,74.22,22-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-Nov-2020 - 00:00,751.77,114.59,228.02,0.0,32.77,98.27,214.29,0.83,2.87,3.43,4.22,1.28,32.61,16.52,0.97,35.15,21.33,45.16,66.12,52.9,23-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-Nov-2020 - 00:00,751.83,163.91,329.41,0.0,36.97,86.0,122.94,0.42,6.42,12.28,10.86,19.83,36.92,18.04,1.22,31.31,25.33,42.9,67.76,42.41,24-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Nov-2020 - 00:00,751.25,160.67,295.36,0.0,38.86,80.84,130.03,0.53,30.16,17.33,12.76,8.82,57.09,27.3,1.17,36.49,17.84,44.68,61.49,36.44,25-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Nov-2020 - 00:00,751.42,157.34,285.33,0.0,40.97,60.75,99.25,0.59,4.14,4.58,4.93,3.26,60.17,16.79,1.29,37.19,17.19,33.39,50.01,43.15,26-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Nov-2020 - 00:00,753.69,154.52,265.72,0.0,51.52,55.53,181.68,1.03,3.66,3.93,5.29,2.76,12.14,19.34,1.3,46.42,34.76,45.76,80.43,98.69,27-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Nov-2020 - 00:00,755.77,124.12,253.02,0.0,47.17,95.68,295.61,1.37,2.88,5.01,4.73,1.75,20.46,36.02,0.85,44.81,46.2,60.86,102.01,71.25,28-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-Nov-2020 - 00:00,754.74,110.98,235.87,0.0,42.98,94.76,268.94,1.13,3.15,5.54,5.94,2.57,22.39,19.3,1.01,55.42,26.9,49.14,75.59,57.24,29-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-Nov-2020 - 00:00,753.26,135.81,313.44,0.0,40.93,90.88,194.14,0.6,4.23,10.1,10.12,5.38,24.55,11.5,1.25,49.97,39.57,52.17,90.65,47.26,30-Nov-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
30-Nov-2020 - 00:00,752.33,183.04,347.42,0.0,42.07,81.53,214.22,0.63,5.27,8.78,9.43,4.75,23.51,10.11,1.26,56.56,34.03,62.18,95.59,41.98,01-Dec-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-Dec-2020 - 00:00,752.17,232.11,394.6,0.0,52.69,6.65,178.93,0.45,5.91,4.46,7.27,5.57,4.37,4.34,1.54,42.0,8.8,34.17,42.97,24.26,02-Dec-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
