from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,AT,WS,WD,RH,BP,to date,station
19-Aug-2020 - 00:00,9.97,26.5,17.36,1.57,10.49,3.08,23.56,0.34,13.21,0.01,0.06,25.68,1.2,264.89,65.16,721.85,20-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
20-Aug-2020 - 00:00,11.57,32.23,15.81,1.42,9.57,2.97,21.84,0.33,12.68,0.01,0.09,25.53,1.18,259.46,65.89,721.73,21-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
21-Aug-2020 - 00:00,10.17,27.0,18.14,1.63,10.97,8.25,23.73,0.31,13.79,0.02,0.1,26.0,1.2,248.23,64.46,723.41,22-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
22-Aug-2020 - 00:00,10.67,25.25,20.8,1.47,12.27,4.19,18.84,0.32,17.1,0.03,0.1,26.57,1.06,258.55,61.67,724.12,23-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
23-Aug-2020 - 00:00,8.83,24.15,23.04,1.41,13.4,2.92,23.2,0.32,13.21,0.02,0.05,26.44,1.06,257.55,62.09,723.92,24-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
24-Aug-2020 - 00:00,12.0,31.4,21.08,1.85,12.71,3.36,20.91,0.32,18.15,0.02,0.08,26.63,0.91,261.15,60.55,724.22,25-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
25-Aug-2020 - 00:00,13.38,36.85,22.66,5.33,16.37,3.65,20.25,0.33,17.35,0.03,0.06,26.97,1.04,256.73,54.24,724.8,26-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
26-Aug-2020 - 00:00,12.8,36.2,22.39,2.06,13.57,3.67,19.14,0.32,15.92,0.0,0.05,27.21,1.05,258.73,55.59,724.58,27-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
27-Aug-2020 - 00:00,17.17,41.89,20.48,2.15,12.64,3.55,17.94,0.33,18.36,0.01,0.07,26.63,1.16,268.98,53.43,723.58,28-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
28-Aug-2020 - 00:00,12.7,32.7,16.69,0.7,9.44,3.45,15.56,0.31,25.75,0.02,0.05,26.92,1.23,265.03,50.89,722.86,29-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
29-Aug-2020 - 00:00,12.06,29.66,16.88,0.54,9.34,4.54,22.22,0.31,28.98,0.01,0.05,26.94,1.22,256.3,53.67,722.91,30-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
30-Aug-2020 - 00:00,10.21,29.93,22.92,3.07,14.69,2.68,22.51,0.34,23.98,0.02,0.05,27.14,1.29,262.99,54.06,723.41,31-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
31-Aug-2020 - 00:00,8.84,23.14,22.6,3.2,14.61,2.59,22.64,0.33,18.32,0.02,0.07,26.42,1.02,252.9,61.6,723.98,01-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
01-Sep-2020 - 00:00,9.01,23.04,28.11,2.74,16.82,3.34,24.99,0.38,18.78,0.01,0.13,25.56,0.9,234.94,67.27,723.81,02-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
02-Sep-2020 - 00:00,7.2,21.54,19.39,0.23,10.38,2.94,20.16,0.32,21.07,0.0,0.06,25.12,0.63,218.66,71.84,723.12,03-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
03-Sep-2020 - 00:00,8.38,19.07,13.15,0.31,7.09,5.37,17.88,0.31,27.43,0.0,0.07,25.99,0.71,181.63,66.86,722.42,04-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
04-Sep-2020 - 00:00,15.39,31.83,4.03,2.59,4.25,5.12,21.8,0.34,25.12,0.0,0.18,26.51,0.87,162.19,63.91,722.33,05-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
05-Sep-2020 - 00:00,17.29,32.05,7.72,2.56,6.14,8.2,25.13,0.33,28.58,0.03,0.09,26.83,0.83,172.15,64.51,721.6,06-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
06-Sep-2020 - 00:00,28.12,50.35,16.74,2.53,10.84,10.34,26.53,0.39,4.9,0.0,0.19,24.8,0.44,181.0,77.24,721.68,07-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
07-Sep-2020 - 00:00,7.09,17.38,6.28,2.53,5.36,9.44,24.8,0.34,19.48,0.0,0.03,25.83,1.17,236.85,64.42,723.01,08-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
08-Sep-2020 - 00:00,8.72,15.52,6.33,2.72,5.59,7.99,24.56,0.33,19.41,0.01,0.03,26.66,1.04,242.52,61.92,722.91,09-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
09-Sep-2020 - 00:00,10.09,20.78,5.83,2.55,5.13,8.67,24.56,0.32,22.03,0.0,0.05,26.16,1.05,239.78,65.28,722.2,10-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
10-Sep-2020 - 00:00,6.01,14.85,5.65,2.56,5.07,7.12,23.91,0.32,21.28,0.0,0.04,25.28,1.38,249.32,67.19,721.26,11-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
11-Sep-2020 - 00:00,9.28,19.33,5.97,2.52,5.22,5.36,25.26,0.31,17.31,0.01,0.05,24.92,1.52,252.32,66.85,721.78,12-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
12-Sep-2020 - 00:00,7.23,17.5,7.19,2.51,5.83,5.22,24.49,0.32,13.09,0.02,0.07,24.39,1.19,255.82,73.15,723.69,13-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
13-Sep-2020 - 00:00,10.74,22.31,11.31,2.48,7.99,5.41,23.14,0.34,9.22,0.01,0.06,24.29,0.97,269.61,74.25,723.91,14-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
14-Sep-2020 - 00:00,11.8,26.15,10.8,2.52,7.79,5.09,20.42,0.33,11.39,0.01,0.09,25.1,1.23,271.01,66.98,722.95,15-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
15-Sep-2020 - 00:00,11.08,29.67,11.01,2.55,7.91,4.74,20.17,0.32,11.23,0.0,0.1,25.13,1.15,259.07,66.89,722.54,16-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
16-Sep-2020 - 00:00,10.46,23.86,9.63,2.57,7.21,5.47,19.43,0.32,13.69,0.01,0.09,25.55,1.31,263.6,64.75,722.9,17-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
17-Sep-2020 - 00:00,11.24,25.25,7.87,2.51,6.19,6.06,17.42,0.32,16.62,0.0,0.08,25.76,1.31,259.12,63.49,723.29,18-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
18-Sep-2020 - 00:00,6.38,18.0,7.83,2.56,6.16,6.25,18.96,0.31,15.53,0.0,0.03,25.94,1.75,273.15,62.46,721.98,19-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
19-Sep-2020 - 00:00,9.49,20.78,7.28,2.57,5.9,5.48,24.42,0.33,14.13,0.01,0.05,24.77,1.4,255.52,69.45,720.43,20-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
20-Sep-2020 - 00:00,6.44,15.03,7.34,2.55,5.94,4.93,21.56,0.3,14.81,0.0,0.05,23.89,1.46,261.72,73.03,720.35,21-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
21-Sep-2020 - 00:00,9.26,21.97,6.47,2.56,5.52,4.55,23.73,0.31,13.97,0.02,0.06,24.67,1.88,268.9,67.07,720.35,22-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
22-Sep-2020 - 00:00,9.98,27.77,8.23,2.52,6.3,4.56,23.63,0.31,17.3,0.01,0.06,24.49,1.42,258.8,68.44,721.2,23-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
23-Sep-2020 - 00:00,15.59,41.92,11.03,2.51,7.81,4.58,20.58,0.33,16.11,0.01,0.1,24.96,1.25,262.8,63.7,723.16,24-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
24-Sep-2020 - 00:00,13.55,31.95,8.48,2.55,6.58,6.1,21.29,0.31,18.1,0.02,0.08,25.68,1.08,250.03,63.49,724.64,25-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
25-Sep-2020 - 00:00,12.21,28.38,7.62,2.42,5.89,6.84,20.44,0.25,19.58,0.02,0.05,26.25,1.33,254.17,60.97,724.24,26-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
26-Sep-2020 - 00:00,14.15,33.77,12.59,2.37,8.6,6.25,21.1,0.31,9.49,0.02,0.08,25.31,1.06,270.57,66.36,724.26,27-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
27-Sep-2020 - 00:00,15.55,30.86,12.16,2.46,8.41,6.19,18.39,0.28,11.3,0.01,0.06,25.63,0.99,264.75,64.6,724.57,28-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
28-Sep-2020 - 00:00,15.06,30.16,7.24,2.48,5.85,6.33,21.28,0.46,17.24,0.04,0.17,26.02,0.91,261.38,62.79,723.92,29-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
29-Sep-2020 - 00:00,13.45,29.07,10.69,2.53,7.73,6.12,16.07,0.75,19.27,0.01,0.07,25.31,1.15,248.11,67.43,723.35,30-Sep-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
30-Sep-2020 - 00:00,11.31,26.61,10.69,2.7,7.87,5.72,21.09,0.63,14.95,0.02,0.22,25.11,0.95,259.58,69.19,722.83,01-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
01-Oct-2020 - 00:00,15.48,38.89,13.97,2.6,9.31,4.88,21.38,0.58,14.65,0.01,0.12,25.15,1.06,258.64,63.47,723.27,02-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
02-Oct-2020 - 00:00,18.55,37.15,10.91,2.48,7.83,5.6,17.02,0.47,23.44,0.02,0.08,26.06,1.13,262.78,62.09,723.03,03-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
03-Oct-2020 - 00:00,10.36,23.68,6.59,2.45,5.49,5.67,22.81,0.46,24.75,0.01,0.03,25.32,1.31,251.28,67.51,724.02,04-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
04-Oct-2020 - 00:00,8.94,24.01,9.44,2.56,7.03,5.13,23.38,0.41,18.01,0.02,0.06,24.98,1.18,262.96,66.14,725.22,05-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
05-Oct-2020 - 00:00,8.24,34.01,13.41,2.53,9.11,5.63,23.77,0.52,18.34,0.02,0.07,25.49,0.97,276.47,63.22,724.22,06-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
06-Oct-2020 - 00:00,10.95,46.98,15.37,2.44,10.0,6.22,22.25,0.46,21.18,0.01,0.1,26.16,0.65,236.4,63.81,723.28,07-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
07-Oct-2020 - 00:00,13.62,45.99,13.56,2.5,9.16,6.74,21.27,0.48,30.15,0.01,0.09,26.68,0.98,235.45,61.76,723.84,08-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
08-Oct-2020 - 00:00,14.82,53.15,12.92,2.5,8.88,6.74,20.16,0.51,40.07,0.02,0.14,26.86,0.84,223.11,62.86,723.3,09-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
09-Oct-2020 - 00:00,12.19,35.83,9.82,2.56,7.27,7.15,21.29,0.43,42.77,0.02,0.14,25.51,0.85,231.12,69.75,723.66,10-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
10-Oct-2020 - 00:00,10.0,19.09,11.72,2.5,8.26,5.37,21.29,0.5,36.64,0.01,0.11,25.33,0.96,237.41,68.49,723.27,11-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
11-Oct-2020 - 00:00,10.12,31.46,10.8,2.46,7.71,5.13,25.5,,27.49,0.02,0.09,24.85,0.94,263.56,71.78,721.74,12-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
12-Oct-2020 - 00:00,13.81,35.35,9.22,2.55,6.97,4.62,22.34,0.27,32.38,0.03,0.13,24.63,0.87,258.07,72.04,719.59,13-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
13-Oct-2020 - 00:00,12.96,33.29,8.58,2.5,6.54,4.78,25.86,0.44,41.94,0.01,0.07,24.59,1.35,263.25,69.28,719.35,14-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
14-Oct-2020 - 00:00,9.75,33.12,7.11,2.6,5.9,4.96,24.3,0.5,35.01,0.0,0.05,24.77,1.67,256.9,65.62,720.41,15-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
15-Oct-2020 - 00:00,9.85,31.98,7.59,2.49,6.02,4.79,26.6,0.37,24.04,0.0,0.07,25.03,1.2,251.04,63.45,721.18,16-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
16-Oct-2020 - 00:00,29.35,71.83,14.51,2.45,9.62,5.87,23.04,0.48,32.92,0.03,0.13,25.48,0.95,246.11,62.31,721.32,17-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
17-Oct-2020 - 00:00,30.1,68.09,15.61,2.35,10.11,7.26,22.39,0.39,25.76,0.04,0.18,25.58,0.58,226.85,65.14,722.28,18-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
18-Oct-2020 - 00:00,24.88,57.1,13.94,2.7,9.55,9.97,16.54,0.37,23.86,0.04,0.12,26.59,0.64,236.33,64.11,723.0,19-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
19-Oct-2020 - 00:00,20.59,43.35,15.81,3.23,10.35,9.94,16.95,0.28,16.21,0.04,0.14,26.79,0.74,244.1,65.17,722.73,20-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
20-Oct-2020 - 00:00,15.91,31.0,11.55,2.51,8.08,9.14,17.05,0.31,18.42,0.04,0.12,25.76,0.86,246.83,71.61,722.3,21-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
21-Oct-2020 - 00:00,9.83,18.5,10.3,2.53,7.53,4.66,18.04,0.41,27.36,0.02,0.05,26.34,1.05,267.35,70.48,722.96,22-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
22-Oct-2020 - 00:00,8.79,17.57,9.29,2.44,6.92,4.32,41.27,0.41,26.88,0.01,0.1,27.98,1.36,264.1,67.09,722.45,23-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
23-Oct-2020 - 00:00,11.76,23.82,10.76,2.49,7.76,4.62,25.77,0.39,25.28,0.0,0.06,25.75,1.34,267.21,66.37,722.26,24-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
24-Oct-2020 - 00:00,11.37,27.25,13.98,2.66,9.28,3.5,14.45,0.33,23.31,0.02,0.1,25.01,0.71,204.83,62.3,724.68,25-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
25-Oct-2020 - 00:00,18.47,36.98,14.42,2.64,9.47,4.19,18.13,0.4,26.57,0.05,0.19,25.35,0.68,219.07,61.77,725.41,26-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
26-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,27-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
27-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,28-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
28-Oct-2020 - 00:00,47.13,83.97,31.78,3.73,19.15,5.58,18.71,0.42,28.25,0.09,0.32,24.38,0.56,168.77,57.2,725.93,29-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
29-Oct-2020 - 00:00,49.71,92.17,25.86,2.77,15.77,5.6,18.37,0.55,55.68,0.09,0.35,24.75,0.68,173.52,57.74,726.22,30-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
30-Oct-2020 - 00:00,47.84,86.7,25.94,2.84,15.68,5.93,20.76,0.6,45.58,0.06,0.24,24.86,0.67,156.42,56.25,725.75,31-Oct-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
31-Oct-2020 - 00:00,67.22,101.46,29.11,2.77,17.44,6.81,19.65,0.67,51.77,0.08,0.48,25.33,0.59,172.44,58.39,725.71,01-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
01-Nov-2020 - 00:00,65.28,92.72,24.88,2.69,15.08,6.54,20.35,0.58,43.54,0.04,0.29,25.75,0.6,167.96,58.48,726.35,02-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
02-Nov-2020 - 00:00,76.92,104.74,27.1,2.65,16.43,7.13,21.14,0.58,43.56,0.05,0.22,26.06,0.56,181.51,60.53,726.88,03-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
03-Nov-2020 - 00:00,58.54,80.84,25.9,2.68,15.7,7.05,18.04,0.53,39.39,0.05,0.34,26.18,0.63,164.45,59.32,726.89,04-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
04-Nov-2020 - 00:00,53.25,71.8,22.88,3.03,14.08,6.6,16.28,0.17,36.95,0.07,0.46,25.96,0.71,147.47,61.86,726.57,05-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
05-Nov-2020 - 00:00,40.46,52.4,16.91,2.58,10.95,6.84,19.85,0.09,27.4,0.04,0.42,25.15,0.84,132.62,67.88,727.17,06-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
06-Nov-2020 - 00:00,15.24,22.0,5.49,2.39,4.81,9.47,32.0,0.14,28.27,0.09,0.09,27.36,1.71,111.06,54.44,728.0,07-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
07-Nov-2020 - 00:00,19.08,32.48,11.66,2.49,7.98,6.4,32.09,0.23,19.12,0.0,0.27,26.05,0.97,137.0,61.19,728.43,08-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
08-Nov-2020 - 00:00,34.56,48.48,15.02,2.61,9.98,5.92,41.24,0.36,29.9,0.02,0.24,25.61,0.81,139.08,62.97,728.66,09-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
09-Nov-2020 - 00:00,66.05,85.03,24.8,2.45,15.07,5.0,29.18,0.34,37.57,0.03,0.13,24.59,0.63,164.03,63.91,727.8,10-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
10-Nov-2020 - 00:00,56.94,80.53,31.75,3.12,19.07,4.33,27.56,0.38,51.11,0.05,0.28,28.14,0.69,156.3,55.09,725.77,11-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
11-Nov-2020 - 00:00,51.95,75.31,24.74,3.07,14.96,5.77,16.99,0.37,39.99,0.07,0.3,31.34,0.7,156.64,58.2,725.85,12-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
12-Nov-2020 - 00:00,39.93,57.04,14.74,2.59,9.95,6.39,23.72,0.33,30.7,0.01,0.15,24.25,0.63,143.57,67.72,726.83,13-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
13-Nov-2020 - 00:00,14.75,24.58,13.48,2.71,9.24,6.13,25.95,0.32,17.02,0.01,0.18,24.75,0.81,144.19,69.51,726.81,14-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
14-Nov-2020 - 00:00,22.46,33.61,17.84,2.51,11.23,5.61,25.05,0.32,13.03,0.02,0.27,23.74,0.69,138.54,73.24,726.61,15-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
15-Nov-2020 - 00:00,29.24,42.1,21.7,2.52,13.56,5.9,29.78,0.36,16.37,0.05,0.2,24.29,0.54,180.39,70.92,725.2,16-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
16-Nov-2020 - 00:00,12.11,19.97,12.54,2.54,8.68,6.29,25.38,0.3,15.75,0.01,0.1,24.54,0.91,145.12,72.4,725.99,17-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
17-Nov-2020 - 00:00,9.91,19.86,8.77,2.49,6.55,5.07,27.61,0.3,24.66,0.0,0.09,25.15,1.42,124.93,64.84,725.35,18-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
18-Nov-2020 - 00:00,19.68,31.56,13.33,2.57,8.95,4.75,28.21,0.32,20.22,0.03,0.19,25.09,1.14,126.71,64.12,725.69,19-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
19-Nov-2020 - 00:00,24.82,39.09,14.93,2.92,9.9,4.73,26.41,0.31,21.79,0.0,0.17,24.61,1.09,141.54,66.91,726.17,20-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
20-Nov-2020 - 00:00,31.88,45.7,22.43,2.66,13.53,5.33,26.47,0.36,8.85,0.02,0.28,22.88,0.63,190.47,75.4,727.0,21-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
21-Nov-2020 - 00:00,30.98,53.62,29.67,3.24,17.59,4.89,29.51,0.37,37.99,0.06,0.34,24.52,0.82,168.39,46.46,727.04,22-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
22-Nov-2020 - 00:00,38.43,59.78,27.66,2.73,16.21,4.93,26.51,0.4,5.22,0.1,0.65,19.27,0.45,184.73,74.31,728.1,23-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
23-Nov-2020 - 00:00,40.88,60.81,24.77,3.8,15.08,4.89,19.6,0.35,3.42,0.11,0.41,19.33,0.32,247.12,77.38,727.62,24-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
24-Nov-2020 - 00:00,33.47,51.93,19.82,2.64,12.68,5.46,17.21,0.35,42.67,0.04,0.18,25.36,0.84,174.47,57.78,726.1,25-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
25-Nov-2020 - 00:00,50.14,70.25,15.47,2.72,10.45,5.01,17.86,0.35,24.48,0.05,0.18,22.41,0.62,196.25,74.11,724.86,26-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
26-Nov-2020 - 00:00,12.25,20.3,18.2,2.71,11.88,4.85,22.37,0.35,27.15,0.03,0.09,23.93,1.2,279.22,68.59,723.46,27-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
27-Nov-2020 - 00:00,9.91,17.96,15.75,2.53,10.42,4.38,21.73,0.3,25.87,0.03,0.08,23.67,0.82,219.65,65.5,726.28,28-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
28-Nov-2020 - 00:00,5.76,13.38,7.83,2.58,6.26,4.36,24.34,0.31,28.92,0.04,0.39,23.61,0.75,181.25,67.5,727.27,29-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
29-Nov-2020 - 00:00,14.1,28.24,19.1,2.64,11.84,4.88,17.04,0.34,17.78,0.03,0.28,24.41,0.7,126.89,66.86,728.01,30-Nov-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
30-Nov-2020 - 00:00,13.52,29.47,17.71,2.7,11.51,5.35,19.25,0.34,26.48,0.03,0.17,24.67,0.85,127.9,62.98,728.08,01-Dec-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
01-Dec-2020 - 00:00,23.0,43.0,26.8,2.15,15.95,4.4,23.95,0.32,8.82,0.1,0.3,22.15,0.65,81.0,73.0,729.0,02-Dec-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
