from date,NO2,NH3,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM10,PM2.5,AT,RF,RH,SR,Temp,WD,WS,to date,station
21-Aug-2020 - 00:00,4.12,13.51,3.26,0.4,19.39,4.02,0.13,0.03,3.03,32.51,11.57,28.26,0.41,85.32,81.83,32.37,259.28,2.65,22-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
22-Aug-2020 - 00:00,3.01,11.83,2.37,0.37,17.1,3.08,0.08,0.0,2.32,25.15,6.57,27.06,1.46,92.33,10.57,32.18,246.48,6.54,23-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
23-Aug-2020 - 00:00,2.35,8.61,2.16,0.35,13.63,2.67,0.0,0.0,1.52,24.62,6.04,27.3,0.02,87.79,37.67,32.24,216.82,8.69,24-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
24-Aug-2020 - 00:00,2.96,8.28,2.88,0.35,19.22,3.35,0.01,0.0,1.24,33.59,8.88,27.51,0.05,85.15,77.56,32.13,208.2,7.9,25-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
25-Aug-2020 - 00:00,3.21,9.75,2.92,0.34,28.64,2.83,0.08,0.0,1.94,48.74,13.49,27.77,0.04,82.26,79.49,32.43,225.6,5.68,26-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
26-Aug-2020 - 00:00,4.75,10.39,3.71,0.45,19.9,2.43,0.1,0.0,2.61,71.47,18.49,28.04,0.0,78.89,96.85,33.09,251.1,4.13,27-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
27-Aug-2020 - 00:00,4.37,11.61,3.29,0.44,21.64,2.83,0.1,0.0,2.72,56.95,18.33,28.13,0.0,79.12,76.38,32.54,267.72,3.26,28-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
28-Aug-2020 - 00:00,4.14,12.8,3.29,0.4,24.02,2.31,0.1,0.0,2.78,45.09,14.92,28.29,0.0,80.69,86.85,32.62,265.45,3.72,29-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
29-Aug-2020 - 00:00,3.27,13.21,2.72,0.38,27.26,2.6,0.1,0.0,2.39,44.57,14.83,27.63,0.7,87.16,37.59,32.54,258.45,5.43,30-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
30-Aug-2020 - 00:00,3.28,9.92,3.0,0.28,28.43,2.85,0.03,0.0,1.51,35.12,7.68,27.28,0.44,87.07,66.79,32.57,217.73,8.29,31-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
31-Aug-2020 - 00:00,5.37,8.24,4.92,0.32,27.4,3.35,0.04,0.0,1.15,47.64,12.64,27.79,0.01,81.24,96.92,32.65,200.77,5.87,01-Sep-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
01-Sep-2020 - 00:00,5.3,10.45,3.84,0.34,31.19,3.01,0.1,0.0,2.42,78.76,20.1,28.26,0.0,74.44,120.64,32.54,245.12,3.82,02-Sep-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
02-Sep-2020 - 00:00,5.67,12.76,4.02,0.36,37.18,2.7,0.1,0.0,3.08,70.69,24.4,28.54,0.01,76.02,112.41,33.36,236.99,1.91,03-Sep-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
03-Sep-2020 - 00:00,8.44,13.39,5.64,0.3,35.18,3.96,0.11,0.03,2.83,79.99,25.84,28.26,0.21,82.61,76.09,33.3,205.7,1.71,04-Sep-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
04-Sep-2020 - 00:00,5.56,16.39,3.91,0.32,53.31,3.15,0.1,0.01,2.64,71.73,27.03,29.14,0.0,72.57,139.21,33.36,230.33,2.35,05-Sep-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
05-Sep-2020 - 00:00,6.11,16.85,4.31,0.43,60.23,3.94,0.1,0.0,3.35,102.11,34.46,29.73,0.0,68.19,137.95,33.48,251.71,2.06,06-Sep-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
