from date,NO,NO2,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,AT,Temp,WD,WS,BP,SR,RF,to date,station
14-Oct-2020 - 00:00,6.46,34.02,23.34,31.76,10.36,2.29,42.42,168.66,331.26,0.55,0.44,25.77,30.35,61.48,0.67,740.35,74.99,0.0,15-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
15-Oct-2020 - 00:00,7.19,39.09,26.64,40.11,14.86,0.93,26.56,173.69,318.78,0.34,0.41,24.76,30.93,73.8,1.11,740.4,94.73,0.02,16-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
16-Oct-2020 - 00:00,10.64,46.84,33.56,38.22,15.52,0.73,45.34,182.99,352.76,0.35,0.46,22.42,30.98,70.96,0.75,740.38,91.59,0.0,17-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
17-Oct-2020 - 00:00,17.42,38.83,34.81,31.08,9.91,0.8,48.41,157.1,317.01,0.37,0.81,22.64,30.9,67.32,0.61,740.43,84.36,0.0,18-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
18-Oct-2020 - 00:00,2.81,23.68,14.83,23.52,16.17,0.77,48.24,124.07,262.29,0.23,0.34,22.63,30.71,72.3,1.23,740.42,94.28,0.0,19-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
19-Oct-2020 - 00:00,2.29,24.57,14.94,23.48,18.71,0.5,57.79,141.15,299.98,0.25,0.22,22.52,30.78,71.04,1.49,740.4,92.64,0.0,20-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
20-Oct-2020 - 00:00,5.18,30.04,20.19,24.69,17.18,0.72,50.07,150.99,330.27,0.38,0.55,21.44,30.72,69.04,0.88,740.38,88.1,0.0,21-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
21-Oct-2020 - 00:00,16.96,31.33,30.44,18.47,14.42,0.81,44.43,177.64,364.95,0.43,1.01,21.9,30.78,67.59,0.75,740.5,84.72,0.0,22-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
22-Oct-2020 - 00:00,19.0,30.07,31.43,21.15,12.74,0.95,45.41,195.03,402.72,0.48,1.1,21.9,30.79,60.24,0.57,740.3,67.74,0.0,23-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
23-Oct-2020 - 00:00,24.18,31.12,36.19,24.15,13.02,1.33,44.62,236.98,428.06,0.5,0.55,20.66,30.85,64.14,0.65,740.26,76.12,0.0,24-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
24-Oct-2020 - 00:00,14.57,27.37,26.39,24.01,8.04,0.88,50.86,234.99,406.88,0.49,0.97,19.2,30.32,59.08,0.76,740.51,70.31,0.0,25-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
25-Oct-2020 - 00:00,16.77,28.66,28.24,16.29,7.92,1.34,43.35,168.72,410.94,0.48,1.14,20.58,29.83,59.27,0.67,740.93,74.35,0.0,26-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
26-Oct-2020 - 00:00,3.15,21.23,16.25,18.32,16.49,0.76,49.76,175.07,343.95,0.37,0.39,20.23,30.32,58.16,0.81,741.0,67.97,0.0,27-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
27-Oct-2020 - 00:00,3.57,19.98,13.54,17.84,6.42,0.71,48.01,174.2,321.94,0.29,0.51,18.61,30.62,64.31,1.31,741.0,79.58,0.0,28-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
28-Oct-2020 - 00:00,13.12,29.64,26.86,16.02,15.89,1.46,52.17,213.08,390.08,0.46,0.91,17.86,30.91,60.6,0.7,741.0,69.5,0.0,29-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
29-Oct-2020 - 00:00,8.72,24.94,24.76,16.48,14.1,1.76,49.65,261.37,444.88,0.52,0.62,18.27,30.87,57.92,0.44,741.0,63.0,0.0,30-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
30-Oct-2020 - 00:00,2.37,24.64,17.73,19.86,14.51,1.24,47.84,183.52,366.46,0.38,0.4,19.62,30.9,61.96,0.94,741.0,73.42,0.0,31-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
31-Oct-2020 - 00:00,1.99,22.32,13.55,22.2,15.71,1.65,56.13,273.44,468.8,0.35,0.31,18.24,30.69,61.28,1.43,741.0,73.08,0.0,01-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
01-Nov-2020 - 00:00,3.16,23.86,15.17,20.25,14.21,1.6,49.32,264.4,495.17,0.39,0.4,16.72,30.78,60.68,1.2,741.0,71.21,0.0,02-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
02-Nov-2020 - 00:00,6.18,27.67,19.7,20.11,15.54,0.91,42.01,241.79,454.78,0.43,0.58,15.26,30.75,57.51,1.05,741.0,64.26,0.0,03-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
03-Nov-2020 - 00:00,20.0,37.94,36.42,21.29,21.64,1.42,35.16,231.58,482.81,0.57,1.76,15.78,31.26,59.24,0.61,741.0,64.66,0.0,04-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
04-Nov-2020 - 00:00,12.91,42.74,33.22,31.95,15.66,2.06,26.84,387.95,613.52,0.58,1.33,14.44,31.81,57.47,0.71,741.0,46.44,0.0,05-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
05-Nov-2020 - 00:00,4.61,44.37,27.34,37.76,20.92,1.35,55.38,311.86,508.26,0.44,1.26,17.09,31.79,62.0,0.9,741.0,64.96,0.0,06-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
06-Nov-2020 - 00:00,5.4,47.86,29.84,45.5,22.38,1.5,51.2,281.35,494.23,0.44,0.75,17.49,31.83,61.75,0.88,741.2,64.22,0.0,07-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
07-Nov-2020 - 00:00,4.23,44.85,27.29,44.43,16.55,1.17,53.76,305.62,505.02,0.39,0.83,16.46,31.94,63.33,1.05,741.3,67.49,0.0,08-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
08-Nov-2020 - 00:00,11.31,55.38,39.86,42.59,14.22,2.24,49.26,427.59,656.19,0.61,0.96,14.91,31.84,58.98,0.38,741.32,53.96,0.0,09-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
09-Nov-2020 - 00:00,9.1,51.46,37.91,46.98,20.12,2.42,40.62,427.22,659.57,0.68,0.59,14.7,31.78,58.92,0.45,741.16,53.61,0.0,10-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
10-Nov-2020 - 00:00,14.72,54.41,41.21,55.3,12.72,2.29,39.17,408.22,623.26,0.67,0.56,15.68,31.73,61.81,0.5,741.07,64.29,0.0,11-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
11-Nov-2020 - 00:00,14.62,36.53,31.31,43.2,12.91,1.43,31.89,167.52,358.27,0.49,0.32,15.68,31.82,63.72,0.97,741.29,69.25,0.0,12-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
12-Nov-2020 - 00:00,11.32,34.71,27.57,40.22,11.0,1.31,37.68,159.0,343.94,0.47,0.53,16.34,31.77,62.68,0.54,741.36,67.44,0.0,13-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
13-Nov-2020 - 00:00,10.13,42.6,30.88,42.41,12.52,1.22,48.58,210.24,385.49,0.53,0.9,15.24,31.81,60.05,0.71,741.21,58.46,0.0,14-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
14-Nov-2020 - 00:00,3.28,43.9,26.94,47.19,17.73,2.29,39.04,381.88,566.01,0.52,0.38,14.27,31.71,57.43,0.45,741.0,48.46,0.0,15-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
15-Nov-2020 - 00:00,1.55,22.08,13.01,42.11,20.15,1.32,74.65,230.35,365.01,0.48,0.31,15.65,31.97,58.83,2.24,741.0,50.85,0.0,16-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
16-Nov-2020 - 00:00,1.78,15.31,9.53,34.07,10.73,0.17,50.31,41.12,99.5,0.16,0.13,15.88,31.82,59.93,1.94,741.08,56.29,0.0,17-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
17-Nov-2020 - 00:00,2.13,22.44,13.68,33.41,16.21,0.29,39.21,61.83,142.32,0.19,0.19,14.79,31.91,64.08,1.09,741.0,67.86,0.0,18-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
18-Nov-2020 - 00:00,3.77,30.34,19.21,32.24,10.75,0.7,43.44,119.58,268.06,0.23,0.29,12.54,31.82,64.16,0.86,741.0,70.47,0.0,19-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
19-Nov-2020 - 00:00,6.96,32.47,22.92,33.74,16.41,0.66,54.24,145.36,284.39,0.29,0.24,11.75,31.73,62.48,0.69,741.0,66.95,0.0,20-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
20-Nov-2020 - 00:00,2.11,30.12,17.74,32.61,18.14,0.52,56.79,145.28,283.59,0.23,0.2,11.6,31.73,62.81,1.42,741.0,68.0,0.0,21-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
21-Nov-2020 - 00:00,1.76,23.61,13.99,25.59,10.99,0.43,55.56,91.3,244.3,0.16,0.15,10.48,31.56,63.25,2.08,741.0,70.52,0.0,22-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
22-Nov-2020 - 00:00,2.19,28.79,17.09,25.64,9.3,0.56,48.95,125.66,249.55,0.22,0.31,9.86,31.58,62.29,1.1,741.05,66.39,0.0,23-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
23-Nov-2020 - 00:00,4.4,47.19,28.39,27.42,17.5,0.82,40.26,180.27,349.8,0.41,0.77,10.22,31.6,61.1,0.49,741.15,62.51,0.0,24-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
24-Nov-2020 - 00:00,1.8,60.51,33.31,32.24,23.48,1.84,43.96,261.94,461.82,0.65,0.81,9.71,31.55,55.64,0.49,741.03,41.67,0.0,25-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
25-Nov-2020 - 00:00,1.2,36.78,20.29,36.51,18.37,1.98,25.48,193.4,326.72,0.6,0.31,10.19,31.42,51.67,1.01,741.03,27.39,0.0,26-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
26-Nov-2020 - 00:00,1.38,22.25,12.95,34.05,8.75,0.58,31.0,66.3,154.78,0.27,0.22,13.73,31.56,60.65,1.2,741.61,62.62,0.0,27-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
27-Nov-2020 - 00:00,1.32,22.93,13.29,33.35,21.03,0.3,38.19,63.99,145.57,0.19,0.19,12.71,31.62,62.95,1.4,741.71,68.97,0.0,28-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
28-Nov-2020 - 00:00,1.37,25.81,14.83,31.4,10.6,0.42,46.04,92.66,183.79,0.22,0.27,11.81,31.61,62.99,1.57,741.39,69.18,0.0,29-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
29-Nov-2020 - 00:00,1.23,38.53,21.46,32.28,14.25,1.27,44.49,167.04,305.1,0.33,0.66,10.06,31.64,61.18,0.75,741.28,63.94,0.0,30-Nov-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
30-Nov-2020 - 00:00,1.63,42.04,23.54,35.12,17.97,0.81,48.44,190.38,322.45,0.39,0.67,10.4,31.68,59.84,0.77,741.17,59.4,0.0,01-Dec-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
01-Dec-2020 - 00:00,0.95,38.9,21.45,36.2,10.0,1.19,1.85,208.0,344.0,0.4,0.6,4.65,32.75,54.0,0.3,741.0,8.0,0.0,02-Dec-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
