from date,PM2.5,BP,Temp,SR,RH,RF,WS,WD,PM10,VWS,SO2,NO,NOx,NO2,CO,Benzene,Ozone,to date,station
27-Aug-2020 - 00:00,5.7,765.06,29.05,156.09,88.6,0.0,0.07,298.05,23.98,0.6,14.88,3.6,4.83,1.23,1.11,0.0,11.68,28-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
28-Aug-2020 - 00:00,5.54,763.7,26.73,38.45,98.77,0.0,0.1,282.14,22.31,0.63,14.47,3.59,4.83,1.24,1.14,0.09,11.65,29-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
29-Aug-2020 - 00:00,5.8,763.23,26.39,41.4,99.9,0.0,0.08,248.45,19.44,0.62,14.42,3.6,4.85,1.24,1.22,0.52,11.67,30-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
30-Aug-2020 - 00:00,6.19,763.43,26.53,62.0,99.59,0.0,0.09,267.8,26.22,0.61,14.99,3.6,4.84,1.24,1.2,0.2,11.66,31-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
31-Aug-2020 - 00:00,6.8,764.96,27.68,132.1,95.36,0.0,0.09,275.91,29.58,0.6,14.11,3.63,4.87,1.24,1.12,0.0,11.64,01-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
01-Sep-2020 - 00:00,10.28,766.27,28.1,139.69,94.52,0.0,0.1,205.01,36.83,0.75,15.3,3.65,4.89,1.24,1.27,0.7,11.64,02-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
02-Sep-2020 - 00:00,14.17,765.75,29.36,164.6,89.49,0.0,0.08,126.74,63.01,0.7,15.66,3.65,4.91,1.25,1.41,0.81,11.72,03-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
03-Sep-2020 - 00:00,11.59,764.82,30.2,208.75,86.04,0.0,0.07,125.57,39.61,0.72,15.5,3.68,4.93,1.25,1.29,0.32,11.69,04-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
04-Sep-2020 - 00:00,20.25,763.93,30.68,207.59,84.55,0.0,0.11,150.44,47.67,0.75,21.36,3.69,4.96,1.26,1.44,0.79,11.68,05-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
05-Sep-2020 - 00:00,21.49,763.59,30.93,209.9,87.5,0.0,0.11,165.7,62.68,0.76,16.51,3.72,4.97,1.25,1.46,2.48,11.74,06-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
06-Sep-2020 - 00:00,32.76,762.75,31.36,118.44,87.8,0.0,0.08,156.84,71.05,0.78,16.51,3.66,4.92,1.26,1.41,1.37,11.64,07-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
07-Sep-2020 - 00:00,9.37,764.08,29.65,172.44,88.13,0.0,0.11,183.74,,0.65,15.67,3.66,4.91,1.25,1.38,0.55,11.63,08-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
08-Sep-2020 - 00:00,11.3,764.35,30.87,208.45,83.02,0.0,0.08,154.76,,0.69,15.28,3.68,4.94,1.26,1.36,0.99,11.62,09-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
09-Sep-2020 - 00:00,13.87,762.99,31.17,150.75,85.6,0.0,0.07,154.64,,0.7,15.89,3.68,4.93,1.25,1.33,0.37,11.63,10-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
10-Sep-2020 - 00:00,11.41,761.95,31.04,169.22,83.01,0.0,0.07,194.34,,0.67,15.68,3.68,4.94,1.25,1.42,0.93,11.66,11-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
11-Sep-2020 - 00:00,17.73,761.38,30.31,146.94,86.89,0.0,0.11,175.91,,0.74,16.4,3.68,4.94,1.26,1.58,1.24,11.63,12-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
12-Sep-2020 - 00:00,9.81,762.39,28.92,150.97,91.2,0.0,0.41,217.48,,0.68,16.06,3.68,4.94,1.25,1.52,1.36,11.65,13-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
13-Sep-2020 - 00:00,6.84,764.26,28.95,148.21,90.15,0.0,0.07,285.29,,0.64,15.73,3.7,4.96,1.25,1.15,0.01,11.66,14-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
14-Sep-2020 - 00:00,9.97,764.21,28.61,95.82,89.57,0.0,0.1,224.02,,0.71,15.57,3.72,4.99,1.26,1.32,0.88,11.66,15-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
15-Sep-2020 - 00:00,8.21,764.01,28.73,138.34,90.14,0.0,0.27,205.36,,0.69,16.94,3.73,5.01,1.28,1.4,1.71,11.66,16-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
16-Sep-2020 - 00:00,8.77,764.15,28.37,87.54,94.74,0.0,0.08,163.07,,0.71,17.61,3.72,4.99,1.27,1.38,1.54,11.7,17-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
17-Sep-2020 - 00:00,9.91,764.45,27.95,65.89,95.18,0.0,0.08,215.2,,0.71,16.58,3.73,5.0,1.27,1.48,1.06,11.67,18-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
18-Sep-2020 - 00:00,12.08,763.85,27.83,61.68,95.16,0.0,0.08,205.25,,0.74,17.37,3.73,5.0,1.26,1.61,1.98,11.65,19-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
19-Sep-2020 - 00:00,12.86,761.98,28.2,74.33,96.8,0.0,0.08,175.72,,0.76,16.99,3.73,4.99,1.26,1.57,1.94,11.68,20-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
20-Sep-2020 - 00:00,12.26,760.73,29.78,128.93,88.33,0.0,0.08,189.31,,0.74,16.86,3.74,5.01,1.27,1.54,0.83,11.72,21-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
21-Sep-2020 - 00:00,16.87,759.86,29.24,102.42,93.53,0.0,0.11,256.11,,0.7,17.04,3.75,5.0,1.25,1.67,1.93,11.66,22-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
22-Sep-2020 - 00:00,14.89,759.86,27.58,45.64,98.7,0.0,0.1,204.6,,0.67,16.4,3.74,5.0,1.26,1.66,1.61,11.69,23-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
23-Sep-2020 - 00:00,4.99,761.26,26.6,34.81,99.9,0.0,0.1,238.06,,0.59,15.59,3.78,5.06,1.27,1.26,0.02,11.67,24-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
24-Sep-2020 - 00:00,12.24,764.52,28.09,125.16,95.94,0.0,0.09,226.41,,0.76,16.13,3.81,5.08,1.26,1.46,2.41,11.6,25-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
25-Sep-2020 - 00:00,74.49,765.13,28.79,103.68,92.47,0.0,0.08,224.94,,0.7,30.27,3.82,5.1,1.27,2.31,21.44,11.77,26-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
26-Sep-2020 - 00:00,8.13,764.98,29.62,159.74,83.13,0.0,0.08,208.84,,0.62,17.96,3.87,5.15,1.28,1.25,1.01,11.67,27-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
27-Sep-2020 - 00:00,11.31,765.86,29.52,186.47,83.97,0.0,0.07,193.36,,0.68,17.36,3.88,5.16,1.28,1.29,0.7,11.61,28-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
28-Sep-2020 - 00:00,16.91,766.02,29.21,140.16,85.34,0.0,0.09,192.58,,0.65,17.53,3.88,5.18,1.29,1.47,1.3,11.6,29-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
29-Sep-2020 - 00:00,17.3,765.61,29.56,127.68,83.08,0.0,0.07,199.14,,0.63,17.62,3.89,5.19,1.3,1.53,1.25,11.66,30-Sep-2020 - 00:00,"Bandra, Mumbai - MPCB"
30-Sep-2020 - 00:00,29.79,765.0,29.75,165.82,81.46,0.0,0.07,174.17,,0.55,17.28,3.91,5.2,1.28,1.42,0.69,11.65,01-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
01-Oct-2020 - 00:00,13.71,765.34,29.95,205.41,80.16,0.0,0.06,173.61,,0.55,17.02,3.92,5.21,1.28,1.3,0.14,11.65,02-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
02-Oct-2020 - 00:00,19.42,765.35,30.13,131.89,83.75,0.0,0.06,185.57,,0.6,16.91,3.91,5.2,1.29,1.37,0.42,11.59,03-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
03-Oct-2020 - 00:00,27.33,764.95,30.64,145.95,85.39,0.0,0.07,208.75,,0.58,16.83,3.9,5.19,1.29,1.45,0.51,11.62,04-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
04-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,05-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
05-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,06-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
06-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,07-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
07-Oct-2020 - 00:00,37.69,765.96,29.91,17.52,82.54,0.0,0.07,195.71,,0.69,16.0,5.39,6.42,1.05,1.38,0.05,11.72,08-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
08-Oct-2020 - 00:00,22.05,765.23,30.6,106.58,85.62,0.0,0.08,146.7,,0.73,16.77,5.39,6.41,1.02,1.41,0.07,11.67,09-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
09-Oct-2020 - 00:00,33.81,764.53,31.74,146.15,77.97,0.0,0.09,148.73,,0.7,17.41,5.39,6.41,1.02,1.71,1.07,11.72,10-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
10-Oct-2020 - 00:00,37.43,764.38,31.21,129.08,83.49,0.0,0.08,209.94,,0.62,17.76,5.4,6.43,1.02,1.81,2.98,11.75,11-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
11-Oct-2020 - 00:00,27.5,763.47,29.86,78.96,86.89,0.0,0.08,229.95,,0.72,17.5,5.38,6.42,1.03,1.66,2.65,11.73,12-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
12-Oct-2020 - 00:00,23.64,761.97,29.33,25.54,92.4,0.0,0.15,250.4,,0.76,17.2,18.22,9.33,2.91,1.62,2.71,11.92,13-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
13-Oct-2020 - 00:00,29.45,761.26,30.45,129.82,90.61,0.0,0.09,199.82,,0.87,17.9,3.92,4.74,0.81,1.67,2.13,11.78,14-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
14-Oct-2020 - 00:00,63.97,761.6,29.55,79.35,91.97,0.0,0.1,190.68,,0.88,21.22,3.98,4.8,0.81,1.93,0.0,11.8,15-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
15-Oct-2020 - 00:00,13.41,760.17,27.98,88.55,97.82,0.0,0.15,197.47,,0.86,17.95,4.04,4.87,0.82,1.56,0.0,11.84,16-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
16-Oct-2020 - 00:00,16.52,760.43,29.4,109.28,85.84,0.0,0.28,176.62,,0.87,17.72,4.1,4.94,0.83,1.88,0.0,11.77,17-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
17-Oct-2020 - 00:00,16.94,763.17,30.19,132.75,75.43,0.0,0.44,197.58,,0.85,17.09,4.18,5.04,0.85,1.6,0.0,11.67,18-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
18-Oct-2020 - 00:00,13.44,765.07,29.6,130.79,82.53,0.0,0.23,188.0,,0.85,17.04,4.24,5.11,0.86,1.47,0.0,11.67,19-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
19-Oct-2020 - 00:00,14.34,765.02,29.45,88.08,88.44,0.0,0.09,206.09,,0.85,17.09,4.28,5.15,0.86,1.36,0.0,11.67,20-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
20-Oct-2020 - 00:00,19.77,764.46,30.45,120.94,88.77,0.0,0.13,163.42,,0.85,17.26,4.32,5.2,0.87,1.45,0.0,11.7,21-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
21-Oct-2020 - 00:00,21.3,764.86,30.75,129.35,87.76,0.0,0.11,174.2,,0.85,17.1,4.33,5.19,0.86,1.48,0.0,11.7,22-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
22-Oct-2020 - 00:00,25.46,764.26,29.81,122.46,89.9,0.0,0.12,168.4,,0.85,17.24,4.34,5.24,0.89,1.79,0.0,11.73,23-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
23-Oct-2020 - 00:00,22.73,764.21,29.91,146.06,85.03,0.0,0.19,161.91,,0.87,17.13,4.36,5.24,0.87,1.73,0.0,11.7,24-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
24-Oct-2020 - 00:00,26.08,765.56,30.57,131.29,89.56,0.0,0.16,200.63,,0.87,17.29,4.4,5.27,0.87,1.62,0.0,11.7,25-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
25-Oct-2020 - 00:00,24.77,766.7,30.7,137.42,85.45,0.0,0.12,147.61,,0.84,16.98,4.43,5.34,0.9,1.55,0.0,11.65,26-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
26-Oct-2020 - 00:00,30.62,767.33,30.1,104.57,79.43,0.0,0.14,137.23,,0.87,17.2,4.46,5.37,0.9,1.68,0.0,11.66,27-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
27-Oct-2020 - 00:00,46.58,766.64,30.47,147.2,68.95,0.0,0.11,150.84,,0.87,17.84,4.49,5.38,0.88,2.02,0.0,11.59,28-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
28-Oct-2020 - 00:00,38.85,766.87,30.48,139.46,72.85,0.0,0.09,170.62,,0.83,17.55,4.51,5.4,0.88,1.92,0.0,11.58,29-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
29-Oct-2020 - 00:00,41.41,767.23,30.1,145.84,75.59,0.0,0.1,189.0,,0.85,17.56,4.53,5.44,0.91,1.77,0.16,11.63,30-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
30-Oct-2020 - 00:00,39.17,767.17,30.38,152.19,73.54,0.0,0.13,160.04,,0.86,17.37,4.57,5.46,0.89,1.76,1.33,11.61,31-Oct-2020 - 00:00,"Bandra, Mumbai - MPCB"
31-Oct-2020 - 00:00,38.37,767.18,29.76,157.34,68.22,0.0,0.09,151.9,,0.87,17.4,4.6,5.51,0.91,2.04,1.78,11.62,01-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
01-Nov-2020 - 00:00,35.05,767.89,29.57,137.11,64.89,0.0,0.09,157.3,,0.86,17.61,4.62,5.55,0.92,1.99,1.52,11.56,02-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
02-Nov-2020 - 00:00,43.06,768.17,30.57,112.54,70.58,0.0,0.09,182.63,,0.86,17.8,4.63,5.54,0.91,2.17,2.02,11.62,03-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
03-Nov-2020 - 00:00,48.63,768.17,30.74,122.46,67.68,0.0,0.09,165.77,,0.85,17.71,4.63,5.55,0.92,2.01,1.71,11.62,04-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
04-Nov-2020 - 00:00,46.46,767.85,30.6,117.63,64.79,0.0,0.09,216.15,,0.8,17.76,4.65,5.58,0.93,2.17,2.02,11.61,05-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
05-Nov-2020 - 00:00,47.03,768.07,30.28,111.98,60.71,0.0,0.2,155.15,,0.86,17.32,4.66,5.59,0.93,2.23,2.22,11.55,06-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
06-Nov-2020 - 00:00,39.65,769.3,30.08,133.05,52.8,0.0,0.35,173.55,,0.84,16.92,4.7,5.65,0.94,2.07,1.5,11.45,07-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
07-Nov-2020 - 00:00,44.69,769.76,29.78,129.79,61.3,0.0,0.24,154.2,,0.85,16.68,4.72,5.65,0.92,2.12,1.91,11.5,08-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
08-Nov-2020 - 00:00,41.91,769.5,30.63,126.21,57.08,0.0,0.36,192.4,,0.87,16.47,4.72,5.65,0.93,2.08,1.54,11.49,09-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
09-Nov-2020 - 00:00,46.59,769.17,30.32,122.08,54.63,0.0,0.24,175.27,,0.83,16.94,4.75,5.69,0.93,2.22,1.9,11.45,10-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
10-Nov-2020 - 00:00,47.52,767.49,29.14,131.91,55.54,0.0,0.13,165.14,,0.81,16.44,4.77,5.72,0.94,2.25,2.12,11.41,11-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
11-Nov-2020 - 00:00,60.2,767.9,28.62,121.58,49.24,0.0,0.37,185.21,,0.81,15.52,4.82,5.78,0.96,2.18,1.89,11.29,12-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
12-Nov-2020 - 00:00,50.92,768.83,28.42,126.84,49.16,0.0,0.09,158.78,,0.83,15.76,4.87,5.82,0.95,1.95,1.64,11.29,13-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
13-Nov-2020 - 00:00,43.55,767.94,28.81,129.13,62.53,0.0,0.09,113.06,,0.84,16.69,4.87,5.82,0.94,2.3,2.09,11.33,14-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
14-Nov-2020 - 00:00,43.95,766.79,30.01,108.35,67.53,0.0,0.13,173.61,,0.86,16.61,4.81,5.75,0.94,2.23,2.15,11.32,15-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
15-Nov-2020 - 00:00,57.49,766.92,30.18,121.67,71.89,0.0,0.13,123.13,,0.81,16.6,4.81,5.76,0.95,2.01,1.27,11.33,16-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
16-Nov-2020 - 00:00,51.94,767.29,30.68,124.39,68.42,0.0,0.15,147.38,,0.84,16.27,4.87,5.82,0.95,1.96,1.18,11.36,17-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
17-Nov-2020 - 00:00,61.04,766.32,30.57,109.5,68.53,0.0,0.13,138.03,,0.85,16.31,4.95,5.91,0.96,2.1,1.6,11.38,18-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
18-Nov-2020 - 00:00,65.99,766.24,30.27,105.55,70.38,0.0,0.12,152.28,,0.84,15.96,4.98,5.95,0.97,1.88,1.8,11.34,19-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
19-Nov-2020 - 00:00,39.3,766.39,29.55,100.42,68.68,0.0,0.09,129.94,,0.86,15.38,5.07,6.06,0.98,1.4,1.4,11.2,20-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
20-Nov-2020 - 00:00,34.19,767.63,29.07,99.22,63.55,0.0,0.1,154.12,,0.86,15.31,5.11,6.1,0.98,1.43,1.28,11.18,21-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
21-Nov-2020 - 00:00,34.93,768.14,28.48,115.28,68.95,0.0,0.1,160.44,,0.88,15.82,5.1,6.09,0.98,1.52,1.28,11.21,22-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
22-Nov-2020 - 00:00,29.58,768.5,28.25,111.14,72.65,0.0,0.09,116.45,,0.87,15.35,5.13,6.14,1.01,1.43,1.2,11.2,23-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
23-Nov-2020 - 00:00,17.61,768.84,28.55,123.32,63.15,0.0,0.09,116.87,,0.86,15.76,5.17,6.18,1.0,1.61,1.26,11.13,24-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
24-Nov-2020 - 00:00,18.77,767.63,27.92,104.94,63.84,0.0,0.09,113.01,,0.86,15.47,5.17,6.17,1.0,1.45,1.12,11.15,25-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
25-Nov-2020 - 00:00,20.22,767.04,28.28,89.62,67.09,0.0,0.1,85.54,,0.88,15.91,5.15,6.16,1.0,1.7,2.3,11.17,26-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
26-Nov-2020 - 00:00,20.33,767.62,28.49,99.43,65.75,0.0,0.09,122.29,,0.85,15.49,5.12,6.11,0.99,1.69,1.95,11.17,27-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
27-Nov-2020 - 00:00,9.6,768.86,29.22,112.09,50.21,0.0,0.18,174.08,,0.86,15.0,5.21,6.24,1.02,1.61,1.03,11.09,28-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
28-Nov-2020 - 00:00,7.97,769.12,29.1,89.99,53.99,0.0,0.16,114.98,,0.87,14.07,5.25,6.27,1.02,1.51,0.43,11.12,29-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
29-Nov-2020 - 00:00,3.63,768.97,29.86,120.67,62.67,0.0,0.18,207.85,,0.89,14.7,5.2,6.22,1.02,1.52,1.2,11.17,30-Nov-2020 - 00:00,"Bandra, Mumbai - MPCB"
30-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,01-Dec-2020 - 00:00,"Bandra, Mumbai - MPCB"
01-Dec-2020 - 00:00,,,,,,,,,,,,,,,,,,02-Dec-2020 - 00:00,"Bandra, Mumbai - MPCB"
