from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,RH,WS,WD,VWS,RF,SR,BP,to date,station
01-Jan-2020 - 00:00,62.12,16.96,79.07,57.55,11.98,1.17,30.27,113.47,183.68,5.34,74.99,0.8,61.11,0.05,0.0,57.23,,02-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
02-Jan-2020 - 00:00,44.53,11.95,56.49,55.18,11.12,0.84,26.41,83.49,129.49,4.61,78.64,0.9,79.51,0.05,0.0,80.16,,03-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
03-Jan-2020 - 00:00,31.8,5.26,37.07,42.95,14.68,0.66,18.98,47.29,74.77,7.33,89.09,0.72,169.76,0.06,0.15,78.22,,04-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
04-Jan-2020 - 00:00,32.62,6.15,38.76,36.52,10.56,0.79,25.16,52.23,91.59,8.64,87.73,0.76,169.18,0.05,0.0,96.66,999.12,05-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
05-Jan-2020 - 00:00,35.41,7.57,42.97,33.12,10.33,0.55,33.17,46.72,78.84,2.87,75.83,0.89,88.39,0.04,0.0,132.1,999.74,06-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
06-Jan-2020 - 00:00,43.91,6.76,50.67,37.53,11.79,0.86,32.16,74.98,131.75,4.3,73.91,0.81,148.66,0.05,0.0,138.31,,07-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
07-Jan-2020 - 00:00,49.44,5.95,55.39,53.25,10.88,1.12,31.59,116.63,196.5,6.45,79.6,0.68,171.4,0.05,0.0,96.93,999.61,08-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
08-Jan-2020 - 00:00,50.12,18.34,68.46,66.05,12.04,1.28,33.07,138.99,223.39,6.9,77.01,0.64,157.88,0.04,0.0,100.52,999.32,09-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
09-Jan-2020 - 00:00,43.19,8.39,51.6,55.09,14.03,0.95,25.95,109.25,169.14,7.8,89.41,0.66,172.46,0.03,0.08,77.65,999.75,10-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
10-Jan-2020 - 00:00,29.34,4.86,34.2,39.51,11.63,0.47,42.13,80.74,137.16,2.66,72.37,0.89,23.12,0.03,0.0,130.28,,11-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
11-Jan-2020 - 00:00,28.25,4.2,32.45,36.6,7.54,0.41,44.71,61.16,102.9,2.08,74.71,0.95,53.58,0.04,0.0,142.47,,12-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
12-Jan-2020 - 00:00,31.24,6.19,37.43,38.38,8.92,0.48,54.83,61.56,110.58,2.53,65.01,0.87,73.0,0.04,0.0,147.04,999.03,13-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
13-Jan-2020 - 00:00,54.89,11.86,66.74,56.5,13.11,1.05,38.27,99.32,180.68,5.61,68.76,0.77,163.67,0.03,0.0,135.03,998.46,14-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
14-Jan-2020 - 00:00,70.97,19.58,90.36,76.82,16.29,1.97,37.8,163.9,269.67,9.71,73.33,0.66,185.74,0.05,0.0,125.95,998.62,15-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
15-Jan-2020 - 00:00,67.49,23.83,91.34,76.87,17.01,1.74,37.19,120.95,215.18,8.36,70.3,0.72,164.04,0.06,0.0,124.68,999.38,16-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
16-Jan-2020 - 00:00,54.82,12.59,67.34,63.43,9.59,1.09,38.63,129.96,218.94,7.45,74.23,0.73,194.9,0.04,0.0,109.85,999.19,17-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
17-Jan-2020 - 00:00,44.57,8.9,53.23,58.31,8.47,0.97,40.72,101.11,178.67,7.0,69.82,0.89,183.87,0.03,0.0,141.66,999.44,18-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
18-Jan-2020 - 00:00,44.93,4.92,49.84,53.71,12.73,1.49,32.9,122.26,212.62,6.17,76.58,0.88,82.3,0.03,0.0,113.76,999.46,19-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
19-Jan-2020 - 00:00,26.24,4.43,30.67,40.9,9.03,1.02,30.9,80.58,135.23,3.15,83.92,1.01,26.26,0.03,0.0,54.95,999.73,20-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
20-Jan-2020 - 00:00,36.78,5.18,41.95,43.11,15.14,0.55,41.39,57.23,101.77,2.25,65.21,0.89,90.58,0.04,0.0,151.37,,21-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
21-Jan-2020 - 00:00,54.64,17.0,71.63,64.46,14.98,1.19,36.93,97.68,176.06,6.76,73.46,0.69,154.56,0.04,0.0,107.28,,22-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
22-Jan-2020 - 00:00,66.95,19.29,86.24,73.76,22.87,1.55,19.26,133.27,223.34,7.99,73.78,0.67,171.96,0.05,0.0,119.63,,23-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
23-Jan-2020 - 00:00,48.86,9.3,58.33,58.4,14.76,0.99,,106.85,189.43,5.0,66.69,0.9,149.88,0.05,0.0,94.75,999.47,24-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
24-Jan-2020 - 00:00,53.06,6.68,59.74,53.34,18.86,0.74,21.05,77.64,147.54,4.43,55.6,0.83,162.62,0.04,0.0,155.23,999.68,25-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
25-Jan-2020 - 00:00,59.1,14.14,73.05,60.96,23.43,0.78,22.37,92.11,170.65,5.09,57.28,0.81,174.87,0.04,0.0,153.47,998.85,26-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
26-Jan-2020 - 00:00,44.35,4.64,48.98,50.26,16.66,0.2,27.59,89.98,162.21,4.05,62.72,0.75,205.58,0.04,0.0,136.19,998.44,27-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
27-Jan-2020 - 00:00,56.1,17.78,73.88,69.07,18.0,1.19,19.36,95.76,181.13,6.22,63.5,0.86,172.34,0.04,0.0,147.66,998.01,28-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
28-Jan-2020 - 00:00,65.69,14.55,80.23,68.1,26.34,1.28,19.44,132.94,244.34,9.62,61.87,0.8,146.24,0.04,0.0,97.09,998.1,29-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
29-Jan-2020 - 00:00,44.09,6.91,51.0,48.22,12.95,1.22,11.6,113.53,187.48,6.57,91.5,0.71,114.95,0.03,0.05,70.54,999.16,30-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
30-Jan-2020 - 00:00,37.97,12.34,49.58,51.83,9.22,1.0,13.31,113.45,186.06,5.66,87.45,0.85,131.29,0.04,0.02,71.29,998.58,31-Jan-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
31-Jan-2020 - 00:00,39.7,9.64,49.34,43.55,14.9,0.68,23.86,69.68,127.85,2.93,63.96,0.91,224.55,0.04,0.0,179.42,998.98,01-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
01-Feb-2020 - 00:00,42.66,5.44,48.08,43.69,17.59,0.77,30.61,75.77,135.5,3.32,59.59,0.73,214.4,0.03,0.0,158.81,999.95,02-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
02-Feb-2020 - 00:00,30.38,4.25,34.64,37.17,17.3,0.59,31.73,64.21,116.65,2.63,60.71,0.77,207.5,0.02,0.0,204.54,,03-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
03-Feb-2020 - 00:00,60.7,18.52,79.22,56.35,22.18,0.96,30.63,65.85,137.4,4.97,40.18,0.89,180.08,0.03,0.0,237.45,,04-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
04-Feb-2020 - 00:00,63.7,8.45,72.14,54.84,28.7,0.92,27.04,86.74,167.16,6.95,54.77,0.65,183.5,0.04,0.0,151.66,999.26,05-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
05-Feb-2020 - 00:00,53.15,6.74,59.88,48.85,19.52,0.67,27.55,80.34,164.06,5.48,54.66,0.76,183.13,0.04,0.0,143.21,998.69,06-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
06-Feb-2020 - 00:00,36.55,3.85,40.39,33.0,15.49,0.59,38.13,75.53,149.99,2.86,53.61,0.85,148.63,0.04,0.0,158.93,999.29,07-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
07-Feb-2020 - 00:00,24.93,4.05,28.93,23.97,13.72,0.81,28.04,82.02,157.7,5.25,60.68,0.74,170.87,0.05,0.0,50.48,,08-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
08-Feb-2020 - 00:00,21.42,4.63,26.05,22.37,24.8,0.98,21.65,110.42,208.37,6.19,61.94,0.78,132.05,0.04,0.0,56.91,,09-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
09-Feb-2020 - 00:00,12.3,3.53,15.82,15.45,15.09,0.54,40.13,87.32,159.86,3.14,49.95,1.07,185.68,0.03,0.0,168.7,,10-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
10-Feb-2020 - 00:00,14.83,3.93,18.74,15.5,15.32,0.75,34.23,69.28,136.9,3.33,49.57,0.81,202.12,0.05,0.0,175.47,,11-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
11-Feb-2020 - 00:00,15.22,4.58,19.73,14.79,17.91,0.77,29.05,80.17,151.6,3.71,49.81,0.82,169.87,0.05,0.0,185.85,,12-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
12-Feb-2020 - 00:00,17.45,5.21,22.84,15.79,23.19,0.87,25.75,79.5,158.02,4.59,51.83,0.8,193.93,0.03,0.0,119.13,999.73,13-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
13-Feb-2020 - 00:00,20.72,8.23,28.78,19.67,20.25,1.29,23.19,106.96,199.82,6.31,56.15,0.69,240.98,0.04,0.0,152.15,997.57,14-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
14-Feb-2020 - 00:00,17.76,4.73,22.47,15.16,23.64,0.71,20.82,111.76,209.23,5.1,50.69,0.69,233.19,0.03,0.0,165.19,995.7,15-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
15-Feb-2020 - 00:00,16.82,5.56,22.27,11.42,25.79,0.63,23.36,67.2,147.65,2.79,41.3,0.88,256.58,0.02,0.0,183.87,997.83,16-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
16-Feb-2020 - 00:00,9.94,8.72,18.66,4.58,30.56,1.04,25.34,78.06,164.78,3.7,45.64,0.74,214.84,0.02,0.0,176.1,999.47,17-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
17-Feb-2020 - 00:00,11.82,10.77,22.59,10.29,23.57,1.05,24.05,88.06,175.51,5.14,52.67,0.79,180.43,0.01,0.0,165.78,999.42,18-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
18-Feb-2020 - 00:00,19.21,13.73,32.94,14.87,25.56,0.95,28.73,101.96,191.19,6.26,53.55,0.77,239.76,-0.0,0.0,156.99,998.83,19-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
19-Feb-2020 - 00:00,18.62,14.25,32.86,14.68,33.1,1.03,27.06,104.62,195.63,6.36,46.15,0.72,213.54,0.01,0.0,165.96,999.19,20-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
20-Feb-2020 - 00:00,17.02,14.09,31.11,14.24,23.02,0.81,24.97,107.14,211.63,5.66,60.05,0.77,213.94,0.02,0.0,156.63,999.69,21-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
21-Feb-2020 - 00:00,15.34,13.57,28.92,12.89,26.52,0.84,30.81,83.93,166.31,3.9,48.73,0.68,197.47,-0.02,0.0,165.37,,22-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
22-Feb-2020 - 00:00,15.73,14.19,29.92,13.52,19.01,0.69,22.52,108.01,198.75,4.67,56.65,0.96,141.53,0.04,0.0,146.29,,23-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
23-Feb-2020 - 00:00,12.24,13.29,25.53,11.31,22.65,0.64,26.79,80.46,143.41,4.76,56.66,0.81,151.11,0.03,0.0,129.42,999.66,24-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
24-Feb-2020 - 00:00,11.95,13.52,25.47,11.48,20.98,0.69,24.99,50.89,106.25,9.68,59.85,0.87,172.34,0.04,0.0,106.27,998.44,25-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
25-Feb-2020 - 00:00,10.97,11.55,20.68,10.45,10.2,0.5,22.28,39.5,89.12,8.73,73.56,1.24,197.94,0.04,0.01,105.8,998.1,26-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
26-Feb-2020 - 00:00,12.28,8.05,14.77,6.77,20.4,0.67,18.39,56.0,99.12,4.34,74.44,0.98,100.76,0.04,0.0,152.41,998.84,27-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
27-Feb-2020 - 00:00,22.71,8.68,31.33,11.22,17.95,0.68,19.1,71.92,130.53,3.14,70.52,0.84,144.16,0.02,0.0,112.88,999.22,28-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
28-Feb-2020 - 00:00,40.28,20.23,60.49,15.09,16.96,0.9,19.29,73.11,137.29,3.39,67.17,0.77,156.18,0.04,0.0,117.35,998.91,29-Feb-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
29-Feb-2020 - 00:00,51.54,33.31,84.85,15.71,26.55,0.99,20.33,111.03,198.28,6.82,61.38,0.78,172.64,0.04,0.0,137.18,997.93,01-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
01-Mar-2020 - 00:00,40.5,31.88,72.37,14.68,23.05,0.58,21.71,145.82,260.4,7.37,62.71,0.8,166.79,0.02,0.0,186.71,997.82,02-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
02-Mar-2020 - 00:00,53.37,24.44,76.69,17.18,26.94,0.92,24.86,100.83,198.63,4.71,46.71,0.83,185.12,0.03,0.0,213.9,997.23,03-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
03-Mar-2020 - 00:00,38.98,24.72,63.7,17.31,28.04,0.56,27.14,107.09,183.55,8.53,61.31,0.97,180.08,0.03,0.0,129.92,996.6,04-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
04-Mar-2020 - 00:00,28.44,23.56,51.97,15.08,16.99,0.56,24.43,42.9,72.54,9.91,70.44,0.9,223.4,0.02,0.16,146.88,996.85,05-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
05-Mar-2020 - 00:00,41.85,25.21,67.05,15.74,20.71,0.76,19.19,62.07,111.18,8.44,73.73,0.81,162.45,0.04,0.02,125.19,978.79,06-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
06-Mar-2020 - 00:00,39.64,23.87,63.47,16.74,11.17,0.63,18.17,49.01,94.67,16.94,71.55,0.83,148.06,0.03,0.02,201.04,997.75,07-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
07-Mar-2020 - 00:00,32.46,21.79,54.16,14.2,8.92,0.83,21.16,31.97,52.45,14.16,76.01,0.82,190.27,0.03,0.0,171.67,958.09,08-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
08-Mar-2020 - 00:00,28.14,29.55,57.69,13.95,8.86,0.57,15.92,35.84,62.52,8.92,83.13,0.72,271.47,0.0,0.0,67.6,957.53,09-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
09-Mar-2020 - 00:00,28.6,31.06,59.7,13.0,16.89,0.62,32.93,46.59,92.23,3.55,54.71,0.86,227.6,-0.08,0.0,218.07,956.68,10-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
10-Mar-2020 - 00:00,29.24,31.14,60.46,13.01,24.45,0.54,32.15,44.56,99.43,3.66,50.72,0.88,226.07,-0.02,0.0,203.69,956.85,11-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
11-Mar-2020 - 00:00,33.93,28.79,62.72,14.81,21.47,0.73,23.83,44.48,107.89,5.28,60.35,0.78,196.42,0.03,0.0,97.36,957.01,12-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
12-Mar-2020 - 00:00,43.21,28.84,72.04,16.34,10.49,1.23,16.9,55.98,123.4,23.0,72.83,0.82,214.41,0.04,0.0,149.22,976.49,13-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
13-Mar-2020 - 00:00,34.79,29.92,64.71,14.68,16.51,0.56,24.56,47.26,110.17,10.09,66.98,0.97,155.11,0.05,0.0,174.51,998.13,14-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
14-Mar-2020 - 00:00,19.45,27.6,47.04,12.1,7.18,0.37,20.99,19.02,36.27,1.25,84.65,1.31,119.43,0.04,0.13,77.94,997.98,15-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
15-Mar-2020 - 00:00,30.18,31.36,61.54,14.26,9.73,0.79,14.36,41.97,72.45,6.3,85.32,0.79,197.54,0.04,0.02,99.54,997.88,16-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
16-Mar-2020 - 00:00,35.73,29.57,63.73,14.94,10.53,0.56,17.09,49.84,103.15,3.06,67.55,0.92,236.72,0.04,0.0,182.54,998.47,17-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
17-Mar-2020 - 00:00,40.28,28.27,68.54,15.38,14.13,0.67,24.74,52.06,128.74,3.18,57.79,0.79,192.91,0.04,0.0,175.62,998.77,18-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
18-Mar-2020 - 00:00,35.34,29.11,64.46,14.26,15.43,0.66,26.56,54.91,127.73,3.58,55.89,0.81,244.59,0.03,0.0,218.72,997.68,19-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
19-Mar-2020 - 00:00,41.79,32.27,71.08,15.19,30.94,0.66,25.92,62.48,151.73,7.54,51.32,0.7,211.55,0.02,0.0,175.94,996.97,20-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
20-Mar-2020 - 00:00,35.92,32.77,68.69,15.53,22.28,0.96,24.39,45.46,125.13,4.23,46.42,0.83,193.43,0.03,0.0,230.65,983.12,21-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
21-Mar-2020 - 00:00,36.92,29.24,65.55,16.0,26.81,0.58,24.57,65.0,159.53,18.63,46.01,0.89,219.96,0.02,0.0,183.11,995.54,22-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
22-Mar-2020 - 00:00,27.28,27.29,54.57,13.68,19.23,0.57,24.89,35.36,82.31,5.08,63.24,0.87,139.37,0.02,0.0,178.38,990.24,23-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
23-Mar-2020 - 00:00,27.91,28.82,56.73,13.24,16.75,0.6,26.06,45.25,100.95,3.74,62.44,0.91,131.08,0.02,0.0,174.91,996.84,24-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
24-Mar-2020 - 00:00,23.42,28.68,52.1,12.18,12.88,0.53,28.25,49.92,100.02,3.17,55.98,0.78,156.83,0.0,0.0,218.36,917.87,25-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
25-Mar-2020 - 00:00,27.92,28.79,56.7,13.55,18.5,0.6,21.86,61.79,126.59,5.4,63.49,0.7,172.91,0.02,0.0,201.24,979.02,26-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
26-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,27-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
27-Mar-2020 - 00:00,19.88,27.11,47.87,12.51,11.33,0.41,23.71,24.67,77.71,1.62,37.87,1.22,161.42,-0.08,0.0,57.52,975.74,28-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
28-Mar-2020 - 00:00,15.53,30.1,45.63,11.19,11.19,0.46,24.55,27.36,76.73,1.44,43.01,2.12,230.13,-0.09,0.0,229.16,954.97,29-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
29-Mar-2020 - 00:00,11.05,27.08,37.88,10.96,11.72,0.35,30.19,22.53,57.64,1.08,36.17,2.12,243.34,-0.09,0.0,254.18,840.55,30-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
30-Mar-2020 - 00:00,11.96,27.41,39.21,10.61,12.96,0.38,31.5,21.84,63.6,1.02,31.25,1.89,246.79,-0.09,0.0,241.78,848.11,31-Mar-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
31-Mar-2020 - 00:00,15.65,28.01,43.69,10.46,14.65,0.45,30.59,30.17,86.36,3.89,36.2,1.86,204.36,-0.08,0.0,315.47,908.2,01-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
01-Apr-2020 - 00:00,22.02,27.69,49.7,11.71,21.03,0.5,35.38,41.77,101.86,2.91,30.19,1.99,211.63,0.03,0.0,294.17,981.81,02-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
02-Apr-2020 - 00:00,22.32,31.13,53.45,11.83,15.49,0.54,29.23,44.69,104.18,13.46,40.33,1.79,182.82,0.02,0.0,238.15,990.74,03-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
03-Apr-2020 - 00:00,16.78,26.39,43.11,10.83,10.78,0.42,27.81,35.18,90.2,6.67,35.85,2.14,207.84,0.0,0.0,234.53,970.37,04-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
04-Apr-2020 - 00:00,18.64,26.62,45.11,11.02,16.99,0.6,29.72,35.44,89.88,3.14,33.19,2.14,128.17,0.01,0.0,224.31,996.05,05-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
05-Apr-2020 - 00:00,15.87,29.96,45.38,9.64,13.67,0.49,29.53,35.76,91.79,2.72,27.07,2.13,182.06,0.01,0.0,244.54,990.86,06-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
06-Apr-2020 - 00:00,16.98,28.04,44.91,9.17,19.45,0.66,26.39,39.1,104.4,3.5,26.35,1.18,239.37,0.02,0.0,243.88,994.52,07-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
07-Apr-2020 - 00:00,20.26,28.39,48.58,9.61,23.38,0.74,25.32,42.3,120.22,5.83,27.99,1.08,233.32,0.01,0.0,215.15,972.92,08-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
08-Apr-2020 - 00:00,12.94,27.15,39.11,7.81,17.47,0.48,28.51,35.89,82.11,4.11,33.15,1.16,257.54,-0.01,0.0,224.08,938.28,09-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
09-Apr-2020 - 00:00,19.48,28.69,47.98,9.99,14.76,0.57,27.97,27.75,60.33,4.92,38.12,1.05,208.11,-0.01,0.0,260.59,970.21,10-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
10-Apr-2020 - 00:00,24.74,29.84,54.41,10.99,16.99,0.82,27.57,31.61,77.9,16.0,45.26,1.14,205.88,0.02,0.0,216.06,995.26,11-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
11-Apr-2020 - 00:00,26.34,28.9,55.12,11.03,10.78,0.99,32.26,30.21,75.19,8.97,48.83,0.98,223.92,0.03,0.0,226.09,995.73,12-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
12-Apr-2020 - 00:00,22.41,27.31,49.68,10.27,10.34,0.97,25.79,35.26,93.9,2.3,60.18,0.93,167.35,0.03,0.0,212.87,994.1,13-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
13-Apr-2020 - 00:00,38.49,22.66,61.14,11.24,5.91,0.99,18.16,32.84,87.41,2.02,75.19,0.93,263.67,0.01,0.0,6.96,992.86,14-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
14-Apr-2020 - 00:00,29.74,22.94,51.88,33.72,8.05,0.37,22.75,33.23,87.12,1.4,52.93,0.94,149.45,0.01,0.0,67.43,973.73,15-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
15-Apr-2020 - 00:00,9.09,23.71,32.89,33.07,11.43,0.3,19.2,28.33,73.91,1.0,65.57,1.14,148.23,0.0,0.0,152.0,893.54,16-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
16-Apr-2020 - 00:00,8.29,23.77,32.06,37.59,11.15,0.37,24.53,28.85,78.44,4.66,57.59,0.66,151.42,-0.0,0.0,300.88,757.98,17-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
17-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,18-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
18-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,19-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
19-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,20-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
20-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,21-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
21-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,22-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
22-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,23-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
23-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,24-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
24-Apr-2020 - 00:00,7.1,11.46,18.5,17.77,11.56,0.3,25.21,21.56,43.16,3.23,69.97,1.32,216.2,0.0,0.33,243.29,992.47,25-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
25-Apr-2020 - 00:00,7.7,12.22,20.17,18.3,15.73,0.35,17.46,19.44,39.84,3.09,81.01,1.54,171.52,0.04,0.05,187.59,994.37,26-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
26-Apr-2020 - 00:00,7.54,12.16,19.72,17.68,8.0,0.33,15.73,28.85,52.38,2.14,87.21,1.45,98.62,0.1,0.01,132.69,996.86,27-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
27-Apr-2020 - 00:00,7.08,11.71,18.79,17.55,7.81,0.28,15.45,21.75,40.57,1.28,83.99,1.3,100.28,0.11,0.0,111.42,998.32,28-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
28-Apr-2020 - 00:00,6.6,11.68,18.27,16.9,8.03,0.3,17.33,16.04,35.39,1.15,80.92,1.34,105.1,0.11,0.0,181.21,997.19,29-Apr-2020 - 00:00,"Asansol Court Area, Asansol - WBPCB"
