from date,NO2,NH3,NOx,NO,SO2,CO,Ozone,PM2.5,PM10,Benzene,WD,RH,BP,Toluene,Temp,to date,station
01-Jun-2020 - 00:00,13.71,9.59,8.31,1.31,3.89,0.47,27.65,6.02,19.07,0.11,153.88,71.3,712.71,0.79,26.89,02-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
02-Jun-2020 - 00:00,11.13,8.24,6.97,1.37,3.67,0.58,26.0,4.62,17.81,0.1,170.03,73.04,712.29,1.16,26.88,03-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
03-Jun-2020 - 00:00,11.18,7.94,6.99,1.36,4.18,0.5,29.05,5.05,16.48,0.12,161.59,72.67,711.65,0.88,28.35,04-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
04-Jun-2020 - 00:00,13.01,7.14,7.95,1.35,4.56,0.48,26.62,3.99,18.97,0.12,144.78,71.66,711.89,0.81,26.91,05-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
05-Jun-2020 - 00:00,15.89,7.24,9.98,1.91,4.55,0.47,28.7,12.12,28.07,0.12,132.42,68.24,711.94,0.79,27.33,06-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
06-Jun-2020 - 00:00,17.26,7.13,12.29,3.92,5.53,0.49,26.03,18.99,38.92,0.1,135.91,74.95,711.65,0.85,26.39,07-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
07-Jun-2020 - 00:00,12.36,7.42,7.66,1.34,5.57,0.45,23.28,21.01,40.52,0.11,129.51,74.26,711.29,0.75,26.26,08-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
08-Jun-2020 - 00:00,16.62,7.15,10.42,1.98,5.33,0.52,25.03,23.32,55.49,0.12,118.43,64.81,710.77,0.95,26.2,09-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
09-Jun-2020 - 00:00,14.29,7.66,8.77,1.45,5.13,0.51,25.82,25.49,51.6,0.11,116.61,69.12,710.66,0.92,26.41,10-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
10-Jun-2020 - 00:00,13.88,7.53,8.82,1.84,4.49,0.51,23.75,22.95,43.98,0.11,117.29,73.98,709.86,0.94,27.16,11-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
11-Jun-2020 - 00:00,11.34,6.88,7.08,1.48,5.64,0.44,18.83,16.52,27.64,0.12,101.65,82.35,709.25,0.68,26.69,12-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
12-Jun-2020 - 00:00,12.62,6.25,8.15,1.78,3.9,0.45,24.35,17.54,33.75,0.1,116.64,72.39,708.14,0.72,26.61,13-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
13-Jun-2020 - 00:00,11.6,5.95,7.4,1.51,4.33,0.46,24.31,18.88,32.68,0.12,146.06,78.18,708.54,0.78,26.53,14-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
14-Jun-2020 - 00:00,9.01,6.14,5.73,1.2,4.16,0.38,23.17,15.59,33.03,0.1,127.66,75.52,709.86,0.49,26.47,15-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
15-Jun-2020 - 00:00,11.18,5.33,7.16,1.59,3.79,0.42,23.89,18.13,34.08,0.12,137.73,73.76,709.9,0.63,25.98,16-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
16-Jun-2020 - 00:00,10.8,5.83,6.89,1.44,3.39,0.43,23.32,19.57,39.5,0.13,153.49,75.54,708.95,0.67,26.4,17-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
17-Jun-2020 - 00:00,13.47,6.34,8.59,1.82,3.17,0.55,22.84,24.76,52.91,0.12,157.66,74.36,710.09,1.06,26.5,18-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
18-Jun-2020 - 00:00,11.74,6.2,7.61,1.88,3.56,0.48,21.23,22.7,45.41,0.13,140.08,78.49,711.2,0.83,26.83,19-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
19-Jun-2020 - 00:00,13.09,6.08,8.69,2.14,4.62,0.46,20.08,24.89,51.2,0.1,124.67,73.26,711.67,0.76,26.28,20-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
20-Jun-2020 - 00:00,13.16,5.84,8.31,1.66,4.91,0.52,22.75,21.48,47.01,0.11,116.77,69.54,711.39,0.97,26.2,21-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
21-Jun-2020 - 00:00,8.74,6.05,5.43,1.04,4.79,0.38,21.94,19.86,42.66,0.1,119.63,74.88,710.52,0.51,26.16,22-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
22-Jun-2020 - 00:00,15.39,5.67,10.21,2.56,5.29,0.54,20.92,19.57,37.61,0.13,117.85,74.7,709.41,1.03,26.15,23-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
23-Jun-2020 - 00:00,13.41,5.93,8.29,1.47,4.86,0.48,26.35,25.49,51.88,0.11,122.7,67.27,710.36,0.84,26.21,24-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
24-Jun-2020 - 00:00,16.29,6.48,11.28,3.38,4.51,0.5,24.7,23.93,44.74,0.11,136.44,75.84,710.51,0.88,26.27,25-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
25-Jun-2020 - 00:00,25.32,6.43,17.89,5.45,4.71,0.69,24.58,21.86,38.18,0.17,129.26,78.99,709.19,1.52,26.26,26-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
26-Jun-2020 - 00:00,14.4,6.37,8.78,1.46,4.82,0.55,26.79,17.39,30.39,0.13,147.06,77.14,708.92,1.07,26.31,27-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
27-Jun-2020 - 00:00,15.25,5.96,9.2,1.35,4.01,0.52,23.85,17.41,31.1,0.12,139.01,75.07,709.45,0.98,26.22,28-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
28-Jun-2020 - 00:00,11.18,6.42,6.65,0.91,3.46,0.48,24.48,16.81,31.78,0.12,137.5,73.77,709.38,0.82,26.18,29-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
29-Jun-2020 - 00:00,12.9,6.82,7.89,1.39,3.41,0.48,22.86,19.21,31.91,0.13,151.99,76.06,708.78,0.82,26.12,30-Jun-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
30-Jun-2020 - 00:00,12.44,6.2,7.65,1.43,2.93,0.45,22.13,15.36,26.78,0.11,130.5,72.46,708.7,0.74,26.16,01-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
01-Jul-2020 - 00:00,11.35,5.92,7.16,1.43,2.95,0.42,22.86,19.41,31.49,0.11,131.64,71.65,709.56,0.64,26.18,02-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
02-Jul-2020 - 00:00,12.45,6.05,8.17,2.02,4.1,0.47,17.26,15.31,24.46,0.12,136.23,82.2,709.44,0.79,26.05,03-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
03-Jul-2020 - 00:00,12.74,5.82,8.33,1.95,4.52,0.48,19.25,14.57,23.16,0.13,126.17,81.88,709.3,0.83,25.93,04-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
04-Jul-2020 - 00:00,10.53,5.46,6.76,1.5,4.96,0.44,19.98,16.09,29.12,0.12,130.69,78.3,708.78,0.7,25.98,05-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
05-Jul-2020 - 00:00,5.44,5.48,3.24,0.46,4.6,0.33,21.73,18.82,32.59,0.11,158.78,81.69,708.57,0.34,26.0,06-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
06-Jul-2020 - 00:00,10.59,6.0,6.9,1.59,4.76,0.46,27.82,17.93,36.35,0.12,137.51,79.19,708.81,0.75,26.54,07-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
07-Jul-2020 - 00:00,9.4,5.58,6.09,1.47,3.3,0.41,29.52,16.89,29.69,0.11,143.22,77.54,710.5,0.6,26.2,08-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
08-Jul-2020 - 00:00,9.86,5.43,6.35,1.41,4.46,0.4,29.11,14.22,24.51,0.1,134.8,79.36,711.36,0.55,26.48,09-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
09-Jul-2020 - 00:00,10.95,5.15,7.16,1.65,4.09,0.46,28.48,13.6,26.09,0.11,129.03,79.25,710.43,0.75,27.45,10-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
10-Jul-2020 - 00:00,10.69,4.83,6.84,1.52,3.91,0.47,27.39,15.96,27.11,0.1,149.33,81.25,711.02,0.79,26.33,11-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
11-Jul-2020 - 00:00,11.96,5.12,7.48,1.37,4.08,0.48,31.78,16.2,28.72,0.12,148.76,72.51,710.49,0.83,26.39,12-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
12-Jul-2020 - 00:00,6.81,5.36,4.08,0.6,3.87,0.38,34.51,14.08,21.42,0.1,133.98,70.41,710.2,0.5,26.95,13-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
13-Jul-2020 - 00:00,13.48,5.74,8.35,1.46,4.35,0.49,34.59,18.8,33.47,0.14,122.9,72.74,709.5,0.85,26.71,14-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
14-Jul-2020 - 00:00,13.7,5.63,8.84,1.94,3.77,0.51,28.29,16.29,27.77,0.14,113.97,75.35,709.38,0.93,26.29,15-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
15-Jul-2020 - 00:00,7.18,6.31,4.29,0.6,3.78,0.39,26.89,16.19,21.81,0.1,148.46,83.64,708.84,0.53,27.11,16-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
16-Jul-2020 - 00:00,6.29,5.74,3.89,0.74,3.71,0.41,24.16,12.49,19.02,0.1,156.26,86.45,708.07,0.59,26.22,17-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
17-Jul-2020 - 00:00,5.67,5.2,3.51,0.64,3.21,0.34,27.98,15.5,23.38,0.1,149.32,82.21,708.86,0.35,26.18,18-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
18-Jul-2020 - 00:00,6.05,5.49,3.53,0.5,4.54,0.44,31.81,16.08,26.42,0.1,163.08,75.92,709.88,0.7,26.4,19-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
19-Jul-2020 - 00:00,10.57,5.45,6.51,1.24,5.16,0.49,27.48,17.66,24.51,0.15,119.06,77.2,710.22,0.88,26.22,20-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
20-Jul-2020 - 00:00,8.84,6.07,5.61,1.13,4.6,0.46,27.79,16.26,23.52,0.12,159.92,80.04,709.62,0.77,26.15,21-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
21-Jul-2020 - 00:00,9.37,5.42,5.69,0.89,5.0,0.44,32.86,10.84,21.36,0.15,152.35,71.52,710.04,0.69,26.14,22-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
22-Jul-2020 - 00:00,17.9,7.37,10.87,1.8,4.88,0.73,38.56,29.91,47.71,0.18,177.69,68.14,710.28,1.64,26.25,23-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
23-Jul-2020 - 00:00,14.38,7.56,8.86,1.57,4.66,0.55,34.34,24.19,37.41,0.13,155.42,72.54,710.0,1.05,26.27,24-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
24-Jul-2020 - 00:00,10.85,6.5,6.66,1.28,4.66,0.44,29.78,17.81,26.95,0.1,181.67,77.67,710.78,0.69,26.1,25-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
25-Jul-2020 - 00:00,9.48,5.64,5.93,1.32,4.44,0.41,34.13,13.46,23.94,0.11,132.57,72.35,711.49,0.59,26.41,26-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
26-Jul-2020 - 00:00,6.57,5.55,3.79,0.51,3.93,0.36,37.78,18.63,28.59,0.1,115.52,64.26,713.07,0.43,26.02,27-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
27-Jul-2020 - 00:00,10.75,5.38,6.66,1.33,4.83,0.44,32.42,17.44,28.85,0.1,109.74,75.17,712.45,0.69,26.22,28-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
28-Jul-2020 - 00:00,20.01,5.72,13.74,4.09,3.99,0.7,28.92,17.79,32.42,0.19,115.07,72.38,710.41,1.56,26.48,29-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
29-Jul-2020 - 00:00,16.93,6.56,12.0,4.15,3.64,0.67,22.99,19.52,31.39,0.19,141.44,83.33,709.26,1.44,26.11,30-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
30-Jul-2020 - 00:00,11.38,6.39,7.08,1.46,3.37,0.47,25.96,13.0,24.29,0.12,142.25,78.2,709.45,0.81,26.16,31-Jul-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
31-Jul-2020 - 00:00,9.13,6.27,5.83,1.08,3.97,0.44,27.3,15.96,25.04,0.1,151.94,77.31,709.23,0.7,26.18,01-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
01-Aug-2020 - 00:00,6.46,6.13,4.17,1.14,3.19,0.32,23.69,10.62,17.0,0.1,117.69,88.69,709.72,0.33,26.32,02-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
02-Aug-2020 - 00:00,,,,,,,,,,,,,,,,03-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
03-Aug-2020 - 00:00,12.91,5.67,8.55,2.06,4.21,0.54,24.56,11.88,35.94,0.1,129.56,75.65,708.15,1.01,25.9,04-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
04-Aug-2020 - 00:00,9.7,5.72,6.27,1.46,4.29,0.4,26.99,14.27,32.58,0.12,123.92,82.16,707.06,0.57,26.33,05-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
05-Aug-2020 - 00:00,10.83,5.37,7.06,2.27,4.99,0.41,26.92,14.91,35.51,0.12,143.35,80.54,705.36,0.61,26.01,06-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
06-Aug-2020 - 00:00,10.97,6.06,7.17,2.15,4.36,0.43,23.53,16.21,42.09,0.12,146.41,77.64,706.81,0.68,26.15,07-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
07-Aug-2020 - 00:00,11.58,5.48,7.41,1.64,3.61,0.46,20.55,15.97,38.45,0.14,133.58,78.6,709.76,0.75,26.12,08-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
08-Aug-2020 - 00:00,11.01,5.18,7.08,1.54,4.11,0.48,25.78,16.32,37.21,0.12,127.07,79.75,710.61,0.83,26.06,09-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
09-Aug-2020 - 00:00,9.07,5.38,5.71,1.17,3.96,0.39,24.81,18.15,36.33,0.1,129.15,84.15,709.97,0.51,25.98,10-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
10-Aug-2020 - 00:00,11.63,5.19,7.33,1.52,3.89,0.52,26.02,18.73,40.01,0.13,126.12,80.59,710.34,0.97,25.93,11-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
11-Aug-2020 - 00:00,12.58,5.63,7.89,1.56,4.06,0.55,24.86,20.44,45.19,0.13,133.81,79.57,711.25,1.05,26.0,12-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
12-Aug-2020 - 00:00,12.03,5.78,7.75,1.66,3.7,0.6,24.83,20.77,53.09,0.12,119.82,76.48,712.19,0.81,26.07,13-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
13-Aug-2020 - 00:00,10.95,5.68,6.98,1.51,3.55,0.5,24.81,24.39,60.02,0.11,119.45,73.26,710.56,0.9,26.11,14-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
14-Aug-2020 - 00:00,12.78,5.54,8.19,2.06,3.84,0.51,24.91,23.48,56.8,0.13,130.76,76.39,709.53,0.93,26.09,15-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
15-Aug-2020 - 00:00,10.94,6.05,6.72,1.25,3.49,0.5,24.93,23.03,53.5,0.12,133.83,76.59,709.77,0.9,26.19,16-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
16-Aug-2020 - 00:00,10.74,6.48,6.65,1.31,3.33,0.43,24.54,25.06,54.76,0.12,137.62,81.09,710.4,0.65,26.01,17-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
17-Aug-2020 - 00:00,11.79,7.19,7.68,1.87,3.21,0.46,24.37,19.23,43.67,0.14,147.16,84.33,709.91,0.77,26.02,18-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
18-Aug-2020 - 00:00,11.18,6.99,7.32,1.7,3.46,0.51,23.35,19.82,44.99,0.13,126.89,79.5,710.62,0.93,26.05,19-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
19-Aug-2020 - 00:00,11.13,6.9,7.23,1.8,3.35,0.47,27.7,20.07,47.73,0.12,124.17,77.77,709.71,0.8,26.3,20-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
20-Aug-2020 - 00:00,8.75,4.58,5.9,1.53,4.03,0.5,32.18,20.98,51.1,0.12,134.08,78.22,709.65,0.88,26.18,21-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
21-Aug-2020 - 00:00,4.41,2.36,2.78,0.56,4.06,0.43,31.58,20.96,46.75,0.1,157.99,76.56,711.41,0.66,25.14,22-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
22-Aug-2020 - 00:00,4.28,2.53,2.67,0.52,3.92,0.43,34.18,18.92,41.58,0.11,146.47,76.62,712.21,0.67,25.06,23-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
23-Aug-2020 - 00:00,3.9,2.45,2.47,0.53,3.85,0.41,34.1,15.3,36.15,0.11,126.12,76.01,712.02,0.61,25.06,24-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
24-Aug-2020 - 00:00,6.35,2.47,4.06,0.87,3.94,0.53,31.85,22.2,49.26,0.12,137.17,74.71,712.22,0.99,24.95,25-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
25-Aug-2020 - 00:00,10.56,2.54,9.74,5.07,4.01,0.79,31.91,26.14,61.12,0.19,111.05,66.48,712.81,1.84,25.08,26-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
26-Aug-2020 - 00:00,7.78,2.86,5.46,1.65,3.85,0.84,32.62,23.18,56.11,0.24,106.78,66.94,712.71,2.01,25.19,27-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
27-Aug-2020 - 00:00,7.38,2.59,5.4,1.82,4.08,0.68,32.74,24.2,57.03,0.18,102.77,66.39,711.78,1.49,25.21,28-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
28-Aug-2020 - 00:00,9.0,2.61,7.6,3.46,4.1,0.76,31.51,26.96,75.39,0.22,105.54,63.76,711.06,1.74,25.48,29-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
29-Aug-2020 - 00:00,4.67,2.6,2.82,0.45,4.18,0.48,26.17,24.6,60.46,0.13,144.74,63.53,711.07,0.81,25.63,30-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
30-Aug-2020 - 00:00,5.31,2.47,3.5,0.93,3.81,0.47,29.01,18.01,53.64,0.15,127.57,70.07,711.89,0.79,25.96,31-Aug-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
31-Aug-2020 - 00:00,9.64,2.42,7.57,3.09,4.58,0.78,28.7,20.13,49.63,0.27,116.02,75.02,712.08,1.79,25.8,01-Sep-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
01-Sep-2020 - 00:00,11.61,2.52,10.25,5.02,4.98,0.99,37.28,23.15,63.44,0.34,133.35,76.95,712.1,2.51,26.27,02-Sep-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
02-Sep-2020 - 00:00,9.51,2.91,6.41,1.81,4.65,0.9,44.21,24.83,54.14,0.21,140.65,81.96,711.1,2.19,25.79,03-Sep-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
03-Sep-2020 - 00:00,9.73,2.71,6.69,1.92,4.68,0.79,48.82,23.89,53.51,0.2,182.82,76.35,710.65,1.85,26.8,04-Sep-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
04-Sep-2020 - 00:00,10.36,3.27,7.58,2.68,4.32,1.04,51.65,32.0,71.79,0.23,210.25,72.27,710.55,2.69,28.75,05-Sep-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
05-Sep-2020 - 00:00,11.25,4.2,7.6,2.07,4.14,1.05,58.83,45.78,83.86,0.27,184.65,74.36,710.05,2.68,29.84,06-Sep-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
06-Sep-2020 - 00:00,7.88,3.93,5.34,1.58,4.05,0.87,56.84,40.68,75.89,0.22,194.47,72.17,709.67,2.1,29.84,07-Sep-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
07-Sep-2020 - 00:00,4.4,2.51,2.88,0.74,4.15,0.73,47.26,13.82,37.24,0.13,164.33,75.45,711.01,1.66,30.23,08-Sep-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
08-Sep-2020 - 00:00,7.25,2.5,5.14,1.62,3.92,1.17,28.71,15.68,36.27,0.18,130.82,76.7,711.06,3.09,29.99,09-Sep-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
09-Sep-2020 - 00:00,5.52,2.55,3.64,0.9,3.93,0.64,28.35,16.12,38.81,0.15,142.77,78.86,710.23,1.38,29.56,10-Sep-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
10-Sep-2020 - 00:00,3.63,1.86,2.28,0.52,3.78,0.45,28.47,12.01,33.33,0.1,154.39,78.87,709.12,0.73,29.35,11-Sep-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
