from date,NO2,NOx,NH3,NO,SO2,CO,PM2.5,PM10,Benzene,O Xylene,MP-Xylene,Toluene,Ozone,Temp,VWS,SR,RH,RF,WD,WS,BP,to date,station
29-Oct-2020 - 00:00,29.51,53.55,15.31,24.05,3.63,0.59,48.98,103.97,,,,,26.15,24.96,0.08,298.99,64.77,0.0,219.41,1.19,995.39,30-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
30-Oct-2020 - 00:00,27.49,44.39,12.82,16.91,3.68,0.51,41.8,79.87,,,,,28.3,25.4,0.08,299.54,59.85,0.0,221.49,1.12,994.33,31-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
31-Oct-2020 - 00:00,34.19,61.27,12.28,29.84,4.06,0.62,51.53,119.92,,,,,20.82,24.27,0.08,246.17,62.59,0.0,152.59,1.26,994.95,01-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
01-Nov-2020 - 00:00,24.73,40.85,15.58,16.12,3.44,0.59,40.61,91.66,,,,,24.6,25.8,0.08,260.6,70.17,0.0,165.87,1.03,995.7,02-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
02-Nov-2020 - 00:00,22.74,35.88,15.83,13.14,3.13,0.44,42.89,81.08,,,,,21.21,24.96,0.08,204.75,78.49,0.0,99.14,1.13,996.48,03-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
03-Nov-2020 - 00:00,22.57,37.26,15.09,14.68,3.39,0.69,86.73,130.38,,,,,28.76,24.73,0.08,255.86,80.74,0.0,218.44,0.93,995.51,04-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
04-Nov-2020 - 00:00,25.42,33.98,16.16,8.57,3.17,0.85,150.23,222.43,,,,,39.92,22.5,0.08,234.03,78.84,0.0,217.38,0.97,994.51,05-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
05-Nov-2020 - 00:00,39.45,54.77,13.91,15.32,4.12,0.99,170.57,265.84,6.37,0.18,1.87,8.6,32.2,21.85,0.08,223.8,78.26,0.0,159.77,1.08,996.93,06-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
06-Nov-2020 - 00:00,35.4,52.5,20.9,17.1,3.64,0.83,126.66,202.63,4.41,0.12,1.1,4.85,43.37,21.98,0.08,227.76,67.99,0.0,165.11,1.25,999.05,07-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
07-Nov-2020 - 00:00,39.19,70.35,17.54,31.17,4.25,0.88,97.72,162.34,5.08,0.18,1.64,5.89,27.59,21.71,0.08,257.34,66.85,0.0,238.59,1.0,999.35,08-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
08-Nov-2020 - 00:00,34.72,64.3,17.38,29.57,4.53,0.65,68.44,134.98,3.83,0.19,1.36,4.89,25.24,21.95,0.08,275.81,61.18,0.0,241.97,1.13,999.47,09-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
09-Nov-2020 - 00:00,34.91,70.95,25.91,36.04,4.34,0.54,70.5,149.71,3.6,0.18,2.1,5.66,22.74,22.32,0.08,272.85,58.68,0.0,211.22,1.11,998.57,10-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
10-Nov-2020 - 00:00,35.27,70.93,26.1,35.64,4.03,0.57,57.81,125.87,4.66,0.15,1.7,4.77,24.59,22.54,0.08,283.81,56.25,0.0,192.86,1.29,998.33,11-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
11-Nov-2020 - 00:00,34.64,64.86,23.71,32.53,3.91,0.65,58.9,117.08,4.48,0.14,1.16,4.12,24.32,22.04,0.08,239.67,57.08,0.0,224.13,1.24,999.26,12-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
12-Nov-2020 - 00:00,37.4,69.57,22.43,32.17,5.5,0.8,63.75,152.79,4.19,0.18,1.32,5.3,26.67,22.62,0.08,278.07,58.1,0.0,224.32,1.28,999.12,13-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
13-Nov-2020 - 00:00,35.62,59.73,23.48,24.11,5.02,0.77,72.07,147.7,4.0,0.17,1.27,5.17,29.41,22.31,0.08,270.71,62.05,0.0,226.28,1.19,998.21,14-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
14-Nov-2020 - 00:00,29.84,51.2,23.89,21.36,4.17,0.86,76.23,118.21,4.12,0.13,1.28,4.89,32.38,22.14,0.08,273.49,59.75,0.0,226.79,1.07,997.55,15-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
15-Nov-2020 - 00:00,29.07,53.16,23.21,24.09,4.48,0.82,79.5,126.42,4.22,0.11,1.28,4.87,28.43,21.88,0.08,270.63,62.29,0.0,244.91,1.04,997.68,16-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
16-Nov-2020 - 00:00,34.81,65.46,18.23,30.48,4.04,0.9,59.08,104.47,4.22,0.11,1.34,5.65,26.74,22.09,0.08,244.1,65.31,0.0,239.11,0.94,997.0,17-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
17-Nov-2020 - 00:00,33.81,71.71,28.3,37.9,5.04,0.86,79.09,129.74,4.14,0.11,1.14,6.21,26.97,20.55,0.08,261.15,76.16,0.0,232.18,0.98,995.16,18-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
18-Nov-2020 - 00:00,37.06,74.5,25.94,37.44,3.96,0.91,86.3,163.21,5.02,0.16,1.57,7.2,32.81,20.52,0.07,244.45,76.66,0.0,194.22,1.0,995.77,19-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
19-Nov-2020 - 00:00,39.38,69.07,18.89,29.69,3.98,1.06,94.03,151.41,4.84,0.13,1.59,6.19,32.18,19.97,0.08,188.98,76.51,0.0,159.69,1.24,996.18,20-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
20-Nov-2020 - 00:00,31.77,43.4,23.05,11.63,4.05,0.89,83.62,145.84,3.81,0.07,1.04,5.27,40.93,21.04,0.08,213.56,73.26,0.0,118.18,1.2,996.42,21-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
21-Nov-2020 - 00:00,23.12,31.99,26.86,8.88,3.87,0.88,76.95,122.43,3.08,0.02,0.59,3.19,41.27,19.96,0.08,191.09,79.62,0.0,159.17,1.13,996.43,22-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Nov-2020 - 00:00,28.78,40.47,23.47,11.69,4.55,0.85,94.43,144.91,3.72,0.04,0.75,4.05,39.43,18.12,0.06,239.35,73.82,0.0,229.01,0.92,997.69,23-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
23-Nov-2020 - 00:00,42.8,67.94,21.8,25.16,4.36,1.01,107.51,190.11,4.47,0.09,1.21,5.34,37.49,18.81,0.08,240.22,69.98,0.0,173.14,1.2,999.11,24-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
24-Nov-2020 - 00:00,61.92,107.65,20.54,45.73,5.14,1.07,88.46,184.36,4.9,0.13,1.72,7.79,36.51,21.11,0.08,206.86,55.45,0.0,244.45,1.09,998.19,25-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
25-Nov-2020 - 00:00,50.36,86.32,18.38,35.97,4.31,0.84,76.19,160.5,4.45,0.11,1.38,6.11,22.23,18.97,0.08,259.29,64.1,0.0,222.7,1.28,999.29,26-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
26-Nov-2020 - 00:00,53.67,126.69,17.05,73.02,3.37,0.65,77.66,121.2,4.02,0.14,1.35,5.71,9.8,14.38,0.08,86.54,89.01,0.0,256.03,0.98,999.26,27-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
27-Nov-2020 - 00:00,61.19,88.58,23.67,27.39,5.56,1.29,100.41,187.29,6.01,0.14,1.93,6.92,19.06,20.99,0.08,139.03,75.18,0.0,190.66,0.62,999.73,28-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
28-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
29-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Nov-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
30-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-Dec-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
01-Dec-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-Dec-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
