from date,PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,CO,AT,WS,SO2,Benzene,Toluene,NH3,to date,station
13-Nov-2020 - 00:00,273.0,0.33,3.05,238.38,62.01,982.29,96.15,44.25,65.6,70.08,26.4,187.64,2.17,23.99,0.62,20.17,5.65,20.04,19.72,14-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
14-Nov-2020 - 00:00,468.93,0.27,1.56,226.92,66.08,982.29,79.58,30.92,69.29,62.07,13.5,397.97,2.31,22.55,0.38,19.02,4.3,10.25,20.21,15-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
15-Nov-2020 - 00:00,359.07,,,166.44,67.36,982.41,81.07,26.44,47.54,46.84,16.53,339.17,1.88,24.1,1.14,16.12,,,15.49,16-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
16-Nov-2020 - 00:00,111.02,0.05,0.55,177.37,72.57,982.42,47.7,19.4,46.01,40.29,14.16,82.7,1.54,24.85,0.92,16.34,0.25,0.3,19.78,17-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
17-Nov-2020 - 00:00,112.94,0.0,0.54,261.08,67.4,982.41,102.75,24.9,52.99,48.47,15.88,76.98,1.42,23.74,0.87,16.08,0.42,0.66,23.61,18-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
18-Nov-2020 - 00:00,147.25,0.0,0.14,261.08,62.4,982.41,105.82,16.14,58.69,44.38,21.71,103.54,1.57,22.28,0.78,14.4,0.9,0.83,21.16,19-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
19-Nov-2020 - 00:00,179.56,0.0,0.0,256.44,60.6,982.41,103.61,23.43,72.16,57.47,17.78,123.67,1.63,20.78,0.69,16.54,1.36,1.01,17.35,20-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
20-Nov-2020 - 00:00,190.94,,0.07,265.71,54.19,982.4,108.23,11.98,69.46,46.7,21.01,139.51,1.57,21.48,1.16,16.88,,,15.98,21-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Nov-2020 - 00:00,172.8,,,264.67,47.54,982.4,110.01,15.31,62.95,45.96,22.26,108.55,1.63,21.09,1.5,17.06,,,15.07,22-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Nov-2020 - 00:00,193.04,,,250.11,52.34,982.4,107.28,23.39,70.84,56.75,14.9,133.62,1.46,18.82,0.96,17.57,,,14.51,23-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Nov-2020 - 00:00,249.38,2.73,0.88,215.81,55.22,982.4,98.07,65.71,104.54,109.17,11.36,174.27,2.59,19.23,0.39,17.69,4.28,4.86,15.64,24-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Nov-2020 - 00:00,374.02,4.55,2.7,217.94,60.0,982.4,81.47,114.54,123.09,158.83,14.86,272.23,2.72,19.24,0.44,20.3,4.69,6.76,19.01,25-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Nov-2020 - 00:00,347.68,3.7,1.11,210.63,65.21,982.42,48.88,64.83,101.76,106.98,7.57,267.69,1.98,21.11,0.53,19.95,2.79,4.77,22.0,26-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Nov-2020 - 00:00,174.52,1.21,,268.4,59.68,982.42,99.54,18.25,61.95,47.82,11.28,97.99,1.57,24.03,1.07,20.53,5.11,8.82,19.21,27-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Nov-2020 - 00:00,124.96,0.2,,268.69,55.38,982.39,110.39,11.8,59.65,41.34,13.73,70.14,1.49,23.35,1.17,19.64,4.21,3.78,16.23,28-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Nov-2020 - 00:00,162.69,0.0,,237.97,56.06,982.42,108.62,15.41,67.38,48.4,15.98,108.49,1.72,21.4,1.03,14.36,0.9,0.0,19.59,29-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Nov-2020 - 00:00,178.56,2.32,,247.04,56.55,982.47,105.94,29.24,78.96,65.83,17.21,117.95,1.28,19.87,0.67,17.88,3.93,12.8,20.22,30-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Nov-2020 - 00:00,240.81,8.29,2.5,248.38,60.85,982.47,100.72,64.26,86.31,98.28,17.43,166.46,3.0,19.81,0.75,19.49,6.81,50.2,19.92,01-Dec-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Dec-2020 - 00:00,373.0,5.65,,237.5,77.7,982.4,5.55,179.85,112.35,206.4,2.35,291.0,3.4,14.95,0.3,25.8,2.85,6.0,20.15,02-Dec-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
