from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,MP-Xylene,Eth-Benzene,AT,RH,BP,SR,WS,WD,to date,station
17-Jan-2020 - 00:00,44.8,61.57,19.18,5.51,24.69,19.28,4.33,0.6,46.66,0.36,5.45,4.33,16.47,67.9,,214.48,0.35,251.89,18-Jan-2020 - 00:00,"Powai, Mumbai - MPCB"
18-Jan-2020 - 00:00,79.97,143.79,29.23,4.13,33.37,20.18,5.68,0.9,48.51,0.79,6.48,3.94,18.47,72.58,,247.68,0.4,263.4,19-Jan-2020 - 00:00,"Powai, Mumbai - MPCB"
19-Jan-2020 - 00:00,79.42,142.8,29.52,4.0,33.53,20.21,8.22,0.98,73.4,0.98,7.87,1.94,26.11,62.37,,280.28,1.83,198.85,20-Jan-2020 - 00:00,"Powai, Mumbai - MPCB"
20-Jan-2020 - 00:00,76.21,140.94,34.4,4.51,38.92,20.53,10.01,1.01,71.21,0.95,8.31,3.32,25.47,68.55,,259.78,0.64,223.26,21-Jan-2020 - 00:00,"Powai, Mumbai - MPCB"
21-Jan-2020 - 00:00,77.49,129.87,36.76,8.95,45.71,23.81,8.31,1.04,66.96,1.32,8.93,2.53,25.2,71.76,,261.93,0.68,207.23,22-Jan-2020 - 00:00,"Powai, Mumbai - MPCB"
22-Jan-2020 - 00:00,54.79,104.29,26.16,4.42,30.59,24.98,7.91,0.81,60.76,0.48,7.57,1.84,25.74,68.24,,279.91,0.57,213.32,23-Jan-2020 - 00:00,"Powai, Mumbai - MPCB"
23-Jan-2020 - 00:00,68.01,125.04,22.88,3.03,25.91,25.11,8.89,0.88,70.76,0.48,6.94,1.89,26.84,65.26,,294.44,0.68,188.55,24-Jan-2020 - 00:00,"Powai, Mumbai - MPCB"
24-Jan-2020 - 00:00,57.54,111.48,24.68,3.22,27.9,23.75,7.03,0.8,68.14,0.24,7.58,1.53,27.83,62.47,,298.85,0.65,205.17,25-Jan-2020 - 00:00,"Powai, Mumbai - MPCB"
25-Jan-2020 - 00:00,73.74,135.06,24.57,2.93,27.5,24.34,8.02,0.89,79.52,0.7,7.86,1.94,27.26,65.12,,263.28,0.59,211.93,26-Jan-2020 - 00:00,"Powai, Mumbai - MPCB"
26-Jan-2020 - 00:00,74.32,141.95,25.61,3.2,28.81,22.43,8.42,0.94,86.43,0.77,7.64,0.99,26.74,65.45,,285.98,0.6,209.44,27-Jan-2020 - 00:00,"Powai, Mumbai - MPCB"
27-Jan-2020 - 00:00,50.35,93.18,21.52,4.5,26.02,21.12,6.1,0.82,46.51,0.35,7.76,1.09,24.21,77.56,,291.58,0.69,222.22,28-Jan-2020 - 00:00,"Powai, Mumbai - MPCB"
28-Jan-2020 - 00:00,25.76,65.71,15.21,8.55,23.76,21.14,4.86,0.55,30.56,0.33,6.47,1.56,24.37,76.07,,308.3,0.72,194.67,29-Jan-2020 - 00:00,"Powai, Mumbai - MPCB"
29-Jan-2020 - 00:00,19.2,76.01,7.86,2.28,10.13,19.64,3.61,0.37,62.88,0.22,5.57,1.97,23.05,68.71,,337.96,0.82,208.97,30-Jan-2020 - 00:00,"Powai, Mumbai - MPCB"
30-Jan-2020 - 00:00,50.99,116.1,23.38,3.78,27.16,21.15,8.4,0.69,80.26,0.48,6.57,2.86,22.53,62.73,,331.47,0.83,226.08,31-Jan-2020 - 00:00,"Powai, Mumbai - MPCB"
31-Jan-2020 - 00:00,65.66,126.1,28.91,4.38,33.28,22.4,7.92,0.85,73.85,0.63,6.24,1.68,22.73,67.53,,329.4,0.66,224.87,01-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
01-Feb-2020 - 00:00,66.34,128.56,24.05,3.29,27.35,22.16,8.06,0.85,72.71,0.84,6.59,1.12,23.54,71.01,,262.0,0.63,227.67,02-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
02-Feb-2020 - 00:00,79.74,150.82,31.48,5.36,36.85,20.81,10.07,0.9,74.14,0.89,8.38,1.75,25.86,66.06,,325.47,0.75,214.46,03-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
03-Feb-2020 - 00:00,87.21,144.42,20.77,4.38,25.15,20.67,6.16,0.97,58.41,0.96,7.55,2.21,24.17,81.86,,272.71,0.64,217.27,04-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
04-Feb-2020 - 00:00,71.78,124.62,17.7,4.95,22.27,20.79,8.12,0.75,84.27,0.36,7.13,2.32,24.95,68.78,,312.83,2.69,230.8,05-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
05-Feb-2020 - 00:00,57.57,122.34,25.51,3.84,29.36,21.09,8.69,0.76,78.15,0.31,7.11,2.48,24.27,57.99,,305.09,0.87,223.79,06-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
06-Feb-2020 - 00:00,45.19,100.1,20.42,4.18,24.6,22.02,8.53,0.64,78.92,0.25,6.55,2.99,23.97,56.9,,330.01,1.98,219.89,07-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
07-Feb-2020 - 00:00,50.5,104.29,25.76,10.85,36.61,22.29,8.84,0.73,63.1,0.6,6.19,3.41,22.32,60.84,,331.77,0.7,226.65,08-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
08-Feb-2020 - 00:00,70.55,132.66,28.1,4.33,32.42,20.09,9.6,0.81,56.2,0.55,6.29,3.12,23.94,65.58,,282.78,0.77,213.39,09-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
09-Feb-2020 - 00:00,67.37,126.61,14.58,2.39,16.97,18.57,12.97,0.65,61.63,0.11,6.29,2.95,26.19,56.69,,296.94,1.22,213.02,10-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
10-Feb-2020 - 00:00,52.32,112.05,17.68,2.64,20.32,16.45,10.51,0.69,58.34,0.3,6.97,2.2,28.15,55.68,,4.68,0.75,193.89,11-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
11-Feb-2020 - 00:00,58.14,121.49,23.11,3.56,26.67,18.02,11.2,0.87,60.92,0.23,7.98,2.8,28.04,63.4,,151.48,0.69,216.25,12-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
12-Feb-2020 - 00:00,53.69,113.69,21.06,2.74,23.8,20.26,8.26,1.04,63.72,0.41,7.63,2.81,28.96,60.92,,200.87,0.83,188.21,13-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
13-Feb-2020 - 00:00,56.0,112.01,26.78,5.86,32.65,22.95,9.0,1.15,47.7,0.3,6.36,2.28,28.39,60.85,,210.11,0.75,186.77,14-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
14-Feb-2020 - 00:00,47.43,103.91,19.3,6.23,25.53,26.07,7.73,0.91,62.25,0.44,7.46,3.23,29.08,47.75,,189.02,0.8,188.79,15-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
15-Feb-2020 - 00:00,50.31,122.35,30.9,4.69,35.59,32.41,7.91,1.07,57.37,0.69,9.83,5.04,27.9,47.34,,342.18,3.21,223.19,16-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
16-Feb-2020 - 00:00,73.43,157.93,31.6,5.76,37.37,30.82,13.28,1.27,69.63,0.7,10.38,6.14,26.82,57.47,,291.42,0.7,211.64,17-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
17-Feb-2020 - 00:00,83.63,159.29,25.49,2.74,28.23,29.83,11.16,1.31,73.8,0.59,8.93,5.56,29.05,57.33,,232.77,1.03,201.7,18-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
18-Feb-2020 - 00:00,80.75,169.68,36.77,3.24,40.02,29.17,15.04,1.31,67.62,1.36,8.76,4.88,29.56,53.53,,248.46,1.21,218.89,19-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
19-Feb-2020 - 00:00,81.8,158.35,31.36,4.98,36.33,36.08,12.88,1.38,58.19,0.71,9.78,3.98,28.27,60.72,,271.31,0.65,223.7,20-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
20-Feb-2020 - 00:00,56.54,104.87,14.91,3.33,18.23,67.95,6.71,1.07,29.17,0.5,9.53,3.54,27.64,61.68,,272.55,1.65,221.93,21-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
21-Feb-2020 - 00:00,35.17,73.62,13.26,4.03,17.3,54.9,4.98,0.96,20.58,0.27,9.62,7.69,26.89,59.75,,293.32,0.85,220.86,22-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
22-Feb-2020 - 00:00,50.26,107.64,20.65,4.77,25.42,53.99,6.26,1.11,28.86,0.49,10.25,6.95,26.93,55.44,,283.65,1.6,225.76,23-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
23-Feb-2020 - 00:00,67.79,145.67,19.15,3.32,22.46,52.6,7.42,1.26,36.8,1.04,9.79,5.86,27.82,52.56,,293.75,0.63,206.76,24-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
24-Feb-2020 - 00:00,93.5,173.43,24.05,4.27,28.31,49.58,7.99,1.5,39.79,1.36,9.15,5.03,26.72,65.24,,291.12,1.54,211.56,25-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
25-Feb-2020 - 00:00,43.1,109.71,13.96,3.9,17.86,56.25,7.07,1.03,27.55,0.52,8.81,5.63,28.96,37.5,,311.65,0.73,209.5,26-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
26-Feb-2020 - 00:00,36.98,103.0,15.27,3.46,18.72,53.66,8.12,1.05,37.2,0.31,8.8,6.48,29.52,34.8,,329.34,0.78,207.98,27-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
27-Feb-2020 - 00:00,50.22,124.01,21.12,5.0,26.12,59.34,9.65,1.2,43.57,0.47,10.01,6.97,29.22,37.22,,315.63,0.78,210.56,28-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
28-Feb-2020 - 00:00,66.42,142.6,27.72,5.21,32.93,63.98,10.63,1.4,46.61,1.51,9.39,6.75,27.32,49.68,,319.48,0.88,222.88,29-Feb-2020 - 00:00,"Powai, Mumbai - MPCB"
29-Feb-2020 - 00:00,56.37,122.36,20.76,5.6,26.36,62.35,9.13,1.3,33.08,0.75,9.47,4.22,26.91,57.4,,320.66,0.67,209.15,01-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
01-Mar-2020 - 00:00,44.79,96.95,13.88,6.72,20.6,49.23,8.02,1.16,25.54,0.29,9.51,5.24,26.68,63.09,,313.49,0.88,202.59,02-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
02-Mar-2020 - 00:00,40.33,108.17,19.31,5.68,25.0,46.4,7.93,1.05,19.13,0.25,8.42,5.11,25.84,66.69,,331.88,0.69,210.81,03-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
03-Mar-2020 - 00:00,42.15,120.13,9.32,5.4,14.72,38.6,6.56,0.91,27.11,0.2,8.44,4.65,25.59,78.31,,212.21,1.25,223.2,04-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
04-Mar-2020 - 00:00,38.3,110.49,11.3,5.6,16.9,51.15,5.48,0.94,16.26,0.22,9.25,5.11,25.32,76.92,,258.35,0.92,200.97,05-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
05-Mar-2020 - 00:00,35.12,107.26,9.76,4.09,13.85,52.05,4.8,0.87,12.86,0.54,25.52,13.52,25.47,77.5,,311.19,1.69,212.15,06-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
06-Mar-2020 - 00:00,23.74,104.74,7.91,6.92,14.83,43.93,4.72,0.76,10.82,1.81,41.13,24.58,25.81,74.22,,270.84,0.78,200.08,07-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
07-Mar-2020 - 00:00,26.87,118.5,7.38,2.87,10.25,38.61,4.15,0.75,22.8,0.88,45.93,29.88,27.05,63.89,,4.84,3.01,211.76,08-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
08-Mar-2020 - 00:00,25.83,103.41,7.81,1.8,9.61,37.25,4.46,0.77,27.58,1.09,40.4,23.43,26.29,64.8,,,0.92,207.25,09-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
09-Mar-2020 - 00:00,36.03,116.6,8.76,3.02,11.77,47.4,3.41,0.88,11.59,0.98,36.27,21.43,27.02,68.63,,,2.96,207.09,10-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
10-Mar-2020 - 00:00,38.69,88.77,3.45,4.37,7.83,54.96,2.16,0.91,4.22,1.64,42.45,15.71,26.1,74.3,,,0.75,190.62,11-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
11-Mar-2020 - 00:00,15.54,61.44,4.92,3.18,8.1,50.84,1.95,0.75,9.36,0.25,38.03,22.96,25.26,70.15,,,0.73,212.59,12-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
12-Mar-2020 - 00:00,18.72,66.47,7.1,3.97,11.07,52.41,2.21,0.79,17.36,0.91,35.93,23.27,25.48,67.8,988.57,,0.94,203.24,13-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
13-Mar-2020 - 00:00,25.81,86.94,8.68,2.44,11.12,55.31,2.43,0.78,31.33,0.34,33.98,26.95,26.25,48.24,,199.05,0.85,177.34,14-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
14-Mar-2020 - 00:00,29.34,110.14,9.8,2.56,12.36,60.76,2.52,0.82,38.82,0.51,32.84,26.46,25.96,52.99,,169.03,0.7,214.61,15-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
15-Mar-2020 - 00:00,47.44,138.55,16.1,4.9,20.99,50.29,4.39,1.08,36.95,2.46,44.53,31.45,28.27,42.57,,350.88,0.75,205.3,16-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
16-Mar-2020 - 00:00,53.3,147.33,21.56,3.65,25.21,47.86,6.17,1.11,50.96,1.55,34.44,29.65,29.92,39.92,,365.65,0.79,213.85,17-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
17-Mar-2020 - 00:00,50.34,118.14,20.36,2.89,23.25,43.37,4.43,1.06,51.22,3.71,29.99,29.33,29.21,46.56,,348.05,0.84,206.81,18-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
18-Mar-2020 - 00:00,38.82,98.9,19.25,4.86,24.11,50.63,3.41,1.05,35.15,1.71,36.96,25.22,29.24,50.21,,341.56,0.75,193.7,19-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
19-Mar-2020 - 00:00,27.61,70.92,10.57,3.15,13.72,56.78,2.77,0.86,27.15,1.3,40.3,20.44,28.04,55.89,,402.97,2.76,182.97,20-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
20-Mar-2020 - 00:00,20.43,61.18,6.94,6.43,13.38,55.02,2.44,0.82,13.6,1.2,41.36,29.23,26.73,70.15,,351.99,0.72,202.47,21-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
21-Mar-2020 - 00:00,22.03,58.74,6.54,5.52,12.07,45.78,2.45,0.78,16.84,0.89,35.91,23.23,26.47,75.82,,341.08,0.88,199.11,22-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
22-Mar-2020 - 00:00,19.17,45.47,2.63,1.77,4.36,34.86,2.18,0.67,17.69,0.28,37.45,15.03,28.45,71.45,,362.97,0.75,184.86,23-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
23-Mar-2020 - 00:00,29.66,71.09,3.91,1.06,4.98,28.3,2.45,0.77,28.61,0.78,41.06,18.33,30.1,66.61,,349.66,0.92,175.82,24-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
24-Mar-2020 - 00:00,42.78,96.0,5.2,0.95,6.15,24.58,2.83,0.84,32.05,0.61,35.38,16.86,30.04,63.6,999.86,335.01,0.89,172.79,25-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
25-Mar-2020 - 00:00,34.71,76.33,6.53,1.12,7.64,19.74,2.54,0.78,21.24,0.68,38.06,14.88,29.48,74.37,,309.45,0.88,171.17,26-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
26-Mar-2020 - 00:00,34.8,68.74,5.51,1.36,6.87,17.17,2.81,0.79,21.31,5.69,38.08,18.4,29.33,74.62,,280.33,0.85,187.72,27-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
27-Mar-2020 - 00:00,29.31,71.73,3.2,0.86,4.05,15.06,2.08,0.75,23.2,0.42,38.46,27.97,30.05,70.27,,289.99,0.81,185.95,28-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
28-Mar-2020 - 00:00,30.63,62.41,3.29,0.75,4.02,15.5,2.12,0.79,28.76,1.02,41.94,17.97,29.93,58.16,,329.85,0.84,186.65,29-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
29-Mar-2020 - 00:00,26.47,65.73,3.59,0.88,4.47,16.55,2.38,0.76,41.17,0.61,41.45,23.95,30.73,53.22,,348.92,0.88,186.0,30-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
30-Mar-2020 - 00:00,27.49,60.17,3.57,0.94,4.51,16.32,2.52,0.81,38.27,0.75,42.79,21.8,29.51,56.07,,325.56,0.85,202.36,31-Mar-2020 - 00:00,"Powai, Mumbai - MPCB"
31-Mar-2020 - 00:00,25.83,53.0,3.0,0.78,3.78,16.64,2.46,0.75,28.24,0.43,38.06,19.78,29.12,64.35,,359.8,1.75,204.26,01-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
01-Apr-2020 - 00:00,22.17,54.57,2.61,0.89,3.46,14.87,2.52,0.74,28.6,0.31,33.07,26.67,29.41,65.77,,369.93,0.87,171.76,02-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
02-Apr-2020 - 00:00,29.94,75.53,3.82,0.8,4.56,13.21,2.62,0.78,29.78,0.51,36.83,17.24,29.91,67.14,,343.24,0.89,181.82,03-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
03-Apr-2020 - 00:00,27.39,89.76,2.58,0.41,2.94,12.06,2.43,0.71,26.9,1.22,37.19,23.88,30.54,64.95,,353.53,0.98,170.54,04-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
04-Apr-2020 - 00:00,30.69,84.54,3.35,0.6,3.89,11.34,2.62,0.77,25.8,0.73,36.78,25.94,30.09,69.64,,361.61,0.88,191.49,05-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
05-Apr-2020 - 00:00,32.75,80.56,3.8,0.98,4.72,9.86,2.64,0.81,25.34,0.38,37.23,22.95,28.93,76.47,,369.48,0.87,183.96,06-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
06-Apr-2020 - 00:00,22.67,57.74,3.84,1.43,5.26,8.87,2.5,0.68,18.56,0.63,35.82,29.46,28.84,80.77,,333.88,0.93,188.09,07-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
07-Apr-2020 - 00:00,25.75,76.11,2.29,1.43,3.72,7.65,2.37,0.65,14.04,1.02,37.59,21.86,27.97,81.62,,358.92,0.82,190.39,08-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
08-Apr-2020 - 00:00,29.8,99.4,2.65,1.95,4.61,7.47,2.48,0.67,13.62,1.58,38.33,33.89,28.07,77.99,,347.36,0.91,174.54,09-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
09-Apr-2020 - 00:00,27.91,95.72,2.09,1.37,3.46,7.6,2.47,0.67,13.65,0.28,41.33,30.07,28.65,74.92,,350.93,0.82,179.75,10-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
10-Apr-2020 - 00:00,27.47,88.49,2.38,1.0,3.39,7.03,2.46,0.7,19.47,0.77,33.98,19.7,29.82,74.23,,339.9,0.93,179.84,11-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
11-Apr-2020 - 00:00,34.22,90.17,3.44,1.03,4.47,6.65,2.65,0.84,20.14,0.27,32.11,31.89,30.71,73.9,,325.68,0.95,166.87,12-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
12-Apr-2020 - 00:00,29.53,82.67,4.07,1.06,5.13,5.33,3.03,0.91,20.73,1.07,33.66,40.76,30.29,79.1,,338.97,0.99,163.91,13-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
13-Apr-2020 - 00:00,25.58,75.41,3.95,1.32,5.27,4.25,3.62,1.08,18.09,2.46,34.0,44.27,30.36,79.72,,327.58,0.98,176.48,14-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
14-Apr-2020 - 00:00,28.04,72.79,4.9,2.34,7.24,4.19,4.78,1.76,19.66,5.24,37.26,63.84,31.06,75.74,999.78,290.47,0.94,173.13,15-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
15-Apr-2020 - 00:00,25.12,59.71,3.28,1.45,4.73,4.05,6.09,2.78,22.74,11.76,45.37,56.93,30.46,78.42,,307.08,0.94,181.28,16-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
16-Apr-2020 - 00:00,21.07,52.3,3.32,1.21,4.53,3.35,5.9,2.4,18.46,9.48,35.66,49.59,30.4,79.13,,317.79,1.11,132.78,17-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
17-Apr-2020 - 00:00,21.85,57.02,4.2,1.93,6.14,3.67,5.1,2.62,16.45,5.62,29.64,39.39,30.16,80.22,999.98,279.4,0.91,152.91,18-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
18-Apr-2020 - 00:00,18.82,56.8,3.12,1.87,4.99,3.53,5.12,2.64,16.2,2.42,36.31,42.37,30.72,78.04,,314.54,1.98,147.13,19-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
19-Apr-2020 - 00:00,21.22,68.97,3.9,1.9,5.8,3.48,5.94,2.79,20.96,5.27,34.38,39.67,31.7,73.97,999.45,315.64,1.1,144.82,20-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
20-Apr-2020 - 00:00,26.3,73.83,2.48,2.53,4.91,4.53,7.2,2.39,24.3,11.25,32.66,38.02,33.05,55.62,999.48,336.07,0.96,147.93,21-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
21-Apr-2020 - 00:00,17.71,61.23,2.12,1.64,3.74,3.83,5.36,1.62,20.83,1.62,32.11,47.48,30.56,67.91,,394.24,0.98,175.36,22-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
22-Apr-2020 - 00:00,16.78,64.47,2.03,1.34,3.37,2.87,4.55,0.84,13.43,1.34,26.74,41.32,30.2,79.07,999.9,367.6,0.98,183.82,23-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
23-Apr-2020 - 00:00,20.04,60.95,3.1,1.24,4.35,2.66,3.99,0.5,19.24,0.79,31.35,33.18,30.44,79.16,999.86,340.62,1.03,163.1,24-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
24-Apr-2020 - 00:00,15.02,46.61,2.27,0.86,3.12,2.1,3.81,0.23,20.95,0.73,24.95,37.8,30.82,76.17,999.67,346.76,0.97,176.03,25-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
25-Apr-2020 - 00:00,13.56,49.57,3.05,1.0,4.04,2.41,3.76,0.22,27.37,0.61,27.0,35.96,30.28,75.68,,371.91,1.02,178.7,26-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
26-Apr-2020 - 00:00,14.95,53.98,2.67,0.87,3.53,3.0,3.54,0.26,30.98,0.67,27.37,36.8,29.65,76.04,,371.42,0.96,177.59,27-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
27-Apr-2020 - 00:00,14.1,49.31,1.8,0.87,2.67,2.17,3.4,0.25,23.76,0.75,31.43,37.8,29.62,78.13,,312.87,1.02,179.46,28-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
28-Apr-2020 - 00:00,17.73,59.72,2.6,0.85,3.45,2.02,3.53,0.26,33.54,0.47,27.91,43.21,30.94,76.84,999.4,328.44,0.95,197.8,29-Apr-2020 - 00:00,"Powai, Mumbai - MPCB"
