from date,PM2.5,PM10,AT,VWS,RH,RF,BP,SR,Temp,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,WS,WD,to date,station
21-Jul-2020 - 00:00,17.69,55.35,28.67,-0.04,77.42,0.1,744.31,157.07,31.95,6.8,5.26,30.74,20.58,6.04,0.6,21.93,1.01,1.42,0.35,2.96,206.22,22-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
22-Jul-2020 - 00:00,18.17,66.04,29.03,-0.03,76.21,0.0,744.06,116.41,31.9,10.02,11.03,34.41,27.25,6.25,0.68,21.45,1.14,1.59,0.39,2.78,215.86,23-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
23-Jul-2020 - 00:00,26.65,65.35,27.58,-0.0,77.91,0.0,743.49,62.6,31.87,8.87,14.63,41.79,34.12,6.84,0.75,19.09,1.25,1.76,0.43,2.14,237.51,24-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
24-Jul-2020 - 00:00,28.76,77.25,26.71,-0.0,76.68,0.2,744.59,73.9,32.99,12.02,14.99,39.52,32.95,6.63,1.64,19.42,2.71,3.78,0.93,1.47,239.54,25-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
25-Jul-2020 - 00:00,33.19,97.61,28.5,-0.01,77.08,0.0,745.56,184.23,31.53,5.8,18.53,21.61,24.57,4.93,0.66,29.82,1.12,1.57,0.39,1.46,183.24,26-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
26-Jul-2020 - 00:00,22.23,58.39,29.79,-0.02,75.47,0.0,745.56,194.59,31.62,7.21,2.89,20.71,12.99,5.21,0.55,34.13,0.95,1.33,0.32,1.93,195.83,27-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
27-Jul-2020 - 00:00,32.45,94.6,30.16,0.0,73.11,0.0,743.98,156.7,31.77,8.15,5.55,26.58,18.27,5.36,0.68,39.94,1.14,1.6,0.39,1.49,212.62,28-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
28-Jul-2020 - 00:00,30.59,86.4,30.2,0.02,74.76,0.04,741.81,190.23,36.26,6.85,7.79,17.13,12.18,8.38,0.33,45.02,0.53,0.75,0.15,1.23,156.3,29-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
29-Jul-2020 - 00:00,23.86,56.43,28.62,0.02,76.15,0.01,742.97,174.25,31.82,7.43,4.73,18.17,13.08,5.79,0.22,32.86,0.34,0.44,0.25,1.54,160.95,30-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
30-Jul-2020 - 00:00,17.33,50.53,29.44,0.02,73.88,0.01,743.09,162.96,32.27,8.27,9.67,14.3,15.24,4.48,0.38,23.11,0.56,0.73,0.49,1.54,172.09,31-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
31-Jul-2020 - 00:00,20.71,61.91,29.74,-0.03,73.86,0.0,742.68,172.43,31.83,8.81,8.92,18.08,16.53,4.6,0.33,24.68,0.49,0.62,0.46,2.13,201.03,01-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
01-Aug-2020 - 00:00,32.05,77.18,29.11,-0.04,76.57,0.0,741.85,74.18,33.19,7.03,2.19,24.68,14.89,7.02,0.42,29.83,0.65,0.84,0.49,1.97,221.72,02-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
02-Aug-2020 - 00:00,21.97,58.32,29.46,0.0,73.05,0.0,740.66,155.14,31.95,9.66,4.16,25.01,16.56,5.92,0.37,32.39,0.55,0.71,0.47,2.01,226.21,03-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
03-Aug-2020 - 00:00,22.22,50.38,29.57,-0.01,71.86,0.0,738.3,100.61,31.88,9.63,3.26,24.88,15.78,5.96,0.48,32.14,0.73,0.95,0.54,2.31,240.06,04-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
04-Aug-2020 - 00:00,17.61,44.61,27.31,-0.03,74.03,0.0,736.76,86.16,31.14,10.47,4.95,26.15,17.93,5.02,0.4,21.95,0.6,0.78,0.36,3.14,245.68,05-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
05-Aug-2020 - 00:00,17.11,48.2,25.41,-0.09,79.11,0.02,736.36,64.28,30.81,9.6,7.02,25.36,19.19,4.41,0.4,19.22,0.6,0.78,0.19,3.58,218.42,06-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
06-Aug-2020 - 00:00,21.94,78.06,27.89,-0.1,75.48,0.0,739.67,89.57,30.86,9.06,3.47,22.18,14.53,4.36,0.43,26.17,0.64,0.85,0.21,3.39,207.33,07-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
07-Aug-2020 - 00:00,31.87,96.15,28.28,-0.03,79.33,0.0,741.39,43.99,33.08,9.39,7.47,29.0,20.17,7.82,0.34,19.57,0.51,0.65,0.16,2.0,219.14,08-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
08-Aug-2020 - 00:00,22.0,57.95,31.23,0.07,67.88,0.0,740.57,147.2,32.24,6.1,3.39,22.75,14.46,5.09,0.32,24.84,0.48,0.6,3.29,2.62,250.38,09-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
09-Aug-2020 - 00:00,28.1,76.24,27.78,0.0,73.1,0.0,739.69,70.01,31.7,16.7,6.15,23.58,17.43,4.73,0.31,27.56,0.46,0.57,0.12,1.66,222.34,10-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
10-Aug-2020 - 00:00,24.75,68.21,27.23,-0.04,73.93,0.0,740.36,105.15,31.77,7.42,5.52,24.85,17.72,5.19,0.3,21.0,0.43,0.55,0.13,2.74,231.31,11-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
11-Aug-2020 - 00:00,24.69,85.06,28.55,-0.06,70.69,0.0,741.12,140.41,32.13,7.44,2.52,24.61,15.14,4.71,0.37,30.67,0.56,0.72,0.16,2.93,220.68,12-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
12-Aug-2020 - 00:00,23.79,50.94,26.23,-0.0,77.64,0.0,741.15,65.59,31.77,9.39,4.68,23.85,16.5,5.33,0.36,20.25,0.53,0.69,0.15,3.17,241.98,13-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
13-Aug-2020 - 00:00,21.4,40.41,23.46,-0.0,84.81,0.11,739.82,46.0,31.9,8.71,9.03,23.54,19.86,4.92,0.41,17.71,0.64,0.83,0.21,2.2,245.62,14-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
14-Aug-2020 - 00:00,19.0,35.56,21.53,-0.02,87.24,0.37,739.12,26.1,35.36,13.53,11.52,26.4,23.41,8.33,0.27,15.96,0.39,0.48,0.11,2.23,231.03,15-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
15-Aug-2020 - 00:00,17.98,33.86,20.95,-0.05,86.24,0.07,740.45,39.19,31.29,10.57,7.5,22.45,18.03,4.64,0.33,16.56,0.49,0.62,0.15,3.57,217.24,16-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
16-Aug-2020 - 00:00,17.24,49.78,24.26,-0.03,80.32,0.01,740.38,79.94,31.24,13.07,6.94,23.91,18.37,4.77,0.33,19.1,0.49,0.61,0.14,3.45,215.2,17-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
17-Aug-2020 - 00:00,21.12,73.5,26.36,-0.03,76.42,0.01,740.72,117.25,31.08,8.87,3.93,25.02,16.5,4.74,0.32,24.23,0.48,0.61,0.14,3.38,210.18,18-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
18-Aug-2020 - 00:00,28.83,93.07,27.16,-0.02,77.34,0.01,741.05,86.41,31.33,11.17,13.19,34.06,36.15,8.84,0.35,22.21,0.51,0.66,0.15,2.38,217.49,19-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
19-Aug-2020 - 00:00,20.77,61.69,27.05,-0.0,74.9,0.01,739.0,88.82,31.22,18.01,13.79,31.0,27.71,6.51,0.34,18.2,1.41,3.93,0.57,2.48,243.22,20-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
20-Aug-2020 - 00:00,19.11,61.39,24.69,-0.02,78.83,0.01,738.83,70.58,30.76,13.17,11.22,26.96,23.46,5.51,0.29,17.55,2.04,3.8,0.7,3.56,220.89,21-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
21-Aug-2020 - 00:00,20.41,57.22,26.17,-0.07,77.01,0.06,742.91,120.12,31.81,8.84,4.46,24.16,15.58,6.33,0.23,23.88,1.13,2.92,0.44,3.7,210.38,22-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
22-Aug-2020 - 00:00,27.1,73.97,25.51,-0.05,82.46,0.09,744.77,79.21,31.62,11.28,7.13,28.45,20.93,5.92,0.29,21.67,1.99,5.05,0.55,2.62,213.15,23-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
23-Aug-2020 - 00:00,33.21,81.29,27.59,-0.03,77.66,0.0,744.45,137.59,31.59,14.36,3.9,28.19,18.17,5.58,0.3,28.93,1.84,3.55,0.55,2.89,213.19,24-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
24-Aug-2020 - 00:00,33.91,88.31,28.02,-0.02,78.9,0.01,744.02,134.5,32.13,10.82,10.27,34.6,26.75,5.25,0.36,25.69,2.56,6.59,1.63,2.04,227.11,25-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
25-Aug-2020 - 00:00,36.0,86.72,27.97,-0.0,78.83,0.06,744.38,94.72,32.28,7.62,16.55,34.58,31.84,5.39,0.36,24.97,2.6,8.37,1.84,1.8,230.3,26-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
26-Aug-2020 - 00:00,57.22,108.41,26.76,0.0,78.47,0.0,743.4,70.5,32.92,7.24,22.24,34.84,36.6,5.88,0.41,19.99,3.65,12.01,2.3,1.14,231.43,27-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
27-Aug-2020 - 00:00,,73.66,27.33,-0.01,75.54,0.0,742.51,106.5,32.01,9.94,5.18,26.48,17.78,6.49,0.36,21.57,1.62,6.25,1.06,2.55,237.44,28-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
28-Aug-2020 - 00:00,,93.75,27.58,-0.05,76.07,0.0,742.39,156.23,34.94,15.78,5.03,26.39,17.72,12.5,0.29,38.95,2.52,8.57,2.2,3.08,212.45,29-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
29-Aug-2020 - 00:00,,82.01,28.61,-0.04,76.82,0.0,743.48,163.81,34.45,12.92,2.68,31.23,18.6,14.66,0.35,46.14,3.41,9.16,2.01,2.95,205.08,30-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
30-Aug-2020 - 00:00,,108.29,29.29,-0.04,76.12,0.0,744.44,152.93,31.03,15.42,3.96,44.96,26.86,17.18,0.34,40.36,2.67,8.0,1.6,2.32,208.26,31-Aug-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
31-Aug-2020 - 00:00,,110.85,29.79,0.0,77.46,0.0,744.15,151.56,33.91,11.48,5.96,44.96,28.37,17.88,0.36,42.8,3.17,14.89,1.74,1.91,207.86,01-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
01-Sep-2020 - 00:00,35.8,94.08,28.27,0.0,76.1,0.14,744.06,133.65,32.97,11.7,28.23,44.69,46.71,12.97,0.47,36.86,2.13,6.14,3.16,1.41,207.85,02-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
02-Sep-2020 - 00:00,23.46,53.06,26.76,0.02,79.03,0.32,744.36,109.03,33.95,8.57,11.37,20.16,19.67,15.13,0.38,36.14,1.77,5.35,2.51,1.21,178.47,03-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
03-Sep-2020 - 00:00,28.28,64.94,27.86,0.02,78.31,0.0,745.44,166.5,32.66,5.69,24.99,28.97,34.84,12.96,0.42,32.65,1.07,3.88,1.12,1.11,139.1,04-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
04-Sep-2020 - 00:00,18.46,61.15,29.15,0.02,74.59,0.01,745.04,182.85,34.99,7.9,26.82,18.81,29.01,14.56,0.35,18.46,0.67,1.94,0.77,1.36,169.76,05-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
05-Sep-2020 - 00:00,21.77,70.6,29.3,0.0,75.01,0.0,743.93,173.25,36.74,8.59,1.07,22.22,11.59,15.86,0.32,20.92,1.63,4.96,1.54,1.69,193.06,06-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
06-Sep-2020 - 00:00,17.75,52.18,29.38,0.0,75.26,0.01,744.25,170.04,33.11,8.33,1.09,19.46,10.29,13.54,0.32,17.12,1.18,5.44,0.93,2.01,197.79,07-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
07-Sep-2020 - 00:00,17.43,52.62,29.9,0.0,73.73,0.0,743.91,183.95,34.82,9.28,1.11,24.77,12.75,14.37,0.38,20.68,2.06,6.28,1.09,2.02,202.49,08-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
08-Sep-2020 - 00:00,14.94,46.8,29.87,0.0,72.73,0.0,745.05,173.54,29.89,9.46,0.93,22.58,11.86,11.25,0.41,17.99,1.33,5.87,0.94,2.06,200.36,09-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
09-Sep-2020 - 00:00,20.02,51.19,29.88,0.0,72.58,0.0,744.52,178.06,30.05,8.02,1.28,25.54,13.53,9.62,0.27,16.33,1.58,6.33,1.07,1.89,204.33,10-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
10-Sep-2020 - 00:00,23.83,65.15,29.47,0.0,73.44,0.0,742.74,128.64,30.14,9.29,0.89,32.72,17.2,10.06,0.27,22.99,1.59,6.4,1.35,1.86,213.28,11-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
11-Sep-2020 - 00:00,28.84,79.42,29.58,0.0,73.31,0.0,742.7,182.07,30.39,8.73,1.06,37.41,19.92,10.3,0.33,34.16,1.96,8.43,1.08,1.83,195.47,12-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
12-Sep-2020 - 00:00,23.86,65.41,29.1,0.0,74.53,0.01,743.71,159.72,30.51,5.59,1.01,25.95,13.64,8.56,0.3,28.83,1.09,3.17,1.04,2.4,145.57,13-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
13-Sep-2020 - 00:00,12.17,31.45,27.41,0.0,78.17,0.01,743.34,123.85,29.55,7.35,0.81,17.13,9.06,8.36,0.31,30.96,0.61,1.8,0.61,2.78,157.43,14-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
14-Sep-2020 - 00:00,11.23,28.49,28.24,0.0,77.27,0.03,742.43,141.5,29.47,8.78,0.72,12.85,6.83,7.53,0.38,35.41,0.66,1.94,0.5,2.35,102.2,15-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
15-Sep-2020 - 00:00,9.71,26.51,28.94,0.0,76.06,0.03,742.66,155.24,29.87,9.19,1.08,12.28,6.91,5.55,0.31,41.07,0.55,1.42,0.36,1.81,118.8,16-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
16-Sep-2020 - 00:00,22.3,41.97,27.96,0.0,78.47,0.13,743.09,135.11,29.58,6.72,1.74,28.71,16.31,2.34,0.36,31.01,0.99,3.24,0.68,1.96,192.56,17-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
17-Sep-2020 - 00:00,26.92,71.46,28.24,0.0,77.89,0.0,742.95,120.59,29.28,8.58,1.67,37.29,20.76,2.25,0.41,27.42,1.27,3.21,0.91,1.89,213.36,18-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
18-Sep-2020 - 00:00,34.82,74.97,29.12,0.0,75.03,0.0,741.59,154.24,29.81,8.04,1.85,31.88,17.93,3.03,0.49,38.84,1.28,4.72,0.78,1.85,210.07,19-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
19-Sep-2020 - 00:00,24.6,74.85,29.17,0.0,73.64,0.0,739.96,152.24,29.79,9.69,1.95,29.87,16.73,2.63,0.36,29.08,1.25,3.18,1.32,1.83,189.15,20-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
20-Sep-2020 - 00:00,28.68,88.94,26.9,0.0,78.06,0.03,739.07,92.7,29.51,6.09,1.83,35.37,19.44,2.7,0.33,22.78,2.03,5.26,2.44,1.45,215.19,21-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
21-Sep-2020 - 00:00,27.23,53.34,24.97,0.0,81.81,0.04,738.96,45.99,30.34,6.75,2.0,38.02,21.21,1.93,0.37,19.01,1.53,5.27,1.44,2.63,241.88,22-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
22-Sep-2020 - 00:00,22.84,71.93,26.48,0.0,76.61,0.0,741.67,82.11,28.29,9.09,1.93,38.49,21.49,2.26,0.36,18.9,1.19,2.95,1.15,3.15,222.76,23-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
23-Sep-2020 - 00:00,24.96,86.21,27.07,0.0,78.51,0.26,743.76,119.67,29.27,9.93,1.58,39.32,20.89,2.44,0.39,26.12,1.42,4.32,1.19,2.51,214.51,24-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
24-Sep-2020 - 00:00,27.48,92.0,28.53,0.0,76.73,0.0,745.28,142.63,29.55,6.05,1.45,31.98,17.2,4.55,0.38,27.01,1.08,2.24,0.72,2.91,205.49,25-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
25-Sep-2020 - 00:00,40.28,105.11,27.25,0.0,78.86,0.0,744.33,56.61,28.17,4.76,5.68,31.24,20.86,5.17,0.38,21.63,2.25,5.27,1.79,2.59,213.11,26-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
26-Sep-2020 - 00:00,32.93,85.54,26.03,0.0,80.16,0.02,743.29,62.57,28.59,4.27,22.45,37.95,38.43,5.47,0.44,21.12,1.19,3.88,0.63,1.41,222.4,27-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
27-Sep-2020 - 00:00,50.84,136.04,28.06,0.0,75.94,0.0,743.8,120.02,28.74,6.29,29.14,45.68,47.99,5.24,0.41,37.87,2.7,6.45,1.79,1.21,201.0,28-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
28-Sep-2020 - 00:00,67.28,178.74,29.04,0.0,72.33,0.0,743.76,146.22,29.15,5.04,38.64,55.72,61.05,5.35,0.34,45.45,2.46,5.91,2.31,1.25,192.66,29-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
29-Sep-2020 - 00:00,90.91,213.39,28.4,0.0,74.57,0.0,743.29,99.4,28.87,9.53,27.77,65.66,57.51,2.97,0.33,66.39,3.26,6.24,2.83,0.99,198.39,30-Sep-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
30-Sep-2020 - 00:00,44.12,82.86,24.62,0.0,81.02,0.78,742.41,65.33,28.43,6.23,19.25,45.9,40.06,4.44,0.39,30.57,2.54,6.97,2.15,1.39,228.08,01-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
01-Oct-2020 - 00:00,38.6,86.15,25.61,0.0,76.78,0.0,742.03,55.59,28.26,3.59,35.88,41.56,51.29,5.44,0.42,21.55,3.04,8.19,3.81,1.23,250.18,02-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
02-Oct-2020 - 00:00,54.91,175.33,27.18,0.0,71.47,0.0,742.42,96.17,28.23,6.35,25.36,25.17,34.01,3.85,0.4,49.42,2.15,6.48,2.95,0.95,164.7,03-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
03-Oct-2020 - 00:00,64.91,140.39,27.94,0.0,72.73,0.0,742.74,103.55,28.6,5.43,15.69,22.9,24.93,3.62,0.39,49.34,2.04,6.22,2.28,1.12,166.21,04-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
04-Oct-2020 - 00:00,49.17,169.74,25.55,0.0,80.8,0.04,743.1,81.79,28.33,10.76,26.81,22.05,33.53,3.83,0.27,27.02,2.44,6.63,3.1,1.18,198.42,05-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
05-Oct-2020 - 00:00,26.51,63.52,26.35,0.0,78.83,0.01,743.18,113.73,28.52,4.47,14.96,12.93,19.04,4.28,0.2,28.88,1.64,3.84,1.9,1.45,180.55,06-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
06-Oct-2020 - 00:00,23.11,50.17,26.23,0.0,80.12,0.26,744.08,108.9,28.54,3.51,13.05,13.95,18.03,4.3,0.33,27.98,1.32,4.0,1.55,1.33,189.12,07-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
07-Oct-2020 - 00:00,35.32,83.09,27.08,0.0,78.93,0.28,744.77,136.45,28.91,4.39,16.79,15.65,21.97,4.95,0.34,36.66,1.27,3.24,1.3,1.45,160.97,08-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
08-Oct-2020 - 00:00,41.45,84.12,28.15,0.0,77.02,0.04,745.43,126.24,28.83,7.1,14.85,27.65,26.78,4.92,0.33,38.15,0.76,1.51,0.68,1.19,158.72,09-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
09-Oct-2020 - 00:00,45.89,102.82,27.74,0.0,77.94,0.06,745.67,141.47,29.09,6.48,26.87,40.15,42.71,5.4,0.3,29.21,1.16,2.77,1.49,1.1,195.4,10-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
10-Oct-2020 - 00:00,83.43,206.9,26.91,0.0,80.14,0.0,745.1,74.36,26.81,7.59,60.7,41.66,71.51,6.37,0.43,20.99,1.63,4.11,1.95,0.42,234.12,11-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
11-Oct-2020 - 00:00,10.36,26.72,24.93,0.0,81.27,2.52,742.8,8.53,32.68,7.98,5.3,15.02,10.87,4.06,0.16,18.59,0.76,2.06,0.55,2.85,165.47,12-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
12-Oct-2020 - 00:00,11.39,17.43,23.01,0.0,83.49,0.78,740.79,23.77,28.71,8.94,9.06,19.18,17.57,3.78,0.3,20.2,0.09,0.15,0.09,4.44,255.14,13-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
13-Oct-2020 - 00:00,14.25,28.28,26.42,0.0,79.45,0.32,741.29,38.53,29.94,15.42,18.37,28.82,29.21,4.78,1.01,16.85,0.07,0.06,1.11,1.82,145.66,14-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
14-Oct-2020 - 00:00,15.77,34.06,25.7,0.0,81.35,0.02,742.82,93.93,29.52,7.43,14.37,29.6,26.42,4.79,1.0,23.14,1.84,0.4,0.03,1.34,163.48,15-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
15-Oct-2020 - 00:00,27.2,71.03,25.53,0.0,81.67,0.0,742.32,71.9,27.62,8.51,26.33,35.11,40.09,6.65,0.4,25.91,0.06,0.06,0.56,0.79,158.49,16-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
16-Oct-2020 - 00:00,29.8,67.51,26.26,0.0,80.65,0.09,743.32,115.59,27.28,5.42,37.17,32.75,47.64,8.23,0.18,21.01,0.31,0.32,0.25,1.04,190.89,17-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
17-Oct-2020 - 00:00,16.55,38.74,27.41,0.0,77.6,0.0,744.55,156.57,29.02,8.91,14.21,21.65,23.06,5.76,0.27,26.59,0.03,0.16,0.05,1.79,180.84,18-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
18-Oct-2020 - 00:00,17.7,35.88,29.09,0.0,74.23,0.01,742.49,115.92,41.15,7.04,7.68,24.13,17.5,6.75,0.32,30.36,1.95,2.61,1.03,1.87,205.19,19-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
19-Oct-2020 - 00:00,23.04,33.0,27.71,0.0,76.72,0.06,743.02,129.21,36.52,6.63,13.23,25.56,24.59,6.05,0.51,36.8,1.67,2.7,0.78,2.12,177.28,20-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
20-Oct-2020 - 00:00,10.93,37.83,27.66,0.0,75.1,0.01,744.71,140.8,27.06,9.34,13.6,20.7,21.66,5.47,0.33,25.85,0.05,0.04,0.02,1.85,195.15,21-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
21-Oct-2020 - 00:00,45.69,101.6,28.03,0.0,71.99,0.0,744.29,66.58,25.15,5.38,18.25,31.91,31.81,7.13,0.44,31.04,0.02,0.02,0.02,1.35,275.26,22-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
22-Oct-2020 - 00:00,89.26,183.33,26.55,0.0,78.16,0.01,743.5,51.46,24.73,4.22,30.88,60.08,57.0,13.93,0.42,27.66,0.04,0.02,0.03,0.85,212.84,23-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
23-Oct-2020 - 00:00,132.97,241.2,28.15,0.0,75.3,0.0,744.24,115.94,25.19,3.2,19.54,63.53,49.6,15.03,0.44,48.18,0.03,0.01,0.02,0.73,184.16,24-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
24-Oct-2020 - 00:00,179.5,241.57,28.24,0.0,75.4,0.0,746.26,119.18,24.92,5.98,30.52,70.62,61.8,14.65,0.61,51.43,0.01,0.01,0.04,0.63,176.69,25-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
25-Oct-2020 - 00:00,64.31,100.38,27.6,0.0,73.17,0.0,747.83,117.15,25.4,10.21,9.16,46.99,32.11,12.67,0.32,15.43,0.04,0.04,0.04,1.1,165.55,26-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
26-Oct-2020 - 00:00,53.38,81.37,27.69,0.0,69.42,0.0,748.27,120.75,27.36,11.85,2.2,40.07,23.03,9.14,0.54,22.6,0.04,0.13,0.12,1.48,204.01,27-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
27-Oct-2020 - 00:00,51.24,112.79,28.06,0.0,64.17,0.0,747.63,100.29,27.34,10.69,1.94,43.06,24.4,8.04,0.47,46.8,0.03,0.07,0.02,1.18,207.25,28-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
28-Oct-2020 - 00:00,45.52,122.46,28.39,0.0,56.16,0.0,748.01,105.12,27.64,11.55,3.22,46.2,27.08,7.9,0.58,46.49,0.08,0.07,0.04,1.5,221.42,29-Oct-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
