from date,PM2.5,PM10,AT,VWS,RH,RF,BP,SR,Temp,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,WS,WD,to date,station
16-Jan-2020 - 00:00,70.42,98.28,21.95,0.04,70.15,0.0,758.85,164.62,30.63,9.99,3.08,31.21,19.1,11.88,1.04,75.09,4.49,7.59,3.98,1.97,109.65,17-Jan-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
17-Jan-2020 - 00:00,42.06,80.83,21.63,0.06,75.88,0.0,758.63,99.02,31.16,9.84,2.76,26.2,16.08,10.47,1.05,57.12,3.16,4.06,0.98,2.12,111.75,18-Jan-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
18-Jan-2020 - 00:00,42.93,82.47,21.97,0.05,75.65,0.0,759.5,122.98,31.47,7.87,4.46,24.68,16.76,10.7,1.03,45.73,3.4,4.49,0.83,1.99,162.04,19-Jan-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
19-Jan-2020 - 00:00,38.85,96.47,21.51,0.03,76.75,0.0,759.72,123.19,30.96,8.89,15.9,30.3,29.04,9.66,1.04,29.45,3.89,6.43,1.62,1.23,186.66,20-Jan-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
20-Jan-2020 - 00:00,28.95,65.8,23.02,0.04,74.57,0.0,760.93,147.79,31.11,4.91,4.11,24.73,16.48,9.35,0.77,47.73,3.07,5.54,1.41,1.29,122.84,21-Jan-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
21-Jan-2020 - 00:00,26.81,56.69,22.1,0.06,75.7,0.0,763.73,119.71,30.86,8.54,3.14,19.01,12.67,9.37,0.8,40.08,2.48,5.61,0.67,1.73,136.62,22-Jan-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
22-Jan-2020 - 00:00,60.41,108.92,22.15,0.05,76.52,0.0,764.47,105.19,30.58,8.99,3.07,22.33,14.34,11.81,1.02,37.89,3.52,5.62,0.86,1.66,135.99,23-Jan-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
23-Jan-2020 - 00:00,75.55,171.19,22.13,0.02,76.17,0.0,762.2,132.57,30.95,7.58,25.22,47.74,45.89,11.59,1.37,27.15,6.55,10.68,2.94,1.12,191.31,24-Jan-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
24-Jan-2020 - 00:00,72.79,170.57,23.47,0.0,72.53,0.0,710.58,151.21,31.52,8.08,17.02,48.2,39.46,11.79,1.42,40.83,6.67,14.98,3.14,1.53,178.24,25-Jan-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
25-Jan-2020 - 00:00,61.19,142.25,22.67,0.02,76.03,0.0,,114.01,31.09,8.3,29.62,42.05,46.45,10.85,1.22,21.2,5.8,11.36,3.79,1.31,176.62,26-Jan-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
26-Jan-2020 - 00:00,54.21,122.14,20.51,0.0,80.64,0.0,,7.0,30.1,8.42,6.44,59.19,36.73,13.31,0.9,16.73,6.07,36.36,1.25,1.59,249.64,27-Jan-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
27-Jan-2020 - 00:00,58.76,114.74,24.58,0.04,75.41,0.0,,161.66,31.74,8.51,2.93,18.55,12.24,11.53,0.91,29.45,2.97,6.61,0.93,1.92,105.26,28-Jan-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
28-Jan-2020 - 00:00,52.58,146.48,23.98,-0.07,74.51,0.0,,114.65,31.1,11.19,21.01,50.73,44.07,11.2,1.26,18.24,5.64,10.71,2.63,2.41,208.72,29-Jan-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
29-Jan-2020 - 00:00,44.11,111.23,24.13,-0.08,75.37,0.0,756.65,150.33,31.26,12.5,12.36,37.54,30.02,11.26,1.1,25.52,4.25,10.28,2.3,2.93,205.04,30-Jan-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
30-Jan-2020 - 00:00,46.52,106.33,23.24,-0.04,78.28,0.0,755.77,96.81,31.18,15.17,16.23,47.1,34.29,11.13,1.03,24.5,4.23,9.66,2.31,2.16,213.01,31-Jan-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
31-Jan-2020 - 00:00,55.74,108.22,24.01,0.05,75.35,0.02,756.29,109.45,31.29,7.24,6.86,28.87,20.94,12.25,0.9,75.54,3.01,5.47,1.12,2.14,165.82,01-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
01-Feb-2020 - 00:00,41.18,63.58,21.92,0.04,80.06,0.33,759.12,99.14,30.22,5.51,4.58,33.87,21.73,9.54,1.01,55.26,3.64,8.03,1.72,1.8,147.2,02-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
02-Feb-2020 - 00:00,33.67,50.81,22.31,0.05,76.8,0.0,761.81,106.16,30.29,8.83,2.97,22.22,14.23,9.65,0.89,60.68,2.54,5.07,0.65,2.04,162.1,03-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
03-Feb-2020 - 00:00,38.61,51.21,22.44,0.08,77.56,0.0,762.19,120.49,30.14,8.29,2.94,17.95,11.94,9.98,0.87,67.08,2.79,4.85,0.48,2.53,156.57,04-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
04-Feb-2020 - 00:00,44.21,72.09,19.69,0.01,83.76,0.1,760.22,29.85,30.07,7.95,18.31,58.39,45.95,10.09,1.34,40.4,4.92,10.2,3.1,1.09,234.26,05-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
05-Feb-2020 - 00:00,55.74,131.75,22.65,-0.03,78.31,0.0,758.22,124.25,30.95,5.62,30.1,52.67,52.48,11.02,1.23,36.56,6.19,11.45,4.79,1.05,193.07,06-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
06-Feb-2020 - 00:00,30.78,60.58,23.1,0.04,77.53,0.0,758.88,124.62,31.03,5.7,6.12,28.86,20.33,10.53,0.89,30.57,3.11,11.48,0.94,1.15,143.21,07-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
07-Feb-2020 - 00:00,29.91,99.62,23.86,-0.08,73.73,0.0,759.26,145.11,30.82,5.68,22.14,29.49,33.67,10.03,0.91,22.53,3.66,7.33,3.61,1.48,181.57,08-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
08-Feb-2020 - 00:00,30.54,56.07,22.78,0.06,75.39,0.0,761.04,109.5,30.57,7.47,3.2,16.4,11.34,10.34,0.82,30.44,2.66,4.65,0.66,1.67,134.89,09-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
09-Feb-2020 - 00:00,24.76,45.82,20.08,0.16,73.77,0.0,763.72,137.23,29.96,8.91,2.9,17.9,11.88,10.3,0.81,32.81,2.74,4.74,2.21,3.25,163.01,10-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
10-Feb-2020 - 00:00,34.52,60.95,21.43,0.11,70.93,0.0,763.16,135.38,30.06,8.06,3.24,21.29,13.95,11.19,0.86,35.65,2.98,5.32,0.87,2.8,152.44,11-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
11-Feb-2020 - 00:00,58.22,98.72,22.46,0.08,71.04,0.0,763.55,135.1,30.4,8.33,2.76,24.62,15.35,12.67,0.95,45.9,3.24,6.0,0.85,2.54,156.47,12-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
12-Feb-2020 - 00:00,62.28,107.62,22.48,0.04,70.27,0.0,764.03,132.53,30.19,8.12,2.73,27.79,17.0,12.48,1.02,46.44,3.5,6.76,1.21,2.05,144.43,13-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
13-Feb-2020 - 00:00,85.76,184.1,22.84,0.01,71.74,0.0,761.09,148.05,30.67,9.91,21.09,65.34,51.9,14.92,1.32,32.87,6.26,16.15,6.37,1.44,202.83,14-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
14-Feb-2020 - 00:00,70.22,128.39,22.32,-0.01,75.81,0.0,757.6,58.75,30.53,6.2,3.38,49.78,28.93,13.77,1.14,27.83,4.33,11.92,2.29,1.64,211.76,15-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
15-Feb-2020 - 00:00,67.91,142.78,23.72,-0.02,75.34,0.0,,142.93,31.51,8.91,2.6,50.96,28.46,13.37,1.27,23.02,5.33,15.68,2.77,1.46,201.69,16-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
16-Feb-2020 - 00:00,52.01,113.31,24.08,-0.03,75.25,0.0,,141.39,31.49,7.3,2.17,39.73,22.56,12.7,0.98,18.48,4.76,16.62,2.22,1.49,191.79,17-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
17-Feb-2020 - 00:00,41.12,121.21,23.82,-0.04,71.96,0.0,,141.99,30.83,5.54,2.58,46.81,26.4,11.34,1.04,13.97,5.63,19.44,3.06,1.66,198.8,18-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
18-Feb-2020 - 00:00,41.97,104.79,24.07,-0.04,74.15,0.0,751.23,124.65,31.04,4.87,2.4,41.95,23.84,11.17,1.03,14.73,4.12,11.85,3.03,1.7,201.99,19-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
19-Feb-2020 - 00:00,46.61,91.89,24.26,-0.0,73.5,0.0,751.45,131.25,31.2,7.06,2.2,32.21,18.8,12.18,0.92,14.73,3.1,12.97,1.74,1.58,182.52,20-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
20-Feb-2020 - 00:00,38.55,68.99,24.83,0.07,65.9,0.0,751.59,155.28,31.48,3.24,2.08,17.63,11.07,11.78,0.92,17.46,1.64,4.14,0.99,1.56,102.36,21-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
21-Feb-2020 - 00:00,30.57,60.21,22.04,0.0,70.21,0.0,752.14,7.0,31.64,1.66,2.34,23.13,14.21,12.89,0.85,14.4,1.61,3.86,0.83,0.59,185.93,22-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
22-Feb-2020 - 00:00,32.09,71.59,25.08,0.07,60.56,0.0,753.12,172.9,30.78,7.38,2.33,25.52,15.41,12.46,0.59,25.8,2.73,6.21,1.2,2.7,108.82,23-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
23-Feb-2020 - 00:00,49.67,130.29,23.22,0.04,66.83,0.0,752.28,148.27,30.61,3.73,2.56,48.18,27.29,13.61,1.11,22.3,5.94,16.27,4.14,1.68,161.71,24-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
24-Feb-2020 - 00:00,53.41,147.73,24.08,-0.01,72.29,0.0,750.09,155.92,31.17,3.47,2.24,42.29,24.15,13.32,1.24,20.92,6.3,14.72,4.73,1.9,181.75,25-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
25-Feb-2020 - 00:00,36.76,77.07,24.92,-0.06,71.3,0.0,749.27,127.03,31.37,6.03,2.48,36.39,21.05,11.54,1.24,19.98,4.11,20.74,2.64,2.14,188.1,26-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
26-Feb-2020 - 00:00,43.72,108.06,24.88,0.04,73.98,0.0,749.47,125.31,31.81,4.86,2.14,39.8,22.66,12.71,1.27,21.9,5.16,24.44,3.27,1.78,163.67,27-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
27-Feb-2020 - 00:00,29.46,58.08,24.23,0.08,66.12,0.0,750.35,153.91,31.15,7.68,1.99,23.99,14.35,10.93,0.92,24.1,3.04,8.46,1.28,2.22,140.51,28-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
28-Feb-2020 - 00:00,46.94,117.55,23.78,0.04,66.96,0.0,749.92,152.67,31.31,5.51,2.7,39.86,23.04,11.71,1.03,21.61,4.93,10.83,3.81,1.49,163.85,29-Feb-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
29-Feb-2020 - 00:00,51.81,131.89,23.92,0.03,67.61,0.0,749.39,150.14,30.8,7.78,2.55,36.95,21.45,11.6,0.95,20.76,4.83,10.0,4.37,1.41,169.47,01-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
01-Mar-2020 - 00:00,49.7,131.8,23.83,-0.02,67.39,0.0,749.89,104.07,30.13,7.34,2.33,43.65,24.47,11.03,0.93,19.03,4.67,8.35,3.39,0.96,192.8,02-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
02-Mar-2020 - 00:00,54.43,109.07,25.44,-0.0,67.24,0.0,748.67,131.46,32.14,8.69,2.96,46.66,26.54,18.12,1.16,17.02,4.65,11.01,2.8,2.15,183.76,03-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
03-Mar-2020 - 00:00,67.14,154.63,24.51,-0.03,71.62,0.0,747.99,127.01,31.98,6.49,2.63,52.54,29.32,19.02,1.17,13.8,5.6,15.16,3.24,1.58,203.49,04-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
04-Mar-2020 - 00:00,48.59,105.87,24.74,-0.05,72.56,0.0,747.88,141.34,32.29,11.57,2.41,34.77,19.97,15.96,1.12,15.59,4.15,9.01,2.18,2.01,188.91,05-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
05-Mar-2020 - 00:00,19.54,47.57,25.36,-0.08,71.77,0.0,747.84,169.26,32.8,9.59,2.0,20.63,12.48,13.63,0.88,14.6,2.11,6.55,1.16,2.38,174.19,06-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
06-Mar-2020 - 00:00,14.94,40.28,25.67,-0.04,72.92,0.0,748.78,134.22,32.84,8.11,2.05,15.24,9.72,13.44,0.64,12.75,1.55,4.35,0.85,1.39,158.89,07-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
07-Mar-2020 - 00:00,14.23,38.06,25.95,-0.08,73.99,0.0,749.62,108.53,33.11,8.23,1.99,17.24,10.77,12.78,0.74,12.68,2.03,5.29,1.35,2.62,166.51,08-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
08-Mar-2020 - 00:00,18.6,74.81,25.96,-0.05,74.18,0.0,749.26,166.64,32.53,11.75,2.29,29.48,17.1,11.67,0.91,11.21,4.68,13.77,1.99,2.39,200.7,09-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
09-Mar-2020 - 00:00,18.69,51.08,26.58,-0.01,74.68,0.0,748.44,140.69,33.06,10.72,2.07,22.98,13.34,11.75,0.72,12.41,2.73,9.39,1.75,1.84,180.62,10-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
10-Mar-2020 - 00:00,16.19,46.85,26.16,-0.05,73.71,0.0,748.47,172.21,32.92,9.1,1.88,23.09,13.65,11.12,0.75,11.92,2.57,11.99,1.3,2.5,195.26,11-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
11-Mar-2020 - 00:00,20.15,59.37,26.25,-0.07,73.3,0.0,748.73,176.78,32.87,9.04,2.11,24.99,14.71,10.88,0.77,11.55,3.57,15.32,1.99,2.77,202.06,12-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
12-Mar-2020 - 00:00,23.76,55.91,26.74,-0.06,73.81,0.0,749.65,172.62,33.29,10.93,2.23,24.22,14.54,11.88,0.62,12.13,2.89,10.83,1.61,2.46,190.93,13-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
13-Mar-2020 - 00:00,21.74,51.55,27.06,-0.01,74.93,0.0,749.78,188.11,33.18,8.24,2.15,19.34,11.77,11.49,0.46,13.12,2.09,8.65,0.72,2.15,168.99,14-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
14-Mar-2020 - 00:00,31.02,84.27,26.21,0.0,72.98,0.0,749.18,185.33,32.81,8.25,3.63,29.21,16.41,11.57,0.8,12.86,2.53,11.56,1.51,1.79,176.96,15-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
15-Mar-2020 - 00:00,34.2,95.98,26.21,0.08,72.71,0.0,749.24,179.39,32.95,3.87,2.3,28.21,16.61,12.21,0.85,14.45,3.85,12.74,2.91,1.85,145.03,16-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
16-Mar-2020 - 00:00,51.49,111.5,26.69,0.03,73.34,0.0,749.73,167.86,33.07,7.1,2.37,33.01,19.33,12.54,0.91,15.39,4.34,8.0,2.73,1.67,156.01,17-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
17-Mar-2020 - 00:00,31.85,115.67,26.95,-0.0,73.57,0.0,750.52,164.67,32.8,6.44,1.88,40.63,22.74,11.15,1.09,15.18,5.18,11.42,2.69,1.75,186.54,18-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
18-Mar-2020 - 00:00,33.18,99.3,26.52,-0.03,71.68,0.01,749.45,160.6,33.2,8.06,8.25,50.3,33.1,10.28,0.93,15.97,4.86,18.63,3.69,2.13,205.77,19-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
19-Mar-2020 - 00:00,42.74,114.25,25.52,0.0,74.55,0.0,748.52,146.07,33.15,6.93,22.17,53.42,46.44,9.84,1.1,40.36,6.65,17.25,6.33,1.77,190.23,20-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
20-Mar-2020 - 00:00,24.18,68.97,24.89,0.06,72.42,0.01,749.16,161.39,34.15,12.49,12.66,37.42,30.2,11.09,0.89,36.05,5.1,12.41,5.37,1.89,174.59,21-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
21-Mar-2020 - 00:00,20.11,58.73,26.0,-0.07,71.02,0.0,748.69,179.34,32.95,10.88,8.16,32.07,23.69,9.91,0.74,18.82,3.26,13.18,2.73,2.58,196.17,22-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
22-Mar-2020 - 00:00,24.48,71.84,26.46,-0.06,73.25,0.0,748.98,254.38,32.94,10.41,13.18,24.96,23.62,10.84,0.66,21.35,3.15,18.11,1.62,2.55,204.73,23-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
23-Mar-2020 - 00:00,18.74,41.8,25.55,-0.03,74.77,0.01,748.58,152.88,34.61,9.14,8.72,22.24,18.62,11.5,0.68,24.88,1.81,4.87,1.2,2.69,191.17,24-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
24-Mar-2020 - 00:00,39.99,97.03,25.79,0.01,74.55,0.0,747.69,171.98,33.42,18.82,14.77,40.61,33.61,,0.65,34.25,4.41,8.68,3.26,1.76,193.08,25-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
25-Mar-2020 - 00:00,24.03,65.56,26.98,-0.03,74.39,0.0,747.26,164.09,34.19,9.65,8.51,27.06,21.32,,0.84,20.0,2.85,12.79,1.26,2.23,207.7,26-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
26-Mar-2020 - 00:00,20.5,52.4,23.62,0.0,80.65,0.0,747.2,6.2,32.52,8.13,6.09,24.34,17.9,,0.49,13.45,4.23,22.55,0.41,2.08,253.35,27-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
27-Mar-2020 - 00:00,32.22,90.17,31.39,-0.01,63.14,0.0,748.59,262.52,34.12,11.73,7.5,24.65,19.21,4.42,0.11,37.42,2.86,4.62,1.29,2.54,200.23,28-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
28-Mar-2020 - 00:00,31.48,84.16,29.78,-0.02,68.62,0.0,747.24,178.05,34.33,11.73,7.19,24.82,19.04,5.39,0.11,41.94,3.98,8.19,1.53,2.14,202.59,29-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
29-Mar-2020 - 00:00,22.75,58.59,30.69,0.01,66.39,0.0,746.64,223.75,35.23,11.11,7.27,23.39,18.36,5.46,0.11,43.4,4.64,14.96,1.64,1.89,202.64,30-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
30-Mar-2020 - 00:00,20.76,62.22,30.9,0.01,66.17,0.0,747.53,236.71,34.97,10.03,6.11,24.09,17.78,5.4,0.11,59.15,4.16,7.21,1.64,2.35,173.59,31-Mar-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
31-Mar-2020 - 00:00,19.4,53.58,30.12,0.01,66.23,0.0,747.44,171.98,34.74,8.66,6.71,25.05,18.78,5.71,0.11,47.37,3.91,10.11,1.16,1.98,189.77,01-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
01-Apr-2020 - 00:00,30.33,75.52,30.16,-0.01,68.94,0.0,746.69,173.66,34.49,7.4,10.04,33.42,25.94,5.25,0.11,22.17,4.59,11.28,1.83,2.21,197.5,02-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
02-Apr-2020 - 00:00,24.08,66.78,30.1,-0.05,67.3,0.0,746.09,176.68,34.73,5.48,13.6,32.42,28.54,6.12,0.11,9.2,2.33,5.38,1.03,2.86,205.06,03-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
03-Apr-2020 - 00:00,30.43,74.9,29.13,-0.05,71.21,0.0,746.93,177.29,34.94,7.05,14.61,33.18,29.76,6.75,0.11,11.01,3.21,7.7,1.03,2.51,203.26,04-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
04-Apr-2020 - 00:00,25.43,57.4,28.14,-0.06,73.91,0.0,747.86,174.12,34.8,5.28,12.69,29.11,26.03,7.56,0.11,11.8,2.21,4.51,0.81,2.68,197.27,05-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
05-Apr-2020 - 00:00,22.2,52.22,28.56,-0.03,71.04,0.0,748.23,182.3,35.22,5.81,13.82,31.35,28.12,7.61,0.11,9.64,2.23,6.46,1.02,2.49,199.12,06-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
06-Apr-2020 - 00:00,16.48,42.62,29.35,-0.04,73.14,0.0,747.85,177.32,35.34,6.18,15.69,29.0,28.4,7.83,0.11,6.78,2.34,8.03,1.05,2.59,202.23,07-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
07-Apr-2020 - 00:00,14.37,48.04,29.36,-0.05,71.18,0.0,746.71,158.59,35.23,7.46,16.04,29.14,28.77,7.98,0.11,8.13,2.36,6.61,0.97,2.55,195.56,08-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
08-Apr-2020 - 00:00,8.74,28.89,28.67,-0.04,72.93,0.01,747.29,163.99,35.19,6.38,15.82,23.37,25.51,7.45,0.11,9.35,1.63,4.44,1.15,3.03,201.28,09-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
09-Apr-2020 - 00:00,20.88,55.63,27.49,0.02,68.35,0.0,747.52,93.3,35.2,8.11,9.9,34.39,26.14,8.5,0.11,32.18,2.75,5.39,1.29,1.64,158.23,10-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
