from date,CO,Ozone,SO2,NO2,NO,NOx,NH3,PM10,PM2.5,Benzene,Toluene,O Xylene,MP-Xylene,Temp,WS,VWS,WD,RH,BP,SR,to date,station
17-Jun-2020 - 00:00,0.33,29.22,4.99,27.01,6.32,34.26,6.37,43.42,16.24,8.66,35.65,1.76,4.34,28.47,2.69,-0.04,217.45,86.55,,97.01,18-Jun-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
18-Jun-2020 - 00:00,0.31,39.94,5.5,25.83,6.04,31.79,5.05,49.05,18.88,4.49,20.72,0.29,0.04,28.65,2.36,-0.04,218.08,85.86,,85.99,19-Jun-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
19-Jun-2020 - 00:00,0.29,48.23,7.02,10.74,7.28,17.98,8.72,46.67,20.41,3.12,13.96,0.07,0.02,29.06,1.52,-0.15,217.27,84.04,,103.27,20-Jun-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
20-Jun-2020 - 00:00,0.21,41.92,7.51,8.7,8.17,16.87,7.61,33.73,10.07,0.66,6.77,0.03,0.01,29.22,0.87,-0.05,196.42,82.92,,134.88,21-Jun-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
21-Jun-2020 - 00:00,0.21,51.65,8.13,5.55,8.39,13.94,7.44,24.13,8.9,0.64,2.34,0.05,0.0,28.07,0.67,-0.02,149.8,88.07,,92.24,22-Jun-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
22-Jun-2020 - 00:00,0.22,51.11,7.38,7.61,8.27,15.89,7.81,37.32,12.84,0.54,4.82,0.05,0.0,28.83,1.23,-0.01,192.21,84.93,,143.4,23-Jun-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
23-Jun-2020 - 00:00,0.27,41.63,7.6,8.93,8.71,17.62,6.9,41.37,16.03,2.29,9.98,0.1,0.0,29.13,1.23,0.0,195.03,84.31,,100.86,24-Jun-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
24-Jun-2020 - 00:00,0.27,43.14,7.17,18.75,18.36,29.58,11.86,59.67,19.32,1.64,11.96,0.06,1.31,30.5,2.28,0.0,218.1,75.68,,170.65,25-Jun-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
25-Jun-2020 - 00:00,0.23,37.76,7.46,10.74,17.54,26.06,16.09,51.12,16.54,0.2,13.27,0.03,0.83,30.43,2.36,-0.0,218.36,72.53,,191.41,26-Jun-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
26-Jun-2020 - 00:00,0.24,45.41,8.21,13.95,13.37,27.32,17.99,39.03,12.49,1.82,26.13,0.39,1.65,29.55,2.33,-0.0,219.57,74.59,,170.68,27-Jun-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
27-Jun-2020 - 00:00,0.26,42.42,8.58,18.39,12.96,31.23,13.49,34.6,9.84,3.26,35.11,0.96,2.17,27.94,1.96,-0.0,221.2,84.35,,94.85,28-Jun-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
28-Jun-2020 - 00:00,0.27,42.77,8.68,20.33,13.4,33.68,12.01,28.67,10.9,2.13,31.84,1.0,2.31,27.12,1.58,-0.0,222.14,89.4,,120.88,29-Jun-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
29-Jun-2020 - 00:00,0.37,49.7,7.33,15.67,12.28,27.85,13.04,35.8,16.66,5.24,29.87,1.18,2.68,27.83,0.99,0.01,201.54,89.17,,115.46,30-Jun-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
30-Jun-2020 - 00:00,0.26,46.62,7.92,26.16,30.33,49.88,24.31,44.62,18.34,4.2,35.01,1.23,2.99,29.58,1.88,0.01,221.62,81.19,,137.79,01-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
01-Jul-2020 - 00:00,0.34,51.26,7.89,19.98,14.99,34.46,21.58,37.99,14.22,2.38,27.97,0.93,2.15,30.75,2.23,0.0,218.31,75.12,,176.99,02-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
02-Jul-2020 - 00:00,0.4,50.5,8.24,35.5,13.49,48.98,15.41,42.39,11.78,2.05,25.97,0.65,1.57,31.12,2.15,0.01,216.85,71.11,,187.54,03-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
03-Jul-2020 - 00:00,0.32,53.79,8.7,16.24,14.96,30.85,17.93,31.96,7.86,1.48,19.54,0.5,1.2,30.63,1.14,0.01,218.35,75.8,,156.68,04-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
04-Jul-2020 - 00:00,0.21,49.34,8.75,,,,,,23.4,1.06,18.98,0.61,1.29,29.49,0.55,-0.01,160.14,82.31,,112.64,05-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
05-Jul-2020 - 00:00,0.2,41.42,9.05,,,,,,24.44,0.98,26.39,0.9,2.12,28.07,0.59,0.0,126.13,90.68,,94.15,06-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
06-Jul-2020 - 00:00,0.24,51.56,8.69,26.0,36.78,62.77,60.58,,24.05,0.98,21.74,0.7,1.65,28.13,0.33,0.01,136.64,89.45,,133.59,07-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
07-Jul-2020 - 00:00,0.29,44.47,8.56,30.85,21.28,52.13,47.26,,35.86,2.48,30.93,1.09,2.56,28.66,0.47,0.0,162.66,88.67,,125.42,08-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
08-Jul-2020 - 00:00,0.36,60.61,7.96,41.82,18.62,55.21,38.01,,44.88,4.2,33.34,1.32,3.07,29.61,0.86,0.01,213.97,81.77,,161.21,09-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
09-Jul-2020 - 00:00,0.28,43.12,10.21,,,,,,39.85,2.83,36.55,1.19,2.66,29.49,1.09,0.0,216.94,81.94,,154.84,10-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
10-Jul-2020 - 00:00,0.28,56.16,10.09,196.14,139.38,167.52,271.55,100.0,27.11,1.88,29.26,1.36,2.04,30.23,1.57,0.0,214.6,76.32,995.56,185.35,11-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
11-Jul-2020 - 00:00,0.24,41.34,10.12,,,,,,30.75,2.64,38.23,0.99,2.22,28.62,1.08,0.0,231.2,84.81,995.95,116.92,12-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
12-Jul-2020 - 00:00,0.24,42.94,9.14,,,,,,38.26,2.25,35.85,1.02,2.24,29.65,0.82,0.01,207.09,81.8,995.99,150.41,13-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
13-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,14-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
14-Jul-2020 - 00:00,0.22,67.79,10.38,,,,,62.0,27.0,1.22,8.69,0.24,0.43,33.26,0.32,0.01,47.48,61.6,994.7,569.55,15-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
15-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
16-Jul-2020 - 00:00,0.35,43.61,,,,,,47.5,,3.47,15.51,0.57,1.04,30.63,0.66,0.01,30.35,78.93,995.4,621.41,17-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
17-Jul-2020 - 00:00,0.37,82.54,8.91,,,,,82.66,29.52,3.3,17.84,0.43,0.85,31.49,1.19,0.01,217.26,67.71,997.42,460.31,18-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
18-Jul-2020 - 00:00,0.32,73.93,,,,,,92.65,27.75,3.11,25.54,0.49,1.31,33.81,3.21,0.01,217.49,60.02,998.4,599.56,19-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
19-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
20-Jul-2020 - 00:00,0.34,50.68,9.17,,,,,103.6,65.03,4.34,31.16,0.92,2.09,29.05,1.05,0.01,205.94,81.72,997.38,167.65,21-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
21-Jul-2020 - 00:00,0.34,47.26,9.94,,,,,91.3,39.58,3.67,34.53,1.03,2.26,27.88,0.94,-0.0,216.76,88.84,998.48,81.28,22-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
22-Jul-2020 - 00:00,0.41,52.04,9.41,,,,,83.96,46.09,4.23,32.66,1.12,2.39,27.72,0.49,0.0,207.6,90.04,998.12,93.18,23-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
23-Jul-2020 - 00:00,0.25,45.53,9.49,,,,,71.34,34.01,3.7,36.02,0.99,2.03,26.11,0.44,-0.0,227.37,93.45,997.85,79.71,24-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
24-Jul-2020 - 00:00,0.27,60.0,9.56,,,,,77.54,33.01,3.6,26.11,0.91,2.01,27.85,0.4,0.01,199.76,89.19,999.35,110.99,25-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
25-Jul-2020 - 00:00,0.22,39.46,11.44,,,,,70.56,33.98,2.99,32.17,0.91,1.92,29.22,0.64,0.0,212.84,80.75,999.8,150.65,26-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
26-Jul-2020 - 00:00,0.27,35.86,11.39,,,,,94.67,47.37,1.74,31.39,0.78,1.65,30.49,0.67,-0.0,209.7,78.37,998.77,141.99,27-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
27-Jul-2020 - 00:00,0.32,50.58,10.28,,,,,97.45,56.1,3.09,27.24,0.88,1.93,29.43,0.53,-0.0,183.66,84.42,998.66,94.46,28-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
28-Jul-2020 - 00:00,0.36,49.41,10.73,,,,,100.69,47.09,5.04,31.81,1.34,2.97,28.71,0.4,0.01,169.92,87.14,998.51,94.31,29-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
29-Jul-2020 - 00:00,0.27,44.55,11.35,,,,,65.13,23.52,3.11,27.84,0.94,2.07,27.87,0.54,0.0,214.42,88.16,998.96,115.81,30-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
30-Jul-2020 - 00:00,0.22,45.99,10.08,,,,,57.22,21.26,3.39,28.15,0.91,1.94,29.68,0.53,-0.0,206.0,79.49,999.14,147.11,31-Jul-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
31-Jul-2020 - 00:00,0.31,47.84,8.55,20.86,7.17,28.04,12.5,59.21,20.14,3.18,28.42,0.97,2.15,29.66,0.38,-0.02,228.1,80.95,998.58,130.18,01-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
01-Aug-2020 - 00:00,0.29,52.07,7.89,16.37,6.44,22.81,14.75,53.25,21.36,2.4,24.17,0.87,1.91,31.01,0.52,-0.02,179.9,74.71,997.15,166.33,02-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
02-Aug-2020 - 00:00,0.27,44.34,8.62,15.97,5.43,21.38,14.23,62.0,33.38,1.67,26.58,0.74,1.64,31.09,0.46,-0.0,191.13,76.6,994.33,111.84,03-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
03-Aug-2020 - 00:00,0.38,56.02,6.97,19.09,4.59,23.68,13.67,118.13,71.65,2.61,23.03,0.83,1.97,31.46,0.44,0.0,207.58,77.39,990.25,110.37,04-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
04-Aug-2020 - 00:00,0.39,42.65,8.51,18.86,5.71,24.57,22.2,78.09,38.42,2.94,31.11,1.05,2.43,26.49,0.45,0.0,186.4,97.52,987.09,36.66,05-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
05-Aug-2020 - 00:00,0.21,44.21,8.52,11.49,4.45,15.94,15.31,44.63,15.85,0.87,26.01,0.58,1.25,26.98,0.89,-0.0,60.02,96.01,988.36,62.41,06-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
06-Aug-2020 - 00:00,0.28,51.41,8.19,11.86,4.55,16.3,15.32,47.56,17.71,1.35,22.75,0.58,1.29,26.82,0.48,0.01,108.71,96.23,995.29,69.82,07-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
07-Aug-2020 - 00:00,0.29,55.63,7.52,12.31,4.6,16.91,15.45,68.87,28.61,2.99,23.48,0.9,2.11,28.84,0.48,-0.0,196.91,87.34,996.81,142.18,08-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
08-Aug-2020 - 00:00,0.18,38.25,9.63,9.91,4.05,13.96,15.16,71.36,34.14,2.08,26.55,0.76,1.69,29.28,0.34,0.0,221.72,86.6,994.97,113.4,09-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
09-Aug-2020 - 00:00,0.23,38.3,9.84,9.02,4.06,13.09,15.22,53.74,22.3,0.68,24.62,0.52,1.16,29.0,0.35,0.0,195.76,84.58,994.56,163.27,10-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
10-Aug-2020 - 00:00,0.26,45.58,8.4,12.22,4.26,16.49,16.19,43.86,18.26,0.99,16.11,0.41,0.93,30.21,0.51,0.0,166.54,79.39,995.31,161.45,11-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
11-Aug-2020 - 00:00,0.26,48.33,8.02,16.53,5.74,22.24,15.62,60.79,32.52,2.62,23.05,0.78,1.84,29.87,1.13,0.0,213.93,82.08,995.14,109.3,12-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
12-Aug-2020 - 00:00,0.24,41.87,8.3,15.16,8.43,23.58,15.36,61.65,28.04,1.76,21.81,0.62,1.41,29.88,1.24,0.0,224.54,82.02,995.01,104.13,13-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
13-Aug-2020 - 00:00,0.18,37.57,8.75,10.46,8.35,18.79,16.35,41.56,15.36,0.78,23.34,0.51,1.2,29.67,0.67,0.0,151.04,82.22,994.01,186.9,14-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
14-Aug-2020 - 00:00,0.25,47.55,8.35,16.43,13.36,29.33,16.02,47.98,17.02,0.95,14.44,0.38,0.84,29.2,1.16,-0.0,75.92,85.26,990.77,201.01,15-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
15-Aug-2020 - 00:00,0.24,34.36,8.69,13.21,9.37,22.58,16.75,54.55,16.24,0.98,23.27,0.5,1.18,28.19,1.2,-0.0,133.26,90.76,989.76,118.03,16-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
16-Aug-2020 - 00:00,0.24,35.45,8.77,13.39,8.79,22.19,16.6,61.6,23.37,1.08,24.02,0.55,1.26,28.84,1.08,-0.0,178.87,86.96,991.53,175.89,17-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
17-Aug-2020 - 00:00,0.3,42.91,6.72,16.56,13.21,29.76,16.95,54.71,26.9,3.74,24.94,0.72,1.71,27.3,1.33,0.01,230.86,93.84,993.82,81.46,18-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
18-Aug-2020 - 00:00,0.37,47.78,6.85,17.96,10.05,27.92,16.11,61.12,31.38,5.9,25.45,2.22,3.57,27.43,1.2,0.01,219.43,93.47,994.05,121.52,19-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
19-Aug-2020 - 00:00,0.22,40.2,7.44,15.69,8.87,24.56,15.69,49.21,16.57,1.81,20.05,0.6,1.38,27.13,1.28,0.0,69.52,92.93,991.58,113.63,20-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
20-Aug-2020 - 00:00,0.18,38.7,7.64,11.24,8.59,19.82,17.1,43.89,13.18,0.74,22.9,0.53,1.07,26.58,0.92,0.01,106.28,95.44,993.99,79.68,21-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
21-Aug-2020 - 00:00,0.19,31.32,5.81,8.97,6.8,15.68,15.39,71.73,16.01,1.15,19.73,0.43,0.94,26.19,0.78,0.01,238.99,97.47,998.25,65.69,22-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
22-Aug-2020 - 00:00,0.4,16.41,5.17,16.19,7.68,23.82,9.52,99.02,35.66,6.82,30.5,1.46,3.27,27.3,0.32,0.01,171.97,93.36,999.18,104.42,23-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
23-Aug-2020 - 00:00,0.31,15.55,5.13,21.41,9.47,30.86,7.25,64.46,45.15,6.08,29.14,1.61,3.53,27.66,0.27,0.01,209.59,92.72,998.43,101.66,24-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
24-Aug-2020 - 00:00,0.37,21.06,4.85,23.52,9.47,32.99,9.33,83.09,42.5,3.93,24.3,1.17,2.63,27.73,0.36,0.01,189.39,89.97,997.45,148.33,25-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
25-Aug-2020 - 00:00,0.29,24.38,5.95,15.64,9.17,24.84,10.09,72.63,37.07,3.05,20.61,0.93,2.05,29.11,0.91,0.01,131.13,84.17,996.15,187.32,26-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
26-Aug-2020 - 00:00,0.24,25.74,6.61,11.17,6.91,18.06,10.97,41.76,16.04,1.02,17.32,0.43,0.97,27.05,1.21,0.01,135.05,94.0,994.49,108.88,27-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
27-Aug-2020 - 00:00,0.19,21.23,6.76,7.47,6.92,14.24,11.87,47.32,20.95,0.96,23.05,0.49,1.11,26.29,1.15,0.01,231.77,96.36,997.42,70.3,28-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
28-Aug-2020 - 00:00,0.33,26.92,6.07,18.76,11.84,30.38,9.56,72.03,33.11,3.01,24.43,0.77,1.78,28.11,1.91,0.01,221.04,88.41,997.89,136.48,29-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
29-Aug-2020 - 00:00,0.26,23.4,6.41,22.57,9.01,31.51,8.25,86.22,35.8,3.03,28.07,0.94,2.01,29.82,2.08,0.01,216.78,80.86,998.7,192.84,30-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
30-Aug-2020 - 00:00,0.31,21.92,6.17,20.07,8.63,28.7,8.92,83.81,38.35,2.59,23.72,0.87,1.91,29.95,1.68,0.01,215.3,83.04,999.27,137.06,31-Aug-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
31-Aug-2020 - 00:00,0.26,23.43,6.34,16.82,7.69,24.44,9.28,80.05,47.1,2.26,21.21,0.72,1.62,31.13,1.28,0.01,223.25,78.63,998.77,144.44,01-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
01-Sep-2020 - 00:00,0.41,25.33,6.0,22.98,13.05,35.65,8.49,74.0,43.27,6.27,25.39,1.4,3.03,26.34,1.18,-0.02,174.85,94.67,999.4,52.13,02-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
02-Sep-2020 - 00:00,0.28,26.68,6.44,17.16,9.54,26.67,10.06,58.06,29.91,4.57,25.86,2.75,3.95,26.73,0.78,0.0,212.9,91.17,,133.87,03-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
03-Sep-2020 - 00:00,0.26,25.44,6.45,16.28,9.76,26.04,9.9,52.86,25.15,3.84,23.24,1.03,2.36,29.06,1.12,0.0,193.6,81.76,,205.25,04-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
04-Sep-2020 - 00:00,0.38,22.4,6.28,21.19,18.72,39.78,8.57,85.56,40.69,5.87,31.07,1.77,3.95,28.94,1.37,-0.02,213.06,84.01,999.81,107.77,05-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
05-Sep-2020 - 00:00,0.31,21.42,6.0,19.56,12.13,31.69,8.3,77.58,31.98,3.39,28.18,1.28,2.84,29.9,1.93,0.01,215.66,79.03,998.7,176.64,06-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
06-Sep-2020 - 00:00,0.23,22.53,6.37,14.52,10.62,25.15,9.24,61.44,26.25,1.92,24.87,0.88,1.91,30.21,2.06,0.0,215.51,79.28,999.27,226.22,07-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
07-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,08-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
08-Sep-2020 - 00:00,0.44,37.04,5.85,35.0,15.33,50.12,9.81,79.47,36.1,5.15,23.8,1.24,2.85,29.81,1.97,0.01,217.17,77.63,999.14,90.93,09-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
09-Sep-2020 - 00:00,0.38,27.43,6.49,32.24,10.81,43.05,9.74,88.78,49.05,3.82,25.99,1.19,2.72,30.44,1.76,0.0,220.84,78.11,998.52,191.94,10-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
10-Sep-2020 - 00:00,0.31,25.88,6.95,26.93,11.76,38.68,11.36,78.47,34.83,3.09,23.5,1.14,2.59,28.98,1.9,0.0,216.56,86.33,997.93,123.86,11-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
11-Sep-2020 - 00:00,0.17,22.66,7.31,12.84,8.17,21.0,15.27,44.89,18.57,2.58,22.1,0.84,1.88,29.56,1.53,0.0,220.56,79.2,998.3,131.51,12-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
12-Sep-2020 - 00:00,0.22,20.87,7.43,13.59,8.75,22.33,14.74,42.6,17.24,3.42,23.71,0.96,2.11,28.68,1.19,0.01,201.08,85.02,999.52,88.06,13-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
13-Sep-2020 - 00:00,0.26,21.17,7.83,11.05,8.14,19.19,15.65,40.47,13.31,3.25,22.61,0.94,2.05,29.23,1.13,0.01,226.13,82.59,999.79,111.25,14-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
14-Sep-2020 - 00:00,0.23,23.27,7.66,16.9,8.8,25.69,13.75,36.79,14.84,2.36,21.54,0.78,1.61,29.59,1.32,0.01,220.96,81.68,999.03,132.11,15-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
15-Sep-2020 - 00:00,0.37,23.82,7.05,14.5,11.59,25.99,14.38,51.94,24.69,3.93,26.05,1.13,2.4,28.65,1.31,0.0,222.35,86.66,999.34,119.57,16-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
16-Sep-2020 - 00:00,0.24,26.11,6.51,14.04,9.02,23.09,15.7,58.68,21.22,6.49,24.69,2.74,4.09,29.88,1.7,0.0,221.81,80.12,999.0,160.11,17-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
17-Sep-2020 - 00:00,0.24,23.98,6.44,13.8,8.05,21.84,14.83,50.39,25.28,2.91,19.64,0.79,1.7,30.67,1.91,-0.0,216.74,76.93,998.52,182.32,18-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
18-Sep-2020 - 00:00,0.32,24.16,6.12,12.04,9.62,21.72,17.2,54.34,27.76,2.63,18.41,0.75,1.78,29.24,1.08,0.0,169.35,84.14,997.93,124.46,19-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
19-Sep-2020 - 00:00,0.32,22.52,6.14,16.68,8.02,24.69,13.65,59.26,34.14,2.66,21.13,0.83,1.86,30.18,0.71,0.01,126.78,78.73,995.53,155.49,20-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
20-Sep-2020 - 00:00,0.3,22.9,6.35,13.73,7.67,21.38,14.91,60.9,38.95,2.37,20.7,0.72,1.67,28.78,0.75,-0.0,149.62,84.65,993.89,104.41,21-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
21-Sep-2020 - 00:00,0.21,23.96,6.68,9.74,7.64,17.39,15.77,30.12,14.51,1.06,16.78,0.47,1.08,27.73,0.88,0.0,113.27,90.38,993.7,94.11,22-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
22-Sep-2020 - 00:00,0.25,28.8,6.67,12.5,7.92,20.42,15.96,47.79,22.82,3.59,20.79,0.76,1.73,28.08,1.15,0.0,224.84,91.39,996.6,90.97,23-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
23-Sep-2020 - 00:00,0.23,27.19,3.8,11.9,8.34,20.25,15.56,49.61,21.83,5.66,23.69,1.07,2.58,27.06,1.44,0.0,224.98,94.6,998.43,69.54,24-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
24-Sep-2020 - 00:00,0.33,22.8,7.26,15.38,9.1,24.48,14.38,67.07,29.67,5.48,25.09,1.07,2.43,28.5,1.89,0.0,218.98,88.84,999.44,127.5,25-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
25-Sep-2020 - 00:00,0.39,20.73,7.99,16.04,9.83,25.87,14.21,76.64,34.17,7.4,29.43,3.48,5.04,27.74,1.78,0.0,219.26,90.98,998.25,73.96,26-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
26-Sep-2020 - 00:00,0.3,20.85,7.97,18.08,8.03,26.11,13.3,72.03,36.51,5.38,24.55,1.21,2.63,27.53,1.3,0.01,224.44,94.6,997.67,74.07,27-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
27-Sep-2020 - 00:00,0.3,23.64,7.37,14.63,8.36,22.99,14.25,82.51,43.92,3.05,20.55,0.86,1.89,28.78,1.0,0.01,195.24,78.46,998.4,173.45,28-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
28-Sep-2020 - 00:00,0.59,20.47,22.57,16.18,10.69,26.69,16.24,123.71,77.25,4.8,26.6,1.58,3.31,28.79,0.9,0.01,208.52,88.11,998.9,82.27,29-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
29-Sep-2020 - 00:00,0.61,21.04,8.29,15.14,13.84,28.84,15.55,81.22,41.86,5.37,23.93,1.52,3.18,29.52,0.93,0.01,182.89,82.19,998.69,153.01,30-Sep-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
30-Sep-2020 - 00:00,0.72,23.27,8.63,17.77,10.4,28.17,13.52,68.13,30.11,3.57,20.29,1.04,2.27,29.27,0.62,0.0,181.64,81.28,998.21,128.77,01-Oct-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
01-Oct-2020 - 00:00,0.53,25.77,8.77,12.0,8.43,20.43,15.27,52.95,23.64,2.06,15.42,0.64,1.53,28.75,0.66,0.0,99.96,80.71,997.89,127.95,02-Oct-2020 - 00:00,"Rabindra Bharati University, Kolkata - WBPCB"
