from date,NO2,NH3,NOx,NO,SO2,CO,Ozone,PM2.5,PM10,Benzene,Temp,RH,BP,Toluene,WD,to date,station
06-May-2020 - 00:00,45.86,7.49,24.96,0.73,10.66,1.18,41.89,23.91,56.93,0.13,26.92,53.43,712.11,0.94,151.39,07-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
07-May-2020 - 00:00,46.88,7.11,25.5,0.69,10.54,1.15,37.79,29.35,63.65,0.14,26.91,55.77,712.27,1.35,151.33,08-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
08-May-2020 - 00:00,37.07,10.14,21.11,1.72,14.59,2.04,32.75,17.95,41.53,0.13,26.76,60.76,712.4,1.12,134.91,09-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
09-May-2020 - 00:00,24.86,13.86,15.8,3.18,11.39,1.34,30.37,23.49,55.7,0.13,26.83,53.72,712.16,1.27,134.94,10-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
10-May-2020 - 00:00,23.31,14.43,14.96,3.15,12.73,1.63,32.94,21.22,52.54,0.12,26.92,50.85,712.09,0.73,126.52,11-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
11-May-2020 - 00:00,24.05,14.12,15.34,3.12,12.03,1.48,31.92,19.74,53.79,0.12,27.21,48.24,712.4,0.89,134.04,12-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
12-May-2020 - 00:00,23.05,14.42,14.8,3.13,11.96,1.47,26.08,11.99,40.85,0.1,26.82,50.14,711.79,0.59,154.14,13-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
13-May-2020 - 00:00,24.4,13.93,15.5,3.11,11.74,1.42,25.5,13.94,37.75,0.15,27.13,51.69,711.29,1.23,124.26,14-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
14-May-2020 - 00:00,23.98,14.19,15.35,3.18,11.22,1.31,34.43,27.56,55.79,0.13,27.65,50.21,710.38,0.88,153.75,15-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
15-May-2020 - 00:00,25.91,13.37,16.38,3.19,11.31,1.33,25.3,14.3,45.04,0.15,26.69,48.8,709.62,1.32,158.04,16-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
16-May-2020 - 00:00,25.98,13.71,16.37,3.14,11.69,1.41,33.22,20.89,53.96,0.16,26.74,51.84,709.55,1.2,180.39,17-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
17-May-2020 - 00:00,21.86,15.02,14.16,3.11,11.42,1.35,38.39,18.99,45.79,0.11,26.91,53.93,708.69,0.75,202.72,18-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
18-May-2020 - 00:00,21.93,14.95,14.22,3.14,10.4,1.13,34.58,14.66,40.06,0.1,27.18,66.39,708.11,0.55,187.94,19-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
19-May-2020 - 00:00,21.76,14.91,14.16,3.18,10.24,1.0,26.44,19.39,76.95,0.11,26.92,59.98,707.74,0.61,187.74,20-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
20-May-2020 - 00:00,22.2,14.71,14.34,3.11,10.16,0.52,23.82,14.72,54.26,0.11,27.23,58.24,708.5,0.53,175.54,21-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
21-May-2020 - 00:00,23.45,14.25,15.05,3.17,11.61,0.82,26.13,13.29,54.76,0.12,27.11,59.16,709.81,0.76,170.55,22-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
22-May-2020 - 00:00,22.2,14.77,14.34,3.12,10.56,0.59,32.45,15.66,46.41,0.11,27.2,57.1,710.41,0.77,182.75,23-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
23-May-2020 - 00:00,23.52,14.31,15.05,3.13,10.68,0.63,37.66,18.07,51.5,0.12,27.01,55.02,710.54,0.9,169.19,24-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
24-May-2020 - 00:00,25.81,13.36,16.34,3.23,10.49,0.59,24.53,18.45,44.86,0.15,26.94,67.38,711.58,0.91,163.17,25-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
25-May-2020 - 00:00,27.62,12.75,17.27,3.18,10.42,0.59,29.78,20.01,48.72,0.17,26.77,64.05,712.23,1.32,154.54,26-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
26-May-2020 - 00:00,30.36,11.78,18.72,3.16,10.1,1.14,30.54,16.28,37.17,0.11,27.9,65.71,712.2,0.65,162.97,27-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
27-May-2020 - 00:00,28.18,20.19,17.27,2.81,10.88,0.8,24.09,14.12,35.51,0.13,27.44,76.2,711.81,1.28,168.39,28-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
28-May-2020 - 00:00,11.11,7.78,7.97,2.53,10.18,0.66,26.34,13.06,42.48,0.11,27.27,67.16,710.77,1.13,169.99,29-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
29-May-2020 - 00:00,12.32,3.39,8.62,2.54,10.24,0.61,27.22,11.18,35.55,0.13,26.76,66.76,710.9,1.08,177.66,30-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
30-May-2020 - 00:00,14.39,2.76,9.77,2.6,10.45,0.64,26.39,13.71,34.61,0.14,26.63,64.4,711.49,1.42,183.28,31-May-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
31-May-2020 - 00:00,9.88,3.02,7.3,2.51,11.06,0.83,26.64,20.24,47.32,0.11,26.26,61.67,711.83,1.08,131.08,01-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
01-Jun-2020 - 00:00,7.81,1.39,6.26,2.59,10.38,0.41,19.45,3.22,16.25,0.1,26.41,64.36,712.5,0.52,153.06,02-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
02-Jun-2020 - 00:00,7.49,1.08,6.06,2.54,10.22,0.5,16.77,2.56,12.44,0.1,26.57,66.57,711.94,0.47,148.24,03-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
03-Jun-2020 - 00:00,7.49,0.67,6.03,2.51,11.32,0.23,17.48,3.65,10.84,0.1,26.7,68.38,711.31,0.4,151.1,04-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
04-Jun-2020 - 00:00,8.74,0.56,6.7,2.51,10.72,0.38,16.79,1.98,14.31,0.11,26.48,70.9,711.61,0.53,159.85,05-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
05-Jun-2020 - 00:00,8.04,0.62,6.32,2.5,10.43,0.7,18.86,9.56,22.0,0.1,26.53,69.44,711.57,0.46,163.77,06-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
06-Jun-2020 - 00:00,9.04,0.72,6.88,2.55,10.59,0.45,17.83,16.27,37.65,0.1,26.77,74.02,711.39,0.65,169.07,07-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
07-Jun-2020 - 00:00,8.17,1.2,6.39,2.51,10.91,0.52,14.74,18.76,40.84,0.1,26.75,72.48,711.08,0.55,168.09,08-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
08-Jun-2020 - 00:00,8.72,1.1,6.74,2.58,10.62,0.4,17.17,18.54,46.99,0.1,26.58,67.43,710.5,0.61,176.61,09-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
09-Jun-2020 - 00:00,8.73,1.04,6.77,2.61,10.28,0.4,16.31,20.83,51.21,0.1,26.61,73.53,710.38,0.6,174.05,10-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
10-Jun-2020 - 00:00,9.35,0.8,7.04,2.54,10.72,0.52,14.33,17.81,41.05,0.1,27.13,77.23,709.44,0.66,175.74,11-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
11-Jun-2020 - 00:00,8.98,0.99,6.81,2.5,11.0,0.34,13.74,13.22,28.54,0.1,26.91,83.35,708.38,0.69,184.52,12-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
12-Jun-2020 - 00:00,8.05,1.56,6.26,2.44,10.44,0.48,14.8,14.72,31.2,0.1,27.16,81.73,707.75,0.63,171.36,13-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
13-Jun-2020 - 00:00,8.22,1.04,6.39,2.48,11.11,0.53,13.88,13.21,29.5,0.1,27.22,79.39,708.39,0.52,160.03,14-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
14-Jun-2020 - 00:00,6.78,0.74,5.68,2.56,10.85,0.44,9.66,13.04,28.29,0.1,27.18,74.44,709.53,0.4,167.15,15-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
15-Jun-2020 - 00:00,8.22,0.55,6.44,2.54,10.68,0.35,17.89,13.76,31.06,0.1,27.08,72.12,709.61,0.47,165.7,16-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
16-Jun-2020 - 00:00,7.72,2.43,6.17,2.54,10.87,0.37,20.55,16.02,38.34,0.1,27.15,72.52,708.82,0.47,158.62,17-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
17-Jun-2020 - 00:00,8.85,4.11,6.79,2.56,10.82,0.34,18.18,17.68,47.1,0.1,27.4,77.14,709.53,0.52,157.6,18-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
18-Jun-2020 - 00:00,9.04,3.95,6.84,2.5,11.17,0.33,16.84,16.09,42.38,0.1,27.28,75.1,710.94,0.61,160.99,19-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
19-Jun-2020 - 00:00,9.21,4.01,6.98,2.56,11.0,0.3,16.73,17.48,47.91,0.1,27.1,68.08,711.31,0.57,167.32,20-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
20-Jun-2020 - 00:00,9.11,4.08,6.95,2.59,11.23,0.24,19.35,16.91,43.29,0.11,27.18,66.48,710.98,0.71,171.98,21-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
21-Jun-2020 - 00:00,6.43,4.01,5.47,2.51,10.56,0.42,17.72,16.74,36.43,0.1,27.25,67.65,710.31,0.43,171.81,22-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
22-Jun-2020 - 00:00,10.06,3.88,7.46,2.59,10.61,0.38,17.93,14.23,34.92,0.12,27.14,65.28,709.15,0.9,176.32,23-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
23-Jun-2020 - 00:00,8.05,4.12,6.34,2.54,11.11,0.2,25.12,19.48,50.95,0.11,26.95,62.78,709.97,0.6,173.36,24-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
24-Jun-2020 - 00:00,9.39,4.53,7.02,2.49,10.62,0.28,23.95,19.39,46.65,0.12,26.83,68.02,710.15,0.66,161.94,25-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
25-Jun-2020 - 00:00,14.4,4.49,9.8,2.64,10.85,0.35,25.6,16.69,34.03,0.16,26.93,68.76,709.02,1.3,180.07,26-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
26-Jun-2020 - 00:00,9.34,4.39,7.09,2.61,11.29,0.27,26.6,14.1,26.21,0.11,26.96,70.17,708.64,0.88,157.1,27-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
27-Jun-2020 - 00:00,9.76,4.15,7.28,2.56,11.34,0.37,22.7,13.2,25.4,0.11,26.93,76.59,709.15,0.81,157.76,28-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
28-Jun-2020 - 00:00,7.29,4.1,5.92,2.51,11.53,0.42,24.86,12.45,25.3,0.1,26.82,74.46,709.14,0.53,173.81,29-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
29-Jun-2020 - 00:00,9.41,4.1,7.1,2.58,10.43,0.44,22.37,15.8,33.79,0.11,27.27,73.28,708.59,0.67,165.77,30-Jun-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
30-Jun-2020 - 00:00,7.4,3.86,5.99,2.52,10.73,0.41,20.13,10.8,24.2,0.1,27.03,68.46,708.51,0.52,170.58,01-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
01-Jul-2020 - 00:00,7.67,3.89,6.13,2.51,10.39,0.37,19.93,15.29,32.62,0.1,27.4,63.15,709.31,0.48,161.57,02-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
02-Jul-2020 - 00:00,9.86,3.89,7.33,2.57,10.68,0.32,12.46,13.01,24.65,0.12,27.51,70.4,709.11,0.75,163.23,03-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
03-Jul-2020 - 00:00,8.69,3.81,6.64,2.48,10.93,0.47,16.23,9.71,20.69,0.11,27.69,73.89,708.95,0.74,168.94,04-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
04-Jul-2020 - 00:00,7.82,3.82,6.28,2.61,11.0,0.49,17.03,12.04,28.21,0.1,27.46,70.29,708.43,0.58,162.14,05-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
05-Jul-2020 - 00:00,4.45,3.82,4.41,2.51,10.32,0.4,16.44,14.82,35.68,0.1,27.29,77.31,708.21,0.24,151.64,06-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
06-Jul-2020 - 00:00,7.56,3.86,6.1,2.56,11.35,0.49,14.92,14.69,38.4,0.1,27.42,71.16,708.49,0.52,158.9,07-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
07-Jul-2020 - 00:00,6.63,3.71,5.61,2.57,10.46,0.41,16.54,12.68,29.84,0.1,27.35,71.09,710.17,0.43,157.8,08-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
08-Jul-2020 - 00:00,6.54,3.7,5.56,2.56,10.81,0.21,15.67,11.44,23.16,0.1,27.38,74.54,711.04,0.4,163.83,09-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
09-Jul-2020 - 00:00,7.3,3.56,5.91,2.49,10.48,0.41,15.02,10.88,24.5,0.12,27.32,72.36,710.17,0.63,170.77,10-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
10-Jul-2020 - 00:00,7.52,3.6,6.11,2.59,10.1,0.3,15.08,12.54,24.9,0.11,27.29,64.72,710.66,0.64,158.3,11-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
11-Jul-2020 - 00:00,7.94,3.66,6.3,2.55,9.83,0.32,17.06,11.68,26.96,0.13,27.22,55.04,710.17,0.65,166.38,12-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
12-Jul-2020 - 00:00,4.54,3.56,4.49,2.55,10.36,0.25,20.06,9.58,20.73,0.1,27.15,56.74,709.91,0.28,165.96,13-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
13-Jul-2020 - 00:00,8.67,4.17,6.67,2.53,10.59,0.49,24.4,15.96,32.36,0.11,27.39,61.55,709.19,0.7,178.54,14-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
14-Jul-2020 - 00:00,9.49,3.94,7.13,2.56,11.25,0.43,17.34,14.27,30.2,0.12,27.38,65.47,709.08,0.84,179.99,15-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
15-Jul-2020 - 00:00,5.84,3.88,5.12,2.49,10.41,0.31,17.67,12.16,21.17,0.1,27.72,71.96,708.64,0.34,157.05,16-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
16-Jul-2020 - 00:00,5.67,3.74,5.05,2.5,10.57,0.42,14.72,10.64,18.39,0.1,27.77,72.68,707.8,0.35,155.21,17-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
17-Jul-2020 - 00:00,5.04,3.77,4.76,2.55,11.24,0.47,17.83,12.08,23.29,0.1,27.65,70.0,708.62,0.31,156.11,18-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
18-Jul-2020 - 00:00,5.1,3.68,4.77,2.54,9.6,0.25,16.46,12.21,30.08,0.1,27.56,68.95,709.34,0.31,160.77,19-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
19-Jul-2020 - 00:00,,,,,,,,,,,,,,,,20-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
20-Jul-2020 - 00:00,7.1,4.21,5.9,2.61,10.41,0.45,26.74,17.14,27.79,0.1,27.58,61.59,708.9,0.69,151.29,21-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
21-Jul-2020 - 00:00,6.6,3.94,5.55,2.51,9.88,0.48,23.12,11.94,21.4,0.16,27.72,59.78,709.72,0.81,139.72,22-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
22-Jul-2020 - 00:00,10.09,5.31,7.42,2.52,10.93,0.61,40.27,28.93,51.59,0.13,27.64,58.81,709.98,1.53,108.11,23-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
23-Jul-2020 - 00:00,9.3,4.65,7.02,2.55,11.39,0.45,32.71,24.67,44.23,0.12,27.6,61.88,709.69,0.98,157.41,24-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
24-Jul-2020 - 00:00,8.36,4.18,6.48,2.51,10.5,0.52,21.68,14.33,26.49,0.1,27.79,63.39,710.28,0.71,144.92,25-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
25-Jul-2020 - 00:00,7.63,3.84,6.16,2.59,11.03,0.36,22.08,10.86,22.8,0.1,27.94,60.56,711.57,0.69,167.16,26-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
26-Jul-2020 - 00:00,4.89,3.91,4.7,2.56,11.36,0.44,24.01,15.18,26.48,0.1,27.98,61.98,712.88,0.31,169.66,27-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
27-Jul-2020 - 00:00,7.38,3.83,6.01,2.56,10.8,0.6,25.24,14.55,29.33,0.1,27.98,62.56,711.96,0.54,188.83,28-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
28-Jul-2020 - 00:00,9.46,3.84,7.09,2.52,10.58,0.61,21.17,14.79,29.39,0.13,27.89,61.41,710.07,0.98,200.54,29-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
29-Jul-2020 - 00:00,12.87,4.05,8.89,2.52,10.49,0.56,13.35,16.93,31.25,0.14,27.96,67.8,708.96,1.33,177.88,30-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
30-Jul-2020 - 00:00,7.89,3.8,6.22,2.5,10.47,0.45,17.65,11.33,20.67,0.1,28.0,63.67,709.09,0.6,167.31,31-Jul-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
31-Jul-2020 - 00:00,6.82,3.74,5.71,2.57,10.89,0.46,19.88,12.68,21.88,0.1,27.87,63.81,708.83,0.4,163.58,01-Aug-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
01-Aug-2020 - 00:00,7.82,3.68,6.22,2.54,10.06,0.44,16.49,11.16,20.98,0.11,28.07,64.27,709.38,0.53,163.74,02-Aug-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
02-Aug-2020 - 00:00,5.46,3.61,4.92,2.47,10.24,0.33,19.88,10.5,17.79,0.1,28.12,62.81,709.56,0.34,166.18,03-Aug-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
03-Aug-2020 - 00:00,7.4,3.57,6.01,2.55,10.31,0.36,16.23,11.22,22.38,0.1,28.19,64.85,708.3,0.51,164.86,04-Aug-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
04-Aug-2020 - 00:00,7.5,3.52,6.02,2.49,10.55,0.35,15.39,10.86,24.09,0.1,28.39,65.09,706.57,0.5,172.23,05-Aug-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
05-Aug-2020 - 00:00,8.39,3.52,6.58,2.61,10.69,0.32,16.25,12.25,25.59,0.11,28.39,64.54,705.12,0.58,160.3,06-Aug-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
06-Aug-2020 - 00:00,7.77,3.74,6.23,2.58,11.13,0.46,14.75,13.68,31.78,0.1,27.8,61.76,706.51,0.58,160.6,07-Aug-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
07-Aug-2020 - 00:00,8.14,3.76,6.41,2.55,10.31,0.48,14.47,11.98,27.98,0.1,27.21,60.95,709.52,0.55,163.72,08-Aug-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
08-Aug-2020 - 00:00,8.35,3.76,6.48,2.52,10.24,0.34,15.54,14.05,26.93,0.1,27.39,62.98,710.25,0.76,170.11,09-Aug-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
