from date,NO,NO2,NOx,NH3,PM10,PM2.5,SO2,CO,Ozone,Benzene,Toluene,MP-Xylene,Eth-Benzene,Xylene,RH,WD,WS,SR,RF,to date,station
01-Jan-2020 - 00:00,7.21,5.7,7.18,21.26,181.72,149.85,5.48,1.07,26.28,0.46,0.51,0.35,0.28,0.41,78.12,85.3,0.74,238.53,0.01,02-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
02-Jan-2020 - 00:00,4.66,6.52,5.55,20.69,156.5,121.45,9.9,0.82,23.63,0.43,0.55,0.4,0.38,0.46,87.69,102.48,0.75,286.01,0.0,03-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
03-Jan-2020 - 00:00,4.9,7.38,6.2,20.97,152.36,109.28,7.24,0.93,24.6,0.38,0.62,0.49,0.59,0.56,86.35,243.72,0.6,275.21,0.0,04-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
04-Jan-2020 - 00:00,5.11,6.97,6.15,21.06,182.72,135.21,8.39,0.88,29.33,0.38,0.62,0.49,0.59,0.56,83.51,199.57,0.45,267.79,0.0,05-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
05-Jan-2020 - 00:00,4.81,5.88,5.34,18.16,162.53,128.3,5.98,0.59,30.58,0.38,0.62,0.49,0.59,0.56,92.1,234.48,0.79,177.67,0.0,06-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
06-Jan-2020 - 00:00,5.1,5.98,5.63,18.74,135.72,113.48,4.13,0.56,16.31,0.38,0.62,0.49,0.59,0.56,98.27,162.36,0.85,43.19,0.04,07-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
07-Jan-2020 - 00:00,5.8,4.9,5.62,16.98,65.6,59.56,4.76,0.46,17.85,0.49,0.62,0.51,0.64,0.49,99.53,96.54,0.78,102.79,0.02,08-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
08-Jan-2020 - 00:00,6.37,4.32,5.79,16.36,78.18,71.27,2.59,0.46,6.11,0.68,0.61,0.53,0.71,0.38,99.64,182.1,0.79,60.58,0.26,09-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
09-Jan-2020 - 00:00,6.02,4.25,5.48,14.01,74.36,60.32,3.32,0.37,21.91,0.7,0.59,0.52,0.58,0.42,99.39,279.4,0.93,147.93,0.01,10-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
10-Jan-2020 - 00:00,5.29,23.83,14.78,22.53,115.46,83.41,4.77,0.68,35.88,0.71,0.58,0.51,0.48,0.46,70.84,283.67,1.07,517.15,0.01,11-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
11-Jan-2020 - 00:00,4.35,32.8,19.04,41.67,131.52,90.18,6.48,0.52,40.32,0.71,0.58,0.51,0.48,0.46,60.58,296.6,0.84,469.91,0.0,12-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
12-Jan-2020 - 00:00,4.24,31.91,18.48,40.54,162.09,106.0,11.35,0.61,35.93,0.71,0.58,0.51,0.48,0.46,81.14,203.56,0.7,270.92,0.0,13-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
13-Jan-2020 - 00:00,4.3,28.28,16.63,48.73,137.24,108.23,5.45,0.51,32.47,0.77,0.61,0.49,0.6,0.48,96.89,180.65,1.07,96.54,0.06,14-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
14-Jan-2020 - 00:00,3.85,21.51,12.73,44.32,59.5,46.41,2.8,0.4,31.83,0.84,0.65,0.46,0.75,0.51,95.89,294.82,0.88,312.9,0.01,15-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
15-Jan-2020 - 00:00,4.27,18.22,11.36,38.48,79.91,60.83,2.39,0.37,32.34,0.84,0.65,0.46,0.75,0.51,92.88,260.76,0.82,308.84,0.01,16-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
16-Jan-2020 - 00:00,3.99,18.65,11.35,34.59,111.1,78.7,2.42,0.46,25.8,0.84,0.65,0.46,0.74,0.51,98.77,223.98,0.68,167.3,0.0,17-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
17-Jan-2020 - 00:00,4.38,20.03,12.39,31.06,99.6,78.13,2.21,0.52,20.37,0.79,0.58,0.49,0.31,0.52,99.25,239.95,0.63,201.63,0.0,18-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
18-Jan-2020 - 00:00,5.47,21.62,14.08,34.07,116.83,90.5,2.75,0.64,17.13,0.76,0.53,0.51,0.0,0.53,99.67,207.85,0.5,136.05,0.01,19-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
19-Jan-2020 - 00:00,3.86,16.92,10.34,25.78,101.5,74.58,2.47,0.35,32.54,0.76,0.53,0.51,0.0,0.53,99.57,269.89,1.03,140.71,0.0,20-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
20-Jan-2020 - 00:00,4.4,19.47,11.6,24.35,122.09,99.07,2.78,0.91,30.46,0.78,0.59,0.44,0.2,0.65,99.65,234.4,0.69,146.55,0.01,21-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
21-Jan-2020 - 00:00,7.92,20.05,15.25,19.86,154.07,132.88,3.36,1.11,28.68,0.79,0.78,0.54,0.46,0.73,99.38,109.31,0.58,182.92,0.0,22-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
22-Jan-2020 - 00:00,4.34,35.97,20.66,32.58,95.65,66.68,3.61,0.81,34.2,0.78,0.89,0.62,0.52,0.71,94.96,279.11,1.05,279.52,0.01,23-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
23-Jan-2020 - 00:00,5.58,50.13,29.08,39.35,96.12,56.49,7.09,0.49,41.67,0.78,0.89,0.26,0.22,0.71,78.75,280.21,1.58,374.34,0.01,24-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
24-Jan-2020 - 00:00,4.85,50.29,28.58,37.61,94.57,59.52,10.68,0.53,44.7,,,0.0,0.0,,72.95,266.82,1.5,387.56,0.02,25-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
25-Jan-2020 - 00:00,10.23,73.94,45.25,38.28,133.58,93.06,8.07,0.77,40.38,,,0.0,0.0,,82.68,188.17,0.54,293.01,0.0,26-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
26-Jan-2020 - 00:00,31.29,83.15,67.27,45.17,170.21,124.29,8.49,0.97,37.33,,,0.0,0.0,,76.45,230.47,0.7,342.15,0.0,27-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
27-Jan-2020 - 00:00,12.13,81.1,50.56,51.07,147.77,115.3,8.55,0.93,24.1,,,0.0,0.0,,99.54,121.2,0.6,75.9,0.11,28-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
28-Jan-2020 - 00:00,4.04,37.2,21.08,41.07,74.24,64.73,4.56,0.53,39.97,,,0.0,0.0,,98.99,129.03,1.2,197.63,0.16,29-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
29-Jan-2020 - 00:00,6.31,49.56,29.37,35.56,68.6,49.24,7.04,0.62,33.52,,,0.0,0.0,,87.72,191.04,0.55,320.7,0.01,30-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
30-Jan-2020 - 00:00,7.3,46.05,28.52,35.14,86.67,56.27,4.85,0.58,35.94,,,0.0,0.0,,88.55,298.59,1.17,379.22,0.01,31-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
31-Jan-2020 - 00:00,7.2,45.23,27.82,31.09,90.84,60.79,2.99,0.64,31.08,5.5,10.0,0.1,0.1,10.0,98.38,251.98,0.8,270.83,0.01,01-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
01-Feb-2020 - 00:00,19.57,48.82,39.7,36.08,96.98,71.4,2.28,0.75,26.77,,,0.0,0.0,,91.24,207.54,0.58,347.73,0.0,02-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
02-Feb-2020 - 00:00,5.47,41.53,24.5,38.33,112.01,80.64,10.49,0.7,42.06,,,0.0,0.0,,87.02,280.0,0.87,377.49,0.01,03-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
03-Feb-2020 - 00:00,6.42,52.74,31.11,36.85,133.08,92.53,6.99,0.74,41.73,,,0.0,0.0,,78.73,241.76,0.6,385.19,0.01,04-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
04-Feb-2020 - 00:00,5.19,55.44,31.54,45.21,128.9,93.74,10.89,0.71,49.04,0.77,0.69,0.25,0.25,0.43,90.68,101.21,0.78,296.84,0.0,05-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
05-Feb-2020 - 00:00,4.76,43.34,24.87,38.67,138.51,90.94,8.02,0.69,40.94,0.8,0.71,0.57,0.57,0.55,85.83,285.26,1.0,343.34,0.04,06-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
06-Feb-2020 - 00:00,7.53,52.34,31.81,35.74,124.3,90.1,8.04,0.68,35.05,0.74,0.67,0.51,0.52,0.6,84.26,214.57,0.68,351.35,0.0,07-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
07-Feb-2020 - 00:00,10.29,62.03,39.11,37.77,146.26,92.87,8.07,0.7,33.47,0.75,0.68,0.52,0.53,0.61,82.17,212.26,0.56,338.18,0.0,08-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
08-Feb-2020 - 00:00,4.25,48.55,27.18,35.03,142.91,101.56,12.39,0.74,49.5,0.75,0.68,0.52,0.53,0.61,82.84,292.45,0.87,358.1,0.0,09-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
09-Feb-2020 - 00:00,5.65,56.32,32.37,35.16,140.48,99.75,9.31,0.85,46.63,0.75,0.68,0.52,0.53,0.61,76.67,255.89,0.56,345.3,0.0,10-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
10-Feb-2020 - 00:00,8.54,58.9,36.06,34.92,151.82,107.0,6.93,0.82,44.38,1.02,0.74,0.54,0.59,0.65,70.63,257.75,0.63,363.91,0.01,11-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
11-Feb-2020 - 00:00,16.37,76.53,51.52,34.84,189.76,129.86,9.97,0.94,50.96,1.47,1.0,0.64,0.65,0.62,85.74,241.06,0.52,328.16,0.01,12-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
12-Feb-2020 - 00:00,4.35,46.54,26.22,36.68,160.44,106.66,12.04,0.73,55.88,1.16,0.73,0.39,0.34,0.61,84.11,274.12,1.44,353.3,0.0,13-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
13-Feb-2020 - 00:00,4.16,34.59,19.83,34.69,103.1,61.7,11.4,0.55,59.18,,,0.0,0.0,,76.88,272.95,1.8,400.92,0.0,14-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
14-Feb-2020 - 00:00,4.16,36.83,20.99,32.29,122.26,59.16,17.91,0.49,55.54,,,0.0,0.0,,74.36,281.99,2.05,411.61,0.0,15-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
15-Feb-2020 - 00:00,3.78,39.45,21.6,28.68,107.42,58.03,25.46,0.49,54.53,1.02,0.83,0.33,0.31,50.43,58.3,268.15,1.66,391.48,0.0,16-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
16-Feb-2020 - 00:00,5.05,54.09,30.73,32.18,140.49,91.48,19.5,0.79,55.31,0.78,0.91,0.71,0.66,76.0,71.04,275.05,0.81,410.2,0.0,17-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
17-Feb-2020 - 00:00,6.04,52.96,31.41,40.08,137.57,83.93,10.27,0.71,59.26,0.81,0.82,0.75,0.71,34.18,57.79,259.85,1.14,419.58,0.0,18-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
18-Feb-2020 - 00:00,3.22,48.66,27.21,34.93,130.72,72.69,14.38,0.61,61.34,0.81,0.76,0.82,0.77,0.57,56.91,257.51,1.22,416.36,0.0,19-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
19-Feb-2020 - 00:00,5.84,67.32,39.04,35.26,161.69,97.71,23.1,0.73,71.9,0.8,0.79,0.76,0.82,0.6,72.4,123.16,1.63,344.55,0.0,20-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
20-Feb-2020 - 00:00,2.88,40.48,22.66,34.31,167.08,93.06,15.32,0.71,86.5,0.81,0.77,0.63,0.85,0.65,75.34,125.5,1.77,314.27,0.06,21-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
21-Feb-2020 - 00:00,2.46,25.49,14.49,30.79,41.87,32.39,10.67,0.33,61.72,0.84,0.68,0.54,0.79,0.66,99.32,79.58,1.26,98.05,0.1,22-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
22-Feb-2020 - 00:00,4.89,46.9,27.65,28.69,66.48,43.57,12.21,0.62,48.4,0.84,0.68,0.23,0.34,0.66,88.88,110.71,0.75,323.52,0.0,23-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
23-Feb-2020 - 00:00,3.28,37.82,21.6,31.71,98.8,62.5,12.71,0.48,49.01,,,0.0,0.0,,91.61,243.7,0.74,339.14,0.0,24-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
24-Feb-2020 - 00:00,4.03,38.54,22.58,32.69,98.63,67.7,10.38,0.48,51.58,,,0.0,0.0,,85.04,221.66,0.64,374.32,0.0,25-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
25-Feb-2020 - 00:00,3.17,37.62,21.4,34.38,137.18,89.6,22.4,0.65,64.49,,,0.0,0.0,,93.88,262.54,0.87,352.17,0.0,26-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
26-Feb-2020 - 00:00,5.19,42.0,25.33,39.88,145.79,100.39,24.33,0.66,54.49,,,0.0,0.0,,79.21,189.65,0.63,353.72,0.0,27-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
27-Feb-2020 - 00:00,4.41,38.33,22.78,57.18,136.78,99.81,22.48,0.7,60.29,,,0.0,0.0,,77.81,107.94,0.7,318.94,0.0,28-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
28-Feb-2020 - 00:00,3.1,34.29,19.62,78.35,136.67,91.35,17.92,0.5,59.15,,,0.0,0.0,,99.0,120.0,1.56,266.48,0.0,29-Feb-2020 - 00:00,"Police Lines, Jind - HSPCB"
29-Feb-2020 - 00:00,3.1,32.52,18.68,101.0,89.38,60.74,12.13,0.43,46.09,,,0.0,0.0,,97.92,113.72,1.52,277.58,0.01,01-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
01-Mar-2020 - 00:00,2.75,30.04,17.11,95.89,38.98,26.06,12.19,0.19,47.15,,,0.0,0.0,,78.68,108.79,0.91,390.9,0.01,02-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
02-Mar-2020 - 00:00,3.3,37.87,21.64,96.52,92.76,64.63,16.88,0.35,48.55,,,0.0,0.0,,80.22,203.47,0.48,393.93,0.0,03-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
03-Mar-2020 - 00:00,3.11,32.4,18.63,104.97,103.57,63.2,20.25,0.3,50.1,,,0.0,0.0,,79.69,176.33,0.67,399.25,0.0,04-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
04-Mar-2020 - 00:00,3.2,32.17,18.58,108.67,108.78,70.42,15.17,0.33,59.6,,,0.0,0.0,,89.14,120.5,0.89,270.43,0.06,05-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
05-Mar-2020 - 00:00,2.96,26.17,15.25,107.84,38.18,28.87,9.36,0.31,51.62,,,0.0,0.0,,93.42,117.56,1.37,197.81,0.16,06-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
06-Mar-2020 - 00:00,2.95,24.87,14.56,98.05,25.82,16.23,5.73,0.28,42.77,,,0.0,0.0,,99.32,131.97,1.44,197.56,0.34,07-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
07-Mar-2020 - 00:00,3.57,23.85,14.5,61.52,37.74,22.91,10.87,0.48,19.14,,,0.0,0.0,,96.55,180.36,0.92,228.55,0.0,08-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
08-Mar-2020 - 00:00,4.69,27.15,17.17,67.75,65.4,46.76,16.85,0.56,43.09,,,0.0,0.0,,72.48,232.93,0.8,456.41,0.01,09-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
09-Mar-2020 - 00:00,2.79,19.75,11.77,65.98,80.17,46.77,27.39,0.42,51.78,,,0.0,0.0,,76.57,299.44,1.48,464.65,0.0,10-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
10-Mar-2020 - 00:00,2.41,15.76,9.37,63.49,89.0,54.7,24.07,0.28,54.59,,,0.0,0.0,,70.54,187.39,0.81,415.6,0.0,11-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
11-Mar-2020 - 00:00,2.93,14.64,9.2,68.19,60.75,48.48,17.39,0.45,55.61,,,0.0,0.0,,94.12,114.88,1.24,373.37,0.39,12-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
12-Mar-2020 - 00:00,3.19,15.18,9.45,54.32,76.98,41.72,17.66,0.35,44.44,,,0.0,0.0,,76.71,124.7,1.0,416.95,0.04,13-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
13-Mar-2020 - 00:00,3.36,13.58,8.19,37.83,110.97,58.09,23.99,0.27,45.35,,,0.0,0.0,,78.85,179.65,1.07,334.73,0.01,14-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
14-Mar-2020 - 00:00,3.86,16.09,9.91,41.71,91.87,57.94,22.12,0.36,28.79,,,0.0,0.0,,97.81,169.39,0.82,241.1,0.0,15-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
15-Mar-2020 - 00:00,4.01,14.12,9.0,45.2,65.4,48.43,20.11,0.34,37.31,,,0.0,0.0,,83.36,194.47,0.67,376.26,0.01,16-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
16-Mar-2020 - 00:00,4.01,19.72,12.73,47.97,96.41,57.67,25.6,0.43,46.67,,,0.0,0.0,,84.76,291.84,1.07,399.8,0.0,17-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
17-Mar-2020 - 00:00,3.84,23.19,13.61,49.17,122.32,73.24,43.51,0.46,50.14,,,0.0,0.0,,78.46,290.85,1.03,243.28,0.0,18-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
18-Mar-2020 - 00:00,3.67,23.77,13.79,48.98,123.0,80.21,34.14,0.57,48.99,,,0.0,0.0,,77.87,291.7,1.05,585.71,0.0,19-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
19-Mar-2020 - 00:00,3.73,25.53,14.74,51.59,112.83,73.43,23.49,0.6,48.33,,,0.0,0.0,,67.08,211.33,0.73,477.79,0.0,20-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
20-Mar-2020 - 00:00,3.49,24.15,13.82,56.59,104.12,73.28,37.21,0.53,58.08,,,0.0,0.0,,80.98,106.83,0.77,361.84,0.0,21-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
21-Mar-2020 - 00:00,3.59,23.45,13.54,53.86,114.1,73.52,46.0,0.51,60.1,,,0.0,0.0,,83.9,145.37,0.82,252.36,0.0,22-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
22-Mar-2020 - 00:00,3.55,22.73,13.13,48.18,93.12,69.95,29.47,0.42,49.46,,,0.0,0.0,,79.2,193.87,0.86,479.97,0.0,23-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
23-Mar-2020 - 00:00,3.34,19.12,11.01,46.82,68.29,45.22,16.73,0.39,66.5,,,0.0,0.0,,52.35,138.04,0.65,455.09,0.0,24-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
24-Mar-2020 - 00:00,3.21,11.53,7.0,48.21,80.22,51.84,32.85,0.36,58.57,,,0.0,0.0,,75.82,111.61,0.91,261.71,0.0,25-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
25-Mar-2020 - 00:00,3.46,11.39,7.13,40.05,57.29,41.19,25.64,0.32,47.23,,,0.0,0.0,,76.51,209.68,0.81,379.12,0.01,26-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
26-Mar-2020 - 00:00,3.32,9.98,6.28,39.32,64.41,42.26,24.14,0.3,47.01,,,0.0,0.0,,76.09,283.55,1.11,334.05,0.0,27-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
27-Mar-2020 - 00:00,3.23,7.22,4.77,38.82,36.38,24.11,18.7,0.22,37.92,,,0.0,0.0,,99.18,149.06,1.17,158.56,0.21,28-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
28-Mar-2020 - 00:00,3.8,10.16,6.76,33.97,24.31,17.06,16.94,0.24,39.69,,,0.0,0.0,,78.81,260.44,0.93,452.19,0.02,29-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
29-Mar-2020 - 00:00,3.52,10.04,6.47,32.04,48.21,32.32,21.2,0.26,51.76,,,0.0,0.0,,75.02,305.71,1.41,451.88,0.0,30-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
30-Mar-2020 - 00:00,3.22,10.29,6.37,30.44,56.85,35.76,25.56,0.06,54.92,,,0.0,0.0,,72.99,295.97,1.14,11.62,0.0,31-Mar-2020 - 00:00,"Police Lines, Jind - HSPCB"
31-Mar-2020 - 00:00,3.26,10.2,6.35,30.74,54.0,32.99,23.28,0.3,51.56,,,0.0,0.0,,73.01,209.44,1.05,358.21,0.0,01-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
01-Apr-2020 - 00:00,3.28,10.36,6.44,30.05,52.68,34.87,22.45,0.14,47.03,,,0.0,0.0,,73.47,268.87,1.12,440.43,0.0,02-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
02-Apr-2020 - 00:00,3.24,9.75,6.09,29.52,54.17,34.87,23.96,0.25,55.36,,,0.0,0.0,,68.7,308.23,1.61,453.61,0.0,03-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
03-Apr-2020 - 00:00,3.13,10.14,6.21,26.18,49.36,30.68,26.98,0.25,60.02,,,0.0,0.0,,46.93,296.18,1.23,453.0,0.0,04-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
04-Apr-2020 - 00:00,3.06,10.62,6.42,26.5,64.61,41.28,28.24,0.36,58.14,0.71,0.79,0.27,0.21,0.29,39.38,278.64,0.87,511.43,0.0,05-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
05-Apr-2020 - 00:00,3.2,10.1,6.24,27.16,70.41,49.59,29.4,0.13,58.54,1.7,1.17,0.86,0.93,0.3,50.75,177.74,0.54,370.19,0.0,06-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
06-Apr-2020 - 00:00,3.14,10.0,6.14,27.16,78.73,52.71,25.47,0.43,55.75,1.6,1.31,0.87,0.93,0.3,52.57,240.32,0.97,441.88,0.0,07-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
07-Apr-2020 - 00:00,3.16,8.3,5.27,24.78,70.8,37.75,21.39,0.33,54.85,1.69,1.18,0.9,0.89,0.35,51.76,216.93,1.45,357.12,0.0,08-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
08-Apr-2020 - 00:00,3.27,11.17,6.96,23.73,54.02,34.23,25.95,0.39,51.7,1.54,1.02,0.93,0.87,0.31,44.44,308.61,1.4,441.65,0.0,09-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
09-Apr-2020 - 00:00,3.34,14.42,8.62,24.79,67.65,44.58,29.29,0.51,55.55,1.69,1.03,0.9,0.87,0.3,43.12,284.75,0.84,386.69,0.0,10-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
10-Apr-2020 - 00:00,3.32,14.49,8.63,24.87,74.21,51.39,30.12,0.54,54.87,1.55,1.28,0.88,0.9,0.35,36.4,160.73,0.66,441.47,0.0,11-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
11-Apr-2020 - 00:00,3.29,13.65,8.17,25.5,76.56,48.41,29.44,0.49,56.74,1.42,1.16,0.9,0.92,0.34,39.5,201.62,1.03,417.96,0.0,12-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
12-Apr-2020 - 00:00,3.23,10.21,6.33,23.05,73.56,42.56,35.02,0.61,55.56,1.49,1.19,0.85,0.94,0.34,38.84,299.29,1.16,400.05,0.0,13-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
13-Apr-2020 - 00:00,3.27,10.97,6.76,23.62,100.22,58.49,43.84,0.65,58.71,1.54,1.02,0.87,0.85,0.29,35.63,291.48,0.98,404.52,0.0,14-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
14-Apr-2020 - 00:00,3.28,11.21,6.89,24.02,122.52,70.8,37.61,0.37,58.26,1.35,1.17,0.9,0.86,0.27,35.13,160.66,0.62,385.16,0.0,15-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
15-Apr-2020 - 00:00,3.34,11.31,6.99,22.75,181.18,122.05,47.6,0.77,48.0,1.74,1.07,0.89,0.9,0.3,29.53,224.22,0.77,449.95,0.0,16-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
16-Apr-2020 - 00:00,3.18,9.66,6.0,20.87,115.51,67.9,34.8,0.22,56.56,1.44,1.3,0.89,0.84,0.33,29.06,307.24,1.3,435.34,0.0,17-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
17-Apr-2020 - 00:00,3.32,17.44,16.63,21.04,88.29,45.75,26.02,0.72,49.89,1.48,1.17,0.86,0.88,0.31,34.56,151.07,1.21,306.87,0.0,18-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
18-Apr-2020 - 00:00,3.13,15.38,8.93,23.37,71.77,35.01,9.79,0.49,58.31,1.66,1.31,0.87,0.82,0.37,50.64,119.64,1.36,365.84,0.03,19-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
19-Apr-2020 - 00:00,3.11,16.53,9.53,23.12,53.0,20.03,11.26,0.6,49.23,1.42,1.1,0.89,0.93,0.35,41.21,257.45,0.79,407.08,0.01,20-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
20-Apr-2020 - 00:00,3.35,19.79,11.43,23.01,111.68,27.11,19.92,0.35,45.54,1.62,0.95,0.85,0.92,0.31,41.17,179.09,1.11,,0.01,21-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
21-Apr-2020 - 00:00,3.31,16.71,9.79,23.15,55.38,29.54,13.94,0.85,50.17,1.35,1.04,0.91,0.86,0.36,39.15,258.58,0.73,368.75,0.01,22-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
22-Apr-2020 - 00:00,3.3,20.23,11.62,22.21,103.34,30.32,24.85,0.73,51.43,1.38,1.1,0.86,0.94,0.29,25.65,245.61,0.59,377.84,0.0,23-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
23-Apr-2020 - 00:00,3.28,20.51,11.74,22.43,151.84,30.52,34.16,0.99,46.15,1.69,0.96,0.92,0.85,0.33,38.77,180.82,0.72,190.57,0.0,24-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
24-Apr-2020 - 00:00,3.42,19.68,11.43,21.8,127.02,30.23,30.84,0.47,49.56,1.48,1.07,0.93,0.92,0.32,29.61,174.94,0.53,421.06,0.0,25-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
25-Apr-2020 - 00:00,3.25,18.66,10.76,21.19,144.84,30.1,17.31,0.93,53.83,1.66,1.07,0.89,0.92,0.33,40.7,182.07,0.73,276.71,0.0,26-Apr-2020 - 00:00,"Police Lines, Jind - HSPCB"
