from date,AT,Benzene,BP,CO,NH3,NO,NO2,NOx,Ozone,PM10,PM2.5,RH,SO2,SR,VWS,WD,WS,Toluene,to date,station
29-Sep-2020 - 00:00,30.09,4.57,735.73,1.7,26.36,3.1,44.31,26.1,36.71,208.59,68.2,65.42,18.18,80.98,0.01,71.95,0.87,33.34,30-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Sep-2020 - 00:00,29.75,4.99,735.72,1.63,23.17,3.33,44.23,26.24,35.32,179.95,57.14,61.81,18.43,82.48,0.0,80.48,0.86,30.2,01-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Oct-2020 - 00:00,30.26,5.27,735.72,1.88,23.78,9.74,54.82,37.1,32.58,181.75,56.1,59.84,20.99,82.36,0.01,78.65,0.78,33.08,02-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-Oct-2020 - 00:00,29.7,3.65,735.79,1.38,26.72,3.49,45.75,27.16,41.31,205.47,77.32,62.42,18.37,85.63,0.01,66.32,0.62,25.38,03-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
03-Oct-2020 - 00:00,29.46,2.97,735.71,1.64,25.25,3.8,56.18,32.96,39.55,183.44,72.07,59.87,13.34,82.93,0.0,71.44,0.55,22.28,04-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
04-Oct-2020 - 00:00,28.72,3.72,735.76,1.36,24.66,5.98,60.72,37.17,43.14,205.06,75.88,58.74,20.87,86.53,0.01,76.26,0.53,23.26,05-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-Oct-2020 - 00:00,28.84,3.18,735.78,1.45,24.66,4.08,56.16,33.19,38.93,204.96,64.3,56.89,14.03,85.97,0.02,71.49,0.75,17.01,06-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-Oct-2020 - 00:00,28.88,5.39,735.77,1.74,26.23,8.99,68.23,43.41,34.67,216.54,74.25,57.12,20.25,86.14,0.0,68.46,0.64,28.57,07-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-Oct-2020 - 00:00,28.97,4.89,735.85,1.95,27.41,20.31,76.6,57.28,31.84,239.85,78.75,58.14,22.21,87.93,0.01,68.78,0.54,42.61,08-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-Oct-2020 - 00:00,28.9,4.24,735.73,1.7,27.49,7.95,66.55,41.85,34.96,223.68,76.24,58.18,24.61,86.97,0.01,61.92,0.56,28.62,09-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Oct-2020 - 00:00,28.64,5.01,735.77,1.77,28.3,6.19,68.92,41.59,36.14,238.46,86.6,58.51,21.3,85.01,0.0,63.61,0.39,29.38,10-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Oct-2020 - 00:00,28.58,6.56,735.78,1.7,30.0,3.09,61.34,35.12,39.52,237.52,91.66,59.97,22.63,86.92,0.0,64.67,0.48,32.72,11-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Oct-2020 - 00:00,28.51,4.51,735.81,1.89,30.0,4.08,64.39,37.56,35.0,239.72,98.58,59.31,21.43,86.53,0.01,63.92,0.54,18.72,12-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Oct-2020 - 00:00,28.43,5.34,735.75,3.03,30.85,62.52,98.72,103.48,32.43,295.39,115.96,58.61,20.41,86.76,0.0,83.07,0.34,46.66,13-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-Oct-2020 - 00:00,29.09,5.5,735.79,3.9,38.87,128.76,104.2,157.89,27.75,340.92,67.7,64.64,17.11,81.92,0.0,113.27,0.4,91.25,14-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Oct-2020 - 00:00,29.05,9.83,735.8,3.18,45.96,51.1,98.54,94.05,26.37,343.85,89.65,65.98,23.7,67.06,0.0,65.24,0.35,47.3,15-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Oct-2020 - 00:00,28.59,2.83,735.79,2.24,38.01,42.94,89.52,82.62,24.32,314.2,124.3,54.06,21.17,87.98,0.0,63.97,0.37,39.93,16-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Oct-2020 - 00:00,27.07,2.22,735.82,2.13,29.73,37.07,91.06,78.63,32.07,257.57,113.17,49.83,24.23,91.59,0.0,63.26,0.31,5.97,17-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Oct-2020 - 00:00,26.84,3.15,735.8,2.49,35.08,39.77,97.7,84.39,30.09,288.51,126.05,54.16,27.18,87.12,0.0,60.69,0.3,6.49,18-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Oct-2020 - 00:00,26.87,2.09,735.82,1.88,31.52,12.21,76.09,50.42,26.64,253.07,78.94,51.24,15.08,89.84,0.0,60.81,0.39,3.22,19-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Oct-2020 - 00:00,26.42,1.36,735.79,1.75,30.05,9.23,77.1,48.53,31.9,289.14,40.48,48.94,18.81,90.05,0.01,58.98,0.49,12.69,20-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Oct-2020 - 00:00,25.96,2.84,735.86,2.12,30.41,61.99,94.59,100.85,27.23,,145.86,49.83,27.49,91.99,0.0,77.57,0.38,7.75,21-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Oct-2020 - 00:00,26.48,,735.79,2.62,36.56,148.17,133.76,185.57,23.29,,136.93,53.16,20.09,90.59,0.0,64.71,0.32,,22-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Oct-2020 - 00:00,25.66,7.21,735.77,2.24,45.88,115.56,141.72,169.1,27.12,366.33,188.11,55.33,19.96,64.51,0.0,57.22,0.33,44.81,23-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Oct-2020 - 00:00,25.08,4.28,735.8,2.49,39.71,78.51,104.08,119.32,32.59,327.48,249.59,57.52,17.77,84.96,0.0,42.82,0.32,28.76,24-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Oct-2020 - 00:00,24.29,5.31,735.83,2.43,38.16,113.11,91.3,155.03,22.22,399.31,221.92,60.21,9.15,82.9,0.0,49.01,0.38,51.56,25-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Oct-2020 - 00:00,24.66,3.92,735.84,3.21,37.34,168.19,98.37,188.57,26.21,383.29,213.69,61.18,9.13,84.73,0.0,50.95,0.35,54.69,26-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Oct-2020 - 00:00,24.64,6.5,735.83,2.22,37.58,128.7,92.43,154.09,22.05,341.26,205.2,58.15,8.69,75.38,0.0,58.48,0.36,32.83,27-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Oct-2020 - 00:00,23.03,4.67,735.85,1.76,31.57,44.2,70.94,73.77,23.24,296.62,174.91,55.07,12.19,85.62,0.0,61.84,0.48,24.12,28-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Oct-2020 - 00:00,22.31,,735.81,2.6,32.86,110.33,92.99,139.41,29.57,345.0,198.82,58.01,13.6,80.71,0.0,43.34,0.31,87.85,29-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Oct-2020 - 00:00,22.44,,735.84,2.99,41.58,170.89,129.58,208.24,33.21,460.07,280.61,63.99,11.5,71.08,0.0,60.07,0.3,,30-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Oct-2020 - 00:00,23.01,,735.8,2.07,40.24,49.52,96.22,91.54,21.04,400.39,259.31,58.09,12.69,81.82,0.0,60.32,0.37,,31-Oct-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
31-Oct-2020 - 00:00,22.67,,735.76,2.57,35.72,7.33,79.97,48.51,21.2,404.88,282.53,54.25,13.83,84.75,0.0,63.62,0.54,,01-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Nov-2020 - 00:00,21.62,,735.76,2.93,31.79,30.16,77.54,65.83,23.0,423.76,289.53,51.54,17.04,83.16,0.0,61.48,0.42,,02-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-Nov-2020 - 00:00,20.81,,735.82,3.68,27.84,54.47,84.37,86.66,18.01,305.81,173.32,53.38,13.74,78.57,0.0,79.81,0.34,,03-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
03-Nov-2020 - 00:00,21.22,4.87,735.82,3.44,29.3,99.29,97.58,145.9,19.48,328.0,155.08,54.76,13.63,83.53,0.0,81.09,0.4,49.8,04-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
04-Nov-2020 - 00:00,19.84,7.39,735.81,3.69,38.4,77.52,94.78,129.22,10.64,546.24,355.12,64.39,9.92,56.13,0.0,76.95,0.34,31.73,05-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-Nov-2020 - 00:00,20.95,6.94,735.85,3.47,32.47,89.69,79.16,115.22,54.03,464.58,306.67,63.12,8.1,78.76,0.0,80.08,0.37,30.21,06-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-Nov-2020 - 00:00,21.05,8.92,735.81,2.93,32.17,90.65,77.0,114.85,49.95,477.67,298.1,62.03,9.43,72.75,0.0,70.41,0.33,34.51,07-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-Nov-2020 - 00:00,20.83,8.44,735.87,3.18,32.36,69.52,76.3,97.26,63.66,528.1,364.93,61.28,8.09,74.84,0.0,85.8,0.43,29.88,08-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-Nov-2020 - 00:00,19.91,7.94,735.85,2.82,33.58,89.69,84.89,118.26,60.44,531.92,352.4,64.9,12.09,62.33,0.0,94.04,0.32,30.05,09-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Nov-2020 - 00:00,19.26,8.54,735.86,3.48,43.39,59.58,94.07,98.61,75.28,770.44,609.18,71.44,11.24,53.92,0.0,98.52,0.31,31.18,10-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Nov-2020 - 00:00,19.76,7.08,735.77,3.13,45.91,94.95,119.38,146.19,68.35,552.61,614.37,73.75,9.97,49.04,0.0,117.25,0.32,30.04,11-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Nov-2020 - 00:00,20.64,5.19,735.82,3.7,35.77,212.51,110.76,231.63,24.33,475.32,266.58,71.72,12.72,67.9,0.0,147.05,0.38,31.5,12-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Nov-2020 - 00:00,20.73,6.2,735.81,4.41,34.25,171.61,107.84,201.33,27.38,434.68,234.98,71.24,7.91,68.06,0.0,115.58,0.34,30.09,13-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-Nov-2020 - 00:00,20.59,8.26,735.85,2.91,32.39,68.93,85.02,101.41,36.39,397.35,239.97,68.71,8.23,71.04,0.0,67.66,0.36,28.78,14-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Nov-2020 - 00:00,19.53,6.61,735.85,3.29,34.54,39.9,86.66,78.64,47.2,571.96,418.22,70.42,13.41,53.74,0.0,113.96,0.31,22.08,15-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Nov-2020 - 00:00,20.4,3.42,735.84,1.6,32.83,15.79,66.95,48.48,46.47,333.55,294.55,69.55,16.01,58.05,0.01,127.46,0.51,12.23,16-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Nov-2020 - 00:00,19.25,1.54,735.81,1.08,28.52,4.5,35.58,22.6,37.41,143.32,98.1,77.51,8.04,66.22,0.01,116.9,0.69,4.98,17-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Nov-2020 - 00:00,21.43,2.77,735.7,1.6,25.72,5.78,51.75,32.24,30.83,151.81,76.66,64.61,8.16,111.1,0.01,73.58,0.73,13.89,18-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Nov-2020 - 00:00,20.19,3.06,735.67,2.13,22.51,21.99,61.09,50.43,52.83,215.84,122.7,57.92,6.24,107.69,0.0,122.94,0.62,17.5,19-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Nov-2020 - 00:00,17.68,2.83,735.75,1.68,20.89,23.73,67.09,55.57,33.42,245.84,143.76,64.43,7.37,76.49,0.0,127.2,0.48,17.7,20-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Nov-2020 - 00:00,17.34,2.86,735.79,1.45,18.85,5.94,55.85,34.56,53.74,183.0,154.93,61.1,9.35,79.2,0.01,74.38,0.67,11.51,21-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Nov-2020 - 00:00,16.64,3.89,735.79,1.65,18.95,12.73,51.73,37.89,41.77,203.31,118.99,58.17,8.92,79.93,0.01,90.32,0.86,12.83,22-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Nov-2020 - 00:00,15.88,3.55,735.81,2.09,19.36,30.44,59.57,56.5,51.76,251.08,152.71,58.3,11.87,73.99,0.01,92.36,0.64,14.52,23-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Nov-2020 - 00:00,16.38,4.35,735.83,3.39,20.07,119.5,106.21,153.19,31.67,366.82,222.07,60.82,13.98,71.71,0.0,118.66,0.41,15.45,24-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Nov-2020 - 00:00,16.3,5.2,735.79,3.75,24.09,89.38,118.82,136.05,47.14,475.01,291.61,65.71,13.61,52.3,0.0,139.74,0.37,23.12,25-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Nov-2020 - 00:00,16.91,4.65,735.79,3.11,29.16,64.05,100.98,105.93,57.19,468.18,293.58,69.76,15.58,30.47,0.0,115.85,0.43,17.46,26-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Nov-2020 - 00:00,18.72,1.52,735.81,1.39,21.16,12.18,50.26,36.66,28.41,181.15,125.74,69.08,8.95,73.96,0.02,72.05,0.58,6.78,27-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Nov-2020 - 00:00,17.95,2.85,735.8,1.32,20.35,7.83,44.39,30.0,26.09,143.47,74.96,67.04,5.38,78.93,0.0,78.52,0.49,8.38,28-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Nov-2020 - 00:00,17.17,4.58,735.84,1.89,18.51,17.53,57.2,44.72,38.9,208.55,127.58,64.65,7.18,78.68,0.0,85.91,0.55,8.85,29-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Nov-2020 - 00:00,16.61,3.29,735.87,2.33,21.09,32.59,60.23,58.6,76.53,249.22,152.28,63.46,6.13,77.21,0.0,98.82,0.44,6.67,30-Nov-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Nov-2020 - 00:00,16.72,5.92,735.82,3.03,24.77,59.81,75.81,89.08,73.33,314.36,195.74,67.58,8.4,72.77,0.0,111.94,0.41,12.65,01-Dec-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Dec-2020 - 00:00,13.35,,736.24,7.6,29.4,210.7,119.4,235.3,,508.0,353.0,85.3,11.05,8.0,0.0,186.5,0.3,37.9,02-Dec-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
