from date,MP-Xylene,Benzene,Toluene,O Xylene,NO,NO2,NOx,NH3,WS,SO2,CO,PM10,PM2.5,Ozone,Eth-Benzene,BP,RH,SR,VWS,WD,to date,station
13-Apr-2020 - 00:00,2.48,0.95,5.26,0.48,7.75,26.22,20.1,37.04,0.93,12.79,0.63,107.53,41.7,35.24,0.48,731.52,26.67,276.0,0.07,196.15,14-Apr-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-Apr-2020 - 00:00,0.62,0.39,1.73,0.01,3.29,19.7,13.12,25.57,0.91,13.63,0.56,118.52,51.66,34.76,0.06,731.53,20.72,243.51,0.09,177.67,15-Apr-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-Apr-2020 - 00:00,1.28,1.1,2.7,0.03,3.91,22.8,15.23,29.18,0.95,14.32,0.55,86.65,38.19,34.48,0.03,731.7,19.64,313.6,0.12,219.26,16-Apr-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Apr-2020 - 00:00,0.0,0.04,0.45,0.0,1.92,13.89,8.97,18.13,0.92,13.44,0.55,94.77,32.44,34.43,0.0,730.38,21.92,285.05,0.14,163.39,17-Apr-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Apr-2020 - 00:00,0.0,0.12,0.28,0.0,2.01,12.31,8.22,16.79,1.04,12.6,0.55,158.53,63.2,35.42,0.0,730.01,24.67,269.02,0.12,190.09,18-Apr-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Apr-2020 - 00:00,0.0,0.0,0.0,0.0,2.57,17.7,11.49,22.89,0.93,13.39,0.55,142.02,53.86,35.21,0.0,730.64,22.11,236.94,0.06,236.87,19-Apr-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Apr-2020 - 00:00,0.0,0.0,0.0,0.0,2.26,12.04,8.28,16.79,0.93,13.22,0.5,100.18,57.57,35.09,0.0,731.1,25.55,284.65,0.06,230.57,20-Apr-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Apr-2020 - 00:00,0.0,0.0,0.0,0.0,2.56,14.71,9.9,19.89,0.96,13.06,0.54,77.46,39.78,34.65,0.0,731.82,42.4,109.8,-0.08,194.46,21-Apr-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Apr-2020 - 00:00,0.0,0.0,0.0,0.0,2.49,15.6,10.29,20.67,0.89,13.2,0.46,49.58,19.71,32.66,0.0,731.46,38.5,249.84,-0.03,177.43,22-Apr-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Apr-2020 - 00:00,0.0,0.0,0.0,0.0,2.21,15.56,10.09,20.33,0.89,13.28,0.53,52.43,22.54,28.33,0.0,730.55,26.73,171.45,0.01,168.6,23-Apr-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Apr-2020 - 00:00,0.0,0.0,0.0,0.0,2.36,14.33,9.57,19.46,0.87,12.38,0.54,46.39,31.88,34.11,0.0,730.54,42.2,189.76,-0.0,196.36,24-Apr-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Apr-2020 - 00:00,0.0,0.0,0.0,0.0,3.26,16.92,11.64,23.07,0.87,13.02,0.5,59.14,24.35,34.79,0.0,729.08,40.92,307.49,0.07,173.83,25-Apr-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Apr-2020 - 00:00,0.0,0.0,0.0,0.0,2.23,12.93,8.73,17.79,0.91,13.18,0.54,74.3,28.77,34.71,0.0,729.28,36.2,255.92,0.05,150.19,26-Apr-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Apr-2020 - 00:00,0.0,0.0,0.0,0.32,3.92,18.0,12.64,24.72,0.82,13.48,0.56,85.72,33.98,21.96,0.0,730.19,47.71,93.2,-0.1,167.24,27-Apr-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Apr-2020 - 00:00,0.0,0.0,0.0,0.07,2.25,15.48,10.04,20.57,0.88,13.19,0.48,49.77,20.81,34.85,0.0,731.88,47.57,295.44,0.01,121.24,28-Apr-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Apr-2020 - 00:00,0.0,0.0,0.0,0.14,2.26,16.83,10.8,22.22,0.91,11.36,0.85,52.37,27.98,35.52,0.0,732.43,42.03,266.86,-0.01,154.55,29-Apr-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Apr-2020 - 00:00,0.0,0.0,0.0,0.0,2.07,12.65,8.49,18.59,0.92,9.38,0.5,70.16,39.3,36.74,0.0,731.34,40.55,279.22,0.03,133.44,30-Apr-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Apr-2020 - 00:00,0.0,0.0,0.0,0.07,2.44,15.84,10.42,21.42,0.93,9.6,0.56,196.21,58.28,35.09,0.0,731.38,31.88,284.1,0.1,217.24,01-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-May-2020 - 00:00,0.0,0.0,0.0,0.41,2.82,19.18,12.45,25.11,0.92,10.97,0.51,99.98,41.94,34.91,0.0,730.03,23.63,327.99,0.09,252.93,02-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-May-2020 - 00:00,0.0,0.0,0.0,0.16,3.27,19.79,13.16,26.08,0.9,12.2,0.44,115.39,33.52,36.34,0.0,728.59,18.69,288.0,0.11,224.94,03-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-May-2020 - 00:00,0.0,0.0,0.0,0.09,1.98,11.02,7.53,16.02,0.99,10.66,0.56,97.41,51.57,34.39,0.0,729.27,48.53,234.94,-0.05,86.21,04-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-May-2020 - 00:00,0.0,0.0,0.0,0.0,2.23,11.63,8.05,16.95,0.86,9.81,0.54,56.47,32.99,34.96,0.0,731.1,54.44,320.15,0.01,140.2,05-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-May-2020 - 00:00,0.0,0.0,0.0,0.0,2.36,13.99,9.39,19.5,0.87,9.59,0.47,58.36,27.26,35.46,0.0,730.59,41.85,290.3,0.06,221.67,06-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-May-2020 - 00:00,0.0,0.0,0.0,0.0,2.43,12.54,8.7,18.23,0.9,9.67,0.54,67.84,42.56,31.81,0.0,730.64,35.42,234.38,0.0,159.21,07-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-May-2020 - 00:00,0.0,0.0,0.0,0.29,3.51,18.41,12.82,25.63,0.85,10.3,0.64,60.38,33.39,46.53,0.0,730.21,32.55,426.62,0.15,160.37,08-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-May-2020 - 00:00,0.0,0.0,0.0,0.09,3.86,21.74,14.64,29.24,1.0,10.7,0.53,90.67,33.23,40.0,0.0,728.86,24.64,293.68,0.11,143.3,09-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-May-2020 - 00:00,0.0,0.0,0.0,0.0,3.04,18.37,12.23,24.71,0.9,10.71,0.51,117.89,63.25,40.69,0.0,729.4,21.85,328.13,0.14,164.51,10-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-May-2020 - 00:00,0.0,0.0,0.0,0.0,2.35,13.3,9.01,18.82,0.92,9.48,0.45,159.26,72.83,42.82,0.0,730.2,27.11,265.32,0.1,172.88,11-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-May-2020 - 00:00,0.0,0.0,0.0,0.0,2.21,11.94,8.16,17.22,0.9,9.39,0.49,102.33,39.89,41.37,0.0,731.21,37.56,244.17,0.04,194.66,12-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-May-2020 - 00:00,0.0,0.0,0.0,0.19,3.96,20.85,14.28,27.95,0.84,9.18,0.55,55.28,29.75,43.83,0.0,730.99,50.55,253.77,0.0,181.86,13-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-May-2020 - 00:00,0.0,0.0,0.0,0.4,3.38,17.57,12.08,24.08,0.98,10.84,0.57,226.81,74.23,49.9,0.0,729.94,43.57,172.85,0.06,131.45,14-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-May-2020 - 00:00,0.0,0.0,0.0,0.5,3.2,13.71,9.86,20.21,1.07,11.6,0.42,66.13,41.17,62.14,0.0,729.46,35.92,215.83,0.05,126.13,15-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-May-2020 - 00:00,0.06,1.49,1.25,0.5,2.24,16.97,10.65,22.7,1.12,11.29,0.4,130.25,45.03,66.36,0.0,729.16,36.42,224.91,0.05,156.78,16-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-May-2020 - 00:00,0.0,3.39,3.1,0.0,1.58,17.04,10.12,22.36,0.73,12.21,0.42,89.72,34.78,75.67,0.0,728.86,27.01,295.63,0.12,228.75,17-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-May-2020 - 00:00,0.35,3.07,4.25,0.0,2.93,20.8,13.05,27.53,0.73,12.18,0.51,91.22,38.74,58.75,0.0,727.83,24.63,265.7,0.09,151.38,18-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-May-2020 - 00:00,0.37,3.01,4.7,0.0,3.66,24.76,15.83,32.35,0.95,12.93,0.48,157.13,48.25,60.44,0.01,727.49,19.03,313.41,0.11,248.84,19-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-May-2020 - 00:00,2.25,3.27,7.33,0.37,7.04,27.43,19.96,38.32,1.01,12.22,0.4,129.15,45.34,57.13,0.26,726.67,15.48,335.09,0.12,227.6,20-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-May-2020 - 00:00,0.23,2.42,2.95,0.68,1.89,22.0,12.97,27.63,1.13,13.1,0.49,107.24,40.2,71.03,0.01,726.61,14.18,326.92,0.23,285.17,21-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-May-2020 - 00:00,1.79,3.03,5.53,0.25,5.45,32.03,22.28,43.36,0.88,12.83,0.69,125.89,41.77,58.86,0.13,726.57,17.24,335.22,1.16,218.84,22-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-May-2020 - 00:00,5.5,4.56,12.62,1.84,23.14,38.47,38.64,65.83,0.91,12.79,0.61,143.33,60.52,35.75,1.46,726.28,21.35,331.03,1.17,216.96,23-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-May-2020 - 00:00,0.4,2.17,3.52,0.07,2.49,24.27,14.66,30.35,1.08,10.54,0.48,185.77,62.88,45.75,0.09,727.28,21.59,238.23,1.25,265.91,24-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-May-2020 - 00:00,0.0,2.61,2.78,0.02,2.39,20.43,12.56,26.46,1.11,11.24,0.41,167.42,62.46,50.17,0.05,727.87,20.66,294.57,1.34,246.47,25-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-May-2020 - 00:00,0.02,2.35,2.47,0.02,2.48,23.16,14.09,29.27,1.29,11.15,0.44,137.6,54.33,44.73,0.03,727.6,20.11,323.39,1.7,257.09,26-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-May-2020 - 00:00,0.18,2.9,2.86,0.12,3.05,23.3,14.61,30.01,1.48,15.0,0.49,152.99,55.21,40.29,0.03,726.58,20.06,324.02,1.41,243.95,27-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-May-2020 - 00:00,0.06,3.05,2.6,0.2,3.67,23.53,15.23,30.72,1.44,9.91,0.45,171.88,47.98,44.74,0.0,724.88,23.89,306.81,0.12,251.44,28-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-May-2020 - 00:00,0.0,3.35,1.18,0.0,2.45,20.36,12.58,26.33,1.32,11.56,0.48,225.26,68.13,56.2,0.0,724.36,27.77,281.49,0.01,174.53,29-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-May-2020 - 00:00,0.0,2.36,0.58,0.0,1.8,13.48,8.46,18.94,2.69,9.64,0.5,189.72,58.96,64.14,0.0,726.62,40.6,297.4,-0.08,121.14,30-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-May-2020 - 00:00,0.0,2.16,0.94,0.0,1.39,13.45,8.09,18.67,1.22,9.29,0.53,83.82,47.84,62.23,0.01,728.84,62.7,307.69,-0.17,160.67,31-May-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
31-May-2020 - 00:00,0.0,2.02,0.55,0.0,1.47,13.07,7.94,18.35,1.3,10.06,0.54,70.06,42.76,63.57,0.0,729.95,65.25,223.21,-0.15,179.99,01-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Jun-2020 - 00:00,0.02,2.19,1.47,0.0,1.42,14.36,8.57,19.48,1.26,10.77,0.47,64.2,28.07,70.68,0.0,730.34,55.22,246.01,-0.14,151.05,02-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-Jun-2020 - 00:00,0.0,1.85,1.4,0.0,1.62,18.67,10.65,23.42,0.82,10.53,0.45,62.55,29.04,72.65,0.0,729.08,44.41,294.13,-0.14,206.09,03-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-Jun-2020 - 00:00,0.09,2.44,1.77,0.0,1.88,18.72,10.96,24.49,0.9,11.2,0.49,76.91,32.53,63.51,0.12,727.83,48.3,241.19,-0.11,139.22,04-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-Jun-2020 - 00:00,0.0,2.23,1.83,0.0,1.73,18.47,11.0,24.06,0.9,11.29,0.48,59.28,31.01,65.98,0.07,727.13,52.62,174.62,-0.13,125.91,05-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-Jun-2020 - 00:00,0.36,1.58,1.26,0.24,1.56,15.55,9.34,20.79,1.44,10.25,0.46,48.37,30.77,64.86,1.02,726.95,36.44,241.66,-0.18,128.68,06-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-Jun-2020 - 00:00,0.16,1.48,1.25,0.04,1.59,17.47,10.37,22.76,1.19,9.61,0.54,79.54,31.84,68.1,0.65,726.65,48.05,339.58,-0.1,165.26,07-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-Jun-2020 - 00:00,0.0,0.81,0.36,0.0,2.02,15.12,9.32,20.81,0.88,11.14,0.47,76.9,42.01,59.18,0.0,727.24,64.63,326.73,-0.16,231.63,08-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-Jun-2020 - 00:00,0.42,1.24,1.0,0.29,2.66,25.23,15.26,31.63,1.15,9.96,0.55,112.95,44.09,59.19,2.73,726.62,51.25,359.29,-0.03,269.25,09-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-Jun-2020 - 00:00,0.01,0.93,0.09,0.0,2.51,21.03,12.94,27.43,1.22,10.0,0.47,86.72,40.49,53.88,1.81,726.75,46.99,323.21,-0.05,262.33,10-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-Jun-2020 - 00:00,0.0,0.44,0.0,0.11,2.76,20.99,12.89,27.25,1.19,11.04,0.53,99.7,42.54,50.98,2.16,726.45,44.65,300.99,-0.07,246.85,11-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-Jun-2020 - 00:00,0.0,0.21,0.0,0.07,3.2,19.01,12.25,25.21,1.5,8.96,0.56,79.31,38.94,49.86,2.46,724.53,46.27,303.15,-0.07,233.97,12-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-Jun-2020 - 00:00,0.0,0.0,0.0,0.07,2.51,18.42,11.18,24.36,0.92,7.48,0.56,142.23,52.67,67.24,2.5,721.86,38.41,291.06,-0.04,173.11,13-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-Jun-2020 - 00:00,0.0,0.0,0.0,0.0,3.46,14.68,9.19,20.25,0.95,7.92,0.77,136.21,64.76,75.91,1.76,722.17,41.92,208.61,-0.09,123.14,14-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-Jun-2020 - 00:00,0.0,0.0,0.0,0.0,1.59,17.25,9.96,22.43,1.32,7.14,0.63,90.56,57.21,77.18,1.74,723.22,43.95,294.49,-0.02,80.52,15-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-Jun-2020 - 00:00,0.0,0.02,0.0,0.0,2.5,23.34,13.86,29.6,0.86,8.18,0.61,99.14,42.12,71.06,1.26,722.47,41.12,334.22,0.0,242.12,16-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Jun-2020 - 00:00,0.0,0.02,0.0,0.17,1.89,20.78,11.96,26.08,1.27,8.86,0.5,135.56,61.64,76.25,2.25,720.25,33.26,316.17,0.01,144.93,17-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Jun-2020 - 00:00,0.0,0.0,0.0,0.22,2.02,17.63,10.45,23.08,1.4,7.4,0.58,116.26,56.81,69.05,1.81,720.04,32.19,325.97,-0.01,170.92,18-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Jun-2020 - 00:00,0.08,0.15,0.0,0.08,3.0,21.1,13.14,27.6,1.38,7.42,0.65,124.64,64.62,51.31,1.45,721.24,33.48,318.82,0.01,240.37,19-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Jun-2020 - 00:00,0.36,0.0,0.0,0.0,2.4,17.9,11.06,23.9,1.62,7.9,0.59,124.32,47.65,55.88,0.7,722.51,38.82,291.41,0.02,261.67,20-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Jun-2020 - 00:00,0.19,0.0,0.0,0.02,2.09,14.93,9.28,20.55,1.66,7.78,0.51,144.01,54.51,56.01,0.21,723.79,44.21,292.44,-0.01,220.11,21-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Jun-2020 - 00:00,0.0,0.0,0.0,0.0,1.79,11.73,7.39,17.09,1.32,7.52,0.54,90.33,51.38,47.67,0.02,723.43,55.06,250.42,-0.07,214.5,22-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Jun-2020 - 00:00,1.06,0.06,0.06,1.04,2.47,16.26,10.36,22.46,1.19,7.75,0.63,73.31,41.81,53.63,0.05,722.95,51.17,305.87,-0.03,180.99,23-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Jun-2020 - 00:00,0.39,0.0,0.0,0.0,2.25,15.21,9.28,20.84,1.21,7.77,0.58,65.82,36.29,61.47,0.0,724.01,52.27,263.07,-0.08,234.32,24-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Jun-2020 - 00:00,0.25,0.1,0.0,0.0,1.99,15.22,9.34,20.82,1.04,7.8,0.58,56.54,29.32,55.08,0.0,724.76,64.66,188.15,-0.15,117.3,25-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Jun-2020 - 00:00,0.09,0.09,0.0,0.0,3.04,17.85,11.27,24.15,1.21,7.13,0.57,252.83,84.62,52.37,0.0,723.9,59.48,275.6,-0.09,212.13,26-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Jun-2020 - 00:00,0.15,0.1,0.0,0.0,3.76,19.66,12.7,26.46,1.33,7.29,0.6,115.24,41.2,45.29,0.0,723.6,57.1,213.0,-0.1,233.79,27-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Jun-2020 - 00:00,0.13,0.0,0.0,0.0,2.62,15.41,9.68,21.24,1.74,7.89,0.53,81.04,34.26,43.35,0.0,723.22,54.42,275.26,-0.01,216.36,28-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Jun-2020 - 00:00,0.0,0.0,0.0,0.0,2.72,13.43,8.92,19.54,1.68,7.54,0.56,77.88,24.3,37.78,0.0,722.96,43.25,320.05,-0.0,229.7,29-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Jun-2020 - 00:00,0.1,0.0,0.0,0.0,3.35,17.34,11.62,24.61,1.29,7.7,0.6,84.69,34.18,40.59,0.0,723.32,43.33,315.17,-0.02,222.99,30-Jun-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Jun-2020 - 00:00,0.3,0.03,0.0,0.0,2.27,13.16,8.26,18.58,1.0,6.77,0.59,67.09,29.75,50.64,0.0,723.68,50.68,233.26,-0.08,166.06,01-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Jul-2020 - 00:00,0.0,0.09,0.0,0.0,1.92,16.19,9.41,20.95,0.92,6.92,0.57,132.26,39.18,56.21,0.0,723.01,48.5,229.62,-0.07,204.03,02-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-Jul-2020 - 00:00,0.04,0.06,0.0,0.0,3.05,22.9,13.88,29.5,1.37,7.15,0.5,136.21,49.98,54.04,0.0,722.02,44.52,285.13,-0.06,255.28,03-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-Jul-2020 - 00:00,0.06,0.06,0.0,0.0,2.64,19.39,11.86,25.55,1.53,7.37,0.53,110.76,57.49,51.58,0.0,721.45,46.56,283.94,-0.02,212.83,04-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-Jul-2020 - 00:00,0.0,0.1,0.0,0.0,2.23,17.27,10.27,22.82,1.38,6.66,0.54,71.72,26.49,54.68,0.0,721.13,55.76,259.44,-0.06,188.49,05-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-Jul-2020 - 00:00,0.0,0.0,0.0,0.0,1.8,13.1,7.77,17.99,1.68,7.29,0.45,54.06,25.25,70.35,0.0,721.37,50.9,268.87,-0.11,104.26,06-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-Jul-2020 - 00:00,0.0,0.11,0.0,0.0,2.38,16.89,10.16,22.57,1.27,7.18,0.56,74.06,36.48,56.49,0.0,721.51,65.83,207.54,-0.11,208.03,07-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-Jul-2020 - 00:00,0.05,0.6,0.06,0.0,3.12,15.13,10.05,21.31,1.14,7.31,0.51,108.61,43.38,43.92,0.02,722.72,52.36,207.43,-0.21,88.17,08-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-Jul-2020 - 00:00,0.0,0.16,0.0,0.0,3.38,15.99,10.8,22.82,1.19,6.69,1.62,155.36,72.41,28.48,0.0,724.03,32.63,206.03,-0.19,93.26,09-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-Jul-2020 - 00:00,0.0,0.22,0.42,0.42,4.49,22.52,15.11,30.71,1.42,7.81,2.23,68.01,31.26,28.25,0.0,722.72,61.47,269.96,-0.08,207.15,10-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-Jul-2020 - 00:00,0.16,1.01,2.01,0.16,4.15,24.56,15.65,32.02,1.69,5.81,0.49,67.07,32.46,41.71,0.16,721.94,55.73,293.83,-0.03,228.13,11-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-Jul-2020 - 00:00,0.3,1.01,2.0,0.3,2.98,19.07,11.86,25.34,1.63,5.48,0.43,56.94,30.17,44.19,0.3,721.72,54.47,250.78,0.04,212.68,12-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-Jul-2020 - 00:00,0.3,0.99,2.0,0.3,2.73,15.68,9.96,21.74,1.45,6.09,0.46,54.92,30.63,40.39,0.3,722.67,66.47,216.95,-0.08,190.68,13-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-Jul-2020 - 00:00,0.3,1.01,2.01,0.3,6.07,22.47,16.48,32.31,1.08,6.17,0.61,57.94,32.63,32.66,0.3,723.04,78.46,183.68,-0.19,196.11,14-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-Jul-2020 - 00:00,0.3,1.0,2.0,0.3,5.81,27.91,19.15,37.47,0.7,8.42,0.44,86.46,39.55,39.24,0.3,722.99,60.53,263.92,-0.09,219.72,15-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-Jul-2020 - 00:00,0.3,1.0,2.0,0.3,4.13,31.39,19.64,39.51,1.03,7.54,0.62,104.61,51.91,49.76,0.3,722.71,59.94,233.15,-0.11,210.17,16-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Jul-2020 - 00:00,0.3,1.02,2.0,0.3,2.68,19.92,12.26,26.09,1.4,6.87,0.53,70.76,38.07,46.76,0.3,721.99,68.14,241.75,-0.17,61.16,17-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Jul-2020 - 00:00,0.3,1.0,2.01,0.3,2.54,20.32,12.45,26.54,1.06,6.6,0.58,62.43,30.53,55.79,0.3,722.33,55.62,376.16,-0.08,80.16,18-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Jul-2020 - 00:00,0.3,1.0,2.01,0.3,1.71,13.74,8.18,18.9,0.69,7.37,0.53,53.45,33.06,63.41,0.3,723.73,60.11,307.4,-0.07,167.05,19-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Jul-2020 - 00:00,0.3,1.02,2.0,0.3,2.58,20.32,12.5,26.43,1.41,7.31,0.44,58.42,31.95,45.5,0.3,723.5,69.67,274.97,-0.07,240.97,20-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Jul-2020 - 00:00,0.3,1.0,2.01,0.3,3.14,18.17,11.66,24.8,1.35,7.0,0.5,61.0,29.32,44.8,0.3,722.12,73.34,249.25,-0.13,201.9,21-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Jul-2020 - 00:00,0.3,1.01,2.0,0.3,3.95,17.64,12.02,25.32,1.19,7.61,0.51,61.3,31.87,38.35,0.3,723.63,75.74,141.37,-0.14,199.24,22-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Jul-2020 - 00:00,0.34,0.77,1.58,0.35,5.97,21.84,16.16,31.77,1.54,8.96,0.5,58.65,29.02,32.81,0.34,724.96,81.81,241.79,-0.15,241.56,23-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Jul-2020 - 00:00,0.4,0.5,1.01,0.41,4.4,27.09,17.61,35.45,1.05,8.19,0.54,78.41,35.04,44.2,0.42,724.24,78.29,219.46,-0.16,233.14,24-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Jul-2020 - 00:00,0.39,0.5,0.98,0.4,6.88,28.51,20.38,39.51,0.86,8.59,0.56,60.47,32.81,39.99,0.4,725.8,90.13,133.83,-0.24,217.56,25-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Jul-2020 - 00:00,0.42,0.49,1.0,0.41,4.16,23.15,15.59,31.54,0.88,8.45,0.52,75.34,36.02,45.76,0.39,726.61,86.15,148.97,-0.22,84.22,26-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Jul-2020 - 00:00,0.4,0.5,1.0,0.41,2.79,18.31,11.47,24.56,0.67,7.78,0.4,67.37,35.3,54.79,0.4,727.12,78.06,273.83,-0.16,147.56,27-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
