from date,MP-Xylene,Benzene,Toluene,O Xylene,NO,NO2,NOx,NH3,WS,SO2,CO,PM10,PM2.5,Ozone,Eth-Benzene,BP,RH,SR,VWS,WD,to date,station
07-Nov-2020 - 00:00,1.32,1.33,1.7,1.34,154.74,103.36,190.42,227.05,0.24,9.96,1.65,254.06,115.77,31.06,1.31,735.33,29.07,83.54,-0.41,145.96,08-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-Nov-2020 - 00:00,1.29,1.28,1.71,1.3,104.56,107.73,136.29,145.81,0.32,9.83,1.86,265.75,134.2,37.66,1.29,735.42,31.43,77.57,-0.4,112.64,09-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-Nov-2020 - 00:00,1.67,1.66,2.67,1.52,39.56,90.21,79.36,83.52,0.48,10.53,1.44,291.7,142.2,47.93,1.49,734.47,29.26,110.86,-0.35,130.36,10-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-Nov-2020 - 00:00,1.65,1.62,2.52,1.51,10.54,87.8,54.33,56.22,0.47,11.37,1.54,362.35,196.26,58.39,1.5,733.38,32.94,122.66,-0.36,82.91,11-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-Nov-2020 - 00:00,1.28,1.2,2.21,1.26,4.78,60.46,35.14,34.95,0.79,9.91,1.11,230.02,112.25,66.85,1.27,734.28,44.2,77.75,-0.4,32.1,12-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-Nov-2020 - 00:00,1.74,1.59,2.23,1.54,53.56,75.96,61.94,66.77,0.45,9.51,1.4,188.76,89.41,61.57,1.57,735.69,41.06,188.56,-0.32,108.75,13-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-Nov-2020 - 00:00,2.77,2.87,4.45,2.63,37.37,88.71,76.3,80.68,0.32,9.27,1.39,220.4,106.61,51.29,2.61,734.68,42.46,137.96,-0.34,133.17,14-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-Nov-2020 - 00:00,2.72,3.02,4.7,2.72,25.7,73.26,58.85,61.26,0.6,9.29,1.26,210.19,103.83,54.44,2.67,732.9,46.01,110.1,-0.37,109.92,15-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-Nov-2020 - 00:00,3.75,4.53,6.74,3.72,2.31,40.34,23.0,21.43,1.1,8.12,0.9,133.96,79.41,77.23,3.68,732.14,61.86,153.62,-0.33,59.56,16-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Nov-2020 - 00:00,2.76,2.97,4.68,2.62,4.44,44.12,26.41,25.21,0.82,8.11,0.94,92.55,62.14,,2.66,733.12,94.84,105.85,-0.38,55.96,17-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Nov-2020 - 00:00,2.96,3.2,4.95,2.83,9.63,65.53,42.16,42.84,0.51,9.73,0.99,99.71,54.79,42.78,2.87,732.98,79.87,137.83,-0.37,151.53,18-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Nov-2020 - 00:00,2.09,1.81,2.83,1.87,7.13,67.84,41.14,41.54,0.78,10.56,0.73,107.07,56.38,57.12,1.88,731.79,86.32,136.24,-0.36,56.92,19-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Nov-2020 - 00:00,1.6,1.59,2.74,1.58,6.47,77.55,47.61,48.82,0.78,10.46,0.76,161.65,71.26,62.72,1.57,732.08,68.08,151.01,-0.34,110.43,20-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Nov-2020 - 00:00,1.91,1.6,2.84,1.71,23.1,97.01,70.06,72.6,0.53,10.78,0.91,154.94,74.18,48.38,1.72,733.73,21.0,145.62,-0.39,174.98,21-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Nov-2020 - 00:00,2.08,1.76,3.02,1.87,40.63,96.49,82.99,85.67,0.52,12.5,1.22,153.45,74.69,47.17,1.9,734.34,52.62,156.74,-0.36,224.59,22-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Nov-2020 - 00:00,1.96,1.73,2.98,1.84,66.19,108.38,109.69,85.54,0.31,12.18,1.41,152.28,71.68,40.86,1.81,734.46,42.57,147.69,-0.46,172.88,23-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Nov-2020 - 00:00,1.54,1.37,2.42,1.45,38.63,86.3,69.23,44.56,0.03,10.52,0.97,121.65,64.24,45.39,1.47,734.21,40.81,164.95,-0.44,171.65,24-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Nov-2020 - 00:00,2.25,1.96,3.41,2.1,14.94,93.29,59.93,35.2,0.03,11.75,1.17,127.44,66.54,63.89,2.07,733.41,37.94,140.55,-0.38,97.93,25-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Nov-2020 - 00:00,1.19,1.16,2.01,1.2,2.98,71.03,39.47,26.62,0.05,10.68,0.88,154.74,72.51,80.61,1.22,733.4,40.8,171.27,-0.36,38.93,26-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Nov-2020 - 00:00,2.46,2.07,3.59,2.23,4.65,75.91,42.8,29.09,0.04,9.7,1.06,108.96,61.36,58.53,2.23,736.11,68.62,180.94,-0.3,55.46,27-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Nov-2020 - 00:00,2.16,1.84,3.1,1.91,22.66,74.43,56.31,34.31,0.03,11.19,0.96,82.67,43.4,38.72,1.93,737.47,56.81,147.06,-0.38,174.16,28-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Nov-2020 - 00:00,2.02,1.8,2.87,1.84,67.69,103.28,108.3,79.15,0.15,12.54,1.38,142.16,57.6,32.54,1.84,736.69,51.47,152.16,-0.42,191.41,29-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Nov-2020 - 00:00,1.96,1.73,2.81,1.79,70.72,98.17,106.8,64.38,0.23,11.21,1.19,141.57,65.32,49.5,1.81,735.49,55.28,154.81,-0.42,113.37,30-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Nov-2020 - 00:00,1.99,1.8,2.82,1.85,92.4,98.62,125.28,117.46,0.27,12.31,1.13,188.59,69.65,37.03,1.86,734.79,50.42,155.98,-0.4,136.56,01-Dec-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Dec-2020 - 00:00,1.06,0.96,2.13,1.05,79.68,117.21,125.13,128.68,0.04,11.8,0.53,182.06,29.61,10.36,0.93,734.83,49.18,26.15,-0.57,15.2,02-Dec-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
