from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,BP,PM2.5,PM10,RF,SR,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
17-Feb-2020 - 00:00,1.51,0.39,1.43,0.61,2.49,730.33,47.62,83.5,0.0,153.96,19.71,125.4,1.57,0.22,15.64,31.08,59.14,90.22,35.35,22.45,18-Feb-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
18-Feb-2020 - 00:00,1.28,0.35,1.22,0.55,2.25,728.42,47.44,81.4,0.0,153.55,20.46,185.92,1.37,0.36,17.96,23.97,50.54,74.52,34.51,19.6,19-Feb-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-Feb-2020 - 00:00,1.64,0.44,1.18,0.51,2.42,727.08,54.22,95.97,0.0,142.55,19.96,159.3,1.38,0.36,26.99,26.06,48.58,74.64,32.61,20.56,20-Feb-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-Feb-2020 - 00:00,1.55,0.22,0.72,0.35,1.71,726.5,50.68,87.52,0.0,132.03,20.37,135.83,1.32,0.34,32.77,10.41,37.1,47.51,40.76,24.24,21-Feb-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-Feb-2020 - 00:00,0.78,0.15,0.43,0.24,1.22,729.37,46.08,72.35,0.01,89.62,17.4,61.54,2.11,0.3,31.48,7.63,25.1,32.71,26.44,22.81,22-Feb-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-Feb-2020 - 00:00,1.43,0.3,1.06,0.47,2.62,731.89,45.36,69.89,0.0,49.53,16.44,111.26,1.81,0.37,26.76,11.67,44.22,55.29,13.34,23.35,23-Feb-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-Feb-2020 - 00:00,1.44,0.33,0.91,0.41,2.64,730.63,49.84,83.27,0.0,135.19,19.58,105.04,1.71,0.43,32.0,14.4,38.57,52.96,42.33,31.79,24-Feb-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-Feb-2020 - 00:00,1.34,0.22,0.78,0.37,2.12,728.31,46.08,84.07,0.0,135.59,19.73,102.43,1.97,0.67,27.9,10.2,38.95,49.14,37.96,27.52,25-Feb-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-Feb-2020 - 00:00,1.81,0.69,1.67,0.71,2.8,727.55,52.56,97.7,0.0,143.23,19.84,104.36,1.64,1.13,22.98,29.04,64.91,93.87,35.31,26.97,26-Feb-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-Feb-2020 - 00:00,2.2,0.72,2.01,0.91,3.78,727.8,54.85,104.91,0.0,136.04,20.84,161.6,1.45,1.3,25.54,26.92,61.94,88.85,31.01,28.48,27-Feb-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-Feb-2020 - 00:00,2.12,0.57,1.25,0.61,3.0,727.8,55.73,104.04,0.0,144.34,21.5,140.47,1.4,1.27,26.74,14.83,48.49,63.31,32.26,27.74,28-Feb-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-Feb-2020 - 00:00,1.52,0.37,0.31,0.27,1.65,726.99,49.76,91.53,0.0,111.14,20.67,180.9,1.36,0.94,29.44,6.53,29.86,36.38,35.12,26.01,29-Feb-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-Feb-2020 - 00:00,1.24,0.35,0.25,0.25,1.61,726.0,46.32,92.1,0.2,131.79,20.81,184.62,1.49,0.84,29.46,6.57,29.75,36.31,36.11,22.24,01-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
01-Mar-2020 - 00:00,0.6,0.41,0.4,0.32,1.96,726.93,38.91,73.89,0.14,156.71,20.06,157.05,1.62,0.71,38.97,8.37,28.71,37.03,38.32,25.99,02-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
02-Mar-2020 - 00:00,1.42,0.57,0.94,0.5,2.74,726.69,46.69,86.63,0.0,139.33,21.54,131.48,1.42,1.08,38.5,14.64,41.58,56.21,28.83,24.5,03-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
03-Mar-2020 - 00:00,1.78,0.58,1.1,0.57,3.02,725.51,53.45,97.36,0.0,134.56,22.26,148.31,1.51,1.13,37.85,10.76,44.82,55.56,40.55,30.59,04-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
04-Mar-2020 - 00:00,1.35,0.43,0.63,0.38,2.21,725.13,50.23,89.01,0.39,107.86,19.62,184.2,1.55,0.94,28.75,9.11,37.99,47.1,18.43,19.09,05-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
05-Mar-2020 - 00:00,0.51,0.36,0.27,0.26,1.33,724.95,37.18,73.17,0.1,149.34,18.56,146.51,1.71,0.65,26.09,6.33,26.25,32.54,34.85,19.18,06-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
06-Mar-2020 - 00:00,0.47,0.31,0.35,0.33,1.11,724.03,36.56,69.08,0.58,93.68,15.61,154.31,1.76,0.66,32.42,6.28,26.56,32.78,31.26,18.3,07-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
07-Mar-2020 - 00:00,0.63,0.26,0.34,0.39,1.39,727.76,38.77,73.48,0.0,138.63,17.01,144.0,1.61,0.69,26.45,6.74,28.56,35.27,30.6,15.78,08-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
08-Mar-2020 - 00:00,0.64,0.26,0.35,0.38,1.4,729.37,37.84,74.22,0.0,183.87,18.79,145.24,2.0,0.64,23.01,7.04,27.54,34.55,37.6,17.4,09-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
09-Mar-2020 - 00:00,0.52,0.4,0.36,0.37,1.08,727.58,38.71,76.35,0.0,182.75,19.61,171.65,1.71,0.65,22.81,5.86,28.81,34.63,39.92,19.97,10-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
10-Mar-2020 - 00:00,0.55,0.23,0.26,0.35,1.09,726.24,40.88,81.73,0.0,147.72,19.59,122.42,1.61,0.69,20.37,5.06,29.85,34.85,44.27,21.13,11-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
11-Mar-2020 - 00:00,0.8,0.26,0.35,0.38,1.31,724.17,42.86,82.79,0.04,162.79,20.76,139.94,1.86,0.82,24.42,5.81,31.07,36.84,39.86,19.42,12-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
12-Mar-2020 - 00:00,0.52,0.27,0.37,0.39,1.44,725.82,42.73,96.72,0.0,176.84,21.31,160.59,1.76,0.76,20.14,8.5,32.96,41.43,34.6,19.9,13-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
13-Mar-2020 - 00:00,0.56,0.28,0.33,0.37,1.16,727.25,49.91,114.84,0.0,170.6,21.51,150.62,1.6,0.65,16.4,6.15,35.4,41.52,36.44,21.21,14-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
14-Mar-2020 - 00:00,0.33,0.23,0.17,0.32,0.73,728.16,44.88,101.11,0.0,160.89,19.69,58.22,2.32,0.59,19.72,4.46,25.94,30.31,42.26,19.42,15-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
15-Mar-2020 - 00:00,0.39,0.25,0.17,0.3,0.72,728.84,43.87,87.24,0.0,98.47,16.96,98.06,1.61,0.56,18.58,5.41,36.15,41.29,23.66,19.42,16-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
16-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,17-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
17-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,18-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
18-Mar-2020 - 00:00,,,,,,726.19,,,0.0,156.42,29.02,30.49,3.01,,,,,,,,19-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-Mar-2020 - 00:00,1.41,0.47,1.06,0.63,2.62,725.06,44.41,84.42,0.0,35.2,25.96,93.62,1.6,1.22,23.74,11.29,72.34,81.18,19.77,41.61,20-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-Mar-2020 - 00:00,0.79,0.27,0.24,0.35,1.54,725.18,45.28,88.92,0.01,140.32,23.78,178.6,1.58,0.77,24.12,6.17,34.03,39.47,32.28,21.59,21-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-Mar-2020 - 00:00,0.37,0.24,0.19,0.32,0.88,725.31,38.54,73.36,0.0,153.66,24.68,125.95,1.73,0.61,21.08,6.85,35.87,42.01,46.05,26.19,22-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-Mar-2020 - 00:00,0.43,0.24,0.18,0.32,1.2,726.52,40.89,77.55,0.0,172.46,26.19,123.68,1.87,0.6,24.21,9.61,33.53,42.76,51.84,25.71,23-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-Mar-2020 - 00:00,0.67,0.25,0.32,0.37,1.27,726.4,42.05,78.76,0.0,161.61,25.4,143.4,1.38,0.72,14.43,8.81,37.52,46.26,32.21,27.49,24-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-Mar-2020 - 00:00,1.06,0.23,0.21,0.33,1.27,725.37,42.87,81.76,0.0,125.37,24.54,184.47,1.45,0.7,19.97,9.46,35.76,44.86,32.13,26.5,25-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-Mar-2020 - 00:00,0.43,0.22,0.17,0.32,0.81,725.71,38.92,82.42,0.01,185.18,24.64,153.81,1.59,0.54,21.07,10.63,30.53,41.09,30.21,26.09,26-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-Mar-2020 - 00:00,0.13,0.19,0.11,0.29,0.58,726.72,33.27,82.46,0.0,102.05,24.11,177.56,2.03,0.4,22.75,9.44,27.11,36.09,27.07,27.38,27-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-Mar-2020 - 00:00,0.14,0.2,0.11,0.3,0.65,727.99,33.99,80.34,0.05,159.79,21.81,181.0,1.92,0.49,17.96,11.85,29.15,40.98,23.79,26.07,28-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-Mar-2020 - 00:00,0.17,0.19,0.1,0.28,0.53,728.22,24.73,61.96,0.0,219.1,23.21,87.45,2.21,0.41,17.87,10.33,27.54,37.0,35.46,20.57,29-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-Mar-2020 - 00:00,0.18,0.16,0.2,0.23,0.4,726.86,15.23,38.94,0.0,208.41,24.81,79.44,1.98,0.46,9.9,5.72,23.14,28.28,45.17,13.32,30-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
30-Mar-2020 - 00:00,0.27,0.21,0.42,0.3,0.51,726.73,16.64,30.53,0.0,214.51,25.66,93.45,1.99,0.59,12.64,4.04,23.57,27.27,49.16,21.49,31-Mar-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
31-Mar-2020 - 00:00,0.44,0.22,0.44,0.31,0.69,725.69,17.77,35.18,0.0,176.94,25.85,103.22,2.14,0.68,15.89,4.16,24.26,27.93,35.75,21.82,01-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
01-Apr-2020 - 00:00,0.28,0.21,0.42,0.3,0.41,725.13,18.96,38.69,0.0,207.98,26.12,138.66,1.66,0.56,16.7,4.7,22.1,26.54,36.0,18.68,02-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
02-Apr-2020 - 00:00,0.22,0.2,0.4,0.3,0.38,725.59,17.66,31.84,0.0,222.41,26.37,116.25,1.95,0.5,14.0,3.65,20.06,23.25,34.37,20.88,03-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
03-Apr-2020 - 00:00,0.32,0.14,0.27,0.16,0.32,726.46,18.77,32.37,0.0,221.95,26.25,155.51,2.02,0.57,13.77,4.18,20.47,24.06,45.97,19.97,04-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
04-Apr-2020 - 00:00,0.4,0.24,0.17,0.18,0.72,726.36,20.27,40.71,0.0,221.09,26.55,120.68,1.57,0.63,12.39,4.32,25.78,29.83,41.4,19.33,05-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
05-Apr-2020 - 00:00,0.58,0.32,0.17,0.22,1.04,726.78,23.46,52.59,0.0,209.5,26.97,134.77,1.51,0.74,11.03,4.41,28.62,32.76,40.8,19.26,06-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
06-Apr-2020 - 00:00,0.61,0.31,0.14,0.21,0.96,725.92,26.67,56.21,0.0,200.34,29.04,160.42,1.64,0.68,13.43,4.11,24.05,27.9,45.8,19.94,07-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
07-Apr-2020 - 00:00,0.31,0.3,0.11,0.2,0.62,724.4,22.54,58.08,0.08,206.09,27.52,90.12,2.63,0.56,17.08,3.22,23.07,25.39,39.5,18.54,08-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
08-Apr-2020 - 00:00,0.22,0.23,0.25,0.13,0.43,724.95,20.63,47.07,0.0,224.35,27.33,70.32,2.28,0.53,17.35,4.06,22.49,26.25,42.92,18.2,09-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
09-Apr-2020 - 00:00,0.28,0.19,0.3,0.1,0.39,725.38,18.24,37.61,0.0,204.15,27.82,128.17,1.77,0.54,18.52,4.25,23.65,27.0,34.76,15.11,10-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
10-Apr-2020 - 00:00,1.1,0.67,0.77,0.58,1.51,725.83,20.64,38.44,0.0,213.99,28.62,137.37,1.26,0.66,13.25,4.73,33.03,37.38,39.78,14.22,11-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
11-Apr-2020 - 00:00,0.58,0.01,0.04,0.01,0.82,726.3,24.2,48.41,0.0,218.74,30.96,132.83,1.77,0.57,18.39,3.87,24.59,27.99,52.71,13.99,12-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
12-Apr-2020 - 00:00,0.4,0.01,0.04,0.01,0.74,724.93,21.35,39.85,0.0,111.63,29.97,190.18,1.5,0.54,17.44,3.59,24.71,28.07,29.19,13.03,13-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
13-Apr-2020 - 00:00,0.61,0.03,0.14,0.05,1.03,723.67,23.47,46.95,0.0,226.94,32.29,116.43,1.6,0.65,17.73,5.13,29.85,34.66,35.43,13.56,14-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
14-Apr-2020 - 00:00,0.84,0.05,0.2,0.06,1.29,723.89,26.05,47.04,0.0,159.76,32.52,171.3,1.45,0.58,15.04,5.24,28.6,33.42,30.9,12.6,15-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
15-Apr-2020 - 00:00,0.61,0.05,0.22,0.07,1.24,723.62,23.58,46.08,0.0,223.78,33.17,219.64,1.58,0.57,18.59,6.09,28.92,34.89,32.95,12.55,16-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
