from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,BP,SR,RF,to date,station
09-May-2020 - 00:00,28.83,79.41,9.6,10.64,3.83,,4.34,0.84,121.52,1.15,2.76,0.3,0.63,0.31,30.7,55.1,0.93,88.96,755.28,259.92,0.0,10-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
10-May-2020 - 00:00,21.92,83.37,,0.0,,,2.91,0.63,111.13,1.25,2.77,0.29,0.59,0.29,30.83,58.51,0.98,91.59,755.28,191.62,0.0,11-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
11-May-2020 - 00:00,3.52,49.48,9.7,6.91,3.85,,1.84,0.35,122.56,0.57,2.42,0.25,0.49,0.22,26.14,66.4,0.59,181.86,759.56,10.82,0.0,12-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
12-May-2020 - 00:00,7.79,64.29,9.6,12.92,3.31,,4.03,1.16,118.05,1.2,2.7,0.35,0.73,0.34,30.04,56.07,0.4,147.54,762.29,225.29,0.0,13-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
13-May-2020 - 00:00,7.15,61.26,9.6,12.92,3.31,,7.9,0.96,117.64,1.02,2.8,0.35,0.74,0.31,31.78,46.48,0.29,236.68,762.28,273.78,0.0,14-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
14-May-2020 - 00:00,6.8,93.73,9.6,12.92,3.31,,8.0,1.24,119.18,1.45,2.87,0.39,0.84,0.37,32.8,47.18,0.53,211.01,762.27,232.02,0.0,15-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
15-May-2020 - 00:00,6.04,101.62,9.6,12.92,3.31,,3.78,0.6,121.14,1.41,2.87,0.38,0.85,0.37,33.13,49.24,0.49,154.3,762.26,261.44,0.0,16-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
16-May-2020 - 00:00,32.01,110.68,9.54,12.9,3.35,,5.24,1.02,111.47,1.49,2.91,0.41,0.93,0.42,33.71,40.44,0.34,298.52,762.25,261.85,0.0,17-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
17-May-2020 - 00:00,5.05,103.77,9.73,13.57,3.84,,6.27,0.63,102.88,1.65,2.89,0.48,1.03,0.47,33.5,33.13,0.37,271.92,762.25,272.68,0.0,18-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
18-May-2020 - 00:00,17.87,121.82,9.73,5.37,3.84,,7.94,0.39,105.66,1.97,3.12,0.52,1.17,0.51,33.92,31.64,0.45,178.46,760.65,251.57,0.0,19-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
19-May-2020 - 00:00,36.86,137.71,,0.0,,,7.01,0.83,111.42,1.83,3.89,0.5,1.09,0.49,32.63,50.06,0.63,112.38,757.25,216.22,0.0,20-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
20-May-2020 - 00:00,29.62,81.77,4.06,1.11,2.92,,4.49,1.08,84.13,0.98,3.18,0.31,0.69,0.3,29.53,56.32,1.58,74.56,756.73,119.47,0.0,21-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
21-May-2020 - 00:00,27.02,42.52,4.3,6.01,3.1,,2.05,0.85,85.2,0.57,3.04,0.28,0.63,0.27,27.4,69.53,0.92,116.75,757.75,117.47,0.0,22-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
22-May-2020 - 00:00,29.94,68.92,4.3,7.26,3.11,,7.0,0.76,68.24,0.86,2.64,0.27,0.6,0.25,31.32,59.22,1.32,82.03,758.22,286.61,0.0,23-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
23-May-2020 - 00:00,2.18,80.27,4.3,7.4,3.1,,3.76,0.91,76.91,1.14,2.73,0.29,0.61,0.27,32.27,64.07,1.22,61.77,758.77,275.89,0.0,24-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
24-May-2020 - 00:00,,128.97,4.3,7.4,3.1,,6.33,0.57,77.75,1.67,3.26,0.43,0.93,0.4,34.95,55.77,0.55,155.68,757.92,257.96,0.0,25-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
25-May-2020 - 00:00,33.67,138.0,4.31,7.34,3.1,,7.52,0.26,77.19,1.69,2.89,0.47,1.04,0.43,37.06,34.58,0.44,252.37,757.42,251.39,0.0,26-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
26-May-2020 - 00:00,,142.27,4.34,7.44,3.1,,9.74,0.33,76.25,1.76,3.22,0.57,1.33,0.51,37.35,28.14,0.58,217.14,757.08,253.17,0.0,27-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
27-May-2020 - 00:00,,120.4,4.34,7.44,3.1,,3.57,0.79,76.86,1.08,2.79,0.32,0.65,0.29,31.65,59.95,1.66,94.61,757.62,198.36,0.0,28-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
28-May-2020 - 00:00,14.92,54.15,4.6,6.21,3.47,,2.85,0.68,61.28,0.87,1.93,0.2,0.43,0.18,28.93,63.96,1.88,85.59,758.51,273.53,0.0,29-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
29-May-2020 - 00:00,6.99,51.63,5.55,9.15,3.67,,6.62,0.83,53.92,0.86,2.54,0.24,0.54,0.24,31.26,56.41,1.27,81.48,754.26,262.35,0.0,30-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
30-May-2020 - 00:00,,59.25,6.0,8.92,3.01,,6.45,0.47,48.56,0.94,2.34,0.25,0.56,0.24,30.79,62.68,1.34,83.02,754.27,209.78,0.0,31-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
31-May-2020 - 00:00,,38.06,6.0,8.71,3.0,,2.31,0.73,55.51,0.68,3.13,0.22,0.47,0.24,28.18,70.13,0.81,135.13,754.28,268.89,0.0,01-Jun-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
01-Jun-2020 - 00:00,,50.34,5.28,8.28,3.15,,6.41,0.82,47.56,1.0,2.67,0.33,0.71,0.33,29.96,64.02,0.42,158.55,754.28,251.13,0.0,02-Jun-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
02-Jun-2020 - 00:00,,52.67,3.02,7.54,4.51,,3.82,0.79,41.39,0.98,2.38,0.3,0.62,0.29,29.78,63.5,0.32,229.92,754.27,186.13,0.0,03-Jun-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
03-Jun-2020 - 00:00,,54.92,4.0,9.32,5.32,,13.98,0.83,42.54,1.15,2.56,0.3,0.63,0.3,30.88,60.38,0.32,253.25,754.27,161.43,0.0,04-Jun-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
04-Jun-2020 - 00:00,,62.32,3.99,9.7,5.71,,10.47,0.8,39.59,0.48,1.67,0.14,0.34,0.14,28.72,66.46,0.51,170.64,754.26,111.99,0.0,05-Jun-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
05-Jun-2020 - 00:00,,46.95,4.01,9.24,5.22,,6.21,0.85,30.84,0.37,1.75,0.16,0.37,0.14,28.63,71.41,0.82,180.99,753.42,120.0,0.0,06-Jun-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
06-Jun-2020 - 00:00,,32.12,4.03,9.19,5.16,,4.6,0.6,37.38,0.61,2.27,0.19,0.43,0.19,28.94,67.94,0.41,252.11,752.26,250.78,0.0,07-Jun-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
07-Jun-2020 - 00:00,,48.31,4.0,8.92,5.01,,2.0,0.63,52.56,1.04,2.17,0.3,0.65,0.3,31.28,58.65,0.37,219.52,752.25,266.16,0.0,08-Jun-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
08-Jun-2020 - 00:00,,47.26,12.0,15.27,5.1,10.79,1.72,0.8,40.34,1.01,2.23,0.31,0.66,0.29,32.37,55.37,0.32,206.82,753.24,272.72,0.0,09-Jun-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
09-Jun-2020 - 00:00,,70.6,15.55,20.89,5.34,16.53,2.13,0.55,47.98,1.32,2.47,0.34,0.69,0.35,33.66,52.59,0.63,106.37,754.25,263.72,0.0,10-Jun-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
10-Jun-2020 - 00:00,,90.15,8.93,14.77,5.99,15.21,4.01,0.55,49.42,0.79,1.2,2.85,3.87,3.26,34.42,50.88,0.74,79.78,754.24,259.99,0.0,11-Jun-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
11-Jun-2020 - 00:00,,61.92,7.82,14.66,6.84,11.42,3.01,0.81,29.51,0.03,0.01,0.35,0.87,0.31,33.36,55.17,1.21,89.6,754.23,229.13,0.0,12-Jun-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
12-Jun-2020 - 00:00,,44.53,4.99,9.97,4.98,5.01,6.31,0.23,21.7,0.03,0.01,0.35,0.85,0.35,31.55,63.1,1.2,79.06,754.23,212.31,0.0,13-Jun-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
13-Jun-2020 - 00:00,,36.4,5.0,9.93,5.03,5.02,1.92,0.46,13.19,0.03,0.01,0.38,0.84,0.39,29.49,75.98,1.22,90.97,754.23,115.84,0.01,14-Jun-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
14-Jun-2020 - 00:00,,30.54,5.01,10.16,5.15,5.02,0.79,0.03,9.34,0.03,0.01,0.35,0.79,0.35,28.2,85.46,1.08,93.53,754.24,132.08,0.09,15-Jun-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
