from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,WS,WD,AT,RH,RF,SR,to date,station
28-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,29-Feb-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
29-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
01-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
02-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
03-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,04-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
04-Mar-2020 - 00:00,87.76,225.42,9.11,42.61,47.21,15.03,2.91,0.61,48.03,6.25,0.64,8.84,17.96,9.34,,,,,0.0,,05-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
05-Mar-2020 - 00:00,47.09,130.18,8.84,39.64,46.99,14.92,4.8,0.15,10.49,3.17,0.76,9.25,17.3,8.55,,,,,0.0,,06-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
06-Mar-2020 - 00:00,22.45,43.64,8.6,43.19,48.83,15.4,7.23,1.02,6.62,3.1,0.76,10.36,16.82,10.64,0.78,112.4,,,0.0,,07-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
07-Mar-2020 - 00:00,65.55,143.83,9.92,47.18,53.11,16.79,5.58,1.78,2.42,4.49,0.79,10.23,16.64,11.7,0.81,119.4,,,0.0,,08-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
08-Mar-2020 - 00:00,91.85,145.95,8.18,47.59,54.01,16.7,7.68,1.9,4.91,7.05,0.99,12.71,22.96,14.51,0.83,119.67,,,0.0,,09-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
09-Mar-2020 - 00:00,62.19,154.65,12.78,52.83,61.61,11.57,5.75,1.43,4.61,3.11,0.42,6.78,11.93,6.27,0.83,119.73,19.84,45.64,0.0,361.67,10-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
10-Mar-2020 - 00:00,106.64,166.61,19.18,73.89,79.64,4.91,9.68,1.74,4.14,1.89,0.0,3.45,5.57,3.09,0.83,119.76,19.33,57.95,0.0,361.76,11-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
11-Mar-2020 - 00:00,76.37,139.79,18.82,74.1,80.13,4.95,11.15,1.68,5.73,1.72,0.0,3.7,6.35,3.39,0.85,119.93,20.77,66.22,0.0,435.61,12-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
12-Mar-2020 - 00:00,85.11,194.82,21.21,77.72,84.08,5.18,11.99,1.67,11.35,1.54,0.09,3.01,5.11,2.96,0.86,120.04,21.61,60.02,0.0,430.92,13-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
13-Mar-2020 - 00:00,74.5,223.66,21.46,80.73,86.69,5.28,15.92,1.73,9.21,2.03,0.27,3.89,6.96,4.41,0.85,120.0,21.12,50.87,0.0,465.57,14-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
14-Mar-2020 - 00:00,43.29,106.04,18.36,66.65,80.03,4.89,14.2,1.12,17.63,0.96,0.14,2.15,3.4,2.35,0.83,119.64,18.71,76.2,0.0,231.91,15-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
15-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
16-Mar-2020 - 00:00,54.88,145.09,18.44,66.53,79.07,4.84,11.91,1.37,27.35,1.22,0.15,2.07,3.88,2.0,0.87,120.32,23.37,50.33,0.0,453.76,17-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
17-Mar-2020 - 00:00,74.94,154.82,19.77,68.18,79.28,4.89,14.49,1.5,25.88,1.44,0.17,2.55,4.66,2.34,0.86,120.12,22.15,54.35,0.0,567.02,18-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
18-Mar-2020 - 00:00,75.24,162.09,15.42,67.49,82.98,4.85,10.49,1.66,14.38,1.86,0.22,2.77,4.6,2.81,0.86,120.12,22.13,55.69,0.0,379.91,19-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
19-Mar-2020 - 00:00,85.26,218.23,6.87,63.43,76.31,4.24,10.88,1.88,17.1,3.8,0.51,6.86,12.12,7.73,0.87,120.29,23.51,59.16,0.0,436.4,20-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
20-Mar-2020 - 00:00,116.39,246.94,10.5,44.17,48.23,2.92,6.16,2.0,13.69,6.87,1.24,14.53,25.49,17.85,0.88,120.41,24.51,60.26,0.0,300.3,21-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
21-Mar-2020 - 00:00,76.29,175.45,13.86,9.52,2.84,0.68,5.59,1.77,17.0,5.14,3.36,14.52,28.21,12.64,0.88,120.45,24.84,48.95,0.0,327.61,22-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
22-Mar-2020 - 00:00,94.76,169.35,13.89,9.45,2.74,0.66,5.97,1.86,11.35,8.4,4.84,22.63,36.2,17.55,0.89,120.55,25.12,50.72,0.0,454.11,23-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
23-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
24-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
25-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
26-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
27-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,28-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
28-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,29-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
29-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,30-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
30-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,31-Mar-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
31-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
01-Apr-2020 - 00:00,0.0,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,02-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
02-Apr-2020 - 00:00,5.14,71.06,31.08,10.59,70.29,4.76,2.24,0.2,36.79,0.45,0.44,1.92,4.01,1.36,0.93,121.04,28.52,36.69,0.0,878.83,03-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
03-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,04-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
04-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,05-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
05-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,06-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
06-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,07-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
07-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,08-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
08-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,09-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
09-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,10-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
10-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,11-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
11-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,12-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
12-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,13-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
13-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,14-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
14-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,15-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
15-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
16-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,17-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
17-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,18-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
18-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,19-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
19-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
20-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,21-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
21-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
22-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
23-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
24-Apr-2020 - 00:00,15.95,125.6,33.22,69.26,70.73,4.86,1.39,1.35,49.36,4.55,1.57,8.9,19.08,5.42,0.96,121.47,32.7,31.74,0.0,350.48,25-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
25-Apr-2020 - 00:00,9.83,100.62,32.76,74.26,71.26,4.77,2.3,1.37,28.45,3.57,2.6,14.51,28.05,9.05,0.94,121.21,30.56,36.48,0.0,383.34,26-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
26-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
27-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,28-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
28-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,29-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
29-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,30-Apr-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
30-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
01-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,02-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
02-May-2020 - 00:00,13.22,136.97,41.83,70.54,70.49,0.9,6.16,1.21,38.75,2.45,0.82,5.81,10.74,3.01,0.95,121.29,31.75,46.57,0.0,93.9,03-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
03-May-2020 - 00:00,13.74,100.17,41.83,78.38,70.49,0.9,7.0,1.39,13.2,3.76,2.4,15.47,28.3,8.33,0.91,120.81,27.71,61.41,0.0,223.85,04-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
04-May-2020 - 00:00,11.73,56.93,41.83,78.38,70.49,0.9,6.98,1.44,8.76,3.96,3.7,14.46,28.16,9.7,0.92,120.93,28.07,54.94,0.0,464.75,05-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
05-May-2020 - 00:00,15.43,113.19,39.57,76.99,70.23,1.46,6.18,1.49,15.58,5.35,2.75,15.3,28.86,8.53,0.95,121.3,31.19,42.73,0.0,421.8,06-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
06-May-2020 - 00:00,10.18,167.97,30.97,71.72,69.26,3.59,6.82,1.43,15.27,4.16,2.63,13.5,25.07,8.04,0.94,121.15,30.24,39.05,0.0,319.01,07-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
07-May-2020 - 00:00,16.68,110.33,30.97,71.72,69.26,3.59,6.41,1.49,8.38,4.64,3.44,15.51,29.43,10.49,0.91,120.82,27.68,43.49,0.0,480.47,08-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
08-May-2020 - 00:00,33.96,122.22,30.52,65.32,68.2,4.03,6.2,1.4,33.68,4.28,2.16,10.66,20.91,5.89,0.99,121.81,35.3,32.53,0.0,378.53,09-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
09-May-2020 - 00:00,22.76,150.95,30.39,69.21,66.5,0.76,6.71,1.55,32.15,6.36,2.07,11.73,22.24,6.93,0.96,121.51,33.17,43.25,0.0,411.35,10-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
10-May-2020 - 00:00,30.05,147.14,30.39,69.21,66.5,0.76,7.06,1.58,24.92,5.24,1.45,10.74,19.21,5.72,0.94,121.11,30.28,53.84,0.0,253.87,11-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
11-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,12-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
12-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,13-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
13-May-2020 - 00:00,,,,24.28,,,4.16,0.54,,0.0,0.0,0.0,0.0,0.0,0.97,121.63,31.23,41.67,0.0,313.44,14-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
14-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,15-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
15-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,16-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
16-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,17-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
17-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,18-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
18-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,19-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
19-May-2020 - 00:00,55.01,202.61,33.98,66.5,71.34,4.97,4.05,1.52,21.58,4.59,1.43,10.24,19.13,5.47,1.0,121.95,36.15,17.3,0.0,502.76,20-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
20-May-2020 - 00:00,26.14,182.56,33.53,74.16,70.62,4.85,4.63,1.53,14.16,5.04,1.55,12.37,22.72,6.92,0.96,121.44,32.82,21.29,0.0,532.01,21-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
21-May-2020 - 00:00,61.01,245.93,33.08,73.03,69.52,4.77,5.54,1.39,22.31,3.77,0.93,6.24,12.57,4.05,1.0,122.06,37.24,16.24,0.0,354.2,22-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
22-May-2020 - 00:00,66.03,234.02,35.24,75.4,71.06,4.97,5.03,1.76,21.65,8.04,0.62,7.21,13.9,7.8,0.95,121.29,31.79,26.04,0.0,317.62,23-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
23-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,24-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
24-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,25-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
25-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,26-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
26-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,27-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
27-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,28-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
28-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,29-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
29-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,30-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
30-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,31-May-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
31-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Jun-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
01-Jun-2020 - 00:00,30.94,132.68,33.59,70.9,70.88,4.91,13.06,1.71,21.81,5.34,29.94,11.46,21.27,8.34,0.96,121.41,30.99,56.91,0.0,565.58,02-Jun-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
02-Jun-2020 - 00:00,5.47,229.0,33.51,74.29,70.81,4.9,5.39,1.71,35.33,6.3,106.75,11.9,15.0,6.8,0.92,120.84,27.84,70.65,0.0,,03-Jun-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
03-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,04-Jun-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
04-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,05-Jun-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
05-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,06-Jun-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
06-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,07-Jun-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
07-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,08-Jun-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
08-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,09-Jun-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
09-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,10-Jun-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
10-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,11-Jun-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
11-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,12-Jun-2020 - 00:00,"New Industrial Town, Faridabad - HSPCB"
