from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,AT,WS,WD,RH,BP,SR,RF,to date,station
21-Jan-2020 - 00:00,68.42,164.7,65.46,11.34,44.02,22.44,15.52,0.71,30.1,21.92,1.24,169.66,64.36,703.53,205.56,0.0,22-Jan-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
22-Jan-2020 - 00:00,71.74,131.0,42.76,5.17,26.83,26.08,8.31,0.86,29.71,21.27,1.44,126.72,78.73,705.4,197.44,0.0,23-Jan-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
23-Jan-2020 - 00:00,52.33,98.25,70.31,14.0,48.78,25.49,10.89,0.8,30.19,18.45,1.96,77.02,60.57,706.5,229.69,0.0,24-Jan-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
24-Jan-2020 - 00:00,43.24,107.83,105.28,23.55,75.14,33.89,10.83,1.02,30.06,19.78,1.2,118.44,52.74,704.84,228.24,0.0,25-Jan-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
25-Jan-2020 - 00:00,75.52,169.01,130.84,71.32,127.58,40.01,21.58,1.05,30.79,20.51,0.78,163.45,60.67,703.81,220.57,0.0,26-Jan-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
26-Jan-2020 - 00:00,74.53,178.1,138.12,61.27,123.28,43.26,6.44,1.41,29.08,21.95,0.8,125.27,58.04,702.41,224.45,0.0,27-Jan-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
27-Jan-2020 - 00:00,33.73,113.48,85.0,18.04,59.87,36.3,9.14,0.51,30.76,22.95,1.44,159.5,51.16,700.6,261.53,0.0,28-Jan-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
28-Jan-2020 - 00:00,48.39,129.08,78.79,30.67,66.83,18.61,8.02,1.4,30.33,21.59,1.35,259.11,58.97,701.38,140.06,0.0,29-Jan-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
29-Jan-2020 - 00:00,44.18,132.94,61.03,17.26,46.49,18.68,8.99,0.83,30.34,19.66,1.05,200.03,59.05,703.43,221.3,0.0,30-Jan-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
30-Jan-2020 - 00:00,36.68,90.68,57.9,10.26,39.14,21.16,6.79,0.6,30.36,18.14,1.68,101.8,52.41,704.55,238.99,0.0,31-Jan-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
31-Jan-2020 - 00:00,36.39,93.61,62.78,16.71,46.99,18.85,10.74,0.88,31.15,18.55,1.32,103.77,48.79,702.31,243.3,0.0,01-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
01-Feb-2020 - 00:00,31.47,83.57,60.23,10.78,40.8,19.39,8.78,0.66,30.58,18.81,1.6,85.48,50.08,703.89,233.73,0.0,02-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
02-Feb-2020 - 00:00,27.1,74.27,53.72,7.51,34.68,16.47,9.29,0.57,30.88,18.51,1.8,77.18,50.22,705.36,241.69,0.0,03-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
03-Feb-2020 - 00:00,36.01,96.53,59.92,12.14,41.75,18.45,13.53,0.83,31.72,19.88,1.54,87.61,55.58,703.74,215.17,0.0,04-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
04-Feb-2020 - 00:00,66.49,148.17,74.84,31.06,65.05,23.94,26.1,1.08,30.91,21.61,0.96,188.38,58.23,701.92,223.3,0.0,05-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
05-Feb-2020 - 00:00,54.87,113.75,64.01,15.83,46.91,23.6,11.47,0.9,32.17,20.54,1.37,104.23,61.48,702.84,232.99,0.0,06-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
06-Feb-2020 - 00:00,52.94,107.85,61.42,12.05,42.46,23.71,14.27,0.63,31.87,20.35,1.23,114.86,58.77,702.08,273.45,0.0,07-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
07-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,08-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
08-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,09-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
09-Feb-2020 - 00:00,36.9,85.07,82.15,12.08,53.51,13.46,8.14,0.96,32.68,19.53,1.69,71.93,41.8,705.87,106.33,0.0,10-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
10-Feb-2020 - 00:00,58.97,120.31,74.46,33.77,67.07,17.08,16.31,0.83,34.14,19.85,1.29,97.68,50.79,704.84,229.05,0.0,11-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
11-Feb-2020 - 00:00,56.8,119.72,81.47,26.41,64.81,18.55,16.36,1.06,32.97,22.37,1.16,105.18,51.86,704.8,204.29,0.0,12-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
12-Feb-2020 - 00:00,57.14,135.1,80.57,37.03,72.97,18.57,15.56,1.12,32.57,23.12,1.1,121.25,53.12,706.22,224.45,0.0,13-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
13-Feb-2020 - 00:00,77.34,178.46,98.15,93.8,128.47,21.43,13.37,1.29,32.4,23.61,0.88,178.74,54.61,704.99,216.81,0.0,14-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
14-Feb-2020 - 00:00,96.86,218.67,105.88,89.64,129.19,25.83,12.68,1.51,32.83,23.55,0.81,210.07,53.38,702.59,220.47,0.0,15-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
15-Feb-2020 - 00:00,51.85,135.69,84.24,24.19,64.47,20.47,8.52,1.18,32.83,23.99,1.14,115.76,46.56,702.35,216.48,0.0,16-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
16-Feb-2020 - 00:00,25.67,83.08,73.74,17.37,53.34,12.95,11.09,0.91,33.06,24.07,1.29,80.58,34.54,703.93,228.21,0.0,17-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
17-Feb-2020 - 00:00,25.21,94.02,80.16,38.48,73.92,12.62,10.25,1.07,34.7,24.59,1.16,95.33,30.38,705.01,222.38,0.0,18-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
18-Feb-2020 - 00:00,45.77,151.67,92.39,58.77,96.3,14.63,11.72,0.85,35.81,24.11,0.81,135.8,32.0,703.62,208.46,0.0,19-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
19-Feb-2020 - 00:00,65.55,204.23,94.26,10.96,58.85,24.0,10.49,1.38,38.09,25.81,1.1,175.7,35.1,701.62,211.47,0.0,20-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
20-Feb-2020 - 00:00,67.51,186.31,88.6,5.18,51.22,27.77,10.94,1.27,35.42,26.68,1.1,189.58,41.15,701.0,214.7,0.0,21-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
21-Feb-2020 - 00:00,53.64,152.68,77.62,7.31,47.23,22.85,21.04,1.0,34.57,25.64,1.11,186.38,39.57,702.8,220.69,0.0,22-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
22-Feb-2020 - 00:00,52.73,140.77,73.76,5.0,43.18,26.92,10.21,0.83,37.98,23.75,1.84,101.4,49.32,704.92,239.15,0.0,23-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
23-Feb-2020 - 00:00,60.24,120.25,79.52,5.01,46.37,36.83,10.96,0.62,34.18,23.26,1.89,110.34,56.73,703.35,227.22,0.0,24-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
24-Feb-2020 - 00:00,59.67,111.59,90.3,10.59,56.65,34.24,13.28,0.83,28.43,22.51,1.41,150.8,55.25,701.84,234.15,0.0,25-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
25-Feb-2020 - 00:00,58.35,131.19,89.41,32.59,74.05,27.48,11.9,1.01,24.7,22.64,1.18,160.9,49.74,701.79,239.08,0.0,26-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
26-Feb-2020 - 00:00,84.71,228.28,102.98,88.49,126.72,27.07,11.97,1.29,23.62,23.8,0.85,158.61,44.6,702.39,232.96,0.0,27-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
27-Feb-2020 - 00:00,57.28,179.55,101.51,42.38,88.44,25.81,6.48,1.13,22.83,25.57,0.84,143.76,39.72,701.93,230.49,0.0,28-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
28-Feb-2020 - 00:00,40.46,139.0,76.74,16.16,53.95,22.81,8.38,0.75,24.2,26.59,1.16,142.85,36.47,700.63,228.1,0.0,29-Feb-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
29-Feb-2020 - 00:00,50.98,163.77,80.23,24.03,62.21,25.39,15.57,1.01,27.36,27.17,1.17,158.43,38.61,700.17,204.55,0.0,01-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
01-Mar-2020 - 00:00,82.75,204.81,116.6,48.16,101.17,33.64,15.54,1.37,32.1,26.75,0.87,182.34,44.83,700.4,208.6,0.0,02-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
02-Mar-2020 - 00:00,75.11,194.19,101.03,55.64,98.97,35.65,12.81,1.46,33.04,26.58,0.86,228.9,42.68,700.37,229.48,0.0,03-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
03-Mar-2020 - 00:00,54.66,170.59,94.88,39.28,82.4,31.03,21.49,1.25,32.41,25.9,0.89,258.49,37.64,700.38,235.71,0.0,04-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
04-Mar-2020 - 00:00,43.89,144.26,78.53,20.22,58.22,28.49,10.97,0.84,31.87,25.3,1.41,252.23,39.95,700.55,237.86,0.0,05-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
05-Mar-2020 - 00:00,43.64,162.28,82.73,28.67,67.31,23.86,8.6,1.12,31.73,24.59,0.99,233.64,39.01,700.0,231.02,0.0,06-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
06-Mar-2020 - 00:00,38.24,163.28,58.42,18.99,46.52,26.18,7.22,0.62,32.1,23.67,2.13,241.66,53.81,,231.97,0.0,07-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
07-Mar-2020 - 00:00,34.42,141.8,69.28,14.6,48.72,19.93,9.06,0.68,31.71,23.11,1.25,179.57,43.0,701.51,247.33,0.0,08-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
08-Mar-2020 - 00:00,18.28,80.34,65.76,8.11,41.57,24.63,7.48,0.41,33.28,23.47,1.96,94.43,41.75,701.83,245.75,0.0,09-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
09-Mar-2020 - 00:00,20.22,74.24,63.77,6.96,39.58,22.92,8.42,0.61,35.62,24.33,1.95,80.79,41.73,701.02,233.82,0.0,10-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
10-Mar-2020 - 00:00,70.68,145.62,73.88,14.45,51.04,32.91,16.67,0.83,35.2,26.38,1.27,215.81,42.01,700.0,201.49,0.0,11-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
11-Mar-2020 - 00:00,23.29,73.23,53.75,10.16,36.86,24.46,8.88,0.37,35.37,22.22,1.81,246.73,60.29,700.0,214.77,0.0,12-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
12-Mar-2020 - 00:00,20.54,111.46,61.83,9.72,40.78,14.32,6.43,0.76,34.54,26.2,1.94,246.48,34.09,701.0,264.28,0.0,13-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
13-Mar-2020 - 00:00,34.49,133.13,87.66,23.78,65.97,17.9,22.07,0.82,33.57,22.12,0.98,251.57,31.93,701.98,197.14,0.0,14-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
14-Mar-2020 - 00:00,33.98,157.12,68.29,10.4,44.78,18.92,14.08,0.63,36.67,22.62,1.24,192.14,33.78,701.9,247.01,0.0,15-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
15-Mar-2020 - 00:00,29.94,144.39,69.8,15.65,49.86,19.15,7.3,0.75,35.24,23.51,1.53,118.7,29.16,702.39,241.01,0.0,16-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
16-Mar-2020 - 00:00,28.1,115.53,70.74,10.25,45.96,22.33,9.21,0.71,39.28,24.71,1.45,103.31,34.01,702.5,229.77,0.0,17-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
17-Mar-2020 - 00:00,28.94,113.02,71.91,9.59,46.05,26.96,6.86,0.64,37.17,27.08,1.54,98.53,35.95,702.23,225.16,0.0,18-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
18-Mar-2020 - 00:00,37.35,143.3,78.42,24.09,61.3,28.16,8.5,0.75,36.3,28.58,1.24,151.97,36.8,701.65,221.0,0.0,19-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
19-Mar-2020 - 00:00,48.61,145.2,83.44,55.35,89.38,28.37,13.58,0.62,37.13,28.49,0.96,170.69,41.05,700.47,224.79,0.0,20-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
20-Mar-2020 - 00:00,49.4,162.22,80.42,38.47,74.05,27.09,8.33,0.76,35.43,27.73,1.48,219.67,32.42,700.5,224.86,0.0,21-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
21-Mar-2020 - 00:00,43.52,146.0,75.43,32.83,66.81,25.44,18.85,1.04,35.42,27.29,1.18,252.17,34.05,700.61,232.54,0.0,22-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
22-Mar-2020 - 00:00,44.42,115.83,73.65,22.38,57.37,32.07,11.05,0.71,34.96,28.06,0.79,222.7,39.54,700.82,206.52,0.0,23-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
23-Mar-2020 - 00:00,49.02,139.64,82.25,18.31,58.64,33.62,6.98,1.34,36.13,31.5,0.92,176.03,31.03,701.13,232.43,0.0,24-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
24-Mar-2020 - 00:00,32.62,117.04,60.62,17.76,46.69,34.48,6.4,0.44,35.71,30.79,0.88,201.9,33.82,700.39,183.95,0.0,25-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
25-Mar-2020 - 00:00,20.45,76.86,47.42,9.69,33.1,27.33,6.08,0.33,36.24,29.02,1.79,115.29,42.36,700.84,198.42,0.0,26-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
26-Mar-2020 - 00:00,22.06,53.16,48.55,8.39,32.64,26.85,5.15,0.33,34.78,28.43,1.51,150.76,54.26,701.04,222.56,0.01,27-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
27-Mar-2020 - 00:00,14.92,26.95,37.75,6.51,26.19,28.29,5.9,0.34,33.66,23.32,1.54,124.14,78.1,703.0,206.21,0.06,28-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
28-Mar-2020 - 00:00,16.48,36.31,30.97,9.11,31.19,16.18,5.71,0.3,32.79,26.81,1.0,109.43,58.56,702.72,248.46,0.0,29-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
29-Mar-2020 - 00:00,22.43,53.21,32.67,11.35,36.6,13.67,3.9,0.34,32.54,28.71,1.03,159.59,46.6,701.28,234.01,0.0,30-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
30-Mar-2020 - 00:00,25.27,64.0,38.22,10.39,38.78,10.64,4.64,0.41,32.96,29.94,1.47,159.96,39.74,701.11,228.6,0.0,31-Mar-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
31-Mar-2020 - 00:00,28.64,69.98,36.77,13.57,40.59,13.96,5.88,0.36,32.84,30.87,1.2,234.74,31.32,701.06,222.86,0.0,01-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
01-Apr-2020 - 00:00,25.56,81.14,30.88,11.29,35.6,9.04,6.3,0.31,34.72,30.63,1.29,256.71,30.48,701.02,226.46,0.0,02-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
02-Apr-2020 - 00:00,19.46,84.54,30.69,8.07,32.88,12.08,5.76,0.27,34.97,30.18,1.37,154.52,28.21,700.83,231.68,0.0,03-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
03-Apr-2020 - 00:00,11.5,62.98,30.31,7.74,32.41,10.01,5.6,0.21,35.17,30.78,1.48,102.38,23.33,701.05,225.26,0.0,04-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
04-Apr-2020 - 00:00,15.71,73.17,35.33,7.56,34.93,10.66,3.78,0.32,36.48,31.28,1.48,96.34,23.19,701.26,217.82,0.0,05-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
05-Apr-2020 - 00:00,25.39,73.64,34.27,9.52,38.86,10.72,5.97,0.37,37.07,32.01,1.22,105.15,23.85,701.48,209.68,0.0,06-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
06-Apr-2020 - 00:00,36.18,91.06,25.15,13.78,44.58,10.16,7.56,0.45,36.82,32.57,1.07,207.05,23.52,701.01,205.46,0.0,07-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
07-Apr-2020 - 00:00,36.76,97.21,22.73,13.05,42.71,8.16,7.33,0.41,36.96,31.97,1.25,253.53,22.97,700.34,212.27,0.0,08-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
08-Apr-2020 - 00:00,37.69,106.98,22.13,12.17,41.66,7.82,6.69,0.4,37.42,31.37,1.46,252.96,27.12,700.98,217.1,0.0,09-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
09-Apr-2020 - 00:00,61.76,138.83,25.35,10.98,43.46,12.27,8.72,0.63,37.12,31.45,0.99,202.54,30.1,701.09,216.97,0.0,10-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
10-Apr-2020 - 00:00,57.92,134.37,26.05,13.26,45.9,10.49,8.74,0.64,35.7,32.15,0.92,168.86,23.72,701.62,216.34,0.0,11-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
11-Apr-2020 - 00:00,95.55,145.09,40.56,13.9,53.21,15.43,10.86,0.97,36.92,32.67,0.69,176.49,26.62,702.23,203.09,0.0,12-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
12-Apr-2020 - 00:00,83.96,163.78,34.29,17.47,53.24,12.04,9.73,0.71,36.91,33.59,0.93,159.97,22.11,701.54,200.79,0.0,13-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
13-Apr-2020 - 00:00,81.12,166.91,37.63,18.5,55.08,11.71,11.73,0.8,37.55,33.42,0.78,172.41,23.08,700.58,194.76,0.0,14-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
14-Apr-2020 - 00:00,45.52,166.96,38.58,19.06,56.02,11.67,8.82,0.8,37.75,33.71,0.77,187.26,23.11,700.53,194.89,0.0,15-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
15-Apr-2020 - 00:00,37.56,171.45,29.2,14.99,47.72,10.52,14.57,0.77,37.21,34.56,1.08,231.97,21.44,700.97,189.44,0.0,16-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
16-Apr-2020 - 00:00,38.17,107.12,17.94,12.66,39.83,5.11,5.78,0.45,37.09,34.67,1.62,265.8,22.85,700.33,198.22,0.0,17-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
17-Apr-2020 - 00:00,44.08,110.96,25.5,12.51,40.01,9.39,10.87,0.49,36.99,34.11,1.49,261.05,27.68,700.21,202.46,0.0,18-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
18-Apr-2020 - 00:00,65.47,135.32,46.46,12.03,39.55,18.31,10.65,0.53,36.72,33.58,1.41,246.64,29.81,700.54,199.25,0.03,19-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
19-Apr-2020 - 00:00,29.47,99.57,46.27,11.08,33.62,17.88,4.56,0.31,35.26,33.26,1.81,263.27,25.03,700.36,206.06,0.0,20-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
20-Apr-2020 - 00:00,27.14,84.07,44.75,10.48,32.33,17.05,8.75,0.34,36.11,32.98,1.78,250.01,26.51,700.46,205.83,0.0,21-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
21-Apr-2020 - 00:00,53.2,126.33,49.73,10.62,37.14,18.66,10.17,0.63,36.67,32.16,0.96,188.09,30.53,700.33,202.76,0.0,22-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
22-Apr-2020 - 00:00,36.65,148.21,35.88,11.25,38.93,15.76,10.58,0.68,35.72,32.94,0.99,233.41,28.23,700.0,199.65,0.0,23-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
23-Apr-2020 - 00:00,26.76,108.31,23.87,10.58,36.29,15.31,7.64,0.53,34.81,33.67,1.56,245.89,27.26,700.0,199.35,0.0,24-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
24-Apr-2020 - 00:00,20.43,86.66,16.41,9.27,31.26,10.77,7.66,0.28,35.98,34.03,2.1,255.22,29.31,,197.72,0.0,25-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
25-Apr-2020 - 00:00,16.53,109.82,27.94,7.84,28.87,10.86,5.87,0.24,35.87,32.53,2.2,254.06,29.25,,210.51,0.0,26-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
26-Apr-2020 - 00:00,24.33,104.29,45.27,9.76,32.02,17.14,6.23,0.32,36.19,32.9,1.3,210.47,34.91,700.0,198.47,0.0,27-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
