from date,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Eth-Benzene,SR,RH,RF,WD,WS,PM2.5,to date,station
24-Aug-2020 - 00:00,23.39,6.21,6.67,16.29,22.97,9.4,0.37,11.99,,,350.27,94.13,0.0,111.41,0.99,14.8,25-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-Aug-2020 - 00:00,13.96,3.92,5.56,14.19,19.78,9.21,0.44,12.21,,,353.64,94.42,0.0,110.13,0.79,8.75,26-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-Aug-2020 - 00:00,25.36,4.82,6.2,15.79,21.99,9.34,0.44,10.34,,,362.72,94.87,0.0,127.8,0.63,15.89,27-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-Aug-2020 - 00:00,38.45,4.71,6.71,17.14,23.85,9.51,0.32,12.05,,,354.24,94.21,0.0,127.35,0.36,24.13,28-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-Aug-2020 - 00:00,49.44,6.59,6.25,16.6,22.83,9.49,0.36,10.88,,,316.48,95.52,0.0,231.54,0.61,31.16,29-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-Aug-2020 - 00:00,28.46,4.26,6.55,18.54,25.09,9.68,0.38,11.78,,,196.57,93.45,0.0,123.86,0.29,18.04,30-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-Aug-2020 - 00:00,29.53,3.42,6.91,18.62,25.51,9.72,0.36,10.81,,,156.71,95.62,0.0,140.0,0.65,18.6,31-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
31-Aug-2020 - 00:00,12.58,4.83,5.41,14.25,19.66,9.32,0.42,15.15,0.0,0.0,230.78,91.26,0.0,117.5,1.78,7.91,01-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
01-Sep-2020 - 00:00,21.46,4.55,5.54,14.75,20.3,9.67,0.4,12.45,,,208.61,93.0,0.0,114.12,0.97,13.66,02-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-Sep-2020 - 00:00,46.89,5.59,5.95,14.2,20.15,9.84,0.42,11.16,,,187.02,92.08,0.0,125.29,0.41,29.37,03-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-Sep-2020 - 00:00,39.07,4.56,5.25,9.33,14.57,9.6,0.43,11.44,,,227.28,95.13,0.0,161.84,0.8,24.71,04-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-Sep-2020 - 00:00,34.67,5.16,4.35,5.59,9.94,9.3,0.49,12.6,,,201.73,93.01,0.0,199.86,0.28,21.77,05-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-Sep-2020 - 00:00,70.75,7.9,4.58,5.58,10.16,9.32,0.38,11.14,,,171.31,95.41,0.11,205.18,0.34,43.61,06-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-Sep-2020 - 00:00,85.48,10.02,4.18,5.25,9.41,9.2,0.39,12.27,,,152.06,95.46,0.0,210.41,0.52,54.43,07-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
07-Sep-2020 - 00:00,60.09,6.5,4.39,5.59,9.98,9.22,0.41,12.56,,,154.52,90.14,0.0,244.57,0.58,37.83,08-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
08-Sep-2020 - 00:00,124.35,8.75,3.94,5.81,9.74,9.35,0.48,14.11,,,177.97,87.03,0.0,300.54,1.03,78.34,09-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
09-Sep-2020 - 00:00,103.25,7.17,5.21,8.03,13.25,9.81,0.58,14.23,,,197.05,86.72,0.0,297.34,0.97,65.13,10-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
10-Sep-2020 - 00:00,152.64,10.65,5.39,9.11,14.48,9.83,0.43,11.14,,,213.0,86.19,0.0,303.44,1.03,96.24,11-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
11-Sep-2020 - 00:00,138.11,7.21,5.99,11.72,17.72,10.32,0.54,9.14,,,221.29,82.51,0.0,222.98,0.55,86.96,12-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
12-Sep-2020 - 00:00,108.42,6.0,5.78,11.47,17.25,10.27,0.51,9.0,,,226.82,84.02,0.0,234.14,0.59,68.24,13-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
13-Sep-2020 - 00:00,125.0,7.45,4.71,8.56,13.25,9.74,0.58,8.49,,,234.81,86.24,0.0,287.67,0.65,79.15,14-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
14-Sep-2020 - 00:00,133.47,5.48,3.12,5.83,8.95,9.04,0.58,8.37,,,228.02,84.48,0.0,263.22,0.8,84.64,15-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
15-Sep-2020 - 00:00,163.09,8.96,2.89,5.7,8.56,9.04,0.66,8.25,,,240.09,88.17,0.0,252.17,0.76,100.57,16-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
16-Sep-2020 - 00:00,110.18,6.93,3.32,5.59,8.91,9.07,0.58,10.03,,,244.36,84.8,0.0,304.31,1.1,61.22,17-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
17-Sep-2020 - 00:00,123.27,8.62,3.46,5.29,8.76,9.18,0.55,14.33,,,261.63,85.6,0.0,294.12,0.9,69.02,18-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
18-Sep-2020 - 00:00,120.19,11.51,3.23,5.33,8.54,9.11,0.55,16.56,,,237.94,80.31,0.0,279.1,0.85,74.94,19-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
19-Sep-2020 - 00:00,142.74,10.55,3.1,5.56,8.65,9.11,0.55,14.79,,,258.63,82.69,0.0,222.64,0.42,90.09,20-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
20-Sep-2020 - 00:00,78.38,5.63,3.45,5.7,9.14,9.16,0.46,13.65,,,274.27,80.35,0.0,274.15,0.95,49.71,21-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
21-Sep-2020 - 00:00,103.92,8.6,3.41,5.69,9.1,9.1,0.52,14.81,0.0,0.0,282.21,77.14,0.0,233.0,0.49,65.61,22-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
22-Sep-2020 - 00:00,78.81,4.9,3.46,5.29,8.74,9.11,0.51,13.35,,,299.28,92.55,0.0,128.08,0.51,49.61,23-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-Sep-2020 - 00:00,48.85,4.78,3.49,5.41,8.88,9.17,0.45,13.2,,,259.29,92.57,0.04,119.89,0.29,30.65,24-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-Sep-2020 - 00:00,114.51,9.37,3.7,5.57,9.27,9.22,0.52,11.81,,,145.14,93.67,0.0,179.43,0.58,71.74,25-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-Sep-2020 - 00:00,130.61,9.73,3.67,5.9,9.58,9.2,0.55,12.59,,,190.34,85.67,0.0,194.32,0.65,82.12,26-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-Sep-2020 - 00:00,158.79,13.85,3.5,6.08,9.59,9.18,0.5,13.84,,,176.58,79.07,0.0,211.62,0.43,99.8,27-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-Sep-2020 - 00:00,162.95,9.66,3.72,6.17,9.9,9.22,0.47,14.35,,,156.78,78.73,0.0,248.05,0.68,102.47,28-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-Sep-2020 - 00:00,83.27,7.35,3.94,6.11,10.05,9.25,0.45,11.38,,,158.25,76.12,0.0,289.53,0.9,52.4,29-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-Sep-2020 - 00:00,98.17,6.89,3.75,6.12,9.87,9.16,0.45,12.84,,,156.23,74.87,0.0,272.59,0.98,61.86,30-Sep-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-Sep-2020 - 00:00,130.88,11.25,3.54,6.42,9.96,9.15,0.53,10.13,,,161.41,70.09,0.0,305.97,1.27,82.32,01-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
01-Oct-2020 - 00:00,103.75,9.24,3.59,6.52,10.04,9.25,0.58,9.78,2.66,2.04,166.75,72.57,0.0,290.65,1.01,65.36,02-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-Oct-2020 - 00:00,129.77,9.22,3.5,6.45,9.94,9.13,0.53,9.52,,,165.57,71.37,0.0,242.73,0.66,81.66,03-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-Oct-2020 - 00:00,140.59,13.75,3.64,6.43,10.07,9.19,0.59,9.44,,,179.42,68.26,0.0,236.3,0.56,88.5,04-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-Oct-2020 - 00:00,116.54,11.59,3.54,6.49,10.01,9.15,0.5,16.18,,,173.89,65.55,0.0,293.52,0.72,71.99,05-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-Oct-2020 - 00:00,147.46,11.72,3.48,6.62,10.12,9.15,0.71,11.48,,,189.8,62.38,0.0,267.92,0.96,88.86,06-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-Oct-2020 - 00:00,160.75,16.14,3.44,6.61,10.03,9.09,0.59,15.5,,,177.65,79.66,0.0,254.5,0.36,101.08,07-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
07-Oct-2020 - 00:00,118.78,12.59,3.33,6.58,9.9,9.08,0.5,28.19,,,172.89,65.62,0.0,256.2,0.67,74.83,08-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
08-Oct-2020 - 00:00,144.5,10.15,3.43,6.65,10.08,9.14,0.62,27.9,,,200.05,66.14,0.0,263.87,0.75,72.75,09-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
09-Oct-2020 - 00:00,145.58,8.24,3.3,6.6,9.91,9.1,0.5,27.39,,,197.93,63.77,0.0,228.38,0.67,65.49,10-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
10-Oct-2020 - 00:00,180.91,8.03,3.19,6.84,10.05,9.08,0.5,18.63,,,189.58,69.16,0.0,246.76,0.7,85.72,11-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
11-Oct-2020 - 00:00,227.54,9.03,3.36,6.58,9.95,9.13,0.42,8.94,,,196.06,71.47,0.0,231.12,0.41,133.83,12-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
12-Oct-2020 - 00:00,130.25,7.35,3.38,6.7,10.09,9.12,0.39,8.9,,,191.3,70.79,0.0,186.66,0.28,64.89,13-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
13-Oct-2020 - 00:00,136.0,7.48,3.38,6.67,10.05,9.13,0.33,8.65,,,191.52,74.31,0.0,140.82,0.33,78.35,14-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
14-Oct-2020 - 00:00,275.94,16.81,3.4,6.69,10.1,9.16,0.46,13.49,,,172.68,61.09,0.0,240.15,0.65,184.2,15-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
15-Oct-2020 - 00:00,176.32,24.91,7.2,14.97,20.77,9.04,0.41,12.94,,,151.67,53.45,0.0,245.27,0.6,111.69,16-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
16-Oct-2020 - 00:00,181.63,8.61,7.53,9.04,15.78,9.65,0.61,8.56,,,152.04,53.25,0.0,213.45,0.48,80.0,17-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
17-Oct-2020 - 00:00,124.09,9.67,4.52,7.48,11.57,9.2,0.48,10.24,,,156.15,55.89,0.0,231.62,0.65,49.63,18-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
18-Oct-2020 - 00:00,182.93,8.08,4.77,7.47,11.4,8.89,0.6,10.42,,,145.6,40.65,0.0,302.1,1.03,73.32,19-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
19-Oct-2020 - 00:00,159.0,20.54,3.45,7.61,10.88,8.96,0.49,15.99,,,154.69,44.97,0.0,296.34,0.89,63.58,20-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
20-Oct-2020 - 00:00,169.38,29.76,3.81,7.4,10.6,8.93,0.54,21.07,,,162.52,41.51,0.0,257.93,0.56,67.58,21-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
21-Oct-2020 - 00:00,136.65,14.6,5.77,2.89,8.65,9.05,0.34,12.37,,,164.68,48.9,0.0,222.06,0.32,56.69,22-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
22-Oct-2020 - 00:00,184.04,7.55,5.57,3.13,8.7,9.02,0.33,15.82,,,389.95,49.49,0.0,186.93,0.46,78.16,23-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-Oct-2020 - 00:00,237.93,5.24,4.54,4.8,9.34,9.01,0.52,13.33,,,709.28,54.16,0.0,235.41,0.35,101.14,24-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-Oct-2020 - 00:00,231.05,9.8,4.13,5.4,9.53,9.02,0.58,7.14,,,777.37,66.48,0.0,207.81,0.41,101.18,25-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-Oct-2020 - 00:00,131.86,5.28,2.71,7.48,10.19,9.03,0.65,5.98,,,735.59,64.8,0.0,180.25,0.4,65.91,26-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-Oct-2020 - 00:00,172.66,13.15,2.09,8.44,10.53,9.04,0.47,18.95,,,751.08,42.74,0.0,278.84,0.94,85.58,27-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-Oct-2020 - 00:00,255.01,25.0,9.8,14.69,17.36,9.68,0.43,22.0,,,746.52,42.11,0.0,293.04,0.92,150.34,28-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-Oct-2020 - 00:00,146.54,21.6,35.07,53.11,85.78,20.41,0.6,24.5,,,747.0,54.98,0.0,199.95,0.41,71.02,29-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-Oct-2020 - 00:00,213.58,12.44,37.32,35.16,71.68,19.79,0.61,27.24,,,676.25,65.69,0.0,178.41,0.31,99.73,30-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-Oct-2020 - 00:00,212.77,22.08,44.12,26.61,68.09,18.4,0.52,33.41,,,692.86,60.13,0.0,280.69,0.83,100.71,31-Oct-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
31-Oct-2020 - 00:00,252.28,21.98,36.8,26.31,58.41,17.02,0.82,7.59,,,662.15,48.43,0.0,295.44,1.08,118.33,01-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
01-Nov-2020 - 00:00,236.99,21.73,33.8,27.47,59.17,15.62,0.81,6.42,,,633.44,43.84,0.0,236.0,0.67,124.31,02-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-Nov-2020 - 00:00,214.34,18.78,35.32,30.62,65.4,15.66,0.74,6.09,,,701.3,53.36,0.0,184.08,0.39,115.95,03-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-Nov-2020 - 00:00,214.94,45.27,34.52,43.05,77.58,14.6,0.58,19.77,,,748.14,60.56,0.0,171.59,0.33,116.51,04-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-Nov-2020 - 00:00,255.98,50.25,37.11,51.61,88.7,10.83,0.68,31.92,,,751.8,60.35,0.0,231.75,0.58,143.04,05-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-Nov-2020 - 00:00,209.65,30.81,32.16,55.71,87.88,12.4,0.54,15.35,,,679.17,54.68,0.0,248.08,0.5,92.16,06-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-Nov-2020 - 00:00,236.96,27.9,8.91,65.29,74.21,20.54,0.55,20.86,,,663.76,49.82,0.0,251.98,0.64,94.92,07-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
07-Nov-2020 - 00:00,236.57,21.38,8.52,65.64,74.15,20.79,0.64,23.25,,,766.36,60.88,0.0,289.94,0.61,94.59,08-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
08-Nov-2020 - 00:00,291.33,16.35,24.52,58.72,83.22,15.13,0.46,10.13,0.0,0.0,420.83,54.78,0.0,312.66,0.96,105.26,09-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
09-Nov-2020 - 00:00,239.36,19.34,26.09,57.27,83.35,14.49,,18.46,,,371.87,64.89,0.0,,,105.48,10-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
10-Nov-2020 - 00:00,226.99,15.32,19.49,50.25,66.05,14.02,0.5,29.42,,,365.3,62.15,0.0,179.96,0.1,91.76,11-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
11-Nov-2020 - 00:00,263.29,13.78,59.41,86.75,145.6,27.88,0.71,19.34,,,377.61,68.25,0.0,169.95,0.25,84.19,12-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
12-Nov-2020 - 00:00,296.56,37.52,46.2,81.07,127.26,57.52,0.56,29.22,,,369.83,63.25,0.0,239.65,0.57,94.04,13-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
13-Nov-2020 - 00:00,216.23,17.54,20.03,69.97,90.0,109.96,0.65,19.26,,,371.05,63.75,0.0,242.0,0.5,97.4,14-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
14-Nov-2020 - 00:00,235.08,11.79,20.15,69.88,90.01,109.98,0.8,5.84,,,383.86,70.4,0.0,195.62,0.29,114.48,15-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
15-Nov-2020 - 00:00,273.6,9.86,20.16,70.01,90.17,110.16,0.72,4.33,,,391.64,72.54,0.0,128.27,1.29,139.69,16-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
16-Nov-2020 - 00:00,43.5,16.51,5.38,8.03,13.13,18.21,0.28,13.17,,,420.39,85.99,0.0,270.73,0.88,18.4,17-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
17-Nov-2020 - 00:00,147.82,30.9,7.21,12.84,19.98,27.35,0.62,14.08,,,412.1,77.08,0.0,314.64,0.87,65.73,18-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
18-Nov-2020 - 00:00,206.48,13.89,,,,,0.52,19.08,,,397.03,73.73,0.0,255.56,0.77,87.57,19-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
19-Nov-2020 - 00:00,140.0,17.36,,,,,0.5,31.36,,,413.28,73.35,0.0,246.8,0.54,65.99,20-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
20-Nov-2020 - 00:00,187.19,16.68,,,,,0.44,38.43,,0.0,332.12,44.45,0.0,308.32,1.49,111.3,21-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
21-Nov-2020 - 00:00,207.35,26.25,,,,,0.47,11.61,,,348.26,52.34,0.0,313.97,1.29,121.76,22-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
22-Nov-2020 - 00:00,165.77,22.72,,,,,0.51,10.09,,,342.91,49.9,0.0,281.53,0.92,87.63,23-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-Nov-2020 - 00:00,145.59,26.8,,,,,0.62,11.39,,,381.35,69.22,0.0,194.17,0.37,73.39,24-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-Nov-2020 - 00:00,182.57,16.83,,,,,0.35,7.91,,,404.86,79.92,0.0,189.51,0.25,84.54,25-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-Nov-2020 - 00:00,180.07,15.77,8.1,17.7,25.34,32.46,0.48,7.08,,,430.9,92.35,0.0,202.51,0.45,92.17,26-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-Nov-2020 - 00:00,61.18,11.79,21.23,27.61,44.59,53.94,0.23,5.46,,,429.83,81.36,0.0,252.09,0.73,34.62,27-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-Nov-2020 - 00:00,145.98,13.93,11.94,18.5,28.45,35.91,0.35,5.95,,,403.79,78.36,0.0,316.3,1.09,83.34,28-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-Nov-2020 - 00:00,268.08,19.89,5.65,11.01,16.65,24.91,0.58,6.59,,,366.76,61.44,0.0,302.12,1.0,151.86,29-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-Nov-2020 - 00:00,144.13,12.08,5.48,11.32,16.82,24.99,0.59,8.67,,,378.16,67.93,0.0,174.27,0.39,72.75,30-Nov-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-Nov-2020 - 00:00,257.27,10.56,7.04,13.5,19.74,27.3,0.73,7.34,,,400.8,67.74,0.0,241.4,0.48,121.73,01-Dec-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
01-Dec-2020 - 00:00,241.94,11.65,12.8,20.3,30.6,41.33,0.79,9.14,,,399.09,76.81,0.0,319.83,0.42,91.94,02-Dec-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
