from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,MP-Xylene,Eth-Benzene,AT,SR,RH,RF,WS,WD,to date,station
24-May-2020 - 00:00,20.78,31.59,44.19,32.59,,,6.64,0.88,14.87,0.0,0.0,0.0,0.0,29.69,261.34,37.69,0.0,13.43,72.63,25-May-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
25-May-2020 - 00:00,24.99,36.95,48.19,36.62,,0.79,6.87,0.89,17.48,0.0,0.01,0.0,0.0,29.85,263.81,31.15,0.0,13.26,75.29,26-May-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
26-May-2020 - 00:00,24.67,40.18,51.09,39.53,,1.42,6.73,0.9,16.71,0.0,0.02,0.0,0.0,29.92,262.57,65.52,0.0,11.99,72.22,27-May-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
27-May-2020 - 00:00,30.19,45.97,54.22,42.73,,,6.44,0.94,15.51,0.01,0.01,0.0,0.0,29.06,200.34,79.04,0.0,11.77,77.41,28-May-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
28-May-2020 - 00:00,25.57,39.06,48.29,36.92,,4.7,5.77,0.92,18.25,0.01,0.03,0.01,0.01,28.19,258.69,77.91,0.0,12.75,100.04,29-May-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
29-May-2020 - 00:00,17.19,25.24,53.52,44.47,,,5.67,0.97,20.55,0.0,0.02,0.01,0.0,26.57,209.0,78.32,0.0,10.87,76.42,30-May-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
30-May-2020 - 00:00,24.03,27.48,57.65,52.47,,,5.7,1.04,16.5,0.0,0.0,0.0,0.0,27.46,193.81,79.79,0.0,8.73,84.7,31-May-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
31-May-2020 - 00:00,11.72,15.13,50.13,44.82,,,5.32,0.97,18.1,0.0,0.0,0.0,0.0,28.72,266.83,66.98,0.0,11.76,82.39,01-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
01-Jun-2020 - 00:00,13.76,19.72,44.87,39.51,,,5.61,0.99,20.33,0.0,0.0,0.0,0.0,28.49,223.24,67.13,0.0,14.82,84.43,02-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
02-Jun-2020 - 00:00,12.5,27.64,44.34,38.93,,,5.43,0.99,17.82,0.0,0.0,0.0,0.0,27.04,193.43,71.46,0.0,15.58,83.87,03-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
03-Jun-2020 - 00:00,13.53,23.99,36.74,31.23,,0.29,5.51,1.01,15.84,0.0,0.0,0.0,0.0,27.14,244.73,73.92,0.0,15.86,80.19,04-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
04-Jun-2020 - 00:00,10.95,16.54,36.35,30.91,,1.52,5.6,1.0,13.17,0.0,0.0,0.0,0.0,27.67,233.5,72.89,0.0,15.87,79.27,05-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
05-Jun-2020 - 00:00,10.41,16.88,39.8,34.5,,0.87,5.65,1.01,13.03,0.0,0.0,0.0,0.0,26.98,267.21,78.76,0.0,14.12,73.51,06-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
06-Jun-2020 - 00:00,12.67,19.07,36.77,32.13,,1.33,5.8,1.02,14.33,0.0,0.0,0.0,0.0,26.45,245.21,81.26,0.0,15.13,74.45,07-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
07-Jun-2020 - 00:00,11.67,15.83,35.35,29.85,,,5.57,1.06,17.06,0.0,0.0,0.0,0.0,25.78,220.56,81.59,0.0,14.76,70.2,08-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
08-Jun-2020 - 00:00,19.34,36.47,40.99,33.07,,3.45,6.43,0.77,20.54,0.0,0.0,0.0,0.0,26.45,231.74,78.65,0.0,12.77,69.19,09-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
09-Jun-2020 - 00:00,18.22,26.93,46.64,28.27,,1.64,6.72,0.42,12.77,0.0,0.0,0.0,0.0,27.33,259.07,80.29,0.0,13.91,71.93,10-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
10-Jun-2020 - 00:00,19.1,26.74,47.15,28.83,,1.85,6.1,0.43,11.16,0.0,0.0,0.0,0.0,26.58,198.76,82.45,0.0,13.82,69.69,11-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
11-Jun-2020 - 00:00,15.17,26.68,39.24,20.98,,1.45,6.81,0.45,12.29,0.0,0.0,0.0,0.0,25.31,171.18,84.91,0.0,15.59,69.89,12-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
12-Jun-2020 - 00:00,13.25,20.12,46.41,28.27,,1.24,6.8,0.49,12.42,0.0,0.0,0.0,0.0,24.49,158.82,86.52,0.0,14.52,69.23,13-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
13-Jun-2020 - 00:00,13.28,21.6,42.62,24.92,,1.81,6.62,0.49,11.18,0.0,0.0,0.0,0.0,25.24,229.62,84.24,0.0,15.15,70.68,14-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
14-Jun-2020 - 00:00,10.05,12.71,33.43,15.24,,1.49,6.31,0.49,11.6,0.0,0.0,0.0,0.0,25.2,204.38,82.2,0.0,16.45,71.2,15-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
15-Jun-2020 - 00:00,17.38,24.38,39.18,22.11,,2.46,6.2,0.51,11.63,0.0,0.0,0.0,0.0,26.11,205.94,82.25,0.0,15.71,72.1,16-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
16-Jun-2020 - 00:00,13.86,20.0,39.71,21.57,,1.87,5.68,0.51,13.08,0.0,0.0,0.0,0.0,25.75,207.05,82.47,0.0,15.8,69.37,17-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
17-Jun-2020 - 00:00,15.6,20.5,46.83,28.74,,1.49,5.71,0.54,10.69,0.0,0.0,0.0,0.0,25.45,191.05,84.59,0.0,13.68,71.59,18-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
18-Jun-2020 - 00:00,17.45,23.55,41.89,24.28,,2.46,5.8,0.53,11.05,0.0,0.0,0.0,0.0,25.23,226.91,82.47,0.0,15.06,72.83,19-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
19-Jun-2020 - 00:00,15.57,22.07,42.49,25.53,,2.98,5.48,0.53,10.24,0.0,0.0,0.0,0.0,26.08,267.05,80.12,0.0,14.53,69.58,20-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
20-Jun-2020 - 00:00,15.76,20.12,35.52,19.32,,2.59,5.45,0.52,11.94,0.0,0.0,0.0,0.0,26.76,266.62,79.04,0.0,16.02,68.77,21-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
21-Jun-2020 - 00:00,8.12,12.87,36.36,18.44,,1.9,5.92,0.48,10.24,0.0,0.0,0.0,0.0,25.35,218.05,84.34,0.0,15.83,69.79,22-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
22-Jun-2020 - 00:00,16.41,22.26,37.41,19.21,,1.47,5.88,0.55,12.27,0.0,0.0,0.0,0.0,24.97,195.13,84.17,0.0,15.59,71.41,23-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
23-Jun-2020 - 00:00,18.15,23.12,46.67,28.62,,1.61,6.26,0.59,12.19,0.0,0.0,0.0,0.0,25.01,143.01,84.3,0.0,12.26,69.77,24-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
24-Jun-2020 - 00:00,20.08,24.99,50.98,32.76,,1.71,6.02,0.62,11.65,0.0,0.0,0.0,0.0,26.65,227.29,80.0,0.0,11.59,72.66,25-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
25-Jun-2020 - 00:00,18.7,25.2,51.31,34.31,,2.68,6.03,0.6,11.53,0.0,0.0,0.0,0.0,26.7,263.81,79.53,0.0,12.06,76.64,26-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
26-Jun-2020 - 00:00,12.75,18.32,52.22,35.71,,2.59,6.1,0.59,11.85,0.0,0.0,0.0,0.0,26.67,279.07,74.55,0.0,12.24,91.92,27-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
27-Jun-2020 - 00:00,12.4,15.73,40.84,23.58,,2.27,6.0,0.57,15.37,0.0,0.0,0.0,0.0,25.87,257.52,79.61,0.0,14.75,71.36,28-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
28-Jun-2020 - 00:00,13.76,16.0,44.84,27.78,,2.63,5.88,0.57,11.38,0.0,0.0,0.0,0.0,25.78,209.65,82.13,0.0,13.36,73.91,29-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
29-Jun-2020 - 00:00,15.67,20.56,48.68,30.47,,2.08,6.17,0.61,10.12,0.0,0.0,0.0,0.0,26.3,223.88,81.1,0.0,12.37,75.77,30-Jun-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
30-Jun-2020 - 00:00,15.81,17.5,39.28,20.96,,1.92,5.61,0.59,13.9,0.0,0.0,0.0,0.0,26.07,259.91,78.77,0.0,14.98,70.56,01-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
01-Jul-2020 - 00:00,15.19,20.27,38.87,20.82,,2.18,5.94,0.57,11.0,0.0,0.0,0.0,0.0,25.97,200.07,80.38,0.0,15.06,71.25,02-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
02-Jul-2020 - 00:00,10.55,16.78,38.96,21.73,,1.83,6.03,0.6,8.23,0.0,0.0,0.0,0.0,25.11,197.03,85.05,0.0,15.03,69.05,03-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
03-Jul-2020 - 00:00,9.91,15.52,39.02,22.43,,3.12,6.21,0.63,9.53,0.0,0.0,0.0,0.0,24.1,198.72,89.92,0.0,15.4,67.98,04-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
04-Jul-2020 - 00:00,16.11,31.27,36.74,21.24,,3.51,6.4,0.68,8.87,0.0,0.0,0.0,0.0,24.79,216.16,88.58,0.0,15.48,69.48,05-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
05-Jul-2020 - 00:00,9.7,14.26,44.22,26.16,,1.31,6.15,0.6,9.16,0.0,0.0,0.0,0.0,25.03,166.09,87.54,0.0,13.68,69.92,06-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
06-Jul-2020 - 00:00,17.84,28.01,38.64,21.28,,2.15,6.15,0.4,7.61,0.0,0.0,0.0,0.0,25.22,227.52,86.08,0.0,14.72,70.87,07-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
07-Jul-2020 - 00:00,26.39,37.68,19.72,4.18,,4.55,5.7,0.14,5.65,0.0,0.0,0.0,0.0,25.72,240.53,82.56,0.0,14.42,68.07,08-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
08-Jul-2020 - 00:00,21.01,34.98,9.36,,,8.36,2.44,0.13,7.64,0.0,0.0,0.0,0.0,25.21,218.91,80.6,0.0,12.31,70.43,09-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
09-Jul-2020 - 00:00,31.35,49.06,8.8,,,8.57,1.9,0.04,4.5,0.0,0.0,0.0,0.0,25.58,227.97,76.07,0.0,10.77,77.13,10-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
10-Jul-2020 - 00:00,30.76,41.82,9.14,,,8.39,2.4,0.02,5.77,0.0,0.0,0.0,0.0,24.46,181.47,81.56,0.0,11.7,67.56,11-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
11-Jul-2020 - 00:00,30.94,45.64,11.24,,,7.57,4.24,0.18,6.49,0.0,0.0,0.0,0.0,26.15,245.45,77.19,0.0,12.99,70.19,12-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
12-Jul-2020 - 00:00,12.99,18.56,10.29,,,7.92,2.52,,7.91,0.0,0.0,0.0,0.0,26.06,257.05,79.81,0.0,14.96,69.05,13-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
13-Jul-2020 - 00:00,18.1,32.24,8.36,,,8.66,2.03,,7.16,0.0,0.0,0.0,0.0,25.71,182.18,83.32,0.0,12.34,67.69,14-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
14-Jul-2020 - 00:00,20.33,37.99,7.48,,,8.94,2.31,,6.7,0.0,0.0,0.0,0.0,26.36,234.59,80.91,0.0,12.14,71.42,15-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
15-Jul-2020 - 00:00,39.93,52.6,7.26,,,9.08,2.09,,4.87,0.0,0.0,0.0,0.0,24.85,156.59,87.44,0.0,13.54,67.47,16-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
16-Jul-2020 - 00:00,11.98,16.7,10.27,,,7.97,3.4,,4.44,0.0,0.0,0.0,0.0,23.99,112.71,89.97,0.0,14.36,68.58,17-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
17-Jul-2020 - 00:00,21.58,26.12,9.99,0.0,,7.61,4.39,0.0,5.7,0.0,0.0,0.0,0.0,24.19,200.6,89.97,0.0,14.9,67.13,18-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
18-Jul-2020 - 00:00,32.09,39.17,9.72,,,8.03,5.05,0.28,5.46,0.0,0.0,0.0,0.0,25.56,250.09,82.79,0.0,12.04,69.86,19-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
19-Jul-2020 - 00:00,16.31,27.49,8.64,,,8.47,3.88,,5.99,0.0,0.0,0.0,0.0,26.46,269.2,79.05,0.0,9.9,70.45,20-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
20-Jul-2020 - 00:00,25.91,46.49,6.31,,,9.41,2.27,,7.23,0.0,0.0,0.0,0.0,26.37,204.31,82.9,0.0,9.42,96.84,21-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
21-Jul-2020 - 00:00,34.28,49.35,5.82,,,9.46,1.47,,8.11,0.0,0.0,0.0,0.0,26.94,286.33,77.31,0.0,8.35,105.68,22-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
22-Jul-2020 - 00:00,22.52,40.68,5.71,,,9.6,1.13,,9.03,0.0,0.0,0.0,0.0,27.65,211.29,79.93,0.0,7.57,120.18,23-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
23-Jul-2020 - 00:00,36.79,46.27,5.39,,,9.77,1.3,,7.58,0.0,0.0,0.0,0.0,27.52,223.77,76.01,0.0,9.61,81.12,24-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
24-Jul-2020 - 00:00,34.04,44.21,4.99,,,9.96,0.84,,7.38,0.0,0.0,0.0,0.0,27.06,238.18,73.07,0.0,13.08,72.86,25-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
25-Jul-2020 - 00:00,13.15,21.21,3.82,,,10.36,1.22,,8.59,0.0,0.0,0.0,0.0,26.88,317.54,74.75,0.0,15.43,71.95,26-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
26-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,27-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
27-Jul-2020 - 00:00,43.4,51.83,37.53,27.98,,5.48,6.09,0.32,14.63,0.0,0.0,0.0,0.0,27.21,190.41,77.57,0.0,14.57,66.62,28-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
28-Jul-2020 - 00:00,27.99,48.72,52.47,21.41,46.22,14.94,6.14,0.15,8.96,0.0,0.0,0.0,0.0,26.07,222.95,84.59,0.0,12.73,74.0,29-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
29-Jul-2020 - 00:00,16.32,23.17,21.34,7.7,0.78,16.51,6.35,0.09,5.14,0.0,0.02,0.01,0.0,23.95,173.18,89.67,0.0,11.36,68.51,30-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
30-Jul-2020 - 00:00,13.41,17.31,22.97,23.67,0.67,17.28,6.52,0.15,6.06,0.0,0.02,0.01,0.0,24.6,255.08,86.61,0.0,14.0,67.23,31-Jul-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
31-Jul-2020 - 00:00,23.6,27.71,26.73,27.44,0.7,15.58,6.82,0.18,7.65,0.0,0.02,0.02,0.0,25.4,267.99,83.29,0.0,12.87,68.35,01-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
01-Aug-2020 - 00:00,11.22,18.5,26.08,26.65,0.56,12.91,6.95,0.5,9.18,0.0,0.02,0.0,0.0,24.57,203.38,84.03,0.0,12.56,69.11,02-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
02-Aug-2020 - 00:00,3.27,4.85,30.04,30.63,0.58,13.01,6.68,0.26,9.87,0.0,0.0,0.0,0.0,23.55,177.41,88.2,0.0,12.35,69.59,03-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
03-Aug-2020 - 00:00,14.3,20.12,31.35,31.94,0.59,12.92,6.33,0.36,7.98,0.0,0.01,0.01,0.0,24.46,174.65,87.42,0.0,11.07,127.0,04-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
04-Aug-2020 - 00:00,11.63,18.23,39.27,40.0,0.73,13.21,6.15,0.37,7.69,0.0,0.0,0.02,0.0,25.0,168.87,81.93,0.0,10.63,235.25,05-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
05-Aug-2020 - 00:00,15.69,22.47,24.33,24.56,0.41,12.94,5.85,0.45,7.04,0.0,0.03,0.0,0.0,24.51,171.74,83.8,0.0,15.96,239.76,06-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
06-Aug-2020 - 00:00,17.28,23.96,29.43,29.93,0.51,12.77,5.52,0.42,6.34,0.0,0.01,0.01,0.0,24.72,160.27,85.61,0.0,12.3,229.14,07-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
07-Aug-2020 - 00:00,8.75,11.76,20.95,21.27,0.33,12.82,5.82,0.37,8.21,0.0,0.02,0.01,0.0,23.75,179.78,87.07,0.0,15.08,223.5,08-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
08-Aug-2020 - 00:00,9.63,12.55,30.92,31.42,0.49,12.78,6.13,0.41,8.62,0.0,0.02,0.0,0.0,23.62,197.3,86.98,0.0,12.49,219.44,09-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
09-Aug-2020 - 00:00,7.16,8.78,34.96,35.5,0.55,12.83,6.36,0.38,10.18,0.0,0.0,0.0,0.0,22.81,135.79,90.42,0.0,11.68,218.21,10-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
10-Aug-2020 - 00:00,17.15,19.69,25.75,26.1,0.37,12.55,6.14,0.5,13.64,0.0,0.02,0.01,0.0,23.42,194.92,87.57,0.0,13.27,221.66,11-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
11-Aug-2020 - 00:00,15.3,20.84,26.87,27.27,0.39,12.47,6.05,0.5,10.56,0.0,0.05,0.0,0.0,24.81,225.7,85.62,0.0,10.8,224.42,12-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
12-Aug-2020 - 00:00,19.07,27.5,27.23,27.67,0.44,12.79,6.4,0.67,10.22,0.0,0.02,0.01,0.0,25.46,224.01,84.47,0.0,11.31,223.43,13-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
13-Aug-2020 - 00:00,15.11,27.0,27.86,28.28,0.45,12.68,6.34,0.44,9.51,0.0,0.01,0.02,0.0,25.17,208.43,86.13,0.0,11.55,223.49,14-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
14-Aug-2020 - 00:00,14.8,32.31,30.64,31.11,0.47,12.62,6.53,0.46,9.54,0.0,0.03,0.0,0.0,25.09,207.35,85.33,0.0,8.91,221.99,15-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
15-Aug-2020 - 00:00,14.64,25.94,29.87,30.29,0.42,12.23,6.07,0.49,11.19,0.0,0.0,0.0,0.0,25.29,193.27,84.75,0.0,10.17,226.14,16-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
16-Aug-2020 - 00:00,11.94,20.92,31.23,31.67,0.44,12.3,6.48,0.47,11.03,0.0,0.0,0.0,0.0,25.33,202.03,84.3,0.0,10.87,224.08,17-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
17-Aug-2020 - 00:00,20.58,35.17,33.33,33.83,0.49,12.2,6.11,0.57,9.96,0.0,0.03,0.0,0.0,25.11,167.6,84.32,0.0,9.68,223.04,18-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
18-Aug-2020 - 00:00,18.0,28.28,29.72,30.18,0.42,11.88,6.02,0.55,9.49,0.0,0.02,0.01,0.0,25.2,230.18,84.61,0.0,11.53,223.97,19-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
19-Aug-2020 - 00:00,15.63,24.66,31.08,31.52,0.44,12.09,6.09,0.52,9.92,0.0,0.03,0.01,0.0,25.57,233.8,81.53,0.0,10.5,218.3,20-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
20-Aug-2020 - 00:00,18.04,24.11,36.94,37.52,0.81,12.33,6.75,0.54,6.53,0.0,0.01,0.0,0.0,24.85,177.57,85.76,0.0,11.73,218.44,21-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
21-Aug-2020 - 00:00,17.15,23.67,31.59,32.09,0.51,12.77,6.36,0.56,7.86,0.0,0.04,0.02,0.0,26.08,225.85,80.99,0.0,8.39,219.89,22-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
22-Aug-2020 - 00:00,17.93,22.13,35.87,36.44,0.58,12.51,6.39,0.54,7.36,0.0,0.04,0.0,0.0,26.65,261.18,80.43,0.0,6.7,214.11,23-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
23-Aug-2020 - 00:00,12.26,14.82,35.93,36.48,0.55,12.03,6.3,0.48,6.99,0.0,0.0,0.0,0.0,25.98,233.49,83.69,0.0,8.02,213.58,24-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
24-Aug-2020 - 00:00,17.5,22.77,43.2,43.85,0.65,11.87,6.29,0.52,8.69,0.0,0.04,0.01,0.0,26.73,236.69,80.6,0.0,6.03,215.96,25-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
25-Aug-2020 - 00:00,21.54,29.0,41.21,41.75,0.55,10.94,6.79,0.56,9.38,0.0,0.02,0.02,0.0,26.84,256.47,78.24,0.0,8.09,214.29,26-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
26-Aug-2020 - 00:00,28.81,40.22,34.47,34.85,0.48,9.83,6.88,0.69,9.21,0.0,0.01,0.01,0.0,26.16,215.63,82.57,0.0,10.1,213.85,27-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
27-Aug-2020 - 00:00,31.33,39.68,18.29,18.47,0.2,10.31,6.62,0.71,8.96,0.0,0.0,0.01,0.0,26.33,256.42,78.09,0.0,12.78,219.34,28-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
28-Aug-2020 - 00:00,27.05,37.24,31.73,32.08,0.35,9.62,6.4,0.7,8.26,0.0,0.0,0.01,0.0,26.41,262.57,76.1,0.0,12.06,217.97,29-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
29-Aug-2020 - 00:00,24.16,36.56,29.11,29.43,0.31,9.86,7.14,1.21,8.46,0.0,0.0,0.01,0.0,26.42,269.68,76.78,0.0,12.23,218.02,30-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
30-Aug-2020 - 00:00,12.5,24.62,30.53,30.88,0.34,10.16,6.76,0.58,8.1,0.0,0.0,0.0,0.0,26.77,256.31,78.79,0.0,8.85,216.7,31-Aug-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
31-Aug-2020 - 00:00,16.35,32.99,35.45,35.82,0.38,9.64,6.41,0.7,7.76,0.0,0.0,0.0,0.0,26.87,240.19,78.21,0.0,5.88,210.15,01-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
01-Sep-2020 - 00:00,18.15,27.54,35.23,35.62,0.38,9.83,6.38,0.75,11.97,0.0,0.0,0.01,0.0,25.95,268.9,79.76,0.0,5.96,204.0,02-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
02-Sep-2020 - 00:00,21.39,31.82,33.54,33.94,0.41,9.93,6.44,0.79,10.48,0.0,0.0,0.01,0.0,24.98,159.32,86.3,0.0,5.0,181.11,03-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
03-Sep-2020 - 00:00,24.85,34.04,22.58,22.83,0.28,9.96,6.46,0.78,8.98,0.0,0.0,0.0,0.0,26.23,256.46,80.16,0.0,5.87,181.81,04-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
04-Sep-2020 - 00:00,25.15,34.04,26.53,26.82,0.31,9.15,6.71,0.66,8.43,0.0,0.0,0.01,0.0,26.29,173.5,82.16,0.0,4.89,186.08,05-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
05-Sep-2020 - 00:00,28.34,31.44,28.13,28.42,0.29,8.98,6.46,0.47,8.55,0.0,0.0,0.0,0.0,27.05,214.39,80.49,0.0,4.39,216.98,06-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
06-Sep-2020 - 00:00,15.9,26.4,17.96,18.11,0.27,9.51,6.23,0.37,5.78,0.0,0.0,0.0,0.0,25.7,249.76,83.57,0.0,10.65,257.59,07-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
07-Sep-2020 - 00:00,10.98,19.51,10.02,10.03,0.04,9.85,6.21,0.36,9.39,0.0,0.0,0.01,0.0,24.33,211.69,87.16,0.0,15.0,268.57,08-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
08-Sep-2020 - 00:00,14.25,30.73,15.42,15.5,0.13,9.9,6.1,0.37,10.75,0.0,0.0,0.01,0.0,26.45,260.75,79.26,0.0,11.64,251.82,09-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
