from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,SR,Temp,Toluene,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
11-Apr-2020 - 00:00,0.84,0.22,0.53,0.05,731.91,94.17,31.44,0.0,17.69,268.83,32.49,18.14,219.75,1.38,0.41,19.99,4.58,13.45,17.99,64.38,10.45,12-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Apr-2020 - 00:00,0.92,0.15,0.3,0.01,731.0,81.31,27.14,0.0,22.69,278.32,31.5,14.48,283.78,1.37,0.48,18.46,3.89,13.01,16.86,63.49,15.09,13-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Apr-2020 - 00:00,1.7,0.79,1.71,0.18,729.58,104.18,35.06,0.0,22.1,269.79,33.06,23.44,263.17,0.82,0.5,31.48,7.18,22.99,30.17,46.41,11.77,14-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Apr-2020 - 00:00,1.2,0.35,0.84,0.07,729.64,109.95,39.64,0.0,16.99,239.7,34.14,20.09,237.28,0.82,0.57,26.47,5.3,19.21,24.5,62.24,12.77,15-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Apr-2020 - 00:00,1.71,0.45,1.06,0.12,729.74,96.54,30.56,0.0,15.16,287.57,33.9,20.92,232.67,0.65,0.45,25.9,5.41,18.69,24.07,53.97,14.33,16-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Apr-2020 - 00:00,0.68,0.15,0.32,0.02,728.49,80.26,23.53,0.0,18.44,272.22,33.65,15.49,249.25,1.24,0.46,18.69,4.37,12.32,16.68,70.15,14.58,17-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Apr-2020 - 00:00,0.69,0.16,0.33,0.02,728.01,150.82,39.84,0.0,20.9,264.2,33.08,17.48,219.23,0.97,0.43,19.68,4.8,13.2,17.97,64.81,15.17,18-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Apr-2020 - 00:00,0.65,0.17,0.42,0.02,728.68,158.6,54.54,0.0,18.81,244.23,32.36,19.24,275.85,0.84,0.47,21.77,5.01,14.84,19.81,57.81,13.95,19-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Apr-2020 - 00:00,0.72,0.11,0.2,0.01,729.01,71.97,31.14,0.0,23.28,275.75,30.6,12.81,278.35,1.58,0.35,17.67,4.76,11.16,15.87,74.22,13.81,20-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Apr-2020 - 00:00,0.47,0.12,0.26,0.01,729.84,46.87,22.96,0.0,42.39,148.11,25.79,14.28,242.8,1.57,0.45,18.82,5.04,12.32,17.33,63.19,14.19,21-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Apr-2020 - 00:00,0.64,0.13,0.32,0.02,729.79,35.96,15.48,0.0,35.57,293.33,28.57,12.44,258.73,1.1,0.51,20.77,5.05,14.09,19.1,66.05,10.68,22-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Apr-2020 - 00:00,0.65,0.1,0.27,0.01,728.85,57.56,23.17,0.0,22.58,290.84,31.0,1.15,253.37,0.89,0.58,21.18,4.3,15.02,19.24,73.62,13.65,23-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Apr-2020 - 00:00,0.66,0.06,0.14,0.01,728.56,55.04,22.85,0.06,39.52,230.79,28.2,0.85,246.98,1.41,0.5,20.81,4.72,14.81,19.46,60.37,8.44,24-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Apr-2020 - 00:00,0.94,0.32,0.44,0.06,727.15,64.14,28.59,0.0,37.37,305.31,29.95,1.79,213.37,0.68,0.63,24.21,6.67,17.07,23.73,50.31,10.18,25-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Apr-2020 - 00:00,0.52,0.02,0.05,0.0,727.39,88.36,28.11,0.0,33.2,253.57,30.29,0.39,187.59,1.03,0.45,19.74,5.04,13.29,18.33,58.89,11.41,26-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Apr-2020 - 00:00,1.42,0.12,0.3,0.02,728.51,80.58,33.36,0.05,39.12,290.65,29.67,1.4,207.19,0.99,0.63,22.2,6.38,15.26,21.61,51.7,15.05,27-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Apr-2020 - 00:00,1.27,0.03,0.09,0.0,730.0,58.5,28.23,0.0,44.04,301.59,29.31,0.58,149.09,1.05,0.54,20.1,5.64,13.67,19.28,64.9,7.7,28-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Apr-2020 - 00:00,1.59,0.06,0.12,0.02,730.39,60.44,28.73,0.0,39.83,266.0,30.4,1.11,183.83,1.27,0.69,18.12,4.94,12.9,17.81,78.91,19.11,29-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Apr-2020 - 00:00,1.35,0.03,0.07,0.0,729.24,69.47,34.86,0.01,37.21,291.86,31.61,0.58,180.35,1.24,0.63,19.07,4.91,12.26,17.08,88.43,14.95,30-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Apr-2020 - 00:00,0.83,0.08,0.23,0.01,729.22,225.59,54.91,0.0,27.67,285.95,32.65,1.11,253.56,1.22,0.64,21.97,5.08,16.02,21.08,62.54,17.85,01-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-May-2020 - 00:00,0.75,0.09,0.21,0.01,727.96,95.51,39.53,0.0,19.94,290.06,34.48,1.28,269.2,1.06,0.51,23.75,5.16,16.93,22.09,53.11,17.27,02-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-May-2020 - 00:00,0.41,0.06,0.13,0.01,726.65,113.44,48.1,0.0,14.9,285.6,35.04,0.76,274.81,0.95,0.55,22.98,4.61,15.99,20.55,46.32,26.46,03-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-May-2020 - 00:00,1.86,0.02,0.04,0.0,727.1,128.87,44.34,0.06,44.43,240.01,30.23,0.62,105.61,1.73,0.67,20.64,5.34,13.32,18.64,68.73,15.49,04-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-May-2020 - 00:00,0.79,0.04,0.11,0.0,728.96,37.42,18.11,0.0,50.81,283.72,28.34,0.69,166.41,1.03,0.8,18.22,4.41,13.87,17.31,62.0,21.22,05-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-May-2020 - 00:00,0.83,0.05,0.09,0.0,728.57,48.87,22.8,0.0,40.27,308.78,30.16,1.3,246.92,1.05,0.73,13.04,2.38,12.39,12.95,62.55,9.99,06-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-May-2020 - 00:00,0.83,0.09,0.24,0.03,728.04,69.48,21.87,0.04,32.65,231.59,29.38,1.66,165.1,1.2,0.69,21.12,4.76,15.46,20.19,64.41,9.83,07-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-May-2020 - 00:00,1.87,0.45,0.94,0.13,727.95,60.62,29.47,0.0,33.72,312.01,30.57,3.06,207.13,0.62,0.92,25.37,5.44,19.94,25.35,58.94,10.93,08-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-May-2020 - 00:00,1.59,0.22,0.5,0.05,726.86,88.05,37.73,0.0,21.06,301.76,34.63,2.15,189.28,0.97,0.69,22.81,5.02,16.54,21.54,71.14,11.11,09-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-May-2020 - 00:00,1.32,0.12,0.33,0.03,727.24,142.62,41.88,0.0,17.84,304.12,35.66,1.64,224.63,0.93,0.66,21.11,4.39,15.18,19.5,60.88,9.98,10-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-May-2020 - 00:00,1.0,0.08,0.21,0.02,727.74,164.46,44.66,0.0,23.35,273.3,33.76,1.32,190.56,1.18,0.57,20.99,4.15,15.42,19.52,62.09,10.0,11-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-May-2020 - 00:00,1.05,0.06,0.16,0.01,728.95,92.95,35.36,0.02,34.46,273.19,31.37,0.92,208.38,1.23,0.83,21.28,4.84,15.34,20.12,67.96,13.16,12-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-May-2020 - 00:00,0.96,0.2,0.53,0.05,728.76,51.58,26.49,0.09,44.85,274.95,29.96,2.39,244.44,0.84,0.65,22.8,5.28,16.94,22.22,49.8,15.86,13-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-May-2020 - 00:00,0.69,0.1,0.25,0.03,727.89,201.0,67.54,0.0,38.59,269.78,30.92,1.67,232.04,1.49,0.69,18.92,4.47,13.76,18.16,60.46,11.97,14-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-May-2020 - 00:00,0.6,0.08,0.2,0.01,727.4,68.51,34.26,0.0,27.69,291.12,33.43,1.21,170.42,1.0,0.71,19.65,4.21,14.23,18.42,60.98,13.3,15-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-May-2020 - 00:00,0.93,0.11,0.16,0.01,727.25,110.94,53.5,0.0,31.49,296.66,32.76,1.72,256.54,1.14,0.73,20.85,4.99,14.8,19.78,78.15,9.76,16-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-May-2020 - 00:00,0.7,0.1,0.16,0.0,726.87,82.58,38.55,0.0,24.02,270.78,33.59,1.41,264.36,0.94,0.43,19.5,4.31,13.68,17.92,100.48,8.23,17-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-May-2020 - 00:00,1.17,0.24,0.57,0.06,725.81,174.81,36.76,0.0,20.0,239.04,34.44,2.78,256.68,0.84,0.73,23.0,4.67,17.15,21.79,81.27,12.78,18-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-May-2020 - 00:00,1.02,0.17,0.38,0.04,725.47,154.48,56.15,0.0,15.8,272.08,33.88,1.77,286.27,1.35,0.62,20.25,3.87,15.3,19.14,85.7,13.54,19-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-May-2020 - 00:00,1.23,0.55,0.85,0.11,724.65,122.79,66.16,0.0,11.42,287.34,34.98,3.96,295.94,1.33,0.63,23.21,4.29,17.21,21.43,80.29,11.38,20-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-May-2020 - 00:00,1.16,0.18,0.1,0.01,724.65,112.25,57.45,0.0,11.33,270.09,33.77,0.88,313.32,1.64,0.68,20.34,3.58,15.37,18.85,93.27,13.76,21-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-May-2020 - 00:00,3.98,2.23,1.89,0.24,724.38,101.9,56.54,0.0,13.87,182.04,34.54,6.24,258.0,1.14,1.27,30.12,4.67,23.67,28.33,61.21,10.41,22-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-May-2020 - 00:00,2.75,1.15,1.46,0.17,724.58,163.77,54.81,0.0,14.15,287.78,36.38,5.23,262.13,0.99,0.86,28.05,5.13,23.2,28.3,41.22,13.21,23-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-May-2020 - 00:00,0.33,0.07,0.09,0.01,725.68,180.26,52.55,0.0,18.38,278.85,36.63,0.8,297.81,1.46,0.85,19.49,4.16,13.83,17.9,45.63,18.02,24-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-May-2020 - 00:00,0.76,0.09,0.21,0.02,726.03,136.99,53.37,0.0,16.96,274.35,36.93,1.44,295.72,1.25,0.85,21.77,5.14,15.18,20.32,44.24,16.43,25-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-May-2020 - 00:00,0.52,0.04,0.11,0.0,725.75,100.39,45.84,0.0,16.5,280.71,37.44,0.82,277.24,1.24,0.66,21.23,5.18,14.41,19.56,45.43,8.1,26-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-May-2020 - 00:00,0.26,0.03,0.07,0.0,724.79,110.0,48.02,0.0,16.62,262.64,37.95,0.65,272.43,1.07,0.53,22.83,6.02,15.64,21.37,43.36,7.41,27-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-May-2020 - 00:00,0.32,0.03,0.18,0.06,723.23,131.59,52.21,0.0,20.49,286.49,38.04,0.83,284.38,1.13,0.5,20.17,5.93,13.48,19.34,52.3,7.37,28-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-May-2020 - 00:00,1.36,0.09,0.75,0.2,722.74,141.3,57.58,0.0,24.32,262.15,37.0,1.35,180.99,0.92,0.66,22.55,6.9,15.28,22.12,69.26,12.31,29-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-May-2020 - 00:00,0.79,0.09,0.8,0.21,724.65,108.59,44.41,0.0,38.53,292.71,32.58,1.17,132.38,2.45,0.59,22.13,6.75,15.06,21.81,96.92,9.39,30-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-May-2020 - 00:00,0.63,0.04,0.29,0.07,726.93,61.1,23.82,0.24,59.44,335.23,27.93,0.71,192.37,1.25,0.65,19.21,7.81,11.68,19.49,75.69,11.37,31-May-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
31-May-2020 - 00:00,0.66,0.05,0.36,0.1,728.13,66.39,19.97,0.0,62.66,257.07,27.53,0.83,195.24,1.05,0.53,20.16,9.22,11.49,20.7,69.62,10.01,01-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Jun-2020 - 00:00,0.85,0.12,0.94,0.26,728.5,70.55,16.92,0.01,51.53,320.51,28.27,1.64,196.27,1.08,0.58,22.54,8.35,15.06,23.41,78.25,12.43,02-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Jun-2020 - 00:00,0.82,0.15,1.13,0.31,727.32,73.18,33.96,0.0,41.59,319.64,30.32,2.08,191.33,0.83,0.55,23.28,8.65,15.46,24.08,79.2,9.33,03-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Jun-2020 - 00:00,0.91,0.25,1.99,0.52,725.99,71.85,35.91,0.05,44.36,296.53,30.11,2.68,184.76,0.83,0.56,23.26,9.0,15.23,24.22,70.91,8.95,04-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Jun-2020 - 00:00,0.96,0.26,1.97,0.53,725.3,68.68,34.98,0.0,49.94,243.43,29.31,2.99,180.43,0.7,0.58,25.61,9.96,15.92,25.87,67.91,10.01,05-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Jun-2020 - 00:00,0.73,0.12,1.15,0.31,725.22,37.01,19.95,0.24,56.42,326.85,28.16,1.68,158.98,1.28,0.62,39.43,9.57,18.1,27.65,75.38,10.11,06-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Jun-2020 - 00:00,1.0,0.13,0.94,0.37,724.73,62.3,32.72,0.0,51.43,324.87,30.12,2.5,189.38,0.99,0.65,30.54,15.4,18.89,34.27,79.19,10.45,07-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Jun-2020 - 00:00,0.62,0.07,0.45,0.21,724.94,82.25,27.02,0.0,51.85,279.69,30.14,1.8,229.6,1.11,0.45,20.48,9.02,11.56,20.58,60.3,9.85,08-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Jun-2020 - 00:00,0.57,0.19,1.27,0.54,724.69,78.37,35.75,0.0,47.99,313.87,32.06,2.04,262.19,0.83,0.63,23.87,10.74,14.1,24.84,55.1,11.04,09-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Jun-2020 - 00:00,0.33,0.09,0.53,0.24,724.96,81.58,37.68,0.0,39.59,312.97,33.99,1.33,270.29,1.23,0.51,21.48,8.3,14.3,22.6,60.11,10.27,10-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Jun-2020 - 00:00,0.41,0.13,0.87,0.38,724.63,92.41,39.37,0.02,38.46,304.08,34.26,1.44,246.6,1.11,0.6,21.22,7.71,14.22,21.93,54.92,13.95,11-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Jun-2020 - 00:00,0.37,0.11,0.82,0.34,723.72,121.76,34.42,0.03,43.9,367.95,33.77,1.63,248.81,1.37,0.65,22.52,7.94,14.67,22.61,57.38,11.43,12-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Jun-2020 - 00:00,0.97,0.22,1.29,0.55,722.23,76.13,36.26,0.0,34.79,437.91,35.79,2.42,228.35,1.19,1.14,26.55,7.58,17.58,25.16,80.42,14.34,13-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Jun-2020 - 00:00,1.98,0.2,1.01,0.45,722.58,87.35,50.54,0.0,38.95,173.91,34.67,2.66,184.89,1.22,0.86,25.09,7.5,16.55,24.02,71.08,8.88,14-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Jun-2020 - 00:00,1.31,0.14,0.78,0.35,723.73,83.99,38.53,0.0,44.5,153.54,33.95,2.01,183.72,1.17,0.77,23.7,7.49,14.97,22.46,72.36,9.1,15-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Jun-2020 - 00:00,1.22,0.46,1.87,0.82,722.87,90.71,35.83,0.0,38.84,243.74,35.05,3.04,268.27,1.07,1.01,24.29,6.8,19.61,23.85,70.32,10.27,16-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Jun-2020 - 00:00,1.13,0.23,1.44,0.62,720.66,111.52,44.98,0.0,29.41,350.63,36.95,3.28,189.7,1.36,0.66,18.82,4.65,15.94,19.54,71.42,8.82,17-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Jun-2020 - 00:00,0.76,0.15,1.01,0.43,720.17,101.5,38.59,0.0,28.63,268.73,37.11,1.81,201.4,1.59,0.7,16.22,3.25,14.22,16.52,72.6,14.53,18-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Jun-2020 - 00:00,1.02,0.56,1.61,0.8,721.41,132.93,53.62,0.0,30.22,255.92,37.17,4.55,270.1,1.42,0.66,22.03,6.67,14.09,20.74,50.33,10.89,19-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Jun-2020 - 00:00,0.2,0.02,0.11,0.06,722.62,110.04,46.02,0.0,35.74,249.29,36.21,0.64,294.77,1.88,0.61,17.65,6.09,10.17,16.26,58.97,14.14,20-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Jun-2020 - 00:00,0.2,0.03,0.18,0.09,724.12,114.26,49.97,0.0,42.43,270.72,34.0,0.73,254.96,1.49,0.6,18.08,6.44,10.33,16.75,58.95,14.09,21-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Jun-2020 - 00:00,0.25,0.05,0.31,0.14,723.77,80.47,41.9,0.0,50.6,233.97,32.23,0.72,260.15,1.35,0.61,20.93,8.2,11.43,19.62,46.82,14.82,22-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Jun-2020 - 00:00,0.53,0.1,0.83,0.37,723.26,69.58,35.95,0.0,47.4,260.43,32.92,1.38,220.71,1.11,0.75,22.62,8.07,13.19,21.25,53.03,13.99,23-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Jun-2020 - 00:00,0.49,0.11,0.57,0.24,724.1,57.87,26.09,0.0,49.02,243.27,33.08,1.11,230.22,1.44,0.77,21.36,7.5,12.08,19.58,65.2,12.52,24-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Jun-2020 - 00:00,0.89,0.21,1.4,0.61,725.15,64.54,21.81,0.0,62.65,187.33,30.74,2.43,170.33,0.93,0.95,22.18,8.73,12.09,20.81,44.83,11.97,25-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Jun-2020 - 00:00,0.96,0.39,1.9,0.84,724.18,110.75,64.05,0.03,58.47,240.77,31.59,3.17,262.43,1.13,0.76,23.81,10.01,12.71,22.72,45.58,10.98,26-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Jun-2020 - 00:00,0.75,0.35,1.7,0.77,723.91,138.79,36.58,0.05,57.29,216.53,31.17,3.59,270.77,1.46,0.83,23.08,9.28,12.62,21.89,36.58,13.39,27-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Jun-2020 - 00:00,0.27,0.05,0.38,0.17,723.42,76.06,28.81,0.0,49.67,279.11,33.85,0.96,241.15,1.14,0.64,20.92,8.81,10.83,19.64,35.08,11.92,28-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Jun-2020 - 00:00,0.22,0.03,0.22,0.1,723.08,53.94,18.23,0.0,40.14,278.43,35.12,0.77,260.73,0.91,0.53,19.99,7.22,11.36,18.56,31.23,11.39,29-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Jun-2020 - 00:00,0.24,0.06,0.45,0.19,723.47,67.09,27.17,0.0,40.37,277.95,35.51,0.96,258.3,1.13,0.67,21.75,8.93,11.86,20.76,36.73,15.53,30-Jun-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Jun-2020 - 00:00,0.79,0.34,2.07,0.88,723.81,64.17,32.98,0.0,46.19,240.66,34.31,2.86,186.36,1.1,0.78,22.05,8.13,12.56,20.69,51.15,12.84,01-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Jul-2020 - 00:00,0.57,0.18,1.25,0.57,723.19,100.4,50.75,0.0,44.9,248.81,34.37,2.34,224.39,0.9,0.82,20.22,7.22,11.73,18.93,63.29,10.75,02-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Jul-2020 - 00:00,0.5,0.2,0.75,0.35,722.05,163.45,56.08,0.0,40.22,262.58,35.3,1.8,300.44,1.71,0.78,19.33,6.9,11.08,17.95,70.74,14.51,03-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Jul-2020 - 00:00,0.4,0.14,0.97,0.42,721.61,113.25,39.2,0.0,44.82,247.0,35.48,1.65,246.74,1.72,0.73,17.97,6.35,10.49,16.83,59.62,11.44,04-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Jul-2020 - 00:00,0.5,0.15,1.18,0.51,721.37,134.32,25.25,0.0,56.67,253.85,33.11,1.85,231.49,1.17,0.79,21.09,8.01,11.59,19.59,53.92,10.19,05-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Jul-2020 - 00:00,0.43,0.19,1.16,0.46,721.46,68.6,24.66,0.0,50.85,250.12,32.47,1.66,143.68,1.49,0.69,19.62,6.83,11.59,18.41,83.17,12.62,06-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Jul-2020 - 00:00,0.78,0.31,1.68,0.74,721.58,91.09,28.64,0.0,66.02,185.39,30.47,2.89,237.7,1.03,0.82,22.34,9.57,11.61,21.18,56.13,10.64,07-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Jul-2020 - 00:00,0.61,0.26,1.47,0.66,722.81,54.45,17.16,0.89,72.65,255.57,29.7,2.56,128.25,1.07,0.85,23.21,14.17,12.16,24.2,41.51,11.63,08-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Jul-2020 - 00:00,0.89,0.49,2.87,1.26,724.18,56.74,27.65,0.1,81.56,218.89,29.48,3.48,142.78,1.04,0.7,19.34,7.29,9.2,16.47,22.15,15.89,09-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Jul-2020 - 00:00,0.34,0.08,0.64,0.31,722.91,41.57,15.95,0.0,71.59,280.01,31.14,1.53,238.6,0.96,0.42,18.8,9.07,8.6,17.66,27.43,11.04,10-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Jul-2020 - 00:00,0.43,0.12,0.96,0.43,722.11,90.23,24.83,0.0,59.76,272.68,32.37,1.54,254.05,0.87,0.42,20.78,9.81,10.86,20.67,35.98,10.34,11-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Jul-2020 - 00:00,0.56,0.19,1.32,0.63,721.97,53.4,23.47,0.0,57.82,256.81,32.7,1.9,223.42,0.79,0.44,18.3,8.0,9.68,17.67,32.93,10.57,12-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Jul-2020 - 00:00,0.7,0.26,1.67,0.74,722.9,86.2,13.22,0.01,72.37,214.61,30.32,2.36,204.37,1.0,0.44,18.19,8.5,8.84,17.33,25.3,9.77,13-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Jul-2020 - 00:00,2.19,1.51,5.89,2.83,723.29,53.33,16.91,0.44,87.66,199.96,27.73,7.43,246.04,0.91,0.78,18.34,9.29,7.5,16.78,16.45,9.46,14-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Jul-2020 - 00:00,1.18,0.59,3.1,1.37,723.46,92.53,29.34,0.0,65.82,287.48,32.1,4.47,261.18,1.05,0.66,18.2,7.47,7.92,15.39,18.0,9.82,15-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Jul-2020 - 00:00,0.83,0.41,1.71,0.76,722.99,85.03,35.4,0.0,60.69,218.94,32.69,3.15,253.99,1.29,0.71,18.71,9.0,7.18,16.18,33.55,14.08,16-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Jul-2020 - 00:00,0.66,0.26,1.72,0.73,722.13,64.45,28.11,0.0,66.52,240.48,31.68,2.41,93.41,1.05,0.76,29.12,14.29,15.48,29.77,44.52,13.5,17-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Jul-2020 - 00:00,0.73,0.31,2.11,0.91,722.45,61.18,26.7,0.0,63.97,251.88,32.57,2.98,113.98,1.16,0.77,20.3,9.52,9.19,18.7,44.56,11.79,18-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Jul-2020 - 00:00,1.04,0.45,2.54,1.12,723.72,87.88,24.3,0.0,61.88,223.82,32.9,3.92,185.58,0.8,0.87,21.06,10.27,9.32,19.59,46.56,13.25,19-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Jul-2020 - 00:00,0.36,0.09,0.58,0.28,723.14,65.08,22.4,0.0,72.2,205.54,31.0,1.55,267.8,1.05,0.77,17.9,9.36,7.22,16.2,41.69,11.14,20-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Jul-2020 - 00:00,0.45,0.18,1.25,0.55,724.77,43.36,17.68,0.01,71.49,241.06,30.64,1.9,230.55,1.15,0.65,19.62,10.87,7.43,18.29,35.32,12.68,21-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Jul-2020 - 00:00,0.62,0.24,1.76,0.8,728.53,48.92,20.85,0.0,66.86,204.98,30.53,2.66,220.6,0.9,0.59,20.54,11.99,7.6,19.54,24.25,12.86,22-Jul-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
