from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM10,PM2.5,Benzene,Toluene,Eth-Benzene,Xylene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
17-Apr-2020 - 00:00,15.5,10.96,1.66,28.37,31.73,1.13,61.06,77.32,55.24,0.63,1.35,0.19,0.01,0.11,27.17,1.72,124.69,330.57,,18-Apr-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
18-Apr-2020 - 00:00,16.36,12.68,1.93,30.05,11.37,1.16,56.44,71.34,50.95,1.02,2.36,0.14,0.01,0.1,36.57,1.91,97.05,258.86,,19-Apr-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
19-Apr-2020 - 00:00,16.22,13.14,2.6,26.11,12.49,1.11,52.5,55.86,39.9,1.16,2.74,0.18,0.01,0.18,32.72,1.79,189.99,309.05,,20-Apr-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
20-Apr-2020 - 00:00,13.81,11.65,2.34,25.61,14.84,1.25,37.53,64.09,45.78,1.93,2.58,0.38,,0.33,40.35,1.9,192.35,91.76,,21-Apr-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
21-Apr-2020 - 00:00,11.25,9.58,2.05,25.81,16.19,1.3,45.43,63.73,45.52,1.53,2.0,0.34,,0.24,42.0,1.16,180.51,236.64,,22-Apr-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
22-Apr-2020 - 00:00,7.81,8.22,1.98,24.36,13.03,1.22,56.74,46.22,33.01,1.85,2.42,0.59,0.01,0.44,29.59,1.15,175.69,292.17,,23-Apr-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
23-Apr-2020 - 00:00,6.24,7.22,1.71,23.26,10.67,1.17,51.23,19.48,13.91,1.1,1.76,0.34,0.01,0.25,28.98,1.6,176.03,153.45,,24-Apr-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
24-Apr-2020 - 00:00,5.84,7.01,1.72,22.62,11.27,1.19,53.62,16.67,11.9,1.51,2.12,0.54,0.01,0.35,30.42,1.13,171.64,281.7,,25-Apr-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
25-Apr-2020 - 00:00,5.41,6.69,1.64,22.44,9.43,1.12,59.72,21.36,15.26,0.53,0.85,0.1,0.01,0.08,32.24,1.51,211.4,249.03,,26-Apr-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
26-Apr-2020 - 00:00,15.47,12.05,1.74,27.18,7.69,1.28,48.72,33.34,23.81,1.32,1.8,0.18,0.01,0.15,54.57,2.09,139.76,236.66,,27-Apr-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
27-Apr-2020 - 00:00,20.15,14.23,1.82,33.86,7.33,1.22,53.86,24.75,17.68,1.6,1.5,0.09,0.01,0.06,67.88,2.81,122.08,294.7,,28-Apr-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
28-Apr-2020 - 00:00,20.59,14.57,1.81,37.34,11.44,0.94,66.43,29.18,20.85,1.4,1.8,0.12,,0.09,57.41,1.86,115.49,280.39,,29-Apr-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
29-Apr-2020 - 00:00,18.91,13.76,1.62,33.76,12.5,1.25,75.55,41.89,29.95,1.95,1.91,0.21,,0.15,40.58,1.34,178.77,317.9,,30-Apr-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
30-Apr-2020 - 00:00,25.16,17.06,1.66,29.8,13.31,1.33,69.02,49.41,35.3,1.42,2.17,0.33,,0.22,34.08,1.11,220.92,257.48,,01-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
01-May-2020 - 00:00,23.74,16.37,1.74,28.29,13.82,1.38,62.05,54.03,38.59,2.01,2.87,0.47,,0.29,37.05,2.16,210.83,290.59,,02-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
02-May-2020 - 00:00,19.1,13.36,1.66,34.59,11.76,1.17,66.32,40.15,28.69,1.83,2.04,0.11,,0.07,51.73,3.07,118.21,198.94,,03-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
03-May-2020 - 00:00,17.77,13.25,1.72,32.26,11.42,1.14,59.47,34.55,24.68,1.53,2.1,0.11,,0.07,52.56,2.82,124.69,284.69,,04-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
04-May-2020 - 00:00,31.79,18.52,2.13,31.1,17.65,1.66,71.6,53.89,38.51,1.37,4.87,0.26,,0.3,32.26,0.95,79.75,171.52,,05-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
05-May-2020 - 00:00,30.63,20.7,2.64,33.35,16.26,1.63,63.67,53.65,38.26,1.99,5.17,0.39,,0.39,39.01,1.25,186.77,275.18,,06-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
06-May-2020 - 00:00,15.63,12.17,1.77,31.11,14.88,1.49,67.95,28.94,20.68,0.9,2.41,0.27,,0.2,32.91,1.81,160.36,219.1,,07-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
07-May-2020 - 00:00,13.35,10.91,1.69,29.48,16.65,1.67,69.81,33.82,24.16,1.18,3.52,0.32,,0.25,32.1,1.34,143.69,325.12,,08-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
08-May-2020 - 00:00,7.41,7.69,1.53,26.84,17.32,1.73,91.21,38.95,28.37,1.47,2.8,0.25,0.01,0.18,34.33,1.41,147.24,303.64,,09-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
09-May-2020 - 00:00,6.14,7.06,1.57,24.46,16.32,1.63,79.8,57.78,41.27,2.38,2.35,0.16,0.01,0.1,53.56,1.32,157.4,91.67,,10-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
10-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,11-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
11-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,12-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
12-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,13-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
13-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,14-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
14-May-2020 - 00:00,28.12,18.01,1.75,32.88,9.58,0.18,76.92,37.05,26.41,0.74,2.78,0.16,,0.1,37.2,1.83,123.32,365.61,,15-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
15-May-2020 - 00:00,34.61,22.51,3.06,31.4,12.14,0.12,47.8,48.44,34.6,1.38,2.19,0.25,,0.19,44.26,1.93,197.93,217.27,,16-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
16-May-2020 - 00:00,42.01,26.27,2.16,30.54,13.97,0.13,62.11,63.16,45.12,1.41,2.33,0.51,0.01,0.38,28.49,1.86,297.55,320.87,,17-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
17-May-2020 - 00:00,37.98,24.47,3.34,33.81,13.47,0.15,54.45,58.02,41.44,2.65,3.28,2.0,,0.85,27.11,1.1,205.8,217.18,,18-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
18-May-2020 - 00:00,31.46,22.52,4.37,33.05,14.51,0.14,58.69,56.5,40.36,7.67,3.09,0.77,0.01,0.46,27.09,1.93,275.07,410.58,,19-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
19-May-2020 - 00:00,38.02,22.71,2.51,30.17,13.81,0.13,36.23,49.0,35.0,1.04,2.03,0.32,0.01,0.3,10.21,1.82,209.44,310.4,,20-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
20-May-2020 - 00:00,42.27,27.38,3.41,29.88,28.3,0.16,75.73,64.9,46.36,2.0,2.64,0.33,0.01,0.31,17.99,2.18,330.44,325.21,,21-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
21-May-2020 - 00:00,40.38,25.22,1.92,29.56,15.05,0.16,53.77,70.23,46.29,2.4,2.15,0.5,0.01,0.43,18.04,2.27,285.65,294.86,,22-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
22-May-2020 - 00:00,34.52,22.88,3.8,32.0,14.23,0.16,52.68,64.69,46.41,2.47,2.92,0.76,0.01,0.57,15.51,1.4,248.81,335.6,,23-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
23-May-2020 - 00:00,21.46,14.74,1.9,30.63,8.29,0.14,38.15,57.83,41.3,1.87,2.16,0.6,,0.33,19.08,2.82,248.5,425.45,,24-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
24-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,25-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
25-May-2020 - 00:00,35.62,0.03,,5.73,,1.08,73.12,47.04,33.6,,,0.0,,0.0,,,,0.0,,26-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
26-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,27-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
27-May-2020 - 00:00,35.18,21.09,2.53,39.07,16.01,0.13,66.31,47.7,34.07,1.11,4.17,0.55,,0.48,12.05,2.23,236.53,295.94,,28-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
28-May-2020 - 00:00,18.08,11.58,1.65,35.5,13.75,0.2,62.89,54.46,38.92,0.83,2.27,0.21,0.01,0.11,35.08,3.53,123.91,246.44,,29-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
29-May-2020 - 00:00,12.78,10.34,1.59,33.2,11.25,0.14,64.62,33.72,24.08,0.4,1.39,0.15,0.01,0.08,48.06,3.71,132.42,210.93,,30-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
30-May-2020 - 00:00,17.34,13.04,1.84,44.85,7.52,0.15,51.9,28.13,20.09,0.54,1.27,0.22,0.01,0.1,63.75,2.03,139.58,250.07,,31-May-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
31-May-2020 - 00:00,18.44,11.34,2.09,39.14,9.63,0.21,50.66,30.92,22.08,0.54,2.05,0.13,0.01,0.08,67.28,1.77,160.14,279.12,,01-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
01-Jun-2020 - 00:00,30.38,18.29,2.12,36.88,6.25,0.15,61.55,26.54,18.95,0.62,2.81,0.37,0.01,0.22,58.54,0.89,137.84,236.89,,02-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
02-Jun-2020 - 00:00,32.72,21.99,3.86,39.17,10.93,0.15,55.75,39.36,28.11,0.96,2.71,0.54,,0.28,52.65,1.33,198.75,307.78,,03-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
03-Jun-2020 - 00:00,46.2,31.46,6.74,36.13,9.99,0.16,45.79,46.92,33.51,1.49,3.05,1.29,,0.62,49.37,1.17,178.48,231.16,,04-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
04-Jun-2020 - 00:00,41.31,32.13,9.93,39.03,11.83,0.19,40.74,60.77,39.99,2.2,3.63,1.21,0.01,0.67,62.58,1.46,192.84,137.82,,05-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
05-Jun-2020 - 00:00,27.35,18.4,2.05,42.44,7.33,0.17,44.97,43.04,25.74,0.86,1.96,0.46,,0.27,62.27,1.14,178.73,240.94,,06-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
06-Jun-2020 - 00:00,20.2,14.51,1.71,43.98,6.68,0.18,48.27,45.95,27.82,0.97,1.63,0.2,0.01,0.11,65.81,1.53,147.91,233.84,,07-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
07-Jun-2020 - 00:00,26.34,17.61,1.58,42.73,7.32,0.17,42.44,38.41,22.44,0.7,1.59,0.36,0.01,0.23,58.55,1.2,192.09,23.57,,08-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
08-Jun-2020 - 00:00,32.11,21.35,2.53,42.66,7.79,0.19,54.56,47.57,28.98,0.94,3.27,0.6,,0.44,45.68,1.07,193.27,349.62,,09-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
09-Jun-2020 - 00:00,23.69,13.7,1.29,37.54,11.14,0.81,53.84,67.69,43.08,1.45,2.94,1.34,,0.63,44.37,1.54,216.26,267.95,,10-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
10-Jun-2020 - 00:00,19.63,10.86,1.5,29.33,14.03,1.94,40.98,53.57,32.55,1.47,1.7,0.63,,0.32,45.08,1.74,219.07,290.94,,11-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
11-Jun-2020 - 00:00,31.37,19.46,4.32,26.03,12.12,2.27,33.04,54.09,32.92,1.15,3.29,1.56,,0.73,47.65,1.23,191.02,303.71,,12-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
12-Jun-2020 - 00:00,24.78,14.22,2.46,29.15,11.47,2.63,59.08,82.52,53.19,1.48,2.83,0.7,,0.38,41.84,1.26,143.69,248.51,,13-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
13-Jun-2020 - 00:00,29.87,16.71,2.98,28.52,12.09,3.07,34.84,68.46,44.72,1.93,3.84,0.81,,0.54,59.33,1.5,156.05,126.43,,14-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
14-Jun-2020 - 00:00,38.94,20.95,4.8,24.46,8.94,2.86,38.02,94.64,64.83,1.87,9.6,1.23,0.01,0.66,59.7,0.87,139.7,127.56,,15-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
15-Jun-2020 - 00:00,35.11,18.91,3.37,31.81,13.67,2.16,47.16,63.45,45.32,1.4,5.03,0.57,0.01,0.54,46.23,1.36,189.85,274.42,,16-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
16-Jun-2020 - 00:00,38.15,22.34,3.5,40.35,18.9,1.93,58.42,53.61,38.29,1.75,4.97,1.49,0.01,0.85,43.19,1.25,118.77,265.33,,17-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
17-Jun-2020 - 00:00,28.06,14.54,1.66,43.97,20.91,2.48,57.01,66.26,45.03,2.11,4.49,0.65,,0.42,46.12,1.84,120.31,237.81,,18-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
18-Jun-2020 - 00:00,31.82,17.95,2.11,42.91,18.24,2.21,46.86,57.13,33.44,0.99,3.83,0.79,0.01,0.53,39.74,1.44,196.68,348.85,,19-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
19-Jun-2020 - 00:00,22.27,12.67,2.23,34.52,15.6,2.77,33.57,142.39,80.21,1.41,2.39,0.32,0.01,0.26,34.36,2.19,210.69,198.36,,20-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
20-Jun-2020 - 00:00,20.96,12.94,2.65,28.55,16.55,2.53,37.14,84.58,50.41,0.58,1.96,0.4,0.01,0.26,55.64,1.97,208.04,165.47,,21-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
21-Jun-2020 - 00:00,18.94,12.63,2.64,26.45,14.88,3.11,27.69,67.31,38.08,0.73,2.62,0.72,0.01,0.33,66.26,1.21,172.41,183.36,,22-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
22-Jun-2020 - 00:00,9.38,8.88,3.64,22.94,12.89,3.32,48.71,70.37,40.27,1.16,2.63,0.97,0.01,0.53,65.48,1.24,188.82,277.56,,23-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
23-Jun-2020 - 00:00,5.15,5.55,2.13,23.35,11.1,3.87,31.98,55.71,29.89,1.37,2.62,0.39,0.01,0.24,64.8,2.37,114.5,298.17,,24-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
24-Jun-2020 - 00:00,9.2,7.35,1.8,28.65,12.19,3.94,26.76,51.33,26.66,1.13,2.15,0.27,,0.13,72.15,1.86,133.8,200.57,,25-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
25-Jun-2020 - 00:00,23.94,14.65,2.63,32.08,12.18,3.06,25.21,58.92,32.08,1.15,2.81,1.25,,0.66,72.69,1.04,215.1,211.72,,26-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
26-Jun-2020 - 00:00,32.04,22.64,6.13,26.09,14.8,1.04,17.34,114.3,72.62,1.22,3.14,1.47,0.01,0.82,70.97,1.69,253.81,197.48,,27-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
27-Jun-2020 - 00:00,24.71,14.88,2.71,25.41,9.87,0.9,14.45,58.96,43.84,0.89,2.36,1.27,,0.57,57.1,2.42,237.58,230.85,,28-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
28-Jun-2020 - 00:00,24.64,15.21,2.7,25.65,8.01,0.99,14.66,82.95,49.92,0.95,2.18,1.55,0.01,0.7,49.68,2.53,248.31,252.44,,29-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
29-Jun-2020 - 00:00,22.15,17.21,5.71,25.69,15.65,0.89,19.73,67.97,39.21,0.79,1.74,0.61,,0.38,49.77,2.18,219.42,331.84,,30-Jun-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
30-Jun-2020 - 00:00,21.18,14.0,2.22,24.34,10.79,1.19,40.83,62.76,35.5,1.3,2.84,0.41,0.01,0.24,66.03,2.04,115.53,338.86,,01-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
01-Jul-2020 - 00:00,20.23,13.21,1.86,25.01,8.99,1.16,38.05,79.27,47.29,1.3,2.16,0.55,0.01,0.31,62.2,1.3,130.05,209.98,,02-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
02-Jul-2020 - 00:00,24.58,15.91,2.39,25.74,12.81,1.24,56.4,91.41,55.96,1.63,2.8,0.95,0.01,0.58,52.65,1.54,217.48,267.27,,03-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
03-Jul-2020 - 00:00,18.29,10.88,2.0,27.3,11.22,1.35,45.76,85.1,51.44,1.24,2.62,0.6,,0.32,49.13,2.07,208.52,313.27,,04-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
04-Jul-2020 - 00:00,18.54,12.06,1.8,27.01,8.72,1.47,49.44,69.09,40.02,1.03,2.31,0.26,0.01,0.14,59.32,2.69,113.41,249.27,,05-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
05-Jul-2020 - 00:00,13.93,9.65,1.53,30.64,9.25,1.3,21.97,86.98,52.8,1.8,2.54,0.22,,0.13,74.2,2.23,124.73,0.0,,06-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
06-Jul-2020 - 00:00,17.68,10.63,1.67,44.75,10.24,0.84,35.82,65.41,40.3,0.84,2.93,0.44,0.01,0.23,60.98,1.47,111.3,316.93,,07-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
07-Jul-2020 - 00:00,19.42,12.23,2.7,25.45,12.45,0.99,13.53,47.24,27.41,0.89,3.28,0.36,,0.24,82.43,2.64,101.73,191.24,,08-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
08-Jul-2020 - 00:00,20.01,15.17,5.74,26.59,9.18,1.33,18.69,41.26,23.14,0.9,7.19,1.2,,0.6,90.12,1.91,132.28,161.12,,09-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
09-Jul-2020 - 00:00,23.21,18.48,6.49,26.14,9.15,1.23,17.27,46.92,27.18,1.13,8.74,2.95,0.01,1.37,85.4,1.2,202.4,185.51,,10-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
10-Jul-2020 - 00:00,23.54,14.75,2.59,29.49,9.6,0.94,18.92,43.94,25.06,0.52,4.41,0.66,,0.43,65.44,2.57,254.89,265.09,,11-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
11-Jul-2020 - 00:00,19.23,12.82,2.17,28.39,9.07,0.97,23.44,47.95,28.43,0.51,3.78,0.78,0.01,0.4,69.1,1.36,134.19,205.85,,12-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
12-Jul-2020 - 00:00,20.88,13.5,2.54,26.12,7.71,0.86,27.5,32.65,16.99,0.39,3.34,0.38,,0.22,70.8,1.67,172.26,174.95,,13-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
13-Jul-2020 - 00:00,21.18,14.71,3.11,25.48,10.36,0.87,20.42,46.32,26.75,0.49,6.39,0.95,0.01,0.37,71.67,1.85,223.05,252.82,,14-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
14-Jul-2020 - 00:00,15.72,9.71,1.7,25.59,8.13,0.93,22.64,43.01,24.38,0.44,11.68,0.7,0.01,0.31,69.39,1.26,200.67,313.53,,15-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
15-Jul-2020 - 00:00,22.25,13.43,1.93,28.92,9.46,1.08,42.77,62.75,38.49,0.97,11.88,0.96,0.01,0.53,63.75,2.74,103.18,296.15,,16-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
16-Jul-2020 - 00:00,24.87,15.29,2.24,25.86,10.98,1.13,13.37,58.95,35.27,0.88,14.73,0.85,,0.48,72.61,2.28,111.29,210.45,,17-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
17-Jul-2020 - 00:00,21.87,12.2,1.36,24.97,16.2,1.15,15.04,62.88,36.58,1.06,17.45,1.26,0.01,0.73,76.79,1.91,121.61,131.58,0.2,18-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
18-Jul-2020 - 00:00,15.76,8.4,0.78,27.34,13.91,1.29,24.75,71.33,42.61,0.85,15.02,0.75,,0.35,72.47,1.6,137.68,163.67,,19-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
19-Jul-2020 - 00:00,21.06,11.62,1.69,23.92,13.13,1.14,14.71,45.56,24.61,0.77,14.22,0.64,,0.45,73.44,1.58,182.37,192.8,,20-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
20-Jul-2020 - 00:00,16.71,9.76,1.28,25.83,14.03,0.92,22.07,31.8,14.37,0.28,7.96,1.02,0.01,0.49,80.51,1.78,226.78,172.53,,21-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
21-Jul-2020 - 00:00,23.73,12.11,2.25,28.53,14.56,0.85,22.74,37.6,18.44,0.46,11.76,0.81,,0.39,86.55,1.5,127.13,106.91,,22-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
22-Jul-2020 - 00:00,25.25,16.79,5.04,22.6,14.67,0.9,9.62,38.43,19.12,0.7,12.98,2.35,,1.02,91.12,1.53,202.12,132.72,,23-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
23-Jul-2020 - 00:00,25.55,14.22,2.31,25.01,12.38,1.18,19.85,51.09,29.02,1.0,13.11,2.99,0.01,1.13,79.32,1.01,197.3,220.21,,24-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
24-Jul-2020 - 00:00,29.61,17.1,3.08,23.52,14.35,1.26,21.89,72.13,43.19,1.58,15.09,2.3,,1.01,77.46,1.32,121.92,149.24,,25-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
25-Jul-2020 - 00:00,17.74,10.22,1.19,27.7,14.67,1.14,19.82,51.87,28.72,0.96,13.78,0.94,,0.47,81.28,1.68,115.98,255.84,,26-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
26-Jul-2020 - 00:00,19.49,10.74,1.28,26.1,13.98,1.05,23.92,52.25,28.99,0.76,16.6,0.8,,0.47,69.22,0.76,110.7,254.53,,27-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
27-Jul-2020 - 00:00,19.59,11.43,1.49,19.77,13.61,0.98,17.58,48.24,27.83,0.67,10.54,0.74,1.77,0.51,71.88,2.02,252.51,276.26,,28-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
28-Jul-2020 - 00:00,14.06,8.48,1.41,27.13,11.0,0.95,17.08,35.61,18.69,0.41,8.14,1.16,,0.56,65.99,2.24,243.13,275.81,0.7,29-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
29-Jul-2020 - 00:00,9.42,5.9,1.26,33.84,12.0,0.89,21.38,67.15,44.7,0.43,11.14,1.81,,0.74,72.15,1.69,194.88,229.47,,30-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
30-Jul-2020 - 00:00,17.36,9.75,1.78,33.65,11.08,0.99,17.53,31.07,13.38,0.67,11.66,1.23,0.01,0.56,85.79,1.32,153.56,91.14,,31-Jul-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
31-Jul-2020 - 00:00,19.65,12.58,2.89,32.61,12.75,0.9,13.62,50.78,27.45,1.12,13.87,2.27,0.01,0.94,77.69,1.13,175.34,215.1,,01-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
01-Aug-2020 - 00:00,10.21,6.14,1.14,37.08,13.16,0.92,13.97,48.72,25.98,0.68,11.47,1.16,0.01,0.51,83.65,1.43,172.58,167.52,,02-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
02-Aug-2020 - 00:00,17.73,10.44,1.46,32.8,12.0,0.85,11.97,37.37,17.88,0.59,10.36,0.56,0.01,0.36,75.05,2.15,255.22,295.44,0.52,03-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
03-Aug-2020 - 00:00,10.23,5.99,0.81,35.11,14.23,0.81,15.51,39.64,19.5,0.41,7.71,0.41,0.01,0.27,74.26,3.46,238.7,220.38,,04-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
04-Aug-2020 - 00:00,18.12,11.01,2.49,34.16,12.69,0.96,14.77,39.26,19.23,0.48,10.42,1.14,0.01,0.55,72.2,2.58,168.77,216.61,,05-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
05-Aug-2020 - 00:00,46.76,27.02,6.04,47.67,19.81,1.22,13.26,71.05,41.94,1.93,16.29,2.96,,1.45,81.4,2.0,101.92,164.84,,06-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
