from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,AT,RH,BP,SR,WS,WD,to date,station
16-Jan-2020 - 00:00,39.9,118.58,38.12,39.31,77.44,27.33,5.8,0.68,13.92,0.4,1.39,3.71,21.75,59.97,,,0.85,219.4,17-Jan-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
17-Jan-2020 - 00:00,68.04,168.28,43.85,56.93,100.78,28.28,7.76,0.93,13.88,0.43,1.26,3.3,20.74,55.84,,,0.72,222.87,18-Jan-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
18-Jan-2020 - 00:00,101.24,225.07,58.87,58.32,117.19,29.7,10.08,1.23,14.28,0.59,1.49,4.16,23.48,57.15,,0.12,0.65,195.72,19-Jan-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
19-Jan-2020 - 00:00,117.32,262.32,37.85,115.9,153.71,30.46,9.51,1.75,11.07,0.94,2.32,6.37,25.36,62.34,,,0.55,218.35,20-Jan-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
20-Jan-2020 - 00:00,100.39,237.66,52.01,115.63,158.64,30.92,11.5,1.88,13.48,1.11,2.52,7.06,26.59,61.72,,,0.71,201.25,21-Jan-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
21-Jan-2020 - 00:00,109.72,269.79,34.58,154.71,184.16,34.79,11.18,2.1,9.2,0.86,2.44,7.14,26.29,62.53,,,0.59,205.39,22-Jan-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
22-Jan-2020 - 00:00,81.89,244.27,64.24,121.42,165.46,41.81,10.14,1.65,9.46,0.72,1.79,5.37,27.04,59.35,,0.01,0.63,221.13,23-Jan-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
23-Jan-2020 - 00:00,95.91,253.66,43.21,90.75,133.95,40.44,10.29,1.53,12.67,0.89,2.12,5.48,28.08,57.0,,,0.76,206.73,24-Jan-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
24-Jan-2020 - 00:00,78.29,208.91,41.86,84.11,125.85,40.32,9.47,1.35,12.12,1.0,2.42,5.65,28.65,56.07,,,0.71,205.47,25-Jan-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
25-Jan-2020 - 00:00,109.53,279.38,48.61,120.72,157.49,40.45,10.86,1.87,11.91,1.22,2.86,6.03,28.13,59.47,,0.02,0.66,208.35,26-Jan-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
26-Jan-2020 - 00:00,117.66,267.22,45.01,106.76,148.17,39.54,10.56,2.0,13.34,1.42,3.15,6.96,27.91,60.64,,,0.52,213.67,27-Jan-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
27-Jan-2020 - 00:00,60.96,145.76,41.44,63.1,104.53,40.21,7.25,1.08,10.26,0.84,1.96,4.14,26.14,69.3,,0.07,0.57,241.54,28-Jan-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
28-Jan-2020 - 00:00,29.24,108.15,29.79,62.17,91.94,42.67,5.86,0.71,9.46,0.26,0.52,0.69,25.41,68.36,,0.07,0.72,203.89,29-Jan-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
29-Jan-2020 - 00:00,25.76,144.28,45.49,37.69,83.18,37.81,4.3,0.56,14.22,0.16,0.33,0.62,23.35,62.23,,0.2,0.81,252.09,30-Jan-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
30-Jan-2020 - 00:00,64.55,203.67,53.43,58.41,111.84,42.93,8.75,0.98,18.12,0.33,0.75,1.52,23.05,56.75,,,0.7,208.23,31-Jan-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
31-Jan-2020 - 00:00,81.63,226.38,59.9,75.26,135.16,43.44,9.74,1.24,14.26,0.4,0.95,1.94,23.62,60.19,,0.06,0.61,228.72,01-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
01-Feb-2020 - 00:00,89.94,248.36,58.06,74.66,132.72,45.71,9.53,1.41,13.9,0.46,1.07,1.93,24.55,62.31,,,0.58,185.4,02-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
02-Feb-2020 - 00:00,90.31,230.51,39.78,87.69,127.29,47.33,10.7,1.57,19.34,0.69,1.4,2.44,26.02,63.9,,,0.62,190.81,03-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
03-Feb-2020 - 00:00,100.91,226.32,37.5,80.29,117.79,42.7,8.14,1.52,14.12,0.68,1.26,2.02,25.33,74.18,,0.03,0.51,204.12,04-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
04-Feb-2020 - 00:00,90.21,215.45,50.44,50.43,100.87,51.25,9.02,1.21,18.16,0.45,1.02,1.48,25.16,65.27,,,0.7,216.4,05-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
05-Feb-2020 - 00:00,81.12,216.6,56.39,104.64,160.92,55.27,11.78,1.38,12.24,0.46,0.87,1.16,25.03,52.83,,,0.6,220.74,06-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
06-Feb-2020 - 00:00,62.13,198.74,56.83,62.06,118.9,56.33,10.19,1.04,17.73,0.36,0.71,1.18,24.79,52.94,,0.04,0.72,235.43,07-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
07-Feb-2020 - 00:00,64.79,196.5,57.15,90.85,148.0,67.31,10.71,1.12,15.55,0.36,0.6,1.13,23.46,52.0,,0.01,0.68,215.24,08-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
08-Feb-2020 - 00:00,78.96,197.59,45.82,49.43,95.24,70.97,9.74,1.07,17.63,0.35,0.63,0.72,24.5,60.68,,,0.78,190.26,09-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
09-Feb-2020 - 00:00,83.82,175.34,36.25,39.81,76.06,59.59,12.76,0.8,23.33,0.32,0.58,1.05,26.01,54.82,,,1.0,184.4,10-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
10-Feb-2020 - 00:00,65.91,160.45,42.6,51.23,93.83,49.19,12.0,0.87,18.78,0.39,0.69,1.34,28.17,52.91,,,0.93,186.32,11-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
11-Feb-2020 - 00:00,69.91,178.61,48.04,67.09,115.13,40.24,14.23,1.12,12.79,0.54,0.94,2.48,28.77,57.62,,,0.74,186.46,12-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
12-Feb-2020 - 00:00,71.87,194.1,55.99,73.38,129.2,35.46,9.31,1.34,13.52,1.05,1.6,4.49,29.25,57.05,,0.17,0.67,218.83,13-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
13-Feb-2020 - 00:00,78.52,222.87,36.39,118.92,151.06,37.44,10.76,1.49,11.27,0.96,2.39,4.97,29.26,54.68,,,0.73,197.98,14-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
14-Feb-2020 - 00:00,63.39,212.87,48.53,92.28,140.71,38.06,9.94,1.12,17.71,0.73,1.67,3.91,29.76,43.48,,,0.75,236.82,15-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
15-Feb-2020 - 00:00,65.36,205.55,50.75,83.41,134.16,37.43,11.0,1.18,17.21,0.71,1.66,4.07,28.38,42.1,,,0.69,231.39,16-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
16-Feb-2020 - 00:00,89.25,240.42,56.13,82.56,138.57,38.42,14.2,1.31,20.5,0.85,1.98,4.29,27.99,51.85,,,0.63,227.81,17-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
17-Feb-2020 - 00:00,107.45,282.17,51.78,114.33,166.1,40.47,12.47,1.76,17.66,1.0,2.08,5.12,29.83,52.6,,0.02,0.61,215.35,18-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
18-Feb-2020 - 00:00,101.23,274.0,80.28,98.04,178.32,39.73,16.57,1.73,25.24,1.05,2.07,5.6,30.58,48.14,,0.04,0.68,210.14,19-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
19-Feb-2020 - 00:00,106.4,308.33,90.42,95.67,186.09,37.06,15.48,1.64,27.6,1.09,2.63,6.14,29.58,54.85,,,0.6,228.11,20-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
20-Feb-2020 - 00:00,77.23,211.34,79.16,77.45,156.62,33.44,7.69,1.22,16.45,0.84,1.83,4.68,28.95,53.69,,0.04,0.68,232.54,21-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
21-Feb-2020 - 00:00,48.22,158.07,58.9,67.02,125.91,36.08,5.32,0.92,15.75,0.63,1.62,3.94,28.06,56.76,,,0.69,233.6,22-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
22-Feb-2020 - 00:00,83.1,223.02,97.98,66.99,164.97,32.15,12.95,1.35,25.27,0.74,1.53,3.84,28.5,51.31,,,0.64,215.88,23-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
23-Feb-2020 - 00:00,98.0,266.3,100.92,76.01,176.92,30.07,14.72,1.44,28.79,0.89,1.77,4.44,29.02,47.8,,,0.69,245.25,24-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
24-Feb-2020 - 00:00,109.65,260.19,99.1,78.05,177.14,35.18,11.92,1.73,32.76,0.8,1.62,4.1,27.33,58.76,,0.02,0.6,199.6,25-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
25-Feb-2020 - 00:00,55.05,213.42,63.05,74.1,131.51,26.27,8.89,1.01,26.13,0.62,1.42,3.78,29.84,34.32,,,0.78,241.69,26-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
26-Feb-2020 - 00:00,44.9,164.63,73.64,34.39,108.01,25.27,16.21,0.72,40.77,0.54,1.32,3.42,29.65,34.46,,,0.96,196.01,27-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
27-Feb-2020 - 00:00,60.52,185.35,95.3,52.11,147.42,28.43,22.75,1.02,47.84,0.71,1.74,3.85,29.66,36.34,,,0.79,188.63,28-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
28-Feb-2020 - 00:00,89.95,256.75,95.75,131.51,225.63,32.76,19.54,1.72,32.94,0.87,2.4,6.34,28.74,45.26,,,0.63,204.35,29-Feb-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
29-Feb-2020 - 00:00,86.78,233.94,82.27,105.5,187.75,36.79,13.28,1.47,20.84,0.77,1.93,5.23,28.48,53.03,,,0.67,216.96,01-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
01-Mar-2020 - 00:00,52.37,162.62,62.62,47.35,109.97,42.24,4.68,0.79,22.68,0.55,1.47,3.2,27.81,62.39,,,0.71,231.19,02-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
02-Mar-2020 - 00:00,55.76,176.05,47.9,81.6,129.48,31.18,5.7,0.97,17.36,0.59,1.37,3.94,27.24,62.4,,,0.58,219.18,03-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
03-Mar-2020 - 00:00,45.57,166.37,54.18,40.27,94.43,34.45,2.24,0.64,19.88,0.54,1.45,3.42,26.89,70.07,,,0.61,215.65,04-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
04-Mar-2020 - 00:00,42.87,158.29,54.63,48.11,102.74,27.2,2.48,0.65,17.36,0.47,1.38,3.05,26.32,68.62,,,0.65,213.08,05-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
05-Mar-2020 - 00:00,34.38,140.37,41.88,34.68,76.57,27.17,2.7,0.51,18.73,0.46,1.45,3.07,26.44,70.18,,,0.67,205.11,06-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
06-Mar-2020 - 00:00,24.33,133.5,34.6,49.92,84.5,25.54,1.89,0.42,14.36,0.5,1.53,3.32,27.09,64.81,,0.03,0.74,226.92,07-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
07-Mar-2020 - 00:00,30.26,171.05,46.71,35.87,82.57,23.33,1.31,0.5,23.58,0.34,1.27,2.89,26.22,65.3,,,0.74,231.51,08-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
08-Mar-2020 - 00:00,31.12,148.33,51.83,35.31,87.13,20.7,2.9,0.54,30.12,0.27,1.41,2.91,25.68,61.66,,,0.61,229.15,09-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
09-Mar-2020 - 00:00,45.0,167.65,55.37,33.83,89.2,23.95,2.21,0.72,25.58,0.32,1.38,3.5,26.35,67.91,,,0.64,208.55,10-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
10-Mar-2020 - 00:00,71.23,159.97,31.91,39.21,71.12,25.76,1.77,1.04,21.14,0.51,1.61,3.89,27.33,68.05,,,0.63,207.51,11-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
11-Mar-2020 - 00:00,17.09,88.46,43.97,39.13,83.1,21.1,1.26,0.43,20.13,0.18,0.88,2.1,27.05,59.07,,,0.8,286.02,12-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
12-Mar-2020 - 00:00,19.75,110.82,44.15,35.88,80.02,19.37,1.42,0.47,21.1,0.23,0.75,0.76,25.72,61.98,,,0.82,242.74,13-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
13-Mar-2020 - 00:00,27.58,149.54,55.18,23.96,79.15,17.82,3.93,0.45,36.28,0.2,0.42,0.54,25.16,54.09,,,0.97,221.99,14-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
14-Mar-2020 - 00:00,40.56,167.09,58.31,33.96,92.29,18.21,5.55,0.64,45.7,0.22,0.49,0.51,26.59,47.75,,0.03,0.87,238.01,15-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
15-Mar-2020 - 00:00,68.87,225.71,56.61,100.24,156.86,21.92,13.37,1.37,40.03,0.62,0.82,1.16,28.25,44.89,,0.01,0.61,231.19,16-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
16-Mar-2020 - 00:00,72.61,233.76,82.87,85.58,168.44,25.53,20.08,1.49,33.22,0.83,1.79,1.38,30.61,39.31,,,0.72,203.07,17-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
17-Mar-2020 - 00:00,82.82,251.2,68.13,125.35,193.45,31.2,17.2,1.73,37.6,1.0,1.91,1.38,30.3,43.92,,0.04,0.66,232.08,18-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
18-Mar-2020 - 00:00,72.19,221.24,44.39,144.37,188.6,36.27,11.02,1.67,11.72,0.94,2.21,1.64,29.62,49.68,,,0.58,246.73,19-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
19-Mar-2020 - 00:00,36.08,129.36,16.37,68.42,75.43,46.06,2.76,0.79,7.24,0.59,2.15,1.38,28.95,55.01,,,0.75,226.73,20-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
20-Mar-2020 - 00:00,25.27,117.49,10.92,85.5,79.28,44.4,3.1,0.64,6.93,0.59,1.65,1.5,27.74,66.53,,,0.65,238.53,21-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
21-Mar-2020 - 00:00,24.92,77.33,13.73,65.97,65.32,43.43,2.61,0.51,7.16,0.45,1.61,1.66,27.34,69.69,,,0.76,216.48,22-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
22-Mar-2020 - 00:00,19.12,60.68,15.06,42.66,47.94,32.18,1.46,0.32,7.14,0.22,0.87,0.76,28.37,69.58,,,0.78,251.45,23-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
23-Mar-2020 - 00:00,23.23,71.8,14.63,39.77,48.36,27.7,1.54,0.39,7.34,0.34,1.1,0.88,29.85,65.68,,,0.8,259.0,24-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
24-Mar-2020 - 00:00,42.34,102.66,15.37,42.74,51.29,25.02,1.89,0.51,7.42,0.51,1.36,1.06,30.28,62.9,999.71,,0.71,255.19,25-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
25-Mar-2020 - 00:00,32.97,78.74,10.93,52.4,55.68,22.52,2.14,0.43,7.19,0.61,1.67,1.5,30.02,70.47,,,0.83,215.72,26-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
26-Mar-2020 - 00:00,29.96,66.65,13.78,58.09,59.93,21.37,2.22,0.39,7.26,0.69,1.51,1.67,29.88,71.03,,,0.89,207.52,27-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
27-Mar-2020 - 00:00,28.88,70.83,12.74,32.01,43.08,18.87,1.19,0.32,7.48,0.39,1.2,0.93,29.85,68.91,,,0.88,263.9,28-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
28-Mar-2020 - 00:00,33.9,64.72,16.87,26.42,39.01,18.82,0.97,0.39,7.96,0.32,0.86,0.7,29.48,56.57,,,0.81,263.63,29-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
29-Mar-2020 - 00:00,30.34,68.79,15.51,22.21,37.72,19.83,0.8,0.35,7.43,0.28,0.91,0.91,30.57,52.95,,,0.8,265.11,30-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
30-Mar-2020 - 00:00,28.68,67.42,11.77,29.6,41.37,20.19,1.07,0.4,7.12,0.38,1.12,1.11,29.9,55.69,,,0.69,270.39,31-Mar-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
31-Mar-2020 - 00:00,33.26,63.57,13.98,36.62,43.61,19.5,1.28,0.41,7.19,0.41,1.12,1.17,29.25,64.57,,,0.79,262.33,01-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
01-Apr-2020 - 00:00,18.0,64.08,15.65,36.45,44.57,20.16,1.19,0.31,7.08,0.27,0.83,0.85,29.42,66.46,,,0.79,264.1,02-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
02-Apr-2020 - 00:00,,78.6,13.44,35.5,44.27,20.32,1.37,0.36,7.23,0.34,1.01,1.13,29.94,66.34,,,0.74,263.86,03-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
03-Apr-2020 - 00:00,,89.12,12.27,30.81,40.79,18.72,1.06,0.29,7.13,0.32,1.0,0.92,30.48,65.9,,,0.81,280.77,04-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
04-Apr-2020 - 00:00,,79.02,11.27,37.26,44.48,18.36,1.4,0.34,6.99,0.39,1.25,1.2,30.19,70.02,,,0.78,261.24,05-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
05-Apr-2020 - 00:00,,62.26,16.59,44.88,48.98,18.6,1.72,0.35,7.08,0.46,1.34,1.22,29.55,74.55,,,0.77,242.74,06-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
06-Apr-2020 - 00:00,,32.16,8.96,50.7,52.9,17.39,1.68,0.24,6.96,0.41,1.09,1.36,29.23,76.77,,,0.93,224.46,07-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
07-Apr-2020 - 00:00,,71.34,10.23,52.11,51.4,17.66,1.88,0.24,7.25,0.49,1.48,1.66,28.82,76.29,,,0.65,249.77,08-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
08-Apr-2020 - 00:00,,100.88,10.56,53.22,53.14,17.02,1.84,0.23,7.06,0.44,1.31,1.51,28.94,72.39,,,0.81,245.57,09-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
09-Apr-2020 - 00:00,,93.57,12.71,48.37,52.53,13.94,1.64,0.26,7.12,0.35,1.07,1.37,28.98,71.86,,,0.75,235.86,10-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
10-Apr-2020 - 00:00,,78.49,16.33,43.37,51.31,13.21,1.53,0.28,6.99,0.3,0.94,1.18,29.82,72.78,,,0.81,258.61,11-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
11-Apr-2020 - 00:00,,73.34,15.21,41.04,50.76,12.26,1.41,0.32,7.07,0.38,1.14,1.4,30.86,70.73,,,0.78,249.63,12-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
12-Apr-2020 - 00:00,,65.07,14.03,51.35,59.59,12.01,1.83,0.33,6.93,0.54,1.33,1.76,30.54,76.08,,,0.81,225.49,13-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
13-Apr-2020 - 00:00,,64.49,15.98,57.41,63.54,11.55,2.06,0.28,6.82,0.45,1.06,1.52,30.6,76.35,999.76,,1.08,208.19,14-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
