from date,AT,BP,PM2.5,PM10,RF,RH,SR,Temp,WD,WS,VWS,Benzene,Toluene,Xylene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
11-Nov-2020 - 00:00,23.33,733.53,70.48,160.41,0.73,66.08,155.75,31.18,109.85,0.3,-3.36,0.59,3.37,0.39,0.21,13.04,2.64,79.21,44.29,13.4,4.18,12-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-Nov-2020 - 00:00,25.36,741.7,47.98,103.31,0.94,75.45,127.19,31.24,133.56,0.3,-3.88,0.94,6.53,0.83,0.24,13.51,2.49,66.21,37.24,13.31,4.11,13-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-Nov-2020 - 00:00,25.56,726.86,45.19,109.27,0.73,74.57,121.77,31.32,144.01,0.3,-3.47,0.99,4.83,1.02,0.2,12.17,2.62,66.14,37.32,13.58,3.86,14-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Nov-2020 - 00:00,25.06,723.15,55.15,123.27,0.21,68.99,125.42,31.28,153.01,0.3,-3.38,0.93,3.92,0.91,0.22,11.16,2.62,68.43,38.53,13.33,4.36,15-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Nov-2020 - 00:00,25.16,721.5,60.82,120.67,0.31,67.49,158.12,31.11,153.26,0.3,-3.24,0.6,2.44,0.52,0.22,10.52,2.66,66.36,37.47,13.5,4.18,16-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Nov-2020 - 00:00,24.67,721.44,59.77,129.39,0.1,69.76,100.34,31.34,157.26,0.3,-3.47,0.67,3.36,0.54,0.23,10.54,2.72,67.37,38.04,13.45,3.95,17-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Nov-2020 - 00:00,25.17,739.76,61.91,146.39,0.62,65.72,140.8,31.26,164.12,0.3,-3.25,0.7,3.39,0.48,0.21,10.29,2.59,71.77,40.28,13.49,4.07,18-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Nov-2020 - 00:00,25.38,728.59,43.83,105.7,0.73,75.01,132.25,31.23,206.52,0.3,-3.71,0.52,1.61,0.34,0.17,9.74,2.48,64.02,36.06,13.46,4.22,19-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-Nov-2020 - 00:00,25.01,721.33,34.76,93.85,0.31,73.12,118.65,31.28,202.5,0.3,-3.19,0.5,1.71,0.37,0.2,9.57,2.68,59.31,33.74,13.52,4.27,20-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Nov-2020 - 00:00,22.45,719.57,29.88,73.74,0.24,81.98,68.83,31.43,203.71,0.3,-3.2,0.55,1.82,0.45,0.17,9.62,2.65,58.01,33.02,13.18,4.21,21-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Nov-2020 - 00:00,25.66,722.98,53.42,132.69,0.58,57.9,135.63,31.15,114.52,0.32,-3.01,0.85,4.25,0.9,0.27,10.0,2.58,67.89,38.18,13.47,4.37,22-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Nov-2020 - 00:00,24.57,719.93,67.67,141.98,0.42,71.1,105.08,31.28,171.5,0.39,-3.27,0.82,3.46,0.66,0.23,12.65,2.51,67.87,38.14,13.49,3.72,23-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Nov-2020 - 00:00,23.51,718.91,78.35,149.4,0.1,63.51,103.43,31.11,127.26,0.41,-3.56,0.78,3.72,0.6,0.22,12.53,2.63,78.42,43.85,13.49,3.99,24-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Nov-2020 - 00:00,22.54,728.91,77.04,162.15,0.21,62.14,123.96,31.01,124.89,0.46,-3.55,0.89,3.61,0.6,0.24,12.22,2.55,76.64,42.84,13.56,3.65,25-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Nov-2020 - 00:00,22.76,714.61,69.77,138.99,0.31,66.36,133.82,31.13,118.57,0.57,-3.11,0.79,5.11,0.56,0.23,12.39,2.59,74.69,41.84,13.46,4.09,26-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Nov-2020 - 00:00,21.94,716.35,58.18,107.49,0.0,77.44,64.68,31.21,119.49,0.85,-2.81,0.55,1.85,0.32,0.24,12.19,2.56,65.61,36.98,13.43,4.26,27-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Nov-2020 - 00:00,20.28,709.23,55.49,82.06,0.1,86.29,59.7,31.43,93.78,0.86,-2.18,0.64,2.05,0.44,0.23,11.9,2.57,58.67,33.3,13.42,4.2,28-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Nov-2020 - 00:00,20.83,709.37,42.08,111.15,0.21,84.78,66.14,31.0,127.98,0.62,-1.45,0.91,4.36,0.65,0.23,11.78,2.71,61.9,35.14,13.27,4.44,29-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-Nov-2020 - 00:00,21.86,709.52,40.1,119.34,0.1,77.8,82.68,30.57,168.86,0.45,-1.16,0.94,3.86,0.7,0.23,11.82,2.36,64.86,36.42,13.56,4.02,30-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-Nov-2020 - 00:00,21.78,709.41,42.08,115.96,0.1,71.67,107.89,30.55,141.01,0.36,-1.35,0.63,2.75,0.48,0.24,11.12,2.49,67.49,37.93,13.35,4.19,01-Dec-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-Dec-2020 - 00:00,18.85,709.0,86.0,175.0,0.0,87.0,43.0,30.65,100.5,0.3,-1.1,1.3,4.5,0.85,0.23,11.05,4.4,71.1,41.4,14.2,4.25,02-Dec-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
