from date,AT,BP,PM2.5,PM10,RH,SR,WD,WS,Benzene,Toluene,NH3,NO2,NO,NOx,CO,Ozone,SO2,to date,station
25-Apr-2020 - 00:00,30.62,981.3,27.55,84.11,32.68,95.86,162.06,0.52,1.03,15.38,31.99,22.22,3.12,14.34,1.49,,11.3,26-Apr-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-Apr-2020 - 00:00,25.59,984.33,45.31,117.71,58.2,52.98,133.51,0.91,1.49,11.65,27.4,11.91,1.93,7.92,1.38,,11.29,27-Apr-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-Apr-2020 - 00:00,26.48,987.26,24.27,47.23,60.95,137.48,119.81,0.86,0.92,9.72,27.56,7.26,1.74,5.28,1.32,,10.57,28-Apr-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-Apr-2020 - 00:00,28.56,987.1,40.48,75.31,52.33,105.48,103.48,0.57,1.16,13.81,26.07,10.28,1.88,7.01,1.31,,9.33,29-Apr-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-Apr-2020 - 00:00,31.04,984.43,56.1,117.54,47.07,125.88,166.01,0.7,1.48,16.71,28.6,14.08,2.02,9.14,1.28,,12.89,30-Apr-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Apr-2020 - 00:00,31.97,983.76,51.06,117.85,43.29,132.17,161.49,0.64,1.4,12.35,29.53,12.31,1.94,8.14,1.62,,12.99,01-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-May-2020 - 00:00,31.87,981.99,53.67,127.48,49.33,127.98,114.82,0.68,1.36,17.67,33.13,10.66,1.84,7.18,1.62,,10.69,02-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
02-May-2020 - 00:00,30.8,981.9,33.38,105.58,50.89,135.49,134.29,1.03,0.88,8.67,29.3,7.12,1.73,5.2,1.41,,10.52,03-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
03-May-2020 - 00:00,28.12,983.12,31.4,78.33,61.9,83.43,150.33,1.03,0.94,10.15,27.25,9.83,2.01,6.87,1.31,,10.91,04-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
04-May-2020 - 00:00,28.45,984.44,23.29,55.79,54.94,158.89,134.81,0.74,0.82,12.32,25.67,13.84,3.53,10.24,1.33,,11.94,05-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
05-May-2020 - 00:00,31.42,982.96,47.75,99.62,42.2,143.0,203.18,0.69,1.76,19.43,24.95,19.47,4.29,13.84,1.51,,21.19,06-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
06-May-2020 - 00:00,30.29,982.46,48.79,153.75,39.71,99.67,150.89,0.7,1.6,21.32,25.02,16.15,2.38,10.54,1.39,,14.78,07-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
07-May-2020 - 00:00,30.61,983.07,28.71,83.0,34.15,163.64,147.15,0.76,1.04,17.18,22.32,12.22,1.66,7.85,1.36,,13.99,08-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
08-May-2020 - 00:00,32.88,981.35,40.83,109.98,38.55,150.51,186.12,0.82,1.35,17.65,24.23,15.03,2.24,9.84,1.37,,14.8,09-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
09-May-2020 - 00:00,33.97,981.98,54.73,135.5,39.96,139.51,153.49,0.76,1.63,15.39,26.72,14.56,1.96,9.33,1.46,,12.0,10-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
10-May-2020 - 00:00,28.27,983.41,38.19,108.44,51.82,60.04,126.24,0.96,1.13,11.47,25.56,10.94,1.75,7.25,1.32,,12.88,11-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
11-May-2020 - 00:00,28.53,984.31,41.46,92.5,56.77,90.6,131.0,0.59,1.42,18.43,25.37,14.23,2.27,9.41,1.33,,11.41,12-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
12-May-2020 - 00:00,31.01,983.73,37.9,84.1,48.39,144.12,81.45,0.58,1.22,22.41,28.03,12.12,1.91,8.01,1.27,,10.75,13-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
13-May-2020 - 00:00,30.62,982.66,57.48,148.71,50.47,90.74,177.55,0.69,1.46,21.51,29.59,18.17,2.87,12.02,1.46,,12.45,14-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
14-May-2020 - 00:00,31.56,981.79,48.48,128.77,44.43,130.68,211.55,0.73,1.16,23.14,25.59,25.34,24.31,33.27,1.45,,11.82,15-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
15-May-2020 - 00:00,33.02,981.23,39.46,103.73,31.03,141.26,331.97,1.21,0.84,17.31,20.39,19.99,2.45,12.71,1.29,,12.4,16-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
16-May-2020 - 00:00,33.81,980.17,64.0,132.33,26.68,149.6,327.77,1.01,1.06,18.62,19.51,23.95,2.48,14.88,1.33,,13.84,17-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
17-May-2020 - 00:00,34.17,978.82,78.9,164.98,24.74,96.68,281.76,0.56,1.39,22.86,19.75,31.88,12.23,26.93,1.68,,15.42,18-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
18-May-2020 - 00:00,34.19,977.93,82.52,174.1,22.47,140.73,308.45,0.71,1.98,25.65,18.76,35.08,18.23,33.53,1.43,,23.94,19-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
19-May-2020 - 00:00,34.24,977.8,102.65,213.81,20.63,194.55,254.84,0.63,2.15,39.43,20.61,37.64,45.8,57.31,1.26,,19.57,20-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
20-May-2020 - 00:00,37.11,976.08,29.05,122.33,13.2,212.05,331.13,1.15,1.18,19.75,24.1,41.17,1.18,21.45,1.37,,15.22,21-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
21-May-2020 - 00:00,35.64,976.0,42.87,153.51,16.9,161.44,304.84,1.01,1.35,20.12,20.56,44.0,7.32,29.37,1.19,,12.48,22-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
22-May-2020 - 00:00,36.94,976.21,69.83,190.1,17.48,153.88,250.2,0.6,2.26,39.8,21.19,49.36,11.79,35.9,1.28,,24.07,23-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
23-May-2020 - 00:00,38.08,977.41,63.21,202.62,18.17,147.38,268.97,0.6,2.16,29.7,23.16,46.57,11.65,34.31,0.79,,19.23,24-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
24-May-2020 - 00:00,38.97,977.93,43.79,162.08,16.97,153.77,310.15,0.73,1.19,19.67,21.23,34.11,5.06,22.04,0.83,,18.58,25-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
25-May-2020 - 00:00,38.25,977.44,50.96,148.46,19.09,161.24,298.37,0.71,1.56,22.71,22.58,37.75,4.81,23.98,0.68,,,26-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-May-2020 - 00:00,38.98,975.91,43.4,188.92,17.96,153.79,259.54,0.61,2.23,32.81,24.64,46.04,17.89,39.05,0.96,,,27-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-May-2020 - 00:00,38.5,974.4,37.62,168.31,20.61,155.73,171.49,0.85,1.29,25.18,26.87,30.45,2.27,18.05,0.69,6.26,16.38,28-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-May-2020 - 00:00,33.69,976.5,34.23,258.02,42.56,135.35,136.54,1.54,0.95,16.83,30.71,16.85,0.81,9.58,0.49,3.1,14.75,29-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-May-2020 - 00:00,28.8,979.49,21.9,67.62,62.71,120.68,135.84,1.25,0.76,16.7,32.05,19.36,1.1,11.12,0.59,1.96,12.12,30-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-May-2020 - 00:00,28.6,981.48,24.0,58.17,63.78,137.93,165.56,1.2,0.9,16.42,34.12,20.66,1.33,12.06,0.64,26.55,11.45,31-May-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
31-May-2020 - 00:00,26.26,983.25,18.52,36.92,77.23,129.11,157.78,1.01,0.85,13.29,30.54,16.72,0.99,9.65,0.79,32.16,11.03,01-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-Jun-2020 - 00:00,28.55,983.46,47.62,93.56,67.11,136.47,98.18,0.32,2.17,34.6,31.15,27.98,2.11,16.55,0.76,31.2,18.1,02-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
02-Jun-2020 - 00:00,31.33,981.62,45.17,109.9,53.28,149.95,191.43,0.59,1.54,25.86,33.85,28.12,3.09,17.46,0.8,32.39,14.56,03-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
03-Jun-2020 - 00:00,31.55,979.7,47.15,119.88,50.26,118.57,197.98,0.49,1.73,31.01,32.66,33.81,2.54,20.08,0.77,32.32,18.8,04-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
04-Jun-2020 - 00:00,30.05,978.89,59.31,144.5,57.66,68.85,197.34,0.61,2.61,42.9,37.41,35.14,14.45,30.2,1.04,31.85,17.9,05-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
05-Jun-2020 - 00:00,29.59,979.03,43.71,98.71,59.9,114.28,151.57,0.59,1.95,28.37,33.66,26.84,1.96,15.76,0.66,32.35,14.33,06-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
06-Jun-2020 - 00:00,30.59,978.45,29.02,76.35,58.76,141.84,156.88,0.6,1.41,19.04,29.94,22.1,1.48,12.92,0.9,31.87,15.01,07-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
07-Jun-2020 - 00:00,30.04,978.16,40.17,96.58,61.1,154.4,148.67,0.68,1.75,21.3,29.22,27.57,2.22,16.45,0.75,31.27,15.56,08-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
08-Jun-2020 - 00:00,32.32,977.67,43.56,114.9,52.39,152.31,205.83,0.26,2.01,30.11,31.16,31.65,6.76,22.35,0.99,31.69,17.74,09-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
09-Jun-2020 - 00:00,34.79,977.46,68.25,184.69,47.5,148.03,184.83,0.43,2.28,38.7,33.61,37.77,10.16,27.63,1.11,31.4,18.69,10-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
10-Jun-2020 - 00:00,34.93,976.85,58.79,210.38,49.67,135.21,201.3,0.5,2.07,33.04,35.61,37.03,16.18,32.67,0.91,30.67,16.38,11-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
11-Jun-2020 - 00:00,35.01,975.77,49.33,146.0,48.77,149.33,137.37,0.54,1.99,36.14,70.69,34.46,8.63,25.23,0.9,66.21,16.2,12-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
12-Jun-2020 - 00:00,35.81,974.65,57.69,,48.43,138.36,135.77,0.59,2.28,27.97,114.3,24.77,1.34,14.18,0.92,53.13,15.2,13-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
13-Jun-2020 - 00:00,33.22,975.35,50.75,,55.28,65.67,168.88,0.62,2.09,27.59,101.96,29.36,1.92,17.12,0.87,52.92,14.27,14-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
14-Jun-2020 - 00:00,35.04,976.72,64.67,,52.41,137.57,125.83,0.6,2.41,29.12,109.45,23.89,2.61,14.71,1.04,53.37,16.6,15-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
15-Jun-2020 - 00:00,36.59,974.79,45.85,,41.3,141.17,211.21,0.49,1.8,20.1,88.32,26.53,1.74,15.46,0.91,54.75,13.77,16-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
16-Jun-2020 - 00:00,36.39,972.59,34.98,,41.87,153.03,169.15,0.72,1.79,24.83,80.98,23.53,0.99,13.29,0.69,54.26,15.61,17-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
17-Jun-2020 - 00:00,35.37,972.39,29.08,,50.65,158.06,137.78,0.71,1.46,25.5,79.36,14.57,0.67,8.19,0.82,52.26,13.96,18-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
18-Jun-2020 - 00:00,36.13,972.84,36.23,145.8,49.12,153.63,139.69,0.64,1.37,21.3,76.98,18.08,1.23,10.59,0.8,54.52,16.37,19-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
19-Jun-2020 - 00:00,35.85,974.7,51.73,233.0,53.34,129.4,124.19,0.74,1.49,39.97,79.61,17.16,1.13,9.91,0.97,55.0,15.26,20-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
20-Jun-2020 - 00:00,32.03,976.45,33.33,124.08,57.23,119.86,157.99,0.61,1.07,25.73,74.65,25.63,3.33,16.2,0.73,58.46,15.07,21-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
21-Jun-2020 - 00:00,31.57,976.31,39.02,104.96,65.36,106.49,154.41,0.55,1.12,25.77,88.99,22.0,4.28,15.03,0.81,56.13,13.71,22-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
22-Jun-2020 - 00:00,32.12,976.1,40.08,84.67,62.83,160.23,170.3,0.56,1.33,23.76,91.17,20.26,0.84,11.35,1.09,56.3,12.75,23-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
23-Jun-2020 - 00:00,32.76,978.09,25.84,61.38,63.74,167.13,122.12,0.62,0.92,18.94,80.63,12.98,0.78,7.52,0.84,,15.17,24-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
24-Jun-2020 - 00:00,30.73,979.15,30.09,69.99,75.68,102.0,132.15,0.47,1.01,20.72,72.87,17.81,1.27,10.5,0.81,,14.23,25-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
25-Jun-2020 - 00:00,31.7,976.71,38.65,97.51,72.73,118.67,179.94,0.53,1.26,27.96,79.36,29.04,3.6,18.38,1.27,,12.35,26-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-Jun-2020 - 00:00,32.53,975.6,46.53,137.38,68.64,145.16,225.71,0.44,1.32,31.76,94.23,26.73,4.48,17.86,1.1,14.3,11.94,27-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-Jun-2020 - 00:00,34.6,974.41,35.08,187.75,53.84,144.8,255.25,0.58,1.07,22.15,86.12,26.79,7.09,20.06,1.46,4.6,13.99,28-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-Jun-2020 - 00:00,36.34,973.64,48.75,349.0,48.98,128.57,265.66,0.52,1.4,26.15,78.46,25.21,12.26,23.37,1.34,3.28,13.19,29-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-Jun-2020 - 00:00,34.43,975.71,33.52,174.6,54.21,121.78,218.51,0.76,1.56,31.08,67.88,26.16,10.12,22.16,1.34,2.28,14.61,30-Jun-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Jun-2020 - 00:00,32.68,977.31,34.29,102.96,65.49,118.4,139.45,0.51,1.32,30.08,80.91,16.76,0.87,9.56,1.41,1.2,11.82,01-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-Jul-2020 - 00:00,34.08,975.91,43.06,120.43,60.79,109.95,155.09,0.56,1.61,30.83,82.41,20.68,1.15,11.86,1.48,1.6,12.47,02-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
02-Jul-2020 - 00:00,35.7,973.6,57.6,174.07,54.61,116.57,146.72,0.56,1.71,28.65,66.69,22.5,1.52,13.19,1.45,2.01,14.52,03-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
03-Jul-2020 - 00:00,35.54,973.11,59.58,168.38,57.51,101.24,152.0,0.49,2.01,31.38,66.33,23.81,2.02,14.18,1.34,1.5,14.0,04-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
04-Jul-2020 - 00:00,33.57,973.68,39.15,102.6,63.67,146.66,143.26,0.62,1.33,29.0,57.75,14.52,0.79,8.3,1.21,,11.17,05-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
05-Jul-2020 - 00:00,29.67,974.58,22.46,50.62,73.91,148.12,112.47,0.72,0.92,22.79,47.93,15.19,0.72,8.53,1.32,,14.77,06-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
06-Jul-2020 - 00:00,31.17,973.88,38.48,78.54,75.51,102.57,109.46,0.38,1.29,34.08,50.1,17.1,1.07,9.92,1.31,0.3,12.39,07-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
07-Jul-2020 - 00:00,29.37,976.83,13.39,38.96,79.45,73.34,97.09,0.38,1.01,27.22,50.12,13.28,1.44,8.19,1.14,,12.92,08-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
08-Jul-2020 - 00:00,29.83,977.92,22.52,53.92,84.17,95.79,142.68,0.44,1.31,33.6,42.94,20.29,5.92,15.63,1.48,7.16,11.09,09-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
09-Jul-2020 - 00:00,32.52,974.54,31.03,76.53,70.99,112.78,204.64,0.41,1.62,33.67,58.94,26.02,8.13,20.45,1.38,39.96,10.17,10-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
10-Jul-2020 - 00:00,33.92,972.34,18.1,84.73,63.07,135.92,260.89,0.49,1.03,24.6,54.36,26.72,3.41,16.97,1.34,42.18,9.59,11-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
11-Jul-2020 - 00:00,31.21,973.65,17.7,66.74,71.83,104.76,207.25,0.62,1.03,26.89,52.52,22.85,2.13,13.88,1.08,59.49,9.32,12-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
12-Jul-2020 - 00:00,30.95,974.99,16.58,53.44,65.63,124.24,207.02,0.79,1.0,27.55,53.42,19.36,2.49,12.33,1.03,61.25,9.89,13-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
13-Jul-2020 - 00:00,32.83,974.72,20.54,117.98,58.22,141.69,246.97,0.51,1.04,28.23,51.01,26.13,3.7,16.81,1.17,53.25,11.39,14-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
14-Jul-2020 - 00:00,34.32,975.58,32.5,158.77,57.84,114.77,162.81,0.37,1.21,36.51,52.32,23.56,4.19,15.78,1.23,68.19,11.59,15-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
15-Jul-2020 - 00:00,32.72,976.3,33.0,100.19,68.32,136.79,122.84,0.4,1.21,29.59,62.29,14.99,0.83,8.59,1.18,62.09,10.96,16-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
16-Jul-2020 - 00:00,32.27,975.39,26.42,71.42,69.84,105.26,108.55,0.37,1.15,30.49,62.4,17.2,1.3,10.21,1.31,42.26,10.59,17-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
17-Jul-2020 - 00:00,32.35,976.04,41.08,89.79,73.24,86.53,124.68,0.42,1.51,35.84,61.28,19.28,1.22,11.25,1.12,43.28,11.04,18-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
18-Jul-2020 - 00:00,32.23,977.16,33.69,81.35,74.07,94.81,115.6,0.38,1.37,30.71,53.48,18.36,1.54,11.02,0.96,38.13,12.85,19-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
19-Jul-2020 - 00:00,30.37,975.74,24.59,58.4,81.56,124.4,215.4,0.49,1.3,30.02,,27.54,5.79,19.38,0.63,32.72,7.45,20-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
20-Jul-2020 - 00:00,29.12,974.27,15.52,51.35,78.09,98.86,250.4,0.53,1.34,30.47,,30.71,2.24,18.16,0.63,51.15,5.8,21-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
21-Jul-2020 - 00:00,26.64,977.16,19.87,45.62,89.97,62.74,200.84,0.56,1.27,40.68,21.69,28.39,3.89,18.2,0.57,33.32,7.66,22-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
22-Jul-2020 - 00:00,26.72,978.16,14.71,49.88,91.27,61.78,244.59,0.53,1.34,37.32,21.54,29.94,6.58,21.29,0.76,15.3,6.14,23-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
23-Jul-2020 - 00:00,29.9,977.36,31.65,79.62,74.73,130.83,256.12,0.32,1.58,40.17,19.16,37.45,17.56,34.2,0.94,34.24,7.43,24-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
24-Jul-2020 - 00:00,30.04,980.06,37.08,85.12,79.65,103.02,112.05,0.36,1.67,42.21,29.03,26.76,2.57,16.33,0.57,31.89,7.21,25-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
25-Jul-2020 - 00:00,30.36,981.69,24.29,57.94,82.38,88.19,101.78,0.26,1.04,57.73,30.51,17.37,1.21,10.2,0.37,27.71,8.3,26-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-Jul-2020 - 00:00,31.64,981.26,37.48,83.83,74.76,105.42,149.54,0.38,1.21,37.15,30.54,27.26,4.97,18.52,0.66,38.62,8.82,27-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-Jul-2020 - 00:00,33.6,978.46,25.33,84.46,65.08,120.56,277.92,0.44,1.17,25.81,28.04,30.51,3.35,18.94,0.56,34.52,8.63,28-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-Jul-2020 - 00:00,33.99,976.31,18.83,79.54,62.71,110.26,275.42,0.38,0.99,22.62,23.0,29.97,5.92,20.77,0.6,26.94,8.57,29-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-Jul-2020 - 00:00,29.72,977.07,21.25,76.31,79.51,45.49,171.5,0.36,1.28,33.88,23.71,32.43,5.78,21.98,0.54,24.96,9.02,30-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Jul-2020 - 00:00,29.46,978.84,17.38,55.33,79.46,116.45,208.04,0.42,1.32,32.99,25.73,35.63,5.04,23.04,0.73,27.39,8.93,31-Jul-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
31-Jul-2020 - 00:00,30.12,978.08,36.25,83.9,88.31,68.39,147.86,0.28,1.63,39.51,26.04,31.25,6.12,21.6,0.69,25.78,8.68,01-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-Aug-2020 - 00:00,29.34,977.63,29.42,72.58,88.66,60.28,169.08,0.29,1.45,34.42,31.63,29.37,9.68,23.18,0.76,25.84,9.59,02-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
02-Aug-2020 - 00:00,31.78,975.49,19.56,62.75,75.09,112.42,268.17,0.46,1.16,27.59,27.64,26.31,8.65,20.88,0.7,23.44,6.64,03-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
03-Aug-2020 - 00:00,32.81,971.5,20.25,75.5,69.81,93.8,264.74,0.32,1.06,24.78,26.52,27.33,4.8,18.46,0.48,21.26,6.42,04-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
04-Aug-2020 - 00:00,33.04,970.0,18.08,62.02,64.59,119.66,176.29,0.53,1.03,27.94,20.88,25.34,1.98,15.07,0.67,34.38,7.99,05-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
05-Aug-2020 - 00:00,31.09,971.4,33.58,80.0,80.27,47.49,106.5,0.3,1.79,53.89,20.92,31.62,2.14,18.57,0.84,25.71,9.66,06-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
06-Aug-2020 - 00:00,32.51,974.18,9.27,59.31,67.57,87.19,94.36,0.46,0.96,36.93,23.91,15.56,1.24,9.27,0.51,25.53,7.4,07-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
07-Aug-2020 - 00:00,31.2,976.84,20.75,52.71,76.89,110.55,123.39,0.39,1.03,25.76,19.46,20.58,3.37,13.68,0.56,26.68,6.46,08-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
08-Aug-2020 - 00:00,32.91,974.96,40.38,90.25,70.94,83.08,171.13,0.26,1.41,33.85,23.62,33.21,9.61,25.14,0.7,36.4,8.39,09-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
09-Aug-2020 - 00:00,30.3,974.47,27.17,55.22,86.45,46.73,267.8,0.32,1.22,30.65,20.18,29.42,5.63,20.26,0.68,26.62,7.23,10-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
10-Aug-2020 - 00:00,30.12,975.72,26.25,57.46,91.82,64.99,142.11,0.3,1.48,32.38,23.87,21.97,4.15,15.07,0.73,14.22,6.62,11-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
11-Aug-2020 - 00:00,30.63,975.29,39.92,76.42,89.53,49.3,173.41,0.27,1.54,35.93,24.13,29.24,5.93,20.4,0.82,25.5,7.6,12-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
12-Aug-2020 - 00:00,31.06,974.31,18.35,58.88,83.26,82.48,261.74,0.4,1.39,27.89,22.59,22.04,3.82,14.83,0.57,23.76,6.05,13-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
13-Aug-2020 - 00:00,27.19,974.02,11.84,28.21,96.9,25.9,169.66,0.29,1.64,44.79,19.94,25.51,3.66,16.46,0.93,15.46,6.61,14-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
14-Aug-2020 - 00:00,28.78,973.32,17.38,46.18,92.44,50.23,86.71,0.29,1.59,95.43,16.19,21.84,3.14,14.19,0.66,20.57,7.27,15-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
15-Aug-2020 - 00:00,30.4,973.37,24.29,44.54,85.61,96.55,141.02,0.39,0.78,28.82,15.79,10.45,2.19,7.34,0.81,27.93,7.07,16-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
16-Aug-2020 - 00:00,30.57,974.33,14.77,37.06,86.11,95.25,144.53,0.37,0.88,24.59,20.26,13.96,3.36,10.16,0.86,21.85,7.61,17-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
17-Aug-2020 - 00:00,29.84,974.65,25.42,60.35,92.57,46.76,161.39,0.47,1.57,37.01,21.37,25.07,8.99,20.66,1.15,15.47,7.88,18-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
18-Aug-2020 - 00:00,30.29,975.19,25.46,75.23,88.1,54.56,195.4,0.32,1.57,36.81,24.68,29.06,13.79,26.68,1.05,15.05,9.04,19-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
19-Aug-2020 - 00:00,26.87,975.2,18.79,42.96,97.25,13.29,167.03,0.28,1.6,53.08,21.18,29.46,12.19,25.62,1.06,9.96,8.56,20-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
20-Aug-2020 - 00:00,26.15,977.71,14.7,33.61,96.63,22.82,112.92,0.28,1.47,51.86,16.72,26.86,6.64,19.7,1.0,18.65,7.31,21-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
