from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,Toluene,Xylene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
02-Aug-2020 - 00:00,21.18,53.41,11.68,2.35,6.37,64.06,2.81,0.56,13.42,2.49,1.73,0.23,1.82,3.25,90.85,1.36,199.78,438.09,0.03,03-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
03-Aug-2020 - 00:00,20.21,67.31,10.87,2.06,5.36,49.0,3.45,0.59,16.31,2.1,2.09,0.25,2.49,4.32,87.09,1.41,246.56,463.14,0.0,04-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
04-Aug-2020 - 00:00,20.17,64.79,9.29,2.41,5.18,45.8,13.3,0.38,19.96,2.39,2.4,0.29,2.99,4.81,88.83,1.93,164.15,397.57,0.0,05-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
05-Aug-2020 - 00:00,22.62,62.29,8.47,2.68,4.97,51.88,9.33,0.4,19.83,2.8,2.32,0.24,2.82,4.31,92.76,2.3,103.19,420.58,0.0,06-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
06-Aug-2020 - 00:00,14.18,41.29,10.72,2.39,5.91,44.0,7.39,0.42,31.18,2.93,2.36,0.18,2.82,4.31,83.08,2.95,91.9,440.86,0.0,07-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
07-Aug-2020 - 00:00,15.0,38.46,7.5,2.22,4.09,36.6,8.11,0.35,33.47,2.31,1.97,0.09,2.36,3.6,89.96,3.39,91.79,417.95,0.01,08-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
08-Aug-2020 - 00:00,26.67,57.14,8.8,2.32,4.85,35.08,5.86,0.43,20.64,3.67,3.04,0.22,3.2,4.88,86.59,1.32,213.34,270.76,0.0,09-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
09-Aug-2020 - 00:00,19.31,48.8,7.74,2.25,4.22,26.25,3.2,0.31,20.41,1.89,1.69,0.1,2.01,3.07,97.48,1.77,209.89,81.87,0.03,10-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
10-Aug-2020 - 00:00,32.44,77.75,8.76,2.47,5.13,35.51,9.71,0.45,20.99,3.54,2.73,0.12,3.37,5.2,97.46,2.03,109.43,237.33,0.02,11-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
11-Aug-2020 - 00:00,21.13,59.38,10.7,2.48,5.97,43.66,10.8,0.5,20.5,4.41,5.36,11.05,6.59,7.95,95.21,1.45,197.94,242.55,0.01,12-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
12-Aug-2020 - 00:00,18.96,49.29,8.51,2.25,4.48,37.21,4.39,0.55,19.91,2.4,2.27,1.11,2.97,4.58,92.75,1.79,215.1,277.55,0.01,13-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
13-Aug-2020 - 00:00,18.64,43.54,10.82,2.03,5.68,45.55,14.08,0.4,20.85,3.16,2.56,1.13,3.43,5.13,99.12,2.58,108.31,146.12,0.02,14-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
14-Aug-2020 - 00:00,15.27,37.42,8.21,2.27,4.51,58.31,10.7,0.37,20.85,2.73,1.97,0.79,2.99,4.07,94.73,3.01,96.7,379.68,0.0,15-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
15-Aug-2020 - 00:00,25.75,50.9,7.66,2.06,4.03,56.62,9.1,0.55,20.18,3.26,2.39,1.38,3.06,4.53,91.85,2.16,103.79,414.75,0.0,16-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
16-Aug-2020 - 00:00,28.43,48.93,8.15,1.86,4.03,50.38,6.9,0.51,21.38,2.72,1.95,1.05,2.41,3.63,94.81,2.64,114.45,453.07,0.0,17-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
17-Aug-2020 - 00:00,23.47,46.06,8.44,2.35,4.64,46.0,11.2,0.39,20.8,3.12,2.03,0.85,2.67,3.94,98.62,2.62,105.5,188.31,0.0,18-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
18-Aug-2020 - 00:00,27.69,52.82,9.5,2.62,5.43,60.3,15.46,0.55,20.46,4.13,2.84,1.29,3.48,5.14,96.87,1.99,152.34,280.01,0.03,19-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
19-Aug-2020 - 00:00,14.98,31.52,8.85,2.17,4.54,70.0,11.29,0.5,20.25,2.9,2.37,1.46,3.06,4.64,98.89,1.81,135.79,79.33,0.37,20-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
20-Aug-2020 - 00:00,11.61,40.29,10.86,1.74,5.42,70.45,12.18,0.31,26.11,1.93,1.56,0.59,2.18,3.21,97.85,2.94,107.57,269.53,0.0,21-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
21-Aug-2020 - 00:00,9.35,22.12,8.75,1.96,4.52,64.23,13.35,0.36,22.91,2.03,1.24,1.56,0.5,1.68,99.13,2.47,71.77,175.83,0.31,22-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
22-Aug-2020 - 00:00,13.49,31.39,12.57,2.32,7.12,46.97,12.8,0.33,16.27,3.77,2.59,2.02,1.03,3.63,91.59,2.21,82.06,403.22,0.01,23-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
23-Aug-2020 - 00:00,16.06,42.78,9.29,0.92,4.44,36.34,3.26,0.1,23.05,3.95,3.73,3.32,1.78,5.6,90.28,3.1,91.2,532.53,0.0,24-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
24-Aug-2020 - 00:00,17.17,40.57,11.25,0.99,5.68,38.47,11.38,0.31,21.97,4.14,3.91,3.25,1.86,5.3,91.62,3.26,104.2,329.13,0.23,25-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
25-Aug-2020 - 00:00,21.27,46.82,8.96,0.96,4.59,39.87,10.55,0.33,27.52,4.23,3.99,3.33,1.9,4.99,93.22,2.69,118.25,432.32,0.0,26-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
26-Aug-2020 - 00:00,16.97,42.06,9.93,1.06,5.21,42.01,12.04,0.55,24.1,4.23,3.99,3.31,1.9,4.99,91.31,1.74,185.37,366.7,0.0,27-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
27-Aug-2020 - 00:00,18.3,38.32,8.55,0.77,4.17,34.29,14.22,0.39,23.2,3.62,3.1,2.09,1.89,3.97,92.62,1.45,144.25,241.99,0.27,28-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
28-Aug-2020 - 00:00,15.75,35.4,9.28,0.75,4.51,31.37,16.43,0.3,20.7,2.87,2.75,1.16,1.62,2.89,91.62,1.61,192.49,409.42,0.0,29-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
29-Aug-2020 - 00:00,24.59,53.93,9.22,0.94,4.68,35.02,12.12,0.5,25.65,1.74,2.9,0.96,1.44,1.69,93.83,1.32,88.82,297.87,0.01,30-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
30-Aug-2020 - 00:00,18.95,45.39,8.02,0.8,3.95,33.54,5.05,0.45,29.83,1.3,2.38,0.93,1.9,1.25,95.25,3.16,93.07,342.57,0.04,31-Aug-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
31-Aug-2020 - 00:00,12.41,41.08,8.26,0.8,3.99,36.92,10.36,0.38,31.0,2.37,2.88,1.43,2.07,1.84,92.8,3.88,122.17,382.2,0.0,01-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
01-Sep-2020 - 00:00,18.25,47.16,9.22,0.62,4.33,38.49,9.57,0.54,33.28,2.41,2.46,1.51,1.83,1.57,88.96,2.09,135.94,443.48,0.0,02-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
02-Sep-2020 - 00:00,15.93,38.52,7.58,0.82,3.7,43.73,3.91,0.46,25.98,0.98,0.99,0.99,1.24,0.29,89.31,1.62,168.67,415.58,0.0,03-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
03-Sep-2020 - 00:00,26.08,62.82,9.45,1.06,4.85,61.0,8.99,0.54,23.55,0.99,1.01,0.99,1.2,0.3,93.99,2.32,93.18,334.73,0.02,04-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
04-Sep-2020 - 00:00,27.21,51.37,9.28,1.44,5.14,70.25,8.68,0.5,21.95,0.94,0.98,1.03,1.22,0.33,95.2,1.8,100.74,343.4,0.0,05-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
05-Sep-2020 - 00:00,26.26,49.89,10.46,1.47,5.05,60.0,7.19,0.63,22.67,0.99,0.95,0.96,1.13,0.29,96.11,1.58,163.44,175.1,0.16,06-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
06-Sep-2020 - 00:00,16.55,35.51,10.04,1.62,4.92,56.79,2.12,0.49,33.44,0.99,1.0,0.99,1.2,0.29,90.99,1.16,198.26,1.12,0.0,07-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
07-Sep-2020 - 00:00,21.44,46.84,12.29,1.5,5.98,52.61,6.94,0.47,30.21,1.0,0.95,1.04,1.21,0.3,90.9,1.53,256.31,318.82,0.0,08-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
08-Sep-2020 - 00:00,23.6,52.39,10.37,1.31,4.72,48.13,4.79,0.48,33.43,1.05,0.99,1.0,1.19,0.32,88.89,1.89,278.91,572.32,0.0,09-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
09-Sep-2020 - 00:00,24.86,64.01,9.15,1.12,3.61,40.89,8.81,0.39,33.31,0.92,0.89,0.96,1.09,0.26,67.74,2.13,297.8,421.21,0.0,10-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
10-Sep-2020 - 00:00,27.57,84.58,10.42,1.05,4.96,44.27,10.27,0.48,34.32,1.02,0.99,1.01,1.2,0.3,87.72,2.25,278.81,454.94,0.0,11-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
11-Sep-2020 - 00:00,34.16,109.81,11.94,0.22,5.52,55.9,10.37,0.52,32.98,0.95,1.01,0.97,1.18,0.29,82.13,1.42,256.29,524.65,0.0,12-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
12-Sep-2020 - 00:00,39.27,108.93,10.35,0.38,5.22,67.88,10.08,0.55,39.98,0.98,0.97,1.01,1.2,0.28,74.96,1.3,247.45,544.16,0.0,13-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
13-Sep-2020 - 00:00,38.22,86.57,9.81,0.42,5.14,58.07,4.44,0.51,58.46,0.96,1.02,1.03,1.22,0.3,81.99,1.46,285.93,413.23,0.0,14-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
14-Sep-2020 - 00:00,37.35,79.74,9.32,0.87,4.67,61.74,10.73,0.47,52.55,0.94,0.93,0.95,1.12,0.27,82.69,1.74,288.92,391.26,0.0,15-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
15-Sep-2020 - 00:00,45.1,94.03,10.52,1.43,5.78,67.17,12.5,0.52,35.19,0.96,0.95,1.05,1.2,0.28,80.83,1.86,283.69,375.44,0.0,16-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
16-Sep-2020 - 00:00,38.25,91.95,9.1,1.74,5.33,63.32,13.15,0.54,22.86,0.9,0.99,0.98,1.2,0.29,81.63,2.44,284.79,477.51,0.0,17-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
17-Sep-2020 - 00:00,29.51,70.26,10.52,1.55,5.62,61.77,14.45,0.6,21.4,0.89,0.91,0.98,1.14,0.29,74.54,2.49,285.18,500.04,0.0,18-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
18-Sep-2020 - 00:00,33.61,68.43,9.25,1.72,5.37,67.79,7.19,0.45,19.34,0.96,0.99,0.98,1.2,0.29,83.16,2.52,282.82,444.04,0.0,19-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
19-Sep-2020 - 00:00,39.19,75.05,9.68,1.81,5.68,60.81,12.05,0.46,23.81,1.0,1.02,1.09,1.2,0.32,80.69,1.72,279.19,434.72,0.0,20-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
20-Sep-2020 - 00:00,39.83,82.94,8.64,1.67,5.02,52.65,4.46,0.55,29.38,0.95,0.98,0.98,1.19,0.29,83.33,2.17,303.01,425.26,0.0,21-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
21-Sep-2020 - 00:00,32.86,99.67,8.84,1.36,4.99,60.89,11.1,0.52,28.29,3.63,1.78,2.07,2.1,2.49,78.84,2.12,300.88,453.4,0.0,22-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
22-Sep-2020 - 00:00,41.66,101.34,11.39,1.06,6.28,80.85,5.85,0.68,35.03,7.72,5.87,4.68,6.39,8.69,91.77,1.49,165.75,304.82,0.07,23-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
23-Sep-2020 - 00:00,31.25,79.58,11.54,1.51,6.35,65.2,7.85,0.65,47.76,6.4,4.42,5.1,4.48,7.54,92.32,1.54,128.0,302.62,0.01,24-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
24-Sep-2020 - 00:00,35.48,83.06,13.01,1.8,7.4,73.82,9.15,0.62,40.88,5.9,3.74,4.57,4.05,6.43,89.5,1.78,208.38,386.49,0.02,25-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
25-Sep-2020 - 00:00,49.7,113.0,10.96,1.31,5.6,59.16,11.8,0.47,51.83,5.79,2.91,3.25,3.58,5.49,82.62,1.83,247.98,396.67,0.24,26-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
26-Sep-2020 - 00:00,44.47,102.13,13.59,2.04,6.67,44.82,13.84,0.58,50.32,5.28,3.06,3.6,3.84,5.73,71.92,1.84,247.9,369.96,0.1,27-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
27-Sep-2020 - 00:00,26.33,67.82,8.18,2.33,4.54,34.58,1.94,0.33,66.47,3.89,2.3,3.38,3.19,4.31,68.74,2.22,289.44,483.15,0.0,28-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
28-Sep-2020 - 00:00,46.63,117.46,10.22,2.12,5.41,28.71,6.82,0.61,56.59,5.94,3.01,3.21,3.69,5.49,81.31,2.32,283.6,474.46,0.0,29-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
29-Sep-2020 - 00:00,47.58,148.45,9.9,2.37,5.56,43.73,9.21,0.62,46.17,6.32,3.25,3.07,3.63,5.46,74.74,2.31,287.9,482.5,0.0,30-Sep-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
30-Sep-2020 - 00:00,39.93,142.97,9.28,2.74,5.44,56.54,10.34,0.59,51.11,7.35,6.62,5.34,7.43,8.59,71.23,2.54,291.32,418.58,0.0,01-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
01-Oct-2020 - 00:00,44.2,130.5,9.95,2.58,5.66,51.3,11.22,0.63,49.97,6.37,3.35,3.56,3.82,5.66,71.03,2.18,289.64,434.68,0.02,02-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
02-Oct-2020 - 00:00,51.36,122.93,10.07,2.54,5.69,47.98,4.76,0.79,56.89,6.92,3.84,4.16,4.2,6.39,70.56,2.03,283.92,415.86,0.02,03-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
03-Oct-2020 - 00:00,48.01,108.47,10.15,2.21,5.46,46.05,10.52,0.69,53.1,6.47,3.6,4.04,4.04,5.99,58.39,1.97,298.71,435.02,3.46,04-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
04-Oct-2020 - 00:00,49.17,107.16,10.0,2.14,5.33,45.31,5.57,0.7,61.4,6.85,3.52,4.33,3.96,5.98,62.02,1.97,290.83,418.82,0.92,05-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
05-Oct-2020 - 00:00,49.66,126.17,10.72,1.91,5.51,40.63,10.58,0.7,51.29,6.9,2.9,3.22,3.53,5.28,59.33,2.79,295.8,433.17,0.09,06-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
06-Oct-2020 - 00:00,53.28,127.49,10.67,2.21,5.74,45.29,8.56,0.71,46.52,7.18,3.74,3.55,4.1,6.17,60.41,1.96,294.1,420.23,0.17,07-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
07-Oct-2020 - 00:00,66.64,153.25,12.19,2.24,6.55,62.85,10.25,0.83,38.98,8.5,4.53,3.89,4.77,7.3,66.41,1.74,258.06,388.16,0.03,08-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
08-Oct-2020 - 00:00,61.15,145.96,10.87,2.15,5.74,61.83,7.18,0.73,38.18,7.41,3.54,3.55,4.06,6.1,61.12,1.99,290.2,382.59,0.03,09-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
09-Oct-2020 - 00:00,54.49,149.22,10.97,2.19,5.87,54.1,10.68,0.67,42.27,7.35,3.67,3.82,4.08,6.09,57.82,1.85,292.37,392.45,0.04,10-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
10-Oct-2020 - 00:00,66.65,161.37,11.82,2.01,5.42,51.76,4.3,0.58,47.47,6.54,3.14,3.01,3.5,5.09,63.36,2.12,301.3,347.68,0.0,11-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
11-Oct-2020 - 00:00,72.31,158.94,10.29,2.12,5.46,45.75,2.3,,48.42,8.14,3.52,3.76,4.18,6.0,56.57,1.96,295.39,382.28,0.03,12-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
12-Oct-2020 - 00:00,71.73,204.11,13.57,2.0,7.46,45.79,11.12,0.81,39.23,8.4,3.6,3.62,4.34,6.69,53.45,1.66,268.57,380.61,0.02,13-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
13-Oct-2020 - 00:00,119.17,327.07,12.04,1.24,6.44,56.94,13.32,1.23,34.12,10.64,4.91,3.38,5.85,8.04,71.19,1.66,114.42,331.89,0.14,14-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
14-Oct-2020 - 00:00,135.11,302.53,13.07,1.27,7.01,58.59,9.27,1.46,31.53,11.15,3.83,2.39,4.22,7.29,69.62,1.35,235.26,285.15,0.05,15-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
15-Oct-2020 - 00:00,82.34,200.11,14.36,1.2,7.43,66.12,6.31,0.88,35.23,8.02,3.58,1.54,3.91,6.48,22.54,1.87,277.13,457.09,0.32,16-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
16-Oct-2020 - 00:00,79.15,181.33,18.69,1.48,10.09,74.95,11.38,0.85,37.63,8.16,4.06,1.7,4.34,7.86,34.19,1.39,291.02,379.09,0.51,17-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
17-Oct-2020 - 00:00,96.21,208.37,18.83,1.8,10.44,74.53,6.85,1.11,42.2,10.04,4.6,1.97,4.98,9.67,43.36,1.53,277.27,347.25,0.0,18-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
18-Oct-2020 - 00:00,79.03,171.94,15.93,1.5,8.67,56.44,6.22,0.94,48.23,7.87,3.17,1.52,3.67,6.56,40.76,2.42,291.12,399.24,0.0,19-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
19-Oct-2020 - 00:00,90.92,197.87,21.76,1.92,12.1,54.58,9.32,0.95,38.84,8.04,2.87,1.31,3.46,6.11,40.12,2.18,293.55,404.0,0.0,20-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
20-Oct-2020 - 00:00,92.08,235.82,20.07,1.5,11.09,53.48,13.07,0.96,39.14,8.18,3.35,1.35,4.07,7.31,37.38,1.82,267.38,388.27,0.0,21-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
21-Oct-2020 - 00:00,114.51,315.01,25.38,0.94,13.87,69.74,11.19,1.33,33.12,10.61,5.5,2.17,6.12,9.69,36.48,1.3,186.08,415.95,0.0,22-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
22-Oct-2020 - 00:00,132.31,302.66,21.81,1.35,12.01,75.03,19.6,1.2,34.38,10.29,4.14,1.98,4.45,7.38,36.42,1.38,215.79,302.99,0.0,23-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
23-Oct-2020 - 00:00,133.98,271.34,22.29,1.81,12.26,74.18,6.9,1.38,31.03,12.27,4.57,2.36,4.75,8.0,40.85,1.29,249.55,356.96,0.0,24-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
24-Oct-2020 - 00:00,150.99,264.81,24.35,1.98,13.49,70.7,10.54,1.47,31.4,13.16,4.83,2.15,4.93,8.12,41.08,1.48,293.04,280.48,0.0,25-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
25-Oct-2020 - 00:00,152.67,248.9,23.6,1.77,12.94,62.78,3.98,1.53,32.39,13.08,4.78,2.95,4.99,8.44,43.58,1.22,204.97,308.56,0.0,26-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
26-Oct-2020 - 00:00,128.29,234.21,24.34,1.75,13.26,69.67,8.13,1.19,27.39,10.6,3.76,2.09,4.2,7.08,41.58,1.66,253.24,275.69,0.0,27-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
27-Oct-2020 - 00:00,111.56,195.89,23.74,2.11,12.92,61.22,6.54,0.85,30.43,8.81,3.11,1.66,3.63,7.02,43.87,2.03,291.19,384.01,0.0,28-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
28-Oct-2020 - 00:00,131.28,250.6,29.75,1.66,16.05,64.54,8.09,1.43,27.81,11.54,4.62,2.27,5.02,8.7,28.84,1.22,282.69,364.58,0.0,29-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
29-Oct-2020 - 00:00,173.66,298.35,35.05,1.67,18.8,78.98,9.15,1.69,24.65,20.72,9.55,2.57,10.13,21.06,43.17,1.1,209.46,273.03,0.0,30-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
30-Oct-2020 - 00:00,180.97,384.73,30.57,1.17,16.23,75.6,7.46,1.57,27.56,19.34,7.79,1.57,8.43,19.99,43.07,2.02,307.66,362.6,0.0,31-Oct-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
31-Oct-2020 - 00:00,187.86,449.8,26.76,0.97,14.61,57.81,8.73,1.68,28.05,14.87,3.9,1.26,5.16,8.05,43.63,2.61,298.28,378.76,0.0,01-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
01-Nov-2020 - 00:00,205.0,372.25,22.45,0.52,11.95,33.9,4.53,1.85,31.67,13.91,3.16,0.39,4.17,7.1,35.69,2.1,288.3,330.21,0.0,02-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
02-Nov-2020 - 00:00,207.01,398.55,42.48,0.68,22.47,51.52,6.84,2.15,25.53,16.65,5.57,0.52,6.14,11.41,34.91,1.4,276.33,312.6,0.0,03-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
03-Nov-2020 - 00:00,220.12,425.51,55.37,1.05,29.63,109.13,7.62,2.34,26.07,23.33,10.11,0.87,10.4,19.34,35.9,0.96,236.98,263.68,0.0,04-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
04-Nov-2020 - 00:00,281.05,528.97,48.21,0.99,25.82,100.89,10.31,2.53,27.79,20.26,7.4,0.88,8.57,15.29,40.56,1.78,270.6,279.73,0.0,05-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
05-Nov-2020 - 00:00,272.86,531.22,47.7,1.17,25.72,88.3,7.85,2.85,28.0,22.51,7.37,0.89,7.79,14.2,39.63,1.46,271.81,301.01,0.0,06-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
06-Nov-2020 - 00:00,226.55,414.54,41.24,1.18,22.35,82.59,13.0,2.02,25.83,16.98,5.83,0.59,6.32,11.06,36.83,1.89,298.49,315.0,0.0,07-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
07-Nov-2020 - 00:00,256.53,412.42,36.24,0.76,18.42,72.37,8.87,2.14,25.61,15.03,4.09,0.5,4.9,8.36,38.95,1.96,295.78,273.29,0.0,08-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
08-Nov-2020 - 00:00,281.08,456.79,40.29,0.93,21.65,70.55,6.85,2.76,26.57,21.96,7.03,0.75,7.48,13.01,41.85,1.01,215.57,272.72,0.0,09-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
09-Nov-2020 - 00:00,288.97,432.4,48.64,1.15,24.65,81.4,8.58,2.06,23.53,18.94,7.69,0.56,8.43,13.94,44.86,1.18,285.14,322.5,0.0,10-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
10-Nov-2020 - 00:00,220.0,392.65,40.19,1.59,21.43,70.33,11.79,2.14,24.34,20.21,10.26,1.18,11.08,16.46,46.04,0.8,169.63,296.41,0.0,11-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
11-Nov-2020 - 00:00,108.44,256.26,43.96,1.81,23.51,63.74,7.87,1.4,19.55,16.28,8.48,2.23,8.59,17.01,56.51,1.23,116.24,279.89,0.0,12-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
12-Nov-2020 - 00:00,108.39,229.57,32.64,1.58,17.47,68.94,8.02,1.27,20.03,12.82,6.43,2.5,6.84,13.19,37.77,0.81,179.47,315.27,0.0,13-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
13-Nov-2020 - 00:00,173.18,319.97,36.89,1.55,19.66,76.4,6.52,1.68,21.99,15.95,8.1,2.37,7.95,15.07,52.06,1.35,295.03,266.45,0.0,14-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
14-Nov-2020 - 00:00,241.37,363.87,38.9,4.36,22.96,74.42,10.63,2.38,21.54,20.83,7.61,2.39,8.2,15.61,51.88,1.06,200.24,179.65,0.0,15-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
15-Nov-2020 - 00:00,155.54,261.71,29.83,1.92,16.27,88.59,11.58,1.41,21.78,15.46,4.73,1.46,5.86,10.42,63.59,2.91,110.44,149.27,0.0,16-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
16-Nov-2020 - 00:00,21.94,37.03,23.49,1.69,12.74,70.08,3.91,0.53,18.24,5.16,2.11,1.56,3.25,5.16,90.31,2.74,122.52,130.55,0.0,17-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
