from date,NO2,NH3,NO,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM2.5,PM10,AT,SR,RH,RF,WD,WS,Temp,to date,station
28-Jul-2020 - 00:00,9.54,10.53,2.25,5.39,0.34,23.43,9.74,0.04,0.23,1.58,20.6,56.62,27.11,207.24,71.72,0.0,264.48,3.26,32.71,29-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Jul-2020 - 00:00,7.12,12.81,2.74,4.5,0.32,20.83,8.28,0.07,0.22,1.53,28.14,70.54,23.79,100.6,82.6,0.0,256.73,2.99,32.7,30-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Jul-2020 - 00:00,7.13,12.73,2.4,4.23,0.38,28.94,5.4,0.05,0.43,1.79,11.81,32.0,23.13,153.57,82.97,0.55,236.39,2.24,32.31,31-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
31-Jul-2020 - 00:00,8.91,12.79,2.47,5.25,0.4,27.29,6.71,0.09,0.48,1.93,18.88,45.48,24.47,174.9,79.66,0.07,240.28,2.14,32.26,01-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Aug-2020 - 00:00,8.82,13.61,2.35,5.09,0.34,24.39,6.07,0.05,0.39,1.43,17.34,42.83,24.54,143.07,80.99,0.0,254.46,2.39,32.0,02-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Aug-2020 - 00:00,6.7,14.43,2.15,3.81,0.35,25.61,5.65,0.05,0.16,1.29,17.26,40.95,25.87,196.47,77.4,0.0,286.17,2.85,32.24,03-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Aug-2020 - 00:00,5.47,15.46,2.15,3.16,0.39,21.19,5.18,0.05,0.11,1.21,18.07,36.31,23.27,80.36,85.43,0.0,253.79,2.89,32.01,04-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Aug-2020 - 00:00,6.86,12.59,2.45,4.14,0.4,24.11,5.36,0.05,0.56,2.03,12.93,32.83,23.88,161.02,81.53,0.09,186.78,2.47,31.99,05-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Aug-2020 - 00:00,6.45,12.47,2.5,3.96,0.32,19.99,5.54,0.09,0.06,2.16,15.48,37.82,22.56,118.06,86.11,0.05,247.04,2.62,31.79,06-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Aug-2020 - 00:00,6.05,14.24,2.31,3.6,0.36,23.7,4.6,0.05,0.44,2.26,9.49,24.12,22.56,133.6,86.15,0.12,143.48,3.48,31.64,07-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Aug-2020 - 00:00,6.07,10.35,2.48,3.73,0.24,15.78,4.89,0.04,0.32,1.63,8.31,20.31,21.02,92.2,89.44,0.15,198.79,3.97,31.51,08-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Aug-2020 - 00:00,6.23,8.3,3.43,4.6,0.18,11.31,8.34,0.0,0.14,0.94,10.66,38.29,21.79,143.89,84.39,0.0,244.26,5.55,31.69,09-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Aug-2020 - 00:00,5.65,7.11,2.43,3.5,0.27,14.82,7.24,0.02,0.09,0.84,16.67,39.1,20.36,91.02,88.17,0.03,265.85,5.11,31.61,10-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Aug-2020 - 00:00,6.91,7.05,2.73,4.39,0.24,16.31,7.69,0.03,0.2,1.04,18.78,43.26,21.2,144.4,84.41,0.0,270.27,4.87,31.47,11-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Aug-2020 - 00:00,6.6,7.6,2.86,4.34,0.28,13.98,8.29,0.01,0.1,0.94,21.88,52.99,22.08,126.81,84.38,0.0,262.09,5.5,31.65,12-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Aug-2020 - 00:00,5.17,6.54,3.07,3.75,0.28,10.97,7.87,0.01,0.03,0.9,6.83,19.41,20.12,94.89,89.93,0.01,247.65,6.01,31.81,13-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Aug-2020 - 00:00,6.13,6.09,3.24,4.4,0.29,11.79,7.04,0.03,0.18,1.14,10.35,23.54,18.68,63.72,91.73,0.2,257.3,5.98,31.49,14-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Aug-2020 - 00:00,5.28,5.73,3.22,3.92,0.22,13.11,7.48,0.0,0.05,0.79,4.86,14.6,18.42,68.7,92.83,0.11,245.33,6.42,31.48,15-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Aug-2020 - 00:00,4.71,5.46,2.98,3.43,0.21,14.31,9.54,0.0,0.03,0.71,6.54,19.89,19.55,107.16,90.53,0.04,242.54,5.53,31.72,16-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Aug-2020 - 00:00,4.32,5.15,2.4,2.76,0.26,13.37,6.61,0.04,0.11,1.12,9.16,21.45,19.24,54.76,93.23,0.16,253.19,4.56,31.61,17-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Aug-2020 - 00:00,6.38,5.37,1.72,4.17,0.31,12.81,9.0,0.04,0.1,1.33,15.9,33.42,20.43,80.12,90.03,0.02,250.55,3.98,31.58,18-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Aug-2020 - 00:00,6.65,4.6,1.99,5.03,0.32,12.17,8.78,0.03,0.08,1.17,10.33,29.25,19.55,68.11,89.74,0.0,253.52,5.29,31.62,19-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Aug-2020 - 00:00,7.55,5.16,2.09,5.71,0.26,10.11,10.06,0.04,0.14,1.32,19.15,46.98,19.92,79.95,89.15,0.04,258.12,4.48,31.26,20-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Aug-2020 - 00:00,7.49,5.62,1.98,5.58,0.35,6.09,8.49,0.03,0.21,1.41,16.89,40.5,19.71,60.78,91.1,0.09,268.92,4.18,31.39,21-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Aug-2020 - 00:00,6.63,6.34,1.24,4.53,0.37,13.8,7.48,0.04,0.19,2.05,19.54,40.93,20.47,92.76,90.21,0.69,259.11,4.1,31.53,22-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Aug-2020 - 00:00,4.8,5.43,1.93,4.11,0.25,12.21,6.15,0.0,0.06,1.26,5.49,15.2,18.17,29.06,95.74,1.63,240.39,8.44,31.43,23-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Aug-2020 - 00:00,2.48,5.19,0.92,2.06,0.24,17.64,3.74,0.01,0.03,1.26,6.33,17.22,18.19,62.34,92.5,0.12,213.42,5.54,29.59,24-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Aug-2020 - 00:00,3.8,4.49,1.52,3.25,0.27,17.6,5.13,0.17,6.14,15.39,8.62,23.33,18.77,125.61,90.43,0.02,205.54,5.84,27.99,25-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Aug-2020 - 00:00,4.68,4.94,1.58,3.77,0.31,16.39,7.38,0.21,1.45,15.83,10.55,33.83,20.34,146.95,85.07,0.02,228.43,5.31,28.43,26-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Aug-2020 - 00:00,7.9,5.31,2.04,5.86,0.28,13.28,9.89,0.56,6.65,25.29,19.72,51.56,20.17,118.29,84.79,0.03,257.97,3.98,28.65,27-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Aug-2020 - 00:00,7.56,5.31,2.05,5.68,0.34,13.77,10.11,0.69,3.43,17.21,24.83,62.75,20.52,140.03,83.75,0.0,273.5,4.66,28.64,28-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Aug-2020 - 00:00,10.55,6.15,2.5,7.63,0.38,10.91,10.99,0.74,4.35,18.34,25.04,54.59,20.59,95.71,86.03,0.01,266.94,4.54,28.56,29-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Aug-2020 - 00:00,6.58,6.61,1.84,5.0,0.39,12.67,8.72,0.66,3.4,16.01,20.74,41.21,19.05,47.54,91.46,0.54,247.04,6.03,28.69,30-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Aug-2020 - 00:00,2.69,5.63,1.1,2.32,0.28,17.21,4.63,0.13,2.03,8.94,6.58,17.39,17.94,68.7,92.32,0.24,219.32,6.56,28.16,31-Aug-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
31-Aug-2020 - 00:00,6.16,5.93,1.09,4.16,0.34,18.51,5.13,0.25,7.82,14.68,11.93,30.69,19.77,151.45,86.09,0.04,202.18,4.3,29.01,01-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Sep-2020 - 00:00,5.3,6.06,1.25,3.83,0.3,23.83,5.65,0.53,2.68,19.04,22.02,65.05,21.94,214.16,76.58,0.01,255.0,3.8,28.39,02-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Sep-2020 - 00:00,9.43,9.24,1.26,6.03,0.44,26.76,5.88,1.09,5.72,23.55,38.12,98.75,21.83,179.05,79.4,0.0,284.96,2.72,28.1,03-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Sep-2020 - 00:00,5.85,12.31,1.36,4.21,0.44,29.03,5.86,0.88,4.73,22.92,29.09,66.8,21.53,104.27,83.46,0.52,255.21,2.74,28.81,04-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Sep-2020 - 00:00,12.35,12.28,2.07,8.24,0.58,29.73,9.49,1.56,17.19,41.68,44.22,92.97,24.45,218.85,72.93,0.0,228.92,2.15,29.15,05-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Sep-2020 - 00:00,9.27,11.4,2.09,6.59,0.47,33.63,7.98,0.91,10.31,22.69,39.71,103.14,26.2,216.01,68.76,0.0,275.71,2.21,29.44,06-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Sep-2020 - 00:00,10.1,15.91,2.11,7.08,0.38,34.7,9.08,1.21,8.65,21.73,49.68,113.5,25.4,205.91,72.87,0.0,265.69,2.66,29.33,07-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Sep-2020 - 00:00,10.86,13.84,2.43,7.75,0.37,31.81,13.15,0.98,8.02,25.92,36.06,93.34,25.53,199.44,70.51,0.0,256.88,2.98,29.5,08-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Sep-2020 - 00:00,8.92,12.72,2.2,6.53,0.37,36.07,8.35,0.76,4.54,14.88,33.41,100.53,24.72,169.08,73.53,0.0,292.66,3.04,28.69,09-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Sep-2020 - 00:00,9.03,13.83,2.0,6.43,0.51,37.81,6.4,0.92,3.95,18.91,29.3,88.13,25.3,167.99,72.79,0.0,266.54,2.55,27.53,10-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Sep-2020 - 00:00,12.47,14.92,2.01,8.38,0.51,33.31,6.15,0.96,9.88,42.51,22.11,63.9,22.51,113.32,81.25,0.32,251.69,2.85,26.72,11-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Sep-2020 - 00:00,11.29,16.06,2.44,8.18,0.58,35.29,6.79,1.11,13.66,36.45,24.8,55.53,21.12,106.41,85.76,0.09,239.24,2.09,27.87,12-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Sep-2020 - 00:00,10.89,22.54,2.65,8.14,0.52,33.97,5.77,1.69,15.39,44.79,26.8,69.93,22.49,138.31,81.9,0.0,158.24,2.23,28.68,13-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Sep-2020 - 00:00,14.53,21.28,2.94,10.31,0.71,31.81,6.52,2.49,24.33,67.31,30.88,61.97,23.6,138.42,80.42,0.03,174.36,2.41,28.35,14-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Sep-2020 - 00:00,8.11,19.45,1.91,6.07,0.52,34.06,5.54,1.18,5.89,23.06,18.42,40.43,21.57,112.4,86.5,0.18,269.93,3.06,28.13,15-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Sep-2020 - 00:00,11.02,17.8,2.25,7.91,0.53,29.13,7.25,1.03,7.04,25.26,30.29,63.2,22.74,129.96,83.76,0.02,276.7,3.21,28.16,16-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Sep-2020 - 00:00,11.45,19.02,2.05,7.96,0.46,36.86,6.78,1.21,12.37,31.04,36.32,67.13,22.09,90.23,87.74,0.25,280.29,3.25,28.27,17-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Sep-2020 - 00:00,9.54,18.04,1.95,6.86,0.43,38.23,5.54,0.81,5.4,20.8,32.6,59.19,22.81,142.36,85.08,0.05,292.14,3.54,24.47,18-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Sep-2020 - 00:00,10.11,41.14,2.12,7.24,0.39,20.39,7.37,1.19,10.44,19.05,32.28,55.96,22.51,130.13,85.05,0.02,281.68,3.48,22.49,19-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Sep-2020 - 00:00,7.47,21.75,1.94,5.55,0.25,33.15,5.77,0.75,7.98,20.32,26.76,53.72,21.66,106.39,87.07,0.14,283.57,3.58,27.06,20-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Sep-2020 - 00:00,6.22,16.77,2.02,4.95,0.28,42.77,6.24,0.76,2.44,16.34,19.31,52.58,22.98,171.96,79.51,0.0,273.13,3.33,27.02,21-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Sep-2020 - 00:00,7.35,19.09,2.02,5.53,0.26,41.46,6.24,1.12,3.85,20.6,25.77,51.56,22.76,149.8,81.57,0.32,228.35,3.69,27.14,22-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Sep-2020 - 00:00,9.62,19.3,1.92,6.69,0.34,38.09,6.67,1.19,9.46,29.9,26.12,49.96,21.72,126.9,85.85,0.28,258.65,3.37,26.25,23-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Sep-2020 - 00:00,7.84,14.68,1.92,5.76,0.28,35.14,6.14,0.82,5.47,27.6,13.1,26.61,18.23,28.21,94.5,0.21,275.92,3.24,26.49,24-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Sep-2020 - 00:00,10.21,13.32,2.3,7.32,0.33,46.35,9.97,0.79,3.3,14.84,31.96,62.9,22.72,204.81,79.45,0.0,277.81,4.06,25.99,25-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Sep-2020 - 00:00,9.36,14.09,2.11,6.69,0.31,47.09,9.1,0.86,2.72,13.13,40.35,83.0,24.31,196.72,74.78,0.0,288.85,3.69,25.62,26-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Sep-2020 - 00:00,10.89,13.26,2.38,7.72,0.27,36.81,12.61,0.79,3.52,16.49,32.4,69.87,22.52,160.2,78.01,0.01,267.66,4.25,26.61,27-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Sep-2020 - 00:00,7.36,11.03,1.99,5.53,0.28,39.98,8.95,0.65,2.23,13.66,27.16,69.78,21.66,185.75,74.0,0.0,284.86,3.32,25.33,28-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Sep-2020 - 00:00,11.02,11.65,1.94,7.43,0.32,44.56,11.72,0.8,3.75,15.3,33.97,90.41,22.35,192.15,69.3,0.0,273.2,2.6,25.59,29-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Sep-2020 - 00:00,9.78,14.05,1.97,6.81,0.32,49.68,6.9,1.02,34.24,20.98,37.43,92.32,22.66,164.91,69.75,0.0,271.92,2.91,26.04,30-Sep-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Sep-2020 - 00:00,8.24,16.2,1.94,5.96,0.35,50.74,6.93,1.03,3.94,19.41,38.29,67.79,21.29,181.46,74.5,0.03,275.14,3.57,27.71,01-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Oct-2020 - 00:00,11.19,18.24,1.96,7.54,0.36,37.68,8.6,1.17,3.4,17.22,38.9,80.49,22.07,171.93,72.08,0.0,295.55,3.65,27.67,02-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Oct-2020 - 00:00,8.09,22.38,1.9,5.85,0.33,42.14,5.54,1.08,2.29,14.95,37.92,91.38,25.17,213.99,65.04,0.0,290.57,3.6,26.52,03-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Oct-2020 - 00:00,8.12,17.02,2.08,6.0,0.35,41.54,4.31,0.74,7.38,13.42,29.86,84.57,25.3,180.44,58.58,0.0,310.55,3.62,26.12,04-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Oct-2020 - 00:00,9.03,16.75,1.94,6.38,0.4,46.14,5.69,1.04,6.66,13.57,33.63,93.02,25.17,159.1,56.67,0.0,306.07,3.82,26.14,05-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Oct-2020 - 00:00,9.02,16.94,2.0,6.43,0.38,48.17,5.06,1.07,3.83,13.4,40.02,90.92,24.67,195.84,55.54,0.0,299.23,3.89,28.11,06-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Oct-2020 - 00:00,11.01,18.03,2.08,7.56,0.47,54.67,6.32,1.59,5.35,22.79,48.22,112.39,25.06,182.99,48.36,0.0,216.74,2.94,27.63,07-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Oct-2020 - 00:00,16.1,24.18,2.08,10.27,0.47,46.03,11.63,1.94,8.21,36.87,60.19,149.04,26.33,158.32,34.54,0.0,172.95,2.43,27.43,08-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Oct-2020 - 00:00,13.44,25.12,2.13,8.88,0.53,50.16,13.89,3.25,6.11,47.52,73.78,156.84,26.06,171.21,35.3,0.0,92.59,3.42,27.64,09-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Oct-2020 - 00:00,18.04,30.93,2.17,11.36,0.7,56.78,11.7,4.08,6.25,61.35,77.89,157.13,26.37,165.49,35.43,0.0,63.73,3.33,27.65,10-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Oct-2020 - 00:00,15.99,30.57,2.1,10.22,0.64,65.61,13.51,3.5,5.86,60.45,74.73,154.51,26.92,166.88,35.02,0.0,64.29,3.46,27.57,11-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Oct-2020 - 00:00,13.97,28.82,2.13,9.18,0.57,73.78,13.34,3.26,3.17,54.61,71.84,155.41,26.51,168.0,34.84,0.0,65.28,3.98,25.48,12-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Oct-2020 - 00:00,19.42,34.74,2.26,12.17,0.58,66.97,19.77,2.36,9.39,52.32,62.7,141.89,26.75,162.02,39.21,0.0,114.13,3.15,27.44,13-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Oct-2020 - 00:00,17.26,34.74,2.4,11.12,0.63,41.8,21.27,3.24,15.54,49.68,68.46,128.96,26.37,148.33,50.27,0.0,126.46,3.1,27.75,14-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Oct-2020 - 00:00,14.01,29.28,2.23,9.26,0.55,37.36,9.81,3.22,17.42,54.02,50.53,99.26,27.22,142.95,57.94,0.0,77.91,3.08,27.03,15-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Oct-2020 - 00:00,10.94,26.7,2.26,7.66,0.47,23.17,11.13,2.11,11.65,43.79,29.09,67.86,25.42,164.3,64.31,0.0,87.7,4.51,26.59,16-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Oct-2020 - 00:00,10.89,19.54,2.08,7.49,0.45,24.63,15.02,1.3,19.67,43.99,28.22,53.62,23.63,105.45,75.62,0.0,115.0,3.28,27.74,17-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Oct-2020 - 00:00,15.58,13.24,2.68,10.48,0.49,26.32,19.21,1.81,23.45,62.68,33.13,60.09,25.7,163.81,68.84,0.0,123.69,2.7,28.34,18-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Oct-2020 - 00:00,14.24,13.38,2.32,9.47,0.51,33.06,16.48,2.25,25.6,54.93,50.86,75.74,25.39,138.33,68.5,0.0,233.17,2.34,28.34,19-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Oct-2020 - 00:00,11.68,13.0,2.09,7.9,0.45,52.17,9.71,1.43,15.21,32.2,42.07,66.25,23.22,129.81,73.75,0.17,220.43,2.71,28.29,20-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Oct-2020 - 00:00,10.23,16.47,1.86,6.96,0.5,62.9,7.31,1.9,4.26,23.31,59.5,101.09,25.04,157.6,66.26,0.0,211.8,2.94,28.37,21-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Oct-2020 - 00:00,16.7,16.4,1.91,10.43,0.74,60.65,18.0,3.19,17.24,55.74,81.54,137.59,24.51,106.95,59.05,0.0,128.57,2.38,28.11,22-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Oct-2020 - 00:00,15.38,12.51,2.07,9.87,0.56,72.18,29.95,2.35,17.06,36.86,70.98,139.44,25.59,150.08,45.44,0.0,209.85,1.75,28.36,23-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Oct-2020 - 00:00,11.87,16.29,1.93,7.9,0.47,53.58,14.9,1.88,16.29,30.08,49.86,103.82,25.08,179.59,47.3,0.0,267.86,2.19,28.65,24-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Oct-2020 - 00:00,11.47,14.86,2.1,7.82,0.33,60.53,10.76,1.02,7.16,16.52,30.97,89.09,23.91,165.67,33.53,0.0,297.42,2.76,27.37,25-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Oct-2020 - 00:00,12.27,15.0,1.85,8.04,0.29,66.65,15.63,1.1,4.18,17.17,38.29,78.63,23.47,180.77,34.45,0.0,289.35,2.74,27.5,26-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Oct-2020 - 00:00,11.8,17.66,1.85,7.78,0.34,64.4,14.01,1.29,3.02,15.11,42.81,94.44,22.85,161.79,36.56,0.0,300.44,3.43,28.37,27-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Oct-2020 - 00:00,13.0,18.89,2.14,8.66,0.34,65.9,8.01,1.6,7.42,18.99,37.51,89.45,22.86,169.38,35.98,0.0,237.25,2.42,29.09,28-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Oct-2020 - 00:00,12.48,20.25,2.37,8.56,0.43,89.98,12.47,2.39,13.35,42.14,53.68,118.3,22.82,166.62,32.74,0.0,165.26,2.91,29.43,29-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Oct-2020 - 00:00,18.16,20.93,2.71,11.86,0.51,76.56,12.66,1.81,28.74,38.54,61.62,127.48,22.31,166.78,36.9,0.0,180.15,2.33,29.68,30-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Oct-2020 - 00:00,16.68,26.18,2.53,10.91,0.54,80.78,11.96,2.17,18.95,41.82,71.01,149.21,22.12,156.02,37.47,0.0,122.24,2.18,29.63,31-Oct-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
31-Oct-2020 - 00:00,18.79,23.22,2.4,16.25,0.55,86.57,10.37,5.38,7.04,32.27,74.3,155.45,21.17,153.28,32.82,0.0,76.72,3.39,29.98,01-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Nov-2020 - 00:00,20.47,22.83,2.62,13.02,0.66,77.47,15.3,12.5,8.6,23.1,92.8,175.14,20.97,150.6,28.67,0.0,73.21,3.36,29.73,02-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Nov-2020 - 00:00,20.07,21.6,2.63,12.82,0.58,85.76,13.31,6.5,16.74,36.7,87.54,182.93,20.58,156.29,30.2,0.0,91.17,2.82,29.29,03-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Nov-2020 - 00:00,17.21,18.24,2.41,11.13,0.43,76.18,15.23,1.94,28.17,41.91,57.68,143.75,21.25,175.06,28.5,0.0,178.15,2.69,29.46,04-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Nov-2020 - 00:00,15.44,24.19,2.69,10.41,0.41,72.39,15.23,2.17,11.33,28.04,44.64,139.81,21.1,163.6,29.15,0.0,251.73,2.57,29.89,05-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Nov-2020 - 00:00,35.19,18.94,2.06,20.39,0.56,79.26,29.11,3.3,16.49,50.12,46.31,131.45,21.24,163.7,28.88,0.0,152.19,2.02,29.85,06-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Nov-2020 - 00:00,25.25,23.45,1.83,14.91,0.6,70.74,33.9,4.27,27.89,76.4,71.74,162.67,18.99,61.71,33.18,0.0,121.15,1.63,29.44,07-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Nov-2020 - 00:00,25.23,20.7,1.98,15.04,0.59,97.42,29.46,3.42,20.96,55.08,80.82,158.16,20.02,159.07,30.32,0.0,98.73,2.39,29.6,08-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Nov-2020 - 00:00,22.05,19.27,1.79,13.17,0.66,108.49,26.5,3.41,13.26,39.39,84.44,163.64,19.68,157.26,30.23,0.0,101.33,2.32,29.62,09-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
