from date,PM2.5,PM10,NOx,NO2,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,RH,BP,AT,WS,WD,to date,station
03-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,04-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
04-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,05-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
05-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,06-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
06-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,07-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
07-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,08-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
08-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,09-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
09-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,10-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
10-Jun-2020 - 00:00,44.12,202.17,8.46,14.78,0.69,101.52,9.5,0.15,123.7,,,,,,,,11-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
11-Jun-2020 - 00:00,50.54,182.61,8.97,14.49,1.5,71.35,12.66,0.54,91.85,,,,,,,,12-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
12-Jun-2020 - 00:00,42.71,131.38,9.52,14.13,2.38,66.14,3.24,1.01,100.18,,,,,,,,13-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
13-Jun-2020 - 00:00,47.31,169.14,9.08,13.59,2.2,52.34,12.43,0.84,106.95,,,,,,,,14-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
14-Jun-2020 - 00:00,45.77,135.0,7.47,11.49,1.6,55.28,16.44,0.83,104.22,,,,,,,,15-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
15-Jun-2020 - 00:00,40.04,134.52,6.18,9.45,1.34,48.77,11.09,0.82,108.11,,,,,,,,16-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
16-Jun-2020 - 00:00,32.43,107.53,6.81,8.93,2.3,42.79,8.81,0.79,113.9,,,,,,,,17-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
17-Jun-2020 - 00:00,23.37,84.69,8.32,9.46,4.06,40.59,6.43,,100.9,,,,,,,,18-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
18-Jun-2020 - 00:00,25.76,93.91,7.39,9.84,2.56,42.49,5.84,,106.98,,,,,,,,19-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
19-Jun-2020 - 00:00,30.43,113.66,9.91,11.19,4.8,40.33,8.03,,93.86,,,,,,,,20-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
20-Jun-2020 - 00:00,25.19,87.0,8.26,10.84,3.01,32.18,7.0,,97.69,,,,,,,,21-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
21-Jun-2020 - 00:00,27.39,70.36,7.22,9.49,2.6,38.39,9.29,,99.98,,,,,,,,22-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
22-Jun-2020 - 00:00,30.19,71.81,6.81,9.23,2.28,44.11,6.95,,107.33,,,,,,,,23-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
23-Jun-2020 - 00:00,12.28,49.48,8.02,8.51,4.22,35.11,4.29,,74.84,,,,,,,,24-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
24-Jun-2020 - 00:00,20.17,55.81,7.41,9.69,2.7,31.46,6.27,,44.39,,,,,,,,25-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
25-Jun-2020 - 00:00,33.66,105.24,9.5,13.22,2.96,53.72,9.2,,56.92,,,,,,,,26-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
26-Jun-2020 - 00:00,33.37,98.1,5.57,8.67,1.11,49.9,9.19,,83.93,,,,,,,,27-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
27-Jun-2020 - 00:00,36.9,199.79,8.78,14.32,1.35,38.97,10.8,,76.44,,,,,,,,28-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
28-Jun-2020 - 00:00,51.83,360.83,11.55,17.44,2.73,41.95,16.01,,67.0,,,,,,,,29-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
29-Jun-2020 - 00:00,26.66,112.87,8.81,11.38,3.32,41.9,7.13,,72.97,,,,,,,,30-Jun-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
30-Jun-2020 - 00:00,20.31,77.51,7.36,8.36,3.5,36.82,5.6,,84.08,,,,,,,,01-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
01-Jul-2020 - 00:00,26.99,81.67,5.83,7.88,1.95,41.54,6.63,,90.48,,,,,,,,02-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
02-Jul-2020 - 00:00,,92.75,3.68,5.56,0.82,30.29,4.11,,83.39,,,,,,,,03-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
03-Jul-2020 - 00:00,28.43,106.56,5.83,7.67,2.05,54.87,4.34,1.74,64.52,1.02,5.69,70.27,741.0,34.34,0.92,290.93,04-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
04-Jul-2020 - 00:00,19.19,39.95,5.85,6.91,2.71,38.61,11.49,0.44,102.86,0.81,5.7,71.75,741.0,32.58,0.94,295.4,05-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
05-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,06-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
06-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,07-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
07-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,08-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
08-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,09-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
09-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,10-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
10-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,11-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
11-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,12-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
12-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,13-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
13-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,14-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
14-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,15-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
15-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,16-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
16-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,17-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
17-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,18-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
18-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,19-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
19-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,20-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
20-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,21-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
21-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,22-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
22-Jul-2020 - 00:00,36.08,51.42,5.52,9.48,0.59,25.83,6.03,,72.23,1.0,6.07,,,,,,23-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
23-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,24-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
24-Jul-2020 - 00:00,15.54,43.33,1.62,2.29,0.51,43.2,8.13,,83.87,0.8,5.78,,,,,,25-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
25-Jul-2020 - 00:00,9.88,28.38,2.12,2.8,0.78,38.79,5.87,,49.67,0.8,6.41,,,,,,26-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
26-Jul-2020 - 00:00,19.61,43.16,2.36,3.74,0.64,45.24,7.19,,49.02,0.88,6.45,,,,,,27-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
27-Jul-2020 - 00:00,28.59,72.38,1.11,1.4,0.47,80.98,8.38,,120.56,0.95,5.52,,,,,,28-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
28-Jul-2020 - 00:00,22.21,96.32,2.17,2.2,0.5,50.7,7.36,,78.67,0.9,5.49,,,,,,29-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
29-Jul-2020 - 00:00,13.56,32.41,2.63,1.85,0.4,43.1,7.46,,55.11,0.82,5.94,,,,,,30-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
30-Jul-2020 - 00:00,13.35,28.69,4.2,6.24,0.82,32.7,5.98,,46.29,0.84,6.61,,,,,,31-Jul-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
31-Jul-2020 - 00:00,19.5,46.68,3.07,4.68,0.53,37.63,7.39,,42.17,0.91,6.32,,,,,,01-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
01-Aug-2020 - 00:00,15.02,30.33,1.33,2.0,0.4,39.0,8.2,,56.32,0.86,6.04,,,,,,02-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
02-Aug-2020 - 00:00,35.1,88.26,6.08,24.6,0.77,51.54,10.25,,54.0,0.97,7.05,,,,,,03-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
03-Aug-2020 - 00:00,24.94,86.95,,0.3,0.3,,10.22,,43.09,1.01,5.79,,,,,,04-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
04-Aug-2020 - 00:00,25.01,65.94,2.3,3.5,,48.25,10.8,,59.64,0.91,6.16,,,,,,05-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
05-Aug-2020 - 00:00,18.81,50.42,,,,,6.63,,35.71,0.9,6.35,,,,,,06-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
06-Aug-2020 - 00:00,7.54,28.64,,,,32.5,6.01,0.14,26.58,0.87,5.86,,,,,,07-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
07-Aug-2020 - 00:00,5.22,21.83,,0.9,0.9,,7.63,0.49,39.76,0.78,5.93,,,,,,08-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
08-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,09-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
09-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,10-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
10-Aug-2020 - 00:00,19.1,37.6,,,0.3,30.7,6.86,0.84,33.13,0.83,6.51,,,,,,11-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
11-Aug-2020 - 00:00,25.64,46.39,1.4,2.2,0.3,31.3,6.84,0.7,31.69,0.88,6.66,,,,,,12-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
12-Aug-2020 - 00:00,21.49,51.6,0.3,,,32.4,6.66,0.36,22.9,0.96,6.64,,,,,,13-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
13-Aug-2020 - 00:00,7.1,17.93,,,0.4,28.9,5.2,0.3,27.25,0.87,6.66,,,,,,14-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
14-Aug-2020 - 00:00,9.54,25.64,,,,,5.02,0.73,24.99,0.83,5.72,,,,,,15-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
15-Aug-2020 - 00:00,23.55,47.54,,,,,6.72,0.57,22.35,0.87,5.89,,,,,,16-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
16-Aug-2020 - 00:00,18.89,37.64,,0.3,0.4,,6.12,0.46,15.52,0.85,5.97,,,,,,17-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
17-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,18-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
18-Aug-2020 - 00:00,21.79,63.79,,,,,7.0,0.74,25.08,0.96,6.12,,,,,,19-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
19-Aug-2020 - 00:00,12.29,34.79,2.9,3.4,1.25,34.0,14.32,0.81,22.45,0.95,7.3,,,,,,20-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
20-Aug-2020 - 00:00,5.18,13.54,2.2,3.0,0.8,23.9,2.82,0.55,27.82,0.86,7.65,,,,,,21-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
21-Aug-2020 - 00:00,2.35,10.09,2.45,3.3,0.9,22.9,2.77,0.09,19.95,0.83,7.28,,,,,,22-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
22-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,23-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
23-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,24-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
24-Aug-2020 - 00:00,7.97,30.24,3.1,3.9,0.65,22.8,5.97,0.53,25.78,0.83,6.25,,,,,,25-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
25-Aug-2020 - 00:00,10.69,33.01,6.8,4.9,0.87,26.1,10.21,0.46,20.42,0.91,7.2,,,,,,26-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
26-Aug-2020 - 00:00,15.42,53.99,5.8,6.2,0.47,28.35,7.71,0.47,28.76,0.97,6.97,,,,,,27-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
27-Aug-2020 - 00:00,13.62,39.77,2.0,3.2,0.55,30.83,7.06,0.32,30.26,0.93,7.18,,,,,,28-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
28-Aug-2020 - 00:00,15.48,46.24,7.75,6.27,0.8,28.4,5.81,0.45,18.51,1.02,7.52,,,,,,29-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
29-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,30-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
30-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,31-Aug-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
31-Aug-2020 - 00:00,11.74,45.09,0.55,0.65,0.2,17.8,7.57,0.53,30.9,0.87,5.45,,,,,,01-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
01-Sep-2020 - 00:00,14.68,35.68,5.25,6.15,0.57,21.3,6.17,0.38,14.58,0.91,7.39,,,,,,02-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
02-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,03-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
03-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,04-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
04-Sep-2020 - 00:00,43.77,44.0,4.99,10.13,0.43,41.82,10.41,0.58,31.61,0.86,5.11,,,,,,05-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
05-Sep-2020 - 00:00,81.58,,6.6,11.43,0.82,40.03,8.32,0.46,30.56,1.04,7.66,,,,,,06-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
06-Sep-2020 - 00:00,,,2.8,4.75,0.42,28.83,8.47,0.35,41.05,0.94,7.59,,,,,,07-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
07-Sep-2020 - 00:00,,,9.01,15.91,0.68,32.4,7.71,0.36,29.77,1.07,8.02,,,,,,08-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
08-Sep-2020 - 00:00,,,3.44,6.05,0.34,30.81,10.31,,50.49,1.02,7.48,,,,,,09-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
09-Sep-2020 - 00:00,40.14,,4.54,8.16,0.29,26.51,8.76,1.47,60.96,0.98,5.49,,,,,,10-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
10-Sep-2020 - 00:00,66.29,,5.48,10.13,0.45,18.13,8.26,0.53,63.7,1.02,4.84,,,,,,11-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
11-Sep-2020 - 00:00,79.92,,5.33,2.88,2.6,2.46,12.31,0.59,51.93,1.12,5.39,,,,,,12-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
12-Sep-2020 - 00:00,98.31,,7.46,5.23,3.23,2.46,11.71,0.71,48.09,1.12,5.16,,,,,,13-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
13-Sep-2020 - 00:00,109.48,,2.93,0.9,2.57,2.47,9.82,0.79,37.59,1.08,5.21,,,,,,14-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
14-Sep-2020 - 00:00,102.98,,5.2,2.4,3.16,2.49,10.82,0.69,36.09,1.06,4.81,,,,,,15-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
15-Sep-2020 - 00:00,105.79,,9.69,7.71,4.43,2.48,9.15,0.84,40.7,1.22,4.98,,,,,,16-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
16-Sep-2020 - 00:00,92.34,,7.1,4.6,2.96,2.49,14.61,0.83,52.66,1.17,5.65,,,,,,17-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
17-Sep-2020 - 00:00,59.57,,,,0.72,2.45,12.77,0.71,56.72,1.01,4.65,,,,,,18-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
18-Sep-2020 - 00:00,53.32,,,,0.84,2.47,11.72,0.72,54.48,0.94,4.97,,,,,,19-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
19-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,20-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
20-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,21-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
21-Sep-2020 - 00:00,77.0,,4.81,7.68,0.9,,9.73,0.79,67.46,0.99,4.62,,,,,,22-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
22-Sep-2020 - 00:00,38.01,,10.43,12.91,4.39,,7.02,0.42,31.52,0.99,5.7,,,,,,23-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
23-Sep-2020 - 00:00,23.2,,13.65,15.8,6.46,,4.45,0.49,20.22,0.95,5.65,,,,,,24-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
24-Sep-2020 - 00:00,,,6.92,9.64,2.19,,22.14,2.18,56.28,,,,,,,,25-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
25-Sep-2020 - 00:00,82.48,,9.11,11.63,3.59,,25.02,1.19,54.73,1.12,5.03,,,,,,26-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
26-Sep-2020 - 00:00,115.08,,10.19,12.63,4.27,,29.85,0.88,41.65,1.28,6.96,,,,,,27-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
27-Sep-2020 - 00:00,41.9,,6.93,9.67,2.19,,24.73,0.64,55.11,1.01,5.97,,,,,,28-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
28-Sep-2020 - 00:00,74.52,,8.27,10.89,3.04,,25.08,0.76,56.94,1.07,5.56,,,,,,29-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
29-Sep-2020 - 00:00,65.23,,5.26,8.12,1.15,,26.33,0.9,69.21,1.04,4.9,,,,,,30-Sep-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
30-Sep-2020 - 00:00,60.19,,4.65,7.55,0.78,,27.1,0.84,74.73,1.04,4.61,,,,,,01-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
01-Oct-2020 - 00:00,65.38,,5.33,8.16,1.2,,24.98,0.74,72.14,1.06,5.02,,,,,,02-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
02-Oct-2020 - 00:00,97.45,,6.93,9.65,2.2,,25.17,0.89,78.79,1.14,5.82,,,,,,03-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
03-Oct-2020 - 00:00,113.14,,8.07,10.71,2.9,,26.38,0.83,69.12,1.21,6.05,,,,,,04-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
04-Oct-2020 - 00:00,120.28,,7.9,10.57,2.8,,26.47,0.93,75.84,1.13,5.59,,,,,,05-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
05-Oct-2020 - 00:00,101.98,,6.17,8.97,1.72,,30.05,0.81,81.39,1.1,5.08,,,,,,06-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
06-Oct-2020 - 00:00,125.2,,9.13,11.69,3.57,,26.46,0.86,73.05,1.2,5.53,,,,,,07-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
07-Oct-2020 - 00:00,195.94,,11.13,13.58,4.81,,31.63,1.5,63.1,1.39,6.17,,,,,,08-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
08-Oct-2020 - 00:00,154.03,,8.91,11.49,3.52,,25.37,1.31,60.81,1.26,5.76,,,,,,09-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
09-Oct-2020 - 00:00,208.75,,11.66,14.06,5.16,,61.04,1.48,31.32,1.32,6.16,,,,,,10-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
10-Oct-2020 - 00:00,137.93,,9.26,11.82,3.65,,42.41,0.88,43.53,1.28,5.7,,,,,,11-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
11-Oct-2020 - 00:00,169.05,,9.57,12.11,3.61,,27.65,1.16,69.56,1.39,6.59,,,,,,12-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
12-Oct-2020 - 00:00,165.56,,13.07,15.33,,,,1.07,68.21,1.49,7.15,,,,,,13-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
13-Oct-2020 - 00:00,138.05,,11.93,14.25,,,,0.95,70.49,1.29,6.86,,,,,,14-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
14-Oct-2020 - 00:00,150.54,,12.18,14.52,,,,1.04,64.72,1.35,6.74,,,,,,15-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
15-Oct-2020 - 00:00,210.96,,18.09,19.94,,,,1.28,59.29,1.54,7.04,,,,,,16-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
16-Oct-2020 - 00:00,189.54,,37.03,79.63,169.64,41.81,27.83,1.39,69.99,1.28,5.58,,,,,,17-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
17-Oct-2020 - 00:00,140.14,,444.07,186.53,466.6,51.39,33.58,0.93,71.85,1.53,6.84,,,,,,18-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
18-Oct-2020 - 00:00,140.56,,422.35,193.35,460.3,54.14,33.09,0.67,68.05,1.28,5.87,,,,,,19-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
19-Oct-2020 - 00:00,106.83,,195.32,133.48,238.71,33.73,26.85,0.64,100.57,1.07,4.24,,,,,,20-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
20-Oct-2020 - 00:00,158.36,,228.48,184.94,202.85,36.08,29.24,1.22,67.43,1.17,5.06,,,,,,21-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
21-Oct-2020 - 00:00,231.18,,218.52,266.03,266.7,47.63,34.94,1.04,63.5,1.58,6.53,,,,,,22-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
22-Oct-2020 - 00:00,121.42,,389.62,206.61,358.78,43.35,28.28,0.95,60.39,1.5,6.41,,,,,,23-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
23-Oct-2020 - 00:00,135.81,,104.57,126.94,87.39,24.23,31.76,1.09,57.33,1.39,5.69,,,,,,24-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
24-Oct-2020 - 00:00,155.45,,164.09,18.86,155.31,3.84,35.4,1.4,71.21,1.51,6.7,,,,,,25-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
25-Oct-2020 - 00:00,184.38,,201.42,19.73,220.96,3.84,30.72,1.57,55.64,1.76,7.55,,,,,,26-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
26-Oct-2020 - 00:00,138.9,,150.27,18.24,145.84,3.74,33.47,1.53,64.21,1.61,5.99,,,,,,27-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
27-Oct-2020 - 00:00,126.91,,58.49,10.89,64.86,3.64,32.68,1.08,66.92,1.22,4.46,,,,,,28-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
28-Oct-2020 - 00:00,137.11,,92.44,13.29,105.04,3.9,31.32,1.08,70.75,1.4,5.82,,,,,,29-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
29-Oct-2020 - 00:00,134.93,312.47,138.15,19.37,157.24,3.64,22.2,1.27,52.11,1.45,6.3,,,,,,30-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
30-Oct-2020 - 00:00,148.97,250.9,116.67,16.72,132.69,3.66,28.39,1.13,56.02,1.47,6.16,,,,,,31-Oct-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
