from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Xylene,Toluene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,BP,SR,RF,to date,station
12-Jan-2020 - 00:00,63.07,81.16,20.45,74.46,94.91,14.62,,5.76,14.09,3.99,5.11,0.66,7.99,6.46,10.78,94.2,0.65,248.25,755.61,32.11,0.0,13-Jan-2020 - 00:00,"Samanpura, Patna - BSPCB"
13-Jan-2020 - 00:00,102.29,131.45,19.51,78.27,97.78,14.62,,6.06,12.07,6.67,6.7,1.03,11.01,8.44,10.07,96.94,0.4,231.09,755.6,32.14,0.0,14-Jan-2020 - 00:00,"Samanpura, Patna - BSPCB"
14-Jan-2020 - 00:00,139.61,176.3,18.18,87.35,105.53,14.62,,6.62,10.59,7.26,4.64,0.74,8.24,5.67,11.51,94.64,0.33,203.9,755.6,32.17,0.0,15-Jan-2020 - 00:00,"Samanpura, Patna - BSPCB"
15-Jan-2020 - 00:00,169.03,226.25,19.46,71.3,90.75,14.62,,6.83,19.42,1.25,0.34,0.09,0.73,0.46,13.59,91.33,0.21,132.91,755.61,32.16,0.0,16-Jan-2020 - 00:00,"Samanpura, Patna - BSPCB"
16-Jan-2020 - 00:00,143.92,201.07,22.42,104.06,126.49,14.62,,6.59,19.62,0.0,0.0,0.0,0.0,0.0,16.64,80.19,0.61,94.51,755.61,32.19,0.0,17-Jan-2020 - 00:00,"Samanpura, Patna - BSPCB"
17-Jan-2020 - 00:00,133.56,198.2,21.37,38.31,59.2,16.37,,3.58,26.42,2.38,0.94,4.69,1.8,0.89,19.29,79.52,0.65,89.05,755.6,32.23,0.0,18-Jan-2020 - 00:00,"Samanpura, Patna - BSPCB"
18-Jan-2020 - 00:00,82.6,108.17,13.79,128.43,136.62,21.85,,1.01,8.04,6.17,5.88,17.73,8.99,5.95,17.05,93.48,0.66,259.47,,,0.0,19-Jan-2020 - 00:00,"Samanpura, Patna - BSPCB"
19-Jan-2020 - 00:00,80.12,100.22,15.85,130.43,146.82,14.98,,0.97,25.24,5.15,5.91,1.21,8.23,5.81,15.0,86.64,1.41,274.99,,,0.0,20-Jan-2020 - 00:00,"Samanpura, Patna - BSPCB"
20-Jan-2020 - 00:00,71.85,95.22,16.7,144.29,161.54,14.09,,0.93,19.15,2.49,3.67,1.3,5.14,3.72,13.77,83.16,0.92,249.86,,,0.0,21-Jan-2020 - 00:00,"Samanpura, Patna - BSPCB"
21-Jan-2020 - 00:00,111.94,159.42,16.35,205.85,222.64,18.19,,1.44,14.64,0.0,0.0,0.0,0.0,0.0,12.86,86.96,0.26,200.23,,,0.0,22-Jan-2020 - 00:00,"Samanpura, Patna - BSPCB"
22-Jan-2020 - 00:00,118.97,169.17,19.01,135.77,149.65,15.61,,1.43,26.08,0.55,0.47,1.84,0.71,0.49,13.61,84.91,0.33,203.41,,,0.0,23-Jan-2020 - 00:00,"Samanpura, Patna - BSPCB"
23-Jan-2020 - 00:00,102.46,145.93,21.87,95.45,117.63,13.88,,1.2,36.3,0.38,0.09,0.53,0.18,0.12,14.68,74.86,1.05,238.04,,,0.0,24-Jan-2020 - 00:00,"Samanpura, Patna - BSPCB"
24-Jan-2020 - 00:00,61.64,98.61,19.85,110.52,130.88,15.11,,0.71,32.36,0.0,0.0,0.0,0.0,0.0,13.96,67.03,0.88,209.32,,,0.0,25-Jan-2020 - 00:00,"Samanpura, Patna - BSPCB"
25-Jan-2020 - 00:00,100.75,158.77,20.67,200.97,221.92,14.17,,1.14,24.55,0.0,0.0,0.0,0.0,0.0,13.76,76.78,0.35,214.86,,,0.0,26-Jan-2020 - 00:00,"Samanpura, Patna - BSPCB"
26-Jan-2020 - 00:00,133.93,184.83,16.94,240.74,258.1,,,1.36,14.67,0.0,0.0,0.0,0.0,0.0,13.23,87.63,0.49,219.88,,,0.0,27-Jan-2020 - 00:00,"Samanpura, Patna - BSPCB"
27-Jan-2020 - 00:00,157.85,214.35,19.7,226.15,246.9,,,1.62,28.26,0.0,0.0,0.0,0.0,0.0,14.41,84.71,0.53,186.04,,,0.0,28-Jan-2020 - 00:00,"Samanpura, Patna - BSPCB"
28-Jan-2020 - 00:00,162.11,236.64,25.46,217.74,242.21,,,1.69,30.45,0.0,0.0,0.0,0.0,0.0,16.33,81.36,0.43,91.42,,,0.0,29-Jan-2020 - 00:00,"Samanpura, Patna - BSPCB"
29-Jan-2020 - 00:00,149.7,208.28,32.48,184.35,213.4,,,1.52,37.02,0.0,0.0,0.0,0.0,0.0,18.17,80.88,0.88,85.48,,,0.0,30-Jan-2020 - 00:00,"Samanpura, Patna - BSPCB"
30-Jan-2020 - 00:00,162.39,219.48,14.55,68.07,87.49,,,1.5,10.15,0.0,0.0,0.0,0.0,0.0,16.38,93.06,0.9,220.58,756.1,107.16,0.0,31-Jan-2020 - 00:00,"Samanpura, Patna - BSPCB"
31-Jan-2020 - 00:00,64.39,88.37,20.56,149.78,170.74,,,0.86,27.97,0.0,0.0,0.0,0.0,0.0,15.25,74.61,1.29,263.94,,,0.0,01-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
01-Feb-2020 - 00:00,63.5,110.14,31.07,22.61,49.99,,,0.63,59.21,0.0,0.0,0.0,0.0,0.0,17.55,54.68,1.02,261.39,756.1,365.0,0.0,02-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
02-Feb-2020 - 00:00,78.03,127.55,29.98,96.22,126.76,,,0.84,37.27,0.0,0.0,0.0,0.0,0.0,15.24,63.22,1.53,260.3,756.1,365.0,0.0,03-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
03-Feb-2020 - 00:00,86.87,145.6,27.94,106.68,135.19,,,0.94,31.22,0.0,0.0,0.0,0.0,0.0,13.93,71.13,0.58,202.19,756.1,365.0,0.0,04-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
04-Feb-2020 - 00:00,117.38,241.43,30.54,235.44,266.34,,,1.57,22.85,0.0,0.0,0.0,0.0,0.0,14.64,72.63,0.25,156.04,756.1,365.0,0.0,05-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
05-Feb-2020 - 00:00,106.34,163.84,37.54,146.03,184.1,,,1.13,34.01,0.0,0.0,0.0,0.0,0.0,15.82,72.42,0.88,235.64,756.1,365.0,0.0,06-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
06-Feb-2020 - 00:00,96.4,156.13,33.31,195.57,229.42,,,1.1,28.16,0.0,0.0,0.0,0.0,0.0,15.31,70.65,0.57,238.76,756.1,365.0,0.0,07-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
07-Feb-2020 - 00:00,103.86,183.5,30.59,195.8,226.75,,,1.33,27.06,0.0,0.0,0.0,0.0,0.0,15.06,71.82,0.33,184.84,756.1,365.0,0.0,08-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
08-Feb-2020 - 00:00,104.15,173.58,31.01,213.62,245.08,,,1.34,31.55,0.0,0.0,0.0,0.0,0.0,16.24,62.96,0.73,226.32,756.1,365.0,0.0,09-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
09-Feb-2020 - 00:00,98.64,165.65,34.65,165.76,201.0,,,1.14,29.21,0.24,0.96,1.22,0.68,0.3,14.59,66.76,0.71,223.5,756.1,365.0,0.0,10-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
10-Feb-2020 - 00:00,101.88,162.35,36.25,156.21,193.06,,,1.08,32.92,2.16,9.13,12.17,6.13,2.14,15.96,65.42,0.77,239.99,756.1,365.0,0.0,11-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
11-Feb-2020 - 00:00,112.57,180.47,33.74,133.98,115.68,,,0.76,47.46,1.93,8.19,10.87,5.5,1.91,15.66,70.05,0.77,223.02,756.1,365.0,0.0,12-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
12-Feb-2020 - 00:00,107.98,185.62,33.25,35.4,15.5,58.23,,0.26,20.94,0.53,0.95,1.99,1.36,0.96,15.77,69.33,0.96,236.66,756.26,12.06,0.0,13-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
13-Feb-2020 - 00:00,120.4,188.89,31.83,106.78,139.16,59.59,,1.13,40.74,2.57,4.6,9.6,6.56,4.59,17.01,74.61,0.74,230.33,756.11,12.25,0.0,14-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
14-Feb-2020 - 00:00,114.41,191.47,28.81,148.09,175.0,59.5,,1.23,37.63,2.54,4.52,9.47,6.48,4.53,18.45,81.62,0.87,217.51,756.18,12.18,0.0,15-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
15-Feb-2020 - 00:00,79.64,157.92,30.37,105.99,131.0,59.57,,0.9,39.49,2.46,4.38,9.17,6.25,4.41,18.04,69.68,1.01,245.78,756.17,12.15,0.0,16-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
16-Feb-2020 - 00:00,85.41,156.28,31.44,181.43,213.42,59.87,,1.06,34.15,3.3,4.84,11.8,7.13,4.72,17.43,70.44,0.61,205.25,,,0.0,17-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
17-Feb-2020 - 00:00,94.23,171.09,25.87,135.52,158.38,,,1.07,56.68,6.91,4.79,20.65,7.37,3.76,18.55,72.53,0.75,237.12,752.06,141.87,0.0,18-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
18-Feb-2020 - 00:00,96.05,175.11,31.43,76.0,107.98,,,0.97,52.23,1.32,0.35,3.53,0.67,0.42,18.84,66.96,0.91,239.67,753.22,185.55,0.0,19-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
19-Feb-2020 - 00:00,94.82,192.95,31.01,75.64,105.64,,,1.25,54.06,1.12,0.36,3.05,0.71,0.38,18.18,67.41,0.23,152.12,753.3,172.08,0.0,20-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
20-Feb-2020 - 00:00,112.32,214.51,44.51,142.93,187.9,,,1.53,58.62,2.45,1.79,3.45,3.57,1.29,19.79,65.36,0.42,91.8,753.3,151.65,0.0,21-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
21-Feb-2020 - 00:00,126.35,212.85,31.88,42.65,75.06,,,0.97,52.72,7.58,2.12,9.91,4.15,1.88,21.92,73.3,1.41,78.44,753.3,128.26,0.0,22-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
22-Feb-2020 - 00:00,68.42,108.08,24.84,79.89,104.93,,,0.76,33.18,3.41,1.74,7.87,3.2,1.47,21.21,74.4,0.37,117.33,753.28,101.04,0.0,23-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
23-Feb-2020 - 00:00,80.77,144.74,34.12,131.32,165.97,,,1.09,37.28,0.0,0.0,0.0,0.0,0.0,21.35,74.54,0.42,84.93,753.3,145.78,0.0,24-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
24-Feb-2020 - 00:00,43.71,95.66,27.23,89.49,117.25,,,0.75,45.64,2.14,1.44,2.97,2.88,1.01,21.57,70.14,0.76,106.65,753.33,186.83,0.0,25-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
25-Feb-2020 - 00:00,44.47,88.26,26.53,81.34,108.41,,,0.58,26.8,3.5,1.82,6.45,3.4,1.54,18.41,79.91,1.15,116.3,753.32,59.98,0.0,26-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
26-Feb-2020 - 00:00,40.9,63.02,25.48,180.69,206.66,,,0.63,25.83,3.07,2.65,10.58,4.46,2.21,18.06,85.2,0.73,120.98,753.3,129.63,0.0,27-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
27-Feb-2020 - 00:00,53.21,88.03,23.1,182.31,208.22,,,0.81,12.65,4.15,5.12,19.71,7.48,3.84,17.98,87.39,0.31,180.63,753.07,140.15,0.0,28-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
28-Feb-2020 - 00:00,80.2,159.56,24.14,106.63,107.69,0.92,,1.25,28.63,5.7,6.44,23.36,10.27,4.36,18.4,84.04,0.31,170.21,753.06,125.39,0.0,29-Feb-2020 - 00:00,"Samanpura, Patna - BSPCB"
29-Feb-2020 - 00:00,88.7,173.14,28.91,165.12,190.87,,,1.47,58.46,2.59,1.94,4.46,3.86,1.36,20.25,77.61,0.32,152.06,753.26,184.88,0.0,01-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
01-Mar-2020 - 00:00,86.87,183.6,35.33,140.61,176.36,,,1.28,45.06,4.45,3.83,7.65,7.05,2.88,21.19,75.52,0.34,195.56,753.3,185.66,0.0,02-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
02-Mar-2020 - 00:00,84.21,169.44,29.32,92.35,122.22,25.34,,1.07,46.19,3.05,2.02,6.9,3.76,1.55,21.93,77.43,0.39,199.3,753.16,163.25,0.0,03-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
03-Mar-2020 - 00:00,85.95,166.32,33.68,132.9,166.96,26.0,,1.11,45.1,3.37,2.38,9.07,3.89,1.81,22.54,75.38,0.55,187.1,753.11,188.68,0.0,04-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
04-Mar-2020 - 00:00,86.58,194.68,45.48,137.27,183.34,26.0,,1.16,42.71,0.0,0.0,0.0,0.0,0.0,23.73,65.22,0.4,99.78,753.18,184.96,0.0,05-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
05-Mar-2020 - 00:00,87.37,166.34,47.91,103.02,151.52,26.0,,1.0,54.05,0.0,0.0,0.0,0.0,0.0,23.75,70.84,0.99,88.14,753.15,179.94,0.0,06-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
06-Mar-2020 - 00:00,44.85,123.14,51.46,74.18,125.24,26.0,,0.71,67.35,0.0,0.0,0.0,0.0,0.0,22.86,66.77,1.74,99.5,753.12,195.2,0.0,07-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
07-Mar-2020 - 00:00,38.22,71.42,41.11,114.22,155.9,26.0,,0.73,36.03,0.0,0.0,0.0,0.0,0.0,21.87,76.81,0.82,102.55,753.1,136.99,0.0,08-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
08-Mar-2020 - 00:00,43.41,89.21,39.36,120.43,158.29,26.0,,0.76,43.51,0.0,0.0,0.0,0.0,0.0,21.78,73.28,1.39,244.4,753.06,178.36,0.0,09-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
09-Mar-2020 - 00:00,48.13,89.73,40.4,70.38,111.34,26.0,,0.82,51.24,0.42,0.16,1.48,0.29,0.19,20.12,65.49,1.32,240.44,753.21,216.8,0.0,10-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
10-Mar-2020 - 00:00,116.89,155.65,39.32,71.44,111.34,26.0,,1.35,47.86,0.0,0.0,0.0,0.0,0.0,20.04,65.38,0.82,234.05,753.3,175.91,0.0,11-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
11-Mar-2020 - 00:00,71.49,120.82,36.26,90.19,127.01,26.0,,1.0,35.46,1.96,1.2,4.37,2.26,0.91,20.99,66.61,0.47,205.54,753.23,119.94,0.0,12-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
12-Mar-2020 - 00:00,69.14,105.0,22.06,129.84,152.57,26.0,,1.04,33.9,4.39,2.75,12.61,4.96,2.1,23.67,72.28,0.46,178.65,753.07,213.77,0.0,13-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
13-Mar-2020 - 00:00,67.05,116.95,21.21,154.12,175.85,26.0,,1.18,20.89,2.54,1.44,5.54,2.69,1.08,21.63,85.44,0.57,108.01,753.06,62.54,0.0,14-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
14-Mar-2020 - 00:00,32.67,43.58,12.5,258.45,259.89,25.7,,3.15,10.58,1.95,2.03,9.45,3.09,1.48,18.86,94.74,0.49,144.18,752.89,38.75,0.0,15-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
15-Mar-2020 - 00:00,36.97,59.99,11.07,177.67,189.2,26.0,,3.59,23.59,1.58,2.16,9.65,3.2,1.57,21.34,82.26,0.54,228.39,753.0,226.56,0.0,16-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
16-Mar-2020 - 00:00,47.75,105.54,16.2,112.22,128.93,25.85,,3.86,36.89,1.33,1.13,7.18,1.84,0.89,22.45,70.36,0.99,255.18,753.0,233.57,0.0,17-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
17-Mar-2020 - 00:00,57.85,123.6,17.63,120.92,135.36,,,3.83,51.44,3.15,2.98,16.54,4.49,2.41,21.88,66.65,0.89,257.38,753.0,220.18,0.0,18-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
18-Mar-2020 - 00:00,59.03,116.99,25.7,116.84,143.04,,,4.1,53.21,1.72,0.92,4.97,1.6,0.72,22.54,63.18,1.05,251.72,753.0,236.66,0.0,19-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
19-Mar-2020 - 00:00,72.88,137.97,29.24,154.91,158.22,,,3.81,30.17,2.64,1.34,7.47,2.25,1.04,21.33,67.74,0.61,233.82,752.97,109.13,0.0,20-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
20-Mar-2020 - 00:00,49.41,118.25,29.85,127.15,157.54,,,3.99,29.7,1.51,1.59,8.88,2.29,1.18,23.6,57.97,0.44,214.01,753.0,233.72,0.0,21-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
21-Mar-2020 - 00:00,97.71,232.61,24.4,173.3,198.01,8.51,,4.66,31.33,2.11,1.08,6.86,1.86,0.9,23.22,65.62,0.78,170.68,753.0,134.64,0.0,22-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
22-Mar-2020 - 00:00,80.85,122.44,22.58,196.71,219.77,9.0,,4.45,30.47,3.1,2.09,11.61,3.2,1.74,23.48,66.36,0.44,164.88,753.0,215.41,0.0,23-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
23-Mar-2020 - 00:00,48.24,71.29,20.45,217.05,237.96,9.0,,4.22,41.56,0.0,0.0,0.0,0.0,0.0,24.5,66.44,0.71,119.73,753.0,228.14,0.0,24-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
24-Mar-2020 - 00:00,60.36,90.61,19.12,221.07,240.63,9.0,,4.48,30.63,0.0,0.0,0.0,0.0,0.0,25.21,63.94,0.28,136.67,753.0,236.34,0.0,25-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
25-Mar-2020 - 00:00,80.9,116.25,24.72,181.4,206.41,9.0,,4.81,39.43,0.0,0.0,0.0,0.0,0.0,26.1,64.66,0.53,208.23,753.0,209.24,0.0,26-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
26-Mar-2020 - 00:00,65.19,120.41,26.65,174.95,202.12,9.0,,5.09,33.96,0.0,0.0,0.0,0.0,0.0,26.61,55.46,1.26,239.94,753.0,250.34,0.0,27-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
27-Mar-2020 - 00:00,62.88,135.29,22.26,176.31,198.59,9.0,,5.22,41.73,0.0,0.0,0.0,0.0,0.0,27.52,51.18,1.42,266.34,753.0,240.32,0.0,28-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
28-Mar-2020 - 00:00,30.76,84.12,23.95,166.28,190.74,9.0,,4.98,27.77,0.0,0.0,0.0,0.0,0.0,26.23,57.31,2.41,266.44,753.0,248.56,0.0,29-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
29-Mar-2020 - 00:00,28.4,78.03,26.38,146.51,7.39,9.0,,0.21,27.7,0.0,0.0,0.0,0.0,0.0,23.44,62.16,2.2,269.79,753.0,8.12,0.0,30-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
30-Mar-2020 - 00:00,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,31-Mar-2020 - 00:00,"Samanpura, Patna - BSPCB"
31-Mar-2020 - 00:00,45.81,101.07,17.37,217.16,212.58,9.0,,4.74,36.69,0.0,0.0,0.0,0.0,0.0,26.14,44.03,1.09,225.82,753.0,284.8,0.0,01-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
01-Apr-2020 - 00:00,72.16,118.65,20.98,185.73,207.05,9.0,,5.41,40.2,0.0,0.0,0.0,0.0,0.0,26.94,45.24,0.58,209.02,753.0,245.42,0.0,02-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
02-Apr-2020 - 00:00,59.24,112.11,23.25,167.15,190.82,9.0,,5.34,45.68,0.0,0.0,0.0,0.0,0.0,28.58,42.56,0.78,222.4,753.0,236.61,0.0,03-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
03-Apr-2020 - 00:00,47.49,107.95,28.34,126.44,155.26,9.0,,5.06,44.06,0.0,0.0,0.0,0.0,0.0,27.49,33.97,1.67,260.65,753.0,265.76,0.0,04-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
04-Apr-2020 - 00:00,57.38,104.93,24.08,170.41,194.98,9.0,,5.29,41.0,0.0,0.0,0.0,0.0,0.0,25.83,34.51,0.9,218.36,753.0,263.22,0.0,05-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
05-Apr-2020 - 00:00,54.49,100.78,20.95,195.25,213.88,9.0,,5.24,37.69,0.0,0.0,0.0,0.0,0.0,26.95,31.8,0.81,257.31,753.0,256.3,0.0,06-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
06-Apr-2020 - 00:00,51.08,160.07,21.79,159.34,181.57,9.0,,5.29,35.08,0.0,0.0,0.0,0.0,0.0,28.63,30.37,1.42,246.9,753.0,252.83,0.0,07-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
07-Apr-2020 - 00:00,44.38,107.98,22.83,143.8,166.88,9.0,,5.04,37.62,0.0,0.0,0.0,0.0,0.0,28.99,29.85,1.27,233.58,753.0,254.27,0.0,08-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
08-Apr-2020 - 00:00,56.34,137.78,19.88,176.02,196.28,9.0,,5.26,33.52,0.0,0.0,0.0,0.0,0.0,28.35,33.89,0.96,201.08,753.0,226.0,0.0,09-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
09-Apr-2020 - 00:00,55.89,126.59,24.43,156.36,181.07,9.0,,5.34,52.76,0.0,0.0,0.0,0.0,0.0,28.84,37.32,0.62,222.05,753.0,232.86,0.0,10-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
10-Apr-2020 - 00:00,59.96,120.97,24.7,141.75,166.88,,,5.13,51.31,0.0,0.0,0.0,0.0,0.0,29.1,35.73,0.37,192.49,753.0,244.32,0.0,11-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
11-Apr-2020 - 00:00,80.68,153.24,23.96,187.6,211.36,,,5.47,54.26,0.0,0.0,0.0,0.0,0.0,28.34,50.52,0.4,165.99,753.0,219.67,0.0,12-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
12-Apr-2020 - 00:00,78.82,164.25,30.1,169.32,199.39,,,5.42,74.6,0.0,0.0,0.0,0.0,0.0,29.05,50.6,1.05,79.13,753.0,219.35,0.0,13-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
13-Apr-2020 - 00:00,54.86,107.73,29.09,189.34,213.31,,,5.2,71.7,0.0,0.0,0.0,0.0,0.0,29.93,55.81,1.17,89.09,752.99,219.16,0.0,14-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
14-Apr-2020 - 00:00,61.22,119.81,28.52,148.28,176.37,,,5.2,91.5,0.0,0.0,0.0,0.0,0.0,31.54,53.42,1.2,76.5,753.0,213.36,0.0,15-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
15-Apr-2020 - 00:00,31.12,74.94,29.83,212.32,241.42,,,5.09,64.56,0.0,0.0,0.0,0.0,0.0,27.83,55.99,1.3,92.58,753.0,177.04,0.0,16-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
16-Apr-2020 - 00:00,38.89,73.02,29.8,181.31,211.06,,,5.06,67.01,0.0,0.0,0.0,0.0,0.0,28.01,63.32,1.36,75.8,753.0,220.1,0.0,17-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
17-Apr-2020 - 00:00,52.34,84.16,24.31,200.72,223.43,,,5.09,69.11,0.0,0.0,0.0,0.0,0.0,29.09,66.71,1.42,77.55,752.99,215.1,0.0,18-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
