from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Xylene,Toluene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,BP,SR,RF,to date,station
06-Aug-2020 - 00:00,13.92,21.12,24.09,50.68,68.24,3.76,,0.43,35.75,0.42,0.81,1.02,0.22,0.08,29.72,81.44,1.77,88.05,752.29,198.41,0.0,07-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
07-Aug-2020 - 00:00,14.14,22.61,16.07,42.36,49.0,3.77,,0.43,23.74,0.72,1.16,2.35,0.33,0.21,29.69,84.17,0.4,94.98,752.28,192.07,0.0,08-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
08-Aug-2020 - 00:00,27.08,46.44,17.26,48.24,54.57,3.77,,0.54,14.24,0.93,2.69,1.96,0.48,0.18,30.55,84.56,0.18,132.33,751.93,162.07,0.0,09-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
09-Aug-2020 - 00:00,36.81,55.26,0.76,2.0,2.89,3.75,,0.44,22.14,1.01,1.3,1.07,0.3,0.09,30.06,86.23,0.8,89.15,751.1,133.26,0.0,10-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
10-Aug-2020 - 00:00,38.82,105.6,13.28,44.9,57.32,3.7,,0.36,23.62,0.79,0.75,0.81,0.21,0.07,30.48,81.26,0.96,90.81,751.1,164.99,0.0,11-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
11-Aug-2020 - 00:00,46.52,106.72,13.44,15.18,29.13,3.15,,0.43,16.1,1.15,1.35,1.09,0.34,0.06,29.78,87.75,0.46,108.67,751.1,125.64,0.0,12-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
12-Aug-2020 - 00:00,15.77,29.88,8.35,6.34,15.24,3.64,,0.37,16.37,0.61,1.23,1.05,0.27,0.09,27.99,92.17,0.47,118.16,751.1,111.97,0.0,13-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
13-Aug-2020 - 00:00,21.44,43.86,10.33,10.86,21.68,3.74,,0.46,19.04,0.89,1.44,1.65,0.37,0.1,28.8,91.06,0.41,94.03,751.1,143.89,0.0,14-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
14-Aug-2020 - 00:00,20.95,45.94,15.88,29.66,45.19,3.75,,0.33,16.3,0.93,1.42,1.86,0.34,0.11,30.61,81.53,0.6,89.75,751.1,175.3,0.0,15-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
15-Aug-2020 - 00:00,22.55,51.08,16.99,34.27,51.82,3.74,,0.55,27.22,0.69,0.55,0.98,0.19,0.06,30.49,79.87,0.93,85.66,751.1,213.19,0.0,16-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
16-Aug-2020 - 00:00,11.7,30.14,17.05,39.95,57.6,3.74,,0.48,23.06,0.3,0.34,0.53,0.1,0.05,29.45,81.25,1.05,87.96,751.1,164.39,0.0,17-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
17-Aug-2020 - 00:00,17.67,40.57,14.94,24.72,40.15,3.73,,0.48,30.34,0.81,0.84,1.35,0.25,0.12,29.86,82.22,1.04,88.12,751.1,136.04,0.0,18-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
18-Aug-2020 - 00:00,30.52,57.92,9.73,9.36,19.22,3.7,,0.37,20.55,0.98,1.03,1.41,0.27,0.13,30.16,84.2,0.77,86.32,751.1,121.87,0.0,19-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
19-Aug-2020 - 00:00,23.02,65.02,10.17,10.53,21.23,3.74,,0.5,32.69,0.94,0.98,1.76,0.3,0.2,30.66,78.73,0.96,87.73,751.1,192.26,0.0,20-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
20-Aug-2020 - 00:00,14.04,55.57,8.37,9.45,18.3,3.73,,0.4,31.91,0.58,0.69,0.6,0.21,0.16,29.15,78.24,2.0,90.93,751.1,115.37,0.0,21-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
21-Aug-2020 - 00:00,11.85,46.24,9.32,11.1,20.92,3.75,,0.38,27.3,0.49,0.68,0.74,0.2,0.16,28.2,84.03,1.97,90.83,751.1,173.83,0.0,22-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
22-Aug-2020 - 00:00,18.78,54.65,12.68,15.89,29.07,3.75,,0.46,31.32,0.38,0.47,0.55,0.13,0.07,28.56,84.82,0.97,89.51,751.1,169.7,0.0,23-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
23-Aug-2020 - 00:00,23.1,45.59,27.5,80.39,108.39,3.8,,0.65,15.83,0.46,0.67,1.15,0.23,0.17,29.01,86.82,0.27,122.88,751.1,135.99,0.0,24-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
24-Aug-2020 - 00:00,20.21,43.9,21.85,52.49,74.83,3.84,,0.51,19.45,0.36,0.5,2.6,0.15,0.07,29.14,84.87,0.5,250.13,751.1,187.35,0.01,25-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
25-Aug-2020 - 00:00,17.05,45.26,11.72,18.69,30.16,3.85,,0.48,27.08,0.66,0.89,3.44,0.27,0.31,30.7,79.27,0.74,251.99,751.1,208.77,0.0,26-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
26-Aug-2020 - 00:00,17.05,41.65,10.46,13.18,24.11,3.85,,0.4,34.04,0.56,1.08,0.95,0.24,0.2,30.36,80.41,0.6,126.08,751.1,210.39,0.0,27-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
27-Aug-2020 - 00:00,12.0,32.56,11.55,13.83,25.85,3.87,,0.41,35.19,0.63,1.09,1.08,0.33,0.37,28.49,83.06,1.45,85.66,751.1,164.55,0.0,28-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
28-Aug-2020 - 00:00,20.81,47.43,12.26,14.11,23.51,3.9,,0.41,37.34,0.36,0.55,0.55,0.15,0.19,29.54,80.65,1.16,85.89,751.1,185.84,0.0,29-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
29-Aug-2020 - 00:00,23.71,53.58,17.27,27.0,41.76,3.89,,0.54,28.42,0.59,0.59,0.62,0.23,0.15,30.44,74.93,0.37,106.14,751.1,199.44,0.0,30-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
30-Aug-2020 - 00:00,25.06,59.06,29.17,71.24,100.93,3.8,,0.54,29.04,1.05,1.2,2.02,0.46,0.58,30.45,75.08,0.61,232.49,751.1,231.53,0.0,31-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
31-Aug-2020 - 00:00,31.18,63.2,27.21,62.46,90.16,3.82,,0.55,28.58,0.99,0.9,2.01,0.42,0.47,30.21,80.66,0.73,248.15,751.1,168.86,0.0,01-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
01-Sep-2020 - 00:00,17.39,52.35,23.06,55.37,78.94,3.82,,0.53,30.3,0.91,1.18,1.73,0.36,0.35,30.0,80.46,0.79,264.29,751.1,153.03,0.0,02-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
02-Sep-2020 - 00:00,15.63,36.77,16.67,23.09,40.25,3.81,5.94,0.46,40.0,0.86,0.88,1.09,0.28,0.31,28.87,82.97,0.83,93.01,751.1,188.62,0.0,03-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
03-Sep-2020 - 00:00,31.75,58.33,23.03,47.47,71.04,3.8,7.84,0.6,33.96,1.3,1.64,1.72,0.42,0.44,30.32,76.65,0.46,83.32,751.1,217.12,0.0,04-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
04-Sep-2020 - 00:00,34.59,64.1,13.33,16.83,30.69,3.83,8.05,0.59,35.18,1.49,1.5,2.15,0.51,0.47,31.03,78.1,0.21,144.85,751.1,196.32,0.0,05-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
05-Sep-2020 - 00:00,47.33,87.5,21.76,32.35,54.59,3.81,7.59,0.6,29.71,1.26,1.08,3.11,0.39,0.43,31.09,81.27,0.44,208.79,751.1,189.68,0.0,06-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
06-Sep-2020 - 00:00,91.34,86.97,31.23,89.07,120.79,3.81,8.97,0.63,24.42,0.93,0.81,2.82,0.3,0.41,31.07,81.96,0.59,252.14,751.1,172.04,0.0,07-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
07-Sep-2020 - 00:00,16.69,46.19,21.13,54.34,75.96,3.82,7.54,0.6,19.8,1.15,1.32,2.65,0.47,0.5,28.87,88.55,0.32,157.28,751.1,115.07,0.0,08-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
08-Sep-2020 - 00:00,30.41,55.55,14.3,14.57,29.39,3.81,7.1,0.63,21.6,1.7,0.87,2.36,0.63,0.4,28.64,91.04,0.27,161.8,751.1,114.84,0.0,09-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
09-Sep-2020 - 00:00,34.91,73.79,19.64,29.14,49.29,3.8,7.0,0.68,18.72,1.69,0.23,2.96,0.57,0.47,29.84,86.54,0.29,137.37,751.1,151.16,0.0,10-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
10-Sep-2020 - 00:00,20.11,59.26,30.28,74.96,105.78,3.8,7.8,0.72,17.68,1.08,0.99,4.6,0.73,0.98,29.22,84.88,0.2,151.26,751.1,177.38,0.0,11-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
11-Sep-2020 - 00:00,23.91,46.25,29.8,75.92,106.24,3.81,7.82,0.72,16.22,1.46,0.74,4.1,0.72,0.93,29.14,86.89,0.25,114.19,751.1,156.28,0.0,12-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
12-Sep-2020 - 00:00,61.89,74.54,31.98,74.43,106.93,3.82,7.88,0.8,29.03,1.75,1.27,4.03,0.57,0.85,29.64,85.6,0.41,99.11,751.1,131.67,0.0,13-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
13-Sep-2020 - 00:00,60.2,78.36,30.14,74.49,105.14,3.82,7.4,0.76,19.07,1.61,1.51,4.01,0.61,0.89,29.58,85.95,0.31,79.72,751.1,130.2,0.0,14-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
14-Sep-2020 - 00:00,45.58,74.93,29.87,57.06,87.44,3.83,6.88,0.9,19.2,2.57,1.42,4.62,0.89,0.79,29.57,87.62,0.22,105.7,751.1,117.49,0.0,15-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
15-Sep-2020 - 00:00,21.84,54.3,15.66,13.3,29.22,3.83,7.08,0.57,17.46,1.41,0.87,2.74,0.36,0.37,28.66,90.59,0.2,117.19,750.41,114.76,0.0,16-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
16-Sep-2020 - 00:00,26.98,51.81,17.94,22.89,34.24,3.82,7.23,0.64,21.02,1.62,2.77,4.39,0.67,0.45,29.73,85.0,0.23,124.27,750.42,194.48,0.0,17-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
17-Sep-2020 - 00:00,21.31,52.07,27.86,58.94,62.88,3.83,7.04,0.68,22.75,1.4,2.82,5.01,0.7,0.65,29.59,83.52,0.34,110.62,751.1,145.58,0.0,18-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
18-Sep-2020 - 00:00,26.23,56.21,26.48,47.51,52.16,3.85,7.88,0.66,31.43,1.27,2.6,4.4,0.64,0.54,29.06,84.0,0.49,96.79,750.91,133.37,0.0,19-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
19-Sep-2020 - 00:00,23.84,57.15,21.25,26.64,33.51,3.86,9.28,0.63,34.85,1.39,2.37,3.69,0.58,0.26,29.4,82.07,0.51,87.51,750.95,142.51,0.0,20-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
20-Sep-2020 - 00:00,26.61,59.52,31.25,78.79,80.58,3.84,7.14,0.79,18.69,1.88,4.25,5.19,0.97,0.41,30.54,79.68,0.15,96.35,752.69,190.93,0.0,21-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
21-Sep-2020 - 00:00,23.38,45.53,23.62,52.12,55.15,3.82,6.72,0.67,22.33,1.54,2.25,2.98,0.58,0.34,28.52,87.51,0.61,90.55,754.9,113.15,0.0,22-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
22-Sep-2020 - 00:00,9.38,21.81,10.37,11.36,15.58,3.82,6.45,0.44,21.96,0.7,1.14,0.99,0.37,0.15,27.12,92.84,1.19,89.27,814.81,79.15,0.0,23-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
23-Sep-2020 - 00:00,15.08,25.27,15.55,18.03,23.54,6.51,7.34,0.51,27.83,0.8,1.14,1.34,0.36,0.2,27.33,91.88,1.09,90.7,768.21,138.19,0.0,24-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
24-Sep-2020 - 00:00,19.01,29.08,23.75,41.69,46.89,7.1,5.57,0.5,21.69,0.59,0.89,0.97,0.27,0.11,26.86,94.56,0.97,92.76,746.07,81.44,0.0,25-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
25-Sep-2020 - 00:00,16.71,34.98,49.8,97.99,105.64,7.03,6.64,0.48,12.06,0.7,1.9,1.53,0.46,0.06,26.43,95.7,0.3,163.48,749.44,92.84,0.0,26-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
26-Sep-2020 - 00:00,21.33,42.98,61.86,148.15,118.93,6.01,7.91,0.63,11.11,0.71,2.93,6.82,0.76,0.07,26.41,92.53,0.24,109.72,745.89,83.36,0.0,27-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
27-Sep-2020 - 00:00,29.72,58.43,24.89,44.77,45.69,6.86,9.42,0.61,11.6,0.0,0.0,0.0,0.0,0.0,27.46,86.94,0.17,111.29,746.38,166.3,0.0,28-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
28-Sep-2020 - 00:00,44.67,77.81,14.03,12.84,17.62,8.9,6.55,0.76,19.82,1.49,2.83,3.31,0.64,0.1,28.41,86.84,0.12,160.25,746.2,126.9,0.0,29-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
29-Sep-2020 - 00:00,62.48,106.68,20.54,33.21,36.67,9.3,6.06,0.85,32.95,1.98,3.0,3.53,0.74,0.1,29.06,83.32,0.34,197.82,746.63,204.0,0.0,30-Sep-2020 - 00:00,"Samanpura, Patna - BSPCB"
30-Sep-2020 - 00:00,67.99,129.64,18.45,12.03,18.64,9.29,6.53,0.74,36.78,2.06,2.28,3.03,0.6,0.1,29.11,81.56,0.22,177.27,746.54,188.78,0.0,01-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
01-Oct-2020 - 00:00,49.62,122.74,14.08,9.04,13.96,9.3,6.69,0.7,39.9,1.89,1.57,2.51,0.53,0.16,28.82,83.35,0.19,203.33,746.28,141.29,0.0,02-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
02-Oct-2020 - 00:00,67.46,91.08,18.22,15.88,21.61,9.31,7.23,0.78,37.06,2.08,3.09,2.66,0.73,0.2,28.98,82.03,0.15,129.23,746.24,139.03,0.0,03-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
03-Oct-2020 - 00:00,50.57,65.95,21.23,22.29,28.2,9.34,6.21,0.64,15.43,1.64,3.09,2.23,0.79,0.14,27.36,93.29,0.2,145.36,746.11,116.48,0.07,04-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
04-Oct-2020 - 00:00,29.33,51.93,29.64,68.09,69.47,9.35,7.35,0.79,9.15,1.46,4.14,4.19,0.94,0.1,28.06,89.82,0.12,124.68,746.27,142.26,0.0,05-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
05-Oct-2020 - 00:00,43.01,68.5,26.25,51.72,54.53,9.33,7.15,0.7,14.15,0.69,1.7,1.08,0.38,0.06,27.45,93.37,0.3,201.01,745.99,95.35,0.05,06-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
06-Oct-2020 - 00:00,41.3,93.5,30.64,62.4,65.44,9.33,7.29,0.78,14.57,1.86,4.65,4.06,0.98,0.1,28.62,86.36,0.15,135.53,746.26,144.27,0.0,07-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
07-Oct-2020 - 00:00,50.42,96.78,27.83,43.89,49.09,9.33,8.32,0.76,21.51,1.77,3.42,3.44,0.73,0.1,29.13,83.99,0.2,94.64,746.46,179.39,0.0,08-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
08-Oct-2020 - 00:00,63.36,118.64,24.81,29.19,35.73,9.31,8.97,0.68,24.02,1.6,2.68,4.05,0.64,0.1,29.55,84.32,0.17,118.02,746.27,149.57,0.0,09-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
09-Oct-2020 - 00:00,53.59,109.22,33.4,51.23,57.45,9.31,8.91,0.87,20.61,2.24,4.58,5.39,0.92,0.1,28.83,84.22,0.15,126.57,746.38,168.98,0.0,10-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
10-Oct-2020 - 00:00,60.94,98.0,19.71,16.92,23.26,9.3,11.51,0.87,38.7,2.38,3.31,2.96,0.73,0.1,28.9,79.25,0.15,141.49,746.53,193.3,0.0,11-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
11-Oct-2020 - 00:00,72.59,110.65,20.31,16.99,23.62,9.3,12.46,0.84,36.39,2.76,3.24,2.51,0.79,0.1,28.25,79.05,0.18,193.49,746.54,195.05,0.0,12-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
12-Oct-2020 - 00:00,70.78,122.62,28.79,31.15,39.4,9.3,8.59,0.97,29.36,3.15,3.8,3.74,0.84,0.1,28.76,81.32,0.21,81.41,746.09,114.84,0.0,13-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
13-Oct-2020 - 00:00,66.2,118.19,34.51,42.35,51.31,9.29,7.38,0.93,33.97,2.63,3.41,3.67,0.75,0.1,29.79,77.42,0.26,84.91,746.41,177.33,0.0,14-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
14-Oct-2020 - 00:00,80.33,115.1,29.63,29.51,38.51,9.29,7.28,0.89,28.04,2.92,4.41,3.83,0.91,0.1,29.01,81.95,0.2,92.88,746.34,157.64,0.06,15-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
15-Oct-2020 - 00:00,51.17,113.34,32.08,53.23,56.18,9.72,6.06,0.99,34.1,2.17,3.59,4.12,0.78,0.09,28.35,82.08,0.18,106.0,746.17,125.49,0.0,16-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
16-Oct-2020 - 00:00,65.1,134.73,30.64,23.35,34.1,10.62,7.09,1.08,28.71,1.86,3.49,1.94,0.59,0.05,28.64,81.77,0.11,98.19,746.12,116.04,0.0,17-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
17-Oct-2020 - 00:00,60.22,127.54,24.86,20.23,28.58,10.6,6.01,1.02,34.64,2.28,3.46,1.79,0.66,0.07,28.85,80.05,0.16,138.13,746.47,176.65,0.0,18-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
18-Oct-2020 - 00:00,77.2,145.21,27.02,26.24,34.55,10.62,6.16,0.87,39.01,0.45,0.39,0.56,0.12,0.03,28.21,76.04,0.32,235.07,746.51,181.71,0.0,19-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
19-Oct-2020 - 00:00,121.05,156.8,34.31,49.03,56.63,10.59,5.89,1.02,31.98,1.64,2.17,2.32,0.47,0.05,26.97,75.77,0.23,170.03,746.41,163.79,0.0,20-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
20-Oct-2020 - 00:00,109.21,176.3,30.01,40.1,47.03,9.97,5.46,1.0,35.81,3.12,4.27,4.4,0.91,0.11,27.12,80.35,0.09,124.21,746.26,135.43,0.0,21-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
21-Oct-2020 - 00:00,97.66,193.64,39.33,69.4,76.02,9.57,5.96,1.24,31.87,2.59,4.1,4.25,0.9,0.08,27.58,79.07,0.14,92.07,746.26,137.58,0.0,22-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
22-Oct-2020 - 00:00,85.05,139.34,37.64,55.58,63.58,9.44,5.97,1.02,30.2,0.89,2.48,2.32,0.72,0.05,27.57,80.14,0.25,108.64,746.22,128.24,0.0,23-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
23-Oct-2020 - 00:00,65.5,85.12,33.12,58.7,58.27,9.31,6.5,0.69,24.77,1.26,2.61,3.8,0.62,0.07,27.43,83.12,0.21,136.26,746.05,101.26,0.0,24-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
24-Oct-2020 - 00:00,35.64,101.22,27.71,42.47,38.47,9.48,6.2,0.55,27.27,0.35,1.82,2.49,0.52,0.11,26.1,81.95,0.3,223.43,746.29,140.16,0.0,25-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
25-Oct-2020 - 00:00,,92.27,36.97,53.16,56.22,9.57,7.07,1.13,29.1,0.6,1.67,2.49,0.48,0.11,23.27,72.77,0.32,198.4,746.26,134.95,0.0,26-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
26-Oct-2020 - 00:00,58.05,85.11,31.29,26.31,34.94,9.18,6.39,1.02,32.33,0.71,1.41,2.38,0.36,0.08,22.45,80.48,0.24,169.31,746.21,127.75,0.0,27-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
27-Oct-2020 - 00:00,62.68,172.26,44.93,42.3,52.36,9.58,7.73,1.2,32.33,1.96,3.82,5.27,0.86,0.18,23.21,77.05,0.31,211.37,746.4,165.7,0.0,28-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
28-Oct-2020 - 00:00,64.96,181.66,33.34,20.85,33.53,10.56,7.97,1.11,40.93,1.73,4.0,6.06,0.91,0.16,23.45,67.91,0.16,193.98,746.47,173.17,0.0,29-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
29-Oct-2020 - 00:00,48.22,141.93,33.35,14.2,28.19,9.88,6.45,0.9,40.56,0.89,2.5,5.93,0.6,0.12,23.28,70.1,0.19,173.16,746.48,175.72,0.0,30-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
30-Oct-2020 - 00:00,54.78,159.11,33.91,16.36,30.2,9.3,8.47,0.93,52.54,0.64,2.06,6.82,0.49,0.12,24.16,64.73,0.28,206.75,746.45,170.95,0.0,31-Oct-2020 - 00:00,"Samanpura, Patna - BSPCB"
31-Oct-2020 - 00:00,48.66,147.64,29.47,12.89,25.11,9.3,7.88,0.85,56.66,0.6,1.64,6.28,0.41,0.13,25.66,61.88,0.54,259.72,746.4,160.99,0.0,01-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
01-Nov-2020 - 00:00,65.0,171.67,29.86,13.77,26.02,9.3,9.69,1.02,62.23,0.44,2.03,7.39,0.53,0.12,25.21,65.65,0.37,214.26,746.39,160.05,0.0,02-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
02-Nov-2020 - 00:00,88.75,214.75,42.35,16.08,34.4,9.3,6.9,1.15,56.63,0.4,1.71,8.87,0.53,0.11,24.3,64.78,0.55,248.36,746.25,135.6,0.0,03-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
03-Nov-2020 - 00:00,82.63,207.11,54.93,29.12,51.44,9.3,5.4,1.17,52.6,0.41,1.43,7.36,0.46,0.12,23.16,52.61,0.79,253.12,746.3,142.77,0.0,04-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
04-Nov-2020 - 00:00,72.38,196.72,59.93,26.78,52.2,9.3,6.83,0.94,42.78,0.42,31.61,6.96,5.15,0.15,21.57,53.18,0.61,219.46,746.42,165.11,0.0,05-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
05-Nov-2020 - 00:00,68.75,211.56,66.66,57.74,80.52,9.3,7.45,1.32,27.43,1.22,33.31,8.97,5.09,0.14,20.89,64.97,0.13,150.87,746.33,151.92,0.0,06-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
06-Nov-2020 - 00:00,114.83,270.77,53.45,37.72,57.52,9.31,7.39,1.52,22.69,1.63,10.23,7.99,1.9,0.31,20.32,73.66,0.13,144.7,746.21,128.11,0.0,07-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
07-Nov-2020 - 00:00,180.23,284.98,50.72,39.21,57.32,9.3,6.75,1.87,30.55,1.44,10.94,9.82,2.44,0.32,20.59,78.58,0.2,159.61,746.26,137.37,0.0,08-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
08-Nov-2020 - 00:00,116.71,329.47,52.26,42.18,60.49,9.3,8.21,1.86,35.97,2.24,11.22,10.48,2.73,0.21,21.27,76.97,0.15,155.08,746.29,141.33,0.0,09-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
09-Nov-2020 - 00:00,75.34,181.37,50.3,34.67,53.47,9.3,6.02,1.23,25.97,1.52,7.31,7.38,1.47,0.18,21.57,71.32,0.16,157.33,746.4,160.34,0.0,10-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
10-Nov-2020 - 00:00,60.1,182.78,74.54,80.62,101.4,9.3,6.99,1.47,22.45,0.8,10.01,8.09,2.13,0.18,21.64,73.6,0.17,109.35,746.39,159.59,0.0,11-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
11-Nov-2020 - 00:00,65.58,164.51,48.46,50.86,62.62,9.26,5.86,1.34,26.1,2.85,8.01,25.97,4.95,1.39,22.41,73.61,0.21,89.46,746.35,150.44,0.0,12-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
12-Nov-2020 - 00:00,61.55,186.13,75.84,87.38,109.01,9.3,7.66,1.41,26.84,5.82,4.65,85.93,8.41,2.73,23.68,64.91,0.16,182.64,746.37,154.55,0.0,13-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
13-Nov-2020 - 00:00,81.05,207.55,49.44,25.44,45.58,9.3,7.8,1.24,33.49,5.46,2.96,43.46,5.57,1.49,23.55,67.51,0.26,216.38,746.28,138.74,0.0,14-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
14-Nov-2020 - 00:00,90.07,207.85,42.78,21.4,38.9,9.2,9.71,1.22,40.38,5.39,2.21,39.58,4.03,1.12,22.88,70.85,0.23,166.51,746.37,132.52,0.0,15-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
15-Nov-2020 - 00:00,170.35,268.97,49.39,32.6,45.06,10.3,11.53,0.86,45.37,4.92,2.21,53.11,4.02,1.05,22.85,68.85,0.2,160.93,746.39,154.52,0.0,16-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
16-Nov-2020 - 00:00,115.24,250.84,44.86,30.49,47.28,9.92,8.09,1.27,34.01,5.83,2.36,47.55,4.36,1.2,20.86,73.29,0.45,212.17,746.03,96.87,0.0,17-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
17-Nov-2020 - 00:00,40.01,98.56,37.41,14.68,30.7,9.31,6.92,0.73,39.31,1.87,0.73,41.82,1.27,0.38,21.55,70.91,0.8,248.88,746.43,162.69,0.0,18-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
18-Nov-2020 - 00:00,54.7,142.4,42.46,16.61,34.89,9.3,7.75,0.93,39.69,2.75,0.94,53.68,1.59,0.52,21.97,72.95,0.37,215.73,746.22,125.94,0.0,19-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
