from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Toluene,Xylene,MP-Xylene,Eth-Benzene,WD,WS,AT,RH,RF,BP,SR,to date,station
02-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
03-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,04-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
04-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,05-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
05-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,06-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
06-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,07-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
07-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,08-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
08-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,09-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
09-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,10-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
10-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,11-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
11-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,12-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
12-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,13-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
13-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,14-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
14-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,15-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
15-May-2020 - 00:00,38.53,51.5,23.68,8.29,30.85,27.16,0.89,0.51,25.47,,,,,,,,,,871.61,,16-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
16-May-2020 - 00:00,21.32,44.75,45.54,7.32,52.74,48.93,2.11,0.63,20.05,,,,,,,,,,870.54,,17-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
17-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,18-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
18-May-2020 - 00:00,16.7,77.39,25.16,5.19,29.78,25.9,2.46,0.37,22.44,,,,,,,,,,875.84,,19-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
19-May-2020 - 00:00,21.68,63.45,13.83,4.25,18.0,16.76,2.31,0.41,20.45,,,,,,,,,,876.35,,20-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
20-May-2020 - 00:00,18.7,50.73,16.18,4.36,20.53,19.16,2.41,0.37,18.83,,,,,,,,,,874.51,,21-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
21-May-2020 - 00:00,17.3,43.27,19.63,4.75,24.39,22.87,2.43,0.39,16.12,,,,,,,,,,840.9,,22-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
22-May-2020 - 00:00,17.39,38.6,20.36,4.77,25.13,23.56,2.41,0.4,17.21,0.35,,,,,,,,,808.94,,23-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
23-May-2020 - 00:00,19.36,37.75,23.15,5.12,28.27,26.33,2.42,0.42,18.6,0.35,,,,,,,,,808.94,,24-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
24-May-2020 - 00:00,17.18,33.48,23.34,5.13,28.47,27.04,2.43,0.36,18.91,0.35,,,,,,,,,808.94,,25-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
25-May-2020 - 00:00,17.75,36.18,25.17,5.16,30.34,28.59,2.42,0.39,24.3,0.35,,,,,,,,,808.94,,26-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
26-May-2020 - 00:00,16.9,45.46,21.68,4.63,26.31,24.83,2.35,0.39,17.39,0.35,,,,,,,,,808.94,,27-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
27-May-2020 - 00:00,16.88,44.06,27.85,5.49,33.05,31.16,2.67,0.37,16.8,0.35,,,,,,,,,808.94,,28-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
28-May-2020 - 00:00,18.12,48.87,26.58,5.2,31.77,29.59,2.41,0.39,17.56,0.35,,,,,,,,,808.94,,29-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
29-May-2020 - 00:00,17.09,46.07,20.2,4.14,24.36,22.49,2.36,0.36,16.26,0.35,,,,,,,,,808.94,,30-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
30-May-2020 - 00:00,11.37,30.41,19.43,4.0,23.28,21.56,13.34,0.36,23.01,0.35,,,,,,,,,808.94,,31-May-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
31-May-2020 - 00:00,12.76,31.82,25.22,4.96,30.18,28.45,2.39,0.42,21.02,0.35,,,,,,,,,808.94,,01-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
01-Jun-2020 - 00:00,8.75,24.21,22.8,4.52,27.33,25.97,2.43,0.37,13.43,0.35,,,,,,,,,808.94,,02-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
02-Jun-2020 - 00:00,7.92,20.33,20.76,4.28,25.03,23.41,2.16,0.31,16.58,0.35,,,,,,,,,808.94,,03-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
03-Jun-2020 - 00:00,7.64,20.85,19.02,3.98,23.0,21.9,2.5,0.29,16.61,0.35,,,,,,,,,808.94,,04-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
04-Jun-2020 - 00:00,12.62,30.42,22.87,4.43,27.3,25.82,2.47,0.34,12.96,0.35,,,,,,,,,808.94,,05-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
05-Jun-2020 - 00:00,11.13,34.39,22.96,4.23,27.17,25.55,2.4,0.34,12.86,0.35,,,,,,,,,808.94,,06-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
06-Jun-2020 - 00:00,15.91,45.28,21.01,4.3,25.31,23.81,2.42,0.33,13.14,0.35,,,,,,,,,808.94,,07-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
07-Jun-2020 - 00:00,13.7,47.11,23.16,4.28,27.44,25.88,2.46,0.36,16.34,0.35,,,,,,,,,808.94,,08-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
08-Jun-2020 - 00:00,16.14,50.39,20.91,3.96,24.87,23.37,2.45,0.32,15.2,0.35,,,,,,,,,808.94,,09-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
09-Jun-2020 - 00:00,14.12,46.58,22.84,4.0,26.84,25.27,2.51,0.34,15.29,0.35,,,,,,,,,808.94,,10-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
10-Jun-2020 - 00:00,10.25,32.32,21.57,4.13,25.7,24.03,2.48,0.32,13.13,0.35,,,,,,,,,808.94,,11-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
11-Jun-2020 - 00:00,10.62,34.05,24.17,4.56,28.72,26.74,2.54,0.31,16.07,0.35,,,,,,,,,808.94,,12-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
12-Jun-2020 - 00:00,12.61,34.72,23.63,4.06,27.68,26.15,2.48,0.32,24.46,0.35,,,,,,,,,808.94,,13-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
13-Jun-2020 - 00:00,11.21,32.66,22.07,3.73,25.8,24.31,2.4,0.31,18.91,0.35,,,,,,,,,808.94,,14-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
14-Jun-2020 - 00:00,10.18,31.51,20.02,3.74,23.76,22.35,2.43,0.31,15.96,0.35,,,,,,,,,808.94,,15-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
15-Jun-2020 - 00:00,12.67,38.43,17.76,3.53,21.3,20.05,2.31,0.3,15.79,0.35,,,,,,,,,808.94,,16-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
16-Jun-2020 - 00:00,11.91,36.35,18.5,3.61,22.09,20.83,2.42,0.31,13.29,0.35,,,,,,,,,808.94,,17-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
17-Jun-2020 - 00:00,11.28,34.92,19.31,3.54,22.86,21.52,2.42,0.3,13.89,0.35,,,,,,,,,808.94,,18-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
18-Jun-2020 - 00:00,12.98,40.14,19.42,3.66,23.08,21.76,2.43,0.32,13.49,0.35,,,,,,,,,808.94,,19-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
19-Jun-2020 - 00:00,14.26,46.17,18.0,3.38,21.38,19.98,2.44,0.31,13.22,0.35,,,,,,,,,808.94,,20-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
20-Jun-2020 - 00:00,13.04,43.83,17.06,3.28,20.34,18.92,2.5,0.33,11.5,0.35,,,,,,,,,808.94,,21-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
21-Jun-2020 - 00:00,11.96,41.28,17.17,3.12,20.27,19.09,2.5,0.3,11.96,0.35,,,,,,,,,808.94,,22-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
22-Jun-2020 - 00:00,13.43,37.59,18.47,3.31,21.73,20.05,2.45,0.31,14.63,0.35,,,,,,,,,808.94,,23-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
23-Jun-2020 - 00:00,14.17,39.5,24.44,3.84,28.28,26.83,2.46,0.28,15.15,0.35,,,,,,,,,808.94,,24-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
24-Jun-2020 - 00:00,15.67,25.58,15.93,2.85,18.78,17.87,2.09,0.29,13.97,0.35,,,,,,,,,808.94,,25-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
25-Jun-2020 - 00:00,12.26,24.55,20.84,3.39,24.21,22.4,2.41,0.28,12.92,0.35,,,,,,,,,808.94,,26-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
26-Jun-2020 - 00:00,10.76,31.97,25.72,3.65,29.38,27.34,2.51,0.29,9.89,0.35,,,,,,,,,808.94,,27-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
27-Jun-2020 - 00:00,7.83,25.31,20.13,3.3,23.42,22.02,2.4,0.3,10.42,0.35,,,,,,,,,808.94,,28-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
28-Jun-2020 - 00:00,8.95,27.81,18.82,3.2,22.0,20.52,2.45,0.28,11.37,0.35,,,,,,,,,808.94,,29-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
29-Jun-2020 - 00:00,8.87,28.18,18.75,3.02,21.59,20.29,2.44,0.29,9.7,0.35,,,,,,,,,808.94,,30-Jun-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
30-Jun-2020 - 00:00,10.09,34.1,18.98,3.1,22.08,20.52,2.45,0.32,8.84,0.35,,,,,,,,,809.24,,01-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
01-Jul-2020 - 00:00,12.81,38.56,22.69,3.35,26.04,24.13,2.47,0.3,9.63,0.35,,,,,,,,,808.94,,02-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
02-Jul-2020 - 00:00,12.45,31.23,18.87,3.11,21.99,20.38,2.41,0.31,9.71,0.35,,,,,,,,,808.94,,03-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
03-Jul-2020 - 00:00,10.4,28.86,16.3,2.94,19.24,17.98,2.48,0.29,14.29,0.35,,,,,,,,,808.94,,04-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
04-Jul-2020 - 00:00,11.22,33.0,20.17,3.23,23.4,21.96,2.41,0.3,10.8,0.35,,,,,,,,,808.94,,05-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
05-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,06-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
06-Jul-2020 - 00:00,17.01,24.77,19.95,3.2,23.15,21.88,2.44,0.34,10.09,0.35,,,,,,,,,808.91,,07-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
07-Jul-2020 - 00:00,9.25,25.62,17.53,2.9,20.46,19.23,2.38,0.29,9.64,0.35,,,,,,,,,808.9,,08-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
08-Jul-2020 - 00:00,8.46,24.67,14.46,2.8,17.26,16.26,2.44,0.3,8.61,0.35,,,,,,,,,808.9,,09-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
09-Jul-2020 - 00:00,10.38,33.51,17.42,3.02,20.44,18.94,2.48,0.34,11.37,0.35,,,,,,,,,808.9,,10-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
10-Jul-2020 - 00:00,10.67,31.68,16.62,2.78,19.4,18.19,2.42,0.38,8.69,0.35,,,,,,,,,808.9,,11-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
11-Jul-2020 - 00:00,9.34,31.63,15.52,2.8,18.32,17.15,2.38,0.36,9.47,0.35,,,,,,,,,808.9,,12-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
12-Jul-2020 - 00:00,8.26,28.8,15.84,2.92,18.75,17.66,2.36,0.34,12.76,0.35,,,,,,,,,808.9,,13-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
13-Jul-2020 - 00:00,10.48,32.92,14.41,2.7,17.11,15.93,2.34,0.35,10.55,0.35,,,,,,,,,808.9,,14-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
14-Jul-2020 - 00:00,8.73,29.2,15.4,2.91,18.3,17.05,2.38,0.34,11.63,0.35,,,,,,,,,808.9,,15-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
15-Jul-2020 - 00:00,9.52,27.46,15.9,2.74,18.64,17.5,2.36,0.33,10.63,0.35,,,,,,,,,808.9,,16-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
16-Jul-2020 - 00:00,10.63,27.97,20.09,3.04,23.14,21.83,2.47,0.36,9.57,0.35,,,,,,,,,808.9,,17-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
17-Jul-2020 - 00:00,9.84,29.67,20.95,3.21,24.17,22.81,2.44,0.31,11.52,0.35,,,,,,,,,807.39,,18-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
18-Jul-2020 - 00:00,9.18,32.46,16.02,2.97,18.99,17.91,2.46,0.37,11.1,0.35,,,,,,,,,803.9,,19-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
19-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
20-Jul-2020 - 00:00,11.31,25.07,18.51,3.15,21.66,19.71,2.3,0.32,28.63,0.35,,,,,,,,,803.9,,21-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
21-Jul-2020 - 00:00,8.06,25.79,18.3,5.99,24.29,21.86,2.42,0.36,13.99,0.35,,,,,,,,,803.9,,22-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
22-Jul-2020 - 00:00,8.0,25.62,15.98,2.76,18.76,17.31,2.41,0.32,12.47,0.48,,,,,,,,,803.9,,23-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
23-Jul-2020 - 00:00,12.94,38.36,15.99,2.72,18.72,17.5,2.32,0.34,15.24,0.7,,,,,,,,,803.9,,24-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
24-Jul-2020 - 00:00,10.82,27.25,14.22,2.73,16.95,16.02,2.35,0.34,14.58,0.71,,,,,,,,,803.9,,25-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
25-Jul-2020 - 00:00,8.85,28.68,14.96,2.61,17.57,16.51,2.4,0.31,16.03,0.7,,,,,,,,,803.9,,26-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
26-Jul-2020 - 00:00,8.89,29.54,16.42,2.78,19.2,18.11,2.52,0.34,17.5,0.69,,,,,,,,,803.9,,27-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
27-Jul-2020 - 00:00,11.93,35.22,15.88,2.72,18.6,17.39,2.47,0.37,19.6,0.7,,,,,,,,,803.9,,28-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
28-Jul-2020 - 00:00,8.8,28.77,14.97,2.81,17.68,16.6,2.41,0.32,17.08,0.71,,,,,,,,,803.9,,29-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
29-Jul-2020 - 00:00,8.78,29.68,15.57,2.63,18.2,16.98,2.45,0.34,10.35,0.71,,,,,,,,,803.9,,30-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
30-Jul-2020 - 00:00,8.91,26.89,17.65,2.71,20.35,18.97,2.37,0.31,10.02,0.7,,,,,,,,,803.9,,31-Jul-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
31-Jul-2020 - 00:00,8.77,27.29,15.43,2.52,17.95,16.83,2.45,0.33,11.78,0.7,,,,,,,,,803.9,,01-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
01-Aug-2020 - 00:00,8.95,28.96,15.58,2.7,18.28,17.0,2.43,0.3,14.93,0.69,,,,,,,,,803.9,,02-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
02-Aug-2020 - 00:00,8.08,25.56,19.4,2.94,22.34,20.61,2.45,0.29,16.02,0.7,,,,,,,,,803.9,,03-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
03-Aug-2020 - 00:00,10.56,33.25,17.33,2.81,20.14,18.69,2.45,0.3,16.77,0.71,,,,,,,,,803.9,,04-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
04-Aug-2020 - 00:00,8.26,29.31,15.43,2.58,18.01,17.02,2.4,0.29,22.0,0.7,,,,,,,,,803.9,,05-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
05-Aug-2020 - 00:00,9.48,26.07,18.87,2.87,21.74,20.54,2.53,0.29,21.76,0.69,,,,,,,,,803.9,,06-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
06-Aug-2020 - 00:00,8.72,29.82,20.74,2.8,23.54,22.42,2.38,0.32,20.63,0.7,,,,,,,,,803.9,,07-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
07-Aug-2020 - 00:00,10.0,29.24,21.79,2.8,24.59,23.22,2.52,0.31,15.17,0.28,,,,,,,,,803.9,,08-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
08-Aug-2020 - 00:00,10.9,33.2,20.0,2.85,22.85,21.47,2.44,0.3,16.64,0.0,,,,,,,,,803.9,,09-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
09-Aug-2020 - 00:00,9.62,31.53,19.17,2.76,21.93,20.62,2.42,0.29,21.35,0.0,,,,,,,,,803.9,,10-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
10-Aug-2020 - 00:00,10.91,32.19,16.6,2.73,19.34,18.13,2.48,0.34,25.34,0.0,,,,,,,,,803.9,,11-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
11-Aug-2020 - 00:00,10.54,30.37,17.13,2.75,19.87,18.54,2.41,0.41,22.55,0.41,,,,,,,,,803.9,,12-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
12-Aug-2020 - 00:00,14.17,39.72,16.01,2.56,18.57,17.44,2.4,0.4,22.96,0.7,,,,,,,,,803.9,,13-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
13-Aug-2020 - 00:00,18.3,51.3,17.46,2.67,20.13,18.81,2.39,0.4,23.78,0.71,,,,,,,,,803.9,,14-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
14-Aug-2020 - 00:00,16.1,41.77,15.81,2.67,18.43,17.29,2.37,0.4,20.45,0.69,,,,,,,,,803.9,,15-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
15-Aug-2020 - 00:00,17.77,45.34,19.28,2.71,21.99,20.72,2.44,0.39,28.01,0.69,,,,,,,,,803.9,,16-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
16-Aug-2020 - 00:00,16.63,45.12,19.37,2.65,22.03,20.64,2.46,0.39,27.15,0.69,,,,,,,,,803.9,,17-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
17-Aug-2020 - 00:00,13.35,35.86,18.24,3.32,21.56,19.76,2.35,0.46,15.0,0.7,,,,,,,,,803.9,,18-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
18-Aug-2020 - 00:00,12.09,36.27,18.93,2.64,21.58,20.32,2.45,0.4,23.46,0.7,,,,,,,,,803.9,,19-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
19-Aug-2020 - 00:00,14.25,42.23,17.39,2.64,20.03,18.71,2.51,0.42,19.11,0.68,,,,,,,,,803.9,,20-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
20-Aug-2020 - 00:00,12.37,26.89,19.49,2.92,22.41,20.93,2.36,0.61,14.76,0.7,,,,,,,,,803.9,,21-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
21-Aug-2020 - 00:00,13.48,35.94,18.6,2.95,21.55,20.2,2.43,0.41,14.11,0.7,,,,,,,,,803.9,,22-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
22-Aug-2020 - 00:00,11.91,34.64,13.33,2.64,15.97,14.93,2.47,0.42,14.49,0.7,,,,,,,,,803.9,,23-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
23-Aug-2020 - 00:00,11.96,35.04,13.8,2.63,16.44,15.36,2.45,0.37,16.57,0.7,,,,,,,,,803.9,,24-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
24-Aug-2020 - 00:00,14.23,37.51,13.22,2.59,15.81,14.77,2.42,0.38,14.85,0.71,,,,,,,,,803.9,,25-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
25-Aug-2020 - 00:00,16.58,41.33,14.85,2.62,17.46,16.25,2.58,0.41,14.61,0.7,,,,,,,,,803.9,,26-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
26-Aug-2020 - 00:00,14.37,40.96,16.67,2.7,19.37,18.02,2.45,0.43,15.17,0.7,,,,,,,,,803.9,,27-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
27-Aug-2020 - 00:00,14.75,45.54,20.22,2.88,23.1,21.56,2.56,0.4,22.33,0.7,,,,,,,,,803.9,,28-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
28-Aug-2020 - 00:00,16.55,50.56,17.43,2.68,20.1,18.63,2.54,0.43,20.46,0.71,,,,,,,,,803.9,,29-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
29-Aug-2020 - 00:00,13.47,38.31,17.21,2.71,19.92,18.52,2.47,0.42,14.96,0.7,,,,,,,,,803.9,,30-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
30-Aug-2020 - 00:00,11.66,38.33,21.82,2.93,24.72,23.21,2.52,0.38,18.69,0.71,,,,,,,,,803.9,,31-Aug-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
31-Aug-2020 - 00:00,14.19,42.22,21.1,2.88,23.98,22.41,2.39,0.42,14.7,0.7,,,,,,,,,803.9,,01-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
01-Sep-2020 - 00:00,12.78,39.1,21.4,2.77,24.16,22.52,2.43,0.38,14.91,0.7,,,,,,,,,803.9,,02-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
02-Sep-2020 - 00:00,14.45,41.43,19.65,2.75,22.37,20.62,8.74,0.41,25.0,0.72,,,,,,,,,803.9,,03-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
03-Sep-2020 - 00:00,9.85,27.07,17.59,2.58,20.17,18.92,1.27,0.43,21.41,0.71,,,,,,,,,803.9,,04-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
04-Sep-2020 - 00:00,13.46,31.79,19.6,2.65,22.25,20.81,2.45,0.42,20.16,0.71,,,,,,,,,803.9,,05-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
05-Sep-2020 - 00:00,13.61,33.31,19.32,2.75,22.07,20.65,2.46,0.41,21.52,0.71,,,,,,,,,803.9,,06-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
06-Sep-2020 - 00:00,13.9,36.88,24.59,2.81,27.4,25.59,2.55,0.42,20.5,0.7,,,,,,,,,803.9,,07-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
07-Sep-2020 - 00:00,8.91,28.11,19.73,2.93,22.67,21.07,2.54,0.38,13.65,0.7,,,,,,,,,803.9,,08-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
08-Sep-2020 - 00:00,8.56,26.04,18.49,2.63,21.12,19.76,2.45,0.36,16.69,0.7,,,,,,,,,803.9,,09-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
09-Sep-2020 - 00:00,9.88,27.37,16.47,2.59,19.05,17.78,2.42,0.34,16.67,0.71,,,,,,,,,803.9,,10-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
