from date,PM2.5,PM10,RF,AT,SR,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,RH,BP,WD,WS,to date,station
29-Jan-2020 - 00:00,95.88,150.74,0.0,17.02,69.61,10.73,27.4,70.51,58.85,48.28,1.14,14.45,2.83,22.56,3.16,31.21,77.67,748.19,182.61,1.32,30-Jan-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Jan-2020 - 00:00,111.0,188.24,0.0,16.42,69.67,9.48,22.95,67.82,53.92,46.24,1.14,18.08,2.87,23.82,3.08,30.96,77.62,748.96,166.74,1.77,31-Jan-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
31-Jan-2020 - 00:00,110.66,195.49,0.0,15.12,71.64,10.83,21.98,74.11,56.43,43.88,1.31,17.95,2.9,31.2,4.24,31.09,74.43,746.85,168.72,1.34,01-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Feb-2020 - 00:00,147.51,241.08,0.0,15.2,63.74,10.92,29.14,68.03,59.87,44.44,1.58,19.39,3.43,30.68,4.1,31.25,79.28,749.75,182.03,1.35,02-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Feb-2020 - 00:00,130.31,210.4,0.0,15.25,71.28,11.52,22.43,60.48,49.7,36.08,1.31,29.41,2.94,17.43,3.0,31.18,79.5,751.24,157.54,1.32,03-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Feb-2020 - 00:00,169.14,302.44,0.0,16.28,70.31,11.04,56.3,70.06,83.03,36.24,2.06,40.98,4.35,29.45,5.93,30.71,71.19,749.92,163.66,0.91,04-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Feb-2020 - 00:00,225.96,356.66,0.0,16.56,63.77,6.93,51.91,71.99,79.67,39.16,1.71,40.73,4.75,33.51,5.92,30.8,69.83,748.44,201.54,0.83,05-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Feb-2020 - 00:00,169.08,275.3,0.0,16.79,64.43,11.76,23.9,65.6,54.34,36.75,1.37,29.97,3.77,28.15,3.99,31.51,71.11,748.46,168.59,2.86,06-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Feb-2020 - 00:00,139.38,235.71,0.0,15.94,67.5,10.1,20.48,67.68,52.64,33.46,1.22,30.42,3.12,27.43,3.07,31.62,70.83,747.94,166.75,2.22,07-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Feb-2020 - 00:00,170.03,279.0,0.0,15.99,60.44,12.74,23.55,70.15,56.43,34.1,1.19,58.82,3.39,30.42,4.27,31.71,71.86,750.33,189.05,1.61,08-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Feb-2020 - 00:00,161.31,266.99,0.0,16.8,64.77,11.75,18.73,70.0,52.46,34.41,1.25,69.14,3.67,27.0,3.56,31.64,71.56,752.16,163.34,1.88,09-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Feb-2020 - 00:00,170.36,280.98,0.0,17.32,65.6,12.17,25.5,72.46,59.28,33.97,1.4,69.02,3.43,28.42,3.27,31.52,69.49,752.68,160.25,1.21,10-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Feb-2020 - 00:00,216.88,366.54,0.0,17.17,64.98,13.21,55.84,78.9,87.37,36.16,1.95,61.64,4.62,34.85,5.29,31.58,70.59,750.84,156.9,1.04,11-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Feb-2020 - 00:00,228.62,370.11,0.0,17.8,64.4,8.69,42.31,81.8,77.92,37.4,1.81,62.7,4.93,45.26,5.94,31.52,69.04,751.0,163.83,1.13,12-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Feb-2020 - 00:00,182.74,303.18,0.0,19.22,63.8,10.47,22.25,80.53,60.93,37.41,1.23,33.9,3.98,33.68,3.88,31.33,70.47,750.22,149.1,1.79,13-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Feb-2020 - 00:00,97.61,192.14,0.0,21.51,68.49,11.25,13.53,65.51,45.81,35.4,1.16,18.43,2.68,22.65,2.47,31.09,64.82,747.11,150.2,2.06,14-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Feb-2020 - 00:00,73.67,202.64,0.0,20.53,70.7,10.98,11.08,57.06,39.36,33.34,0.8,27.09,1.78,19.96,2.1,31.24,63.21,744.4,161.85,2.9,15-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Feb-2020 - 00:00,83.26,192.35,0.0,20.73,71.47,8.94,15.61,66.56,48.08,29.71,0.91,24.62,2.48,26.89,2.22,31.2,54.33,744.69,152.9,2.23,16-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Feb-2020 - 00:00,144.52,271.22,0.0,20.85,69.53,11.07,29.21,79.35,65.95,34.44,1.45,55.57,3.53,37.34,3.88,31.22,62.57,747.84,156.22,1.19,17-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Feb-2020 - 00:00,179.61,309.77,0.0,21.12,69.08,9.04,54.48,85.99,88.97,37.86,1.63,47.64,3.55,30.08,5.1,31.15,62.58,748.84,159.38,1.16,18-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Feb-2020 - 00:00,124.61,263.56,0.0,21.36,71.5,11.41,41.85,86.06,79.8,34.73,1.4,33.43,3.81,27.75,4.69,31.19,54.56,746.21,146.39,1.31,19-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Feb-2020 - 00:00,159.85,313.15,0.0,21.0,56.92,8.69,82.7,62.08,100.19,42.29,2.5,37.22,5.49,38.81,8.18,31.21,64.65,745.25,261.86,1.76,20-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Feb-2020 - 00:00,112.26,241.14,0.02,22.29,64.19,10.93,8.36,37.08,26.52,41.4,0.96,29.0,2.19,10.31,1.34,30.94,66.05,744.68,279.65,2.84,21-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Feb-2020 - 00:00,58.08,83.87,0.02,17.99,30.59,11.79,11.81,48.15,32.97,42.74,0.71,25.34,1.42,12.82,1.36,31.34,84.02,748.01,244.72,2.33,22-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Feb-2020 - 00:00,82.2,157.99,0.0,19.88,65.25,10.1,55.7,55.37,74.6,41.5,1.13,17.39,3.19,20.75,4.06,31.16,78.97,750.99,239.01,1.05,23-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Feb-2020 - 00:00,106.44,174.36,0.0,21.76,65.92,3.14,23.96,64.72,53.89,47.33,0.98,12.35,2.95,22.14,3.93,30.87,75.1,748.71,196.91,1.57,24-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Feb-2020 - 00:00,86.48,171.75,0.0,21.59,76.17,6.42,21.18,68.52,52.85,41.99,1.03,36.04,2.07,26.7,3.12,30.99,71.19,745.48,179.88,1.93,25-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Feb-2020 - 00:00,154.11,251.28,0.0,22.16,66.14,10.74,21.61,73.05,55.55,46.83,0.92,34.0,4.37,36.33,3.68,30.78,74.05,744.12,156.03,1.32,26-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Feb-2020 - 00:00,166.65,285.21,0.0,22.62,67.21,10.17,35.28,74.01,68.06,50.42,1.48,24.02,9.67,63.03,7.53,30.72,73.96,744.89,170.78,1.6,27-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Feb-2020 - 00:00,117.16,208.57,0.0,22.24,63.03,9.03,14.66,59.06,42.61,52.7,0.94,8.08,7.42,33.8,3.55,30.72,78.04,745.31,245.57,1.85,28-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Feb-2020 - 00:00,94.08,163.07,0.0,22.12,63.46,9.72,9.2,37.76,27.11,51.97,0.69,9.53,5.33,18.22,1.09,30.75,78.69,744.23,278.22,2.68,29-Feb-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Feb-2020 - 00:00,65.22,114.68,0.33,21.31,59.76,10.31,10.09,39.65,28.79,48.45,0.58,10.09,4.5,24.52,1.55,31.06,80.16,743.46,261.26,2.3,01-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Mar-2020 - 00:00,56.2,131.67,0.0,21.91,82.17,12.04,43.5,55.53,64.26,39.84,1.55,25.38,5.81,37.59,7.28,30.74,77.5,743.88,210.71,1.14,02-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Mar-2020 - 00:00,149.4,293.93,0.0,23.44,70.19,7.48,66.7,70.49,90.9,50.17,2.05,54.01,11.64,67.63,14.05,30.78,76.2,743.48,195.9,0.68,03-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Mar-2020 - 00:00,110.3,216.67,0.0,23.81,83.28,10.22,28.42,65.48,57.92,45.75,1.31,32.9,9.27,48.05,7.46,30.73,67.91,741.97,185.83,1.26,04-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Mar-2020 - 00:00,93.39,190.78,0.0,22.93,75.23,12.38,20.26,52.94,44.62,40.84,1.07,25.21,5.91,27.38,3.53,30.84,69.15,741.31,209.52,2.45,05-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Mar-2020 - 00:00,34.34,68.14,0.25,21.11,65.74,11.14,10.4,39.51,29.48,34.78,0.77,25.19,3.03,20.78,1.66,31.04,76.15,741.57,244.79,3.36,06-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Mar-2020 - 00:00,20.5,36.5,0.41,17.97,62.56,9.88,9.75,38.58,28.43,31.8,0.68,21.34,1.91,16.76,1.4,31.28,85.84,740.64,254.24,4.13,07-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Mar-2020 - 00:00,43.46,89.8,0.0,18.7,61.11,10.4,14.25,39.5,32.59,29.55,0.92,21.96,1.6,10.31,0.8,31.23,83.44,744.8,218.98,2.31,08-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Mar-2020 - 00:00,139.69,231.54,0.0,19.94,88.49,12.61,45.77,60.8,69.54,34.61,1.48,28.08,2.99,22.64,2.27,31.2,80.33,746.6,183.58,2.06,09-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Mar-2020 - 00:00,63.21,146.21,0.0,20.85,99.3,12.31,12.09,50.88,36.88,29.01,1.0,40.31,4.03,29.95,2.82,31.18,67.0,743.72,166.07,3.42,10-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Mar-2020 - 00:00,96.27,165.85,0.0,21.51,92.02,9.23,9.8,45.43,31.6,30.98,1.09,34.5,5.63,27.99,2.9,31.04,64.97,742.5,168.49,2.09,11-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Mar-2020 - 00:00,63.11,116.75,0.01,22.67,84.05,10.33,9.58,33.34,25.53,33.23,0.86,29.34,3.78,18.02,2.1,30.85,72.32,740.08,253.82,4.09,12-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Mar-2020 - 00:00,72.28,167.29,0.0,23.46,82.23,12.53,20.26,42.99,39.33,32.03,1.09,16.62,4.87,23.82,3.35,30.85,71.39,742.3,206.54,3.03,13-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Mar-2020 - 00:00,57.44,161.55,0.0,23.74,92.96,10.4,16.5,44.16,36.39,28.43,0.85,34.78,4.36,42.89,3.13,30.89,59.51,744.05,186.74,2.09,14-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Mar-2020 - 00:00,47.3,79.19,0.47,19.59,63.79,10.89,20.22,43.88,38.52,29.91,0.83,21.24,5.9,40.27,4.46,32.41,83.34,745.61,232.3,2.31,15-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Mar-2020 - 00:00,67.49,126.23,0.0,20.23,87.86,7.47,15.69,42.84,35.55,28.22,0.92,30.6,5.55,29.85,3.49,32.22,75.77,747.33,187.6,1.79,16-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Mar-2020 - 00:00,70.99,167.25,0.0,21.9,83.29,5.23,20.66,51.24,44.05,28.13,1.1,48.72,5.79,44.33,5.27,31.71,73.64,746.92,160.9,1.91,17-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Mar-2020 - 00:00,73.29,182.52,0.0,23.42,99.09,24.91,12.67,58.74,41.54,32.0,1.11,66.81,5.82,43.05,4.94,31.33,68.45,746.83,165.64,2.61,18-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Mar-2020 - 00:00,108.69,228.83,0.0,24.88,94.19,76.44,11.86,61.37,42.26,32.2,1.12,77.09,6.69,54.78,5.5,30.88,66.19,744.99,170.2,2.66,19-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Mar-2020 - 00:00,123.52,240.9,0.0,25.55,84.73,30.18,17.51,64.05,47.56,34.81,1.2,37.49,7.24,54.9,5.24,30.69,70.22,741.92,165.31,1.87,20-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Mar-2020 - 00:00,114.76,259.65,0.0,26.54,83.99,45.04,40.73,63.54,66.84,32.74,1.65,32.25,7.41,62.49,8.96,30.29,65.98,740.86,219.38,1.52,21-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Mar-2020 - 00:00,94.59,214.81,0.0,26.77,80.12,23.3,12.76,60.23,41.71,34.47,1.14,41.72,6.61,45.98,6.26,30.17,62.55,741.2,165.6,1.64,22-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Mar-2020 - 00:00,87.85,149.64,0.0,26.3,89.69,34.51,8.04,37.82,26.14,32.4,0.87,46.6,6.27,27.57,1.79,30.29,63.5,743.08,198.02,1.61,23-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Mar-2020 - 00:00,78.59,140.66,0.0,27.2,91.34,25.48,8.13,35.76,25.62,29.85,0.9,44.9,6.92,13.88,1.37,30.05,59.04,742.56,182.77,1.33,24-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Mar-2020 - 00:00,64.06,115.32,0.03,26.43,73.64,21.02,8.01,34.93,25.09,30.27,0.86,32.54,,,,30.23,64.68,741.32,164.35,1.73,25-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Mar-2020 - 00:00,44.2,78.69,0.0,27.18,96.62,11.46,8.57,29.35,22.15,30.77,0.72,26.43,,,,30.1,67.14,741.51,171.19,1.66,26-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Mar-2020 - 00:00,44.15,83.46,0.0,26.44,74.17,10.4,8.26,27.47,21.31,32.27,0.66,22.8,,,,30.27,69.11,742.84,154.05,2.08,27-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Mar-2020 - 00:00,22.57,42.4,0.04,23.54,50.66,7.65,8.06,23.92,19.28,31.36,0.56,21.67,,,,31.03,77.43,744.68,197.58,2.27,28-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Mar-2020 - 00:00,23.98,39.97,0.0,23.98,105.05,6.82,8.01,25.7,19.88,28.58,0.6,24.56,,,,30.9,75.98,745.09,188.01,2.74,29-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Mar-2020 - 00:00,19.78,53.49,0.0,25.62,106.0,4.73,7.85,23.92,18.78,25.49,0.53,36.83,,,,30.56,64.51,742.88,167.73,3.14,30-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Mar-2020 - 00:00,28.73,60.19,0.0,25.71,106.3,6.68,7.75,25.48,19.86,24.12,0.58,41.38,,,,30.56,60.54,742.93,165.07,3.29,31-Mar-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
31-Mar-2020 - 00:00,32.39,,0.01,26.67,96.31,7.29,7.47,24.32,18.65,22.8,0.62,44.1,,,,29.84,59.61,741.73,172.53,1.94,01-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Apr-2020 - 00:00,39.99,,0.0,27.67,102.86,10.43,5.03,24.47,16.81,23.54,0.67,39.53,,,,29.55,59.73,740.76,174.22,2.07,02-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Apr-2020 - 00:00,27.97,,0.0,26.76,109.28,10.98,0.72,20.73,11.56,22.29,0.59,52.61,,,,29.83,58.47,741.22,172.32,3.39,03-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Apr-2020 - 00:00,22.41,,0.0,26.25,111.21,38.69,0.73,25.66,13.94,18.92,0.61,88.61,,,,30.07,48.72,742.49,165.36,2.64,04-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Apr-2020 - 00:00,35.69,,0.0,27.33,110.5,53.7,0.81,27.69,15.22,19.66,0.71,107.21,,,,29.79,50.6,742.51,166.83,2.2,05-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Apr-2020 - 00:00,67.66,,0.0,28.3,100.38,30.06,0.79,27.87,15.44,23.26,0.87,67.65,,,,29.38,54.06,743.23,206.06,1.79,06-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Apr-2020 - 00:00,85.48,,0.0,30.66,105.8,50.16,0.76,27.92,15.28,23.5,0.95,69.68,,,,28.76,48.65,742.03,176.59,1.83,07-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Apr-2020 - 00:00,28.85,,0.0,28.64,102.7,28.56,0.8,23.9,13.3,23.5,0.57,73.23,,,,29.28,53.38,740.09,175.03,4.2,08-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Apr-2020 - 00:00,29.29,,0.0,28.46,105.41,50.45,0.67,24.04,13.03,21.26,0.6,105.46,,,,29.43,47.97,740.73,175.21,4.36,09-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Apr-2020 - 00:00,29.21,,0.0,28.54,102.83,17.41,0.78,25.22,13.73,21.94,0.66,61.39,,,,29.45,49.19,741.27,160.85,2.61,10-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Apr-2020 - 00:00,55.59,,0.0,30.82,104.49,24.22,0.81,29.54,16.01,22.82,0.87,72.89,,,,28.8,45.28,742.11,163.98,1.84,11-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Apr-2020 - 00:00,94.45,,0.0,32.48,99.26,48.17,0.81,30.31,16.73,24.96,1.07,50.94,,,,28.21,45.38,743.0,192.49,1.76,12-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Apr-2020 - 00:00,30.02,,0.0,31.64,106.77,34.66,0.82,25.28,13.79,22.24,0.66,67.19,,,,28.56,46.74,740.91,162.08,3.03,13-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Apr-2020 - 00:00,57.0,,0.0,33.36,104.41,40.8,0.81,31.37,16.96,22.69,0.84,61.76,,,,27.42,45.01,738.84,150.75,3.01,14-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Apr-2020 - 00:00,50.44,183.67,0.0,34.72,84.11,30.25,0.82,33.44,18.05,24.51,0.92,67.9,,,,27.03,44.12,739.25,164.99,1.53,15-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
