from date,PM2.5,PM10,RF,AT,SR,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,RH,BP,WD,WS,to date,station
31-Jul-2020 - 00:00,26.3,77.07,0.0,32.43,50.33,3.35,3.13,10.6,7.56,28.82,0.91,9.25,2.96,31.45,2.98,27.48,84.69,731.25,164.86,2.21,01-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Aug-2020 - 00:00,26.58,50.58,0.37,31.0,102.23,2.88,3.12,3.01,3.87,20.33,0.67,48.42,1.94,33.67,1.69,25.83,85.36,732.47,220.53,3.21,02-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,04-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Aug-2020 - 00:00,27.58,81.66,0.0,34.77,84.48,6.65,3.13,7.3,5.85,28.42,0.93,31.69,2.51,44.35,2.98,26.86,73.16,723.25,196.7,1.82,05-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Aug-2020 - 00:00,45.87,102.92,0.0,32.06,49.39,23.68,3.11,6.06,5.3,19.3,1.14,33.0,3.83,61.93,2.82,25.73,83.95,724.76,247.74,1.3,06-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Aug-2020 - 00:00,12.31,72.7,0.0,34.86,119.14,5.19,3.21,2.62,3.99,18.84,0.64,5.47,1.43,12.69,1.02,26.8,70.79,728.8,291.48,4.82,07-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Aug-2020 - 00:00,15.05,31.95,0.0,30.25,46.66,7.83,3.12,1.72,3.07,15.03,0.53,5.01,0.77,11.08,0.39,26.32,86.37,731.5,296.26,2.79,08-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,09-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,10-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Aug-2020 - 00:00,30.33,77.33,0.0,33.37,87.0,6.85,3.23,6.49,5.55,23.89,0.91,,2.04,18.07,1.62,27.35,81.81,729.72,225.94,26.04,11-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Aug-2020 - 00:00,40.99,76.62,0.0,32.59,77.65,6.99,3.22,3.59,3.66,15.98,1.08,60.64,2.22,24.64,1.99,26.43,84.41,729.49,209.31,17.61,12-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Aug-2020 - 00:00,25.92,83.29,0.12,33.24,60.48,7.76,3.14,6.96,5.65,15.81,1.15,7.8,2.33,22.1,2.32,28.46,83.57,727.74,207.17,24.18,13-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Aug-2020 - 00:00,13.4,27.86,0.32,28.78,24.11,14.3,3.46,9.12,6.16,15.56,1.11,10.23,2.24,19.77,1.13,31.54,95.3,727.75,209.05,16.25,14-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Aug-2020 - 00:00,19.44,43.22,0.01,29.97,54.09,6.52,4.93,43.34,23.12,,1.03,41.25,5.78,14.08,1.47,36.17,91.5,727.47,283.72,24.85,15-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Aug-2020 - 00:00,31.78,58.6,0.0,31.55,84.84,3.06,3.02,1.71,2.06,,0.88,43.81,1.32,15.85,0.67,22.57,87.34,727.58,259.3,37.06,16-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Aug-2020 - 00:00,22.1,43.58,0.18,31.81,87.21,2.97,3.09,2.14,3.2,,0.8,43.35,1.25,16.74,1.02,21.86,86.74,728.57,242.57,42.98,17-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Aug-2020 - 00:00,31.6,55.74,0.65,31.31,61.44,4.81,4.0,6.3,6.08,,1.08,37.79,4.23,58.64,4.35,23.98,91.27,729.0,210.07,22.78,18-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Aug-2020 - 00:00,28.07,62.25,0.0,31.93,66.82,1.95,5.47,5.48,7.0,,1.04,31.39,3.48,39.88,3.38,26.6,87.68,729.43,158.01,32.77,19-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Aug-2020 - 00:00,22.23,38.74,0.9,28.35,21.52,2.41,5.53,6.14,7.14,,1.06,44.15,3.05,39.67,3.62,26.21,96.22,729.61,183.15,32.41,20-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Aug-2020 - 00:00,16.64,27.63,0.57,27.46,39.47,3.37,5.65,9.04,7.3,,0.86,46.58,2.95,48.31,2.81,30.31,96.44,732.11,240.32,34.44,21-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Aug-2020 - 00:00,13.82,41.29,0.74,30.17,92.78,5.39,9.68,26.51,20.8,23.0,1.02,48.79,6.83,5.92,2.67,43.33,85.69,733.59,268.85,6.89,22-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Aug-2020 - 00:00,10.94,41.54,0.0,32.57,104.08,6.21,11.78,6.44,13.01,4.92,0.82,48.66,1.13,16.62,0.91,27.53,77.6,731.76,287.08,5.44,23-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Aug-2020 - 00:00,14.25,34.94,0.0,30.52,72.01,6.39,11.76,5.59,12.31,4.5,0.71,46.81,1.02,14.03,0.67,27.72,85.8,731.39,287.65,4.35,24-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Aug-2020 - 00:00,13.2,36.46,0.0,30.12,63.9,3.69,11.74,7.97,13.56,3.2,0.66,45.79,1.27,14.77,1.23,27.93,87.7,731.77,262.53,13.04,25-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Aug-2020 - 00:00,14.98,42.72,0.0,30.66,70.42,2.76,11.71,8.21,13.45,2.62,0.77,44.15,1.5,19.91,1.35,25.61,86.37,733.73,194.02,35.96,26-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Aug-2020 - 00:00,17.92,56.11,0.0,31.97,75.42,4.39,11.72,11.88,15.63,0.85,0.9,59.52,1.93,23.24,1.54,20.55,80.03,734.79,113.0,23.29,27-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Aug-2020 - 00:00,32.74,80.15,0.13,31.86,68.85,6.21,11.72,12.3,15.84,1.43,1.19,82.04,2.57,30.82,2.46,20.72,81.9,734.2,178.9,20.32,28-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Aug-2020 - 00:00,39.12,71.23,0.22,28.97,25.02,5.42,17.63,33.87,24.9,28.65,1.29,46.31,3.38,50.96,3.55,24.44,93.66,732.36,183.66,23.09,29-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Aug-2020 - 00:00,35.4,77.02,0.0,31.16,91.06,7.2,11.87,27.07,23.55,30.04,1.01,29.41,3.02,32.81,2.88,26.38,84.77,731.98,268.7,30.69,30-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Aug-2020 - 00:00,13.59,40.34,0.01,29.67,62.44,2.73,11.87,14.73,17.22,24.21,0.7,25.0,1.42,17.17,1.12,26.5,86.44,731.81,280.66,43.05,31-Aug-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
31-Aug-2020 - 00:00,7.09,26.12,0.0,30.17,81.93,2.33,11.79,16.42,18.1,18.69,0.63,26.54,1.0,10.96,0.91,26.44,83.8,734.03,200.23,17.57,01-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Sep-2020 - 00:00,14.68,47.8,0.0,31.18,84.82,3.39,11.85,21.58,20.67,19.55,0.74,30.58,1.59,17.91,1.7,27.54,79.47,735.35,119.18,9.67,02-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Sep-2020 - 00:00,27.07,79.41,0.0,32.31,78.09,4.78,12.04,26.58,23.66,24.74,0.9,45.05,2.5,30.39,2.35,28.43,78.55,737.22,189.4,3.93,03-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Sep-2020 - 00:00,32.73,80.95,0.0,32.15,86.62,3.19,11.88,19.69,19.7,23.24,0.83,37.88,1.78,14.87,1.38,28.39,80.94,738.02,282.78,2.14,04-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Sep-2020 - 00:00,38.74,79.98,0.0,32.4,82.41,3.32,11.83,22.38,21.06,21.68,0.86,40.54,2.18,19.54,1.83,28.45,80.57,736.66,201.08,1.95,05-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Sep-2020 - 00:00,44.81,93.52,0.05,31.67,71.99,6.26,11.84,34.62,27.77,24.32,1.1,48.38,3.83,39.27,3.66,28.84,82.53,734.83,166.5,1.65,06-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Sep-2020 - 00:00,51.23,85.61,0.0,31.32,85.58,5.34,11.86,27.54,23.76,22.79,0.99,70.09,5.9,74.4,5.5,28.91,82.84,734.12,172.56,1.63,07-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Sep-2020 - 00:00,50.78,105.54,0.0,31.64,65.06,10.93,11.97,41.08,30.9,22.11,1.18,48.86,4.63,39.77,4.46,29.28,82.47,734.5,168.11,3.83,08-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Sep-2020 - 00:00,42.99,108.14,0.0,32.5,91.99,10.13,9.24,28.5,21.28,24.44,0.96,48.05,3.82,39.76,3.56,29.01,77.45,735.11,165.46,4.84,09-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Sep-2020 - 00:00,54.02,137.44,0.0,33.22,85.34,10.23,3.35,24.25,15.07,33.55,1.07,64.55,3.93,39.51,3.33,28.74,76.9,735.0,165.42,4.33,10-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Sep-2020 - 00:00,48.81,123.92,0.0,33.53,87.49,6.63,2.02,25.5,14.8,33.59,1.03,73.45,3.81,33.38,3.73,28.72,74.12,732.5,157.3,6.19,11-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Sep-2020 - 00:00,62.28,165.0,0.0,34.41,94.83,5.52,1.99,29.29,17.08,36.17,1.14,58.04,5.34,57.69,5.28,28.61,68.34,733.07,169.68,0.42,12-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Sep-2020 - 00:00,71.44,176.31,0.0,34.1,91.1,22.59,2.07,23.22,13.93,34.2,1.09,33.26,4.43,56.22,4.93,28.66,70.95,735.57,210.41,2.04,13-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Sep-2020 - 00:00,66.77,148.89,0.0,33.68,72.82,13.47,2.06,18.84,11.42,32.1,0.99,30.86,3.56,34.59,2.73,28.74,74.01,735.57,215.89,0.3,14-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Sep-2020 - 00:00,82.86,186.02,0.0,33.78,62.43,9.41,2.0,27.4,15.82,31.42,1.2,58.29,4.58,50.34,4.46,28.74,74.0,734.56,207.35,0.3,15-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Sep-2020 - 00:00,78.54,181.77,0.0,34.04,83.43,7.92,2.04,28.95,16.7,35.29,1.28,96.95,4.15,45.09,3.49,28.74,72.65,734.02,200.53,0.3,16-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Sep-2020 - 00:00,76.57,188.78,0.0,34.76,81.58,6.87,2.09,26.32,15.37,37.54,1.17,69.6,3.16,39.65,3.29,28.54,71.34,733.6,262.05,0.3,17-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Sep-2020 - 00:00,51.1,140.69,0.0,34.8,88.99,7.34,2.06,18.5,11.08,34.72,0.95,71.56,3.38,37.34,2.79,27.94,69.89,733.24,253.78,0.44,18-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Sep-2020 - 00:00,47.75,132.19,0.0,35.15,86.77,5.96,2.09,23.47,13.86,43.98,1.02,62.37,4.1,50.16,3.16,29.08,69.9,732.39,216.49,0.39,19-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Sep-2020 - 00:00,61.52,156.38,0.0,34.51,81.5,4.53,1.97,20.13,11.95,43.61,0.98,51.65,3.73,44.25,3.51,30.0,70.83,732.84,237.68,0.58,20-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Sep-2020 - 00:00,83.38,185.34,0.0,33.82,79.28,5.39,1.95,19.15,11.71,38.26,1.08,51.67,4.17,37.79,2.81,29.04,73.35,732.23,243.47,1.08,21-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Sep-2020 - 00:00,76.97,180.54,0.0,34.11,74.77,4.25,2.05,17.4,10.7,36.77,1.04,48.89,4.06,34.75,3.11,27.5,72.28,731.19,250.4,0.38,22-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Sep-2020 - 00:00,36.18,93.82,0.0,33.73,80.06,4.12,2.04,15.49,9.63,49.48,0.94,19.22,2.81,35.44,2.43,27.38,73.34,731.68,114.33,0.81,23-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Sep-2020 - 00:00,20.43,70.78,0.0,32.99,75.82,2.42,2.04,11.18,7.39,48.7,0.79,17.53,1.95,23.43,1.63,29.72,74.49,731.98,107.82,0.36,24-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Sep-2020 - 00:00,38.08,99.68,0.0,31.96,78.83,3.52,1.98,15.31,9.53,37.12,0.84,28.84,1.48,19.83,0.95,29.88,76.27,734.01,154.53,0.62,25-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Sep-2020 - 00:00,56.75,155.24,0.0,33.11,83.34,3.92,2.01,23.72,13.65,37.87,1.14,60.0,4.55,41.29,4.8,30.27,70.52,733.28,174.0,0.33,26-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Sep-2020 - 00:00,79.65,210.7,0.0,32.04,62.66,4.25,2.16,33.9,19.28,35.43,1.42,48.45,6.52,55.2,6.13,29.83,68.55,733.36,196.41,0.3,27-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Sep-2020 - 00:00,42.62,140.51,0.0,31.81,84.72,3.01,2.1,22.9,13.6,34.81,0.97,48.72,3.83,38.03,3.46,29.37,64.23,736.16,223.75,0.31,28-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Sep-2020 - 00:00,71.04,225.7,0.0,32.53,86.69,4.15,2.16,28.34,16.39,33.57,1.3,59.55,5.77,58.64,5.79,28.95,63.74,737.1,208.61,0.3,29-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Sep-2020 - 00:00,77.16,229.22,0.0,32.03,81.23,3.27,1.98,24.0,13.99,34.91,1.05,57.99,4.4,40.61,3.6,29.06,67.05,736.82,229.71,0.3,30-Sep-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Sep-2020 - 00:00,61.03,194.44,0.0,31.74,85.5,2.94,2.02,24.36,14.3,36.19,1.0,65.52,3.9,43.07,2.95,29.15,62.33,735.76,223.25,0.3,01-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Oct-2020 - 00:00,75.91,225.43,0.0,31.9,83.92,4.06,2.19,29.04,16.73,39.66,1.17,65.83,4.85,44.61,4.51,29.18,62.71,735.19,221.74,0.3,02-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Oct-2020 - 00:00,85.34,216.92,0.0,32.04,85.18,3.46,2.03,27.65,16.11,45.85,1.23,36.32,5.57,51.49,4.62,29.46,63.0,735.89,213.57,0.3,03-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Oct-2020 - 00:00,94.34,227.59,0.0,31.45,81.46,4.68,2.11,32.65,18.68,47.92,1.2,74.4,5.66,39.32,4.41,29.55,60.19,736.92,234.18,0.3,04-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Oct-2020 - 00:00,97.45,232.26,0.0,30.78,81.29,3.5,1.97,34.13,19.33,47.22,1.16,77.97,6.81,72.02,5.35,29.78,59.31,737.9,237.0,0.3,05-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Oct-2020 - 00:00,73.73,226.42,0.0,30.96,82.85,3.29,2.28,38.06,21.63,48.61,1.15,52.81,5.59,55.41,4.75,29.68,58.06,737.44,227.65,0.3,06-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Oct-2020 - 00:00,73.86,181.98,0.0,30.87,78.66,4.5,2.15,49.17,26.66,49.42,1.53,54.67,6.96,60.01,6.58,29.7,58.01,737.85,227.44,0.3,07-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Oct-2020 - 00:00,107.98,227.67,0.0,31.02,75.49,4.6,2.29,86.47,45.81,84.2,1.48,38.86,7.48,77.4,7.41,29.95,59.12,739.69,236.33,0.3,08-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Oct-2020 - 00:00,86.68,196.62,0.0,31.39,73.33,3.4,2.41,108.38,59.15,117.33,1.28,37.72,6.05,66.16,5.46,29.93,58.65,739.88,229.4,0.3,09-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Oct-2020 - 00:00,95.34,223.33,0.0,31.19,69.04,5.04,2.5,105.39,57.46,103.68,1.38,37.36,6.55,67.08,5.72,29.99,58.82,740.1,223.71,0.3,10-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Oct-2020 - 00:00,90.8,207.24,0.0,31.04,82.0,3.46,2.15,97.59,53.03,95.49,1.3,51.76,5.83,50.32,4.69,29.96,60.93,738.79,226.49,0.3,11-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Oct-2020 - 00:00,86.15,186.35,0.0,31.06,80.25,3.22,2.44,96.89,52.96,89.52,1.32,58.88,,,,29.96,60.77,736.98,224.33,0.3,12-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Oct-2020 - 00:00,152.98,285.39,0.0,31.1,74.23,5.92,2.99,112.23,61.34,90.37,2.1,47.34,,,,29.96,58.82,735.57,225.99,0.3,13-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Oct-2020 - 00:00,109.78,219.71,0.0,30.69,65.92,3.34,2.06,95.15,50.71,87.18,1.89,25.37,5.13,46.28,4.46,29.77,68.54,736.46,125.27,0.3,14-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Oct-2020 - 00:00,143.91,288.51,0.0,31.1,62.3,3.16,2.61,88.86,48.89,85.65,1.88,20.77,8.32,50.79,6.66,30.04,65.79,737.97,233.85,0.3,15-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Oct-2020 - 00:00,173.32,332.18,0.0,31.09,75.61,5.38,2.38,112.4,60.55,81.73,1.77,42.95,8.26,72.13,8.28,30.21,51.17,738.57,227.43,0.3,16-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Oct-2020 - 00:00,128.48,265.74,0.0,29.79,78.92,5.74,2.77,127.94,68.14,79.09,1.73,36.95,11.91,71.53,10.07,31.51,47.61,738.34,221.06,0.3,17-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Oct-2020 - 00:00,123.32,224.96,0.0,29.19,70.5,6.95,3.75,155.06,83.76,105.52,2.28,25.61,11.79,92.73,12.99,33.62,54.22,739.24,215.76,0.3,18-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Oct-2020 - 00:00,108.5,283.05,0.0,33.27,226.5,13.98,2.96,137.43,66.51,,1.24,36.42,5.86,41.44,3.43,33.78,38.88,740.0,224.75,0.3,19-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Oct-2020 - 00:00,97.05,256.5,0.0,30.67,125.46,12.25,4.95,171.54,94.62,,1.81,25.88,6.02,52.88,3.36,34.83,44.57,738.89,225.65,0.3,20-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Oct-2020 - 00:00,95.23,265.26,0.0,31.03,100.79,9.77,3.73,153.53,83.78,92.76,1.63,46.74,6.47,91.05,14.12,29.15,39.41,738.61,251.48,0.3,21-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Oct-2020 - 00:00,96.01,208.65,0.0,28.99,76.43,8.36,5.63,153.03,82.67,90.37,2.94,18.36,11.12,97.73,18.89,28.79,48.04,739.53,215.03,0.3,22-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Oct-2020 - 00:00,182.25,299.75,0.0,28.63,51.58,10.92,4.57,187.19,100.85,110.05,2.99,28.49,13.18,111.56,18.91,29.08,50.35,738.4,200.85,0.3,23-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Oct-2020 - 00:00,135.63,192.59,0.0,27.63,70.23,6.38,3.12,163.03,87.85,115.27,2.36,20.43,11.05,90.01,14.88,29.22,51.49,738.1,241.44,0.3,24-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Oct-2020 - 00:00,218.32,361.56,0.0,27.03,64.55,7.24,4.43,175.23,92.79,112.66,2.65,56.53,11.63,93.36,16.08,29.3,56.27,739.03,204.16,0.3,25-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Oct-2020 - 00:00,185.64,209.49,0.0,27.41,64.12,8.33,4.01,189.25,99.29,109.48,3.47,36.67,13.67,103.09,20.23,29.23,56.48,741.46,193.45,0.3,26-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Oct-2020 - 00:00,169.64,251.51,0.0,27.53,57.97,9.16,3.38,178.14,95.26,102.68,2.73,47.7,12.11,85.81,16.34,29.28,53.2,742.8,214.17,0.3,27-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Oct-2020 - 00:00,133.45,249.15,0.0,25.96,67.44,6.46,3.31,156.61,84.36,93.85,1.91,37.42,7.85,73.77,9.33,29.18,51.75,742.83,226.18,0.3,28-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Oct-2020 - 00:00,208.12,379.77,0.0,25.45,59.3,9.95,4.73,194.68,102.41,101.75,3.28,29.97,12.5,105.72,20.0,29.03,54.02,743.43,212.66,0.3,29-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Oct-2020 - 00:00,202.2,328.97,0.0,25.61,58.44,8.2,4.43,177.63,96.26,116.05,3.13,25.15,11.71,89.41,19.37,29.4,55.61,744.31,219.72,0.3,30-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Oct-2020 - 00:00,199.38,343.26,0.0,26.03,62.32,7.85,3.06,178.49,95.58,115.13,2.54,33.82,13.06,100.88,17.21,29.51,54.24,743.9,235.75,0.3,31-Oct-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
31-Oct-2020 - 00:00,203.74,338.85,0.0,25.56,65.98,4.69,2.99,172.76,93.62,116.61,1.79,27.12,7.45,56.41,10.3,29.8,53.35,743.83,222.65,0.3,01-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Nov-2020 - 00:00,178.7,302.5,0.0,25.03,64.16,4.83,2.52,171.52,92.66,98.86,2.04,20.65,8.75,62.02,8.51,29.76,47.78,744.52,222.88,0.3,02-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Nov-2020 - 00:00,214.17,402.12,0.0,24.02,60.27,15.63,5.29,218.85,117.55,96.99,3.22,47.47,10.53,79.73,14.41,29.44,49.12,745.17,190.64,0.3,03-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Nov-2020 - 00:00,146.73,322.19,0.0,24.2,75.43,28.41,6.13,195.62,98.95,104.0,3.26,28.45,11.82,88.27,20.83,29.49,50.46,744.66,145.84,0.3,04-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Nov-2020 - 00:00,324.36,524.02,0.0,23.37,52.16,21.93,4.53,133.95,73.54,55.71,3.81,32.2,13.32,92.0,19.52,29.09,58.73,743.29,168.38,0.3,05-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Nov-2020 - 00:00,276.86,469.7,0.0,24.62,71.52,18.46,3.94,113.17,61.37,49.24,3.5,53.83,12.31,73.88,17.18,29.01,55.57,744.56,196.96,0.3,06-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Nov-2020 - 00:00,264.24,476.8,0.0,24.88,64.69,25.0,3.65,104.38,57.43,46.64,3.19,45.05,12.84,86.14,18.18,29.03,53.68,747.24,200.64,0.3,07-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Nov-2020 - 00:00,315.59,527.39,0.0,24.35,67.17,24.72,4.36,92.26,51.25,42.94,3.51,35.61,11.91,67.77,14.1,29.18,54.75,748.18,185.7,0.3,08-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Nov-2020 - 00:00,402.84,609.53,0.0,23.05,53.7,26.97,4.2,99.89,55.28,49.43,2.57,37.86,15.47,74.58,21.97,29.32,62.04,748.8,233.22,0.3,09-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Nov-2020 - 00:00,513.43,717.79,0.0,23.01,53.24,24.58,3.15,112.3,60.39,56.79,3.93,40.43,15.81,82.82,21.66,29.22,64.22,747.29,233.0,0.3,10-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Nov-2020 - 00:00,319.71,520.91,0.0,23.31,56.47,27.2,3.55,83.23,45.88,54.96,4.02,28.0,13.33,74.49,17.63,29.33,68.07,746.26,197.96,0.3,11-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Nov-2020 - 00:00,224.92,460.55,0.0,23.39,60.49,29.63,3.72,49.68,28.58,33.1,3.66,23.98,12.66,67.42,19.26,29.32,66.54,748.09,128.09,0.3,12-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Nov-2020 - 00:00,194.15,389.38,0.0,23.65,58.02,25.07,5.78,17.36,12.55,9.46,4.08,30.26,13.44,88.41,22.12,29.19,66.32,749.21,198.51,0.3,13-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Nov-2020 - 00:00,273.9,490.7,0.0,23.82,57.21,40.13,7.65,3.3,7.21,3.52,3.67,57.49,12.78,91.42,20.09,29.02,64.5,747.77,230.05,0.3,14-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
