from date,NO2,NH3,NO,NOx,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,O Xylene,Temp,RH,WS,WD,VWS,BP,SR,RF,PM10,PM2.5,to date,station
11-Apr-2020 - 00:00,13.63,11.38,2.73,16.36,7.65,0.29,32.4,0.81,0.11,0.06,0.16,0.04,29.83,62.83,2.92,193.35,0.01,,243.66,0.0,64.55,24.38,12-Apr-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
12-Apr-2020 - 00:00,12.6,10.73,2.59,15.18,7.04,0.31,31.01,1.42,0.16,0.07,0.16,0.05,28.66,65.5,3.24,144.83,-0.03,,227.83,0.01,78.77,29.54,13-Apr-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
13-Apr-2020 - 00:00,12.05,11.02,2.52,14.56,6.58,0.32,29.15,0.9,0.15,0.04,0.14,0.04,29.76,70.98,2.9,172.3,0.01,,212.44,0.0,71.73,31.18,14-Apr-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
14-Apr-2020 - 00:00,10.5,10.75,2.44,12.94,5.73,0.3,25.59,0.9,0.14,0.03,0.12,0.03,30.23,71.26,3.08,159.35,-0.03,,246.56,0.0,70.86,29.17,15-Apr-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
15-Apr-2020 - 00:00,13.36,10.94,2.55,15.89,6.24,0.33,30.55,1.19,0.15,0.07,0.18,0.05,28.71,71.58,2.5,160.28,-0.01,,198.94,0.02,81.61,28.24,16-Apr-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
16-Apr-2020 - 00:00,17.08,10.72,3.12,20.2,8.94,0.38,29.65,2.02,0.18,0.13,0.38,0.09,27.91,69.55,2.41,172.0,-0.0,,192.22,0.0,85.05,35.27,17-Apr-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
17-Apr-2020 - 00:00,13.42,11.57,2.78,16.21,6.27,0.3,29.05,0.69,0.12,0.02,0.13,0.03,29.97,67.44,2.72,191.31,-0.0,999.96,234.34,0.03,66.21,25.55,18-Apr-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
18-Apr-2020 - 00:00,14.15,11.72,2.9,17.04,7.25,0.29,27.62,0.62,0.12,0.04,0.14,0.03,28.71,70.49,2.84,210.74,0.01,,172.89,0.0,52.67,20.46,19-Apr-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
19-Apr-2020 - 00:00,11.88,11.47,2.5,14.36,7.05,0.24,47.27,0.57,0.1,0.02,0.11,0.03,29.03,62.43,3.58,193.21,-0.0,,263.75,0.0,48.0,18.68,20-Apr-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
20-Apr-2020 - 00:00,11.96,9.28,2.4,14.34,6.99,0.27,29.34,0.66,0.12,0.01,0.11,0.03,28.83,73.01,3.26,172.08,-0.02,,193.26,0.2,50.25,19.49,21-Apr-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
21-Apr-2020 - 00:00,17.34,10.52,2.69,20.05,8.66,0.3,45.08,1.29,0.19,0.1,0.29,0.06,23.79,68.58,3.36,206.62,-0.02,,77.77,0.06,37.87,16.35,22-Apr-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
22-Apr-2020 - 00:00,15.26,9.91,2.5,17.75,6.54,0.29,36.01,1.0,0.13,0.07,0.2,0.05,26.29,71.96,3.44,167.82,0.01,,169.14,0.0,44.88,20.86,23-Apr-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
23-Apr-2020 - 00:00,14.0,11.14,2.91,16.87,6.79,0.27,26.89,0.9,0.15,0.07,0.21,0.05,26.83,75.36,3.37,160.21,-0.0,,160.64,0.07,43.39,18.64,24-Apr-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
24-Apr-2020 - 00:00,13.16,11.09,2.47,15.61,7.99,0.25,34.99,0.73,0.12,0.04,0.15,0.04,26.16,74.74,3.57,184.96,0.02,999.9,162.27,0.0,35.25,15.76,25-Apr-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
25-Apr-2020 - 00:00,13.15,10.61,2.29,15.42,7.16,0.27,44.52,0.93,0.12,0.04,0.16,0.04,27.84,68.8,2.87,203.36,0.01,,221.38,0.0,39.57,18.14,26-Apr-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
26-Apr-2020 - 00:00,12.38,9.98,2.27,14.64,7.32,0.28,48.38,1.04,0.11,0.02,0.12,0.03,27.37,70.74,2.97,180.01,-0.0,,208.46,0.0,43.61,20.49,27-Apr-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
27-Apr-2020 - 00:00,11.95,9.52,2.34,14.29,6.97,0.24,33.54,0.82,0.12,0.02,0.15,0.04,25.78,78.06,2.63,119.53,-0.01,,155.82,0.08,29.44,13.08,28-Apr-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
28-Apr-2020 - 00:00,14.45,9.39,2.49,16.94,7.65,0.26,29.49,1.32,0.17,0.07,0.29,0.07,25.17,81.75,2.57,147.16,-0.01,,112.45,0.03,32.99,12.2,29-Apr-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
29-Apr-2020 - 00:00,16.29,9.5,2.98,19.26,7.6,0.32,37.57,1.78,0.22,0.17,0.43,0.09,26.86,74.32,2.52,187.58,-0.0,,226.79,0.0,50.41,24.96,30-Apr-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
30-Apr-2020 - 00:00,13.2,10.5,2.47,15.67,7.57,0.25,37.93,0.93,0.12,0.06,0.19,0.05,28.21,70.74,2.45,182.22,0.02,,232.27,0.0,42.13,18.26,01-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
01-May-2020 - 00:00,11.97,10.47,2.31,14.29,7.46,0.22,41.29,0.87,0.14,0.02,0.15,0.04,25.68,77.2,2.96,191.77,-0.02,,179.91,0.17,36.28,14.86,02-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
02-May-2020 - 00:00,14.82,9.29,2.53,17.36,7.17,0.32,34.03,1.5,0.18,0.08,0.24,0.05,25.43,79.57,2.69,230.07,-0.01,999.9,207.85,0.03,48.73,23.23,03-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
03-May-2020 - 00:00,13.92,9.79,2.41,16.33,7.26,0.34,42.86,1.48,0.18,0.1,0.32,0.07,27.42,72.21,2.3,206.27,0.01,,195.7,0.0,52.01,25.48,04-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
04-May-2020 - 00:00,14.18,8.96,2.35,16.52,6.73,0.32,28.04,1.4,0.16,0.08,0.32,0.07,28.57,75.04,2.53,227.83,0.01,,174.43,0.0,64.06,30.82,05-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
05-May-2020 - 00:00,13.69,9.87,2.39,16.08,7.18,0.27,29.59,1.27,0.14,0.06,0.25,0.06,29.24,72.08,2.68,187.86,0.01,,216.93,0.0,53.67,21.98,06-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
06-May-2020 - 00:00,14.9,9.57,2.32,17.21,7.58,0.3,44.68,1.13,0.18,0.07,0.23,0.05,26.76,76.87,2.54,205.71,-0.0,,203.74,0.42,40.61,16.69,07-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
07-May-2020 - 00:00,13.78,8.88,2.31,16.08,7.68,0.25,49.55,0.98,0.15,0.06,0.27,0.06,28.25,69.96,2.26,178.78,0.0,,231.08,0.0,50.19,20.63,08-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
08-May-2020 - 00:00,12.35,8.91,2.11,14.46,7.76,0.28,52.6,0.78,0.13,0.04,0.16,0.04,28.71,68.29,2.64,174.87,0.02,999.92,263.99,0.0,46.77,20.13,09-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
09-May-2020 - 00:00,12.5,8.3,2.11,14.61,7.72,0.26,52.51,0.82,0.14,0.05,0.17,0.04,31.05,62.45,2.32,231.33,0.01,,277.6,0.0,55.07,24.46,10-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
10-May-2020 - 00:00,11.89,8.05,1.99,13.87,7.02,0.26,45.32,0.69,0.13,0.02,0.15,0.04,29.88,69.73,2.81,181.04,-0.01,999.78,254.12,0.05,55.27,20.04,11-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
11-May-2020 - 00:00,15.99,8.46,2.2,18.16,8.97,0.36,64.0,1.39,0.19,0.1,0.29,0.07,27.94,66.63,3.04,236.94,-0.02,,236.43,0.0,50.71,23.03,12-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
12-May-2020 - 00:00,16.8,8.13,2.26,19.06,8.79,0.34,69.0,1.54,0.2,0.11,0.32,0.07,30.52,60.96,2.53,234.44,0.01,,273.65,0.0,79.87,34.08,13-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
13-May-2020 - 00:00,14.04,8.21,2.2,16.24,10.36,0.25,40.13,0.81,0.13,0.06,0.21,0.05,30.69,61.68,3.66,206.87,0.02,999.84,265.76,0.0,63.19,25.27,14-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
14-May-2020 - 00:00,12.16,7.72,2.12,14.28,7.45,0.24,24.67,0.51,0.13,0.03,0.13,0.03,30.64,68.97,3.76,199.69,0.01,999.7,266.5,0.0,51.82,19.11,15-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
15-May-2020 - 00:00,11.92,7.47,2.23,14.15,7.92,0.23,24.26,0.49,0.13,0.02,0.13,0.03,30.88,67.62,3.84,194.2,0.01,998.84,267.48,0.0,40.9,14.89,16-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
16-May-2020 - 00:00,12.17,7.36,2.14,14.3,7.48,0.24,27.48,0.56,0.15,0.06,0.15,0.04,31.42,67.78,3.49,209.62,0.01,998.62,304.94,0.0,41.89,15.6,17-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
17-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,,18-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
18-May-2020 - 00:00,11.49,8.68,2.5,13.96,8.21,0.25,30.17,1.28,0.13,0.37,0.58,0.23,33.23,49.09,2.53,176.47,0.01,996.82,254.93,0.0,45.59,20.84,19-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
19-May-2020 - 00:00,10.7,7.39,2.11,12.81,7.02,0.24,20.67,0.57,0.18,0.05,0.16,0.04,28.61,74.69,3.61,100.74,-0.05,996.29,94.55,0.05,29.91,10.42,20-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
20-May-2020 - 00:00,9.52,8.16,1.9,11.43,5.99,0.25,39.01,0.47,0.13,0.0,0.08,0.02,24.38,93.36,4.82,98.14,-0.17,982.92,36.38,1.09,29.71,11.27,21-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
21-May-2020 - 00:00,13.27,7.96,2.09,15.35,7.1,0.31,37.21,0.98,0.13,0.04,0.2,0.05,24.7,87.86,3.93,251.41,0.04,992.98,73.42,0.04,18.96,8.55,22-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
22-May-2020 - 00:00,15.81,7.47,2.58,18.4,6.91,0.28,34.09,0.92,0.12,0.08,0.35,0.08,28.16,77.41,2.5,206.6,0.0,998.33,218.35,0.0,51.12,20.4,23-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
23-May-2020 - 00:00,9.97,5.76,1.75,11.73,6.38,0.24,32.33,0.42,0.1,0.03,0.17,0.04,29.86,76.83,2.27,182.0,-0.02,999.11,219.91,0.0,70.87,22.08,24-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
24-May-2020 - 00:00,11.06,4.31,1.7,12.75,6.71,0.23,33.55,0.39,0.1,0.01,0.14,0.03,29.8,76.87,2.63,197.62,-0.03,998.95,193.14,0.0,62.49,19.72,25-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
25-May-2020 - 00:00,11.23,7.45,1.99,13.22,6.41,0.26,33.14,0.34,0.1,0.01,0.13,0.03,29.62,76.62,3.43,195.3,-0.03,999.02,130.42,0.0,62.75,19.9,26-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
26-May-2020 - 00:00,11.86,10.22,2.38,14.23,6.73,0.23,30.05,0.31,0.14,0.01,0.13,0.03,29.37,76.74,4.43,196.62,-0.04,999.01,142.16,0.0,64.22,19.37,27-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
27-May-2020 - 00:00,13.09,11.03,2.62,15.71,7.15,0.22,38.08,0.46,0.15,0.07,0.19,0.04,28.36,76.21,3.93,193.72,-0.05,998.03,161.61,0.23,66.31,16.83,28-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
28-May-2020 - 00:00,19.83,8.58,2.56,22.4,10.0,0.35,52.57,2.01,0.3,0.34,0.7,0.16,24.31,84.9,2.34,188.96,-0.0,998.96,60.93,0.17,46.66,20.8,29-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
29-May-2020 - 00:00,15.41,8.78,2.38,17.79,7.86,0.28,53.6,1.09,0.17,0.31,0.63,0.18,28.93,72.98,2.4,170.01,0.01,999.0,243.05,0.0,55.74,22.0,30-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
30-May-2020 - 00:00,12.41,9.31,2.31,14.72,8.37,0.26,52.94,0.78,0.16,0.06,0.22,0.05,29.39,72.56,2.65,158.78,-0.02,999.43,221.25,0.0,51.36,17.58,31-May-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
31-May-2020 - 00:00,,,,,9.46,0.32,60.01,1.41,0.21,0.12,0.4,0.09,28.53,71.75,1.98,150.31,-0.0,,197.13,0.2,44.39,18.33,01-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
01-Jun-2020 - 00:00,15.56,6.31,2.22,17.78,10.04,0.3,37.08,1.14,0.23,0.43,0.75,0.22,28.35,76.72,3.08,212.0,-0.01,,207.98,0.09,51.57,19.28,02-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
02-Jun-2020 - 00:00,12.35,5.86,1.97,14.32,9.82,0.29,44.88,1.15,0.21,0.16,0.43,0.08,28.98,73.77,2.84,195.01,0.0,999.12,260.71,0.06,50.99,18.5,03-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
03-Jun-2020 - 00:00,13.77,6.27,2.07,15.83,14.15,0.3,52.14,1.21,0.17,0.16,0.44,0.09,29.78,71.56,2.7,206.83,0.01,998.85,266.82,0.0,50.89,21.66,04-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
04-Jun-2020 - 00:00,11.36,5.07,1.85,13.21,11.84,0.26,38.36,0.92,0.21,0.2,0.46,0.1,30.25,73.89,2.77,193.77,0.01,998.9,230.18,0.01,54.78,21.4,05-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
05-Jun-2020 - 00:00,10.12,5.02,1.69,11.8,11.0,0.21,38.83,0.87,0.2,0.09,0.29,0.06,30.12,74.23,2.7,169.73,-0.05,998.57,240.77,0.0,48.11,17.94,06-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
06-Jun-2020 - 00:00,13.79,4.82,1.96,15.75,16.6,0.38,54.97,1.46,0.25,0.22,0.47,0.11,31.47,67.72,2.3,225.77,-0.02,998.1,222.23,0.0,74.67,27.81,07-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
07-Jun-2020 - 00:00,13.52,4.74,1.79,15.31,11.38,0.36,58.13,1.78,0.25,0.26,0.56,0.13,29.62,75.9,1.72,187.43,-0.0,997.71,154.86,0.26,85.12,31.84,08-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
08-Jun-2020 - 00:00,16.98,4.51,2.31,19.28,12.46,0.4,49.67,3.33,0.4,0.53,0.9,0.25,29.77,74.3,1.8,155.36,-0.0,997.2,233.47,0.05,69.93,30.7,09-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
09-Jun-2020 - 00:00,12.77,5.1,2.05,14.82,9.08,0.27,38.3,1.68,0.27,0.18,0.62,0.14,30.91,71.87,2.28,134.26,-0.01,997.44,221.18,0.0,64.06,25.6,10-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
10-Jun-2020 - 00:00,12.19,6.24,2.25,14.42,10.84,0.29,36.53,1.5,0.29,0.45,0.81,0.25,30.34,72.38,2.73,119.41,-0.07,997.15,221.13,0.0,55.98,19.59,11-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
11-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,,12-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
12-Jun-2020 - 00:00,11.58,5.16,1.78,13.35,11.59,0.38,33.67,2.53,0.46,0.29,0.77,0.17,26.92,92.02,3.69,121.34,-0.07,994.66,42.12,0.43,34.72,14.07,13-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
13-Jun-2020 - 00:00,10.18,3.6,1.64,11.81,10.1,0.38,35.23,1.99,0.31,0.23,0.57,0.14,28.11,88.14,3.31,122.13,-0.05,995.23,95.99,0.08,41.15,17.52,14-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
14-Jun-2020 - 00:00,8.21,3.34,1.47,9.68,8.35,0.32,35.91,1.85,0.3,0.17,0.55,0.13,27.63,89.94,3.25,136.11,-0.02,996.48,67.97,0.12,36.48,15.19,15-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
15-Jun-2020 - 00:00,8.98,3.69,1.55,10.53,8.02,0.35,38.03,2.89,0.38,0.3,0.76,0.17,28.44,84.3,2.93,148.51,0.0,995.87,129.69,0.05,46.28,19.43,16-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
16-Jun-2020 - 00:00,12.62,4.81,1.98,14.6,9.33,0.36,34.57,4.26,0.52,0.92,1.38,0.43,27.89,87.27,2.79,140.49,0.0,994.45,124.61,0.04,41.64,17.92,17-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
17-Jun-2020 - 00:00,12.57,5.26,2.18,14.75,8.7,0.4,28.3,2.37,0.34,0.55,0.98,0.22,28.55,83.25,2.49,205.22,0.01,993.81,109.32,0.0,57.37,23.39,18-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
18-Jun-2020 - 00:00,,,,,8.85,0.31,34.19,1.61,0.23,0.21,0.6,0.13,28.89,82.57,2.51,185.86,0.01,995.03,96.67,0.0,60.85,22.8,19-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
19-Jun-2020 - 00:00,,,,,9.96,0.35,39.77,2.69,0.3,0.27,0.67,0.15,29.32,79.8,2.31,171.81,0.01,996.24,122.75,0.0,58.49,22.79,20-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
20-Jun-2020 - 00:00,,,,,9.6,0.28,30.97,1.83,0.28,0.17,0.52,0.48,29.12,80.07,2.65,141.95,-0.05,996.11,177.64,0.14,46.02,17.45,21-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
21-Jun-2020 - 00:00,,,,,8.86,0.33,39.72,1.31,0.25,0.15,0.48,1.07,28.01,85.65,2.49,129.76,-0.03,994.33,90.92,0.05,42.34,15.57,22-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
22-Jun-2020 - 00:00,,,,,9.29,0.34,42.26,2.28,0.33,0.43,0.86,1.28,28.66,82.72,3.14,137.16,-0.05,995.49,157.8,0.19,49.75,21.01,23-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
23-Jun-2020 - 00:00,,,,,8.64,0.37,32.55,2.47,0.3,0.29,0.66,0.99,29.3,80.45,2.99,151.63,-0.0,998.41,129.75,0.01,63.25,23.19,24-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
24-Jun-2020 - 00:00,,,,,9.95,0.28,30.44,1.15,0.23,0.18,0.5,0.92,30.52,74.02,3.09,188.63,0.01,999.08,237.2,0.0,76.91,26.86,25-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
25-Jun-2020 - 00:00,,,,,13.58,0.25,24.56,0.95,0.23,0.21,0.43,0.98,30.35,71.58,3.22,200.23,-0.01,998.99,236.31,0.0,75.61,21.6,26-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
26-Jun-2020 - 00:00,,,,,13.38,0.3,21.77,1.12,0.25,0.24,0.52,0.99,29.48,73.04,3.62,212.0,-0.02,998.43,233.29,0.01,58.61,18.9,27-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
27-Jun-2020 - 00:00,,,,,10.75,0.34,25.96,1.19,0.27,0.5,0.43,0.96,27.83,82.47,3.26,208.91,-0.0,997.78,113.96,0.46,45.75,12.83,28-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
28-Jun-2020 - 00:00,,,,,10.65,0.37,30.95,1.34,0.23,0.44,0.52,0.95,27.22,86.14,3.46,190.95,0.01,998.02,164.2,0.46,47.92,17.8,29-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
29-Jun-2020 - 00:00,,,,,10.82,0.53,35.4,3.66,0.32,1.01,0.82,1.06,27.92,84.88,3.3,147.98,0.01,998.33,130.53,0.03,49.71,22.13,30-Jun-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
30-Jun-2020 - 00:00,,,,,9.45,0.38,24.93,2.26,0.28,0.54,0.6,0.82,29.46,78.64,3.65,187.28,0.01,998.26,193.4,0.0,55.77,22.1,01-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
01-Jul-2020 - 00:00,,,,,9.38,0.26,28.61,1.12,0.22,0.34,0.42,0.74,30.83,72.68,4.84,199.44,-0.02,997.32,339.3,0.0,51.84,18.49,02-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
02-Jul-2020 - 00:00,,,,,16.51,0.29,39.71,1.34,0.23,0.98,0.67,0.84,32.03,64.4,4.94,184.02,-0.04,995.19,278.08,0.0,62.53,21.11,03-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
03-Jul-2020 - 00:00,,,,,9.03,0.31,28.96,2.2,0.34,0.74,0.27,0.64,30.6,72.02,5.7,154.42,-0.03,996.02,152.0,0.0,39.04,11.25,04-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
04-Jul-2020 - 00:00,,,,,11.08,0.3,26.08,1.53,0.33,0.32,0.52,0.74,29.64,77.13,5.13,124.24,-0.04,995.1,181.99,0.0,33.91,11.4,05-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
05-Jul-2020 - 00:00,,,,,8.83,0.3,28.49,1.28,0.43,0.2,0.41,0.77,28.23,85.19,4.8,115.8,-0.07,992.53,104.34,0.04,28.77,9.95,06-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
06-Jul-2020 - 00:00,,,,,9.76,0.35,31.2,1.9,0.29,0.15,0.44,0.78,28.03,85.88,5.13,132.91,-0.09,992.78,163.04,0.17,35.74,13.65,07-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
07-Jul-2020 - 00:00,,,,,8.93,0.42,31.12,2.66,0.31,1.06,0.46,0.91,28.67,84.75,4.62,147.96,-0.01,997.4,141.21,0.17,46.32,20.45,08-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
08-Jul-2020 - 00:00,53.04,101.22,51.58,104.62,12.09,0.43,29.84,2.2,0.29,0.67,0.65,0.64,29.5,79.7,4.23,203.79,0.0,998.48,189.31,0.02,45.32,25.9,09-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
09-Jul-2020 - 00:00,57.53,84.98,29.87,87.39,11.3,0.3,29.6,2.06,0.31,0.64,0.54,0.72,29.43,79.69,3.79,207.84,-0.01,996.79,181.24,0.1,36.64,25.05,10-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
10-Jul-2020 - 00:00,49.11,55.3,11.98,61.19,11.48,0.22,33.23,1.04,0.23,0.78,0.48,0.74,30.17,74.11,3.83,204.67,-0.03,996.55,221.3,0.0,20.59,16.02,11-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
11-Jul-2020 - 00:00,27.2,10.89,4.9,32.07,16.21,0.34,31.38,2.69,0.35,0.8,0.46,0.77,28.76,80.89,3.48,196.3,-0.02,996.3,136.53,0.18,25.57,19.6,12-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
12-Jul-2020 - 00:00,23.51,10.92,2.15,25.42,10.14,0.27,44.71,1.52,0.21,0.22,0.46,0.63,29.44,79.82,3.53,201.14,-0.01,996.42,165.44,0.51,33.67,31.63,13-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
13-Jul-2020 - 00:00,28.07,12.45,2.36,30.2,11.33,0.36,36.54,2.88,0.31,1.2,1.27,0.93,28.6,82.81,2.96,186.42,0.01,995.69,129.48,0.03,89.59,41.34,14-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
14-Jul-2020 - 00:00,27.96,13.03,4.66,30.2,12.21,0.27,42.17,2.21,0.33,0.27,0.42,0.64,29.24,78.15,4.18,131.41,-0.06,996.34,204.93,0.0,49.84,21.26,15-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
15-Jul-2020 - 00:00,27.98,13.55,3.41,29.6,11.73,0.29,32.35,2.91,0.3,0.37,0.46,0.54,28.37,80.42,4.05,149.08,-0.02,997.31,143.08,0.02,39.01,16.55,16-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
16-Jul-2020 - 00:00,34.06,11.16,2.58,36.38,12.67,0.23,31.25,2.81,0.28,0.17,0.43,0.49,29.54,73.77,3.83,159.7,-0.01,996.97,224.89,0.0,37.65,12.91,17-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
17-Jul-2020 - 00:00,32.73,13.91,2.7,34.72,11.64,0.24,29.93,2.33,0.22,0.18,0.33,0.44,29.74,73.53,3.62,167.75,-0.02,997.86,197.63,0.0,42.45,13.78,18-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
18-Jul-2020 - 00:00,29.39,14.52,1.95,30.36,14.05,0.22,37.55,1.44,0.2,0.21,0.31,0.41,30.24,73.02,3.63,193.67,-0.0,998.61,237.32,0.0,55.61,16.77,19-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
19-Jul-2020 - 00:00,29.3,15.46,5.54,31.52,13.27,0.2,33.29,0.95,0.19,0.12,0.28,0.41,29.64,74.7,4.21,206.88,-0.01,998.44,207.73,0.03,52.76,16.25,20-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
20-Jul-2020 - 00:00,32.58,15.83,11.84,35.53,13.98,0.29,28.44,2.09,0.25,0.47,0.4,0.45,28.9,79.9,4.25,201.36,-0.01,997.85,169.57,0.11,54.83,17.77,21-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
21-Jul-2020 - 00:00,27.25,13.46,1.91,26.51,10.98,0.42,26.6,2.68,0.33,0.9,0.39,0.46,27.84,85.97,3.68,216.81,-0.0,998.61,81.63,0.2,61.01,22.96,22-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
22-Jul-2020 - 00:00,28.5,13.21,1.67,28.2,11.44,0.36,29.18,2.7,0.28,0.78,0.36,0.43,27.73,85.91,2.39,202.04,0.01,998.32,95.85,0.04,57.58,27.49,23-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
23-Jul-2020 - 00:00,20.33,12.91,0.5,17.99,11.74,0.27,36.85,3.97,0.37,0.39,0.34,0.41,26.27,88.68,2.57,179.7,0.01,998.08,73.39,0.31,37.52,19.7,24-Jul-2020 - 00:00,"Ghusuri, Howrah - WBPCB"
