from date,NO,NO2,NOx,SO2,CO,Ozone,PM10,PM2.5,NH3,AT,RH,WS,VWS,WD,SR,BP,RF,Benzene,Toluene,MP-Xylene,Xylene,Temp,to date,station
17-May-2020 - 00:00,1.75,14.39,8.95,11.83,,30.3,45.44,,7.13,32.81,70.05,2.4,-0.03,202.12,83.88,748.38,0.0,0.05,0.93,0.14,,24.26,18-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
18-May-2020 - 00:00,6.02,14.14,12.41,10.02,,35.86,57.45,31.03,7.64,34.15,63.12,2.72,-0.06,203.51,85.51,745.47,0.0,0.11,1.06,0.12,0.1,24.54,19-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
19-May-2020 - 00:00,1.66,15.8,9.76,10.13,,50.5,72.4,35.06,8.71,33.57,61.42,3.33,-0.08,262.54,77.15,743.03,0.0,0.15,1.48,0.19,,23.47,20-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
20-May-2020 - 00:00,1.57,16.72,9.46,14.65,,49.45,108.25,41.32,9.71,35.34,52.24,3.05,-0.08,221.16,92.87,743.74,0.0,0.3,2.07,0.16,0.23,25.23,21-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
21-May-2020 - 00:00,1.45,11.46,7.24,10.69,,51.94,101.41,26.44,9.03,36.81,50.31,4.15,-0.11,223.38,109.11,745.55,0.0,0.2,1.08,0.11,,23.66,22-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
22-May-2020 - 00:00,1.47,9.94,6.37,11.5,0.44,52.02,103.61,29.79,11.14,36.15,59.06,2.74,-0.02,173.04,104.48,747.52,0.0,0.15,0.82,0.12,0.1,25.3,23-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
23-May-2020 - 00:00,1.5,4.69,3.71,9.54,0.52,51.05,70.83,21.07,12.18,34.46,68.76,5.25,0.01,129.08,104.67,749.5,0.0,0.01,0.22,0.1,,21.63,24-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
24-May-2020 - 00:00,1.4,4.21,3.37,8.67,0.45,47.34,60.23,18.21,10.11,34.08,68.1,5.13,0.03,144.79,99.5,750.89,0.0,5.09,0.21,0.21,4.33,21.79,25-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
25-May-2020 - 00:00,1.41,3.63,3.06,7.74,0.48,40.28,57.62,16.98,11.26,33.59,68.33,5.34,0.01,149.4,87.69,752.04,0.0,6.47,0.26,0.1,,22.17,26-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
26-May-2020 - 00:00,1.57,3.88,3.34,7.81,0.5,48.47,73.47,22.25,11.52,33.73,68.11,4.88,0.01,160.39,94.33,751.86,0.0,0.4,0.31,0.1,,21.8,27-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
27-May-2020 - 00:00,1.38,4.35,3.44,7.28,0.5,23.62,65.53,24.23,11.48,33.95,68.85,5.57,0.02,158.93,99.99,750.73,0.0,5.53,0.43,0.38,84.72,23.12,28-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
28-May-2020 - 00:00,1.58,5.41,4.16,8.34,0.6,14.07,66.47,25.4,12.36,34.72,69.52,5.63,0.04,155.17,95.64,748.62,0.0,0.14,0.39,0.1,0.1,24.96,29-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
29-May-2020 - 00:00,1.52,5.59,4.21,10.92,0.61,17.73,67.83,20.72,10.92,34.94,68.52,5.78,0.02,118.32,103.99,749.11,0.0,0.08,0.49,0.1,0.1,24.95,30-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
30-May-2020 - 00:00,1.45,6.94,4.86,16.42,0.58,21.39,62.5,22.53,10.97,34.12,68.46,4.61,0.05,122.3,83.4,751.22,0.0,0.09,0.68,0.14,0.12,25.0,31-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
31-May-2020 - 00:00,1.42,5.41,4.04,8.79,0.54,21.77,56.46,19.34,9.86,33.73,67.19,5.43,0.06,127.4,95.11,752.59,0.0,0.05,0.34,0.11,0.3,24.81,01-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
01-Jun-2020 - 00:00,1.6,9.36,6.28,10.32,0.48,14.45,37.82,8.16,4.94,32.48,68.6,3.08,0.0,138.05,93.24,753.39,0.0,0.11,1.75,0.13,0.13,24.99,02-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
02-Jun-2020 - 00:00,1.64,9.88,6.58,6.49,0.53,18.84,39.88,13.86,10.09,31.81,73.65,2.97,0.01,149.56,77.16,753.24,0.24,0.1,1.21,0.23,0.27,25.33,03-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
03-Jun-2020 - 00:00,1.81,10.15,6.7,12.54,0.51,19.47,33.51,9.49,7.34,32.96,67.01,3.19,0.01,170.52,88.82,750.86,0.0,0.1,1.19,0.14,0.21,25.52,04-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
04-Jun-2020 - 00:00,1.75,11.18,7.37,17.34,0.54,18.9,33.98,7.82,7.13,33.25,66.38,4.2,-0.13,206.49,64.35,750.25,0.0,0.05,0.45,0.1,0.11,25.11,05-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
05-Jun-2020 - 00:00,1.61,8.72,5.95,11.47,0.44,31.03,36.98,9.25,7.95,34.28,61.29,4.11,-0.11,230.7,86.72,750.01,0.0,0.08,0.47,0.1,0.1,27.99,06-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
06-Jun-2020 - 00:00,1.31,7.13,4.85,13.11,0.42,34.94,43.89,10.5,6.18,35.21,57.78,4.83,-0.14,229.69,96.86,748.95,0.0,0.09,0.56,0.2,0.18,30.05,07-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
07-Jun-2020 - 00:00,1.46,6.96,4.89,12.47,0.42,38.2,47.53,11.41,7.05,35.72,54.68,5.95,-0.24,246.97,95.76,747.82,0.0,0.05,0.36,0.1,,29.44,08-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
08-Jun-2020 - 00:00,1.63,10.15,6.71,12.42,0.46,38.6,50.45,12.44,7.08,34.91,54.74,4.38,-0.16,266.37,39.44,747.7,0.0,0.1,0.71,0.11,0.18,27.41,09-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
09-Jun-2020 - 00:00,1.56,9.92,6.54,15.95,0.5,40.24,41.76,9.78,6.03,33.37,60.01,4.3,-0.14,229.75,79.17,747.83,0.08,0.08,0.73,0.1,0.23,24.97,10-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
10-Jun-2020 - 00:00,8.62,15.3,15.56,14.65,0.6,40.98,25.38,10.38,9.43,29.55,79.82,4.53,-0.1,243.88,73.81,748.93,0.15,0.09,1.21,0.11,0.18,28.5,11-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
11-Jun-2020 - 00:00,2.21,14.54,9.54,19.85,0.51,41.08,12.78,5.94,10.1,28.86,84.5,3.23,-0.1,256.01,36.59,746.81,0.1,0.11,1.65,0.1,0.1,33.13,12-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
12-Jun-2020 - 00:00,1.66,9.93,6.64,13.74,0.52,34.66,12.68,4.61,8.76,30.01,77.65,5.42,-0.27,259.52,42.89,744.9,0.0,0.08,0.51,0.1,0.1,31.42,13-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
13-Jun-2020 - 00:00,1.47,8.58,5.76,12.26,0.48,35.35,13.78,5.5,8.09,32.48,64.79,5.03,-0.24,237.68,85.72,745.77,0.0,0.06,0.29,0.1,0.1,29.41,14-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
14-Jun-2020 - 00:00,1.59,7.95,5.53,16.29,0.54,39.66,25.6,11.66,8.64,33.47,65.08,5.27,-0.22,229.12,89.81,747.06,0.0,0.07,0.56,0.14,0.35,29.46,15-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
15-Jun-2020 - 00:00,2.12,9.36,6.7,12.25,0.48,33.37,24.38,10.29,8.67,33.42,65.04,6.11,-0.32,253.2,93.14,746.74,0.0,0.06,0.43,0.1,0.1,31.39,16-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
16-Jun-2020 - 00:00,4.9,16.81,12.93,17.59,0.5,31.33,31.3,11.32,8.41,33.19,65.65,4.87,-0.18,222.4,79.89,746.16,0.0,0.08,0.78,0.12,0.36,31.15,17-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
17-Jun-2020 - 00:00,4.03,15.04,10.59,18.16,0.39,30.52,18.48,9.04,9.98,30.89,74.4,3.88,-0.15,224.37,42.96,747.17,0.19,0.08,0.53,0.11,0.23,31.52,18-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
18-Jun-2020 - 00:00,3.22,13.04,9.55,17.64,0.62,31.51,28.44,11.24,13.49,30.55,79.61,1.68,-0.03,188.62,66.72,749.16,0.03,0.1,0.82,0.13,0.21,30.18,19-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
19-Jun-2020 - 00:00,3.19,14.3,10.2,10.67,0.65,31.4,36.7,11.7,8.52,32.21,72.79,3.03,-0.1,225.05,81.33,748.84,0.0,0.15,1.52,0.23,0.32,30.33,20-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
20-Jun-2020 - 00:00,1.49,9.02,6.0,11.88,0.54,43.02,43.99,16.35,8.49,33.42,64.65,4.91,-0.19,267.93,93.31,748.39,0.0,0.09,1.19,0.11,0.16,29.51,21-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
21-Jun-2020 - 00:00,1.68,10.56,6.98,13.16,0.6,33.43,31.35,13.2,9.6,28.67,81.61,2.85,-0.06,239.36,29.36,748.22,0.18,0.13,0.82,0.11,0.15,29.79,22-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
22-Jun-2020 - 00:00,2.04,12.54,8.33,12.0,0.65,30.37,51.46,18.31,11.03,31.37,73.12,2.94,-0.06,240.73,68.72,746.65,0.0,0.19,1.64,0.28,0.63,30.57,23-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
23-Jun-2020 - 00:00,2.05,8.56,6.22,16.15,0.57,40.62,33.34,14.72,13.67,30.21,77.98,3.95,-0.08,222.75,87.86,749.35,0.25,0.08,0.67,0.1,0.11,30.25,24-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
24-Jun-2020 - 00:00,1.84,11.22,7.47,14.1,0.6,37.56,36.75,15.73,11.34,31.62,75.6,2.53,-0.02,166.32,101.52,750.11,0.09,0.14,1.27,0.14,0.3,31.32,25-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
25-Jun-2020 - 00:00,1.86,7.69,5.6,14.83,0.61,39.83,36.23,20.09,15.04,31.14,79.06,2.8,-0.01,143.06,78.38,749.77,0.08,0.11,0.64,0.12,0.24,30.45,26-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
26-Jun-2020 - 00:00,1.89,7.28,5.41,16.58,0.53,25.68,20.16,10.25,12.08,31.5,76.0,2.79,0.01,142.91,89.83,749.43,0.0,0.06,0.3,0.1,,30.44,27-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
27-Jun-2020 - 00:00,1.5,6.59,4.73,13.15,0.56,34.63,25.02,14.73,8.81,31.92,74.75,3.11,0.01,150.93,90.28,749.27,0.0,0.06,0.27,0.1,0.15,29.39,28-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
28-Jun-2020 - 00:00,1.44,8.5,5.69,10.99,0.66,37.29,28.5,16.57,9.9,30.99,80.34,2.34,-0.02,149.97,65.93,749.02,0.0,0.1,0.46,0.1,0.12,29.88,29-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
29-Jun-2020 - 00:00,1.68,9.51,6.42,14.46,0.65,44.13,33.14,21.43,14.77,31.44,78.36,2.29,-0.03,143.77,80.19,748.27,0.01,0.12,0.67,0.1,0.1,30.78,30-Jun-2020 - 00:00,"Secretariat, Amaravati - APPCB"
30-Jun-2020 - 00:00,1.71,10.68,7.07,14.0,0.66,44.83,34.7,21.19,12.86,30.76,79.82,2.42,0.03,153.14,65.12,748.34,0.0,0.14,1.42,0.12,0.2,31.06,01-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
01-Jul-2020 - 00:00,2.29,12.61,8.57,9.89,0.63,30.38,21.96,11.48,9.19,30.12,82.43,2.3,-0.0,148.74,63.99,748.24,0.02,0.14,1.1,0.14,0.21,30.56,02-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
02-Jul-2020 - 00:00,2.11,10.68,7.39,9.95,0.58,32.03,20.34,9.22,8.05,31.98,72.59,2.95,-0.09,222.34,69.58,746.85,0.0,0.08,0.6,0.1,0.1,29.81,03-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
03-Jul-2020 - 00:00,1.87,6.27,4.85,10.62,0.48,33.79,11.39,5.26,8.98,31.42,73.0,5.11,-0.22,243.42,68.31,746.43,0.17,0.02,0.38,0.11,0.23,29.51,04-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
04-Jul-2020 - 00:00,1.58,5.41,4.16,10.79,0.49,30.66,13.89,6.98,9.93,29.4,81.62,4.08,-0.16,253.91,57.83,746.9,0.11,0.02,0.42,0.11,0.2,28.23,05-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
05-Jul-2020 - 00:00,1.36,3.51,2.97,17.98,0.45,27.93,18.12,8.17,8.54,27.74,86.6,4.99,-0.25,234.05,41.9,746.94,0.14,0.02,0.17,0.11,0.23,28.37,06-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
06-Jul-2020 - 00:00,1.99,5.62,4.62,12.81,0.53,24.46,25.76,9.56,10.91,28.43,85.67,2.21,-0.03,221.42,42.12,747.11,0.0,0.05,0.51,0.11,0.16,29.37,07-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
07-Jul-2020 - 00:00,1.99,7.17,5.43,13.03,0.55,29.98,31.18,10.52,8.82,30.65,78.93,2.73,-0.05,171.19,90.28,748.98,0.06,0.08,0.69,0.1,0.13,29.45,08-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
08-Jul-2020 - 00:00,1.83,7.27,5.35,16.68,0.55,32.69,16.26,6.48,7.47,31.04,75.54,2.63,-0.08,209.68,95.12,750.44,0.01,0.07,0.59,0.11,0.17,29.21,09-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
09-Jul-2020 - 00:00,1.99,5.96,4.8,11.6,0.52,31.09,10.38,4.87,7.8,29.14,85.44,3.59,-0.1,201.57,69.83,749.77,0.18,0.04,0.47,0.11,0.17,29.2,10-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
10-Jul-2020 - 00:00,1.9,6.84,5.19,12.62,0.44,25.6,19.68,6.31,9.34,30.25,78.58,3.04,-0.1,222.92,72.42,749.97,0.01,0.06,2.82,0.11,0.14,29.69,11-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
11-Jul-2020 - 00:00,1.59,4.54,3.71,13.53,0.43,32.22,17.41,6.4,7.11,29.64,81.91,2.57,-0.05,209.2,76.6,749.79,0.15,0.02,0.22,0.1,,28.63,12-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
12-Jul-2020 - 00:00,1.45,4.68,3.66,10.27,0.5,35.82,22.26,8.88,9.26,30.11,81.73,3.3,-0.05,214.21,95.53,749.31,0.09,0.05,0.42,0.1,0.12,28.55,13-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
13-Jul-2020 - 00:00,1.67,5.06,4.04,12.47,0.49,38.88,17.89,8.44,9.56,29.4,83.26,3.19,-0.08,217.86,79.27,748.73,0.1,0.04,0.47,0.1,0.1,29.65,14-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
14-Jul-2020 - 00:00,1.97,6.46,5.05,11.25,0.45,32.07,11.97,4.98,8.98,29.54,81.8,3.05,-0.1,213.77,64.29,748.1,0.01,0.05,1.49,0.11,0.19,29.59,15-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
15-Jul-2020 - 00:00,2.05,6.25,4.99,12.8,0.46,25.55,9.65,4.73,8.01,27.49,90.97,2.82,-0.07,190.52,24.0,747.53,0.5,0.04,0.51,0.1,0.11,27.92,16-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
16-Jul-2020 - 00:00,1.67,4.98,3.71,10.2,0.4,25.84,11.05,3.74,7.07,28.73,81.85,4.14,-0.15,218.21,59.89,746.58,0.03,0.14,0.92,0.1,0.24,28.77,17-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
17-Jul-2020 - 00:00,1.73,6.49,4.85,12.23,0.52,30.38,20.17,7.27,4.84,30.36,77.76,2.79,-0.09,184.73,79.59,747.79,0.01,0.48,3.02,0.19,0.65,27.15,18-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
18-Jul-2020 - 00:00,1.58,4.65,3.76,9.39,0.48,33.73,20.66,6.81,5.91,29.88,80.56,2.63,-0.04,166.98,91.11,749.68,0.03,0.34,1.38,0.1,0.11,25.29,19-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
19-Jul-2020 - 00:00,1.4,4.85,3.73,7.86,0.54,32.5,26.8,10.83,8.03,30.01,84.21,1.79,-0.02,162.67,51.06,750.52,0.09,0.51,2.9,0.11,0.35,25.78,20-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
20-Jul-2020 - 00:00,1.57,5.21,4.06,11.71,0.56,35.44,23.68,10.06,7.21,30.4,82.17,3.04,-0.04,163.26,82.41,749.5,0.01,0.46,2.23,0.1,0.12,25.22,21-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
21-Jul-2020 - 00:00,1.47,4.43,3.54,12.83,0.47,28.47,23.57,10.12,7.28,31.24,77.92,3.19,-0.0,154.68,103.27,750.84,0.0,0.29,1.09,0.1,,27.08,22-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
22-Jul-2020 - 00:00,1.54,4.74,3.75,13.43,0.47,32.31,24.02,9.51,7.03,30.9,78.61,3.05,0.01,151.06,85.05,751.25,0.0,0.24,1.17,0.1,0.17,25.24,23-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
23-Jul-2020 - 00:00,1.84,8.43,5.98,10.48,0.54,24.47,21.24,7.92,5.46,27.66,88.28,1.92,0.02,167.51,24.45,751.2,0.18,0.9,10.04,0.59,0.87,25.85,24-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
24-Jul-2020 - 00:00,1.96,9.78,6.8,13.91,0.56,30.44,32.08,13.65,7.5,29.4,83.12,2.25,0.03,159.76,74.75,751.58,0.0,1.18,23.47,0.2,0.64,25.33,25-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
25-Jul-2020 - 00:00,1.48,6.96,4.91,10.55,0.56,31.4,27.82,14.41,8.0,30.05,81.29,1.61,-0.01,174.21,78.83,752.34,0.0,0.59,5.34,0.1,0.37,25.21,26-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
26-Jul-2020 - 00:00,1.7,6.31,4.74,11.02,0.54,38.33,27.03,11.0,6.57,31.25,75.89,2.29,-0.04,220.14,108.62,752.91,0.0,0.57,3.1,0.11,0.25,24.98,27-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
27-Jul-2020 - 00:00,1.93,7.88,5.76,9.51,0.52,31.62,18.31,5.12,6.76,32.04,71.71,2.95,-0.06,268.79,110.84,751.16,0.0,0.39,2.21,0.1,0.23,27.0,28-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
28-Jul-2020 - 00:00,2.05,9.49,6.67,15.83,0.58,30.83,24.82,7.74,11.96,31.13,76.23,2.93,-0.06,230.93,75.61,749.27,0.01,0.73,8.33,0.22,0.41,27.01,29-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
29-Jul-2020 - 00:00,1.81,7.7,5.56,13.69,0.52,33.5,21.91,10.31,9.11,30.42,79.71,2.68,-0.01,185.35,89.85,748.66,0.0,0.37,2.6,0.1,0.12,27.58,30-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
30-Jul-2020 - 00:00,1.5,6.79,4.83,14.5,0.55,31.92,20.66,9.56,9.79,31.07,77.76,2.21,0.03,145.64,73.56,749.39,0.0,0.6,3.82,0.1,0.29,27.87,31-Jul-2020 - 00:00,"Secretariat, Amaravati - APPCB"
31-Jul-2020 - 00:00,1.62,8.36,5.73,8.69,0.6,37.79,31.83,18.78,12.8,30.73,80.11,2.15,-0.02,149.97,59.78,749.12,0.0,1.05,7.14,0.33,0.7,27.87,01-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
01-Aug-2020 - 00:00,1.61,6.48,4.76,10.8,0.58,30.2,23.11,13.35,11.33,30.12,83.45,2.33,-0.05,174.69,62.9,748.72,0.04,0.64,4.16,0.1,0.18,26.48,02-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
02-Aug-2020 - 00:00,1.47,5.39,4.06,10.9,0.51,27.43,12.99,4.99,8.49,30.93,77.26,3.4,-0.11,230.66,97.6,747.68,0.07,0.35,3.24,0.12,0.53,26.03,03-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
03-Aug-2020 - 00:00,1.76,5.32,4.26,9.57,0.37,27.08,11.95,4.55,9.74,30.59,72.93,6.11,-0.32,263.6,64.24,745.84,0.04,0.21,1.12,0.1,0.14,28.13,04-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
04-Aug-2020 - 00:00,1.75,4.14,3.62,11.49,0.46,25.93,12.63,3.61,9.11,29.1,80.36,5.25,-0.27,236.71,51.17,743.73,0.0,0.22,1.68,0.1,,28.25,05-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
05-Aug-2020 - 00:00,1.62,5.22,4.1,13.57,0.37,32.06,14.81,4.77,9.28,29.91,74.95,6.97,-0.35,228.09,58.67,741.69,0.0,0.27,1.32,0.1,,28.87,06-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
06-Aug-2020 - 00:00,1.67,5.01,4.02,13.55,0.44,39.92,22.64,7.12,8.76,31.06,74.03,5.53,-0.16,200.61,90.56,744.49,0.0,0.3,1.59,0.1,0.11,27.73,07-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
07-Aug-2020 - 00:00,1.54,6.35,4.63,12.01,0.46,35.62,25.28,7.41,8.72,32.09,72.09,3.8,-0.14,237.55,85.73,748.1,0.0,0.37,1.93,0.1,0.12,27.32,08-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
08-Aug-2020 - 00:00,1.32,6.35,4.46,11.04,0.51,41.8,24.91,7.64,8.07,32.0,70.97,4.18,-0.16,256.54,88.76,748.25,0.0,0.42,2.22,0.11,0.26,25.86,09-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
09-Aug-2020 - 00:00,1.4,6.02,4.34,10.49,0.46,40.04,27.8,10.06,8.12,30.37,74.91,4.32,-0.18,276.15,53.68,747.28,0.02,0.33,1.82,0.1,0.14,26.04,10-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
10-Aug-2020 - 00:00,1.66,5.59,4.32,10.2,0.42,35.86,20.07,8.8,9.01,28.53,83.34,4.06,-0.18,256.18,55.26,748.5,0.03,0.3,2.22,0.1,0.17,27.85,11-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
11-Aug-2020 - 00:00,1.41,4.92,3.76,10.7,0.43,42.1,14.82,4.95,9.66,29.59,78.6,3.64,-0.14,247.15,64.23,749.3,0.02,0.22,1.18,0.1,0.27,26.71,12-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
12-Aug-2020 - 00:00,2.0,6.29,4.97,11.99,0.47,27.74,15.83,5.48,10.91,27.94,87.18,3.6,-0.14,253.85,39.11,750.41,0.11,0.31,2.69,0.13,0.39,27.87,13-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
13-Aug-2020 - 00:00,1.62,5.34,4.16,12.57,0.41,30.61,16.74,7.12,8.81,27.55,86.68,6.08,-0.31,271.16,44.02,748.89,0.08,0.26,1.68,0.1,0.18,28.04,14-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
14-Aug-2020 - 00:00,1.5,4.71,3.72,11.46,0.4,29.96,22.45,9.9,8.74,26.52,87.79,4.4,-0.2,264.68,43.31,748.42,0.1,0.2,1.43,0.1,0.15,26.52,15-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
15-Aug-2020 - 00:00,1.29,2.93,2.61,10.55,0.41,29.89,18.33,9.65,8.81,25.95,91.02,4.27,-0.19,248.57,29.66,748.66,0.17,0.17,0.46,0.1,,26.59,16-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
16-Aug-2020 - 00:00,1.38,3.05,2.75,10.77,0.45,29.69,15.08,6.12,8.24,27.4,86.9,4.37,-0.19,249.55,48.75,748.66,0.03,0.21,0.69,0.1,0.1,26.47,17-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
17-Aug-2020 - 00:00,1.91,5.21,4.32,12.79,0.5,31.09,13.69,5.1,8.24,29.19,81.38,4.21,-0.17,226.71,81.56,748.23,0.02,0.35,1.64,0.1,0.17,28.3,18-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
18-Aug-2020 - 00:00,1.73,5.16,4.15,17.07,0.45,38.25,19.74,5.98,7.43,30.42,74.76,5.6,-0.27,258.38,92.47,748.55,0.03,0.24,1.29,0.1,0.17,28.19,19-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
19-Aug-2020 - 00:00,2.38,9.5,6.99,12.95,0.45,28.73,17.99,5.47,7.05,28.45,82.91,4.32,-0.17,284.65,52.53,748.04,0.05,0.31,3.63,0.11,0.28,28.0,20-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
20-Aug-2020 - 00:00,1.77,4.91,4.05,17.17,0.42,25.9,12.73,5.47,6.87,27.26,89.45,4.2,-0.16,261.94,37.1,747.61,0.06,0.26,1.93,0.1,0.11,28.23,21-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
21-Aug-2020 - 00:00,1.5,5.03,3.89,15.62,0.44,36.3,18.0,6.89,7.55,29.7,78.11,5.24,-0.22,218.31,89.3,750.27,0.0,0.33,1.36,0.1,0.14,28.68,22-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
22-Aug-2020 - 00:00,1.46,4.76,3.72,12.99,0.49,39.34,21.51,8.38,8.34,29.86,81.02,3.88,-0.12,196.21,81.31,751.8,0.0,0.4,2.41,0.1,0.18,28.38,23-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
23-Aug-2020 - 00:00,1.55,5.31,4.08,11.97,0.53,40.56,27.88,15.06,9.67,29.62,84.36,2.53,-0.04,178.4,57.54,751.68,0.05,0.53,3.14,0.1,0.25,28.58,24-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
24-Aug-2020 - 00:00,1.89,6.69,5.09,10.96,0.48,34.06,23.27,7.68,8.45,30.98,78.07,3.25,-0.09,223.08,105.51,751.77,0.0,0.49,2.61,0.11,0.28,29.46,25-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
25-Aug-2020 - 00:00,1.88,9.31,6.49,13.63,0.53,35.02,31.18,9.2,8.97,31.34,76.32,3.02,-0.09,238.5,82.61,752.53,0.0,0.59,4.41,0.12,0.38,28.9,26-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
