from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,AT,RH,BP,SR,WS,WD,to date,station
18-Oct-2020 - 00:00,22.47,,1.4,11.69,13.07,4.76,5.69,0.38,4.13,0.79,2.17,3.99,31.39,,,373.43,1.52,210.11,19-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
19-Oct-2020 - 00:00,24.98,,1.72,7.97,9.63,4.17,3.99,0.42,6.89,2.36,1.91,3.91,31.72,,,291.65,1.26,194.89,20-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
20-Oct-2020 - 00:00,39.96,,2.17,20.04,22.17,9.61,3.07,0.68,8.73,1.67,2.85,6.9,32.28,,,269.11,1.12,139.12,21-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
21-Oct-2020 - 00:00,43.61,,3.8,12.47,16.26,8.39,3.66,0.69,8.35,2.07,4.96,15.19,32.04,,,336.38,1.33,141.73,22-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
22-Oct-2020 - 00:00,45.09,,9.55,19.73,29.27,19.26,4.4,1.07,9.95,2.02,7.15,21.83,31.27,,,319.59,1.68,133.62,23-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
23-Oct-2020 - 00:00,44.42,,10.65,10.74,21.39,24.01,4.04,1.3,12.56,1.92,7.13,20.16,31.9,,,362.67,0.93,161.36,24-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
24-Oct-2020 - 00:00,51.16,,3.04,15.02,18.06,18.16,2.51,0.76,7.24,2.43,7.12,16.86,31.96,,,330.79,1.5,193.98,25-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
25-Oct-2020 - 00:00,43.42,73.96,2.6,8.89,11.47,13.88,2.01,0.62,4.0,2.25,5.99,14.51,32.56,,,351.39,1.18,175.52,26-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
26-Oct-2020 - 00:00,44.12,93.74,4.33,11.18,15.5,11.2,1.99,0.67,6.32,1.6,5.48,14.05,32.34,,,251.0,1.1,118.55,27-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
27-Oct-2020 - 00:00,56.96,126.98,4.56,37.65,42.2,15.48,4.28,1.0,10.09,2.79,18.63,37.17,32.99,,,384.14,0.91,186.62,28-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
28-Oct-2020 - 00:00,67.09,144.86,5.54,22.84,28.38,11.4,4.95,1.07,3.22,4.15,39.33,71.49,32.76,,,370.87,0.93,156.23,29-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
29-Oct-2020 - 00:00,78.61,158.69,9.05,19.52,28.57,9.84,3.73,1.03,14.27,3.18,14.1,28.8,32.04,,,381.92,1.04,181.37,30-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
30-Oct-2020 - 00:00,82.59,166.23,6.11,23.03,29.14,12.8,3.72,1.08,5.23,2.76,12.11,26.0,32.39,,,388.13,0.99,135.93,31-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
31-Oct-2020 - 00:00,51.24,111.86,4.66,34.88,39.54,11.88,3.62,0.97,4.88,2.45,11.13,24.22,31.75,,,400.27,1.11,137.94,01-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
01-Nov-2020 - 00:00,71.23,,4.98,35.68,40.66,9.83,3.85,1.11,9.26,2.91,12.06,26.2,31.57,,,59.81,0.86,160.53,02-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
02-Nov-2020 - 00:00,88.02,211.59,5.6,32.97,38.58,10.23,3.75,1.3,10.32,3.07,12.06,28.62,32.28,,,28.16,0.83,166.5,03-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
03-Nov-2020 - 00:00,107.03,211.97,7.14,32.33,39.46,14.08,4.1,1.5,4.89,3.1,12.63,29.91,32.7,,,25.96,0.89,137.22,04-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
04-Nov-2020 - 00:00,104.73,231.68,7.97,42.07,50.05,12.45,4.18,1.48,4.18,3.25,12.87,30.36,32.44,,,25.11,0.85,140.87,05-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
05-Nov-2020 - 00:00,90.83,189.35,8.1,44.82,52.92,8.32,4.4,1.38,3.56,2.8,11.96,27.53,31.84,,,24.64,1.0,125.98,06-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
06-Nov-2020 - 00:00,77.41,162.79,7.38,37.0,44.37,6.49,4.11,1.17,3.81,2.22,10.23,25.44,31.42,,,24.65,1.3,130.81,07-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
07-Nov-2020 - 00:00,86.48,188.75,8.77,38.45,47.22,5.55,3.82,1.33,4.05,2.64,10.76,25.73,31.2,,,24.35,1.11,134.24,08-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
08-Nov-2020 - 00:00,80.96,159.89,7.22,42.29,49.51,4.36,3.85,1.34,4.05,2.25,10.15,26.63,31.94,,,24.22,1.16,124.89,09-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
09-Nov-2020 - 00:00,87.39,167.8,7.13,35.47,42.6,4.16,3.62,1.3,5.72,2.52,11.11,25.38,31.1,,,24.27,1.22,125.42,10-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
10-Nov-2020 - 00:00,89.7,179.39,7.76,43.59,51.36,7.11,3.68,1.36,6.28,2.43,12.34,27.25,29.87,,,24.14,1.06,139.38,11-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
11-Nov-2020 - 00:00,100.92,190.32,10.48,38.55,49.03,13.83,3.46,1.32,8.59,2.58,11.47,25.6,29.4,,,24.37,1.27,119.77,12-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
12-Nov-2020 - 00:00,104.43,200.4,12.17,37.72,49.89,19.42,4.2,1.4,5.33,2.63,11.25,26.22,29.68,,,24.17,1.01,143.82,13-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
13-Nov-2020 - 00:00,86.37,165.39,8.66,37.35,46.01,19.58,4.5,1.38,5.69,2.68,12.04,27.65,31.65,,,23.68,0.99,135.94,14-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
14-Nov-2020 - 00:00,78.51,129.36,6.69,15.35,22.05,18.44,3.46,1.14,7.3,2.15,9.84,23.09,32.36,,,23.38,1.07,154.52,15-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
15-Nov-2020 - 00:00,102.04,145.74,5.28,23.23,28.5,13.39,3.21,1.29,2.98,2.66,9.33,25.02,32.71,,,23.41,0.98,166.13,16-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
16-Nov-2020 - 00:00,68.61,110.22,5.94,6.41,12.35,14.95,2.63,1.07,6.33,2.14,7.26,19.14,33.35,,,23.12,1.14,134.96,17-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
17-Nov-2020 - 00:00,64.01,120.17,5.8,9.96,15.76,15.3,3.27,1.14,3.25,2.02,8.23,19.0,33.43,,,22.96,1.05,153.88,18-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
18-Nov-2020 - 00:00,77.28,142.75,7.11,13.0,20.11,14.61,3.41,1.26,8.75,2.33,8.43,20.31,32.75,,,23.83,1.09,175.28,19-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
19-Nov-2020 - 00:00,86.25,152.65,7.95,6.76,14.71,15.75,2.83,1.26,5.53,2.62,7.83,18.87,32.96,,,23.26,1.12,140.6,20-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
20-Nov-2020 - 00:00,72.71,141.19,8.39,10.5,18.9,14.8,2.38,1.25,11.17,2.38,7.55,17.4,32.11,,,24.25,1.06,155.44,21-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
21-Nov-2020 - 00:00,72.17,151.01,8.09,8.62,16.7,14.23,1.92,1.33,5.37,2.15,7.71,18.22,31.69,,,22.74,0.97,161.22,22-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
22-Nov-2020 - 00:00,100.41,181.41,7.55,22.49,30.03,12.16,2.66,1.47,4.1,2.59,10.57,23.93,31.12,,,22.98,0.95,157.4,23-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
23-Nov-2020 - 00:00,81.47,150.52,6.82,21.44,28.26,9.07,2.87,1.37,7.6,2.29,8.65,21.0,30.48,,,23.01,1.05,135.81,24-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
24-Nov-2020 - 00:00,80.93,168.55,8.68,42.1,50.77,10.5,3.39,1.4,12.06,2.35,9.48,22.11,30.04,51.92,,23.02,0.8,176.81,25-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
25-Nov-2020 - 00:00,116.12,217.61,8.71,28.77,37.43,11.97,3.52,1.41,33.46,3.05,10.72,24.37,31.17,56.0,,22.81,0.92,150.91,26-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
26-Nov-2020 - 00:00,115.49,213.02,7.1,29.21,36.31,15.73,3.79,1.21,31.33,2.52,9.13,21.98,30.47,56.0,,22.95,1.31,116.25,27-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
27-Nov-2020 - 00:00,95.69,161.55,6.87,67.18,73.97,27.23,4.29,1.05,25.93,2.34,9.19,13.34,27.91,56.0,,,0.82,95.78,28-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
28-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,29-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
29-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,30-Nov-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
30-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,01-Dec-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
01-Dec-2020 - 00:00,,,,,,,,,,,,,,,,,,,02-Dec-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
