from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,AT,RH,BP,SR,WS,WD,to date,station
25-Jan-2020 - 00:00,104.44,241.04,59.44,40.86,100.3,15.26,7.9,1.67,5.53,6.82,17.4,42.91,29.57,0.11,,336.45,0.86,158.27,26-Jan-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
26-Jan-2020 - 00:00,111.95,235.56,61.59,34.92,96.51,15.98,9.05,1.67,5.53,10.17,18.91,42.62,28.69,0.02,,331.2,0.95,197.84,27-Jan-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
27-Jan-2020 - 00:00,63.81,143.45,35.54,9.29,44.83,11.77,4.04,1.13,5.54,7.99,7.25,20.77,27.12,1.56,,356.21,1.13,193.84,28-Jan-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
28-Jan-2020 - 00:00,32.18,90.33,30.39,16.04,46.43,10.48,2.56,0.94,5.72,4.45,7.96,21.61,26.18,77.12,,339.75,1.6,171.11,29-Jan-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
29-Jan-2020 - 00:00,26.27,100.9,30.79,6.54,37.34,9.49,1.97,0.85,5.82,2.96,6.19,16.56,25.24,17.19,,368.85,1.57,84.45,30-Jan-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
30-Jan-2020 - 00:00,62.72,166.33,56.47,14.43,70.9,11.97,9.93,1.17,26.38,5.57,9.7,23.86,24.64,4.42,,366.08,1.05,140.19,31-Jan-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
31-Jan-2020 - 00:00,92.5,206.89,68.01,36.02,104.04,14.12,9.96,1.5,32.69,6.13,12.85,32.43,24.98,22.14,,341.21,1.0,156.89,01-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
01-Feb-2020 - 00:00,90.91,223.47,67.74,28.82,96.55,14.76,9.37,1.6,31.5,6.43,12.46,34.5,25.83,2.88,,347.28,0.89,164.14,02-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
02-Feb-2020 - 00:00,103.78,230.42,56.59,41.21,97.8,15.3,6.9,1.66,16.06,10.1,14.75,35.89,26.71,41.62,,363.04,1.06,197.92,03-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
03-Feb-2020 - 00:00,97.55,189.47,52.1,18.87,70.97,13.87,3.57,1.56,55.92,8.48,9.3,25.59,26.39,3.28,,305.73,1.11,199.3,04-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
04-Feb-2020 - 00:00,99.94,209.69,53.62,26.34,79.97,12.25,6.86,1.63,43.82,6.18,12.12,33.09,26.58,3.69,,303.1,1.03,144.76,05-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
05-Feb-2020 - 00:00,74.71,191.06,63.43,14.67,78.11,12.24,12.45,1.54,30.6,5.87,11.71,30.71,26.8,5.82,,323.84,0.92,152.55,06-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
06-Feb-2020 - 00:00,84.58,216.72,65.09,44.92,110.02,13.85,11.32,1.77,28.61,6.22,16.15,42.4,25.86,3.1,,342.07,1.11,141.58,07-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
07-Feb-2020 - 00:00,69.32,184.99,65.26,60.11,125.37,15.53,10.75,1.59,27.13,4.5,8.99,24.73,24.31,0.83,,347.26,1.03,153.87,08-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
08-Feb-2020 - 00:00,86.59,213.26,62.84,42.04,104.88,17.5,9.79,1.68,35.42,5.47,9.9,27.24,25.68,0.2,,327.2,1.06,157.96,09-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
09-Feb-2020 - 00:00,76.98,164.8,48.03,18.08,66.11,15.47,7.1,1.46,36.95,4.31,7.38,22.73,27.38,0.15,,311.6,1.19,130.19,10-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
10-Feb-2020 - 00:00,61.43,136.16,43.93,16.1,60.02,15.93,8.73,1.19,39.38,4.7,8.05,23.69,29.77,7.42,,347.96,1.29,101.37,11-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
11-Feb-2020 - 00:00,71.95,169.52,48.31,24.65,72.96,13.58,8.58,1.02,40.48,5.88,11.85,30.51,29.76,0.6,,282.45,0.98,149.22,12-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
12-Feb-2020 - 00:00,86.4,210.66,55.65,36.28,91.93,13.35,8.63,1.28,40.78,4.15,6.89,21.21,30.23,0.07,,263.78,0.93,161.19,13-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
13-Feb-2020 - 00:00,93.1,212.39,59.66,47.21,106.88,14.45,9.51,1.34,36.93,3.15,4.48,12.53,30.42,0.09,,303.65,0.96,132.66,14-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
14-Feb-2020 - 00:00,71.86,198.54,56.17,21.35,77.52,14.14,10.95,1.01,47.37,3.96,7.34,23.0,30.71,0.09,,402.56,1.19,147.49,15-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
15-Feb-2020 - 00:00,65.94,170.37,55.51,16.14,71.65,13.45,13.4,1.01,51.47,5.35,7.33,22.23,29.71,0.12,,405.94,1.04,147.8,16-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
16-Feb-2020 - 00:00,99.54,242.29,67.25,28.79,96.05,14.95,14.44,1.35,61.22,2.9,3.9,11.59,29.47,6.95,,393.31,0.95,173.62,17-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
17-Feb-2020 - 00:00,133.45,277.62,77.62,25.57,103.2,15.55,10.23,1.71,52.68,3.54,4.25,13.1,30.99,0.72,,391.35,0.97,162.84,18-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
18-Feb-2020 - 00:00,130.28,373.37,79.75,45.03,124.78,14.81,12.16,1.62,57.08,3.42,4.67,14.36,31.44,0.36,,385.47,0.96,167.04,19-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
19-Feb-2020 - 00:00,140.55,302.67,80.7,40.43,121.13,17.87,16.09,1.81,58.18,4.07,5.68,15.16,30.7,0.17,,375.57,0.88,173.89,20-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
20-Feb-2020 - 00:00,110.68,242.26,67.59,53.09,120.68,17.45,9.74,1.78,36.81,3.35,5.2,15.57,30.02,0.34,,380.18,0.89,166.54,21-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
21-Feb-2020 - 00:00,95.06,240.45,52.6,90.17,142.77,21.96,11.47,1.71,35.73,3.18,5.1,15.46,29.38,0.07,,404.15,0.9,159.93,22-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
22-Feb-2020 - 00:00,90.91,248.96,60.1,90.49,150.59,21.95,14.14,1.73,48.85,3.52,4.96,15.8,29.33,0.16,,398.22,0.83,169.76,23-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
23-Feb-2020 - 00:00,104.7,256.6,63.36,31.18,94.53,20.0,15.45,1.62,60.47,3.04,4.1,11.99,29.96,7.44,,389.45,0.96,182.51,24-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
24-Feb-2020 - 00:00,104.79,280.98,68.38,33.29,101.67,17.75,13.12,1.71,52.9,3.15,3.64,11.65,28.94,0.5,,414.39,1.04,204.92,25-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
25-Feb-2020 - 00:00,58.82,196.52,48.29,23.13,71.42,14.32,10.71,1.29,34.16,1.74,2.56,8.16,30.34,,,431.44,1.52,121.22,26-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
26-Feb-2020 - 00:00,52.05,159.72,48.63,33.12,81.75,14.88,10.02,1.3,41.43,1.84,2.7,8.47,29.99,,,428.83,1.17,124.99,27-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
27-Feb-2020 - 00:00,76.93,238.38,69.47,53.18,122.65,17.13,12.98,1.63,55.14,2.9,4.63,13.52,30.13,,,435.33,1.17,133.91,28-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
28-Feb-2020 - 00:00,98.85,252.59,93.51,55.56,149.07,17.91,17.3,1.9,64.82,3.43,4.94,14.21,30.67,,,447.1,1.16,165.58,29-Feb-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
29-Feb-2020 - 00:00,91.1,242.39,75.28,49.4,124.67,18.1,15.92,1.8,34.1,2.93,4.47,13.21,28.99,,,385.53,1.01,177.25,01-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
01-Mar-2020 - 00:00,67.23,207.15,46.23,58.21,104.44,17.59,11.75,1.6,19.94,2.28,3.45,11.4,28.76,,,403.25,0.98,163.95,02-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
02-Mar-2020 - 00:00,60.61,172.92,47.42,37.53,84.95,15.89,13.06,1.42,19.93,2.15,2.49,8.59,28.17,,,444.55,1.28,206.13,03-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
03-Mar-2020 - 00:00,54.59,185.8,27.18,24.81,51.99,14.87,13.38,1.25,20.01,1.45,1.63,5.72,27.82,,,442.05,1.35,194.31,04-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
04-Mar-2020 - 00:00,52.01,173.56,35.62,20.48,56.09,14.5,12.87,1.27,20.01,1.53,1.88,5.81,27.35,0.37,,390.12,1.27,165.58,05-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
05-Mar-2020 - 00:00,42.54,135.97,30.08,7.35,37.43,14.43,14.24,1.14,20.05,1.18,1.4,4.46,27.82,0.36,,427.7,1.63,181.26,06-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
06-Mar-2020 - 00:00,25.52,130.37,19.54,20.21,39.75,11.94,12.31,1.03,19.97,1.12,1.1,3.71,28.12,0.36,,478.63,1.74,214.24,07-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
07-Mar-2020 - 00:00,35.9,164.7,27.07,11.24,38.31,11.67,13.95,1.14,15.47,1.05,1.37,4.67,27.8,0.13,,425.18,1.5,122.26,08-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
08-Mar-2020 - 00:00,42.72,160.22,36.59,11.94,48.52,11.56,16.37,1.27,5.55,1.5,1.77,5.61,27.76,0.16,,447.31,1.11,163.19,09-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
09-Mar-2020 - 00:00,53.67,173.72,39.76,20.13,59.89,11.02,14.41,1.46,13.15,2.69,4.46,15.66,27.99,,,440.26,1.09,158.75,10-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
10-Mar-2020 - 00:00,58.4,176.16,26.32,23.72,50.04,11.05,12.9,1.54,18.06,5.7,8.93,29.0,28.02,,,370.44,1.39,198.2,11-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
11-Mar-2020 - 00:00,20.91,81.28,23.06,7.47,30.52,10.06,11.6,1.18,18.32,3.58,5.92,21.53,28.16,,,468.97,1.24,151.65,12-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
12-Mar-2020 - 00:00,28.82,110.16,29.11,22.53,51.65,9.99,12.88,1.31,23.1,4.21,9.55,31.59,27.41,,,404.77,1.34,129.1,13-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
13-Mar-2020 - 00:00,29.65,118.29,32.41,4.46,36.87,9.35,14.27,1.21,36.67,3.3,6.58,21.36,26.77,,,426.4,1.71,89.3,14-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
14-Mar-2020 - 00:00,47.66,170.27,46.58,24.08,70.66,10.23,16.5,1.52,36.2,6.12,12.19,39.4,28.09,,,474.44,1.52,93.42,15-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
15-Mar-2020 - 00:00,89.06,439.34,48.54,46.49,95.03,12.85,22.7,2.19,38.97,11.2,21.24,60.37,29.87,,,422.24,1.02,149.5,16-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
16-Mar-2020 - 00:00,43.65,146.02,52.26,29.73,81.99,12.97,20.82,2.33,38.01,9.39,18.85,59.09,31.35,,,427.5,0.97,178.34,17-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
17-Mar-2020 - 00:00,91.01,262.07,58.07,60.18,118.25,13.86,24.74,2.18,42.59,6.08,12.9,38.43,31.55,,,422.97,0.84,158.28,18-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
18-Mar-2020 - 00:00,71.82,219.44,46.33,79.66,125.99,13.77,21.15,2.1,28.46,2.36,4.2,14.99,31.34,,,438.83,0.95,165.85,19-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
19-Mar-2020 - 00:00,48.38,150.3,32.84,32.16,65.01,15.32,16.44,1.67,22.65,1.84,3.48,11.21,30.07,,,502.86,1.03,169.48,20-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
20-Mar-2020 - 00:00,30.37,149.37,20.76,31.33,52.08,15.46,13.28,1.39,14.8,1.3,2.34,7.89,28.64,,,466.72,1.27,187.65,21-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
21-Mar-2020 - 00:00,28.89,100.77,25.33,22.5,47.82,14.46,13.34,1.36,24.84,1.3,1.93,6.28,28.59,,,456.39,1.28,156.08,22-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
22-Mar-2020 - 00:00,22.43,68.91,8.88,1.29,10.17,10.0,11.31,1.13,29.16,0.81,0.95,3.17,30.39,,,483.99,1.38,110.34,23-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
23-Mar-2020 - 00:00,37.91,93.07,14.67,2.28,16.95,8.68,11.24,1.3,38.56,1.13,1.03,4.02,31.44,,,479.69,1.25,145.17,24-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
24-Mar-2020 - 00:00,48.97,117.5,19.93,2.62,22.55,7.87,11.76,1.34,36.27,1.64,1.15,4.74,31.7,,,454.12,1.09,204.89,25-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
25-Mar-2020 - 00:00,34.13,79.11,11.34,1.93,13.26,6.06,10.46,1.32,24.82,2.87,1.08,3.47,30.92,,,437.97,1.67,228.75,26-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
26-Mar-2020 - 00:00,32.7,63.93,9.09,4.57,13.66,6.35,11.97,2.56,17.57,2.45,3.03,7.69,30.88,,,359.78,1.29,180.75,27-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
27-Mar-2020 - 00:00,33.11,72.68,6.75,4.54,11.3,6.71,13.25,4.02,22.55,2.45,4.29,10.39,31.83,,,410.16,1.45,128.85,28-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
28-Mar-2020 - 00:00,33.06,66.39,8.83,5.02,13.85,6.76,12.93,3.26,33.67,2.26,3.54,9.0,32.23,,,430.7,1.37,113.61,29-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
29-Mar-2020 - 00:00,31.44,64.83,10.88,5.32,16.2,9.32,13.02,2.73,38.33,2.19,3.22,8.25,32.16,,,463.12,1.36,144.21,30-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
30-Mar-2020 - 00:00,34.03,65.89,12.93,7.21,20.15,9.41,14.17,2.52,25.07,2.27,3.21,8.6,31.37,,,445.52,1.05,183.35,31-Mar-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
31-Mar-2020 - 00:00,30.26,67.38,10.96,8.74,19.7,8.67,13.52,2.29,20.02,1.79,2.9,7.91,31.08,,,448.87,1.11,154.39,01-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
01-Apr-2020 - 00:00,28.2,65.06,9.55,6.67,16.21,8.4,13.16,2.14,21.25,1.64,2.63,7.23,31.21,,,491.06,1.18,154.64,02-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
02-Apr-2020 - 00:00,37.94,89.39,9.03,6.93,15.97,8.6,12.94,2.17,25.13,1.96,2.66,7.36,31.91,,,473.79,1.02,156.04,03-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
03-Apr-2020 - 00:00,31.43,94.45,7.5,6.27,13.77,7.65,12.74,1.96,30.15,1.6,2.38,6.65,32.18,,,460.84,1.2,154.2,04-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
04-Apr-2020 - 00:00,34.28,84.64,7.98,6.5,14.47,7.7,12.63,1.96,26.2,1.6,2.31,6.66,31.92,,,471.98,1.28,188.5,05-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
05-Apr-2020 - 00:00,32.2,71.69,8.47,6.85,15.31,7.0,12.44,1.87,25.61,1.71,2.31,6.39,31.45,88.59,,465.46,1.4,188.99,06-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
06-Apr-2020 - 00:00,23.42,57.02,4.92,5.6,10.51,6.04,11.59,1.56,18.72,2.39,1.75,5.05,30.42,66.52,,474.3,1.73,225.17,07-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
07-Apr-2020 - 00:00,29.44,72.3,7.68,5.86,13.53,5.21,11.25,1.26,19.03,1.52,1.54,4.72,30.35,59.21,,467.54,1.46,220.92,08-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
08-Apr-2020 - 00:00,30.46,107.19,6.05,5.99,12.04,4.68,10.95,1.14,16.68,1.23,1.3,3.91,30.01,52.84,,484.14,1.39,176.8,09-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
09-Apr-2020 - 00:00,33.16,105.54,7.46,7.57,15.02,5.87,11.42,1.25,20.0,1.13,1.46,4.45,30.39,4.99,,470.69,1.12,169.47,10-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
10-Apr-2020 - 00:00,32.02,96.15,7.15,6.52,13.68,7.08,12.03,1.54,30.07,1.39,1.77,4.99,31.62,,,463.71,1.32,181.07,11-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
11-Apr-2020 - 00:00,33.46,94.42,6.03,5.87,11.9,6.38,12.28,1.73,23.86,1.71,1.99,5.73,32.42,,,441.53,1.35,193.98,12-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
12-Apr-2020 - 00:00,28.72,72.2,5.98,5.98,11.96,5.18,12.17,1.62,21.56,1.72,1.89,5.3,31.55,,,447.17,1.77,235.96,13-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
13-Apr-2020 - 00:00,24.79,55.07,4.33,5.51,9.84,4.58,12.23,1.62,16.66,1.56,1.72,4.6,30.94,0.18,,635.09,1.71,221.71,14-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
14-Apr-2020 - 00:00,30.68,,5.54,5.14,10.68,4.52,,,,1.4,1.7,4.67,36.28,0.14,,299.43,1.74,230.23,15-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
15-Apr-2020 - 00:00,31.18,,7.17,5.23,12.41,4.61,,,,1.43,1.61,4.5,33.05,,,480.8,1.92,205.87,16-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
16-Apr-2020 - 00:00,21.21,,3.96,4.79,8.76,4.1,,,,1.73,1.41,3.87,29.52,,,3.97,0.64,144.19,17-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
17-Apr-2020 - 00:00,20.0,,3.83,5.38,9.2,4.15,,,,1.02,1.43,3.87,29.71,,,,1.0,164.97,18-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
18-Apr-2020 - 00:00,19.33,,3.65,5.27,8.92,4.28,,,,1.81,1.55,4.47,30.97,,,779.84,1.43,184.7,19-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
19-Apr-2020 - 00:00,23.41,,3.88,4.87,8.75,4.68,,,,1.88,1.48,4.35,33.32,0.37,,305.35,1.16,129.14,20-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
20-Apr-2020 - 00:00,32.93,63.42,7.61,5.92,13.53,5.48,11.11,1.35,22.54,1.3,1.37,4.32,34.94,,,224.71,1.43,129.58,21-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
21-Apr-2020 - 00:00,24.11,63.75,9.05,13.1,22.15,7.62,12.14,1.39,26.73,0.93,1.03,3.64,32.06,4.2,,473.23,1.36,198.05,22-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
22-Apr-2020 - 00:00,20.98,57.99,6.99,3.96,10.95,6.27,11.35,1.28,101.36,0.75,1.03,3.52,31.93,20.78,,453.53,1.49,195.82,23-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
23-Apr-2020 - 00:00,21.69,60.7,6.98,3.68,10.65,5.26,11.4,1.29,145.44,1.16,1.0,3.33,32.53,5.48,,444.24,1.56,217.88,24-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
24-Apr-2020 - 00:00,21.07,47.0,6.53,5.56,12.09,4.5,11.5,1.33,124.87,0.64,1.05,3.49,32.97,,,456.22,1.41,195.44,25-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
25-Apr-2020 - 00:00,18.17,57.26,5.27,4.06,9.33,3.71,11.52,1.3,127.43,0.79,0.99,3.23,32.08,,,454.44,1.54,205.03,26-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
26-Apr-2020 - 00:00,20.77,57.08,8.98,4.78,13.76,3.5,11.61,1.43,154.9,0.85,1.11,3.6,31.94,,,527.74,1.31,166.09,27-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
27-Apr-2020 - 00:00,18.23,48.31,5.8,4.61,10.41,3.15,11.2,1.39,153.63,0.51,1.0,3.11,31.85,,,444.34,1.41,179.51,28-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
28-Apr-2020 - 00:00,20.12,56.95,5.29,3.23,8.52,3.11,11.14,1.43,110.05,0.47,0.93,2.96,32.67,,,442.77,1.49,122.11,29-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
29-Apr-2020 - 00:00,21.22,63.31,6.16,4.23,10.39,2.86,11.39,1.42,81.11,0.76,0.91,2.86,32.61,,,435.04,1.84,219.22,30-Apr-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
30-Apr-2020 - 00:00,22.33,67.63,6.32,3.75,10.07,2.78,11.21,1.4,93.07,0.91,0.87,2.7,32.5,,,412.25,1.88,234.26,01-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
