from date,PM2.5,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,RH,BP,SR,WD,VWS,WS,RF,AT,to date,station
13-Nov-2020 - 00:00,6.54,12.54,5.8,3.71,12.52,9.68,5.59,0.75,27.86,0.45,1.04,0.11,29.24,88.39,,9.68,222.05,-0.11,1.82,0.0,19.57,14-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
14-Nov-2020 - 00:00,17.66,30.01,4.23,3.48,13.6,10.07,6.26,0.78,41.38,0.79,1.0,0.12,29.11,86.72,,29.14,217.71,-0.11,2.21,0.0,20.01,15-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
15-Nov-2020 - 00:00,9.8,15.07,5.31,4.24,16.72,12.34,5.69,0.82,31.98,0.76,1.2,0.12,29.33,89.0,,5.6,220.01,-0.1,2.12,0.01,19.53,16-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
16-Nov-2020 - 00:00,6.82,12.7,4.76,7.15,19.19,16.03,5.36,0.81,21.35,0.58,1.63,0.14,29.39,89.0,,5.76,223.23,-0.1,1.22,0.01,19.29,17-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
17-Nov-2020 - 00:00,10.68,19.52,5.21,5.46,17.64,13.83,5.51,,20.66,0.54,1.69,0.66,29.31,88.94,,11.34,232.34,-0.09,1.2,0.02,19.35,18-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
18-Nov-2020 - 00:00,14.19,27.32,4.32,6.78,18.83,15.54,5.88,,20.02,0.68,2.3,0.18,29.26,86.43,,19.79,223.39,-0.09,0.88,0.94,20.2,19-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
19-Nov-2020 - 00:00,14.5,25.54,5.44,5.96,16.35,13.54,5.77,0.79,19.39,0.62,2.45,0.17,29.14,85.15,,42.5,192.11,-0.1,1.2,0.81,20.2,20-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
20-Nov-2020 - 00:00,17.01,29.54,5.87,13.15,26.49,24.78,5.7,0.6,18.0,1.13,3.46,0.24,29.06,75.09,,73.71,183.95,-0.04,0.72,0.0,19.84,21-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
21-Nov-2020 - 00:00,24.2,36.08,5.32,9.46,37.57,27.68,6.28,0.73,30.1,0.86,3.42,0.97,28.91,61.25,,78.17,201.89,-0.05,0.83,0.0,19.64,22-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
22-Nov-2020 - 00:00,32.32,46.76,8.1,5.65,27.52,19.23,7.54,0.71,41.43,0.86,2.28,0.17,28.84,68.66,,47.24,200.18,-0.09,1.35,0.0,19.77,23-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
23-Nov-2020 - 00:00,37.51,49.04,5.64,4.73,17.84,13.34,8.2,0.73,34.62,0.86,1.58,0.15,28.11,85.22,,23.98,229.04,-0.1,2.36,0.0,19.56,24-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
24-Nov-2020 - 00:00,60.74,81.15,5.23,4.53,20.02,14.33,9.56,0.83,50.22,1.71,2.35,0.19,28.59,85.77,,7.0,261.73,-0.07,2.47,0.0,19.15,25-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
25-Nov-2020 - 00:00,34.04,53.74,5.41,5.41,20.11,15.09,7.74,0.73,42.64,1.43,1.54,0.13,28.74,88.6,,5.48,248.79,-0.05,3.2,0.36,17.94,26-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
26-Nov-2020 - 00:00,5.65,10.8,5.37,4.99,14.54,11.8,5.76,0.58,30.62,0.38,0.63,0.1,28.44,89.0,,5.86,221.24,-0.02,3.44,1.26,18.08,27-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
27-Nov-2020 - 00:00,8.13,13.33,4.01,8.34,21.56,18.26,5.69,0.67,27.19,0.61,1.78,0.63,28.53,88.17,,13.85,237.01,0.03,1.13,0.45,17.43,28-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
28-Nov-2020 - 00:00,14.41,24.54,5.34,10.94,24.46,21.9,5.78,0.77,19.71,0.99,2.83,0.19,28.59,87.85,,8.91,309.51,-0.05,0.68,0.38,18.77,29-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
29-Nov-2020 - 00:00,15.8,25.96,4.8,10.18,19.66,18.73,5.89,0.71,19.13,0.8,2.02,0.17,28.11,87.77,,13.59,289.84,-0.06,1.06,0.06,19.11,30-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
30-Nov-2020 - 00:00,30.69,49.72,5.45,5.08,19.65,14.58,6.73,0.76,35.56,1.24,1.87,0.18,28.41,86.45,,16.92,245.53,-0.07,1.85,0.01,19.07,01-Dec-2020 - 00:00,"Tirumala, Tirupati - APPCB"
01-Dec-2020 - 00:00,31.0,42.0,8.6,2.95,17.65,11.75,7.0,0.68,45.7,1.05,1.0,0.1,28.6,89.0,,4.0,288.5,-0.05,2.7,0.0,18.05,02-Dec-2020 - 00:00,"Tirumala, Tirupati - APPCB"
