from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,WS,WD,AT,RH,BP,SR,RF,to date,station
11-Jan-2020 - 00:00,148.38,232.15,45.34,4.87,27.89,55.85,8.65,1.27,34.54,0.67,5.2,1.93,259.43,12.92,68.16,740.27,81.71,,12-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
12-Jan-2020 - 00:00,250.23,380.23,71.57,22.11,56.04,80.33,15.33,1.97,19.46,1.29,8.73,1.35,227.92,14.72,68.86,740.28,66.53,,13-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
13-Jan-2020 - 00:00,257.99,418.43,68.39,15.41,48.91,81.25,13.92,1.7,18.97,1.45,5.25,2.42,121.84,15.75,74.95,739.72,49.28,1.0,14-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
14-Jan-2020 - 00:00,137.15,177.35,30.11,3.82,19.21,63.24,5.15,1.09,20.1,0.56,3.69,2.66,276.95,13.29,87.86,739.98,53.89,1.0,15-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
15-Jan-2020 - 00:00,121.74,172.23,33.32,5.07,21.94,51.39,7.65,1.01,26.39,0.56,4.73,2.48,266.47,12.96,84.81,740.01,72.41,1.0,16-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
16-Jan-2020 - 00:00,151.15,205.27,37.87,7.73,25.8,50.1,7.38,1.05,11.11,0.79,5.84,2.04,237.36,12.24,91.24,739.78,38.36,3.86,17-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
17-Jan-2020 - 00:00,105.55,143.82,28.82,6.68,20.84,40.78,6.01,0.92,15.87,0.49,4.73,2.26,222.32,13.39,92.77,740.15,50.52,3.03,18-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
18-Jan-2020 - 00:00,108.68,152.57,31.36,5.75,21.45,36.71,3.9,1.16,20.12,0.64,5.67,1.8,223.14,11.71,85.44,740.15,50.66,1.0,19-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
19-Jan-2020 - 00:00,128.99,185.71,22.68,3.58,15.06,39.34,3.12,1.15,27.82,0.4,2.65,3.11,249.4,10.57,87.52,740.23,72.07,1.0,20-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
20-Jan-2020 - 00:00,91.04,151.5,12.86,2.19,8.62,40.05,2.92,0.89,29.57,0.33,1.22,3.01,248.82,10.0,,740.0,12.0,,21-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
21-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,22-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
22-Jan-2020 - 00:00,198.98,290.54,41.44,7.32,27.99,55.14,3.98,1.77,24.62,0.88,8.2,2.78,243.14,14.2,86.7,740.48,75.06,,23-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
23-Jan-2020 - 00:00,74.93,141.53,23.56,3.44,15.44,41.58,3.94,0.78,41.21,0.3,2.63,4.02,250.68,13.5,67.78,740.38,87.77,1.0,24-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
24-Jan-2020 - 00:00,99.51,185.28,32.77,3.77,20.26,45.29,6.79,0.92,49.91,0.42,3.89,3.76,242.21,14.2,56.36,740.18,89.32,,25-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
25-Jan-2020 - 00:00,185.67,301.29,52.58,9.26,35.35,64.08,13.31,1.42,43.05,0.82,5.67,1.49,242.43,14.43,65.36,740.24,82.58,,26-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
26-Jan-2020 - 00:00,260.28,388.82,50.6,15.42,39.54,79.59,8.12,1.67,,0.96,5.97,1.75,237.78,15.12,71.84,740.11,78.01,,27-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
27-Jan-2020 - 00:00,288.23,451.23,75.88,35.87,69.52,97.8,13.62,2.36,29.75,1.65,7.09,1.94,146.16,15.71,72.6,739.86,44.86,1.0,28-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
28-Jan-2020 - 00:00,110.66,146.04,31.31,4.83,20.68,52.9,5.95,1.09,26.3,0.62,2.04,3.43,103.59,15.65,81.98,739.73,56.61,4.75,29-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
29-Jan-2020 - 00:00,100.3,139.8,29.43,4.15,19.13,44.96,5.59,0.93,28.46,0.47,5.01,2.02,223.86,15.26,76.16,740.38,81.92,1.0,30-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
30-Jan-2020 - 00:00,99.91,171.17,33.12,5.57,22.24,42.17,7.0,0.91,26.03,0.43,2.84,2.69,259.62,14.14,77.47,740.39,85.07,,31-Jan-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
31-Jan-2020 - 00:00,115.9,193.41,35.5,8.36,25.77,40.58,4.95,1.0,27.48,0.49,4.61,2.28,240.51,12.37,77.64,739.97,78.32,1.0,01-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
01-Feb-2020 - 00:00,150.83,239.63,40.23,18.87,36.83,50.48,5.61,1.17,25.19,0.79,5.89,1.99,257.36,12.89,78.84,740.11,81.19,,02-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
02-Feb-2020 - 00:00,152.68,242.82,39.26,7.92,27.41,50.92,5.6,1.22,25.43,0.54,4.13,2.39,258.45,12.78,81.45,740.31,79.15,1.0,03-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
03-Feb-2020 - 00:00,174.42,288.07,48.19,18.67,40.9,53.48,8.32,1.25,34.55,1.28,6.43,1.84,229.92,14.43,66.98,740.57,88.11,1.0,04-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
04-Feb-2020 - 00:00,222.68,378.66,64.33,16.87,48.03,65.32,13.2,1.62,40.4,1.32,4.43,1.63,159.69,14.95,64.18,740.16,73.79,,05-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
05-Feb-2020 - 00:00,178.05,289.92,39.38,7.65,27.25,56.5,10.71,1.13,31.28,0.64,5.87,2.64,272.97,14.62,69.06,740.41,81.75,,06-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
06-Feb-2020 - 00:00,149.44,248.7,45.07,10.88,32.91,49.44,7.94,1.1,36.69,0.67,3.86,2.02,246.98,13.97,67.81,740.1,84.48,,07-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
07-Feb-2020 - 00:00,166.08,288.77,47.08,15.39,37.2,55.67,13.14,1.14,33.04,0.62,5.17,1.86,257.72,14.21,67.01,740.37,81.09,,08-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
08-Feb-2020 - 00:00,169.0,274.66,38.03,5.34,24.67,52.8,13.72,1.33,34.23,0.53,4.53,2.58,270.23,14.59,69.53,740.75,82.75,,09-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
09-Feb-2020 - 00:00,179.13,284.0,44.44,7.28,29.61,54.03,13.5,1.28,31.34,0.64,2.73,1.94,265.72,14.95,68.76,740.84,88.13,,10-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
10-Feb-2020 - 00:00,185.0,315.85,48.14,9.25,33.13,53.85,16.82,1.39,37.61,0.78,7.69,1.86,270.66,15.58,65.14,740.76,89.76,,11-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
11-Feb-2020 - 00:00,191.4,324.9,50.17,21.23,44.03,59.55,13.33,1.39,40.83,0.82,11.15,1.7,266.04,15.73,65.31,740.89,86.27,,12-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
12-Feb-2020 - 00:00,212.53,352.62,37.41,5.93,24.81,57.05,14.68,1.19,42.86,0.57,4.83,3.3,256.15,17.16,68.31,740.84,82.52,,13-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
13-Feb-2020 - 00:00,97.47,205.08,21.71,3.76,14.71,43.51,13.5,0.73,48.34,0.28,3.73,4.12,255.12,19.19,62.39,740.74,88.57,,14-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
14-Feb-2020 - 00:00,72.78,190.98,18.74,3.29,12.72,37.33,10.15,0.72,50.22,0.27,2.08,5.01,267.53,18.27,60.22,740.38,92.54,,15-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
15-Feb-2020 - 00:00,98.92,221.08,30.61,3.85,19.51,34.26,13.9,0.83,48.48,0.39,2.46,3.68,258.77,18.07,51.45,740.21,94.64,,16-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
16-Feb-2020 - 00:00,182.92,323.44,50.95,9.35,34.79,43.77,20.61,1.33,39.47,0.59,4.22,2.24,261.55,18.6,58.46,740.84,92.01,,17-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
17-Feb-2020 - 00:00,191.3,347.8,50.48,17.83,41.43,51.59,19.04,1.28,40.85,0.58,8.54,2.51,245.58,19.05,58.83,740.92,92.64,,18-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
18-Feb-2020 - 00:00,178.44,313.3,45.75,27.32,46.64,43.26,22.94,1.6,53.4,0.78,6.71,2.73,240.69,19.34,48.82,740.66,94.59,,19-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
19-Feb-2020 - 00:00,211.77,479.96,60.38,85.05,101.32,65.21,21.81,2.13,40.98,2.06,13.78,3.13,80.93,19.37,57.09,740.53,73.52,,20-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
20-Feb-2020 - 00:00,127.14,308.34,32.45,3.75,20.31,54.0,17.74,1.21,55.59,0.7,2.09,4.8,100.96,20.56,60.43,740.69,83.59,3.17,21-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
21-Feb-2020 - 00:00,54.76,76.44,17.9,3.36,12.36,45.32,6.02,0.99,41.25,0.35,1.08,4.2,127.09,16.49,83.35,740.39,37.83,6.5,22-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
22-Feb-2020 - 00:00,68.22,126.53,30.08,5.12,20.27,39.56,8.84,1.31,30.24,0.73,5.06,2.01,146.33,18.52,74.48,741.12,83.44,,23-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
23-Feb-2020 - 00:00,104.71,173.55,32.44,10.74,26.08,54.59,11.07,0.98,33.78,0.45,2.74,2.0,237.08,19.83,73.44,741.06,84.54,,24-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
24-Feb-2020 - 00:00,74.56,140.88,30.05,5.33,20.41,45.46,10.86,0.85,36.61,0.31,3.18,2.19,278.53,19.54,68.99,740.77,95.58,,25-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
25-Feb-2020 - 00:00,157.17,253.21,35.48,5.7,23.61,50.17,14.77,1.13,43.78,0.41,4.8,1.97,265.02,20.09,73.0,740.69,89.42,,26-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
26-Feb-2020 - 00:00,191.35,309.84,51.4,26.78,49.18,55.44,13.34,1.45,39.41,0.81,6.31,2.12,182.72,20.79,71.7,740.88,85.04,,27-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
27-Feb-2020 - 00:00,156.16,269.25,45.73,11.82,34.02,57.73,12.28,1.25,44.8,1.94,3.85,2.46,82.77,20.4,76.03,740.8,76.32,,28-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
28-Feb-2020 - 00:00,108.38,209.39,32.9,4.32,21.11,51.46,13.18,0.99,45.43,0.7,1.89,4.19,88.8,21.06,72.79,740.67,80.68,,29-Feb-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
29-Feb-2020 - 00:00,72.04,151.46,29.04,4.62,19.29,43.61,10.29,0.83,41.73,0.47,1.71,4.35,88.54,20.06,75.34,740.39,79.05,4.29,01-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
01-Mar-2020 - 00:00,59.49,114.22,40.43,4.46,25.25,37.49,10.92,1.24,51.84,0.98,2.33,1.92,111.85,20.19,71.58,740.8,104.83,,02-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
02-Mar-2020 - 00:00,115.31,195.27,38.79,7.44,26.77,56.73,12.25,1.12,2.72,0.57,4.84,1.52,256.21,21.93,69.39,740.88,95.52,,03-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
03-Mar-2020 - 00:00,105.59,199.54,39.79,6.36,26.43,50.27,11.68,1.03,43.52,0.48,2.53,2.06,240.18,21.92,62.6,740.67,99.26,,04-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
04-Mar-2020 - 00:00,103.35,217.8,33.53,4.62,21.69,46.63,13.17,1.0,52.18,0.66,1.75,2.93,124.97,21.63,62.38,740.53,93.61,15.5,05-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
05-Mar-2020 - 00:00,40.69,85.55,24.88,3.85,16.45,38.84,8.63,0.88,43.42,0.5,1.45,3.98,109.33,19.72,72.97,740.36,79.82,4.08,06-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
06-Mar-2020 - 00:00,24.86,37.97,20.61,3.25,13.71,29.5,4.07,0.83,43.25,0.32,1.16,4.95,94.23,16.68,83.4,739.8,77.92,8.78,07-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
07-Mar-2020 - 00:00,59.65,108.1,29.66,4.78,19.76,30.14,6.87,1.13,40.42,0.6,1.93,2.9,108.18,17.57,80.65,740.33,64.99,,08-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
08-Mar-2020 - 00:00,87.81,139.09,31.35,10.8,25.54,33.55,4.18,1.07,29.77,0.5,5.18,2.1,230.98,17.79,76.29,740.54,97.21,,09-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
09-Mar-2020 - 00:00,76.05,158.77,21.47,3.4,14.29,31.73,6.1,1.05,37.39,0.24,1.36,3.46,258.38,18.65,65.84,740.41,121.03,1.0,10-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
10-Mar-2020 - 00:00,122.56,211.99,24.12,3.09,15.44,32.76,12.5,1.16,11.79,0.53,1.82,2.07,189.28,19.99,58.05,740.5,112.72,,11-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
11-Mar-2020 - 00:00,75.14,164.64,21.08,3.52,14.17,40.11,11.87,1.09,49.24,0.46,1.37,4.32,108.08,21.59,65.05,740.34,97.92,1.25,12-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
12-Mar-2020 - 00:00,71.07,185.89,25.73,4.56,17.49,39.46,9.57,1.08,33.37,0.74,1.58,3.35,139.53,22.14,66.31,740.68,98.93,,13-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
13-Mar-2020 - 00:00,93.49,261.46,42.26,15.31,34.15,37.68,16.22,1.08,29.8,0.72,2.78,2.38,146.42,21.59,54.91,740.79,91.3,,14-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
14-Mar-2020 - 00:00,46.97,82.45,22.34,3.22,14.51,33.03,14.55,0.8,34.2,0.8,1.81,2.83,124.59,18.29,79.84,740.48,84.43,14.25,15-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
15-Mar-2020 - 00:00,67.55,112.78,23.36,5.76,17.19,28.91,13.1,0.83,40.71,0.35,1.87,1.54,187.45,18.24,73.69,740.91,114.16,,16-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
16-Mar-2020 - 00:00,69.87,154.04,24.57,2.91,14.94,33.47,15.37,0.98,39.44,0.32,2.52,2.15,263.49,19.86,72.45,740.94,96.67,,17-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
17-Mar-2020 - 00:00,82.18,178.26,29.73,3.17,18.05,33.81,16.21,1.1,39.35,0.31,2.66,2.24,271.21,21.04,68.5,741.02,105.62,,18-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
18-Mar-2020 - 00:00,84.97,180.22,26.36,3.48,16.95,37.6,12.31,1.05,47.31,0.34,6.41,2.65,273.93,22.57,64.22,741.11,122.24,,19-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
19-Mar-2020 - 00:00,114.06,229.14,36.42,5.85,23.97,45.08,17.92,1.1,45.67,0.47,5.43,1.96,245.14,23.76,66.23,740.91,114.86,,20-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
20-Mar-2020 - 00:00,123.57,279.48,42.12,8.88,29.72,41.34,21.89,1.33,47.76,0.93,2.95,2.09,120.93,24.91,59.07,741.0,107.31,,21-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
21-Mar-2020 - 00:00,131.36,298.72,38.74,16.45,34.08,52.43,22.79,1.55,45.57,0.73,5.64,2.06,222.95,24.92,61.23,740.99,95.99,,22-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
22-Mar-2020 - 00:00,113.74,181.56,17.79,3.72,12.59,41.72,23.37,1.0,47.66,0.51,1.07,2.28,223.95,24.12,60.61,741.06,119.39,,23-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
23-Mar-2020 - 00:00,88.87,165.85,17.46,2.44,11.08,38.57,28.84,1.23,46.09,0.33,2.2,1.77,238.18,24.99,53.63,741.12,111.5,,24-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
24-Mar-2020 - 00:00,79.15,137.07,19.25,2.7,12.41,39.49,31.91,1.77,39.92,0.55,1.39,2.37,132.26,24.69,57.97,740.74,99.54,2.25,25-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
25-Mar-2020 - 00:00,52.58,93.73,12.24,2.68,8.65,45.54,17.7,1.44,31.7,0.29,1.37,2.15,227.68,24.74,66.51,741.0,122.07,,26-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
26-Mar-2020 - 00:00,51.67,103.12,8.7,2.66,6.77,44.74,16.01,1.22,21.68,0.17,0.76,3.09,263.84,24.33,69.14,741.09,93.53,,27-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
27-Mar-2020 - 00:00,25.96,52.57,6.69,2.63,5.55,36.12,14.19,1.27,24.02,0.18,0.64,3.38,181.0,21.49,77.34,740.7,52.25,6.97,28-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
28-Mar-2020 - 00:00,28.39,46.75,8.7,2.39,6.39,32.06,15.13,1.38,22.93,0.16,0.69,2.63,254.95,21.62,76.39,740.97,129.45,1.0,29-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
29-Mar-2020 - 00:00,37.64,73.64,9.4,2.22,6.58,32.43,16.55,1.53,26.97,0.13,0.59,2.75,273.34,21.87,70.7,740.54,43.64,,30-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
30-Mar-2020 - 00:00,39.02,83.28,10.49,2.26,7.26,29.82,16.69,1.41,40.23,0.11,0.54,3.31,268.11,23.16,59.41,740.88,130.0,,31-Mar-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
31-Mar-2020 - 00:00,43.0,95.71,10.61,2.24,7.29,31.15,16.28,1.28,41.44,0.11,0.81,2.87,264.2,23.65,58.64,740.9,116.05,,01-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
01-Apr-2020 - 00:00,43.53,94.64,10.85,3.04,8.34,31.81,15.55,0.76,44.88,0.13,0.63,2.81,242.35,25.26,54.75,741.01,133.94,,02-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
02-Apr-2020 - 00:00,31.69,83.68,9.6,2.8,7.48,31.16,8.62,0.79,46.59,0.1,0.41,3.86,281.15,24.39,56.03,740.98,141.16,,03-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
03-Apr-2020 - 00:00,42.01,98.24,14.5,2.99,10.35,30.19,9.49,0.96,52.6,0.13,0.76,2.84,269.24,22.47,48.5,740.85,125.75,,04-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
04-Apr-2020 - 00:00,66.43,127.82,20.79,2.91,13.52,32.42,12.86,0.95,51.64,0.21,1.02,2.47,274.21,25.18,45.01,741.11,142.82,,05-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
05-Apr-2020 - 00:00,79.55,150.28,18.7,2.79,12.31,41.28,19.28,1.07,57.74,0.31,1.08,2.09,195.62,26.31,47.35,741.25,131.35,,06-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
06-Apr-2020 - 00:00,89.56,168.34,16.69,2.82,11.26,42.59,18.45,0.83,52.58,0.39,1.37,2.55,264.12,28.34,43.11,741.53,137.95,,07-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
07-Apr-2020 - 00:00,33.64,136.16,13.32,2.92,9.49,36.93,10.05,0.85,51.64,0.12,0.76,3.94,273.06,26.43,47.89,741.07,146.03,,08-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
08-Apr-2020 - 00:00,26.34,113.82,10.53,3.34,8.39,33.56,17.17,1.26,50.47,0.11,0.72,3.57,278.14,25.86,42.18,740.98,116.47,,09-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
09-Apr-2020 - 00:00,49.94,120.95,12.41,3.34,9.35,35.68,18.04,1.46,52.65,0.16,0.95,2.66,269.05,26.05,42.83,741.14,116.2,,10-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
10-Apr-2020 - 00:00,62.75,150.93,15.02,3.39,10.9,40.59,23.11,1.54,51.82,0.26,2.11,1.64,259.94,28.9,37.34,741.56,129.35,,11-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
11-Apr-2020 - 00:00,88.88,192.75,14.74,3.23,10.6,47.79,29.02,1.4,53.35,0.39,1.6,1.85,210.14,30.26,38.08,741.76,102.03,,12-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
12-Apr-2020 - 00:00,46.09,139.9,10.06,2.88,7.79,39.69,10.65,0.8,58.32,0.15,0.68,2.76,267.49,29.25,39.73,741.3,138.48,,13-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
13-Apr-2020 - 00:00,73.42,198.72,16.52,3.08,11.4,43.62,17.29,0.78,54.34,0.27,1.24,2.41,250.79,31.43,36.32,741.44,134.1,,14-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
14-Apr-2020 - 00:00,80.69,217.44,21.87,3.0,14.18,57.96,18.31,0.92,61.18,0.46,1.8,1.49,166.39,33.19,33.76,741.9,114.02,,15-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
15-Apr-2020 - 00:00,88.16,294.89,22.97,3.02,14.77,60.03,16.28,0.97,52.83,0.58,1.77,2.18,156.49,32.99,31.23,741.68,126.2,,16-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
16-Apr-2020 - 00:00,111.94,329.11,22.72,3.2,14.79,56.8,21.26,1.01,54.54,0.53,1.5,2.51,247.53,32.02,32.89,741.38,122.93,,17-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
17-Apr-2020 - 00:00,31.69,139.51,9.45,2.69,7.31,38.23,11.66,0.81,64.55,0.17,0.53,3.35,195.68,31.05,32.2,741.3,119.06,,18-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
18-Apr-2020 - 00:00,37.57,149.46,8.72,2.94,7.14,35.51,15.29,1.33,61.26,0.25,0.51,3.27,102.77,28.95,42.66,741.22,103.11,1.12,19-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
19-Apr-2020 - 00:00,48.7,116.34,11.27,2.93,8.48,37.75,17.49,0.87,57.24,0.28,0.69,2.49,219.44,28.55,44.29,741.11,142.28,1.0,20-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
20-Apr-2020 - 00:00,83.32,202.81,19.62,3.21,13.12,50.15,14.56,1.06,46.97,0.55,1.14,2.71,186.45,27.65,43.05,741.0,86.59,,21-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
21-Apr-2020 - 00:00,60.97,162.45,13.54,2.9,9.65,41.68,13.45,0.88,62.57,0.26,0.87,2.27,248.44,27.82,44.57,741.12,132.38,,22-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
22-Apr-2020 - 00:00,86.66,237.58,19.29,3.13,12.9,44.21,20.63,1.16,64.85,0.44,1.46,1.83,197.89,29.59,35.05,741.18,142.14,,23-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
23-Apr-2020 - 00:00,93.31,239.17,23.59,2.97,15.05,51.34,18.83,1.25,58.62,0.58,1.71,2.4,176.02,29.89,34.45,741.24,76.33,,24-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
24-Apr-2020 - 00:00,89.32,238.7,24.46,4.13,16.47,59.52,16.67,1.07,63.97,0.64,2.04,2.0,115.79,30.38,39.95,741.09,135.71,,25-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
25-Apr-2020 - 00:00,46.73,171.48,17.39,2.82,11.64,51.99,7.89,1.01,70.83,0.27,1.28,2.21,164.3,31.46,35.08,741.24,118.18,,26-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
