from date,NO2,NH3,NO,NOx,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Temp,AT,WS,WD,RH,BP,to date,station
25-Aug-2020 - 00:00,17.35,7.21,8.45,23.15,,0.72,33.28,29.85,79.38,0.17,0.79,27.44,25.89,1.39,216.85,63.15,715.29,26-Aug-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
26-Aug-2020 - 00:00,17.4,7.53,9.45,21.29,,0.76,36.69,29.06,80.49,0.18,0.88,27.39,26.38,1.33,240.14,64.3,715.06,27-Aug-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
27-Aug-2020 - 00:00,17.99,7.35,,24.89,,0.79,42.41,32.14,88.77,0.18,0.9,26.91,26.23,1.5,245.18,59.83,713.92,28-Aug-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
28-Aug-2020 - 00:00,17.52,7.41,10.05,21.71,,0.72,33.54,30.51,88.23,0.18,0.85,27.08,25.98,1.6,231.76,60.59,713.24,29-Aug-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
29-Aug-2020 - 00:00,17.06,7.37,7.45,14.66,,0.57,35.72,26.19,67.35,0.17,0.85,26.85,26.51,1.88,230.93,60.82,713.21,30-Aug-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
30-Aug-2020 - 00:00,14.92,7.3,5.5,12.69,,0.54,26.34,21.66,55.53,0.18,0.86,27.69,25.51,1.86,234.62,67.49,714.26,31-Aug-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
31-Aug-2020 - 00:00,17.85,7.19,,17.25,,0.7,36.66,22.26,59.49,0.15,0.78,27.81,25.8,1.42,211.82,70.53,714.29,01-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
01-Sep-2020 - 00:00,17.75,7.36,5.3,19.21,,0.65,33.18,23.74,56.2,0.14,0.7,27.83,24.6,1.19,191.44,76.4,714.42,02-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
02-Sep-2020 - 00:00,16.95,7.57,10.25,14.17,,0.57,29.51,25.28,50.72,0.14,0.71,27.47,23.87,1.01,192.32,79.93,713.34,03-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
03-Sep-2020 - 00:00,15.24,7.39,10.2,11.62,,0.41,31.8,21.01,36.61,0.09,0.46,27.75,24.45,1.01,125.23,76.58,713.17,04-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
04-Sep-2020 - 00:00,12.73,7.12,1.2,7.38,,0.34,34.41,21.04,38.51,0.09,0.34,26.99,25.68,1.27,94.04,72.89,713.07,05-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
05-Sep-2020 - 00:00,14.77,7.44,0.7,8.92,,0.46,37.6,38.0,62.29,0.1,0.42,26.88,25.66,1.16,114.97,74.21,712.28,06-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
06-Sep-2020 - 00:00,12.88,7.15,0.5,7.35,,0.41,32.65,32.38,52.87,0.1,0.43,26.97,26.53,1.42,115.68,71.55,712.12,07-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
07-Sep-2020 - 00:00,15.14,6.53,5.7,12.32,,0.48,32.42,15.24,42.13,0.16,0.8,26.97,24.91,2.18,215.43,71.45,712.99,08-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
08-Sep-2020 - 00:00,15.73,6.8,,13.83,,0.53,30.93,17.31,39.96,0.17,0.79,27.5,25.61,1.6,216.71,72.29,713.14,09-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
09-Sep-2020 - 00:00,16.36,6.92,8.05,13.16,,0.52,26.25,19.14,40.79,0.16,0.79,27.45,24.84,1.59,213.72,76.91,712.53,10-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
10-Sep-2020 - 00:00,16.3,6.97,3.5,13.24,,0.5,27.41,16.49,45.32,0.18,0.82,27.46,23.81,2.34,225.53,76.33,711.49,11-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
11-Sep-2020 - 00:00,15.37,6.99,4.8,13.68,,0.49,28.49,18.24,49.91,0.18,0.82,27.48,22.91,2.5,223.62,77.07,711.82,12-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
12-Sep-2020 - 00:00,15.33,7.27,11.68,15.76,3.49,0.51,27.87,17.18,38.02,0.19,0.84,27.74,22.02,2.22,230.54,84.45,714.01,13-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
13-Sep-2020 - 00:00,16.13,7.85,11.66,18.06,2.02,0.63,25.01,16.4,39.16,0.2,0.9,27.4,22.13,2.13,245.96,84.02,713.99,14-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
14-Sep-2020 - 00:00,16.36,7.57,13.04,19.29,1.44,0.61,22.49,21.26,61.16,0.2,0.95,27.09,23.44,2.24,257.66,78.72,712.83,15-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
15-Sep-2020 - 00:00,16.6,7.44,11.29,18.0,2.06,0.66,31.67,23.5,75.24,0.2,0.89,27.16,23.65,2.1,240.32,76.8,712.69,16-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
16-Sep-2020 - 00:00,15.86,7.45,9.25,15.96,2.4,0.61,30.0,20.45,63.2,0.1,0.78,27.32,23.69,2.47,244.61,75.88,712.97,17-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
17-Sep-2020 - 00:00,16.46,7.41,8.15,15.38,3.15,0.58,30.97,22.69,64.41,0.1,0.76,27.01,24.62,2.11,237.09,74.45,713.42,18-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
18-Sep-2020 - 00:00,14.77,7.44,12.27,17.83,2.66,0.69,28.44,15.22,59.74,0.1,0.79,27.05,24.59,2.63,247.64,74.1,712.42,19-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
19-Sep-2020 - 00:00,15.28,7.74,8.63,15.15,2.17,0.44,33.03,19.99,49.87,0.1,0.75,27.18,22.85,2.51,232.74,78.76,710.43,20-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
20-Sep-2020 - 00:00,14.41,7.68,6.8,13.19,2.2,0.42,23.35,12.41,23.47,0.1,0.77,27.83,20.96,2.58,238.17,86.17,710.41,21-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
21-Sep-2020 - 00:00,14.5,7.73,8.04,14.24,1.7,0.5,26.49,17.81,44.57,0.1,0.75,27.34,22.51,2.92,235.09,77.68,710.2,22-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
22-Sep-2020 - 00:00,15.04,7.66,6.73,13.48,1.47,0.46,29.65,20.14,48.65,0.1,0.71,27.22,22.26,2.52,226.0,78.16,711.33,23-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
23-Sep-2020 - 00:00,17.37,7.51,11.17,18.32,2.43,0.66,33.74,26.33,84.49,0.1,0.74,27.14,23.33,2.2,230.1,71.99,713.34,24-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
24-Sep-2020 - 00:00,16.91,7.57,9.45,16.68,1.87,0.59,30.12,25.82,71.79,0.1,0.72,27.25,24.16,1.72,226.16,72.67,715.02,25-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
25-Sep-2020 - 00:00,16.12,7.41,6.95,14.23,2.25,0.54,34.44,23.82,60.45,0.1,0.71,26.95,25.33,1.95,222.96,70.15,714.44,26-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
26-Sep-2020 - 00:00,17.11,7.75,17.06,22.98,2.31,0.69,35.54,26.34,68.44,0.1,0.79,27.5,23.45,1.73,250.6,76.51,714.57,27-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
27-Sep-2020 - 00:00,17.11,7.84,16.83,22.79,2.81,0.75,31.58,24.5,68.0,0.1,0.71,27.47,23.98,1.45,222.57,72.82,715.05,28-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
28-Sep-2020 - 00:00,17.34,7.94,13.73,20.38,2.4,0.74,34.07,32.74,67.11,0.1,0.68,27.4,24.55,1.14,215.68,75.86,714.12,29-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
29-Sep-2020 - 00:00,18.5,8.18,14.23,21.41,2.62,0.7,27.95,29.74,63.32,0.1,0.73,27.84,23.24,1.41,231.99,80.41,713.83,30-Sep-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
30-Sep-2020 - 00:00,19.61,7.78,17.88,24.97,3.12,0.77,33.51,27.97,65.57,0.1,0.79,27.5,23.23,1.52,246.2,77.65,713.13,01-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
01-Oct-2020 - 00:00,20.35,7.59,23.34,29.79,4.91,0.97,35.06,31.77,90.18,0.09,0.79,27.1,23.98,1.82,245.49,68.45,713.42,02-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
02-Oct-2020 - 00:00,21.06,7.78,9.97,19.3,4.42,0.73,29.02,34.03,82.89,0.1,0.79,26.83,25.5,1.48,247.85,67.88,713.26,03-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
03-Oct-2020 - 00:00,18.55,7.59,8.19,16.52,4.52,0.56,35.5,16.26,50.67,0.16,0.8,27.3,24.0,1.84,229.13,76.15,714.17,04-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
04-Oct-2020 - 00:00,16.42,7.52,9.73,16.65,3.4,0.59,35.6,9.35,41.93,0.2,0.89,27.47,22.9,2.15,243.3,76.15,715.43,05-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
05-Oct-2020 - 00:00,20.23,7.6,11.37,20.01,3.37,0.71,30.57,18.0,64.89,0.21,0.89,27.19,24.0,1.57,243.09,70.11,714.41,06-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
06-Oct-2020 - 00:00,22.13,7.91,17.54,26.03,3.64,0.96,35.77,31.41,94.66,0.19,0.79,27.15,26.25,1.23,214.12,65.71,713.66,07-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
07-Oct-2020 - 00:00,22.27,8.23,14.05,23.27,2.15,0.83,36.07,32.1,98.41,0.18,0.78,26.96,25.79,1.45,212.82,68.86,714.28,08-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
08-Oct-2020 - 00:00,21.11,8.44,8.13,17.85,3.93,0.72,31.27,40.35,102.4,0.16,0.67,27.27,26.51,1.06,181.74,66.09,713.71,09-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
09-Oct-2020 - 00:00,18.23,8.61,5.39,14.07,3.46,0.66,31.92,41.42,84.52,0.16,0.57,27.6,24.57,1.49,177.85,77.56,714.05,10-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
10-Oct-2020 - 00:00,21.41,8.12,5.54,15.89,2.89,0.59,28.9,13.28,43.07,0.1,0.3,28.17,23.6,1.57,213.82,80.73,713.66,11-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
11-Oct-2020 - 00:00,20.58,7.99,6.83,16.5,4.33,0.67,31.13,14.8,36.05,0.1,0.3,28.6,22.59,1.83,244.08,87.41,711.84,12-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
12-Oct-2020 - 00:00,20.29,7.9,4.78,14.68,4.38,0.61,31.65,20.7,54.14,0.24,0.73,28.07,22.34,1.9,233.38,87.6,709.98,13-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
13-Oct-2020 - 00:00,21.35,8.3,7.75,17.65,3.24,0.75,30.72,18.74,56.71,0.3,1.09,27.95,21.85,2.27,240.27,85.98,709.4,14-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
14-Oct-2020 - 00:00,19.18,7.73,4.81,14.09,3.17,0.59,33.44,15.69,72.6,0.3,1.02,26.15,22.2,2.59,226.53,77.48,710.5,15-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
15-Oct-2020 - 00:00,18.89,7.28,4.89,14.01,3.21,0.77,35.37,14.51,73.56,0.3,0.99,26.03,23.28,2.17,222.34,74.13,711.33,16-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
16-Oct-2020 - 00:00,23.61,7.42,4.21,15.86,3.12,1.13,32.04,34.49,121.59,0.31,1.07,25.84,24.4,1.71,235.9,68.75,711.59,17-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
17-Oct-2020 - 00:00,27.18,7.74,7.18,20.3,4.7,1.32,34.55,40.2,134.91,0.3,0.97,26.3,24.4,1.14,219.37,67.77,712.57,18-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
18-Oct-2020 - 00:00,22.97,7.68,5.61,16.78,6.83,0.61,29.81,32.57,98.59,0.28,0.9,25.8,24.61,1.07,203.13,72.77,713.35,19-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
19-Oct-2020 - 00:00,28.6,7.82,3.72,18.11,6.28,1.16,24.99,34.87,101.23,0.29,0.92,25.56,23.67,1.06,205.37,80.7,713.27,20-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
20-Oct-2020 - 00:00,28.79,10.2,2.33,16.99,5.47,0.66,23.76,25.4,83.92,0.33,1.07,26.92,23.46,1.36,242.26,80.36,712.7,21-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
21-Oct-2020 - 00:00,38.45,11.33,2.56,22.53,6.14,1.03,31.13,14.5,40.13,0.33,1.02,28.21,23.25,1.11,228.11,81.5,713.31,22-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
22-Oct-2020 - 00:00,36.39,9.66,2.45,21.28,6.14,0.98,26.28,17.93,44.4,0.32,1.05,27.73,23.04,1.57,233.29,82.35,713.17,23-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
23-Oct-2020 - 00:00,34.5,9.19,2.48,20.37,6.28,0.9,27.37,14.49,41.6,0.31,1.07,27.55,22.17,1.78,237.55,83.37,713.59,24-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
24-Oct-2020 - 00:00,47.41,8.77,3.05,27.56,6.45,1.51,25.81,28.75,86.34,0.29,0.98,26.69,22.04,1.15,218.57,73.79,714.92,25-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
25-Oct-2020 - 00:00,36.53,8.63,2.57,21.45,5.58,0.97,26.38,26.33,74.8,0.25,0.84,26.23,24.95,0.92,185.78,66.27,715.77,26-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
26-Oct-2020 - 00:00,43.42,9.58,2.6,25.2,5.01,1.28,27.22,43.52,92.01,0.21,0.64,26.42,25.21,0.74,143.6,64.4,716.23,27-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
27-Oct-2020 - 00:00,43.8,10.49,2.71,25.48,6.13,1.04,26.81,53.13,105.81,0.19,0.59,25.96,24.52,0.81,133.06,64.64,715.98,28-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
28-Oct-2020 - 00:00,45.26,10.34,2.63,26.11,6.4,1.0,27.39,51.13,104.58,0.19,0.62,26.05,23.52,0.84,137.58,64.54,716.43,29-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
29-Oct-2020 - 00:00,45.1,10.75,2.77,26.15,6.28,0.89,26.3,45.2,98.55,0.19,0.59,26.99,22.79,1.0,131.45,63.44,716.65,30-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
30-Oct-2020 - 00:00,47.2,10.67,2.74,27.37,6.21,1.02,27.0,45.57,101.63,0.13,0.45,26.5,24.1,0.98,100.24,55.64,716.07,31-Oct-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
31-Oct-2020 - 00:00,53.49,12.71,2.58,30.47,10.32,1.09,26.72,65.72,142.76,0.15,0.48,26.68,23.92,0.87,108.53,61.69,716.53,01-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
01-Nov-2020 - 00:00,36.95,12.42,2.71,21.87,5.85,0.88,27.55,59.23,106.2,0.16,0.53,26.67,25.65,0.9,117.9,59.13,716.66,02-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
02-Nov-2020 - 00:00,38.88,12.75,2.5,22.73,7.07,0.96,33.51,67.99,133.51,0.15,0.45,27.18,25.46,1.12,102.38,64.57,717.5,03-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
03-Nov-2020 - 00:00,31.11,11.28,2.57,18.62,6.22,0.76,29.35,50.37,91.37,0.11,0.37,26.39,25.41,1.25,82.26,64.13,717.37,04-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
04-Nov-2020 - 00:00,30.29,10.51,2.65,18.21,5.62,0.76,30.9,41.09,76.48,0.13,0.43,26.45,24.8,1.17,96.62,71.14,717.14,05-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
05-Nov-2020 - 00:00,26.4,9.08,2.55,16.04,6.3,0.71,35.36,24.14,54.25,0.13,0.43,26.46,24.91,1.3,98.08,74.16,717.23,06-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
06-Nov-2020 - 00:00,21.22,8.27,2.62,13.35,5.98,0.44,35.89,11.37,24.76,0.1,0.35,27.33,24.59,1.63,80.56,75.39,718.65,07-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
07-Nov-2020 - 00:00,28.24,9.42,2.15,16.25,6.68,0.67,31.8,12.5,31.62,0.12,0.38,27.58,24.8,1.46,86.14,72.38,718.87,08-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
08-Nov-2020 - 00:00,32.46,15.45,0.47,17.53,2.99,0.52,45.0,30.01,58.62,0.1,0.34,28.03,24.04,1.62,79.95,72.14,719.13,09-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
09-Nov-2020 - 00:00,49.77,17.71,0.58,26.81,3.6,0.93,32.04,56.46,97.07,0.18,0.59,28.83,23.82,1.19,132.2,67.95,718.05,10-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
10-Nov-2020 - 00:00,50.76,15.02,0.95,27.33,5.3,1.26,29.71,45.99,95.19,0.13,0.43,28.5,21.92,1.09,95.94,56.77,716.23,11-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
11-Nov-2020 - 00:00,49.05,16.61,0.59,26.39,3.92,1.01,36.13,36.19,75.19,0.18,0.56,28.41,22.08,0.94,127.17,65.58,716.42,12-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
12-Nov-2020 - 00:00,36.77,16.42,0.53,19.93,3.58,0.64,34.39,15.48,48.39,0.14,0.49,28.73,24.58,1.47,108.33,70.55,715.06,13-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
13-Nov-2020 - 00:00,24.52,14.29,0.51,13.41,3.78,0.74,32.37,6.5,21.59,0.1,0.34,26.11,22.37,1.63,77.8,81.91,712.61,14-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
14-Nov-2020 - 00:00,26.76,13.29,0.55,14.65,4.92,0.54,33.01,20.02,47.29,0.12,0.37,25.65,24.85,1.8,83.06,67.03,711.11,15-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
15-Nov-2020 - 00:00,26.99,13.88,0.51,14.75,6.24,0.54,30.68,18.9,37.13,0.26,0.55,26.74,21.87,1.2,109.82,82.1,710.73,16-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
16-Nov-2020 - 00:00,22.5,11.85,0.46,12.33,3.8,0.45,31.7,11.17,21.62,0.2,0.4,26.96,22.25,1.48,78.98,84.09,711.61,17-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
17-Nov-2020 - 00:00,24.67,10.64,0.47,13.46,3.81,0.47,34.16,13.75,30.1,0.19,0.39,26.78,23.1,1.7,78.55,78.05,710.97,18-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
18-Nov-2020 - 00:00,26.18,9.91,0.4,14.16,3.46,0.42,31.81,15.1,33.73,0.2,0.41,27.03,23.55,1.77,82.85,74.17,711.38,19-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
19-Nov-2020 - 00:00,29.42,10.41,0.47,15.98,3.22,0.51,33.15,23.21,50.99,0.2,0.41,27.16,23.57,1.82,81.23,73.47,711.79,20-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
20-Nov-2020 - 00:00,33.68,9.73,0.52,18.29,3.34,0.5,34.88,24.06,53.07,0.2,0.43,26.99,23.2,1.58,84.63,66.48,712.17,21-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
21-Nov-2020 - 00:00,47.63,9.93,0.9,25.68,4.89,0.9,31.36,29.64,62.85,0.25,0.52,26.68,23.0,1.13,104.53,53.05,712.54,22-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
22-Nov-2020 - 00:00,59.6,13.88,1.17,31.91,6.28,1.3,33.48,42.46,86.16,0.27,0.58,27.06,21.18,1.14,116.42,56.88,713.1,23-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
23-Nov-2020 - 00:00,39.47,14.78,0.6,21.21,4.77,0.88,44.39,35.07,70.21,0.25,0.54,27.29,22.24,1.19,109.36,66.01,712.62,24-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
24-Nov-2020 - 00:00,39.54,15.31,0.55,21.3,5.45,0.86,46.65,41.17,73.21,0.3,0.65,27.52,22.45,1.21,129.87,73.63,711.72,25-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
25-Nov-2020 - 00:00,42.65,16.03,0.57,23.09,4.99,0.84,49.96,42.27,73.76,0.4,0.89,27.77,21.22,1.43,179.76,77.26,709.86,26-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
26-Nov-2020 - 00:00,57.11,14.31,1.03,30.81,5.13,1.21,29.58,22.8,36.56,0.56,1.28,28.22,20.06,1.43,259.24,86.0,709.03,27-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
27-Nov-2020 - 00:00,51.93,13.22,0.79,28.13,4.01,1.11,31.39,18.71,40.07,0.49,1.12,27.83,20.69,1.24,223.81,78.85,711.13,28-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
28-Nov-2020 - 00:00,35.97,13.05,1.04,19.86,3.35,0.55,28.12,20.31,41.41,0.25,0.53,27.92,21.44,1.22,104.17,76.0,712.49,29-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
29-Nov-2020 - 00:00,30.46,12.38,0.83,16.87,4.12,0.48,28.03,18.65,34.59,0.2,0.43,28.18,21.99,1.34,85.01,78.67,713.4,30-Nov-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
30-Nov-2020 - 00:00,30.32,12.55,0.85,16.82,3.64,0.54,23.55,20.29,40.56,0.21,0.46,28.63,23.18,1.32,90.39,70.56,713.21,01-Dec-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
01-Dec-2020 - 00:00,19.6,11.6,0.6,10.9,,0.4,18.05,28.0,56.0,0.2,0.4,26.2,19.5,1.1,82.0,82.0,714.0,02-Dec-2020 - 00:00,"Silk Board, Bengaluru - KSPCB"
