from date,AT,PM2.5,PM10,RF,RH,SR,Temp,WD,WS,Benzene,Eth-Benzene,Toluene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
12-Nov-2020 - 00:00,22.19,75.04,111.97,0.0,67.37,41.38,29.05,118.17,0.49,0.95,7.39,6.3,1.67,24.5,31.72,76.35,66.39,27.18,17.34,13-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-Nov-2020 - 00:00,23.48,51.68,89.47,0.0,71.14,42.67,29.31,143.25,0.49,0.86,3.7,3.17,1.16,26.34,17.01,63.88,47.8,31.7,22.93,14-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-Nov-2020 - 00:00,24.09,48.26,67.9,0.0,69.0,49.0,29.54,135.24,0.44,0.63,2.01,2.29,0.91,21.29,5.07,42.18,26.55,37.65,27.11,15-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-Nov-2020 - 00:00,24.53,38.31,64.2,0.0,61.61,48.27,29.71,147.29,0.49,0.7,1.4,2.49,0.82,15.79,2.44,36.44,21.36,30.31,29.5,16-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-Nov-2020 - 00:00,23.78,35.33,58.33,0.0,64.87,45.58,29.53,145.83,0.48,0.48,2.75,3.23,0.71,14.37,5.78,32.76,22.12,35.35,22.36,17-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Nov-2020 - 00:00,23.49,39.2,90.12,0.0,72.87,37.71,29.42,107.89,0.48,0.63,8.25,9.34,1.1,18.21,18.72,50.13,41.87,31.79,28.29,18-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Nov-2020 - 00:00,24.1,28.41,86.86,0.0,70.05,41.63,29.54,162.06,0.49,0.48,4.25,5.36,0.94,17.12,8.43,52.16,34.61,27.83,15.19,19-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Nov-2020 - 00:00,24.33,23.8,64.8,0.0,74.6,41.2,29.66,168.7,0.64,0.41,4.44,4.42,0.87,19.3,8.2,54.36,35.58,28.61,12.59,20-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Nov-2020 - 00:00,22.69,29.27,72.56,0.0,72.58,48.03,29.65,80.25,1.02,0.46,4.0,2.17,0.79,22.88,3.6,34.94,21.52,53.42,20.36,21-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Nov-2020 - 00:00,20.66,31.66,70.22,0.0,63.41,40.31,29.22,95.77,0.65,0.56,4.28,2.42,0.92,16.08,6.38,40.47,26.7,47.13,20.89,22-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Nov-2020 - 00:00,20.49,32.88,80.18,0.0,60.67,49.17,29.13,108.14,0.54,0.48,3.24,3.44,0.83,13.76,22.36,46.43,42.86,47.1,19.69,23-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Nov-2020 - 00:00,20.31,54.56,156.15,0.0,68.7,40.74,29.13,146.89,0.45,0.62,7.63,9.54,1.03,14.92,30.2,61.86,57.45,34.16,26.44,24-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Nov-2020 - 00:00,21.21,78.26,246.23,0.0,67.17,45.93,29.13,135.15,0.45,0.69,7.38,6.83,1.07,15.83,25.7,67.2,56.62,30.13,27.19,25-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Nov-2020 - 00:00,21.69,67.77,210.66,0.0,63.2,45.71,29.24,149.38,0.45,0.64,7.15,8.11,0.88,13.66,21.63,59.98,49.49,35.33,31.52,26-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Nov-2020 - 00:00,21.55,83.88,255.32,0.0,61.8,38.89,29.17,128.97,0.96,0.42,3.03,2.72,0.78,16.22,26.07,46.92,46.15,51.41,34.27,27-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Nov-2020 - 00:00,20.95,70.31,168.39,0.0,59.1,43.04,29.2,65.62,1.11,0.54,2.3,1.67,0.73,19.76,2.69,36.24,21.46,64.0,45.16,28-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Nov-2020 - 00:00,20.79,44.5,108.68,0.0,63.49,46.12,29.27,82.89,0.81,0.42,3.59,1.82,0.59,16.7,2.99,28.5,17.59,50.28,30.22,29-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Nov-2020 - 00:00,21.78,43.94,133.02,0.0,62.07,53.67,29.34,127.68,0.55,0.42,5.87,4.03,0.71,17.61,20.24,37.23,36.49,35.81,22.1,30-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-Nov-2020 - 00:00,21.92,52.73,171.9,0.0,65.42,47.3,29.42,143.4,0.59,0.46,7.73,4.92,0.84,18.27,28.8,44.43,47.01,35.67,18.09,01-Dec-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-Dec-2020 - 00:00,19.1,116.0,415.0,0.0,86.0,10.0,29.1,62.0,0.3,0.6,2.5,5.0,1.29,18.5,73.5,100.2,113.0,5.5,14.8,02-Dec-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
