from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,SR,WD,WS,RF,to date,station
16-Apr-2020 - 00:00,18.89,4.24,1.9,16.75,21.53,0.46,43.01,55.53,122.77,7.46,24.36,1.34,1.97,2.65,28.35,401.44,289.15,3.87,0.0,17-Apr-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
17-Apr-2020 - 00:00,16.09,2.56,1.17,15.19,11.03,0.36,49.01,31.78,88.99,5.68,23.86,0.94,1.62,2.99,28.39,342.35,148.94,3.82,0.0,18-Apr-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
18-Apr-2020 - 00:00,15.07,3.16,2.13,18.47,8.05,0.43,62.57,32.63,77.76,6.26,29.4,1.1,1.42,2.59,37.69,516.1,84.59,4.48,0.01,19-Apr-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
19-Apr-2020 - 00:00,20.14,4.45,1.49,18.5,10.79,0.46,49.62,31.57,55.64,5.78,26.08,1.04,1.67,2.84,39.1,458.68,239.49,3.18,0.0,20-Apr-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
20-Apr-2020 - 00:00,27.64,10.08,3.11,18.36,11.6,0.62,38.12,58.49,114.85,7.76,23.48,1.64,2.93,3.55,39.96,299.32,186.14,3.82,0.0,21-Apr-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
21-Apr-2020 - 00:00,18.21,3.48,1.6,19.64,14.86,0.52,50.39,40.38,78.7,6.68,23.56,1.06,1.88,3.08,46.29,346.36,259.17,2.97,0.0,22-Apr-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
22-Apr-2020 - 00:00,28.12,7.91,1.78,16.39,20.42,0.59,48.38,53.32,108.14,8.28,26.44,1.45,2.18,2.82,35.78,535.66,240.32,2.69,0.0,23-Apr-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
23-Apr-2020 - 00:00,30.74,10.59,2.61,15.36,17.03,0.67,45.32,61.51,135.67,8.96,30.12,1.92,3.36,3.76,18.81,271.82,179.88,3.2,0.0,24-Apr-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
24-Apr-2020 - 00:00,27.38,9.09,2.41,16.0,8.29,0.59,47.54,64.43,126.19,8.16,32.46,1.75,3.1,3.63,20.29,435.71,189.56,2.48,0.0,25-Apr-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
25-Apr-2020 - 00:00,14.7,2.91,1.57,15.53,7.39,0.4,52.4,29.14,84.82,4.6,16.52,0.75,0.79,1.59,23.07,347.16,181.34,3.44,0.0,26-Apr-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
26-Apr-2020 - 00:00,18.24,3.46,1.53,19.43,6.6,0.53,73.18,39.2,96.5,4.62,19.9,0.79,0.85,1.73,54.71,372.14,111.01,4.51,0.02,27-Apr-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
27-Apr-2020 - 00:00,15.42,2.29,1.3,23.4,4.36,0.43,79.93,20.45,37.81,5.49,18.39,0.77,1.41,2.67,69.56,719.53,100.55,4.79,0.0,28-Apr-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
28-Apr-2020 - 00:00,17.45,3.19,1.36,22.96,5.62,0.57,89.33,35.53,54.03,6.17,22.02,0.89,1.43,2.52,54.35,423.25,111.48,3.18,0.0,29-Apr-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
29-Apr-2020 - 00:00,23.64,6.6,1.49,22.85,8.04,0.69,74.61,61.69,107.95,8.65,30.12,1.43,2.7,3.2,47.76,431.35,178.75,2.87,0.0,30-Apr-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
30-Apr-2020 - 00:00,18.16,3.42,1.46,22.94,7.19,0.59,85.09,58.37,108.4,7.97,24.41,1.48,2.12,3.42,44.82,417.57,156.63,2.81,0.0,01-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
01-May-2020 - 00:00,19.11,4.18,1.28,24.56,10.24,0.8,85.99,69.95,128.09,9.19,36.3,1.63,2.66,3.6,45.94,453.87,145.85,3.45,0.0,02-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
02-May-2020 - 00:00,13.28,1.71,1.21,24.7,5.63,0.64,94.87,39.05,97.76,6.0,18.14,0.85,1.4,2.85,51.69,455.07,103.41,5.16,0.0,03-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
03-May-2020 - 00:00,15.0,2.48,1.27,23.92,4.98,0.62,60.65,34.24,62.5,5.64,19.78,0.84,1.18,2.35,59.34,328.53,98.64,4.57,0.02,04-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
04-May-2020 - 00:00,15.48,4.05,3.1,21.12,4.93,0.73,6.42,22.99,36.49,5.09,28.92,0.85,1.11,2.14,55.23,541.6,92.89,3.09,0.0,05-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
05-May-2020 - 00:00,25.59,7.06,1.78,17.75,15.8,0.98,30.84,60.51,92.94,7.92,32.31,1.39,2.39,3.22,43.77,482.1,259.47,2.99,0.0,06-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
06-May-2020 - 00:00,22.79,7.02,2.99,14.82,8.79,0.85,41.68,62.0,179.2,8.25,30.62,2.19,2.2,3.38,33.25,351.6,144.84,3.26,0.0,07-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
07-May-2020 - 00:00,14.28,2.77,1.6,11.35,7.81,0.76,42.3,40.96,77.49,6.68,26.98,1.48,2.03,3.42,34.87,514.75,135.59,3.64,0.0,08-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
08-May-2020 - 00:00,24.22,7.46,2.42,17.31,9.5,0.91,43.49,63.48,112.08,8.71,31.14,1.9,2.45,2.78,40.78,336.7,170.16,3.08,0.0,09-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
09-May-2020 - 00:00,17.79,5.11,1.89,21.26,6.1,0.79,53.46,50.38,113.55,7.16,22.48,1.26,1.67,2.76,40.43,380.84,128.23,3.24,0.0,10-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
10-May-2020 - 00:00,17.87,4.43,2.36,19.33,5.16,0.99,49.52,44.23,90.26,6.83,22.62,1.2,1.53,2.53,50.85,303.08,106.98,4.11,0.0,11-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
11-May-2020 - 00:00,18.65,3.84,1.21,19.8,4.92,0.68,49.61,38.82,77.54,7.34,23.68,1.52,2.47,3.23,51.88,402.77,112.52,3.74,0.0,12-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
12-May-2020 - 00:00,78.02,115.17,208.89,212.26,16.18,0.2,52.13,40.49,89.97,13.38,34.75,3.88,3.36,5.06,57.82,330.25,87.74,3.66,0.0,13-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
13-May-2020 - 00:00,70.51,202.69,209.25,140.64,12.36,1.53,41.71,75.41,158.62,7.64,15.33,1.15,0.71,1.2,52.78,211.09,197.29,2.78,0.0,14-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
14-May-2020 - 00:00,18.37,13.32,8.88,33.44,6.07,0.67,25.4,54.38,93.36,7.68,24.16,1.61,2.26,2.99,51.85,455.26,147.27,2.94,0.0,15-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
15-May-2020 - 00:00,1.74,5.63,9.23,37.16,1.73,0.8,41.06,40.37,196.28,6.69,51.59,1.67,0.68,0.8,33.86,693.4,319.18,3.75,0.0,16-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
16-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,17-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
17-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,18-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
18-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,19-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
19-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,20-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
20-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,21-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
21-May-2020 - 00:00,10.87,2.65,1.91,16.23,4.24,0.15,38.1,28.87,90.2,3.87,15.32,0.8,1.01,1.66,8.95,420.75,303.94,5.33,0.0,22-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
22-May-2020 - 00:00,14.61,4.34,3.27,18.7,4.54,1.12,44.2,134.31,111.16,5.32,23.7,1.21,1.05,1.61,11.2,297.9,302.93,3.27,0.0,23-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
23-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,24-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
24-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,25-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
25-May-2020 - 00:00,31.05,26.4,19.95,18.35,7.29,0.47,44.5,36.49,111.09,4.61,19.53,0.99,0.48,1.05,14.24,513.79,289.46,4.2,0.0,26-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
26-May-2020 - 00:00,34.49,18.52,7.5,21.65,19.4,0.64,27.95,69.73,191.52,4.78,15.51,1.22,0.5,0.81,17.33,433.89,247.54,3.77,0.0,27-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
27-May-2020 - 00:00,31.16,11.07,2.37,18.59,6.42,0.41,46.77,47.23,146.48,5.68,24.56,1.95,1.27,1.47,14.58,479.64,175.98,3.99,0.0,28-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
28-May-2020 - 00:00,16.05,3.15,0.99,29.86,4.15,0.39,57.31,40.24,220.47,3.47,6.6,1.66,0.59,0.7,37.85,326.49,112.77,5.34,0.0,29-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
29-May-2020 - 00:00,22.11,6.22,2.59,32.1,3.26,0.35,88.67,24.47,76.44,5.94,23.09,1.9,2.34,2.18,58.81,287.08,114.97,5.48,0.04,30-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
30-May-2020 - 00:00,24.36,5.79,1.08,29.55,3.17,0.35,65.21,16.38,31.27,5.37,15.37,1.24,1.73,3.05,64.12,408.29,138.04,3.74,0.0,31-May-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
31-May-2020 - 00:00,20.68,5.46,2.9,39.7,3.2,0.63,51.67,14.94,31.85,6.11,21.17,1.5,0.46,1.04,78.01,42.18,167.25,4.04,0.04,01-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
01-Jun-2020 - 00:00,29.04,12.02,4.82,25.67,6.05,0.58,27.85,30.07,54.48,6.96,28.14,1.73,1.05,1.63,62.68,413.75,154.44,2.45,0.0,02-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
02-Jun-2020 - 00:00,24.82,18.43,11.84,28.31,5.61,0.51,25.1,38.04,73.97,6.45,25.79,1.76,2.29,3.21,57.93,335.46,200.66,3.28,0.0,03-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
03-Jun-2020 - 00:00,33.45,11.36,35.18,48.59,16.65,0.47,24.98,54.04,119.65,6.98,27.16,1.74,1.59,2.66,52.76,282.04,174.37,2.75,0.0,04-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
04-Jun-2020 - 00:00,72.02,63.08,74.96,72.55,34.91,0.89,23.96,70.94,148.6,15.25,32.57,3.74,3.63,4.93,55.09,244.49,167.11,2.55,0.0,05-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
05-Jun-2020 - 00:00,6.37,5.67,7.47,27.2,4.38,0.72,61.69,35.62,61.36,5.09,22.04,1.12,1.35,2.44,47.81,660.19,178.67,3.53,0.0,06-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
06-Jun-2020 - 00:00,26.57,8.81,4.08,27.14,5.63,0.56,59.39,26.92,58.43,7.28,15.22,1.58,1.26,2.32,50.03,405.97,160.77,2.59,0.0,07-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
07-Jun-2020 - 00:00,99.79,40.21,172.55,171.34,16.14,0.87,36.66,34.12,80.61,10.25,35.64,4.24,4.53,5.96,62.27,369.52,154.55,3.6,0.05,08-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
08-Jun-2020 - 00:00,42.27,9.14,0.92,29.39,12.42,0.72,32.38,42.67,72.09,8.53,37.89,2.76,4.45,5.04,55.78,464.18,183.4,3.36,0.0,09-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
09-Jun-2020 - 00:00,58.63,22.88,4.82,35.02,6.55,0.74,28.11,60.57,114.18,7.73,36.92,3.23,3.93,2.93,48.31,530.7,216.23,3.29,0.0,10-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
10-Jun-2020 - 00:00,50.42,24.54,10.99,38.0,7.6,0.87,21.88,48.88,135.49,5.27,17.67,1.21,0.7,1.04,46.89,681.07,191.79,3.17,0.0,11-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
11-Jun-2020 - 00:00,53.16,17.6,4.56,47.13,6.0,0.53,24.37,41.42,89.76,11.42,24.28,8.79,4.44,2.01,54.23,458.71,216.59,2.96,0.0,12-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
12-Jun-2020 - 00:00,55.54,27.59,12.58,52.52,7.69,0.68,24.6,58.04,129.59,9.78,23.09,1.95,1.32,0.65,50.77,276.94,119.92,3.5,0.0,13-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
13-Jun-2020 - 00:00,49.05,23.38,5.23,52.42,3.46,0.68,23.55,60.53,108.07,6.82,27.12,2.66,3.55,1.92,59.34,259.46,167.72,3.54,0.01,14-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
14-Jun-2020 - 00:00,35.87,17.11,3.36,44.38,6.23,0.73,25.65,61.67,100.0,8.3,35.55,2.8,2.89,1.55,58.43,445.48,176.86,3.25,0.0,15-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
15-Jun-2020 - 00:00,43.68,22.52,4.83,38.8,6.7,0.64,23.24,50.78,101.88,5.07,20.47,1.58,0.54,0.27,47.16,609.83,231.27,3.37,0.0,16-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
16-Jun-2020 - 00:00,39.7,19.71,3.96,37.48,4.66,0.65,28.09,46.13,94.07,6.75,32.95,3.5,0.49,0.26,51.12,398.01,122.61,3.51,0.0,17-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
17-Jun-2020 - 00:00,24.91,11.69,3.67,38.48,2.85,0.52,36.09,37.23,84.63,6.96,22.26,2.51,2.81,1.52,47.72,479.54,103.79,4.32,0.0,18-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
18-Jun-2020 - 00:00,25.43,11.29,3.04,31.97,3.62,0.52,30.28,39.06,81.93,5.92,19.91,1.96,2.68,1.45,46.16,471.54,158.56,3.88,0.0,19-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
19-Jun-2020 - 00:00,24.48,10.96,3.14,35.09,2.66,0.52,24.26,67.47,211.83,6.1,19.96,1.85,2.83,1.51,40.86,493.19,196.77,4.31,0.0,20-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
20-Jun-2020 - 00:00,28.89,10.86,2.37,38.51,3.76,0.65,23.27,46.13,114.65,5.72,14.66,2.03,2.95,2.21,58.72,264.27,193.96,4.01,0.0,21-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
21-Jun-2020 - 00:00,40.68,13.34,1.21,38.51,5.51,1.07,28.92,42.38,62.9,6.26,24.58,2.73,3.21,1.75,62.98,268.09,137.22,3.26,0.01,22-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
22-Jun-2020 - 00:00,33.04,13.31,2.99,35.53,5.11,1.18,29.01,38.49,57.79,6.18,25.58,2.13,2.89,1.61,48.96,412.15,143.8,3.7,0.0,23-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
23-Jun-2020 - 00:00,21.41,10.91,4.79,37.78,4.11,1.04,25.95,36.51,53.15,6.16,24.83,2.23,3.29,1.85,53.81,253.56,94.61,5.01,0.0,24-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
24-Jun-2020 - 00:00,18.49,9.16,4.45,31.21,3.14,1.05,25.86,31.08,41.46,5.44,19.95,1.74,2.41,1.43,65.71,422.32,105.23,4.69,0.0,25-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
25-Jun-2020 - 00:00,22.32,11.56,4.97,35.0,4.86,1.14,22.11,40.27,56.5,6.01,22.89,1.82,2.17,1.2,56.9,369.38,212.11,3.14,0.0,26-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
26-Jun-2020 - 00:00,23.5,12.63,5.52,35.97,3.96,1.32,16.85,59.39,94.22,9.04,45.85,3.22,3.7,2.18,69.83,250.2,210.72,3.72,0.0,27-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
27-Jun-2020 - 00:00,21.91,11.9,5.56,34.06,6.11,1.09,10.35,55.26,130.71,6.7,14.58,1.43,2.21,1.16,60.7,371.34,236.09,4.28,0.0,28-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
28-Jun-2020 - 00:00,30.26,18.36,8.24,40.96,4.37,0.99,9.9,82.38,308.34,5.35,16.39,1.37,2.1,1.09,62.94,38.04,245.36,4.22,0.0,29-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
29-Jun-2020 - 00:00,19.44,10.13,4.99,41.07,6.25,0.68,18.92,52.52,166.65,4.71,17.43,1.46,2.09,1.4,47.52,409.66,241.02,4.5,0.0,30-Jun-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
30-Jun-2020 - 00:00,27.87,13.73,4.18,37.61,3.75,0.53,31.76,35.72,66.44,5.47,19.42,2.41,2.78,1.58,62.36,425.26,114.96,4.06,0.0,01-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
01-Jul-2020 - 00:00,19.64,10.38,5.27,30.83,3.69,0.62,31.01,48.69,97.24,6.23,20.87,2.3,2.9,1.67,59.95,347.66,116.89,3.69,0.0,02-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
02-Jul-2020 - 00:00,10.3,6.84,6.76,10.9,3.44,0.68,26.04,56.67,112.77,6.43,21.64,2.63,3.44,1.87,56.41,482.35,185.33,3.34,0.0,03-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
03-Jul-2020 - 00:00,11.92,7.42,6.32,11.84,3.81,0.65,26.59,55.02,112.32,6.34,25.1,2.82,3.56,1.97,57.96,389.6,155.48,3.77,0.05,04-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
04-Jul-2020 - 00:00,8.27,5.59,6.41,13.99,3.4,0.55,25.84,33.27,78.55,5.2,15.77,1.74,2.36,1.36,66.3,373.09,113.93,4.72,0.0,05-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
05-Jul-2020 - 00:00,5.35,4.88,7.59,13.69,3.61,0.78,40.63,26.74,49.85,5.29,32.07,2.25,2.12,1.27,71.72,250.09,74.07,4.03,0.0,06-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
06-Jul-2020 - 00:00,6.18,4.84,7.1,12.09,3.29,0.6,28.48,34.89,58.95,5.16,29.0,2.08,3.21,1.83,77.07,401.17,79.01,3.94,0.0,07-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
07-Jul-2020 - 00:00,6.46,5.41,7.47,13.42,3.07,0.46,13.18,11.65,37.65,2.67,21.17,1.18,1.7,0.98,80.09,317.91,89.64,5.22,0.0,08-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
08-Jul-2020 - 00:00,5.38,4.69,7.14,11.87,3.37,0.54,14.78,10.73,26.56,2.8,14.27,1.56,1.6,1.24,85.55,341.15,113.1,4.38,0.0,09-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
09-Jul-2020 - 00:00,6.83,6.42,8.68,6.64,2.42,0.64,13.36,19.84,44.99,1.91,22.95,1.1,0.64,0.36,67.75,377.81,211.74,2.97,0.0,10-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
10-Jul-2020 - 00:00,3.45,4.12,7.04,5.21,1.31,0.42,13.2,19.33,56.14,1.69,23.31,0.88,1.43,0.8,66.13,413.65,237.2,4.15,0.0,11-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
11-Jul-2020 - 00:00,14.66,6.7,4.02,8.43,2.37,0.45,11.22,15.09,36.74,1.44,11.9,0.75,0.77,0.6,68.98,396.19,113.98,4.18,0.05,12-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
12-Jul-2020 - 00:00,17.21,5.16,0.91,9.61,3.38,0.39,12.74,15.07,39.68,1.44,24.4,0.76,1.06,0.59,72.94,389.51,209.95,3.96,0.01,13-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
13-Jul-2020 - 00:00,17.06,5.17,1.13,9.35,3.83,0.4,14.99,24.39,82.18,1.57,21.63,0.62,0.71,0.39,58.3,479.0,259.28,3.41,0.0,14-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
14-Jul-2020 - 00:00,17.84,6.07,1.14,8.65,3.24,0.45,11.62,34.55,102.27,1.86,35.19,0.96,0.73,0.39,65.74,428.8,195.67,3.5,0.0,15-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
15-Jul-2020 - 00:00,22.31,6.84,0.83,8.34,2.92,0.52,19.29,38.45,94.65,4.21,39.28,2.28,2.95,2.08,68.42,243.78,89.57,4.61,0.0,16-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
16-Jul-2020 - 00:00,17.84,6.2,2.59,8.5,2.63,0.41,15.56,24.45,47.81,4.52,26.56,2.28,2.88,2.09,68.1,251.69,91.63,4.42,0.0,17-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
17-Jul-2020 - 00:00,21.87,7.36,2.28,6.66,3.33,0.69,18.52,45.68,61.58,5.7,55.33,3.43,4.13,2.4,75.72,267.3,126.77,4.02,0.0,18-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
18-Jul-2020 - 00:00,23.15,8.69,3.02,9.17,2.93,0.55,7.1,39.47,79.07,4.28,34.36,1.96,0.84,0.46,78.15,277.96,100.06,3.92,0.0,19-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
19-Jul-2020 - 00:00,12.4,5.45,4.55,7.18,6.63,0.9,16.05,11.07,24.73,2.64,27.85,1.34,0.32,0.05,81.99,215.71,193.91,3.4,0.0,20-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
20-Jul-2020 - 00:00,13.43,3.58,2.44,10.94,3.55,2.51,17.6,7.43,17.78,2.97,19.64,8.72,1.53,0.76,80.31,181.57,262.62,4.26,0.01,21-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
21-Jul-2020 - 00:00,24.72,10.04,4.18,15.44,2.59,0.78,19.34,9.88,26.05,4.01,32.38,2.6,1.43,0.82,91.64,356.98,134.77,3.66,0.01,22-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
22-Jul-2020 - 00:00,18.56,6.34,3.27,12.37,2.72,0.64,6.34,13.36,26.34,2.79,22.91,1.67,1.24,0.68,93.02,171.16,218.91,3.28,0.19,23-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
23-Jul-2020 - 00:00,19.34,8.47,4.84,8.28,2.87,0.54,5.74,17.62,34.06,3.08,21.27,1.28,2.67,1.76,90.72,359.56,223.86,2.83,0.0,24-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
24-Jul-2020 - 00:00,22.85,6.74,1.6,9.62,3.4,0.84,14.82,37.37,59.05,4.16,51.75,2.74,1.4,0.77,77.64,339.06,109.83,3.78,0.0,25-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
25-Jul-2020 - 00:00,21.76,6.88,2.15,27.15,2.33,0.82,9.19,32.16,49.42,3.7,30.34,1.68,1.1,0.68,83.67,293.93,108.34,3.54,0.2,26-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
26-Jul-2020 - 00:00,25.19,11.21,4.55,35.53,3.06,1.16,16.92,35.39,56.54,4.3,42.72,2.31,1.57,0.98,69.44,430.82,133.02,2.87,0.0,27-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
27-Jul-2020 - 00:00,24.46,8.67,3.39,34.78,2.55,1.66,11.92,37.92,75.22,3.74,35.04,1.88,2.55,1.52,78.04,325.0,251.5,3.91,0.0,28-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
28-Jul-2020 - 00:00,40.68,76.06,35.47,48.91,11.05,1.51,6.91,21.42,50.81,3.72,23.81,1.82,2.28,1.07,75.46,368.07,233.85,3.88,0.0,29-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
29-Jul-2020 - 00:00,48.85,101.38,78.07,45.8,5.35,0.91,14.36,24.56,64.71,3.35,20.23,2.43,1.54,0.85,77.58,140.86,160.38,3.89,0.01,30-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
30-Jul-2020 - 00:00,21.81,7.0,3.12,42.15,6.04,0.71,22.53,18.04,31.29,2.69,27.18,2.15,2.86,1.64,85.08,282.03,184.73,3.52,0.04,31-Jul-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
31-Jul-2020 - 00:00,26.28,9.93,3.88,38.01,6.32,0.85,34.69,43.06,70.04,4.83,44.83,3.0,4.56,2.78,80.97,346.93,141.97,3.02,0.05,01-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
01-Aug-2020 - 00:00,24.02,7.59,4.23,36.29,6.18,0.76,24.65,30.11,54.38,2.73,27.3,1.98,2.74,1.54,83.55,248.69,167.93,3.13,0.0,02-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
02-Aug-2020 - 00:00,21.77,5.8,2.04,30.9,2.4,0.57,24.34,22.55,41.25,2.61,22.59,2.43,2.52,1.25,87.26,388.97,222.37,3.4,0.0,03-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
03-Aug-2020 - 00:00,20.99,4.47,1.61,32.98,2.44,0.73,15.1,27.76,43.73,2.38,20.79,0.89,0.94,0.53,82.54,290.64,213.91,4.1,0.0,04-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
