from date,NO,CO,NO2,NOx,Ozone,PM10,PM2.5,RH,SR,Temp,WD,WS,VWS,SO2,to date,station
20-May-2020 - 00:00,9.22,0.0,14.77,11.09,36.5,70.28,19.95,45.58,238.94,34.23,139.78,0.73,0.34,5.8,21-May-2020 - 00:00,"Solapur, Solapur - MPCB"
21-May-2020 - 00:00,0.76,0.0,9.28,8.45,36.45,65.25,20.76,39.91,240.04,35.27,156.12,0.7,0.35,5.02,22-May-2020 - 00:00,"Solapur, Solapur - MPCB"
22-May-2020 - 00:00,0.47,0.0,6.43,5.75,36.47,60.86,20.14,43.13,244.83,35.37,141.87,0.68,0.34,4.74,23-May-2020 - 00:00,"Solapur, Solapur - MPCB"
23-May-2020 - 00:00,5.85,0.0,4.18,1.36,36.46,64.13,20.28,31.35,247.79,36.77,157.36,0.6,0.35,4.2,24-May-2020 - 00:00,"Solapur, Solapur - MPCB"
24-May-2020 - 00:00,,0.0,,0.0,36.44,71.33,22.25,33.32,241.82,36.81,159.23,0.58,0.33,4.58,25-May-2020 - 00:00,"Solapur, Solapur - MPCB"
25-May-2020 - 00:00,,0.0,,0.0,36.44,76.31,25.52,32.55,243.4,37.55,175.19,0.55,0.33,4.44,26-May-2020 - 00:00,"Solapur, Solapur - MPCB"
26-May-2020 - 00:00,,0.0,,0.0,36.45,70.1,22.04,35.24,243.62,37.8,157.47,0.68,0.35,4.51,27-May-2020 - 00:00,"Solapur, Solapur - MPCB"
27-May-2020 - 00:00,,0.0,,0.0,36.45,58.92,17.6,39.29,248.09,35.48,136.16,0.95,0.36,4.64,28-May-2020 - 00:00,"Solapur, Solapur - MPCB"
28-May-2020 - 00:00,,0.0,,0.0,36.46,53.08,15.47,38.02,261.5,34.6,138.84,0.92,0.34,5.23,29-May-2020 - 00:00,"Solapur, Solapur - MPCB"
29-May-2020 - 00:00,23.24,0.0,,1.93,36.43,57.09,17.41,46.91,255.43,34.33,139.36,0.77,0.36,5.03,30-May-2020 - 00:00,"Solapur, Solapur - MPCB"
30-May-2020 - 00:00,,0.0,,0.0,36.47,52.35,17.35,49.71,241.22,34.02,132.03,0.56,0.35,5.23,31-May-2020 - 00:00,"Solapur, Solapur - MPCB"
31-May-2020 - 00:00,,0.0,,0.0,36.45,120.48,19.18,55.34,141.28,32.56,164.16,0.55,0.34,5.1,01-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
01-Jun-2020 - 00:00,13.05,0.0,,4.06,36.47,42.06,22.42,69.63,193.54,30.14,225.1,0.79,0.36,6.07,02-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
02-Jun-2020 - 00:00,0.74,0.0,,0.0,36.48,28.58,9.86,81.91,187.4,29.05,258.66,0.67,0.38,7.19,03-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
03-Jun-2020 - 00:00,25.48,0.0,,7.97,36.57,36.12,19.79,73.89,132.92,28.87,124.57,0.86,0.37,7.42,04-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
04-Jun-2020 - 00:00,0.43,0.0,,0.01,36.48,28.13,8.39,68.74,229.51,29.56,137.07,0.76,0.35,7.04,05-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
05-Jun-2020 - 00:00,,0.0,,0.0,36.47,42.34,14.3,61.33,250.37,30.75,151.0,0.62,0.35,6.69,06-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
06-Jun-2020 - 00:00,,0.0,,0.0,36.49,55.86,12.97,68.81,224.68,30.37,132.83,0.64,0.35,6.49,07-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
07-Jun-2020 - 00:00,,0.0,,0.0,36.46,36.96,12.27,64.13,245.07,31.0,132.84,0.65,0.34,6.28,08-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
08-Jun-2020 - 00:00,,0.0,,0.0,36.48,37.78,10.23,64.31,189.54,30.88,131.55,0.72,0.36,6.7,09-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
09-Jun-2020 - 00:00,,0.0,,0.0,36.49,36.85,11.12,59.95,245.01,31.6,142.09,0.89,0.35,6.77,10-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
10-Jun-2020 - 00:00,,0.0,,0.0,36.48,37.83,18.73,65.2,247.12,31.21,151.35,0.98,0.37,6.85,11-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
11-Jun-2020 - 00:00,0.04,0.0,,0.0,36.54,22.53,9.31,87.15,124.83,28.2,128.92,0.55,0.38,7.43,12-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
12-Jun-2020 - 00:00,,0.0,,0.0,36.52,31.55,9.29,82.81,145.39,28.8,159.84,0.35,0.36,7.84,13-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
13-Jun-2020 - 00:00,,0.0,,0.0,36.54,20.14,5.96,84.1,135.36,28.64,136.74,0.28,0.34,7.5,14-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
14-Jun-2020 - 00:00,,0.0,,0.0,36.5,16.78,6.11,85.28,166.7,29.01,127.2,0.4,0.36,7.25,15-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
15-Jun-2020 - 00:00,,0.0,,0.0,36.51,26.02,6.71,84.27,167.32,29.43,122.37,0.52,0.35,7.41,16-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
16-Jun-2020 - 00:00,,0.0,,0.0,36.54,17.11,5.53,95.93,82.66,26.99,121.89,0.2,0.4,7.98,17-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
17-Jun-2020 - 00:00,,0.0,,0.0,36.53,23.91,5.97,94.49,94.3,26.69,146.98,0.24,0.4,7.54,18-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
18-Jun-2020 - 00:00,,0.0,9.16,0.0,36.55,30.5,7.91,95.82,123.78,26.54,90.69,0.27,0.32,7.53,19-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
19-Jun-2020 - 00:00,,0.98,8.51,0.0,36.44,39.81,8.56,74.03,68.04,30.87,119.22,0.44,0.36,6.48,20-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
20-Jun-2020 - 00:00,,0.98,,0.0,36.45,44.77,8.53,83.2,218.88,29.04,127.57,0.54,0.34,6.66,21-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
21-Jun-2020 - 00:00,,,,,,,,,,,,,,,22-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
22-Jun-2020 - 00:00,,1.42,,0.0,36.54,56.15,8.05,71.71,242.89,30.86,122.87,0.64,0.35,7.18,23-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
23-Jun-2020 - 00:00,4.39,2.33,16.16,8.99,36.5,46.56,7.66,71.32,243.78,30.48,122.24,0.48,0.34,6.23,24-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
24-Jun-2020 - 00:00,4.53,0.78,16.49,21.02,36.47,42.22,7.44,67.02,262.67,31.29,133.79,0.37,0.35,7.55,25-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
25-Jun-2020 - 00:00,4.54,0.02,16.49,21.03,36.47,29.18,8.78,79.46,240.07,30.53,158.89,0.48,0.36,7.21,26-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
26-Jun-2020 - 00:00,4.56,0.23,16.45,21.01,36.45,26.46,6.82,88.22,209.76,29.22,155.11,0.28,0.39,7.73,27-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
27-Jun-2020 - 00:00,4.53,0.0,16.51,21.04,36.49,32.68,9.45,83.1,196.86,30.35,142.92,0.29,0.36,7.16,28-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
28-Jun-2020 - 00:00,4.59,0.0,16.46,21.05,36.47,28.06,8.29,89.42,170.63,29.12,189.16,0.32,0.37,6.56,29-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
29-Jun-2020 - 00:00,4.63,0.0,16.49,21.12,36.49,26.0,7.58,87.41,185.09,28.89,171.21,0.37,0.36,6.53,30-Jun-2020 - 00:00,"Solapur, Solapur - MPCB"
30-Jun-2020 - 00:00,5.32,1.33,16.52,20.97,36.51,27.34,7.51,85.96,151.53,28.93,138.68,0.22,0.38,5.29,01-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
01-Jul-2020 - 00:00,4.42,2.14,16.48,20.89,36.46,17.63,5.16,82.0,241.8,29.77,129.45,0.51,0.33,6.42,02-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
02-Jul-2020 - 00:00,4.53,2.15,16.5,21.02,36.51,18.64,4.6,81.3,221.23,29.64,129.83,0.56,0.32,5.33,03-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
03-Jul-2020 - 00:00,4.59,2.24,16.5,21.09,36.48,26.55,4.2,82.61,203.74,29.46,131.21,0.56,0.34,5.47,04-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
04-Jul-2020 - 00:00,4.56,1.72,16.48,21.04,36.48,23.35,4.54,83.76,133.6,28.67,121.39,0.49,0.33,6.18,05-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
05-Jul-2020 - 00:00,4.63,0.0,16.53,21.16,36.52,34.36,6.9,84.99,126.05,28.44,129.0,0.41,0.34,6.33,06-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
06-Jul-2020 - 00:00,4.62,0.0,16.5,21.12,36.48,45.31,6.24,79.27,160.77,29.49,148.65,0.41,0.33,5.84,07-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
07-Jul-2020 - 00:00,4.49,0.0,16.53,21.02,36.47,39.64,7.5,82.06,170.88,29.54,172.95,0.42,0.34,5.49,08-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
08-Jul-2020 - 00:00,4.64,0.0,16.49,21.13,36.49,29.36,7.13,84.95,240.62,29.63,156.21,0.27,0.36,5.33,09-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
09-Jul-2020 - 00:00,,,,,,,,,,,,,,,10-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
10-Jul-2020 - 00:00,5.8,1.44,16.62,22.43,36.69,16.87,2.01,99.9,16.1,25.83,,0.08,0.49,9.22,11-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
11-Jul-2020 - 00:00,,,,,,,,,,,,,,,12-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
12-Jul-2020 - 00:00,,,,,,,,,,,,,,,13-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
13-Jul-2020 - 00:00,,,,,,,,,,,,,,,14-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
14-Jul-2020 - 00:00,,,,,,,,,,,,,,,15-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
15-Jul-2020 - 00:00,4.47,0.0,12.21,21.1,36.43,16.07,5.16,93.53,112.21,28.47,133.95,0.77,0.34,5.1,16-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
16-Jul-2020 - 00:00,3.7,0.0,16.48,20.18,36.53,39.96,6.31,99.83,59.52,26.6,136.03,0.17,0.36,5.34,17-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
17-Jul-2020 - 00:00,3.86,0.0,16.45,20.31,36.5,29.98,6.4,90.31,169.49,27.69,156.96,0.24,0.34,5.24,18-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
18-Jul-2020 - 00:00,3.97,0.0,16.51,20.48,36.51,23.58,5.22,87.31,311.05,28.76,134.11,0.3,0.36,4.98,19-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
19-Jul-2020 - 00:00,,,13.5,,,,,,,,,,,,20-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
20-Jul-2020 - 00:00,4.04,0.0,16.49,20.49,36.46,25.25,6.78,84.29,273.33,30.45,193.29,0.72,0.5,5.71,21-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
21-Jul-2020 - 00:00,4.01,0.14,16.49,20.49,36.46,25.86,8.6,88.21,208.5,28.95,226.18,0.52,0.28,6.47,22-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
22-Jul-2020 - 00:00,5.8,0.09,16.51,21.6,36.47,19.03,7.08,83.86,149.3,30.41,148.56,0.29,0.29,5.38,23-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
23-Jul-2020 - 00:00,4.07,0.06,16.48,20.55,36.51,23.37,8.12,97.57,98.52,28.1,214.44,0.3,0.34,5.53,24-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
24-Jul-2020 - 00:00,4.28,0.0,16.5,20.78,36.48,18.84,16.66,99.9,60.98,25.72,226.16,0.24,0.4,5.31,25-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
25-Jul-2020 - 00:00,4.38,0.0,16.49,20.87,36.47,23.34,8.19,94.43,149.52,27.54,195.41,0.24,0.36,5.28,26-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
26-Jul-2020 - 00:00,4.28,0.09,16.5,20.78,36.47,16.64,5.64,89.91,201.13,28.74,128.5,0.25,0.35,5.14,27-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
27-Jul-2020 - 00:00,4.28,0.0,16.5,20.78,36.47,23.12,5.71,87.11,215.51,29.0,131.32,0.46,0.34,5.65,28-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
28-Jul-2020 - 00:00,4.31,0.0,16.48,20.79,36.49,22.24,9.64,91.61,205.35,28.28,149.46,0.64,0.36,5.31,29-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
29-Jul-2020 - 00:00,4.26,0.0,16.5,20.75,36.53,35.58,9.01,94.84,165.21,28.42,176.85,0.36,0.37,5.28,30-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
30-Jul-2020 - 00:00,4.11,0.01,16.52,20.63,36.49,36.21,9.52,95.24,204.89,28.7,182.79,0.32,0.34,5.18,31-Jul-2020 - 00:00,"Solapur, Solapur - MPCB"
31-Jul-2020 - 00:00,4.17,0.01,16.48,20.65,36.51,37.62,9.76,97.96,180.69,28.2,194.08,0.25,0.4,5.56,01-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
01-Aug-2020 - 00:00,4.16,0.0,16.47,20.63,36.51,46.65,10.65,93.94,173.72,29.06,133.03,0.19,0.35,5.45,02-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
02-Aug-2020 - 00:00,4.12,0.0,16.48,20.6,36.49,19.5,4.97,89.32,219.58,29.39,130.82,0.22,0.35,5.3,03-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
03-Aug-2020 - 00:00,4.12,0.0,16.5,20.62,36.51,24.22,4.64,90.99,179.98,28.46,137.35,0.38,0.35,5.39,04-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
04-Aug-2020 - 00:00,4.13,0.0,16.49,20.62,36.56,23.26,5.36,94.65,145.98,28.17,153.26,0.35,0.34,5.77,05-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
05-Aug-2020 - 00:00,4.15,0.0,16.47,20.61,36.58,20.39,5.57,99.9,134.44,27.1,140.65,0.26,0.36,5.63,06-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
06-Aug-2020 - 00:00,4.15,0.0,16.49,20.64,36.56,37.01,6.05,97.35,171.34,27.98,162.72,0.28,0.38,5.41,07-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
07-Aug-2020 - 00:00,4.19,0.0,16.49,20.68,36.49,39.01,5.63,93.47,179.12,28.74,154.26,0.31,0.35,5.57,08-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
08-Aug-2020 - 00:00,4.17,0.0,16.5,20.66,36.47,39.48,7.35,87.21,168.22,28.77,139.81,0.39,0.34,5.03,09-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
09-Aug-2020 - 00:00,4.16,0.0,16.5,20.66,36.49,36.72,6.19,90.46,146.93,28.57,127.7,0.44,0.35,5.2,10-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
10-Aug-2020 - 00:00,4.29,0.0,16.46,20.75,36.5,31.33,12.22,99.9,62.89,26.27,120.79,0.19,0.38,5.58,11-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
11-Aug-2020 - 00:00,4.3,0.0,16.51,20.81,36.59,13.27,3.29,99.9,85.01,24.93,116.05,0.28,0.42,5.52,12-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
12-Aug-2020 - 00:00,,,,,,,,,,,,,,,13-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
13-Aug-2020 - 00:00,,,,,,,,,,,,,,,14-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
14-Aug-2020 - 00:00,,,,,,,,,,,,,,,15-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
15-Aug-2020 - 00:00,,,,,,,,,,,,,,,16-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
16-Aug-2020 - 00:00,,,,,,,,,,,,,,,17-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
17-Aug-2020 - 00:00,,,,,,,,,,,,,,,18-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
18-Aug-2020 - 00:00,,,,,,,,,,,,,,,19-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
19-Aug-2020 - 00:00,,,,,,,,,,,,,,,20-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
20-Aug-2020 - 00:00,,,,,,,,,,,,,,,21-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
21-Aug-2020 - 00:00,,,,,,,,,,,,,,,22-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
22-Aug-2020 - 00:00,,,,,,,,,,,,,,,23-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
23-Aug-2020 - 00:00,,,,,,,,,,,,,,,24-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
24-Aug-2020 - 00:00,,,,,,,,,,,,,,,25-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
25-Aug-2020 - 00:00,,,,,,,,,,,,,,,26-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
26-Aug-2020 - 00:00,,,,,,,,,,,,,,,27-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
27-Aug-2020 - 00:00,,,,,,,,,,,,,,,28-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
28-Aug-2020 - 00:00,,,,,,,,,,,,,,,29-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
29-Aug-2020 - 00:00,,,,,,,,,,,,,,,30-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
30-Aug-2020 - 00:00,,,,,,,,,,,,,,,31-Aug-2020 - 00:00,"Solapur, Solapur - MPCB"
31-Aug-2020 - 00:00,,,,,,,,,,,,,,,01-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
01-Sep-2020 - 00:00,33.71,,41.68,,34.56,,,54.43,411.33,28.35,283.26,0.75,0.35,,02-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
02-Sep-2020 - 00:00,,,,,,,,,,,,,,,03-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
03-Sep-2020 - 00:00,,,,,,,,,,,,,,,04-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
04-Sep-2020 - 00:00,4.67,0.0,16.49,21.16,36.59,82.14,16.25,68.19,264.63,32.49,302.34,0.63,0.34,6.72,05-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
05-Sep-2020 - 00:00,4.73,0.0,16.59,21.32,36.56,69.81,15.18,76.89,211.05,31.7,314.82,0.53,0.34,6.64,06-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
06-Sep-2020 - 00:00,4.74,0.0,16.54,21.28,36.59,45.59,9.9,77.87,228.86,32.0,286.91,0.71,0.35,7.06,07-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
07-Sep-2020 - 00:00,3.99,0.0,16.55,20.54,36.54,60.52,16.97,77.32,471.26,32.59,251.87,0.54,0.37,5.97,08-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
08-Sep-2020 - 00:00,4.0,0.0,16.53,20.52,36.55,48.0,11.74,81.44,292.29,31.16,198.81,0.43,0.34,6.63,09-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
09-Sep-2020 - 00:00,10.57,0.0,16.93,27.24,36.4,60.37,15.42,83.59,26.21,30.0,265.88,0.36,0.34,8.1,10-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
10-Sep-2020 - 00:00,5.38,0.0,16.55,21.93,36.55,29.61,7.74,98.82,146.23,26.61,213.25,0.26,0.41,7.28,11-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
11-Sep-2020 - 00:00,,,,,,,,,,,,,,,12-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
12-Sep-2020 - 00:00,,,,,,,,,,,,,,,13-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
13-Sep-2020 - 00:00,,,,,,,,,,,,,,,14-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
14-Sep-2020 - 00:00,,,,,,,,,,,,,,,15-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
15-Sep-2020 - 00:00,31.28,0.0,16.66,22.87,36.59,42.48,11.23,98.79,162.17,28.23,147.93,0.51,0.32,6.28,16-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
16-Sep-2020 - 00:00,5.39,0.0,16.53,21.92,36.55,30.51,10.69,99.9,65.24,26.84,131.6,0.4,0.37,6.52,17-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
17-Sep-2020 - 00:00,,,,,,,,,,,,,,,18-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
18-Sep-2020 - 00:00,,,17.58,,,,,,,,,,,,19-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
19-Sep-2020 - 00:00,74.31,0.18,17.28,91.4,37.01,49.75,21.27,99.9,129.37,28.79,151.7,0.43,0.37,7.67,20-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
20-Sep-2020 - 00:00,126.81,0.18,18.13,144.82,37.14,44.4,27.49,99.9,19.2,26.45,144.69,0.54,0.33,12.52,21-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
21-Sep-2020 - 00:00,93.05,0.0,12.91,110.35,37.12,,,99.42,636.13,31.46,124.13,0.24,0.42,8.43,22-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
22-Sep-2020 - 00:00,9.3,0.0,1.76,11.0,36.99,23.8,0.92,81.36,495.62,32.43,116.2,0.33,0.35,8.68,23-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
23-Sep-2020 - 00:00,,,10.14,,,,,,,,,,,,24-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
24-Sep-2020 - 00:00,6.42,0.0,16.59,23.01,36.55,38.36,8.27,75.51,287.68,32.07,112.74,0.31,0.34,5.55,25-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
25-Sep-2020 - 00:00,12.37,0.0,16.58,28.95,36.58,23.19,7.36,96.46,160.73,28.2,126.5,0.35,0.37,5.55,26-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
26-Sep-2020 - 00:00,10.62,0.0,16.91,27.24,36.57,31.6,10.27,99.9,18.04,25.87,138.16,0.27,0.4,5.01,27-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
27-Sep-2020 - 00:00,7.1,0.0,16.61,23.71,36.52,26.94,7.01,98.38,182.24,26.19,138.53,0.41,0.37,4.9,28-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
28-Sep-2020 - 00:00,8.92,0.0,16.62,25.49,36.48,74.93,18.75,62.95,418.08,31.98,163.56,0.47,0.36,3.74,29-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
29-Sep-2020 - 00:00,6.2,0.0,16.58,22.77,36.55,61.59,14.8,63.36,496.76,32.51,152.64,0.64,0.35,3.88,30-Sep-2020 - 00:00,"Solapur, Solapur - MPCB"
30-Sep-2020 - 00:00,14.33,0.0,16.58,30.94,36.3,89.38,21.56,66.36,257.86,31.14,205.75,0.62,0.35,5.08,01-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
01-Oct-2020 - 00:00,6.37,0.0,16.58,22.95,36.57,63.73,17.57,90.12,129.77,27.91,159.96,0.47,0.36,4.73,02-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
02-Oct-2020 - 00:00,6.3,0.0,16.49,22.72,36.54,71.16,23.75,81.21,273.72,29.61,174.1,0.39,0.34,4.79,03-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
03-Oct-2020 - 00:00,5.36,0.0,16.56,21.92,36.53,89.72,24.04,58.14,262.46,32.98,164.53,0.34,0.35,4.37,04-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
04-Oct-2020 - 00:00,6.11,0.0,16.58,22.68,36.54,62.12,23.71,81.92,204.23,29.61,141.97,0.43,0.36,4.81,05-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
05-Oct-2020 - 00:00,6.1,0.0,16.56,22.66,36.55,90.88,26.5,53.43,361.01,32.75,164.61,0.49,0.33,4.33,06-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
06-Oct-2020 - 00:00,6.18,0.0,16.58,22.75,36.53,108.33,29.69,54.64,301.56,32.17,189.64,0.49,0.35,4.47,07-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
07-Oct-2020 - 00:00,6.32,0.0,16.6,22.91,36.54,111.99,30.21,61.65,177.62,29.84,195.81,0.45,0.34,4.64,08-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
08-Oct-2020 - 00:00,6.35,0.0,16.59,22.93,36.53,113.24,35.14,69.73,172.71,29.51,214.3,0.41,0.35,4.82,09-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
09-Oct-2020 - 00:00,6.37,0.0,16.59,22.95,36.52,85.9,29.38,79.3,168.27,29.99,206.7,0.26,0.33,4.34,10-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
10-Oct-2020 - 00:00,7.76,0.05,16.62,24.37,36.53,55.74,19.34,90.4,166.86,28.35,184.41,0.24,0.37,4.66,11-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
11-Oct-2020 - 00:00,,,,,,,,,,,,,,,12-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
12-Oct-2020 - 00:00,,,,,,,,,,,,,,,13-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
13-Oct-2020 - 00:00,,,,,,,,,,,,,,,14-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
14-Oct-2020 - 00:00,,,,,,,,,,,,,,,15-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
15-Oct-2020 - 00:00,,,,,,,,,,,,,,,16-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
16-Oct-2020 - 00:00,,,,,,,,,,,,,,,17-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
17-Oct-2020 - 00:00,,,,,,,,,,,,,,,18-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
18-Oct-2020 - 00:00,,,,,,,,,,,,,,,19-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
19-Oct-2020 - 00:00,8.46,0.0,16.53,24.99,36.54,30.28,11.7,96.49,45.29,26.28,187.66,0.3,0.43,4.95,20-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
20-Oct-2020 - 00:00,12.28,0.0,16.58,25.78,36.55,54.05,21.84,95.46,181.77,27.79,184.85,0.21,0.38,5.0,21-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
21-Oct-2020 - 00:00,,,16.71,,,,,,,,,,,,22-Oct-2020 - 00:00,"Solapur, Solapur - MPCB"
