from date,PM2.5,PM10,RH,VWS,BP,SR,AT,WS,WD,SO2,Ozone,NO2,NO,NOx,Benzene,Xylene,Toluene,to date,station
01-Jan-2020 - 00:00,274.89,,76.24,-1.33,732.58,58.18,15.57,0.76,188.71,17.72,28.57,59.95,21.52,30.89,8.03,9.93,15.94,02-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
02-Jan-2020 - 00:00,183.81,,74.59,-3.82,732.68,58.61,19.66,1.1,144.22,18.48,24.3,55.05,19.91,28.74,8.12,11.53,17.4,03-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
03-Jan-2020 - 00:00,109.22,,77.36,-1.79,735.12,74.4,21.77,1.91,177.29,18.07,31.01,47.05,8.06,18.63,5.05,8.12,11.09,04-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
04-Jan-2020 - 00:00,82.93,,81.58,-0.87,736.12,42.7,18.32,1.67,220.56,15.2,18.61,42.98,8.06,17.49,4.05,6.66,9.37,05-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
05-Jan-2020 - 00:00,79.97,,82.44,-0.87,735.33,42.72,15.61,0.81,212.55,15.12,17.01,46.13,9.75,19.49,4.67,7.82,10.99,06-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
06-Jan-2020 - 00:00,121.46,,73.39,-0.84,733.49,85.08,18.59,0.65,214.99,18.42,30.7,48.3,27.47,31.41,6.4,13.73,16.41,07-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
07-Jan-2020 - 00:00,187.72,,70.5,-0.82,735.41,73.21,20.71,1.0,171.26,18.14,32.79,52.95,24.51,31.18,8.29,19.05,22.73,08-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
08-Jan-2020 - 00:00,113.95,,84.01,-0.78,738.28,32.67,16.86,2.31,107.52,16.97,28.08,40.87,6.52,15.87,4.85,5.8,9.46,09-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
09-Jan-2020 - 00:00,103.0,,82.27,-0.83,736.66,34.15,17.74,1.36,207.26,16.31,21.99,42.26,7.94,17.21,4.46,4.94,9.19,10-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
10-Jan-2020 - 00:00,77.09,,73.02,-0.87,734.15,61.22,14.67,1.2,239.39,16.25,27.29,43.93,8.1,17.7,4.13,4.95,10.21,11-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
11-Jan-2020 - 00:00,133.07,,69.14,-0.83,733.7,96.85,13.79,1.2,236.18,16.44,40.28,44.52,6.56,16.81,4.09,4.21,10.72,12-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
12-Jan-2020 - 00:00,204.09,,73.96,-0.88,736.31,83.65,14.6,0.83,220.38,16.4,29.87,49.14,13.49,22.82,5.27,5.41,11.24,13-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
13-Jan-2020 - 00:00,201.45,,76.46,-0.75,739.18,83.53,16.16,1.32,118.49,19.51,47.81,51.03,21.4,28.55,6.78,8.32,14.76,14-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
14-Jan-2020 - 00:00,115.97,,81.18,-0.66,738.67,55.27,14.87,1.06,140.66,15.46,38.83,44.03,6.11,16.5,5.28,4.34,9.57,15-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
15-Jan-2020 - 00:00,166.66,,77.14,-0.68,737.39,59.6,19.51,0.89,185.03,16.31,35.11,51.33,8.76,20.32,6.09,6.01,12.35,16-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
16-Jan-2020 - 00:00,106.24,,69.52,-0.66,738.18,83.26,21.8,2.54,130.97,11.91,50.79,45.97,6.76,17.47,4.86,4.37,9.14,17-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
17-Jan-2020 - 00:00,88.07,,78.18,-0.68,737.16,54.09,21.26,1.36,199.24,14.26,27.4,44.65,7.9,17.76,4.25,5.9,9.03,18-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
18-Jan-2020 - 00:00,93.92,,81.51,-0.68,735.61,51.95,19.8,1.6,258.27,17.84,20.96,46.05,11.11,20.37,4.64,6.61,10.06,19-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
19-Jan-2020 - 00:00,66.46,,73.77,-0.72,734.97,70.57,17.41,2.37,244.78,13.2,38.54,42.07,6.9,16.47,1.03,0.88,1.95,20-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
20-Jan-2020 - 00:00,89.76,,67.62,-0.72,734.5,94.71,17.09,1.07,221.41,19.85,38.98,50.26,8.29,19.7,2.07,3.27,4.96,21-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
21-Jan-2020 - 00:00,126.29,,68.16,-0.69,733.77,87.45,17.49,1.05,168.44,17.32,54.49,49.29,10.29,20.74,3.64,3.72,7.42,22-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
22-Jan-2020 - 00:00,137.17,,71.89,-0.8,733.73,88.14,18.03,0.98,194.03,14.29,40.75,50.62,8.76,20.11,3.04,4.09,6.63,23-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
23-Jan-2020 - 00:00,99.21,,63.83,-1.13,735.2,93.46,18.67,0.95,218.99,16.62,42.18,42.43,6.18,15.94,5.02,7.15,12.12,24-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
24-Jan-2020 - 00:00,73.5,,54.33,-1.23,736.2,102.32,17.98,1.39,219.59,20.2,45.65,40.03,5.6,14.9,3.89,5.13,9.95,25-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
25-Jan-2020 - 00:00,128.13,,67.69,-0.91,736.38,94.07,16.93,1.56,244.67,17.48,42.34,44.57,6.77,17.04,5.24,6.24,12.32,26-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
26-Jan-2020 - 00:00,138.47,,65.15,-0.82,737.6,91.84,18.57,0.82,214.71,17.16,13.16,50.32,8.59,19.91,5.71,6.78,13.79,27-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
27-Jan-2020 - 00:00,140.52,,62.59,-0.83,738.97,87.6,20.91,0.45,189.97,15.84,12.5,53.36,19.86,28.19,6.75,12.45,21.36,28-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
28-Jan-2020 - 00:00,112.71,,66.53,-0.48,740.54,63.62,21.74,2.06,89.02,15.08,40.09,43.06,11.28,19.59,6.64,11.59,20.94,29-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
29-Jan-2020 - 00:00,140.71,,71.28,-0.35,737.28,83.76,23.9,1.4,145.22,11.97,62.99,40.32,6.25,15.31,5.46,5.55,11.95,30-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
30-Jan-2020 - 00:00,84.62,,69.89,-0.45,736.19,77.72,21.81,1.82,229.39,11.38,33.68,35.61,6.56,14.39,4.72,5.32,11.26,31-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
31-Jan-2020 - 00:00,69.0,,60.02,-0.4,736.82,103.6,19.25,0.79,204.29,10.8,37.92,38.95,6.31,15.16,4.3,5.61,11.2,01-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
01-Feb-2020 - 00:00,79.96,,54.01,-0.38,734.68,104.21,20.39,1.48,223.68,12.16,50.93,37.22,5.21,13.88,4.6,6.06,12.44,02-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
02-Feb-2020 - 00:00,92.81,,58.49,-0.4,733.19,101.39,19.08,1.12,216.69,15.02,49.29,34.98,5.11,13.28,4.56,5.12,11.35,03-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
03-Feb-2020 - 00:00,98.25,,53.96,-0.38,733.34,105.26,19.11,0.77,217.75,15.96,50.44,36.56,9.96,16.93,5.26,7.47,15.37,04-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
04-Feb-2020 - 00:00,130.39,,56.74,-0.36,735.68,103.78,20.33,0.92,137.31,16.15,45.31,42.55,23.39,27.51,7.38,13.5,27.42,05-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
05-Feb-2020 - 00:00,133.25,,60.88,-0.41,736.33,106.79,21.26,1.01,218.72,10.8,49.19,40.66,6.26,15.46,6.47,9.9,19.02,06-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
06-Feb-2020 - 00:00,100.62,,58.28,-0.38,735.52,107.75,21.17,1.23,210.67,16.89,54.29,35.8,17.55,21.7,5.57,9.09,17.31,07-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
07-Feb-2020 - 00:00,129.06,,56.04,-0.38,734.31,100.01,22.0,1.01,205.79,22.4,52.51,39.41,20.74,24.79,7.66,14.13,26.45,08-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
08-Feb-2020 - 00:00,118.38,,54.27,-0.4,732.47,104.9,20.87,1.37,226.42,18.28,49.65,37.55,9.65,17.0,6.23,10.08,17.95,09-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
09-Feb-2020 - 00:00,121.45,,57.26,-0.41,731.74,106.98,20.19,1.09,219.76,9.93,48.86,40.61,8.28,16.97,5.9,8.49,15.24,10-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
10-Feb-2020 - 00:00,117.47,,59.14,-0.44,733.27,107.31,21.12,1.19,228.88,13.71,52.78,41.91,7.76,16.89,5.72,8.99,15.19,11-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
11-Feb-2020 - 00:00,116.93,,55.06,-0.47,732.97,114.98,22.18,1.08,234.21,15.54,60.27,39.95,6.13,15.28,5.7,9.06,15.21,12-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
12-Feb-2020 - 00:00,117.83,,58.15,-0.48,733.46,112.9,21.87,0.88,217.92,10.5,67.66,38.4,4.63,13.92,5.56,7.89,14.27,13-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
13-Feb-2020 - 00:00,70.81,,58.08,-0.5,737.25,108.83,24.74,0.98,191.01,13.37,59.87,37.12,4.6,13.37,4.52,7.07,12.55,14-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
14-Feb-2020 - 00:00,59.4,,57.18,-0.49,740.38,115.52,26.39,1.34,202.15,10.03,60.72,31.29,4.11,11.51,4.24,6.32,11.52,15-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
15-Feb-2020 - 00:00,57.72,,53.44,-0.43,738.02,118.29,24.37,1.24,210.62,15.37,59.26,32.44,4.35,11.96,4.23,6.45,11.43,16-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
16-Feb-2020 - 00:00,67.88,,52.77,-0.4,735.6,116.88,25.92,0.59,204.71,12.62,58.34,39.02,5.17,14.46,5.02,8.04,12.99,17-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
17-Feb-2020 - 00:00,98.76,,62.15,-0.41,735.06,110.89,25.83,0.81,191.07,14.51,62.62,38.17,5.05,13.95,5.52,9.08,14.22,18-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
18-Feb-2020 - 00:00,74.27,,53.57,-0.43,736.54,117.34,25.59,0.8,194.51,12.62,60.0,39.36,6.22,15.1,4.97,8.31,13.07,19-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
19-Feb-2020 - 00:00,79.68,,50.3,-0.36,736.1,120.06,27.64,0.84,127.33,12.81,80.03,38.77,10.94,18.01,5.81,8.76,15.06,20-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
20-Feb-2020 - 00:00,79.25,,56.6,-0.35,736.42,80.23,27.03,1.71,83.35,18.93,85.88,30.34,3.83,10.86,4.89,4.09,9.53,21-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
21-Feb-2020 - 00:00,108.53,,72.97,-0.39,734.83,61.49,25.19,3.26,95.82,21.02,64.27,19.17,3.55,7.72,4.66,1.75,6.61,22-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
22-Feb-2020 - 00:00,64.98,,72.4,-0.46,733.5,89.7,27.38,2.57,95.93,18.31,69.04,19.78,3.68,7.92,3.24,1.69,5.48,23-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
23-Feb-2020 - 00:00,84.91,,75.08,-0.49,735.33,96.49,28.41,1.14,124.53,9.45,47.27,29.31,5.13,11.69,4.77,5.12,10.81,24-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
24-Feb-2020 - 00:00,82.25,,74.62,-0.67,738.35,88.19,28.57,1.42,172.62,13.21,48.24,28.52,4.23,10.63,4.58,5.76,11.72,25-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
25-Feb-2020 - 00:00,53.09,,74.45,-0.73,739.29,102.72,25.25,2.25,140.29,11.54,50.47,25.87,4.82,10.4,3.76,4.63,9.81,26-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
26-Feb-2020 - 00:00,50.04,,75.66,-0.78,737.6,65.51,22.72,2.21,221.49,8.44,39.62,23.65,4.49,9.57,3.88,4.39,10.57,27-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
27-Feb-2020 - 00:00,75.31,,71.93,-0.89,736.28,99.8,24.33,1.17,188.04,8.76,53.06,29.49,10.32,14.54,4.98,5.5,13.4,28-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
28-Feb-2020 - 00:00,58.77,,68.22,-1.05,736.96,131.4,26.62,1.28,97.68,16.38,54.65,24.52,8.36,12.32,4.42,5.08,12.27,29-Feb-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
29-Feb-2020 - 00:00,68.84,,65.34,-0.79,738.3,122.41,28.61,1.18,109.38,15.37,68.23,22.81,4.02,8.91,4.37,4.81,11.18,01-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
01-Mar-2020 - 00:00,86.02,,65.28,-1.11,738.04,91.6,29.4,1.04,163.53,16.79,58.29,25.72,7.41,12.15,4.93,5.04,12.56,02-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
02-Mar-2020 - 00:00,83.45,,63.86,-1.2,738.8,122.31,31.63,1.34,217.64,16.65,45.8,27.01,15.77,18.02,5.79,9.79,19.82,03-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
03-Mar-2020 - 00:00,102.13,,62.77,-1.57,740.2,105.45,33.62,0.76,202.36,18.68,51.92,32.19,17.45,20.59,7.88,13.58,25.07,04-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
04-Mar-2020 - 00:00,86.04,,59.36,-1.37,740.12,107.2,33.52,1.41,138.39,15.61,51.75,25.42,15.65,17.54,6.85,12.45,24.14,05-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
05-Mar-2020 - 00:00,59.91,,59.69,-1.33,740.55,100.9,32.43,2.43,129.01,18.66,66.24,18.67,4.49,8.12,3.94,4.63,10.89,06-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
06-Mar-2020 - 00:00,28.8,,61.59,-1.35,740.62,121.59,30.26,3.72,114.59,12.11,80.68,12.54,3.81,5.94,2.53,2.29,6.17,07-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
07-Mar-2020 - 00:00,39.78,,72.91,-1.45,738.49,80.69,27.97,2.84,183.95,9.64,49.92,13.79,3.78,6.39,2.63,2.52,6.49,08-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
08-Mar-2020 - 00:00,53.63,,62.33,-1.38,736.85,131.66,29.69,1.94,226.65,12.36,49.61,17.27,4.93,8.1,4.02,3.75,11.51,09-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
09-Mar-2020 - 00:00,54.28,,56.25,-1.36,738.46,135.84,27.8,0.99,199.49,23.84,54.16,20.21,6.7,10.15,3.94,4.36,10.83,10-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
10-Mar-2020 - 00:00,146.36,,57.58,-1.25,739.07,58.26,25.83,0.7,194.84,35.96,35.25,18.8,9.52,11.61,7.23,5.39,15.07,11-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
11-Mar-2020 - 00:00,52.67,,61.24,-1.0,739.95,75.88,28.18,2.15,122.7,31.98,59.55,11.06,8.91,9.02,4.08,3.47,9.41,12-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
12-Mar-2020 - 00:00,40.1,,67.48,-0.9,738.04,133.71,33.78,1.76,135.18,31.26,66.75,11.96,9.14,9.42,2.83,2.64,7.55,13-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
13-Mar-2020 - 00:00,32.58,,75.74,-0.64,737.38,65.67,29.37,3.84,125.02,37.8,52.0,8.72,9.06,8.45,2.45,1.93,6.03,14-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
14-Mar-2020 - 00:00,19.48,,80.23,-0.34,737.71,64.65,27.06,2.63,113.3,32.54,49.29,8.58,9.16,8.49,1.92,1.56,4.58,15-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
15-Mar-2020 - 00:00,27.9,,72.24,-0.35,736.62,143.02,28.19,1.76,154.26,24.92,48.97,11.01,9.26,9.24,2.28,2.0,5.79,16-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
16-Mar-2020 - 00:00,58.06,,63.08,-0.39,735.72,138.16,31.07,1.4,234.98,27.31,46.89,14.4,9.52,10.37,3.87,4.49,11.05,17-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
17-Mar-2020 - 00:00,67.38,,58.11,-0.41,735.23,140.49,30.68,0.93,200.04,29.98,49.32,12.75,9.06,8.51,4.11,4.66,11.63,18-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
18-Mar-2020 - 00:00,69.07,,54.18,-0.42,736.89,144.03,32.31,0.93,182.08,34.52,53.08,10.0,8.59,8.51,4.81,5.0,12.65,19-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
19-Mar-2020 - 00:00,49.4,,49.22,-0.41,739.11,133.17,33.95,1.39,190.26,42.05,52.23,20.57,9.08,11.43,4.1,4.38,11.26,20-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
20-Mar-2020 - 00:00,46.81,,49.08,-0.39,739.65,144.18,36.09,1.18,200.79,56.91,42.45,32.34,9.27,15.27,3.46,4.47,11.1,21-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
21-Mar-2020 - 00:00,65.91,,69.49,-0.37,740.19,46.1,28.94,1.77,172.11,42.47,23.78,32.22,9.32,15.27,4.83,5.92,15.5,22-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
22-Mar-2020 - 00:00,57.91,,59.92,-0.35,738.4,141.54,33.01,1.29,141.86,30.78,46.47,32.29,9.2,15.21,5.08,7.34,17.51,23-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
23-Mar-2020 - 00:00,57.66,,59.41,-0.36,738.9,137.47,35.23,2.55,154.32,29.73,61.11,32.4,9.39,15.38,3.24,2.06,6.88,24-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
24-Mar-2020 - 00:00,59.43,,51.41,-0.36,739.4,139.89,38.56,1.34,163.06,29.64,61.4,32.53,9.27,15.32,3.49,2.03,6.87,25-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
25-Mar-2020 - 00:00,79.56,,49.86,-0.39,740.28,142.09,39.68,1.34,197.95,31.44,44.96,32.5,9.36,15.39,4.01,2.48,8.23,26-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
26-Mar-2020 - 00:00,68.54,,45.26,-0.41,739.27,148.8,38.91,1.9,223.78,28.13,32.49,32.85,9.09,15.3,3.44,1.92,6.61,27-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
27-Mar-2020 - 00:00,54.02,,48.34,-0.38,737.85,148.8,38.44,3.03,228.65,27.91,38.35,32.93,8.72,15.08,3.46,1.9,6.28,28-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
28-Mar-2020 - 00:00,35.99,,56.16,-0.45,738.28,143.62,36.36,2.45,231.79,28.88,37.82,32.54,9.17,15.27,2.26,1.15,3.8,29-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
29-Mar-2020 - 00:00,33.86,,43.15,-0.46,739.79,154.75,37.45,2.47,234.62,29.12,43.0,32.89,8.79,15.11,2.37,1.15,3.92,30-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
30-Mar-2020 - 00:00,33.19,,35.86,-0.43,739.18,149.2,38.65,2.54,227.41,32.59,21.16,32.65,9.13,15.1,2.14,1.28,4.1,31-Mar-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
31-Mar-2020 - 00:00,47.85,,36.47,-0.39,739.36,150.61,39.2,1.69,220.38,32.59,4.76,32.46,8.5,14.73,2.91,1.63,5.37,01-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
01-Apr-2020 - 00:00,96.84,,37.99,-0.39,740.62,146.64,40.0,1.04,202.88,35.65,4.5,33.0,9.01,15.21,4.12,2.32,7.99,02-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
02-Apr-2020 - 00:00,77.81,,37.17,-0.38,741.27,146.45,40.01,2.4,229.8,34.73,5.46,33.23,8.8,15.03,4.48,2.34,8.9,03-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
03-Apr-2020 - 00:00,33.43,,30.61,-0.39,739.38,158.05,39.41,2.49,238.04,28.87,5.11,32.94,8.61,15.0,2.37,1.19,4.53,04-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
04-Apr-2020 - 00:00,88.1,,34.77,-0.38,738.94,123.37,36.06,0.77,191.29,33.78,5.28,32.03,9.73,15.3,3.75,1.69,7.01,05-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
05-Apr-2020 - 00:00,65.53,,28.78,-0.38,738.02,158.77,38.21,1.81,200.08,30.4,5.62,33.84,9.59,15.87,3.72,1.69,7.07,06-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
06-Apr-2020 - 00:00,50.85,,29.98,-0.42,739.46,153.27,39.3,1.45,198.31,34.5,5.12,33.34,8.87,15.29,3.55,1.42,6.74,07-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
07-Apr-2020 - 00:00,58.28,,28.39,-0.4,741.33,152.64,39.97,1.41,203.94,32.19,5.18,32.21,9.12,15.14,3.35,1.67,6.85,08-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
08-Apr-2020 - 00:00,52.43,,29.79,-0.36,741.02,112.04,40.64,2.14,222.48,32.16,5.28,33.28,8.45,14.79,3.5,2.12,7.91,09-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
09-Apr-2020 - 00:00,44.83,,31.88,-0.39,740.04,150.44,40.51,1.62,196.55,45.19,72.82,31.96,9.65,15.33,3.24,2.09,7.83,10-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
10-Apr-2020 - 00:00,40.72,,27.9,-0.37,738.35,158.55,41.21,2.11,222.17,35.75,97.71,32.95,9.36,15.5,2.96,1.63,6.28,11-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
11-Apr-2020 - 00:00,62.96,,31.45,-0.38,737.75,145.69,41.12,1.29,203.97,35.05,91.32,32.62,9.29,15.36,4.67,2.07,7.85,12-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
12-Apr-2020 - 00:00,63.37,,30.65,-0.37,740.11,152.72,42.38,1.83,223.78,31.1,87.81,32.15,8.92,14.99,4.28,2.89,9.95,13-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
13-Apr-2020 - 00:00,56.33,,32.83,-0.38,741.02,158.55,41.97,1.61,196.58,29.6,94.77,31.75,9.15,14.99,3.61,2.03,7.96,14-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
14-Apr-2020 - 00:00,54.64,,38.69,-0.35,740.45,159.82,41.91,1.81,185.03,39.01,101.95,31.02,9.78,15.25,3.36,1.96,6.97,15-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
15-Apr-2020 - 00:00,49.26,,43.15,-0.35,740.22,148.71,42.12,2.91,150.55,27.94,106.27,32.4,9.43,15.34,2.97,1.6,6.02,16-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
16-Apr-2020 - 00:00,30.5,,40.11,-0.35,742.95,161.5,41.21,2.41,154.66,28.71,86.07,31.57,9.62,15.3,2.23,1.21,4.72,17-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
17-Apr-2020 - 00:00,45.39,,46.71,-0.36,743.33,207.39,39.2,2.96,174.07,33.15,138.45,32.65,10.74,15.88,2.9,1.35,5.16,18-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
18-Apr-2020 - 00:00,47.03,,40.74,-0.36,740.97,140.36,43.55,1.66,186.39,22.09,71.95,33.49,9.82,15.36,2.9,1.35,5.45,19-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
19-Apr-2020 - 00:00,39.04,,41.68,-0.39,743.07,156.35,41.32,1.89,165.39,29.92,82.51,32.13,9.24,15.18,2.82,1.51,6.09,20-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
20-Apr-2020 - 00:00,30.4,,59.45,-0.33,742.64,100.5,37.26,2.75,94.55,26.99,84.2,31.64,9.01,14.91,1.84,0.58,2.78,21-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
21-Apr-2020 - 00:00,23.4,,42.06,-0.32,740.75,209.03,43.01,3.53,145.47,35.47,114.07,32.9,7.82,14.39,1.29,0.35,1.88,22-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
22-Apr-2020 - 00:00,24.15,,48.19,-0.34,741.67,165.93,39.86,3.52,145.29,37.03,107.39,30.82,10.02,15.35,1.62,0.42,2.09,23-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
23-Apr-2020 - 00:00,39.16,,44.99,-0.36,742.17,155.84,40.01,1.82,133.84,36.79,97.65,31.34,10.48,15.34,2.52,0.82,3.75,24-Apr-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
