from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,BP,SR,to date,station
01-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
02-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
03-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,04-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
04-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,05-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
05-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,06-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
06-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,07-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
07-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,08-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
08-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,09-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
09-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,10-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
10-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,11-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
11-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,12-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
12-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,13-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
13-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,14-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
14-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,15-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
15-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
16-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,17-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
17-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,18-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
18-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,19-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
19-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
20-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,21-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
21-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
22-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
23-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
24-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
25-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
26-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
27-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,28-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
28-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,29-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
29-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,30-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
30-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,31-Jan-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
31-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
01-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
02-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
03-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,04-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
04-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,05-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
05-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,06-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
06-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,07-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
07-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,08-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
08-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,09-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
09-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,10-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
10-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,11-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
11-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,12-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
12-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,13-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
13-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,14-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
14-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,15-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
15-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
16-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,17-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
17-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,18-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
18-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,19-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
19-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
20-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,21-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
21-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
22-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
23-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
24-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
25-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
26-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
27-Feb-2020 - 00:00,,271.62,69.13,156.71,87.54,33.97,7.19,1.49,38.55,8.86,3.94,5.8,14.31,4.67,19.45,80.34,0.16,187.27,756.11,65.05,28-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
28-Feb-2020 - 00:00,,313.29,60.96,154.99,100.11,41.47,7.75,1.56,41.76,9.34,4.73,5.83,13.67,4.34,19.18,79.44,0.28,197.83,755.85,195.11,29-Feb-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
29-Feb-2020 - 00:00,,338.11,66.17,177.07,110.98,45.03,7.38,1.61,41.57,10.89,4.97,6.71,17.1,5.05,20.69,74.1,0.36,217.68,754.45,187.38,01-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
01-Mar-2020 - 00:00,,317.74,66.0,145.76,79.83,47.41,7.22,1.49,40.21,10.39,4.91,5.2,14.6,4.12,21.47,72.08,0.31,257.61,754.51,194.5,02-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
02-Mar-2020 - 00:00,,288.78,68.67,139.39,70.73,42.74,6.86,1.4,38.4,8.67,4.72,4.23,15.12,4.29,22.26,73.56,0.3,238.88,753.67,174.03,03-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
03-Mar-2020 - 00:00,,381.3,70.53,157.0,86.56,45.09,7.38,1.56,36.43,10.55,5.12,2.92,14.23,4.34,22.95,72.34,0.37,254.37,753.08,187.57,04-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
04-Mar-2020 - 00:00,,276.65,52.08,104.08,53.63,46.33,7.66,1.09,51.39,8.57,4.93,1.61,9.95,3.07,24.02,61.99,0.34,173.25,754.79,181.77,05-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
05-Mar-2020 - 00:00,,167.56,19.12,18.26,0.68,,8.72,0.75,58.12,5.69,4.84,0.83,3.53,1.25,23.9,68.58,0.47,142.18,754.77,175.2,06-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
06-Mar-2020 - 00:00,46.33,144.47,18.7,19.1,1.07,15.11,9.75,0.47,75.57,2.28,2.34,0.16,1.34,0.55,22.81,65.61,0.96,160.96,754.49,187.87,07-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
07-Mar-2020 - 00:00,54.92,117.47,40.12,66.63,26.51,18.93,7.62,0.67,41.5,3.91,2.6,0.4,5.3,1.48,22.07,74.15,0.5,213.25,754.6,145.59,08-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
08-Mar-2020 - 00:00,75.65,206.6,49.93,97.6,47.76,21.17,6.74,0.87,35.95,5.92,3.18,0.78,9.31,2.61,21.85,71.61,0.96,306.26,754.62,181.71,09-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
09-Mar-2020 - 00:00,70.89,165.16,48.63,73.28,24.65,17.38,7.13,1.01,43.34,6.87,3.56,0.71,9.59,2.98,20.25,63.48,0.64,276.86,753.82,211.96,10-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
10-Mar-2020 - 00:00,111.8,168.02,31.94,39.67,7.73,,6.98,1.08,48.76,8.72,5.92,0.1,5.59,1.89,20.13,62.92,0.45,274.98,754.06,162.5,11-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
11-Mar-2020 - 00:00,89.37,143.75,37.79,51.51,13.72,,7.13,0.92,39.04,6.95,5.58,0.03,6.41,1.96,21.01,65.71,0.34,237.84,753.68,117.2,12-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
12-Mar-2020 - 00:00,82.59,158.87,49.18,96.03,46.85,,6.77,1.33,33.47,8.13,6.25,0.06,13.37,3.74,23.84,70.29,0.37,216.3,754.41,238.69,13-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
13-Mar-2020 - 00:00,85.8,156.05,45.85,81.72,35.87,,6.17,0.99,17.73,8.36,6.18,0.0,11.28,3.22,21.68,83.9,0.47,198.3,755.88,68.98,14-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
14-Mar-2020 - 00:00,40.54,55.27,27.38,44.72,17.35,,5.82,0.61,22.08,3.31,3.57,0.0,4.61,0.98,18.79,93.5,0.57,165.29,756.11,44.26,15-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
15-Mar-2020 - 00:00,52.44,133.77,42.07,84.11,42.05,,6.23,0.89,25.43,7.02,4.52,0.0,0.42,0.0,21.23,81.22,0.46,272.59,755.56,235.58,16-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
16-Mar-2020 - 00:00,82.18,247.18,54.4,109.04,54.64,23.83,6.51,1.02,31.05,7.61,4.31,0.0,0.0,0.0,22.48,68.84,0.54,288.16,755.65,241.69,17-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
17-Mar-2020 - 00:00,103.26,273.3,63.65,118.11,54.46,26.37,6.5,0.95,37.63,6.8,3.72,0.0,0.0,0.0,21.79,65.91,0.51,277.74,756.11,222.57,18-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
18-Mar-2020 - 00:00,99.18,225.06,67.03,107.36,40.33,24.85,7.06,0.99,40.75,8.93,5.09,0.01,0.0,0.0,22.48,62.03,0.56,278.35,754.73,235.24,19-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
19-Mar-2020 - 00:00,94.15,209.42,68.87,104.73,34.44,28.15,9.02,0.88,39.86,7.57,5.74,1.59,3.88,1.11,23.13,59.77,0.37,256.52,753.23,194.24,20-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
20-Mar-2020 - 00:00,86.47,232.23,76.53,146.74,70.2,24.54,13.53,1.1,30.46,7.36,3.9,4.26,10.27,3.14,23.64,56.81,0.3,227.79,752.82,229.23,21-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
21-Mar-2020 - 00:00,138.48,266.57,61.8,100.9,39.1,32.19,9.7,1.07,38.31,8.57,5.4,3.16,7.7,2.33,23.42,62.43,0.65,212.56,753.08,137.65,22-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
22-Mar-2020 - 00:00,108.03,160.45,35.38,56.2,20.86,28.17,8.33,0.79,50.15,6.05,4.21,1.44,3.31,1.18,23.48,64.83,0.32,211.09,754.11,221.97,23-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
23-Mar-2020 - 00:00,55.13,74.92,24.02,35.32,11.3,24.91,8.19,0.52,70.08,2.81,3.22,1.13,2.71,0.88,24.47,65.06,0.53,202.27,753.65,276.7,24-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
24-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
25-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
26-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
27-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,28-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
28-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,29-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
29-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,30-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
30-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,31-Mar-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
31-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
01-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
02-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
03-Apr-2020 - 00:00,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,04-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
04-Apr-2020 - 00:00,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,05-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
05-Apr-2020 - 00:00,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,06-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
06-Apr-2020 - 00:00,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,07-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
07-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,08-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
08-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,09-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
09-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,10-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
10-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,11-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
11-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,12-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
12-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,13-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
13-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,14-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
14-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,15-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
15-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,16-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
16-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,17-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
17-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,18-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
18-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,19-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
19-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,20-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
20-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,21-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
21-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,22-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
22-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,23-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
23-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,24-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
24-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,25-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
25-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,26-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
26-Apr-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,27-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
27-Apr-2020 - 00:00,2.26,59.25,26.37,172.49,42.62,,6.92,0.15,45.54,0.69,1.23,0.13,0.31,0.13,26.53,71.58,0.26,135.05,753.14,17.79,28-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
28-Apr-2020 - 00:00,2.24,31.28,11.25,28.16,17.22,,6.58,0.34,59.21,1.06,2.44,0.17,0.37,0.2,25.21,77.52,0.73,129.31,753.18,327.16,29-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
29-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,30-Apr-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
30-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
01-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,02-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
02-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
03-May-2020 - 00:00,12.47,51.38,10.71,20.87,7.6,,6.76,0.32,91.09,1.51,4.7,0.28,0.61,0.31,31.17,53.37,0.51,128.46,750.4,653.44,04-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
04-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,05-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
05-May-2020 - 00:00,26.67,37.22,14.23,7.42,0.0,,6.64,0.37,72.21,1.14,3.54,0.27,0.64,0.27,27.26,67.52,0.43,173.76,749.8,113.69,06-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
06-May-2020 - 00:00,26.98,50.69,20.08,33.49,13.49,,6.7,0.39,67.3,1.49,3.53,0.49,1.21,0.43,27.31,67.55,0.37,222.43,750.28,280.23,07-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
07-May-2020 - 00:00,35.33,64.15,22.25,36.41,14.16,,6.43,0.44,48.68,2.04,3.96,0.4,0.95,0.39,26.63,74.89,0.44,167.06,750.78,340.5,08-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
08-May-2020 - 00:00,31.62,72.89,26.57,37.01,9.61,,6.0,0.42,74.55,1.5,2.79,0.35,0.88,0.32,29.51,57.11,0.32,186.89,748.98,194.53,09-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
09-May-2020 - 00:00,29.77,80.95,16.78,26.6,9.82,,6.22,0.45,55.21,2.21,3.77,0.3,0.68,0.31,27.81,69.47,0.44,131.36,750.79,366.0,10-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
10-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,11-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
11-May-2020 - 00:00,60.95,52.27,38.85,55.57,16.72,18.49,6.17,0.59,51.62,2.47,5.14,0.84,2.23,0.68,28.67,67.91,0.36,222.42,751.14,303.61,12-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
12-May-2020 - 00:00,32.48,13.41,35.79,50.03,14.23,,5.78,0.69,37.55,3.13,6.01,0.87,2.18,0.72,28.59,68.6,0.33,185.66,750.43,216.89,13-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
13-May-2020 - 00:00,31.04,43.6,57.32,90.34,33.01,,6.2,0.84,44.42,3.88,6.68,1.53,3.96,1.09,30.7,59.36,0.3,220.87,748.73,262.42,14-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
14-May-2020 - 00:00,30.56,57.03,37.37,57.61,20.23,,5.6,0.79,41.95,4.96,7.55,0.98,2.49,0.8,30.75,61.97,0.31,162.74,748.67,295.81,15-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
15-May-2020 - 00:00,131.89,31.19,19.74,28.58,8.1,,5.83,0.57,55.85,2.53,4.56,0.47,1.16,0.42,32.11,62.25,0.24,164.91,746.17,165.97,16-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
16-May-2020 - 00:00,9.46,39.31,45.29,71.51,26.22,,5.64,0.8,40.42,3.95,5.61,1.21,3.27,0.97,32.23,57.31,0.69,249.54,746.15,307.75,17-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
17-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,18-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
18-May-2020 - 00:00,,121.41,29.04,37.68,7.72,21.75,5.48,0.61,65.1,0.74,9.49,0.0,0.0,0.0,34.16,49.66,0.28,184.1,744.62,276.32,19-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
19-May-2020 - 00:00,,116.67,14.26,24.98,10.82,19.19,5.59,0.52,44.04,0.72,9.33,0.0,0.15,0.79,31.41,65.56,0.41,143.65,744.91,214.32,20-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
20-May-2020 - 00:00,,95.6,12.37,23.44,11.07,,5.49,0.41,34.56,1.97,6.12,0.0,0.24,0.75,29.12,66.65,0.66,131.63,744.35,142.33,21-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
21-May-2020 - 00:00,,55.57,24.22,35.56,10.62,0.63,5.78,0.36,40.43,1.19,11.57,0.0,0.35,1.22,26.62,75.04,0.54,180.09,745.03,40.05,22-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
22-May-2020 - 00:00,,49.07,14.1,25.22,10.8,15.67,6.09,0.29,47.66,0.85,19.41,0.0,0.15,0.49,29.76,66.62,0.72,127.4,751.85,207.44,23-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
23-May-2020 - 00:00,,65.87,13.02,37.62,23.52,15.51,5.74,0.47,35.65,1.67,11.45,0.01,0.15,0.46,29.2,75.42,0.55,127.81,755.84,199.08,24-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
24-May-2020 - 00:00,,104.73,1.01,7.33,6.32,2.73,5.46,0.65,33.62,2.96,5.66,0.06,0.0,0.03,32.6,68.5,0.32,154.89,754.41,235.05,25-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
25-May-2020 - 00:00,,81.54,10.87,20.75,9.68,2.75,2.85,0.66,30.82,3.09,7.26,0.06,0.0,0.03,33.69,67.35,0.38,149.02,750.67,229.41,26-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
26-May-2020 - 00:00,,55.86,21.43,33.88,12.46,2.68,1.55,0.63,28.07,3.11,7.77,0.05,0.0,0.02,33.08,64.53,0.36,169.66,744.54,255.34,27-May-2020 - 00:00,"DRM Office Danapur, Patna - BSPCB"
