from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,AT,RH,WS,WD,VWS,BP,SR,RF,Benzene,Toluene,Eth-Benzene,MP-Xylene,to date,station
04-Nov-2020 - 00:00,91.72,205.72,63.77,33.2,96.97,9.34,32.39,1.59,53.72,26.58,53.23,0.11,197.33,0.03,,175.39,0.0,17.88,18.76,6.93,5.82,05-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
05-Nov-2020 - 00:00,90.0,201.05,67.62,35.92,103.54,8.9,32.67,1.65,46.53,25.69,61.8,0.14,121.14,0.02,,180.48,0.0,15.87,23.07,6.63,4.83,06-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
06-Nov-2020 - 00:00,89.06,193.48,94.94,57.07,148.93,12.47,15.85,1.96,42.65,25.51,61.52,0.09,145.65,0.03,,177.04,0.02,33.51,34.24,10.72,6.54,07-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
07-Nov-2020 - 00:00,97.32,212.42,79.66,35.47,97.33,16.74,23.43,1.25,54.34,24.38,61.45,0.11,174.98,0.03,,168.26,0.0,16.64,17.97,5.18,3.72,08-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
08-Nov-2020 - 00:00,81.09,170.53,77.0,34.51,111.52,17.15,17.99,1.21,40.99,24.68,66.91,0.11,204.77,0.03,,190.58,0.0,12.7,13.28,5.12,2.98,09-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
09-Nov-2020 - 00:00,63.25,140.28,89.53,58.07,147.6,17.65,16.46,1.33,23.83,25.15,73.32,0.13,165.2,0.03,,199.52,0.0,19.49,20.79,7.37,4.03,10-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
10-Nov-2020 - 00:00,48.87,103.74,71.74,34.09,105.83,11.62,11.9,0.96,37.38,26.77,71.85,0.15,124.24,0.03,,190.97,0.0,17.59,17.88,5.92,3.63,11-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
11-Nov-2020 - 00:00,33.91,76.64,65.72,28.81,94.53,9.68,11.46,0.72,33.88,27.98,61.47,0.2,115.83,0.02,,192.44,0.0,17.14,15.4,4.34,3.26,12-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
12-Nov-2020 - 00:00,43.13,110.48,66.38,30.14,96.33,10.24,22.01,0.83,32.54,27.3,60.95,0.11,180.72,0.03,,167.91,0.0,9.55,12.41,3.56,2.38,13-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
13-Nov-2020 - 00:00,33.74,89.87,59.53,24.02,83.56,10.08,16.72,0.7,40.61,27.85,55.41,0.19,76.68,0.03,,200.71,0.0,9.7,12.13,3.36,2.14,14-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
14-Nov-2020 - 00:00,54.26,121.24,58.36,22.33,80.7,9.92,16.16,0.86,57.89,26.99,54.95,0.17,91.28,0.03,,186.79,0.0,12.84,10.48,3.42,1.99,15-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
15-Nov-2020 - 00:00,73.91,141.53,61.9,25.46,87.35,10.88,14.29,0.96,46.5,26.29,59.25,0.14,138.12,0.03,,190.27,0.0,9.24,8.6,3.77,1.88,16-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
16-Nov-2020 - 00:00,72.29,155.63,69.92,34.48,104.41,12.82,15.68,1.19,38.8,25.83,61.89,0.14,208.04,0.04,,191.58,0.0,10.65,10.14,4.86,2.39,17-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
17-Nov-2020 - 00:00,94.2,185.55,65.48,26.55,92.02,9.97,25.42,1.21,56.66,25.46,72.41,0.13,222.6,0.03,,157.77,0.0,10.88,11.33,4.69,2.66,18-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
18-Nov-2020 - 00:00,89.9,172.1,59.16,20.48,79.64,8.22,19.43,0.91,68.36,26.21,78.69,0.11,155.91,0.03,,130.15,0.0,9.67,7.74,2.21,1.38,19-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
19-Nov-2020 - 00:00,52.84,89.97,53.69,18.57,72.26,7.18,12.9,0.6,47.35,26.1,87.91,0.13,198.75,0.03,,157.32,0.01,5.58,6.99,1.86,0.93,20-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
20-Nov-2020 - 00:00,53.89,98.3,49.95,19.13,69.07,9.92,17.17,0.73,43.39,27.61,85.63,0.13,222.97,0.01,,168.4,0.0,5.95,6.07,1.89,1.07,21-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
21-Nov-2020 - 00:00,126.32,218.57,70.21,39.58,109.79,15.01,12.24,1.56,17.17,23.47,97.63,0.14,215.76,0.02,,37.37,0.0,15.28,21.43,6.02,4.68,22-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
22-Nov-2020 - 00:00,73.03,139.05,57.71,31.51,89.21,16.75,12.29,0.93,43.79,22.66,66.71,0.12,168.48,0.03,,181.96,0.0,10.61,12.12,3.66,2.07,23-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
23-Nov-2020 - 00:00,69.26,146.47,73.55,51.49,125.2,22.85,15.57,1.43,46.04,21.34,62.69,0.13,126.58,0.03,,194.97,0.0,15.47,18.81,6.83,3.72,24-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
24-Nov-2020 - 00:00,104.16,205.54,76.1,39.66,115.76,20.79,17.36,1.36,31.95,21.23,73.66,0.1,175.02,0.02,,132.72,0.0,30.77,25.74,7.0,3.83,25-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
25-Nov-2020 - 00:00,75.93,158.58,76.03,39.4,115.42,19.25,21.84,1.38,29.49,22.04,79.65,0.1,177.92,0.03,,133.82,0.0,24.85,21.17,6.11,3.31,26-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
26-Nov-2020 - 00:00,87.09,171.49,82.69,44.14,126.83,18.95,23.36,1.58,25.63,22.12,85.96,0.11,173.94,0.03,,91.45,0.0,25.49,26.0,7.53,4.82,27-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
27-Nov-2020 - 00:00,62.33,136.91,64.11,22.82,86.93,15.07,21.48,0.83,28.26,23.69,74.44,0.15,160.41,0.03,,152.53,0.0,10.67,11.94,2.85,1.77,28-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
28-Nov-2020 - 00:00,66.17,133.19,66.98,28.9,95.88,16.68,20.38,1.13,43.26,23.3,69.23,0.15,149.98,0.03,,182.97,0.0,14.36,14.09,3.57,1.95,29-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
29-Nov-2020 - 00:00,89.98,180.0,79.87,51.38,131.25,20.67,20.23,1.59,42.27,22.54,71.37,0.12,184.98,0.03,,179.99,0.0,14.85,15.25,6.25,3.26,30-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
30-Nov-2020 - 00:00,83.37,177.28,86.7,77.78,164.48,24.34,24.57,1.97,37.77,22.28,65.26,0.12,196.9,0.03,,180.67,0.0,19.72,20.42,8.86,4.56,01-Dec-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
01-Dec-2020 - 00:00,149.55,321.15,128.5,158.7,287.2,32.95,19.95,3.74,8.28,18.39,93.96,0.07,83.86,0.02,,7.1,0.0,44.24,60.81,24.71,14.67,02-Dec-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
