from date,Benzene,Eth-Benzene,MP-Xylene,Toluene,PM10,PM2.5,RH,SR,WD,WS,Temp,CO,NH3,NO,NO2,NOx,O Xylene,SO2,Ozone,to date,station
16-Nov-2020 - 00:00,1.37,4.3,1.29,1.97,75.49,41.49,43.72,177.44,176.86,0.36,20.22,1.31,100.75,17.68,42.38,40.47,3.61,5.06,14.32,17-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Nov-2020 - 00:00,1.36,4.29,1.28,1.98,80.28,48.75,44.85,174.96,168.72,0.36,20.72,1.37,109.86,19.4,43.54,45.7,3.6,6.29,14.33,18-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Nov-2020 - 00:00,1.38,4.3,1.29,1.94,74.19,44.02,44.64,179.58,168.16,0.4,20.89,1.18,113.37,15.61,46.73,43.89,3.6,6.16,14.68,19-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Nov-2020 - 00:00,1.38,4.29,1.32,1.97,66.26,33.67,44.93,181.86,168.62,0.39,20.82,1.12,97.25,20.43,44.58,47.61,3.6,4.39,14.65,20-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Nov-2020 - 00:00,1.4,4.3,1.28,1.97,59.16,36.43,44.79,149.26,146.9,0.4,19.94,1.35,38.28,8.47,37.76,24.92,3.6,2.83,15.37,21-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Nov-2020 - 00:00,1.38,4.3,1.28,1.93,87.29,53.53,40.3,144.4,90.17,0.7,18.84,0.78,43.21,8.91,37.85,29.7,3.6,6.05,14.69,22-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Nov-2020 - 00:00,1.38,4.31,1.28,1.96,81.65,50.75,36.95,166.32,137.44,0.45,17.14,0.65,45.82,9.18,41.19,32.93,3.61,1.25,14.73,23-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Nov-2020 - 00:00,1.37,4.3,1.27,1.95,84.29,49.5,38.33,179.14,151.64,0.38,17.46,1.11,63.65,20.32,45.61,52.0,3.6,1.81,14.49,24-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Nov-2020 - 00:00,1.46,4.3,1.31,1.93,89.66,54.95,31.4,6.54,186.01,0.31,14.16,0.4,39.66,8.07,42.08,26.59,3.59,0.31,17.14,25-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Nov-2020 - 00:00,1.36,4.3,1.31,1.93,95.78,53.76,42.15,211.8,127.96,0.6,19.29,1.49,76.98,26.41,39.83,65.72,3.59,3.07,15.55,26-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Nov-2020 - 00:00,1.36,4.31,1.26,2.01,83.01,51.03,40.34,183.52,120.82,0.77,18.56,0.38,38.47,7.47,41.99,26.59,3.59,5.83,14.34,27-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Nov-2020 - 00:00,1.42,4.3,1.31,1.96,50.51,26.88,37.62,125.53,88.8,0.94,17.61,0.48,31.77,7.87,33.13,21.66,3.6,1.01,14.12,28-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Nov-2020 - 00:00,1.38,4.31,1.25,1.95,61.28,39.54,39.33,170.48,110.38,0.61,18.27,0.87,43.51,13.8,33.53,33.73,3.6,1.36,15.1,29-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Nov-2020 - 00:00,1.36,4.3,1.3,1.94,84.96,45.85,40.71,163.28,139.18,0.48,18.71,0.99,52.41,16.9,36.45,41.83,3.6,3.54,14.03,30-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Nov-2020 - 00:00,1.37,4.3,1.28,1.98,86.02,48.43,40.51,153.95,148.33,0.42,18.6,1.07,62.21,21.31,45.07,51.44,3.61,4.0,14.33,01-Dec-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Dec-2020 - 00:00,1.54,4.27,1.34,1.99,,,35.73,10.5,218.92,0.43,16.34,0.9,69.62,10.43,68.44,49.2,3.57,0.74,17.76,02-Dec-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
