from date,PM2.5,PM10,Temp,SR,BP,RH,RF,WD,WS,VWS,AT,Benzene,Xylene,SO2,Ozone,NO,NO2,NOx,NH3,CO,Toluene,to date,station
21-Oct-2020 - 00:00,49.26,78.29,28.06,103.32,730.32,82.45,0.0,107.96,0.72,0.0,29.2,0.77,0.27,6.44,22.8,1.68,11.64,7.56,8.61,0.59,4.21,22-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Oct-2020 - 00:00,71.31,123.67,28.86,117.45,729.7,78.1,0.0,186.84,0.61,0.0,29.46,2.13,0.93,6.45,31.74,3.18,15.42,10.78,11.15,0.81,4.55,23-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Oct-2020 - 00:00,76.86,149.86,28.46,122.54,729.72,73.88,0.0,167.27,0.57,0.0,29.13,5.36,1.03,17.29,31.68,4.71,20.09,12.88,13.36,0.76,10.03,24-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Oct-2020 - 00:00,66.93,130.36,28.53,123.24,729.33,69.58,0.0,132.33,0.56,0.0,29.45,2.09,0.69,7.23,30.76,2.12,16.69,10.61,13.11,0.74,6.09,25-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Oct-2020 - 00:00,62.03,113.28,28.54,118.26,729.44,70.64,0.0,53.05,0.55,0.0,29.41,0.9,0.53,6.54,35.68,1.66,12.69,8.06,11.53,0.67,3.12,26-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Oct-2020 - 00:00,64.5,124.98,28.51,112.93,729.68,68.4,0.0,71.66,0.65,0.0,29.35,1.13,0.59,14.59,33.13,2.08,19.04,11.82,13.75,0.61,5.29,27-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Oct-2020 - 00:00,72.16,145.84,28.43,119.22,730.36,68.5,0.0,59.74,0.72,0.0,28.45,1.38,0.48,13.96,37.29,3.05,20.97,13.64,14.18,0.58,8.29,28-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Oct-2020 - 00:00,65.3,136.9,27.98,121.21,729.98,67.95,0.0,54.46,0.64,0.0,28.38,1.15,0.54,13.83,31.31,3.69,24.51,16.03,11.61,0.66,7.28,29-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Oct-2020 - 00:00,76.11,147.77,27.83,117.6,730.34,68.38,0.0,65.31,0.62,0.0,28.5,1.44,0.56,14.68,36.17,6.06,24.29,17.3,11.99,0.79,7.14,30-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Oct-2020 - 00:00,78.03,154.08,27.72,109.57,729.71,65.61,0.0,64.92,0.71,0.0,29.46,1.07,0.38,25.83,37.57,3.09,22.38,14.23,14.35,0.63,5.78,31-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
31-Oct-2020 - 00:00,79.85,155.43,27.67,118.84,730.2,67.52,0.0,58.21,0.74,0.0,28.76,1.23,0.33,26.76,40.02,2.91,25.31,15.82,16.02,0.54,6.43,01-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-Nov-2020 - 00:00,75.74,161.07,27.7,124.72,730.38,64.04,0.0,66.33,0.7,0.0,28.42,1.89,0.41,27.8,40.01,2.45,26.93,16.31,15.29,0.61,13.89,02-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-Nov-2020 - 00:00,77.68,165.29,28.02,116.85,729.8,68.04,0.0,60.25,0.75,0.0,28.46,1.37,0.64,22.45,39.65,5.08,28.87,19.48,14.49,0.71,9.05,03-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-Nov-2020 - 00:00,80.19,175.93,30.38,110.71,730.84,67.28,0.0,67.46,0.78,-0.0,28.58,1.26,0.87,19.07,42.53,4.8,29.88,19.77,15.93,0.68,10.14,04-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-Nov-2020 - 00:00,72.21,160.88,28.26,119.66,731.07,62.57,0.0,51.54,0.72,0.0,27.75,1.76,1.14,19.3,34.3,7.93,28.86,21.81,13.13,0.71,12.95,05-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-Nov-2020 - 00:00,68.82,152.52,28.24,121.18,731.0,60.69,0.0,77.62,0.52,0.0,27.75,1.66,0.66,18.58,34.39,8.43,27.74,21.6,14.8,0.76,13.67,06-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-Nov-2020 - 00:00,73.86,154.86,28.02,100.03,730.91,68.11,0.0,138.66,0.49,0.0,27.81,1.0,0.47,10.83,41.12,3.72,22.07,14.76,12.82,0.65,6.31,07-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-Nov-2020 - 00:00,78.98,165.53,27.72,103.68,729.9,65.56,0.0,57.02,0.52,0.0,29.19,1.08,0.33,21.27,48.02,1.35,26.79,15.36,15.22,0.58,7.24,08-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-Nov-2020 - 00:00,69.18,141.4,27.68,119.1,730.45,55.67,0.0,54.85,0.53,0.0,28.37,1.14,0.34,21.82,46.44,1.25,23.56,13.53,11.48,0.51,6.54,09-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-Nov-2020 - 00:00,77.48,165.15,27.7,119.9,731.9,58.09,0.0,47.99,0.54,0.0,26.38,2.09,0.32,19.81,47.65,2.81,31.39,18.98,13.37,0.57,10.97,10-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Nov-2020 - 00:00,77.56,163.62,27.65,118.21,731.9,59.09,0.0,69.08,0.56,0.0,26.15,1.9,0.5,18.83,49.46,3.73,34.08,21.15,14.71,0.74,13.59,11-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Nov-2020 - 00:00,63.49,142.23,27.63,118.73,731.5,65.89,0.0,84.07,0.43,0.0,26.68,1.32,0.43,12.38,35.72,3.32,28.16,17.66,14.83,0.64,8.98,12-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Nov-2020 - 00:00,38.7,89.3,28.04,74.41,731.11,74.96,0.0,78.78,0.6,0.0,28.05,0.75,0.32,8.82,21.82,6.06,21.16,16.17,10.9,0.57,4.75,13-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Nov-2020 - 00:00,31.57,73.93,28.2,88.11,730.75,73.66,0.0,101.91,0.62,0.0,28.61,0.42,0.34,5.76,25.93,3.63,14.86,10.77,9.69,0.63,2.19,14-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Nov-2020 - 00:00,46.96,103.54,28.17,117.7,730.12,70.34,0.0,154.82,0.66,0.0,28.79,0.49,0.56,9.27,33.84,8.58,17.76,16.41,9.65,0.8,3.79,15-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-Nov-2020 - 00:00,55.05,99.6,28.17,114.31,730.35,68.53,0.0,94.39,0.7,0.0,28.68,0.3,0.26,6.0,36.74,1.2,12.97,7.86,8.63,0.5,1.41,16-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Nov-2020 - 00:00,43.93,84.86,28.2,106.1,730.28,67.02,0.0,86.75,0.83,0.01,29.18,0.29,0.22,3.71,39.22,0.86,13.25,7.71,8.42,0.48,1.19,17-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-Nov-2020 - 00:00,48.42,100.74,28.75,116.68,730.72,66.19,0.09,93.57,0.69,0.0,28.52,0.47,0.47,5.56,37.87,5.17,14.65,10.83,8.89,0.53,1.59,18-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Nov-2020 - 00:00,37.81,77.67,28.22,110.25,730.35,72.6,0.0,98.88,0.57,0.0,28.58,0.29,0.31,6.3,23.09,1.12,12.72,7.67,8.9,0.52,2.48,19-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Nov-2020 - 00:00,22.33,51.68,28.2,107.53,729.79,71.36,0.0,104.14,0.64,0.0,29.38,0.19,0.15,5.05,25.02,0.82,8.88,5.37,9.28,0.34,0.98,20-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Nov-2020 - 00:00,28.1,70.83,28.24,113.36,730.28,69.01,0.0,150.77,0.5,0.0,28.52,1.37,0.21,5.85,20.5,2.66,12.86,9.01,8.53,0.46,1.73,21-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Nov-2020 - 00:00,30.91,78.61,28.38,108.79,730.2,66.0,0.0,132.88,0.49,0.0,28.53,0.75,0.29,6.67,18.24,3.84,16.1,11.68,9.15,0.48,2.38,22-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Nov-2020 - 00:00,68.14,142.01,28.26,91.54,730.7,71.06,0.0,92.49,0.55,0.0,28.27,1.0,0.76,12.9,28.35,14.01,22.34,23.26,15.58,0.66,6.66,23-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Nov-2020 - 00:00,65.19,121.68,28.26,101.3,730.9,62.75,0.0,62.32,0.62,0.0,28.11,0.79,0.2,16.61,35.64,4.3,29.64,19.17,13.79,0.5,3.98,24-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Nov-2020 - 00:00,65.03,136.28,28.32,103.61,732.1,61.84,0.0,51.83,0.62,0.0,26.7,1.14,0.43,14.01,27.82,5.29,28.05,19.23,11.72,0.52,5.89,25-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Nov-2020 - 00:00,55.18,122.08,28.29,107.97,731.79,66.92,0.0,79.69,0.69,0.0,26.99,0.73,0.46,9.17,30.65,8.85,22.2,18.99,11.25,0.51,4.09,26-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Nov-2020 - 00:00,39.91,74.39,28.22,58.05,731.81,72.29,0.0,61.75,0.78,0.0,27.5,0.45,0.22,13.54,29.91,1.21,17.5,10.29,10.68,0.29,2.39,27-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Nov-2020 - 00:00,59.17,78.48,28.62,42.5,733.69,85.35,0.0,43.08,0.78,0.0,25.36,0.71,0.29,14.12,20.71,2.44,17.45,11.26,11.58,0.46,3.03,28-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Nov-2020 - 00:00,38.51,61.53,27.87,72.5,732.65,82.9,0.0,67.65,0.7,0.0,26.13,0.53,0.34,11.52,21.97,1.47,17.67,10.6,9.48,0.36,2.62,29-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Nov-2020 - 00:00,33.95,70.91,27.98,77.61,731.31,78.19,0.0,90.45,0.55,0.0,27.77,0.26,0.32,6.25,24.92,1.67,16.08,9.91,8.31,0.55,2.01,30-Nov-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Nov-2020 - 00:00,41.66,90.26,27.97,92.02,731.39,73.68,0.0,164.8,0.44,0.0,27.5,0.44,0.48,7.44,26.31,4.12,18.55,13.22,8.55,0.51,2.12,01-Dec-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-Dec-2020 - 00:00,83.0,175.0,27.8,22.0,734.0,87.5,0.0,267.0,0.3,0.0,25.2,0.8,1.65,8.85,9.9,13.6,32.15,28.15,11.65,1.08,6.55,02-Dec-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
