from date,BP,PM10,PM2.5,WD,WS,Benzene,Eth-Benzene,MP-Xylene,O Xylene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
01-Jan-2020 - 00:00,738.19,135.71,51.64,58.22,2.16,3.14,0.25,0.66,0.32,0.92,19.06,3.63,23.44,26.99,71.54,13.89,02-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
02-Jan-2020 - 00:00,738.59,79.28,34.84,64.69,2.06,1.79,0.16,0.57,0.29,0.84,17.52,3.3,21.44,24.74,69.81,10.26,03-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
03-Jan-2020 - 00:00,737.13,95.34,36.12,67.75,1.7,2.72,0.51,1.79,0.8,0.64,26.67,5.35,37.94,43.29,53.79,10.29,04-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
04-Jan-2020 - 00:00,736.64,102.54,38.16,133.48,1.37,3.99,1.01,3.91,2.01,1.17,29.21,8.79,38.38,47.17,41.8,6.65,05-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
05-Jan-2020 - 00:00,737.11,124.92,46.58,151.25,1.46,5.6,1.17,5.4,2.64,0.83,37.14,17.54,45.83,63.37,31.01,6.81,06-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
06-Jan-2020 - 00:00,737.24,101.36,40.94,149.0,1.36,2.64,0.58,2.65,1.37,0.56,26.34,7.46,34.6,42.06,40.16,12.12,07-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
07-Jan-2020 - 00:00,734.89,89.95,36.78,96.19,1.41,2.19,0.31,1.02,0.64,0.91,16.87,3.56,20.14,23.7,57.93,8.82,08-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
08-Jan-2020 - 00:00,733.85,104.35,40.19,178.81,1.87,3.16,0.55,2.21,0.9,1.05,29.42,9.64,35.21,44.85,31.37,10.65,09-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
09-Jan-2020 - 00:00,737.89,53.79,25.45,49.96,2.11,1.84,0.29,1.61,0.71,0.71,23.2,7.3,35.56,42.85,49.25,11.94,10-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
10-Jan-2020 - 00:00,738.66,74.64,30.64,95.53,1.45,2.96,0.6,2.45,1.13,1.12,27.97,12.38,45.59,57.97,51.65,10.82,11-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
11-Jan-2020 - 00:00,738.15,97.27,37.75,138.06,1.13,3.99,0.56,2.59,1.28,1.13,35.51,14.5,53.64,68.14,42.16,10.96,12-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
12-Jan-2020 - 00:00,735.87,104.65,37.08,134.72,1.27,3.75,1.19,2.58,2.09,1.22,56.76,13.49,50.9,64.39,48.49,14.29,13-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
13-Jan-2020 - 00:00,731.82,105.54,35.7,202.87,1.38,6.65,3.13,6.26,5.51,0.75,29.45,14.86,43.17,58.03,42.86,15.05,14-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
14-Jan-2020 - 00:00,734.44,69.24,29.78,106.8,1.66,4.41,2.35,4.3,4.43,0.93,21.39,8.79,32.29,41.08,47.16,11.29,15-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
15-Jan-2020 - 00:00,735.0,68.64,29.33,50.11,2.23,4.28,2.26,3.65,4.11,0.66,16.98,5.44,25.05,30.49,53.38,12.31,16-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
16-Jan-2020 - 00:00,734.22,73.09,31.18,41.64,2.21,4.09,2.67,4.09,4.22,0.87,22.43,7.16,36.68,43.84,44.36,12.5,17-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
17-Jan-2020 - 00:00,735.53,91.73,37.71,129.53,1.22,5.88,3.04,5.14,4.87,1.1,30.9,13.36,50.17,63.53,34.77,12.94,18-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
18-Jan-2020 - 00:00,736.71,87.1,35.89,131.15,1.12,7.18,3.53,6.18,5.45,1.14,30.95,16.56,46.56,63.1,30.29,10.3,19-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
19-Jan-2020 - 00:00,737.82,108.23,41.48,149.01,1.48,6.91,3.59,6.32,5.1,0.8,28.7,12.89,46.4,59.28,44.09,11.59,20-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
20-Jan-2020 - 00:00,736.79,109.3,39.62,139.03,1.42,5.67,1.77,4.22,3.06,0.98,29.95,13.04,50.33,63.37,41.45,9.74,21-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
21-Jan-2020 - 00:00,736.73,77.56,31.09,102.06,1.4,4.05,0.3,1.1,0.56,0.81,14.24,3.39,21.42,24.78,55.08,9.25,22-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
22-Jan-2020 - 00:00,738.91,89.69,36.45,90.64,1.7,4.34,0.73,3.29,1.43,1.03,23.26,6.44,39.67,46.11,50.51,10.56,23-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
23-Jan-2020 - 00:00,738.77,74.48,30.25,159.6,1.66,3.62,1.62,5.34,2.62,1.03,25.0,13.65,39.26,52.91,42.55,13.19,24-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
24-Jan-2020 - 00:00,736.66,73.4,31.33,199.56,1.39,3.4,1.04,4.95,2.24,0.9,26.08,10.97,45.09,56.06,40.18,12.39,25-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
25-Jan-2020 - 00:00,735.92,112.83,41.7,159.96,1.17,6.77,2.6,8.77,4.25,1.61,41.42,32.23,60.78,93.02,35.39,11.44,26-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
26-Jan-2020 - 00:00,734.48,111.31,38.25,155.97,1.2,5.62,1.27,5.63,2.62,1.02,31.84,15.04,52.36,67.4,39.56,10.0,27-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
27-Jan-2020 - 00:00,731.42,66.17,27.52,127.77,1.38,3.21,0.23,0.94,0.48,0.81,15.82,3.15,24.54,27.68,61.84,10.53,28-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
28-Jan-2020 - 00:00,730.51,88.74,29.41,190.96,1.34,2.56,0.49,2.23,0.98,0.9,20.9,4.93,35.35,40.28,47.61,7.61,29-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
29-Jan-2020 - 00:00,735.88,51.3,24.82,129.41,1.68,1.75,0.54,2.33,1.02,0.73,22.49,7.52,40.03,47.55,47.24,7.03,30-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
30-Jan-2020 - 00:00,736.97,60.37,26.52,156.09,1.52,2.42,0.65,2.98,1.34,0.86,27.12,9.57,49.35,58.92,42.2,8.66,31-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
31-Jan-2020 - 00:00,734.73,79.36,30.3,148.45,1.49,2.09,0.57,2.43,1.12,0.86,28.0,9.98,50.69,60.65,42.67,13.97,01-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
01-Feb-2020 - 00:00,736.89,88.71,35.2,123.91,1.56,3.33,1.04,3.94,1.73,0.86,24.49,10.48,42.57,53.04,51.98,11.78,02-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
02-Feb-2020 - 00:00,738.45,98.67,37.97,124.5,1.4,4.12,0.79,2.77,1.36,1.07,24.52,10.69,41.23,51.93,64.56,14.23,03-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
03-Feb-2020 - 00:00,737.3,80.6,31.72,114.9,1.35,3.24,0.31,1.51,0.69,0.8,19.28,4.39,35.33,39.71,60.28,12.86,04-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
04-Feb-2020 - 00:00,735.53,79.39,31.91,94.75,1.19,3.54,0.14,0.59,0.26,0.53,13.95,4.25,22.55,26.8,74.72,16.76,05-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
05-Feb-2020 - 00:00,736.15,93.41,34.51,121.84,1.45,3.33,0.82,3.06,1.54,0.98,24.32,8.69,42.86,51.55,67.35,14.82,06-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
06-Feb-2020 - 00:00,735.41,104.67,39.38,110.63,1.49,3.85,0.87,3.22,1.56,0.95,30.12,10.79,54.0,64.79,55.11,15.56,07-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
07-Feb-2020 - 00:00,737.29,86.55,35.98,114.45,1.69,2.67,0.58,2.16,0.89,0.83,22.3,6.48,40.27,46.75,66.4,13.11,08-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
08-Feb-2020 - 00:00,739.3,74.21,30.09,83.7,1.69,2.04,0.42,1.76,0.75,0.82,23.63,6.38,44.77,51.14,65.95,15.11,09-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
09-Feb-2020 - 00:00,739.71,108.82,41.63,139.06,1.24,4.95,0.78,3.07,1.5,1.03,32.9,15.62,57.1,72.71,53.08,11.96,10-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
10-Feb-2020 - 00:00,738.04,119.58,42.75,142.99,1.15,6.7,0.95,4.43,1.98,0.85,39.57,23.51,65.44,88.95,47.9,12.05,11-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
11-Feb-2020 - 00:00,738.09,105.75,40.27,119.14,1.22,4.7,1.8,6.05,2.8,1.16,32.92,18.23,53.88,72.11,61.49,16.79,12-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
12-Feb-2020 - 00:00,738.49,119.46,44.13,162.73,1.35,4.66,1.47,6.28,2.62,1.0,37.18,12.07,69.3,81.38,58.38,12.33,13-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
13-Feb-2020 - 00:00,736.52,119.88,41.4,241.04,1.36,6.97,2.67,10.86,5.06,1.46,46.07,21.79,79.18,100.96,35.78,11.73,14-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
14-Feb-2020 - 00:00,734.41,92.14,31.87,245.67,1.83,2.55,0.97,4.57,1.92,1.06,23.87,9.25,45.94,55.19,60.5,12.67,15-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
15-Feb-2020 - 00:00,734.49,91.86,28.64,262.03,1.42,4.83,2.18,7.63,3.5,1.31,32.49,26.39,63.69,90.08,47.84,16.15,16-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
16-Feb-2020 - 00:00,736.3,100.22,27.06,126.96,1.12,6.49,2.24,8.7,4.02,1.02,35.58,28.81,69.95,98.75,41.71,12.94,17-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
17-Feb-2020 - 00:00,737.12,101.17,43.64,199.79,1.35,6.07,2.27,8.84,4.17,1.24,43.26,47.63,74.82,122.45,34.25,13.74,18-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
18-Feb-2020 - 00:00,735.24,122.21,42.3,168.57,1.24,8.17,2.8,10.1,4.88,1.45,51.51,67.37,80.04,147.4,32.95,14.59,19-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
19-Feb-2020 - 00:00,732.86,88.86,42.14,121.48,1.38,5.78,0.63,2.77,1.21,0.59,18.75,6.96,38.02,44.94,56.15,20.13,20-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
20-Feb-2020 - 00:00,731.79,79.37,40.74,132.25,1.82,2.69,0.26,0.99,0.46,0.65,12.97,4.42,22.8,27.22,61.11,18.52,21-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
21-Feb-2020 - 00:00,735.15,123.35,41.81,173.73,1.89,3.33,0.43,1.49,0.64,0.87,17.01,5.8,31.4,37.21,52.77,13.0,22-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
22-Feb-2020 - 00:00,738.44,76.98,38.61,51.82,2.15,2.32,0.4,1.38,0.58,0.69,16.3,5.75,29.5,35.24,50.93,11.38,23-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
23-Feb-2020 - 00:00,737.16,85.67,39.45,74.1,1.79,2.02,0.2,0.61,0.33,0.63,15.09,4.41,27.36,31.8,68.31,12.32,24-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
24-Feb-2020 - 00:00,734.66,88.08,38.44,138.2,1.55,2.63,0.6,2.64,1.11,0.93,23.39,9.84,47.97,57.79,58.27,13.35,25-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
25-Feb-2020 - 00:00,733.9,102.02,42.38,164.16,1.44,3.23,0.92,4.19,1.78,0.64,28.12,13.35,60.11,73.46,53.99,13.92,26-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
26-Feb-2020 - 00:00,733.99,80.77,33.37,145.26,1.39,3.43,0.78,3.14,1.35,0.66,17.96,8.1,36.44,44.54,68.17,12.12,27-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
27-Feb-2020 - 00:00,733.79,95.96,41.11,136.4,1.51,3.27,0.53,2.3,1.08,0.71,18.62,6.85,35.03,41.93,64.97,13.16,28-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
28-Feb-2020 - 00:00,732.45,91.89,38.83,99.79,1.59,3.36,0.12,0.53,0.24,0.72,12.52,4.12,21.52,25.64,62.18,12.13,29-Feb-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
29-Feb-2020 - 00:00,731.25,98.43,40.28,116.29,1.94,3.19,0.44,1.72,0.73,0.82,13.87,4.38,24.83,29.21,67.45,14.05,01-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
01-Mar-2020 - 00:00,732.83,98.43,28.47,107.99,1.97,1.21,0.1,0.41,0.18,0.57,25.32,4.0,20.46,24.46,68.97,9.46,02-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
02-Mar-2020 - 00:00,732.82,68.99,29.0,106.63,1.44,3.55,0.58,2.15,0.95,0.82,42.53,6.8,33.77,40.57,64.84,13.38,03-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
03-Mar-2020 - 00:00,731.68,92.58,37.0,130.43,1.49,3.1,0.55,2.68,1.09,0.67,47.11,5.2,40.37,45.58,69.5,11.36,04-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
04-Mar-2020 - 00:00,730.49,78.83,33.58,122.06,1.77,2.32,0.22,0.78,0.35,0.63,28.86,4.08,20.4,24.49,76.36,13.2,05-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
05-Mar-2020 - 00:00,730.96,52.76,25.14,94.83,2.15,1.64,0.26,1.08,0.46,0.74,29.35,5.96,19.02,24.89,61.22,10.38,06-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
06-Mar-2020 - 00:00,729.74,51.15,24.93,181.28,1.72,1.16,0.13,0.68,0.28,0.74,39.47,6.86,30.54,37.4,48.41,11.21,07-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
07-Mar-2020 - 00:00,733.51,53.02,28.6,179.33,1.53,0.78,0.11,0.61,0.27,0.68,53.68,10.77,44.28,55.05,35.89,12.34,08-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
08-Mar-2020 - 00:00,735.33,63.12,25.36,146.16,1.59,0.6,0.09,0.46,0.21,0.78,43.34,7.22,35.23,42.45,55.58,11.32,09-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
09-Mar-2020 - 00:00,733.54,75.74,28.01,147.67,1.61,0.4,0.07,0.41,0.17,0.77,43.06,6.64,36.92,43.56,57.06,10.52,10-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
10-Mar-2020 - 00:00,731.59,70.93,27.43,77.78,1.98,0.72,0.01,0.08,0.03,0.4,21.65,3.94,14.11,18.05,67.84,13.64,11-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
11-Mar-2020 - 00:00,729.45,69.35,26.46,143.11,2.52,0.84,0.09,0.46,0.21,0.84,26.56,4.14,17.81,21.95,64.2,12.62,12-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
12-Mar-2020 - 00:00,731.66,110.39,35.49,183.17,1.89,1.1,0.27,1.51,0.64,1.06,40.86,5.94,35.71,41.65,48.97,12.72,13-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
13-Mar-2020 - 00:00,733.72,234.67,64.73,238.96,1.45,1.53,0.63,3.11,1.27,0.88,53.28,13.25,45.36,58.62,45.69,16.59,14-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
14-Mar-2020 - 00:00,734.64,153.67,45.32,248.66,1.83,0.86,0.26,1.25,0.52,0.99,33.68,5.72,27.45,33.17,64.0,12.14,15-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
15-Mar-2020 - 00:00,735.65,91.73,32.42,104.52,1.7,0.94,0.15,0.78,0.36,0.85,37.95,4.79,32.35,37.09,62.04,10.48,16-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
16-Mar-2020 - 00:00,736.0,90.7,31.3,108.97,1.71,1.59,0.28,1.22,0.52,0.74,38.48,4.5,32.56,37.14,84.08,16.49,17-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
17-Mar-2020 - 00:00,736.08,87.47,32.14,115.42,1.45,3.05,0.53,2.31,1.04,1.14,45.93,5.34,40.93,46.27,74.84,10.17,18-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
18-Mar-2020 - 00:00,734.8,88.74,30.17,128.22,1.47,4.28,0.82,3.37,1.59,1.14,51.29,10.67,42.43,53.08,70.58,11.24,19-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
19-Mar-2020 - 00:00,731.88,78.1,30.11,178.92,1.77,3.69,1.1,4.41,2.01,1.22,48.5,12.48,37.85,50.26,68.39,10.85,20-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
20-Mar-2020 - 00:00,730.59,83.46,31.5,114.4,2.11,1.79,0.16,0.71,0.32,0.32,25.54,2.9,19.62,22.52,86.45,16.53,21-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
21-Mar-2020 - 00:00,731.62,54.74,25.68,176.16,1.54,1.14,0.16,0.72,0.33,0.37,32.92,3.53,26.62,30.16,76.4,15.45,22-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
22-Mar-2020 - 00:00,732.77,59.52,27.79,97.31,1.85,1.56,0.07,0.27,0.12,0.61,19.31,2.52,12.07,14.59,86.88,10.62,23-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
23-Mar-2020 - 00:00,732.76,64.29,28.83,116.68,1.64,1.78,0.09,0.48,0.22,0.49,25.05,2.81,17.69,20.5,69.87,15.26,24-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
24-Mar-2020 - 00:00,731.47,63.33,28.16,160.63,1.28,1.74,0.18,1.01,0.43,0.49,26.2,2.9,19.73,22.62,61.66,14.64,25-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
25-Mar-2020 - 00:00,731.95,46.24,24.36,111.17,1.59,1.53,0.06,0.39,0.17,0.58,19.36,2.82,10.73,13.54,51.25,9.4,26-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
26-Mar-2020 - 00:00,733.54,23.23,11.45,180.68,2.3,0.57,0.02,0.15,0.06,0.25,19.83,3.08,9.36,12.43,44.39,11.96,27-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
27-Mar-2020 - 00:00,734.73,16.34,7.02,169.64,1.72,0.44,0.01,0.05,0.02,0.42,22.22,2.96,9.11,12.06,36.65,10.83,28-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
28-Mar-2020 - 00:00,734.41,19.4,7.12,90.32,1.66,0.43,0.04,0.2,0.08,0.46,22.55,2.87,11.67,14.5,48.79,9.62,29-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
29-Mar-2020 - 00:00,733.15,29.29,9.7,135.58,1.72,0.26,0.01,0.1,0.03,0.42,18.51,2.69,11.01,13.7,72.47,7.78,30-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
30-Mar-2020 - 00:00,733.11,34.09,12.47,117.75,1.76,0.3,0.01,0.1,0.04,0.42,17.48,2.61,10.26,12.75,67.45,11.9,31-Mar-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
31-Mar-2020 - 00:00,731.75,44.74,18.52,124.21,1.94,1.82,0.09,0.54,0.28,0.83,22.42,2.6,16.49,19.02,54.48,10.98,01-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
01-Apr-2020 - 00:00,731.57,55.06,19.98,188.13,1.77,0.33,0.0,0.04,0.02,0.74,15.14,2.52,8.09,10.57,56.14,9.27,02-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
02-Apr-2020 - 00:00,732.04,36.05,17.43,163.19,1.81,0.33,0.02,0.11,0.04,0.66,15.97,2.6,9.37,11.97,54.55,9.29,03-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
03-Apr-2020 - 00:00,732.92,31.34,13.91,160.61,1.9,0.27,0.01,0.09,0.03,0.5,13.65,2.56,8.66,11.22,61.09,13.16,04-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
04-Apr-2020 - 00:00,732.88,46.08,20.07,144.19,1.43,1.84,0.12,0.59,0.31,0.96,20.59,2.76,16.13,18.89,54.64,10.05,05-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
05-Apr-2020 - 00:00,732.98,57.64,21.17,119.75,1.75,0.78,0.03,0.11,0.06,0.6,14.9,2.55,8.95,11.5,61.12,12.08,06-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
06-Apr-2020 - 00:00,732.05,76.68,25.38,132.01,1.93,0.81,0.02,0.08,0.04,0.56,14.99,2.6,8.95,11.55,64.49,14.75,07-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
07-Apr-2020 - 00:00,730.27,74.1,22.66,127.16,1.97,0.44,0.02,0.11,0.04,0.86,15.31,2.62,8.3,10.92,60.76,8.57,08-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
08-Apr-2020 - 00:00,731.26,43.07,17.8,142.12,1.92,0.34,0.02,0.14,0.05,0.56,14.79,2.52,9.06,11.57,59.71,12.02,09-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
09-Apr-2020 - 00:00,731.99,49.25,18.79,142.31,1.9,0.35,0.02,0.12,0.05,0.71,16.41,2.54,10.89,13.41,61.66,11.37,10-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
10-Apr-2020 - 00:00,732.35,60.81,24.4,144.83,1.29,0.66,0.03,0.16,0.07,0.53,16.22,2.53,10.82,13.34,57.59,13.39,11-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
11-Apr-2020 - 00:00,733.24,81.13,25.98,220.17,1.71,0.45,0.04,0.18,0.07,0.6,15.46,2.6,9.53,12.13,56.06,13.18,12-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
12-Apr-2020 - 00:00,732.18,67.72,24.92,189.08,1.95,0.62,0.01,0.08,0.03,0.86,17.13,2.79,10.26,13.04,55.84,8.36,13-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
13-Apr-2020 - 00:00,730.46,91.47,29.49,226.45,1.48,1.47,0.57,2.06,0.76,0.57,25.92,3.0,20.01,23.02,38.17,14.52,14-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
14-Apr-2020 - 00:00,730.61,108.09,32.08,175.61,1.32,1.46,0.2,0.82,0.38,0.91,21.21,2.95,15.34,18.28,47.83,11.32,15-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
15-Apr-2020 - 00:00,730.72,89.41,24.1,220.07,1.73,0.89,0.24,0.89,0.38,0.72,18.33,2.8,12.72,15.53,43.42,8.51,16-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
16-Apr-2020 - 00:00,729.26,109.43,23.41,147.29,1.88,0.43,0.01,0.07,0.03,0.55,16.19,2.71,9.29,12.0,52.05,15.12,17-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
17-Apr-2020 - 00:00,728.71,136.88,39.96,195.07,2.4,0.32,0.01,0.07,0.03,0.9,16.01,2.82,8.84,11.65,50.54,6.96,18-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
18-Apr-2020 - 00:00,729.45,133.98,42.02,224.6,1.47,0.51,0.06,0.3,0.15,0.54,18.06,2.68,12.49,15.16,43.93,13.62,19-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
19-Apr-2020 - 00:00,729.81,60.9,26.53,153.11,1.97,0.4,0.01,0.06,0.02,0.69,14.87,2.97,8.25,11.19,68.88,12.35,20-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
20-Apr-2020 - 00:00,730.72,37.98,18.69,140.4,1.95,0.45,0.01,0.07,0.03,0.82,17.8,2.74,10.3,13.04,59.46,8.58,21-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
21-Apr-2020 - 00:00,730.66,28.77,14.7,138.38,1.66,0.59,0.02,0.08,0.02,0.54,18.21,2.6,10.82,13.42,73.03,14.12,22-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
22-Apr-2020 - 00:00,729.61,44.2,16.94,164.05,1.5,1.39,0.24,1.08,0.48,0.8,17.78,2.72,12.09,14.81,82.12,10.36,23-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
23-Apr-2020 - 00:00,729.21,36.96,17.42,128.9,1.88,1.37,0.02,0.11,0.04,0.73,19.97,2.89,10.96,13.86,66.11,8.95,24-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
24-Apr-2020 - 00:00,727.62,40.35,17.7,181.41,1.41,0.96,0.12,0.53,0.21,0.61,26.07,3.29,17.06,20.35,42.78,13.87,25-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
25-Apr-2020 - 00:00,727.92,57.84,21.29,148.97,1.69,0.54,0.0,0.02,0.0,0.82,18.68,2.7,9.76,12.46,50.33,9.18,26-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
26-Apr-2020 - 00:00,729.33,62.93,24.11,187.96,1.64,1.53,0.05,0.16,0.06,0.74,22.67,2.78,13.78,16.57,44.15,11.12,27-Apr-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
