from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,MP-Xylene,Eth-Benzene,WS,WD,RH,SR,RF,to date,station
13-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,14-Oct-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
14-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,15-Oct-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
15-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,16-Oct-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
16-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,17-Oct-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
17-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,18-Oct-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
18-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,19-Oct-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
19-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,20-Oct-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
20-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,21-Oct-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
21-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,22-Oct-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
22-Oct-2020 - 00:00,41.87,66.29,8.84,53.72,55.55,3.23,5.02,3.69,2.64,0.0,0.0,0.0,0.0,0.38,29.86,84.56,16.04,0.0,23-Oct-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
23-Oct-2020 - 00:00,37.58,69.66,8.55,55.94,57.74,1.9,5.02,3.13,2.59,0.0,0.0,0.0,0.0,0.47,10.75,77.24,227.62,0.0,24-Oct-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
24-Oct-2020 - 00:00,48.84,60.23,8.3,51.85,53.68,2.69,5.02,3.29,2.71,0.0,0.0,0.0,0.0,0.56,3.95,82.75,282.11,0.0,25-Oct-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
25-Oct-2020 - 00:00,23.56,38.51,8.53,38.64,42.03,5.01,5.02,2.47,2.63,0.0,0.0,0.0,0.0,0.72,1.3,66.06,341.19,0.0,26-Oct-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
26-Oct-2020 - 00:00,32.92,54.33,7.82,11.07,15.82,8.81,5.63,2.61,2.28,0.0,0.0,0.0,0.0,0.58,1.23,72.7,306.18,0.0,27-Oct-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
27-Oct-2020 - 00:00,26.16,54.7,6.6,9.54,16.51,5.38,6.14,2.58,2.61,0.0,0.0,0.0,0.0,0.75,1.45,72.16,313.87,0.0,28-Oct-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
28-Oct-2020 - 00:00,34.58,64.25,8.14,11.86,19.9,2.07,6.14,2.68,3.29,0.0,0.0,0.0,0.0,0.71,1.33,75.43,298.8,0.3,29-Oct-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
29-Oct-2020 - 00:00,48.02,63.1,9.5,15.34,20.86,2.05,5.8,2.75,5.89,0.0,0.0,0.0,0.0,0.46,1.7,75.91,294.77,0.02,30-Oct-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
30-Oct-2020 - 00:00,71.6,97.93,9.19,17.29,22.14,1.95,5.39,3.05,5.11,0.0,0.0,0.0,0.0,0.51,1.72,76.2,273.35,0.0,31-Oct-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
31-Oct-2020 - 00:00,64.52,88.26,10.47,26.68,31.22,2.38,5.63,3.06,8.01,0.0,0.0,0.0,0.0,0.54,2.06,76.44,253.36,0.0,01-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
01-Nov-2020 - 00:00,57.23,72.04,9.29,23.41,25.61,2.63,5.81,2.8,12.85,0.0,0.0,0.0,0.0,0.56,1.17,73.28,313.43,0.0,02-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
02-Nov-2020 - 00:00,56.52,74.49,9.21,23.25,25.22,2.65,5.81,3.06,12.09,0.0,0.0,0.0,0.0,0.65,1.09,73.3,235.56,0.0,03-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
03-Nov-2020 - 00:00,95.99,113.73,9.29,23.18,25.05,2.7,6.35,3.92,8.6,0.0,0.0,0.0,0.0,0.59,1.16,72.54,134.24,0.0,04-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
04-Nov-2020 - 00:00,78.71,97.33,8.58,21.83,24.46,2.87,5.61,3.48,8.86,0.0,0.0,0.0,0.0,0.98,3.27,74.83,279.2,0.3,05-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
05-Nov-2020 - 00:00,35.84,49.32,10.18,22.32,21.26,3.83,6.37,2.92,3.75,0.0,0.0,0.0,0.0,3.28,4.14,72.48,37.56,0.01,06-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
06-Nov-2020 - 00:00,35.55,49.13,9.71,21.68,20.6,3.25,7.28,2.9,3.11,0.0,0.0,0.0,0.0,0.83,1.39,71.87,334.71,0.0,07-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
07-Nov-2020 - 00:00,42.4,62.81,9.49,18.85,22.2,2.14,7.56,3.11,4.47,0.0,0.0,0.0,0.0,0.67,1.35,72.07,326.36,0.0,08-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
08-Nov-2020 - 00:00,32.77,42.71,9.6,19.64,22.73,1.66,7.11,2.69,4.82,0.0,0.0,0.0,0.0,0.64,1.41,76.75,302.97,1.0,09-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
09-Nov-2020 - 00:00,36.38,57.38,8.87,19.9,22.9,1.52,6.78,3.0,5.47,0.0,0.0,0.0,0.0,0.69,1.46,75.18,316.14,0.0,10-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
10-Nov-2020 - 00:00,68.1,86.53,8.72,20.08,23.02,1.25,6.55,3.19,9.34,0.0,0.0,0.0,0.0,0.68,1.62,73.29,323.55,0.0,11-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
11-Nov-2020 - 00:00,75.36,94.88,8.64,21.18,23.95,1.72,6.99,2.69,6.38,0.0,0.0,0.0,0.0,0.7,1.64,67.27,336.93,0.0,12-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
12-Nov-2020 - 00:00,86.99,115.2,9.44,22.03,24.21,2.9,6.9,1.99,3.23,0.0,0.0,0.0,0.0,0.75,1.77,68.85,300.0,0.0,13-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
13-Nov-2020 - 00:00,72.03,91.8,9.98,22.09,23.92,3.56,6.61,1.9,1.49,0.0,0.0,0.0,0.0,0.62,1.65,75.24,212.01,0.03,14-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
14-Nov-2020 - 00:00,31.63,46.78,7.04,25.33,23.25,4.18,6.61,1.83,0.77,0.0,0.0,0.0,0.0,0.71,1.54,74.29,236.03,0.0,15-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
15-Nov-2020 - 00:00,33.65,52.0,4.78,27.87,23.04,4.77,6.61,1.69,1.31,0.0,0.0,0.0,0.0,0.67,1.25,70.86,298.84,0.0,16-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
16-Nov-2020 - 00:00,20.53,49.48,4.6,27.51,22.92,4.72,7.22,1.77,0.76,0.0,0.0,0.0,0.0,0.93,1.46,76.15,147.98,0.0,17-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
17-Nov-2020 - 00:00,16.47,28.44,5.84,30.59,25.86,4.62,7.61,1.83,0.72,0.0,0.0,0.0,0.0,0.57,1.45,75.37,256.44,0.55,18-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
18-Nov-2020 - 00:00,16.39,29.15,8.74,41.96,32.64,3.77,6.79,1.87,0.89,0.0,0.0,0.0,0.0,0.53,1.57,78.49,237.19,0.52,19-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
19-Nov-2020 - 00:00,39.28,54.26,7.48,24.89,20.69,3.85,5.61,1.95,0.71,0.0,0.0,0.0,0.0,0.66,2.32,74.26,293.09,0.0,20-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
20-Nov-2020 - 00:00,20.48,33.73,6.77,22.45,20.26,4.43,5.4,1.84,2.93,0.0,0.0,0.0,0.0,0.72,2.32,75.29,294.02,0.51,21-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
21-Nov-2020 - 00:00,28.97,44.39,6.63,22.88,26.29,4.97,6.35,2.0,4.83,0.0,0.0,0.0,0.0,0.58,2.03,73.89,344.38,0.0,22-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
22-Nov-2020 - 00:00,38.69,46.97,6.67,24.49,27.95,5.16,6.96,1.78,10.12,0.0,0.0,0.0,0.0,0.75,2.14,69.04,368.4,0.52,23-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
23-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,24-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
24-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,25-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
25-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,26-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
26-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,27-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
27-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,28-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
28-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,29-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
29-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,30-Nov-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
30-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,01-Dec-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
01-Dec-2020 - 00:00,,,,,,,,,,,,,,,,,,,02-Dec-2020 - 00:00,"Vyttila, Kochi - Kerala PCB"
